SA1_7DIGITCODE_2016,P_AdvDi_Di_AdvDi_AsDe_Mng,P_AdvDi_Di_AdvDi_AsDe_Pro,P_AdvDi_Di_AdvDi_AsDe_TTW,P_AdvDi_Di_AdvDi_AsDe_CPS,P_AdvDi_Di_AdvDi_AsDe_CA,P_AdvDi_Di_AdvDi_AsDe_Sal,P_AdvDi_Di_AdvDi_AsDe_MOD,P_AdvDi_Di_AdvDi_AsDe_Lab,P_AdvDi_Di_AdvDi_AsDe_IDNS,P_AdvDi_Di_AdvDi_AsDe_Tot,P_AdvDi_Di_Dip_Mng,P_AdvDi_Di_Dip_Pro,P_AdvDi_Di_Dip_TTW,P_AdvDi_Di_Dip_CPS,P_AdvDi_Di_Dip_CA,P_AdvDi_Di_Dip_Sal,P_AdvDi_Di_Dip_MOD,P_AdvDi_Di_Dip_Lab,P_AdvDi_Di_Dip_IDNS,P_AdvDi_Di_Dip_Tot,P_Cert_CertIII_IV_Mng,P_Cert_CertIII_IV_Pro,P_Cert_CertIII_IV_TTW,P_Cert_CertIII_IV_CPS,P_Cert_CertIII_IV_CA,P_Cert_CertIII_IV_Sal,P_Cert_CertIII_IV_MOD,P_Cert_CertIII_IV_Lab,P_Cert_CertIII_IV_IDNS,P_Cert_CertIII_IV_Tot,P_Cert_CertI_II_Mng,P_Cert_CertI_II_Pro,P_Cert_CertI_II_TTW,P_Cert_CertI_II_CPS,P_Cert_CertI_II_CA,P_Cert_CertI_II_Sal,P_Cert_CertI_II_MOD,P_Cert_CertI_II_Lab,P_Cert_CertI_II_IDNS,P_Cert_CertI_II_Tot,P_Cert_Cert_nfd_Mng,P_Cert_Cert_nfd_Pro,P_Cert_Cert_nfd_TTW,P_Cert_Cert_nfd_CPS,P_Cert_Cert_nfd_CA,P_Cert_Cert_nfd_Sal,P_Cert_Cert_nfd_MOD,P_Cert_Cert_nfd_Lab,P_Cert_Cert_nfd_IDNS,P_Cert_Cert_nfd_Tot,P_LE_ID_Mng,P_LE_ID_Pro,P_LE_ID_TTW,P_LE_ID_CPS,P_LE_ID_CA,P_LE_ID_Sal,P_LE_ID_MOD,P_LE_ID_Lab,P_LE_ID_IDNS,P_LE_ID_Tot,P_LE_NS_Mng,P_LE_NS_Pro,P_LE_NS_TTW,P_LE_NS_CPS,P_LE_NS_CA,P_LE_NS_Sal,P_LE_NS_MOD,P_LE_NS_Lab,P_LE_NS_IDNS,P_LE_NS_Tot,P_Tot_Mng,P_Tot_Pro,P_Tot_TTW,P_Tot_CPS,P_Tot_CA,P_Tot_Sal,P_Tot_MOD,P_Tot_Lab,P_Tot_IDNS,P_Tot_Tot
1159303,3,0,0,0,6,0,0,0,0,14,7,8,7,9,8,3,0,0,0,30,3,3,27,3,6,8,0,3,0,50,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,4,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,29,51,44,18,37,15,7,3,0,194
1159304,0,0,0,0,0,0,0,0,0,3,0,9,0,3,4,0,0,0,0,20,3,0,7,0,0,3,3,3,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,7,34,14,6,12,12,6,6,0,99
1159305,3,0,4,0,5,0,0,0,0,11,3,0,3,3,4,0,0,0,0,16,10,0,20,6,10,3,3,8,0,50,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,3,0,0,0,13,29,48,27,16,33,11,5,5,0,180
1159306,0,3,0,3,0,4,0,0,0,7,0,6,3,3,5,0,0,0,0,17,3,0,20,3,3,4,0,0,0,34,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,44,23,14,17,12,3,3,0,132
1159307,0,0,4,0,3,3,0,0,0,6,0,3,0,3,3,0,0,0,0,16,4,0,13,4,5,3,3,0,0,35,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,6,21,31,26,17,14,16,3,5,0,135
1159308,0,0,0,0,3,0,0,0,0,6,0,0,0,0,5,0,0,0,0,4,3,0,8,3,3,0,0,0,0,20,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,19,7,6,19,10,5,0,0,71
1159309,0,0,4,0,0,0,0,3,0,14,4,3,0,3,3,0,0,0,0,14,0,0,13,0,0,3,6,4,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,9,30,15,7,16,12,8,13,0,111
1159310,0,3,0,0,4,0,0,0,0,10,0,3,0,3,3,3,0,3,0,15,0,0,16,0,4,3,3,4,0,32,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,23,25,6,15,10,3,10,0,91
1159311,0,0,0,0,3,0,0,0,0,3,3,0,0,3,0,3,0,0,0,9,3,3,20,6,4,0,3,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,13,28,28,12,28,8,3,0,0,107
1159312,7,3,3,3,5,0,0,0,0,18,3,0,3,5,5,0,3,0,0,18,0,0,22,3,4,7,7,5,0,38,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,5,26,31,30,13,19,11,12,9,0,146
1159313,3,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,3,0,6,4,3,0,3,3,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,11,23,9,5,12,3,9,3,0,65
1159314,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,3,0,0,0,9,0,0,15,3,5,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,16,15,10,18,4,8,4,4,82
1159315,0,0,0,3,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,3,4,3,13,3,3,3,0,0,0,31,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,11,29,14,12,15,9,3,3,0,98
1159316,0,3,4,0,5,0,0,0,0,16,0,3,3,0,3,3,0,0,0,12,6,0,20,3,7,3,3,3,0,46,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,32,32,9,27,9,8,9,4,138
1159317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1159318,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,12,3,3,11,0,5,0,3,3,0,30,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,32,13,7,15,3,3,6,0,90
1159401,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,5,3,5,3,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,15,9,4,9,5,4,8,3,64
1159402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,13,6,0,0,7,0,0,22,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,14,10,3,0,4,3,0,44
1159403,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,3,0,0,0,7,0,0,19,3,4,0,3,3,0,39,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,19,3,8,6,3,5,0,72
1159404,0,3,3,3,0,0,0,0,0,10,0,3,3,4,5,3,3,5,0,22,3,0,12,3,3,0,7,4,0,37,0,0,0,0,3,0,0,0,0,4,0,0,0,3,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,13,41,24,12,26,7,12,15,0,150
1159405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,8,5,0,0,0,5,0,19,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,7,14,6,7,5,3,8,7,7,61
1159406,3,0,0,0,0,0,0,0,0,9,3,3,3,3,4,0,3,4,0,19,7,5,15,10,6,3,0,3,0,45,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,3,0,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,8,12,35,29,13,16,4,9,13,3,140
1159407,0,0,0,0,0,0,0,0,0,5,0,0,3,0,4,0,0,0,0,12,3,5,9,3,3,0,0,3,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,25,18,8,15,3,0,3,0,83
1159408,0,0,0,0,6,3,0,0,0,9,4,0,0,4,0,0,0,0,0,10,4,0,12,0,3,3,6,0,0,32,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,17,19,17,15,7,8,13,8,0,103
1159409,0,0,0,3,3,3,0,0,0,13,0,0,0,0,0,0,4,0,0,9,0,3,9,0,0,0,4,0,0,25,0,0,0,0,0,0,0,4,0,4,0,0,0,3,0,0,3,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,8,18,15,6,16,3,11,7,3,87
1159410,0,0,0,0,3,0,0,0,0,5,3,0,0,3,3,0,3,0,0,17,3,6,11,3,0,3,3,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,11,29,15,13,19,5,6,7,3,109
1159411,3,0,0,0,3,0,0,0,0,4,0,0,4,3,0,0,0,0,0,10,0,0,14,0,4,4,7,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,3,10,12,22,21,8,21,6,12,8,9,117
1159412,0,0,4,0,3,0,0,0,0,11,0,3,3,3,5,0,0,0,0,16,3,0,13,3,4,0,0,4,4,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,6,29,17,9,16,0,5,10,6,94
1159413,0,0,0,0,3,0,0,5,0,9,3,0,5,3,6,3,0,0,0,25,3,0,6,3,7,0,3,0,0,29,0,3,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,5,10,21,15,16,25,12,5,11,3,120
1159414,3,3,4,3,6,0,0,0,0,17,3,0,0,4,9,0,0,0,0,16,6,5,5,0,3,3,0,8,0,31,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,34,13,6,19,6,4,11,0,112
1159415,3,0,3,0,3,0,0,0,0,13,0,0,0,0,4,3,0,0,0,7,3,3,13,0,3,3,3,0,0,29,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,15,29,10,4,16,11,6,9,0,106
1159416,0,0,0,0,0,0,0,0,0,6,0,5,0,0,0,0,0,0,0,9,7,0,12,3,7,3,4,0,0,32,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,5,9,13,9,14,12,7,8,0,78
1159417,0,3,4,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,4,3,0,14,3,0,6,0,0,0,31,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,19,19,11,6,5,5,4,4,77
1159418,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,13,0,0,15,3,3,0,3,8,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,27,22,11,16,7,3,8,3,112
1159419,0,0,3,0,4,0,0,3,0,17,0,0,0,0,4,0,0,0,0,8,0,3,12,5,3,0,6,8,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,7,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,21,19,11,27,10,10,12,3,122
1159420,0,3,3,0,3,0,0,0,0,10,3,0,0,0,6,0,0,0,0,7,6,0,20,7,3,3,5,0,0,40,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,29,23,7,15,7,5,3,3,116
1159421,0,3,0,0,0,0,3,0,0,10,0,0,0,3,3,4,0,0,0,18,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,7,6,11,4,3,3,0,58
1159422,0,0,3,0,0,0,0,0,0,4,0,3,3,0,4,3,0,0,0,10,0,4,8,4,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,14,4,10,4,8,3,0,64
1159423,0,0,0,0,3,0,0,0,3,5,0,0,4,0,3,0,0,3,0,10,0,3,9,0,0,0,4,0,0,17,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,6,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,23,14,12,13,0,6,5,3,81
1159424,0,0,0,0,3,0,3,0,0,7,0,0,0,3,0,0,0,0,0,12,0,0,17,5,6,5,3,6,3,47,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,4,3,0,0,10,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,8,23,21,19,19,13,8,13,3,126
1159425,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,8,0,0,9,3,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,8,9,5,11,0,0,4,5,43
1159426,0,0,0,3,0,0,0,0,0,3,0,0,0,4,4,0,0,0,0,7,0,0,8,8,5,3,7,3,3,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,3,4,15,9,14,13,17,19,3,10,5,8,97
1159427,0,3,0,0,0,0,0,0,0,4,0,0,6,3,7,0,0,0,0,15,0,0,3,0,0,0,6,3,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,17,6,5,10,6,5,4,0,67
1159428,0,0,0,0,3,0,0,0,0,3,0,3,0,4,0,0,0,0,0,8,0,0,10,0,4,0,3,3,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,28,11,7,10,0,5,3,0,78
1159429,0,0,0,0,0,0,0,0,0,6,0,3,0,3,0,0,0,0,0,6,3,0,3,5,3,0,0,3,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,8,12,7,9,10,3,5,11,0,61
1159430,0,3,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,13,0,0,12,0,3,0,0,5,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,3,9,21,3,11,0,0,7,3,65
1159431,0,0,0,0,5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,14,4,3,0,0,7,0,29
1159432,0,3,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,6,0,7,3,4,0,0,0,0,22,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,11,18,3,9,0,3,3,0,55
1159501,8,15,12,3,6,8,4,0,0,53,13,17,10,15,20,7,5,3,3,102,19,10,94,27,31,7,15,17,6,225,0,4,0,0,0,0,0,0,0,14,0,0,3,3,7,6,3,3,4,25,3,3,0,0,0,6,3,0,0,25,3,0,3,0,3,0,0,3,3,29,105,223,154,66,112,53,43,31,20,801
1159502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,13,0,0,6,7,3,0,4,3,0,26,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,15,14,12,18,8,8,7,4,91
1159503,0,0,3,0,3,0,0,0,0,12,3,4,0,3,0,4,0,0,0,20,3,3,10,4,0,0,8,4,0,38,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,3,12,10,35,11,11,18,8,19,5,7,138
1159504,0,0,0,0,3,3,0,0,0,12,6,3,0,3,8,3,0,0,0,24,5,3,21,8,4,3,6,0,0,51,0,0,0,0,3,0,0,0,0,6,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,32,28,17,27,13,7,4,4,148
1159505,0,3,0,0,0,0,0,0,0,9,0,3,3,5,5,0,0,0,0,14,0,0,6,3,5,0,7,5,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,23,17,15,12,3,7,12,4,91
1159506,0,0,0,0,3,0,3,3,0,18,3,0,0,3,0,3,0,0,0,19,3,3,18,10,6,5,7,4,0,63,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,4,0,10,0,4,0,0,0,0,0,0,0,7,0,0,0,0,3,0,0,0,0,6,16,42,33,22,31,13,18,20,3,191
1159507,0,0,0,0,3,0,0,0,0,9,0,0,0,3,3,0,0,0,0,9,3,0,9,3,0,4,7,0,0,22,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,13,11,9,7,7,0,0,63
1159508,0,0,0,0,5,0,0,0,0,10,0,3,3,0,4,0,0,0,0,13,5,0,22,11,3,0,5,4,0,58,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,7,0,0,0,0,3,0,0,0,0,9,0,0,3,0,4,0,0,6,0,13,20,33,28,24,20,3,6,15,3,154
1159509,0,3,3,3,0,0,0,0,0,11,0,0,4,5,3,0,0,0,0,11,5,0,21,5,3,0,6,3,0,52,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,19,29,24,21,10,10,5,0,117
1159510,4,3,3,3,0,0,0,0,0,13,0,0,0,3,3,3,0,0,0,13,3,0,25,3,5,10,3,4,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,18,30,26,14,26,16,10,5,4,141
1159511,0,0,0,0,3,0,0,0,0,12,3,0,3,0,7,0,0,0,0,12,8,6,27,4,0,5,4,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,9,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,15,38,31,11,20,8,6,4,0,132
1159512,4,3,0,0,0,0,0,3,3,20,3,3,3,0,7,0,0,4,0,22,3,4,12,8,6,0,3,0,0,38,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,11,22,35,20,17,26,10,18,11,3,158
1159513,4,3,0,0,0,0,0,0,0,10,0,0,0,5,0,0,0,0,0,12,5,0,8,7,8,0,7,3,0,37,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,13,20,13,16,17,10,9,11,3,101
1159514,0,0,0,0,3,0,0,0,0,4,0,0,0,3,0,3,0,0,0,14,3,0,7,3,3,0,6,3,0,25,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,9,27,12,10,27,10,7,6,0,94
1159515,0,6,6,0,3,0,0,0,0,14,3,0,0,3,7,0,0,0,0,21,3,0,4,3,7,5,6,9,3,37,0,0,0,0,0,0,0,0,0,4,0,3,0,0,3,0,0,4,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,8,12,28,15,15,29,3,13,13,8,132
1159516,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,12,5,0,11,3,0,3,3,3,3,28,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,9,6,13,8,15,9,6,5,6,8,83
1159517,0,0,0,0,3,0,0,3,0,13,0,0,0,3,7,0,0,0,0,12,3,3,19,10,3,0,3,3,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,6,8,27,28,23,16,9,8,9,8,126
1159518,0,0,0,0,0,0,0,0,0,4,3,3,4,3,0,3,0,0,0,15,0,0,14,5,0,3,4,5,4,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,8,13,22,13,5,11,9,5,4,94
1159519,3,4,3,0,5,5,0,3,0,17,0,0,0,5,5,0,0,0,0,17,3,0,22,9,3,0,0,5,0,40,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,3,0,0,9,0,0,0,0,3,0,0,0,0,3,14,30,24,20,27,10,11,15,3,144
1159520,0,0,0,0,0,7,0,0,0,5,0,0,4,4,6,0,3,0,0,12,0,0,10,6,0,3,3,3,0,27,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,5,24,7,13,13,11,7,3,85
1159521,0,0,0,0,3,0,0,0,0,8,0,5,0,0,0,0,0,0,0,10,0,4,17,6,3,3,0,6,0,42,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,26,23,13,12,3,0,5,0,106
1159522,0,0,0,3,0,0,0,0,0,5,3,3,0,3,5,0,0,0,0,15,3,0,25,4,9,3,4,4,3,53,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,17,25,13,27,0,7,6,3,109
1159601,3,8,3,0,7,0,0,3,0,19,3,4,4,7,0,4,0,3,0,28,9,0,18,0,9,0,6,9,0,46,0,0,0,0,0,0,0,3,0,3,0,4,0,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,3,27,68,29,13,34,3,19,14,3,218
1159602,6,7,3,0,7,0,4,6,0,46,7,13,7,16,21,0,6,0,3,84,17,9,45,8,20,7,12,8,3,135,0,0,5,0,8,0,0,3,0,19,3,0,3,3,3,4,4,3,0,19,0,0,0,0,0,0,0,0,0,9,3,0,0,3,5,3,0,0,0,18,64,158,74,48,101,34,31,21,16,554
1159603,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,14,0,0,11,5,3,0,6,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,21,14,12,19,6,6,3,4,87
1159604,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,3,10,0,0,13,3,6,0,3,3,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,5,5,12,14,10,15,0,7,3,3,71
1159605,0,3,0,0,0,0,0,0,0,9,0,7,0,6,4,3,0,0,0,23,9,3,12,4,7,8,3,3,0,59,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,5,18,52,26,19,19,21,3,9,0,157
1159606,0,0,0,0,0,3,4,0,0,5,4,0,3,6,3,0,0,0,0,12,0,0,15,5,3,4,3,4,4,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,5,7,16,19,8,10,11,8,6,6,96
1159607,3,0,8,0,4,0,0,0,0,16,0,3,4,3,6,0,0,0,0,19,3,0,17,6,9,3,9,3,0,54,0,0,0,0,0,0,0,3,0,7,0,0,0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,3,20,28,31,21,25,7,13,15,3,166
