SA1_7DIGITCODE_2016,Pre_school_M,Pre_school_F,Pre_school_P,Infants_Primary_Government_M,Infants_Primary_Government_F,Infants_Primary_Government_P,Infants_Primary_Catholic_M,Infants_Primary_Catholic_F,Infants_Primary_Catholic_P,Infnts_Primry_Othr_Non_Govt_M,Infnts_Primry_Othr_Non_Govt_F,Infnts_Primry_Othr_Non_Govt_P,Infants_Primary_Tot_M,Infants_Primary_Tot_F,Infants_Primary_Tot_P,Secondary_Government_M,Secondary_Government_F,Secondary_Government_P,Secondary_Catholic_M,Secondary_Catholic_F,Secondary_Catholic_P,Secondary_Other_Non_Govt_M,Secondary_Other_Non_Govt_F,Secondary_Other_Non_Govt_P,Secondary_Tot_M,Secondary_Tot_F,Secondary_Tot_P,Tec_Furt_Educ_inst_Ft_15_24_M,Tec_Furt_Educ_inst_Ft_15_24_F,Tec_Furt_Educ_inst_Ft_15_24_P,Tec_Furt_Educ_inst_Ft_25_ov_M,Tec_Furt_Educ_inst_Ft_25_ov_F,Tec_Furt_Educ_inst_Ft_25_ov_P,Tec_Furt_Educ_inst_Pt_15_24_M,Tec_Furt_Educ_inst_Pt_15_24_F,Tec_Furt_Educ_inst_Pt_15_24_P,Tec_Furt_Educ_inst_Pt_25_ov_M,Tec_Furt_Educ_inst_Pt_25_ov_F,Tec_Furt_Educ_inst_Pt_25_ov_P,Tec_Furt_Educ_inst_F_Pt_ns_M,Tec_Furt_Educ_inst_F_Pt_ns_F,Tec_Furt_Educ_inst_F_Pt_ns_P,Tec_Furt_Educ_inst_Tot_M,Tec_Furt_Educ_inst_Tot_F,Tec_Furt_Educ_inst_Tot_P,Uni_othr_Tert_Inst_Ft_15_24_M,Uni_othr_Tert_Inst_Ft_15_24_F,Uni_othr_Tert_Inst_Ft_15_24_P,Uni_othr_Tert_Inst_Ft_25_ov_M,Uni_othr_Tert_Inst_Ft_25_ov_F,Uni_othr_Tert_Inst_Ft_25_ov_P,Uni_othr_Tert_Inst_Pt_15_24_M,Uni_othr_Tert_Inst_Pt_15_24_F,Uni_othr_Tert_Inst_Pt_15_24_P,Uni_othr_Tert_Inst_Pt_25_ov_M,Uni_othr_Tert_Inst_Pt_25_ov_F,Uni_othr_Tert_Inst_Pt_25_ov_P,Uni_othr_Tert_Inst_F_Pt_ns_M,Uni_othr_Tert_Inst_F_Pt_ns_F,Uni_othr_Tert_Inst_F_Pt_ns_P,Uni_other_Tert_Instit_Tot_M,Uni_other_Tert_Instit_Tot_F,Uni_other_Tert_Instit_Tot_P,Othr_typ_educ_inst_Ft_stud_M,Othr_typ_educ_inst_Ft_stud_F,Othr_typ_educ_inst_Ft_stud_P,Othr_typ_educ_inst_Pt_stud_M,Othr_typ_educ_inst_Pt_stud_F,Othr_typ_educ_inst_Pt_stud_P,Oth_typ_ed_instit_F_Pt_ns_M,Oth_typ_ed_instit_F_Pt_ns_F,Oth_typ_ed_instit_F_Pt_ns_P,Other_type_educ_instit_Tot_M,Other_type_educ_instit_Tot_F,Other_type_educ_instit_Tot_P,Type_educanl_institution_ns_M,Type_educanl_institution_ns_F,Type_educanl_institution_ns_P,Tot_M,Tot_F,Tot_P
1133844,8,7,12,5,9,10,5,3,3,0,4,4,8,10,20,5,7,19,0,3,3,0,5,8,11,17,24,14,10,26,7,10,19,0,0,4,3,12,21,0,0,0,32,38,71,198,197,394,68,48,113,7,14,15,35,38,71,0,0,0,305,294,596,35,31,65,13,22,37,0,0,0,50,45,98,176,131,308,587,551,1134
1133845,4,3,10,5,5,14,8,8,8,3,0,5,11,15,26,3,4,8,3,4,7,0,3,0,7,13,16,0,0,0,0,0,0,3,5,3,0,3,3,0,0,0,6,8,11,59,62,119,13,16,25,0,3,3,13,14,26,0,0,0,84,94,178,0,4,4,5,4,6,0,0,0,5,5,14,58,58,114,177,193,363
1133846,3,3,3,3,4,6,0,0,0,0,0,0,7,4,6,0,3,5,4,3,5,0,3,3,9,12,12,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,6,8,21,19,39,3,6,12,0,0,0,9,3,5,0,0,0,33,25,63,0,3,3,0,3,5,0,0,0,0,7,9,14,19,28,64,70,136
1133847,8,3,8,5,6,15,0,4,8,0,4,3,8,12,25,8,3,8,5,3,4,0,4,7,10,8,15,0,3,3,0,3,10,4,0,4,3,7,11,0,0,0,9,14,27,58,75,130,27,20,47,0,3,7,9,6,18,0,0,0,101,105,208,4,3,4,0,8,13,0,0,0,4,12,19,93,85,175,236,238,478
1133901,7,9,15,15,13,28,0,0,3,0,0,3,17,17,33,3,4,8,3,5,8,3,4,12,9,12,20,0,0,0,0,0,0,3,0,4,0,0,3,0,0,0,3,0,9,7,3,15,4,5,4,3,0,3,3,4,6,0,0,0,15,12,29,0,0,0,0,0,0,0,0,0,0,0,0,13,25,38,81,75,151
1133902,9,7,15,21,16,38,0,0,3,3,3,4,20,18,41,3,0,4,4,0,4,0,7,9,9,8,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,7,7,0,0,0,0,3,3,0,0,0,0,13,13,0,0,0,0,0,3,0,0,0,0,0,3,15,25,39,59,71,137
1133903,0,4,4,6,0,8,0,0,0,15,17,25,18,16,35,0,0,0,3,0,7,7,7,16,17,11,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,11,0,0,0,0,0,0,4,0,8,0,0,0,8,16,22,0,0,0,0,3,3,0,0,0,0,3,3,17,8,23,61,56,108
1133904,8,3,11,15,19,34,3,0,3,9,3,7,29,18,43,3,0,3,3,3,12,7,9,11,16,12,24,3,3,4,4,0,5,3,0,3,4,8,7,0,0,0,11,12,25,3,4,8,4,0,3,0,0,3,3,9,15,0,0,0,13,13,26,0,5,7,4,3,8,0,0,0,5,5,14,20,21,40,100,87,183
1133905,3,7,16,17,8,25,0,0,0,16,14,29,29,24,58,3,4,4,4,3,7,18,20,38,26,28,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,9,10,17,0,3,3,0,0,0,4,3,7,0,0,0,17,17,30,0,0,0,0,0,0,0,0,0,0,0,0,17,10,21,88,89,177
1133906,3,0,3,9,5,17,0,3,3,6,0,4,12,7,26,0,0,0,6,4,11,4,6,10,9,6,18,0,3,4,0,0,0,0,0,0,0,0,3,0,0,0,0,5,4,5,0,6,3,3,4,0,0,0,6,5,8,0,0,0,11,11,19,0,0,0,0,0,0,0,0,0,0,0,0,21,14,32,63,44,101
1133907,8,8,14,12,9,25,3,3,6,3,7,9,22,18,40,4,0,4,4,0,8,10,6,18,14,10,27,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,7,3,4,6,0,3,3,0,0,0,0,0,4,3,0,3,11,10,17,0,0,0,0,0,0,0,0,0,0,0,0,7,5,14,56,51,111
1133908,5,0,7,3,15,19,0,0,0,4,10,10,10,18,30,0,0,0,0,3,3,9,3,11,7,8,17,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,4,5,8,5,8,11,3,4,10,0,0,0,0,5,10,0,0,0,11,21,24,0,0,0,0,0,0,0,0,0,0,0,0,22,22,46,58,72,130
1133909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1133910,7,0,4,15,9,27,0,5,3,9,3,15,20,18,38,3,3,4,0,3,5,9,8,21,10,13,30,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,3,4,7,4,12,19,0,0,0,0,0,0,0,7,8,0,0,0,9,22,30,0,0,0,0,3,0,0,0,0,4,3,4,23,25,46,73,80,153
1133911,0,3,3,6,7,15,3,0,3,7,10,12,17,14,37,0,0,3,0,3,4,13,9,16,15,12,25,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,4,7,8,12,0,0,6,0,3,4,4,3,7,0,0,0,7,21,29,0,0,0,0,0,0,0,0,0,0,0,0,25,26,45,71,73,143
1133912,5,4,8,8,4,10,0,0,0,4,6,13,15,13,26,0,0,0,7,0,6,12,5,17,13,6,26,0,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,3,8,3,3,9,0,3,7,0,0,0,5,12,11,0,0,0,7,16,26,0,3,3,3,3,3,0,0,0,3,5,7,41,50,89,83,100,179
1133913,10,3,7,15,6,19,5,0,5,5,3,8,18,13,31,0,0,0,0,5,4,5,8,8,3,13,16,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,3,4,6,7,3,9,0,6,4,0,0,0,3,3,6,0,0,0,6,11,21,0,0,0,0,0,0,0,0,0,0,0,4,9,15,21,46,57,106
1133914,3,3,10,11,9,23,0,0,3,3,7,11,18,16,32,0,0,0,0,10,8,6,9,17,4,17,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,6,10,0,0,3,0,0,0,3,0,7,0,0,0,14,10,18,0,0,0,0,0,0,0,0,0,0,0,0,11,7,21,58,57,113
1133915,0,3,3,0,4,3,0,0,0,0,0,0,4,3,7,0,0,0,0,0,0,0,0,3,3,0,6,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,3,0,3,0,3,5,0,0,3,0,0,0,4,4,10,0,0,0,8,7,24,0,0,0,0,0,3,0,0,0,0,0,3,18,18,33,39,34,72
1133916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1133917,0,3,9,5,5,14,0,0,0,6,0,5,13,10,22,0,0,6,0,0,0,0,0,3,9,0,6,0,0,0,5,0,5,0,0,0,0,0,3,0,0,0,5,4,11,3,5,7,0,0,3,0,0,0,3,4,6,0,0,0,14,8,17,3,0,3,3,6,8,0,0,0,3,6,7,28,22,45,68,52,121
1133918,0,3,3,5,4,6,4,3,11,11,10,23,19,17,38,0,0,0,0,4,6,6,6,9,7,9,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,3,0,4,0,0,0,3,3,4,0,0,0,10,8,13,0,0,0,0,0,0,0,0,0,0,0,0,6,14,13,42,52,90
1133919,4,3,8,4,5,7,8,3,6,3,0,4,14,12,21,0,3,4,6,3,8,8,0,5,14,10,20,0,0,0,0,4,3,0,0,0,0,3,9,0,0,0,4,9,8,3,4,6,0,3,4,0,3,3,7,4,7,0,0,0,7,10,21,0,0,0,0,3,3,0,0,0,0,0,3,21,23,51,70,74,141
1133920,0,4,7,5,13,22,0,0,0,3,3,3,13,11,24,0,0,3,4,3,4,3,4,3,7,9,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,4,0,0,0,0,0,0,0,0,0,3,7,9,0,0,0,0,0,0,0,0,0,0,0,0,6,7,17,31,42,73
1133921,8,3,17,8,15,20,4,0,9,3,5,8,14,18,34,0,3,3,0,0,0,6,4,9,10,4,14,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,4,9,8,3,12,0,0,0,0,0,0,0,0,0,0,0,0,3,10,12,0,0,0,0,0,3,0,0,0,0,0,4,6,16,25,53,60,113
1133922,0,3,8,3,7,8,0,0,0,5,5,6,10,9,18,3,4,4,0,0,0,3,7,7,3,7,11,0,0,0,3,5,6,0,0,0,0,3,3,0,0,0,3,7,7,6,4,9,3,3,8,0,0,0,3,8,7,0,0,0,10,18,29,0,0,5,3,3,5,0,0,0,7,9,10,24,26,50,61,77,135
1133923,7,5,7,11,12,23,0,5,5,6,3,10,16,19,33,9,0,9,3,0,3,4,4,7,14,4,17,3,0,3,0,0,3,3,3,5,12,6,14,0,0,0,18,9,27,6,10,12,5,7,14,0,0,0,0,3,11,0,0,0,16,22,36,0,0,0,4,12,15,0,0,0,4,12,15,61,74,135,136,139,270
1133924,0,4,6,9,3,13,0,0,3,7,3,11,16,13,28,0,0,0,0,3,3,7,3,8,10,7,13,0,0,0,3,0,3,0,0,4,4,3,3,0,0,0,7,7,13,0,4,4,0,0,0,0,0,0,3,0,3,0,0,0,9,10,13,0,6,4,5,6,10,0,0,0,8,11,15,32,38,68,82,77,159
1133925,0,0,3,0,10,15,0,3,3,0,0,0,5,13,18,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,10,4,9,0,0,0,0,0,0,0,0,0,0,0,3,18,16,33,35,34,70
1133926,4,5,4,11,9,21,0,0,0,0,0,5,12,15,24,3,3,9,0,4,8,9,7,13,11,17,23,0,0,0,0,0,0,0,0,0,0,6,8,0,0,0,0,6,8,3,3,4,0,0,0,0,0,3,0,0,0,0,0,0,3,3,10,5,0,5,3,0,4,0,0,0,12,4,13,5,3,15,48,44,99
1133927,7,8,11,8,11,20,3,4,6,3,3,3,17,18,30,3,4,10,4,3,3,10,3,11,12,14,29,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,6,6,4,3,3,0,0,4,0,0,0,7,3,7,0,0,0,7,9,15,0,0,0,3,6,9,0,0,0,3,3,10,17,22,38,65,76,142
1133928,6,13,18,13,11,26,3,3,3,6,3,5,23,17,40,0,3,5,3,3,7,11,9,15,10,16,27,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,3,3,0,0,0,3,0,3,3,3,6,0,0,0,10,6,10,0,3,3,0,0,0,0,0,0,0,7,7,11,22,35,65,76,140
1133929,3,0,3,3,3,6,0,0,0,0,0,3,4,4,6,4,0,4,0,0,0,6,0,9,6,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,3,6,3,0,3,0,0,0,4,3,11,0,0,0,7,9,20,0,0,0,0,3,3,0,0,0,0,3,4,38,30,65,62,53,115
1133930,5,0,4,12,12,20,0,0,0,8,0,5,16,14,29,5,5,10,0,0,0,3,0,3,5,5,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,3,0,0,0,4,0,4,0,0,0,6,7,10,0,0,0,3,0,3,0,0,0,3,0,3,9,9,16,40,37,73
1133931,0,0,3,11,11,21,0,0,3,3,3,3,17,12,28,0,0,0,0,0,3,6,7,9,4,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,7,0,0,3,0,0,0,0,0,0,0,0,0,4,4,10,0,0,0,0,0,0,0,0,0,0,0,0,11,13,25,35,37,78
1133932,3,0,3,6,12,14,0,0,0,3,3,7,9,12,25,3,5,7,3,0,4,5,8,16,12,11,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,3,0,0,0,6,3,11,0,0,0,12,4,20,0,0,0,0,0,0,0,0,0,0,0,0,18,15,31,50,56,108
1133933,6,4,12,10,4,15,3,0,3,0,6,4,12,9,19,0,3,3,0,0,3,6,0,3,3,9,12,0,0,3,3,3,9,0,4,3,0,8,7,0,0,0,11,15,27,4,3,7,3,8,11,0,0,3,0,7,8,0,0,0,11,21,31,3,7,8,4,14,17,0,0,0,7,19,24,42,56,99,90,133,222
1133934,3,3,8,10,10,15,0,0,0,0,3,8,11,16,24,0,5,3,3,0,3,0,3,3,6,6,13,0,0,0,0,3,8,0,0,0,7,0,9,0,0,0,12,5,14,7,4,9,0,4,3,0,0,3,3,3,9,0,0,0,14,12,27,0,7,3,3,3,9,0,0,0,4,5,10,26,24,49,74,70,142
1133935,3,3,5,3,0,4,0,0,0,0,0,0,3,0,4,5,0,3,0,0,0,4,3,4,8,4,10,0,4,9,4,4,9,3,0,3,3,3,5,0,0,0,8,16,26,5,3,8,0,4,4,0,0,0,7,10,16,0,0,0,14,19,39,0,4,6,12,11,27,0,0,0,14,15,37,38,52,91,92,113,212
1133936,3,3,5,9,3,13,0,0,0,0,0,0,9,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,7,0,0,0,7,6,16,4,3,7,4,3,8,0,0,3,4,3,5,0,0,0,12,12,22,0,0,3,5,7,13,0,0,0,3,12,15,31,23,58,66,60,126
1133937,5,3,8,4,3,8,0,0,0,0,0,0,4,8,11,0,0,3,7,0,7,0,3,3,7,4,14,0,6,6,0,0,0,0,0,0,3,5,9,0,0,0,4,7,13,0,4,11,4,0,8,0,9,9,3,9,12,0,0,0,10,24,37,0,0,0,3,0,5,0,0,0,5,3,7,8,24,27,51,72,116
1133938,6,3,6,5,10,10,3,0,3,3,0,3,12,5,21,3,0,3,3,0,6,0,3,3,6,6,11,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,0,7,10,0,6,7,3,3,10,0,0,0,4,3,11,0,0,0,10,14,27,0,4,7,0,6,6,0,0,0,0,11,14,10,12,22,43,65,109
1133939,7,3,7,4,4,8,0,0,0,0,0,0,4,4,8,0,0,0,0,0,0,0,0,3,0,3,4,0,0,0,0,4,3,0,0,3,5,0,9,0,0,0,5,7,10,0,0,0,3,0,6,3,0,3,3,5,10,0,0,0,12,7,16,0,0,0,3,6,8,0,0,0,3,9,7,26,25,52,52,56,104
1133940,4,3,5,12,15,20,3,4,9,0,3,4,17,16,35,5,0,6,0,0,4,3,4,7,9,6,14,0,0,0,0,4,5,0,0,0,5,0,7,0,0,0,4,3,11,3,0,4,3,4,4,0,0,0,4,9,15,0,0,0,11,17,26,3,0,3,3,6,11,0,0,0,9,12,18,43,43,90,92,103,197
1133941,0,0,0,17,4,16,0,0,0,0,0,0,17,4,16,4,0,7,3,0,3,0,0,0,9,0,8,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,6,3,4,0,0,3,0,3,4,0,0,0,3,3,7,0,0,0,3,9,8,3,0,4,0,0,0,0,0,0,4,0,8,9,7,20,39,24,67
1133942,3,0,3,10,3,14,0,0,0,5,3,7,14,7,15,3,0,4,3,9,9,0,3,6,4,9,16,0,0,0,0,0,0,4,3,6,4,0,4,0,0,0,9,3,6,3,5,14,3,0,3,3,0,3,3,0,7,0,0,0,12,8,22,0,0,0,8,9,15,0,0,0,10,9,13,4,11,17,55,50,105
1133943,3,0,3,6,6,17,0,0,0,0,0,3,11,8,20,3,0,3,3,0,3,0,4,4,4,4,9,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,7,5,8,3,10,5,5,13,3,0,3,0,3,3,0,0,0,19,14,29,0,0,3,0,0,3,0,0,0,4,3,9,26,23,45,67,51,119
1133944,3,3,10,6,3,16,0,0,0,0,3,3,6,10,15,4,0,3,3,0,3,11,3,13,15,9,20,0,0,0,0,0,3,0,0,0,5,3,9,0,0,0,8,3,9,7,5,15,0,10,7,0,0,0,3,4,7,0,0,0,15,21,32,0,0,3,3,0,3,0,0,0,3,3,7,36,46,85,88,88,179
1133945,0,3,5,3,5,7,0,0,0,3,0,3,3,3,10,3,0,3,0,0,0,0,0,3,3,0,7,0,0,0,0,4,0,0,0,0,4,0,10,0,0,0,5,8,12,3,0,8,0,0,0,0,0,0,0,7,8,0,0,0,12,12,15,4,0,4,8,0,10,0,0,0,7,0,11,33,20,56,70,47,120
1133946,3,3,6,3,0,6,0,0,0,3,0,3,3,3,8,0,0,0,5,0,3,4,0,8,4,3,7,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,4,0,4,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,5,0,11,0,0,0,0,3,3,0,0,0,0,3,3,16,17,35,45,28,75
1133947,4,0,8,7,7,19,0,9,6,3,7,10,10,16,31,0,0,0,0,3,3,6,5,10,10,8,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,6,6,0,7,0,0,0,0,3,4,0,0,0,10,10,19,0,0,0,0,0,0,0,0,0,0,0,0,8,7,13,41,49,94
1134001,0,0,0,4,9,12,3,0,3,0,0,3,7,7,10,0,0,0,0,0,3,0,4,3,3,7,10,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,6,4,6,0,8,3,3,7,0,0,0,0,3,3,0,0,0,4,10,14,0,8,5,3,0,3,0,0,0,0,8,7,38,36,79,61,70,128
1134002,3,3,3,5,10,13,0,0,0,0,0,0,5,10,13,3,0,3,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,4,4,6,0,0,0,0,0,0,0,0,0,0,0,0,19,32,50,36,43,75
1134003,5,0,3,7,9,11,3,0,4,0,3,5,9,8,15,3,3,6,6,0,3,3,3,9,11,3,15,0,0,3,3,4,3,0,0,0,0,6,6,0,0,0,4,5,11,9,3,6,4,4,9,0,3,3,6,9,14,0,0,0,16,18,32,0,0,3,5,7,14,0,0,0,11,9,17,24,35,59,78,84,155
1134004,3,0,4,0,4,7,0,0,0,0,0,0,3,4,9,0,3,0,4,3,3,0,0,0,5,3,11,0,0,0,0,0,0,0,3,6,3,4,4,0,0,0,5,8,10,3,3,9,4,3,7,0,0,0,3,3,3,0,0,0,13,7,18,3,0,3,0,6,6,0,0,0,3,7,8,47,54,99,73,79,153
1134005,9,4,12,10,15,18,0,0,0,3,0,3,10,15,22,3,3,11,0,0,0,5,3,16,16,10,27,0,0,0,0,0,0,0,0,0,3,3,5,0,0,0,6,5,12,0,3,8,0,5,7,0,0,3,8,6,14,0,0,0,9,14,23,0,0,0,8,12,18,0,0,0,8,12,18,45,38,83,99,100,199
1134006,13,3,20,21,11,33,0,0,0,3,3,7,24,17,37,0,3,3,4,3,11,6,12,16,11,16,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,9,6,11,6,0,6,0,3,3,3,3,5,0,0,0,13,12,22,0,0,3,0,0,0,0,0,0,3,0,3,11,9,26,77,65,141
1134007,0,3,3,3,3,6,0,3,3,0,3,3,3,11,10,0,0,0,3,0,3,8,9,10,9,9,17,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,4,5,3,3,6,0,0,0,5,0,10,0,0,0,8,13,22,0,0,3,3,7,10,0,0,0,3,7,9,30,18,47,58,51,107
1134008,3,0,3,3,4,8,0,0,0,3,0,3,4,5,14,3,0,3,0,0,0,0,3,3,7,5,8,0,0,0,3,3,3,0,0,4,8,4,9,0,0,0,10,4,17,3,8,9,0,5,10,0,0,0,3,7,11,0,0,0,7,26,35,0,0,0,6,11,22,0,0,0,7,13,23,72,44,123,120,99,217
1134009,3,3,5,3,0,6,0,0,0,3,3,4,3,8,9,3,0,3,0,3,3,3,0,3,10,7,11,0,0,0,0,0,0,0,0,0,5,7,13,0,0,0,5,9,13,0,0,0,7,3,13,0,0,5,4,4,9,0,0,0,10,11,22,0,0,0,8,5,10,0,0,0,8,5,11,27,24,47,60,58,117
1134010,3,4,5,9,3,8,0,0,0,0,7,9,7,7,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,5,12,0,0,0,3,12,13,10,3,8,8,3,6,0,0,0,3,6,7,0,0,0,20,9,32,6,3,4,8,6,10,0,0,0,8,8,20,41,41,78,82,89,165
1134011,3,3,10,7,11,13,0,0,0,0,3,3,9,10,19,0,4,6,3,0,3,0,3,3,3,7,11,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,3,7,9,6,5,7,7,5,7,0,0,0,3,10,15,0,0,0,11,21,38,0,0,4,4,7,7,0,0,0,9,8,16,75,76,148,117,127,242
1134012,3,0,3,14,4,19,3,0,0,0,0,0,16,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,10,3,3,7,11,11,15,0,0,0,19,13,31,10,17,21,5,11,12,3,3,6,6,3,14,0,0,0,28,28,59,0,3,4,4,14,18,0,0,0,8,16,23,82,79,163,153,146,297
1134013,9,0,8,11,6,19,3,0,3,0,0,0,10,7,21,0,0,0,3,0,3,0,0,0,3,3,5,0,0,0,0,0,3,0,0,0,4,3,3,0,0,0,7,6,9,4,5,7,3,0,3,0,7,7,3,4,11,0,0,0,8,17,31,3,6,4,3,4,9,0,0,0,3,6,16,30,23,53,78,69,144
1134014,9,4,13,16,18,35,0,0,0,0,0,3,21,17,39,0,3,3,0,0,0,3,0,3,3,3,7,0,0,3,0,0,0,0,0,0,0,6,6,0,0,0,3,7,10,0,3,6,4,3,5,3,0,4,6,11,14,0,0,0,12,20,33,0,3,3,4,0,3,0,0,0,4,3,6,40,26,72,91,79,173
1134015,6,8,13,6,11,20,5,0,3,0,4,7,16,14,31,7,4,5,5,3,4,3,6,5,15,7,18,0,0,0,0,4,3,3,4,5,0,3,3,0,0,0,5,6,15,11,6,16,3,0,7,0,0,0,9,8,18,0,0,0,29,14,42,0,0,0,0,5,6,0,0,0,0,5,6,19,21,40,85,77,163
1134016,0,0,0,0,3,3,0,0,0,0,0,0,3,4,6,3,0,5,3,0,3,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,11,0,3,3,0,0,0,4,0,6,0,0,0,5,11,17,0,0,0,0,0,3,0,0,0,0,3,3,30,30,56,42,52,96
1134017,3,6,7,9,6,16,0,0,0,0,0,0,9,6,15,0,4,5,0,0,0,4,0,6,4,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,12,0,3,3,0,0,0,0,3,3,0,0,0,3,16,18,0,0,0,0,0,7,0,0,0,0,0,8,44,43,87,69,82,149
1134018,7,3,12,10,12,22,0,4,4,3,5,8,15,22,39,7,3,9,0,5,5,3,0,3,8,4,15,0,0,0,0,0,0,0,0,3,4,3,5,0,0,0,8,8,15,8,0,5,3,5,11,0,0,3,3,8,6,0,0,0,16,17,28,0,0,0,10,4,8,0,0,0,10,4,8,43,44,86,97,102,197
1134019,4,3,8,12,11,22,3,0,6,3,0,3,18,10,27,0,3,3,0,0,0,5,0,3,10,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,6,6,0,3,3,0,0,0,0,0,4,0,0,0,4,5,10,0,0,0,3,0,7,0,0,0,7,0,3,27,13,38,61,44,102
1134020,11,4,10,11,8,18,3,0,3,3,4,8,19,16,31,0,0,0,0,0,0,7,8,8,5,5,13,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,4,0,0,0,0,3,5,0,0,0,3,6,11,0,0,0,0,0,0,0,0,0,0,0,0,14,10,21,53,42,98
1134021,3,0,3,0,0,3,0,0,0,3,3,10,7,9,15,0,4,4,0,0,0,3,3,6,7,7,13,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,7,7,0,0,0,3,0,3,0,0,3,0,0,0,0,0,0,3,3,4,0,0,0,3,3,9,0,0,0,3,3,9,36,29,65,52,56,109
1134022,4,3,7,12,7,18,0,0,0,4,0,8,17,9,26,0,3,4,0,0,0,0,0,0,0,3,4,0,0,0,0,5,5,0,0,0,0,3,5,0,0,0,3,7,10,0,10,7,4,0,9,0,3,8,3,0,4,0,0,0,10,14,24,0,0,0,3,3,6,0,0,0,3,3,6,20,22,42,57,69,121
1134023,4,7,8,0,4,5,0,3,3,3,0,3,3,10,16,3,0,5,0,0,0,0,3,6,0,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,3,13,10,0,0,0,0,0,0,0,0,0,0,0,0,16,14,32,30,48,77
