SA1_7DIGITCODE_2016,P_1000_1249_15_19_yrs,P_1000_1249_20_24_yrs,P_1000_1249_25_34_yrs,P_1000_1249_35_44_yrs,P_1000_1249_45_54_yrs,P_1000_1249_55_64_yrs,P_1000_1249_65_74_yrs,P_1000_1249_75_84_yrs,P_1000_1249_85ov,P_1000_1249_Tot,P_1250_1499_15_19_yrs,P_1250_1499_20_24_yrs,P_1250_1499_25_34_yrs,P_1250_1499_35_44_yrs,P_1250_1499_45_54_yrs,P_1250_1499_55_64_yrs,P_1250_1499_65_74_yrs,P_1250_1499_75_84_yrs,P_1250_1499_85ov,P_1250_1499_Tot,P_1500_1749_15_19_yrs,P_1500_1749_20_24_yrs,P_1500_1749_25_34_yrs,P_1500_1749_35_44_yrs,P_1500_1749_45_54_yrs,P_1500_1749_55_64_yrs,P_1500_1749_65_74_yrs,P_1500_1749_75_84_yrs,P_1500_1749_85ov,P_1500_1749_Tot,P_1750_1999_15_19_yrs,P_1750_1999_20_24_yrs,P_1750_1999_25_34_yrs,P_1750_1999_35_44_yrs,P_1750_1999_45_54_yrs,P_1750_1999_55_64_yrs,P_1750_1999_65_74_yrs,P_1750_1999_75_84_yrs,P_1750_1999_85ov,P_1750_1999_Tot,P_2000_2999_15_19_yrs,P_2000_2999_20_24_yrs,P_2000_2999_25_34_yrs,P_2000_2999_35_44_yrs,P_2000_2999_45_54_yrs,P_2000_2999_55_64_yrs,P_2000_2999_65_74_yrs,P_2000_2999_75_84_yrs,P_2000_2999_85ov,P_2000_2999_Tot,P_3000_more_15_19_yrs,P_3000_more_20_24_yrs,P_3000_more_25_34_yrs,P_3000_more_35_44_yrs,P_3000_more_45_54_yrs,P_3000_more_55_64_yrs,P_3000_more_65_74_yrs,P_3000_more_75_84_yrs,P_3000_more_85ov,P_3000_more_Tot,P_PI_NS_15_19_yrs,P_PI_NS_ns_20_24_yrs,P_PI_NS_ns_25_34_yrs,P_PI_NS_ns_35_44_yrs,P_PI_NS_ns_45_54_yrs,P_PI_NS_ns_55_64_yrs,P_PI_NS_ns_65_74_yrs,P_PI_NS_ns_75_84_yrs,P_PI_NS_ns_85_yrs_ovr,P_PI_NS_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
1124628,0,0,6,3,5,3,0,0,0,22,0,0,7,3,3,6,0,0,0,10,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,9,11,10,35,28,26,26,37,23,3,194
1124629,0,0,9,6,3,3,4,0,0,29,0,0,13,7,0,3,0,0,0,27,0,0,5,10,0,0,0,3,0,19,0,0,0,4,5,0,0,0,0,7,0,0,0,3,3,0,0,0,0,8,0,0,0,4,0,0,0,0,0,7,0,5,3,3,0,3,3,0,0,21,22,32,71,63,42,48,28,12,3,320
1124630,0,0,8,4,6,6,0,0,0,29,0,0,3,3,5,4,0,0,0,11,0,0,3,7,3,5,0,0,0,12,0,0,0,0,3,0,0,0,0,7,0,0,0,7,4,4,0,0,0,12,0,0,0,0,0,0,3,0,0,3,5,0,5,6,6,0,3,0,3,28,33,34,58,45,67,50,68,31,15,406
1124631,0,0,0,7,0,0,4,0,0,13,0,0,0,4,3,0,0,0,0,8,0,0,0,0,4,0,0,0,0,3,0,0,0,0,3,7,0,0,0,3,0,0,0,6,3,6,0,0,0,10,0,0,0,0,0,0,4,0,0,3,0,0,3,0,0,5,0,0,0,6,9,0,8,19,21,23,18,9,0,108
1124632,0,0,13,10,3,6,0,0,0,35,0,0,8,12,6,6,0,0,0,32,0,0,8,3,4,0,0,0,0,8,0,0,0,0,0,6,0,0,0,10,0,0,3,5,6,0,0,0,0,17,0,0,0,3,0,0,0,0,0,6,0,0,0,3,4,0,4,3,0,16,17,19,69,68,49,65,47,18,5,358
1124633,0,0,3,6,0,5,0,0,0,15,0,0,0,0,3,3,0,0,0,3,0,0,0,3,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,10,4,3,3,0,35,23,28,35,31,41,41,24,7,4,236
1124634,0,0,0,0,0,8,0,0,0,13,0,0,0,0,0,4,0,0,0,9,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,4,0,0,0,3,0,0,0,0,4,3,0,0,0,4,0,0,0,0,0,3,0,0,0,4,0,4,0,0,0,0,0,0,0,14,16,19,10,10,25,39,19,8,0,143
1124701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,9,3,12,4,0,3,0,43
1124702,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,20,6,4,13,15,30,50,15,13,3,144
1124703,0,0,3,3,16,11,12,0,0,36,0,0,3,0,6,3,0,0,0,13,0,0,0,0,0,5,0,0,0,11,0,0,0,3,4,3,0,0,0,8,0,0,0,0,0,6,0,0,0,10,0,0,0,5,3,0,0,0,0,5,8,0,3,4,4,14,10,3,0,37,33,14,28,51,87,134,74,15,7,443
1124704,0,0,0,0,5,0,0,0,0,7,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,0,0,0,8,8,8,14,26,32,43,16,17,4,155
1124705,0,0,0,3,3,4,0,0,0,18,0,0,0,0,4,3,0,0,0,5,0,0,0,0,4,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,13,6,7,16,27,39,50,27,11,0,185
1124706,0,0,0,3,0,0,0,0,0,14,0,0,0,0,0,5,0,0,0,5,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,10,14,13,12,30,40,43,29,15,0,189
1124707,0,0,0,8,15,7,0,0,0,25,0,0,0,0,5,7,0,0,0,9,0,0,4,3,3,3,0,0,0,22,0,0,0,0,3,6,0,0,0,7,0,0,0,6,3,0,0,0,0,8,0,0,0,0,4,0,0,0,0,3,0,4,3,5,3,13,0,3,0,30,14,28,34,52,72,83,36,22,6,344
1124708,0,0,0,0,3,5,0,0,0,9,0,0,0,3,3,3,0,0,0,10,0,0,0,0,4,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,5,17,6,5,14,44,53,33,21,3,192
1124709,0,0,0,0,3,0,0,0,0,5,0,0,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,5,11,0,0,32,10,9,19,48,50,94,46,8,0,272
1124710,0,0,0,0,3,4,0,0,0,7,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,3,6,6,9,4,0,0,33,9,7,11,21,40,59,31,0,4,177
1124711,0,0,7,0,9,6,3,0,0,26,0,0,0,0,0,3,0,0,0,7,0,0,0,0,3,3,0,0,0,8,0,0,0,4,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,9,0,0,0,3,3,0,0,0,0,3,10,0,3,9,13,14,5,0,0,49,42,20,30,39,73,76,29,14,5,321
1124712,0,0,0,0,0,4,0,0,0,5,0,0,0,3,4,0,0,0,0,8,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,3,0,0,0,13,10,3,11,19,22,34,20,0,0,129
1124713,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,3,0,0,0,5,0,0,0,0,5,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,3,3,0,0,10,5,7,15,12,34,66,27,8,0,167
1124714,0,0,3,7,3,13,0,0,0,25,0,0,3,0,4,3,0,0,0,7,0,0,0,3,3,0,0,0,0,10,0,0,0,0,4,3,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,6,14,3,0,7,12,11,10,4,0,58,46,29,45,43,77,74,62,34,12,411
1124715,0,5,6,3,10,4,6,4,3,38,0,0,4,0,0,0,0,0,0,13,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,3,0,0,0,0,4,6,0,0,0,13,0,3,0,0,3,0,3,0,0,10,9,0,0,12,12,3,12,7,3,53,41,18,55,65,61,77,100,63,19,493
1124716,0,0,7,4,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,9,8,6,0,0,26,18,11,29,17,28,55,24,15,6,201
1124717,0,3,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,11,7,14,21,9,24,30,25,17,5,148
1124718,0,0,0,3,4,0,4,0,0,17,0,0,0,4,0,0,0,0,0,6,0,0,0,3,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,5,6,12,31,57,18,10,14,27,31,42,63,36,76,314
1124719,0,0,4,5,0,0,3,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,6,0,0,4,0,0,0,0,0,0,8,0,0,0,6,10,11,12,8,5,51,27,19,48,42,55,69,62,54,19,398
1124720,0,0,3,0,0,7,0,0,0,11,0,0,4,0,4,0,0,0,0,11,0,0,0,3,0,3,0,0,0,7,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,0,3,11,9,3,33,23,17,39,32,50,59,55,34,12,323
1124721,0,0,0,0,3,3,0,0,0,12,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,5,4,3,3,24,9,10,21,35,31,54,42,28,12,239
1124722,0,0,0,0,6,4,0,0,0,9,0,0,0,3,0,0,8,0,0,7,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,7,0,0,13,10,3,6,18,18,36,32,9,3,127
1124723,0,0,3,3,0,3,0,0,0,10,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,8,8,4,0,0,24,18,11,11,13,36,40,30,11,9,177
1124724,0,0,0,0,10,5,0,0,0,16,0,0,0,0,0,3,0,0,0,4,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,3,3,3,3,0,0,24,6,10,14,26,52,61,34,21,0,234
1124725,0,0,3,0,8,3,0,0,0,12,0,0,0,0,4,0,0,0,0,3,0,0,0,0,5,3,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,3,0,3,17,8,9,3,0,43,16,7,20,32,70,66,49,11,3,267
1124801,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,35,8,0,6,3,0,0,0,59,24,99,23,5,17,7,7,0,0,184
1124802,0,0,3,5,0,3,3,0,0,15,0,0,0,0,3,0,0,0,0,6,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,11,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,5,7,6,0,3,0,0,25,12,8,36,56,43,34,38,16,3,243
1124803,0,3,7,14,13,8,3,3,4,46,0,0,0,11,3,3,3,0,0,22,0,0,3,3,0,4,0,3,0,15,0,0,0,3,0,3,0,0,0,9,0,0,0,3,4,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,5,3,0,24,28,18,56,63,57,52,55,44,17,395
1124804,0,0,9,0,4,4,0,0,3,25,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,5,3,3,13,0,0,7,39,22,19,60,34,54,46,22,20,54,326
1124805,0,3,5,3,7,6,0,0,0,24,0,0,3,5,4,0,0,0,0,13,0,0,0,0,6,3,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,7,3,3,0,36,33,35,41,59,81,74,50,26,3,397
1124806,0,0,6,8,4,0,6,0,0,21,0,0,4,4,3,4,0,0,0,23,0,0,4,6,5,6,0,0,0,19,0,0,0,4,11,3,0,0,0,12,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,5,4,7,0,7,0,5,36,24,37,61,72,53,63,59,16,14,401
1124807,0,3,0,0,7,3,0,0,0,19,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,11,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,6,3,5,5,6,4,3,3,42,34,63,51,31,30,47,18,21,9,305
1124808,0,3,12,8,10,0,0,0,0,40,0,0,5,3,0,4,0,0,0,17,0,0,0,3,0,7,0,0,0,10,0,0,0,5,3,4,0,0,0,13,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,4,5,4,5,5,6,7,3,0,42,31,35,69,79,55,79,34,29,11,420
1124809,0,0,8,4,3,3,0,0,0,20,0,0,0,0,3,3,0,0,0,6,0,0,0,3,0,0,4,0,0,11,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,6,3,10,9,4,0,7,55,21,41,46,29,62,53,34,22,16,321
1124810,0,3,0,3,17,4,0,0,0,24,0,3,7,4,3,3,0,0,0,15,0,0,0,3,3,5,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,3,4,12,3,4,3,4,3,4,45,30,53,69,48,69,44,41,29,47,430
1124811,0,0,8,6,6,3,0,0,0,35,0,0,0,10,6,0,0,0,0,18,0,0,3,0,0,5,0,0,0,10,0,0,3,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,4,0,4,13,6,6,3,3,12,0,47,26,29,68,68,62,53,30,38,9,385
1124812,0,0,6,10,5,3,0,0,0,26,0,0,0,0,3,4,0,3,0,14,0,0,3,4,0,0,0,0,0,9,0,0,0,0,5,0,0,0,0,12,0,0,0,3,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,7,14,10,10,12,16,5,3,0,70,29,37,67,43,65,71,33,38,12,405
1124813,0,0,3,6,0,0,0,0,0,14,0,0,0,3,0,3,0,0,0,8,0,0,3,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,5,0,0,3,0,3,5,0,3,13,25,19,31,50,29,31,30,7,8,225
1124814,0,3,13,3,12,0,4,0,0,35,0,0,10,6,3,3,0,0,0,21,0,0,0,0,3,0,0,0,0,11,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,3,0,0,0,13,17,42,80,36,52,44,25,18,8,325
1124815,0,3,4,4,6,3,0,0,0,26,0,0,0,3,4,0,0,0,0,11,0,0,0,4,4,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,0,5,3,3,0,0,26,40,45,57,49,64,42,19,13,5,340
1124816,0,0,0,6,12,6,0,0,0,27,0,0,3,4,8,0,0,0,0,17,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,10,5,0,4,3,31,53,28,36,71,81,68,26,17,10,382
1124817,0,3,0,0,3,9,0,0,0,11,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,4,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,6,3,11,4,4,0,31,17,21,40,35,56,64,22,13,4,272
1124818,0,3,9,9,12,8,0,0,0,41,0,0,3,7,8,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,7,15,10,9,15,3,9,3,66,36,45,82,87,89,92,57,23,9,518
1124819,0,4,9,5,4,3,0,0,0,25,0,0,0,3,7,0,0,0,0,15,0,0,3,7,0,0,0,0,0,9,0,0,5,0,6,0,0,0,0,15,0,0,0,0,3,0,0,0,0,8,0,0,0,0,3,3,0,0,0,8,7,5,6,3,9,9,11,4,0,43,23,36,41,54,70,73,45,20,9,366
1124820,0,0,8,7,3,11,4,0,0,29,0,0,0,0,4,5,0,0,0,22,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,5,4,9,0,3,0,26,20,31,47,44,43,82,50,27,11,342
1124821,0,0,4,3,11,9,3,0,0,29,0,0,5,4,4,5,3,0,0,26,0,0,0,0,6,3,0,0,0,7,0,0,0,0,3,3,0,0,0,11,0,0,0,6,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,3,3,0,3,22,30,26,47,56,72,91,49,15,12,393
1124822,0,3,3,3,0,4,0,0,0,9,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,6,3,3,3,3,3,0,23,13,9,26,18,36,25,13,15,0,153
1124823,0,0,3,3,14,6,4,0,0,30,0,0,6,4,7,12,0,0,0,30,0,0,0,3,12,9,3,0,0,28,0,0,0,0,3,7,0,0,0,9,0,0,0,3,4,3,0,3,0,15,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,3,7,4,13,34,33,25,44,77,80,64,31,10,391
1124824,0,0,3,4,11,3,0,3,0,28,0,0,8,0,0,0,0,0,0,17,0,0,0,4,5,4,0,0,0,14,0,0,0,4,3,0,0,0,0,6,0,0,0,0,3,4,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,4,0,3,18,23,27,38,53,60,49,37,32,14,337
1124825,0,0,7,11,8,9,0,4,3,37,0,0,5,6,0,9,0,0,0,16,0,0,0,5,3,3,0,0,0,12,0,0,0,0,3,0,0,0,0,3,0,0,4,0,3,0,0,0,0,10,0,0,0,3,0,0,0,0,0,3,3,0,3,7,3,4,0,3,10,29,29,18,56,64,54,62,32,33,28,370
1124826,0,0,8,7,12,12,5,0,0,43,0,0,6,5,5,5,0,0,0,21,0,0,3,3,5,0,0,0,0,17,0,0,0,0,0,3,0,0,0,5,0,0,0,3,5,6,0,0,0,19,0,0,0,0,4,3,0,0,0,10,0,0,4,5,11,5,0,4,3,30,20,16,47,51,57,87,42,26,12,356
1124827,0,3,3,3,3,3,0,0,0,18,0,0,7,0,9,5,0,0,0,19,0,0,0,0,3,3,0,0,0,8,0,0,3,0,4,3,0,0,0,7,0,0,0,0,0,3,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,11,4,8,3,0,0,3,26,15,17,39,38,46,35,30,17,12,243
1124828,0,0,3,7,3,3,0,0,0,21,0,0,3,8,0,0,0,0,0,11,0,0,0,3,3,0,0,0,0,13,0,0,0,3,3,3,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,17,11,18,33,45,45,31,26,10,7,231
1124829,0,0,4,3,6,3,4,0,0,16,0,0,0,3,3,0,0,0,0,9,0,0,0,4,0,0,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,3,0,0,9,6,4,35,18,16,17,31,37,34,54,59,55,325
1124830,0,3,9,3,5,4,0,0,0,30,0,0,4,3,0,0,0,0,0,8,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,5,0,0,0,6,0,0,0,0,0,0,0,0,0,0,12,3,3,4,4,3,4,8,3,47,41,41,65,56,57,48,31,21,10,371
1124831,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,7,0,0,0,0,3,0,0,0,0,7,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,8,19,0,10,9,18,15,7,7,3,79
1124832,0,0,4,10,3,3,3,0,0,22,0,0,0,0,0,3,0,0,0,5,0,0,0,0,3,0,0,0,0,6,0,0,0,0,4,0,0,0,0,3,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,14,14,8,16,32,32,25,20,15,5,176
1124833,0,0,0,0,3,0,0,0,0,15,0,0,0,0,6,0,0,0,0,14,0,0,0,0,4,3,0,0,0,8,0,0,0,3,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,3,4,3,3,4,7,4,24,16,11,26,32,33,30,33,27,8,224
1124834,0,0,0,3,3,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,6,3,12,13,8,0,0,43,8,10,17,29,47,49,49,12,3,222
1124835,0,0,3,0,3,4,0,0,0,15,0,0,3,0,4,0,0,0,0,11,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,11,17,15,11,9,0,0,77,28,36,58,73,76,67,47,17,6,404
1124836,0,0,4,10,3,4,0,0,0,21,0,0,0,7,0,0,0,0,0,9,0,0,3,3,6,4,0,0,0,13,0,0,0,3,3,0,0,0,0,4,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,7,4,3,3,7,4,0,34,26,12,45,40,47,39,25,14,8,254
1124837,0,0,0,3,3,3,3,0,0,19,0,0,0,0,4,0,0,0,0,6,0,0,0,6,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,3,0,7,4,6,5,0,0,28,31,33,41,61,71,72,38,9,6,364
1124838,0,0,0,0,0,3,0,0,0,10,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,15,16,14,15,16,15,27,13,5,3,124
1124839,0,0,0,0,0,0,0,0,0,5,0,0,0,3,5,3,0,0,0,8,0,0,0,0,3,5,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,7,5,3,7,3,8,9,0,3,42,24,24,22,48,61,65,34,5,7,297
1124840,0,0,0,7,7,4,3,0,0,18,0,0,4,0,0,3,0,0,0,14,0,0,0,3,0,4,0,0,0,6,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,3,4,0,7,3,7,5,4,7,52,24,38,54,59,46,65,40,14,20,358
1124901,0,0,3,16,7,6,4,0,0,35,0,0,0,4,3,4,0,0,0,11,0,0,0,4,6,6,0,0,0,15,0,0,0,6,9,0,0,0,0,13,0,0,0,0,4,3,0,0,0,10,0,0,0,0,4,0,0,0,0,6,7,0,3,0,4,11,7,6,0,41,57,12,33,69,72,84,71,22,11,431
1124902,0,0,0,3,3,4,0,0,0,10,0,0,0,3,3,3,0,0,0,6,0,0,0,3,3,0,0,0,0,9,0,0,0,0,3,0,0,0,0,4,0,0,0,3,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,4,0,4,0,3,4,0,6,0,23,18,8,22,26,42,24,13,10,0,162
1124903,0,0,0,3,5,4,0,4,0,17,0,0,0,7,3,3,3,0,0,15,0,0,0,0,3,4,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,5,0,0,0,0,4,0,0,0,0,5,0,0,0,4,5,3,3,0,0,9,17,4,19,48,54,69,29,11,0,255
1124904,0,0,0,0,6,5,3,0,0,23,0,0,0,4,3,4,0,0,0,14,0,0,3,0,3,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,9,0,0,0,3,0,3,0,0,0,8,0,0,6,3,3,0,4,0,0,20,21,8,33,41,62,79,42,14,0,303
1124905,0,0,0,0,4,5,0,0,0,16,0,0,0,3,0,3,0,0,0,8,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,7,0,0,0,3,5,6,0,3,0,13,0,0,0,0,0,0,0,0,0,4,3,0,0,3,0,6,0,0,0,8,20,7,19,34,57,67,30,13,4,251
