SA1_7DIGITCODE_2016,I_4000more_1AW_OthNW,I_4000more_BNW,I_4000more_LFsta_NS,I_4000more_Tot,Part_inc_stated_BE_WFT,Part_inc_stated_BE_WPT,Part_inc_stated_BE_BAW,Part_inc_stated_1EFT_OthPT,Part_inc_stated_1EFT_OthAW,Part_inc_stated_1EFT_OthNW,Part_inc_stated_1EPT_OthAW,Part_inc_stated_1EPT_OthNW,Part_inc_stated_1AW_OthNW,Part_inc_stated_BNW,Part_inc_stated_LFsta_NS,Part_inc_stated_Tot,All_inc_NS_BE_WFT,All_inc_NS_BE_WPT,All_inc_NS_BE_BAW,All_inc_NS_1EFT_OthPT,All_inc_NS_1EFT_OthAW,All_inc_NS_1EFT_OthNW,All_inc_NS_1EPT_OthAW,All_inc_NS_1EPT_OthNW,All_inc_NS_1AW_OthNW,All_inc_NS_BNW,All_inc_NS_LFsta_NS,All_inc_NS_Tot,Tot_BE_WFT,Tot_BE_WPT,Tot_BE_BAW,Tot_1EFT_OthPT,Tot_1EFT_OthAW,Tot_1EFT_OthNW,Tot_1EPT_OthAW,Tot_1EPT_OthNW,Tot_1AW_OthNW,Tot_BNW,Tot_LFsta_NS,Tot_Tot
1100811,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,3,16,0,0,6,3,6,0,3,0,0,3,43
1100812,0,0,0,10,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,10,0,3,0,0,0,0,4,32
1100813,0,0,0,21,4,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,35,3,0,21,0,5,3,0,0,0,4,68
1100814,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,22,6,0,19,8,9,0,0,0,0,3,62
1100815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,7,0,10,0,0,0,4,0,42
1100816,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,16,3,5,0,0,0,7,0,39
1100817,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,11,0,5,0,0,0,3,0,30
1100818,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,4,0,6,0,4,0,0,0,25
1100819,0,0,0,15,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,31,3,3,21,0,6,0,0,0,3,6,71
1100820,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,19,3,0,9,0,6,0,3,0,3,3,46
1100821,0,0,0,14,4,0,0,3,0,0,0,0,0,3,7,13,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,22,3,11,0,0,3,8,7,80
1100822,0,0,0,9,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,4,12,0,3,0,5,3,34
1100823,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,6,0,3,0,0,0,0,0,26
1100901,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,18,0,5,0,0,0,0,0,29
1100902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,7,0,5,0,0,0,10,3,40
1100904,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,17,3,5,0,0,0,3,0,44
1100905,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,7,3,5,0,0,3,4,0,48
1100907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,12,0,4,11,0,8,0,0,0,4,0,45
1100908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,6,0,10,0,0,0,0,0,32
1100909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,16,0,7,0,4,0,42
1100910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,10,0,7,0,0,0,32
1100911,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,11,0,5,0,0,0,4,5,38
1100912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,11,0,3,0,0,0,3,0,32
1100913,0,0,0,12,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,18,0,3,19,3,12,0,3,0,0,3,72
1100914,0,0,0,7,3,0,0,3,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,16,0,3,9,3,12,0,0,0,3,3,47
1100915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,5,12,8,0,18,6,12,3,4,0,4,6,65
1100916,0,0,0,8,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,17,4,9,0,3,0,3,0,51
1100917,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,3,0,0,0,0,0,13
1100918,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,15,3,3,0,3,0,3,0,45
1100919,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0,9,0,5,0,0,0,3,3,38
1100920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,4,21
1100921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,12,6,3,0,4,0,5,3,37
1100923,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,20,3,9,0,0,0,0,0,54
1100924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1100925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,6,0,6,0,0,0,3,0,27
1100926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,8,0,0,0,3,3,25
1100927,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,16,3,3,0,0,0,0,0,40
1100928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,12,0,3,0,0,0,3,3,23
1100929,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,4,0,0,0,0,0,0,0,27
1101001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,11
1101002,0,0,0,24,3,0,0,0,0,0,0,0,0,0,7,13,0,0,0,0,0,0,0,0,0,0,0,0,22,3,0,17,3,3,0,0,0,3,7,58
1101003,0,0,0,15,4,0,0,0,0,0,0,0,0,0,3,13,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,17,0,9,0,3,0,3,7,50
1101004,0,0,0,7,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,7,7,11,0,0,0,0,0,48
1101006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,5,7,0,0,0,3,3,37
1101007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,4,0,6,0,0,0,0,4,28
1101008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,10,0,3,3,3,7,33
1101009,0,0,0,9,3,0,0,3,0,0,0,0,0,0,4,11,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,9,3,8,0,0,0,3,4,44
1101010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,8,4,12,0,5,0,0,0,39
1101011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1101012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,13
1101013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1101014,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,10,0,3,0,0,0,0,3,21
1101015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,15,3,13,0,0,0,9,0,51
1101016,0,0,0,11,3,0,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,20,3,12,3,0,0,0,3,71
1101017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,3,3,9,0,0,0,0,3,34
1101101,0,0,0,9,0,0,0,0,0,0,0,0,0,0,4,11,0,0,0,0,0,0,0,0,0,0,0,0,39,0,3,21,3,14,0,0,0,5,4,87
1101102,0,0,0,9,4,0,0,3,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,11,0,3,12,0,3,4,0,0,3,3,33
1101103,0,0,0,10,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,7,3,3,5,0,8,0,0,0,0,4,37
1101104,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3,8,0,3,0,0,0,0,0,36
1101105,0,0,0,17,0,0,0,0,0,0,0,0,0,3,3,12,0,0,0,0,0,0,0,0,0,0,0,0,21,3,0,16,3,7,0,0,0,4,3,64
1101106,0,0,0,16,3,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,18,0,7,0,3,0,0,0,52
1101107,0,0,0,15,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,15,3,7,0,3,0,0,3,50
1101108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,7,0,13,0,0,0,8,5,50
1101109,0,0,0,11,5,0,0,4,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,11,0,9,0,3,0,0,0,45
1101110,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,8,0,3,0,0,0,0,0,24
1101111,0,0,0,13,8,0,0,0,0,0,0,0,0,0,3,15,0,0,0,0,0,0,0,0,0,0,0,0,21,3,0,18,5,4,0,0,0,0,3,56
1101112,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,13,3,0,5,0,0,0,0,0,0,0,23
1101113,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,11
1101115,0,0,0,21,5,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,28,3,0,17,0,5,0,0,0,0,3,57
1101116,0,0,0,5,3,0,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,11,0,4,0,0,0,3,0,31
1101117,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,12,3,5,5,6,9,0,0,0,0,0,36
1101118,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,16,4,4,0,0,0,0,0,48
1101119,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,10,3,12,0,0,0,3,0,47
1101120,0,0,0,28,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,31,3,10,0,3,0,3,0,75
1101122,0,0,0,9,4,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,12,3,6,0,0,0,7,4,42
1101123,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,11,0,9,0,0,0,0,0,35
1101125,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,28,3,0,21,3,10,0,3,0,6,0,76
1101126,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,19,0,12,0,0,0,0,0,53
1101127,0,0,0,18,0,0,0,3,0,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,22,3,18,0,0,0,3,0,55
1101128,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,11,0,0,0,0,0,0,0,36
1101129,0,3,0,16,3,0,0,0,0,0,0,3,0,0,3,13,0,0,0,0,0,0,0,0,0,0,0,0,16,3,0,18,3,9,0,3,0,0,3,64
1101130,0,0,0,31,0,0,0,0,0,0,0,0,0,0,6,11,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,30,5,11,0,3,0,3,6,90
1101131,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,5,0,3,0,0,0,0,0,35
1101132,0,0,0,13,0,0,0,0,0,0,0,0,0,0,5,11,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,12,0,0,0,3,0,0,5,37
1101133,0,0,0,14,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,14,3,7,0,0,0,0,3,48
1101134,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,11,0,5,3,0,0,0,4,29
1101135,0,0,0,10,0,0,0,3,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,18,4,10,3,0,0,0,3,51
1101136,0,0,0,20,3,0,0,3,0,0,0,0,0,0,4,12,0,0,0,0,0,0,0,0,0,0,0,0,14,3,0,14,3,6,0,0,0,0,4,47
1101137,0,0,0,14,0,0,0,0,0,0,0,0,0,0,6,8,0,0,0,0,0,0,0,0,0,0,0,0,16,0,3,17,4,3,0,0,0,0,6,45
1101139,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,12,0,3,0,0,0,0,0,38
1101140,0,0,0,22,0,0,0,3,0,0,0,0,0,3,3,12,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,20,4,3,0,3,3,4,3,54
1101141,0,0,0,11,0,0,0,0,0,0,0,0,0,0,4,10,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,17,8,9,0,0,0,0,4,81
1101142,0,0,0,12,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,15,4,6,0,0,0,0,8,57
1101143,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,13,3,6,0,3,0,0,3,52
1101144,0,0,0,19,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,9,6,5,0,0,0,0,3,45
1101145,0,0,0,18,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,3,31,0,4,18,0,9,0,0,0,0,7,76
1101146,0,0,0,5,0,0,0,0,0,0,0,0,0,0,9,8,0,0,0,0,0,0,0,0,0,0,0,0,23,7,0,7,3,4,0,0,0,0,9,49
1101147,0,0,0,11,3,0,0,0,0,0,0,0,0,0,5,10,0,0,0,0,0,0,0,0,0,0,0,0,34,0,4,16,11,6,0,0,0,0,5,67
1101148,0,0,0,10,3,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,12,5,5,3,0,0,0,4,53
1101149,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,14,11,8,0,0,0,0,0,54
1101150,0,0,0,25,0,0,0,0,0,3,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,20,3,0,15,6,7,0,0,0,3,4,55
1101151,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,3,3,0,0,0,0,0,19
1101152,0,0,0,26,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,3,38,0,3,19,9,11,0,3,0,0,4,94
1101201,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,13,0,3,0,0,0,0,0,32
1101202,0,0,0,17,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,18,9,5,0,0,0,0,3,48
1101203,0,0,0,25,0,0,0,3,0,0,0,0,0,0,10,13,0,0,0,0,0,0,0,0,0,0,0,0,38,0,4,32,3,13,0,4,0,3,10,105
1101204,0,0,0,25,0,0,0,0,0,0,0,0,0,0,4,12,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,27,4,4,0,4,0,0,4,70
1101205,0,0,0,23,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,19,4,5,0,0,0,0,7,60
1101206,0,0,0,37,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,37,3,0,19,3,6,0,0,0,0,3,76
1101207,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,8,5,0,0,0,0,5,0,35
1101208,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,14,3,0,13,0,10,0,0,0,0,3,46
1101209,0,0,0,54,3,0,0,0,0,5,0,0,0,0,7,11,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,52,3,26,3,4,0,0,5,146
1101210,0,0,0,17,3,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,19,0,9,0,3,0,0,4,65
1101211,0,0,0,39,4,0,0,0,0,3,0,0,0,0,13,14,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,34,5,16,0,0,0,0,13,111
1101212,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,16,0,9,0,0,0,0,3,54
1101213,0,0,0,31,0,0,0,3,0,0,0,0,0,0,11,22,0,0,0,0,0,0,0,0,0,0,0,0,38,4,0,18,0,11,0,3,0,0,11,92
1101214,0,0,0,32,4,0,0,3,0,0,0,0,0,0,11,21,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,22,3,11,0,0,4,0,11,99
1101215,0,0,0,14,0,0,0,0,0,0,0,0,0,0,5,8,0,0,0,0,0,0,0,0,0,0,0,3,23,3,0,24,3,6,0,3,0,0,7,66
1101216,0,0,0,17,3,0,0,3,0,0,0,0,0,0,3,12,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,19,4,10,0,0,0,0,3,61
1101217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1101218,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,21,4,10,0,0,0,0,0,67
1101219,0,0,0,11,3,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,7,3,11,0,0,3,3,3,56
1101220,0,0,0,13,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,21,5,0,22,5,15,0,0,0,0,0,69
1101221,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,17,7,4,0,0,0,0,0,54
1101222,0,0,0,17,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,32,3,0,34,0,14,0,0,3,0,7,94
1101223,0,0,0,19,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,25,3,0,20,4,10,0,3,0,3,3,73
1101224,0,0,0,37,3,0,0,3,0,0,0,3,0,0,3,16,0,0,0,0,0,0,0,0,0,0,0,0,23,3,0,34,3,10,0,5,0,0,3,87
1101225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1101226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1101227,0,0,0,46,3,0,0,0,0,0,0,0,0,0,8,10,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,14,4,7,0,0,0,0,8,83
1101228,0,0,0,5,3,0,0,0,0,0,0,0,0,0,5,9,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,12,3,7,0,0,0,0,5,55
1101229,0,0,0,8,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,10,4,13,0,0,0,3,0,57
