SA1_7DIGITCODE_2016,P_85y_ov_DNUDW,P_85y_ov_UDW_NS,P_85y_ov_Total,P_Tot_DUDW_LT_5_h,P_Tot_DUDW_5_14_h,P_Tot_DUDW_15_29_h,P_Tot_DUDW_30_h_mo,P_Tot_DNUDW,P_Tot_UDW_NS,P_Tot_Total
1138301,57,3,63,103,112,39,26,180,32,502
1138302,4,0,12,84,83,36,32,74,10,317
1138303,0,0,0,0,0,0,0,0,0,0
1138304,0,0,3,51,75,24,25,48,9,238
1138305,0,0,0,0,0,0,0,0,0,0
1138306,5,0,15,74,108,42,41,94,27,378
1138307,14,0,17,111,114,58,55,104,16,457
1138308,3,0,14,81,82,25,33,69,12,302
1138309,3,0,17,72,84,25,24,93,33,331
1138310,3,3,4,94,72,38,25,63,25,318
1138311,0,0,0,97,81,44,13,83,4,325
1138312,4,0,14,89,101,34,36,78,29,365
1138313,0,0,4,65,64,45,32,48,12,262
1138314,7,4,20,94,99,34,24,134,33,422
1138315,4,0,8,76,106,47,45,74,29,386
1138316,0,0,9,41,81,41,31,38,25,255
1138317,3,0,12,58,71,34,16,46,22,247
1138318,0,0,4,48,51,20,13,42,8,183
1138319,0,0,4,111,95,46,35,75,19,384
1138320,11,5,15,318,346,125,73,245,57,1164
1138321,0,0,0,87,95,36,21,51,11,306
1138322,3,0,11,93,112,50,27,86,16,379
1138323,84,0,94,72,102,28,30,172,13,413
1138324,3,0,3,108,96,52,26,91,16,392
1138325,3,0,10,90,112,33,30,145,23,433
1138326,10,0,17,101,119,62,38,98,23,440
1138327,7,0,4,70,70,27,21,75,6,275
1138328,9,0,14,110,109,38,22,71,29,383
1138329,6,0,10,127,109,68,26,137,23,493
1138330,9,3,13,106,100,46,31,109,15,413
1138331,7,0,15,108,89,66,30,76,17,390
1138332,0,0,0,0,3,0,0,0,0,3
1138333,4,3,17,85,74,54,41,56,32,334
1138334,7,0,12,118,126,55,42,110,23,469
1138335,10,3,20,110,108,48,34,118,20,436
1138336,0,0,0,0,0,0,0,0,0,0
1138337,4,0,9,112,103,36,30,78,20,381
1138338,5,0,11,98,104,58,41,104,13,413
1138339,3,0,3,61,101,30,22,58,13,279
1138340,0,0,3,117,135,47,33,101,18,457
1138341,0,0,12,93,90,47,41,73,11,359
1138342,3,0,6,37,49,26,13,37,4,170
1138343,0,0,3,53,42,30,17,46,13,192
1138345,3,0,6,299,315,105,61,242,114,1141
1138346,0,0,0,0,0,0,0,0,0,0
1138347,0,8,12,83,114,56,37,95,22,407
1138348,3,0,5,114,106,59,43,94,31,444
1138349,3,3,13,126,130,62,33,75,37,469
1138350,3,0,6,126,144,56,34,93,75,520
1138351,0,0,3,97,104,39,28,75,22,374
1138401,7,0,9,61,68,29,22,59,11,249
1138402,3,0,7,82,99,36,43,85,18,361
1138403,0,0,3,89,69,32,26,79,23,320
1138404,0,0,0,50,31,6,11,40,12,156
1138405,0,0,0,0,0,0,0,0,0,0
1138406,0,0,4,48,83,27,26,60,11,257
1138407,9,0,11,101,117,66,51,120,32,477
1138408,6,0,7,118,111,45,29,83,20,404
1138409,3,0,12,68,65,34,28,80,27,306
1138410,9,0,12,91,75,40,22,89,19,343
1138411,9,0,8,96,84,32,12,96,17,328
1138412,0,0,0,18,9,0,0,33,4,67
1138413,0,0,0,0,0,0,0,0,0,0
1138414,0,0,0,0,0,0,0,0,0,0
1138415,0,0,3,53,54,23,19,52,10,218
1138417,0,0,0,69,64,39,30,65,43,312
1138418,0,0,7,86,93,50,25,85,18,359
1138419,8,0,8,105,117,54,31,107,22,430
1138420,3,0,10,55,79,45,38,74,23,320
1138421,3,0,3,74,81,24,23,55,22,278
1138422,0,0,0,74,63,29,12,66,23,271
1138423,0,0,0,108,92,34,32,91,21,376
1138426,0,0,0,0,0,0,0,0,0,0
1138428,0,0,3,80,93,45,25,51,14,306
1138429,9,0,9,98,72,44,31,84,10,337
1138430,4,0,11,93,69,22,22,66,25,299
1138431,5,0,3,95,75,34,23,80,17,328
1138432,0,0,4,169,142,55,24,113,47,551
1138433,3,0,4,82,99,45,27,86,28,364
1138434,3,0,4,137,101,42,40,123,39,487
1138435,3,0,11,83,110,61,35,74,21,393
1138436,10,0,14,79,101,56,40,73,7,357
1138437,43,0,45,62,60,26,25,104,15,284
1138438,3,0,5,94,92,39,30,85,14,363
1138440,0,3,5,12,7,0,0,21,13,57
1138441,0,0,0,228,195,65,41,366,105,994
1138442,0,0,0,104,76,24,17,181,35,439
1138443,0,0,0,83,105,32,27,206,35,484
1138444,3,0,3,97,90,28,20,144,29,414
1138445,0,0,3,370,296,77,56,546,82,1430
1138446,0,0,0,75,64,19,18,160,23,358
1138447,0,0,0,95,84,34,23,150,30,416
1138448,0,0,0,67,65,22,9,69,17,255
1138449,0,0,0,116,77,28,28,150,9,413
1138450,0,0,0,16,13,3,3,23,119,176
1138451,0,0,0,131,124,37,32,195,68,584
1138452,0,0,0,16,5,0,3,5,0,28
1138453,0,0,0,178,155,41,34,279,22,705
1138454,0,0,0,88,106,28,23,142,32,421
1138455,0,0,0,72,61,32,18,88,12,270
1138456,0,0,0,658,612,143,113,1229,144,2886
1138457,10,0,13,46,65,27,8,51,3,201
1138458,0,0,0,171,137,46,27,297,72,753
1138501,5,8,13,100,97,33,15,59,60,355
1138502,0,4,9,89,78,24,17,65,43,312
1138503,9,0,22,139,143,41,24,73,75,481
1138504,14,4,27,122,117,50,33,76,38,427
1138505,7,0,12,132,119,37,23,70,25,405
1138506,3,0,8,133,90,38,22,53,23,360
1138507,7,3,7,159,140,48,25,91,48,500
1138508,5,3,12,94,78,47,32,63,21,338
1138509,0,0,8,99,107,35,30,58,22,359
1138510,76,10,85,54,58,18,15,147,33,325
1138511,0,0,3,67,76,29,22,59,22,275
1138512,8,0,11,79,85,42,41,94,14,362
1138513,38,0,49,74,78,39,26,108,11,334
1138514,4,0,4,92,111,28,28,49,20,324
1138515,4,0,13,33,65,28,16,54,12,205
1138516,9,3,17,92,76,31,24,54,24,306
1138517,3,0,8,69,85,40,28,43,12,271
1138518,7,3,14,85,89,39,34,65,26,340
1138519,9,3,11,125,137,44,34,75,67,478
1138520,3,3,13,87,115,25,30,73,19,355
1138521,3,0,8,103,110,37,27,67,12,356
1138522,0,0,5,77,75,50,20,54,15,289
1138523,7,3,17,127,111,40,21,76,58,438
1138524,50,3,53,70,73,26,21,101,30,325
1138525,3,0,9,68,83,30,18,53,13,264
1138526,0,0,7,90,100,53,32,53,9,334
1138527,3,0,6,103,107,45,38,64,35,385
1138528,0,0,3,140,130,38,36,98,37,487
1138529,0,0,4,120,85,39,17,44,48,348
1138530,3,0,9,49,56,31,10,31,8,192
1138531,4,0,11,83,114,53,27,102,5,381
1138532,6,5,19,76,105,29,32,54,16,319
1138533,3,0,8,94,89,32,17,50,31,311
1138534,0,0,3,73,94,49,16,47,30,304
1138535,4,0,10,92,102,34,36,64,27,354
1138536,3,0,4,102,90,29,21,31,28,293
1138537,0,0,3,144,168,48,21,69,66,515
1138538,3,4,11,104,97,60,33,83,10,382
1138539,0,0,8,50,52,26,24,44,10,213
1138540,5,0,20,133,113,54,30,83,14,426
1138541,3,6,12,78,81,41,27,44,9,282
1138542,3,3,10,101,95,35,27,81,35,374
1138543,4,0,5,108,145,45,31,76,34,438
1138601,7,0,18,50,66,27,31,95,28,298
1138602,3,0,4,83,93,39,22,54,30,326
1138603,4,4,15,156,150,54,30,103,48,530
1138604,10,0,17,168,158,60,40,135,58,614
1138605,0,0,0,104,70,24,25,45,27,295
1138606,9,0,9,82,82,51,25,66,17,324
1138607,7,7,16,90,143,36,31,74,47,415
1138608,0,0,4,61,58,18,19,48,21,227
1138609,3,0,14,145,156,24,18,74,47,462
1138610,4,0,10,56,51,36,21,43,8,215
1138611,0,0,3,117,129,19,21,64,11,365
1138612,0,0,0,0,0,0,0,0,3,3
1138613,9,0,12,136,128,48,32,59,43,440
1138614,6,0,11,57,62,33,28,52,8,235
1138615,6,3,11,86,106,41,38,74,35,373
1138616,11,0,15,129,137,54,34,93,28,488
1138617,5,3,13,88,89,30,28,88,18,342
1138618,0,0,0,63,97,48,30,63,22,326
1138619,0,0,0,3,0,0,0,0,0,7
1138620,0,0,10,98,111,51,22,71,22,373
1138621,3,0,6,54,48,16,20,53,8,201
1138622,8,3,13,51,68,41,36,48,16,262
1138623,0,0,3,117,98,41,38,105,35,432
1138624,10,4,17,87,77,47,33,117,57,428
1138625,3,0,6,61,53,33,26,34,15,225
1138626,5,0,6,99,97,37,15,40,18,309
1138627,0,0,0,81,81,24,14,54,22,277
1138628,4,3,21,96,117,55,36,61,27,392
1138629,5,3,12,112,115,56,25,83,35,420
1138630,4,0,9,54,58,23,14,51,12,221
1138631,0,0,0,0,0,0,0,0,0,0
1138632,4,0,13,110,104,48,24,81,37,413
1138633,7,0,6,82,106,51,28,57,41,375
1138634,10,0,13,131,121,46,37,120,37,490
1138635,10,8,18,68,90,32,29,120,53,396
1138636,8,3,18,132,94,63,32,100,23,439
1138637,7,0,9,105,105,41,36,78,25,386
1138638,12,0,16,112,122,34,32,101,39,453
1138639,47,6,52,101,111,25,15,160,21,439
1138640,0,0,3,249,246,60,44,116,69,776
1138641,3,3,13,48,50,27,19,50,21,218
1138642,0,0,8,67,71,38,23,50,16,258
1138643,3,0,8,60,81,25,24,51,13,247
1138644,7,0,10,86,101,30,38,64,15,337
1138645,0,0,0,95,97,26,32,56,15,320
1138646,38,17,59,100,93,48,38,121,52,442
1138647,4,0,4,40,41,22,14,32,11,158
1138648,3,3,8,83,65,35,17,49,22,269
1138649,3,0,11,97,100,39,21,54,29,348
1138650,10,0,11,73,93,42,41,62,15,321
1138701,0,0,4,114,135,39,19,51,36,392
1138702,0,0,0,58,52,13,15,14,17,180
1138703,0,0,0,28,31,17,14,22,23,133
1138704,3,5,7,112,129,37,18,44,45,384
1138705,0,0,0,119,112,20,20,40,16,320
1138706,0,0,3,98,130,45,31,31,33,363
1138707,0,0,3,54,77,30,18,23,34,234
1138708,0,0,8,150,141,55,24,61,54,484
1138709,5,0,11,125,161,39,24,78,27,450
1138710,0,3,3,132,110,49,28,58,18,391
1138711,0,0,0,101,82,23,12,38,30,288
1138712,0,0,0,121,98,19,11,63,44,361
1138713,0,0,0,78,88,30,7,30,66,310
1138714,10,7,24,121,130,45,24,130,65,517
1138715,0,0,0,79,101,25,17,26,27,273
1138716,0,6,10,83,117,51,19,85,70,432
1138717,0,0,0,98,93,39,16,28,74,343
1138718,0,0,3,108,118,39,18,28,33,336
1138719,0,0,0,76,66,31,27,30,12,241
1138720,0,0,3,119,130,41,9,33,20,354
1138721,0,0,5,119,133,53,36,32,37,411
1138722,0,0,0,75,81,21,15,30,15,242
1138723,0,0,0,105,116,28,15,51,53,373
1138724,0,0,0,0,0,0,0,0,0,0
1138725,0,0,0,74,93,29,9,25,25,259
1138726,0,0,4,127,129,38,25,34,30,389
1138727,0,0,3,98,103,15,7,36,23,290
1138728,0,0,0,100,75,28,24,43,38,310
1138729,3,0,6,95,112,40,16,46,25,336
1138730,0,0,0,0,0,0,0,3,0,3
1138731,0,0,6,136,157,57,31,77,49,500
1138732,0,0,3,125,121,42,14,43,31,372
1138733,0,0,3,92,76,24,13,35,13,255
1138734,0,0,3,86,108,45,17,31,18,311
1138735,0,0,0,64,53,26,9,19,25,200
1138736,0,0,10,161,177,51,32,59,63,546
1138737,3,3,13,108,106,41,17,61,46,378
1138738,0,0,0,0,0,0,0,0,0,0
1138739,0,3,5,70,86,20,24,37,19,259
1138740,0,0,0,69,83,26,17,42,19,257
1138741,3,0,3,52,46,28,7,37,20,191
1138742,0,0,6,97,91,29,25,33,12,289
1138801,3,0,5,99,108,38,29,48,19,343
1138802,0,0,4,98,117,44,27,38,15,339
1138803,3,0,9,94,79,34,18,45,24,285
1138804,0,0,3,108,106,28,7,75,36,352
1138805,4,0,9,99,120,51,21,32,21,344
1138806,3,3,11,108,108,35,18,68,9,354
1138807,0,0,0,98,109,29,14,49,33,343
1138808,3,0,5,98,119,53,26,41,22,356
1138809,5,0,13,103,109,53,27,43,33,360
1138810,4,0,3,159,189,43,32,89,50,556
1138811,0,0,0,144,120,33,11,64,51,416
1138812,21,3,27,121,133,43,18,117,27,459
1138813,0,0,4,97,100,38,18,37,19,302
1138814,0,0,0,76,79,18,15,37,25,256
1138815,0,0,0,143,110,29,13,104,84,478
1138816,0,0,4,86,88,20,15,32,13,257
1138817,23,0,33,100,118,37,39,124,20,440
1138818,0,0,6,96,90,37,10,51,37,318
1138819,0,0,3,119,136,41,26,54,37,414
1138820,0,0,3,108,116,33,22,48,32,358
1138821,0,0,3,119,103,42,24,71,46,397
1138822,3,0,5,224,182,58,18,119,125,736
1138823,86,6,94,94,104,39,23,175,14,447
1138824,4,0,5,191,157,37,25,85,36,537
1138825,0,0,0,99,101,28,23,48,16,319
1138826,0,0,0,83,85,33,16,51,35,308
1138827,0,0,0,123,144,43,24,66,23,426
1138828,3,0,3,112,117,46,19,52,24,368
1138829,6,0,7,146,163,50,37,83,48,529
1138830,0,0,4,178,184,40,21,75,52,549
1138831,0,0,3,82,121,33,20,33,17,314
1138832,0,0,3,78,111,41,13,44,34,325
1138833,0,0,5,103,104,61,31,69,41,402
1138834,0,0,4,111,113,53,32,51,46,404
1138835,0,0,6,126,97,50,26,59,47,409
1138836,0,0,0,106,105,25,21,35,20,317
1138837,3,0,4,127,128,51,19,145,30,489
1138838,9,0,14,155,170,47,33,130,65,593
1138839,0,0,3,75,77,38,20,40,11,258
1138840,4,0,3,75,104,28,9,32,16,262
1138841,0,0,5,103,103,48,17,43,21,329
1138842,6,0,12,127,165,75,46,78,42,535
1138843,0,0,10,71,131,50,38,65,38,391
1138844,0,3,3,61,85,28,17,30,15,232
1138845,0,0,3,104,128,41,30,60,36,404
1138846,3,0,7,106,131,44,29,58,30,401
1138847,3,0,3,85,89,31,18,36,18,273
1138848,0,0,0,122,127,34,15,45,19,362
1138849,0,0,5,116,122,54,29,33,46,405
1138850,0,0,0,57,66,21,13,29,26,208
1138851,0,0,7,93,97,37,13,37,24,293
1138852,0,0,3,147,161,41,39,66,51,501
1138853,0,0,0,113,123,56,27,53,16,376
1138854,0,0,3,178,166,43,19,88,56,559
1138855,3,0,7,146,174,25,19,49,47,464
1138901,0,0,0,0,0,0,0,0,4,7
1138902,3,0,7,87,108,47,31,74,23,374
1138903,0,4,3,142,171,45,23,47,43,473
1138904,3,0,3,107,166,48,35,40,36,436
1138905,0,0,0,0,0,0,0,0,0,0
1138906,0,0,3,128,137,49,24,61,45,446
1138907,0,0,0,204,159,39,24,85,45,554
1138908,0,4,6,116,119,35,11,55,30,375
1138909,0,0,0,0,0,0,0,0,0,4
1138910,0,0,0,10,13,7,3,27,9,72
1138911,6,0,9,150,173,65,34,69,27,513
1138912,3,0,7,136,178,39,42,91,28,523
1138913,56,4,73,107,127,44,25,146,39,491
1138914,3,4,15,94,100,39,24,132,82,468
1138915,3,3,5,127,121,65,26,75,32,441
1138916,0,0,7,140,173,57,28,66,38,505
1138917,0,0,10,139,132,65,22,65,24,450
1138918,3,0,6,92,129,48,36,40,22,361
1138919,0,0,5,146,147,59,31,92,45,514
1138920,3,0,5,98,80,26,10,39,34,290
1138921,3,3,6,121,126,51,32,60,48,434
1138922,0,0,3,112,107,43,19,61,26,375
1138923,0,0,0,288,214,47,24,96,117,791
1138924,3,4,5,128,149,40,34,63,24,440
1138925,0,0,0,76,86,45,23,33,17,281
1138926,0,0,0,87,117,31,12,42,50,336
1138927,0,3,5,101,95,29,17,43,13,296
1138928,0,0,0,151,143,24,13,54,43,428
1138929,0,0,3,99,94,24,25,39,35,321
1138930,0,0,3,125,131,44,14,55,35,411
1139001,0,0,3,120,132,46,26,79,47,453
1139002,5,0,10,105,98,49,25,127,41,439
1139003,30,4,33,56,67,18,13,156,33,338
1139004,0,0,0,101,106,33,20,80,40,378
1139005,0,0,0,123,136,54,38,102,16,474
1139006,0,0,0,57,68,18,9,49,22,220
1139007,0,0,0,119,109,30,30,206,23,522
1139008,0,0,4,141,147,46,39,152,43,563
1139009,19,0,19,97,98,36,19,131,25,401
1139010,3,0,6,84,111,43,29,90,23,367
1139011,3,0,7,99,107,39,32,180,40,488
1139012,0,0,5,103,113,33,38,153,60,499
1139013,3,0,5,132,118,38,27,124,68,508
1139014,0,0,0,99,88,40,21,127,36,411
1139015,49,11,66,87,80,27,21,235,73,528
1139016,3,3,11,116,134,50,13,178,31,525
1139017,3,3,9,101,86,31,31,103,43,392
1139018,0,0,5,88,115,33,22,95,32,391
1139019,0,4,5,83,81,28,15,94,61,367
1139020,3,3,12,126,134,42,28,110,59,491
1139021,5,0,4,73,77,25,19,52,12,263
1139022,0,3,3,76,68,21,15,99,28,306
1139023,0,0,3,66,47,22,10,74,15,230
1139024,0,0,9,68,86,30,22,105,20,334
1139025,50,0,53,164,104,51,27,187,43,578
1139026,4,0,7,88,89,42,18,77,35,351
1139027,3,0,8,75,90,35,24,86,26,348
1139028,8,0,16,92,95,30,16,93,34,364
1139029,7,3,15,113,143,57,30,112,41,491
1139030,0,0,3,64,68,40,28,53,10,265
1139031,23,3,38,131,138,66,27,150,22,537
1139032,0,0,3,89,110,46,25,63,22,355
1139033,69,31,134,100,113,50,45,171,61,535
1139034,71,7,84,83,88,25,12,204,37,445
1139035,31,5,35,103,77,38,23,140,21,397
1139036,4,0,11,165,156,56,24,118,37,551
1139037,4,0,7,123,132,50,27,103,10,449
1139038,3,0,9,111,91,33,21,108,22,385
1139039,3,0,3,93,93,30,17,108,24,371
1139040,0,0,5,95,73,14,15,91,20,307
1139041,3,8,7,66,64,20,21,120,38,322
1139042,0,0,3,132,125,55,32,205,73,620
1139043,0,0,3,94,75,20,26,119,18,350
1139044,0,0,5,103,93,23,20,83,29,359
1139045,3,0,5,97,108,28,29,121,35,411
1139046,0,0,3,69,72,31,20,102,16,311
1139047,0,0,0,105,68,30,15,131,25,376
1139048,0,0,0,70,70,27,15,77,19,277
1139049,0,0,3,88,71,32,20,75,14,300
1139050,0,0,0,122,103,29,14,248,67,582
1139051,9,0,10,69,92,31,25,156,28,405
1139052,5,0,8,88,77,28,25,95,28,330
1139053,0,0,3,57,62,29,19,21,11,197
1139101,9,0,13,82,47,35,15,89,25,286
1139102,4,0,10,81,88,30,24,103,15,343
1139103,0,0,8,59,58,43,19,91,16,291
1139104,0,0,6,68,66,25,25,64,13,262
1139105,5,0,7,90,85,44,30,169,24,435
1139106,0,0,3,139,88,38,23,249,30,565
1139107,3,0,6,134,128,36,34,263,28,625
1139108,4,3,4,140,121,45,32,264,34,645
1139109,0,0,0,75,52,20,22,190,37,396
1139110,6,0,8,95,102,39,32,99,6,375
1139111,7,0,7,95,71,41,18,107,21,347
1139112,3,0,7,58,85,25,23,53,12,262
1139113,4,0,7,118,103,45,31,235,39,568
1139114,3,0,10,133,103,34,32,191,35,530
1139115,4,0,6,104,83,49,33,93,25,374
1139116,7,0,16,110,94,35,31,181,18,472
1139117,65,3,70,43,41,13,7,194,17,312
1139118,4,0,4,90,78,28,22,136,5,370
1139119,0,0,7,79,68,25,18,138,30,362
1139120,9,0,11,110,84,42,38,191,19,491
1139121,3,0,4,93,80,34,25,127,22,377
1139122,4,0,9,52,82,31,26,54,11,245
1139124,5,0,14,162,114,40,31,289,47,687
1139125,4,3,12,71,50,26,21,118,25,315
1139127,3,3,10,140,108,41,42,124,25,484
1139128,3,0,7,88,112,47,26,108,34,425
1139130,0,0,0,66,38,18,12,181,64,379
1139132,7,3,18,90,58,31,24,170,47,414
1139133,4,3,7,60,49,37,10,50,16,222
1139134,6,0,7,99,116,43,32,117,14,426
1139135,0,3,3,100,112,31,26,86,28,387
1139136,4,0,3,61,36,20,12,119,22,262
1139137,7,0,14,62,66,16,25,77,10,253
1139138,3,0,10,75,99,42,30,77,10,331
1139139,3,0,5,101,105,56,45,132,20,467
1139140,31,0,37,84,61,45,10,105,10,314
1139141,15,8,25,115,109,51,44,144,41,501
1139142,0,0,4,101,102,51,19,119,39,437
1139143,0,0,7,76,72,35,26,111,39,364
1139144,3,0,10,104,118,38,32,96,34,421
1139145,4,0,8,87,86,38,36,80,23,352
1139146,3,3,6,111,116,35,21,84,59,420
1139147,3,0,9,91,91,42,20,71,24,338
1139148,0,3,7,72,68,23,15,220,34,436
1139149,3,0,12,87,71,27,25,83,21,306
1139150,3,0,8,41,55,25,15,107,4,246
1139151,0,3,9,85,53,36,20,85,22,295
1139152,0,3,3,199,122,36,30,445,83,918
1139153,25,3,32,60,60,24,15,116,9,283
1139154,6,0,13,110,98,29,37,170,42,493
1139155,4,0,13,65,52,27,20,149,23,337
1139156,0,0,10,79,62,35,18,74,17,287
1139157,3,0,5,63,49,20,18,43,5,213
1139158,3,0,6,151,127,43,16,296,65,694
1139201,0,0,3,64,91,35,17,75,25,302
1139202,4,0,15,93,110,45,23,73,40,381
1139203,0,0,6,60,40,19,21,77,22,234
1139204,0,0,6,90,98,43,31,73,8,344
1139205,0,0,0,82,96,47,28,115,17,380
1139206,3,0,4,52,82,28,28,49,27,273
1139207,6,0,8,122,118,72,38,81,18,447
1139208,4,0,5,49,69,33,16,42,12,219
1139209,0,0,0,0,0,0,0,0,0,0
1139210,0,0,3,197,208,51,21,211,92,772
1139211,0,0,10,73,90,35,16,100,28,346
1139212,0,0,0,138,136,46,34,142,44,538
1139213,3,0,7,107,115,33,28,113,18,423
1139214,0,0,0,62,71,27,13,44,8,228
1139215,3,0,12,121,117,44,30,78,24,412
1139216,3,0,9,110,146,48,25,99,45,465
1139217,8,0,5,52,83,22,19,59,11,248
1139218,0,0,4,36,87,38,23,41,13,241
1139219,5,0,9,81,114,47,40,89,21,389
1139220,5,0,9,89,115,38,31,94,26,400
1139221,5,0,9,91,120,42,22,79,32,373
1139222,3,0,8,111,108,40,16,95,21,392
1139223,0,0,9,38,68,31,22,43,5,213
1139224,3,0,3,46,59,31,20,61,5,228
1139225,7,0,11,58,73,32,21,59,18,257
1139226,3,0,3,55,55,31,24,29,8,205
1139301,0,0,7,91,100,41,37,111,22,405
1139302,4,0,8,71,74,33,34,97,10,319
1139303,3,0,9,94,90,53,35,80,20,370
1139304,3,3,11,92,100,23,34,102,31,375
1139305,0,0,4,76,72,41,27,82,9,293
1139306,64,6,81,63,75,43,19,186,22,412
1139307,0,0,6,65,43,14,11,79,22,237
1139308,6,0,7,41,53,25,23,89,16,252
1139309,3,0,4,89,80,30,28,95,18,333
1139310,3,0,13,56,54,21,11,59,14,219
1139311,3,0,5,87,62,35,24,86,8,301
1139312,3,0,4,89,95,32,21,101,15,353
1139313,6,0,9,127,120,46,41,111,30,476
1139314,0,0,6,84,120,53,29,106,18,414
1139315,0,0,5,81,62,25,31,83,20,309
1139316,5,0,9,89,78,42,34,83,13,342
1139317,5,0,9,94,117,38,38,134,17,441
1139318,4,0,7,69,51,30,29,86,10,271
1139319,4,4,14,113,121,40,34,115,54,472
1139320,6,0,10,128,107,39,34,144,11,461
1139321,3,0,8,148,156,59,49,184,20,618
1139322,4,7,20,83,68,31,25,83,27,312
1139323,3,0,6,66,77,27,24,55,13,255
1139324,4,0,18,66,62,28,22,40,5,225
1139325,3,0,5,65,74,24,17,49,15,249
1139326,3,0,5,106,101,51,42,82,27,404
1139327,10,0,10,61,72,30,33,63,10,271
1139328,9,0,10,72,80,19,29,88,15,311
1139329,5,3,23,81,76,42,32,96,27,352
1139330,5,0,12,104,98,42,30,152,38,467
1139331,3,0,3,102,114,36,30,77,9,375
1139332,0,0,8,133,149,52,24,77,36,482
1139333,32,14,53,52,77,30,26,114,29,325
1139334,3,0,3,126,107,52,33,133,35,494
1139335,3,0,6,97,97,45,28,120,7,398
1139336,0,0,12,111,126,41,34,87,37,436
1139337,5,3,19,60,61,26,23,84,20,275
1139338,0,0,8,134,138,43,35,116,14,482
1139339,6,0,8,52,42,21,24,47,0,196
1139340,0,0,3,89,69,24,28,69,11,291
1139401,0,0,3,198,192,49,33,84,32,598
1139402,3,0,3,59,52,13,7,53,25,212
1139403,0,0,4,97,96,30,25,87,23,359
1139404,4,0,3,129,97,41,24,86,47,431
1139405,4,0,8,87,87,36,19,57,9,302
1139406,0,0,3,202,151,49,15,115,53,596
1139407,3,0,6,124,132,50,30,90,45,470
1139408,3,0,12,81,102,39,15,64,5,309
1139409,3,0,11,80,79,30,19,89,17,309
1139410,0,0,0,128,128,26,12,66,32,400
1139411,0,0,3,201,193,40,32,72,72,615
1139412,3,0,5,74,71,41,11,32,26,257
1139413,4,0,11,74,55,28,15,34,12,212
1139414,0,0,3,100,92,44,25,39,13,303
1139415,3,0,7,79,89,34,20,33,17,270
1139416,0,0,7,132,102,34,19,68,41,394
1139417,7,0,11,114,142,40,30,91,20,437
1139418,8,0,8,115,128,59,36,80,9,424
1139419,0,0,0,93,103,41,16,38,31,323
1139420,0,0,9,128,130,38,26,55,24,414
1139421,4,3,8,85,97,29,8,48,13,275
1139422,3,0,5,103,84,34,16,33,28,296
1139423,0,0,4,152,119,34,14,60,31,409
1139424,35,21,52,135,93,36,25,135,73,493
1139425,0,16,26,81,91,26,27,58,78,367
1139426,3,0,3,73,73,20,17,49,13,236
1139427,0,0,5,84,75,21,17,50,24,260
1139428,4,0,3,123,134,50,23,96,40,469
1139429,10,0,16,98,97,30,18,73,19,328
1139430,5,0,11,158,120,27,19,116,66,509
1139431,0,0,0,149,91,25,17,52,36,366
1139432,0,0,6,117,159,69,27,68,42,488
1139433,3,0,3,45,67,32,19,37,8,212
1139434,0,0,9,147,129,35,19,93,62,485
1139435,0,0,0,85,84,19,11,61,35,303
1139436,0,0,0,110,96,33,17,68,65,384
1139437,0,0,0,108,77,17,9,49,36,302
1139438,5,0,3,68,58,23,7,43,13,212
1139439,3,0,6,52,80,34,10,38,19,234
1139501,0,0,4,110,110,29,24,59,17,345
1139502,0,0,6,106,114,29,14,73,20,362
1139503,6,0,20,94,112,61,30,69,26,389
1139504,4,0,13,59,67,25,21,31,23,220
1139505,3,0,6,51,68,30,18,34,10,210
1139506,42,0,44,91,127,58,49,130,9,462
1139507,0,0,11,84,86,44,30,43,32,317
1139508,13,0,23,81,97,49,23,82,15,353
1139509,4,0,9,119,133,36,26,83,42,442
1139510,0,0,0,83,79,7,8,56,20,254
1139511,3,0,3,152,133,27,17,79,30,437
1139512,23,11,32,111,105,22,14,112,42,403
1139513,0,0,0,110,110,30,7,73,25,358
1139514,0,0,0,137,125,19,21,89,36,426
1139515,10,3,18,82,105,38,27,71,19,336
1139516,0,0,3,139,118,42,19,53,35,401
1139517,4,0,6,74,81,43,25,40,15,278
1139518,0,0,3,90,131,50,34,45,7,350
1139519,15,0,15,104,101,34,26,110,29,405
1139520,31,0,31,82,88,43,19,94,29,347
1139521,0,0,8,105,114,49,30,50,33,379
1139522,0,0,3,93,111,45,31,50,21,346
1139523,3,0,5,115,135,40,24,57,31,398
1139524,3,0,7,108,95,36,15,50,8,320
1139525,11,0,13,74,71,35,21,61,19,280
1139526,15,3,21,73,81,34,28,75,15,309
1139527,3,0,13,64,77,46,22,52,16,276
1139528,0,0,10,49,56,33,17,49,11,215
1139529,9,0,15,101,108,37,21,73,43,391
1139530,6,0,16,104,87,48,37,78,38,386
1139531,13,0,27,86,94,43,45,94,18,380
1139532,6,0,19,105,124,61,34,71,11,402
1139602,0,0,4,129,150,47,43,150,44,558
1139603,0,0,4,113,87,33,21,118,30,401
1139605,0,0,3,40,47,15,7,33,4,145
1139606,3,0,8,98,83,36,28,128,11,384
1139607,0,0,3,84,78,31,21,123,40,379
1139608,4,0,8,124,116,42,39,143,44,503
1139609,0,0,0,71,62,22,18,114,15,289
1139610,3,4,9,118,122,53,35,111,15,452
1139611,0,0,0,64,73,25,25,99,18,305
