SA1_7DIGITCODE_2016,P_EducTrain_GD_GC,P_EducTrain_BD,P_EducTrain_AdD_D,P_EducTrain_Cert,P_EducTrain_ID_NS,P_EducTrain_ToT,P_HealthCareSocA_PD,P_HealthCareSocA_GD_GC,P_HealthCareSocA_BD,P_HealthCareSocA_AdD_D,P_HealthCareSocA_Cert,P_HealthCareSocA_ID_NS,P_HealthCareSocA_ToT,P_ArtRecServ_PD,P_ArtRecServ_GD_GC,P_ArtRecServ_BD,P_ArtRecServ_AdD_D,P_ArtRecServ_Cert,P_ArtRecServ_ID_NS,P_ArtRecServ_ToT,P_OthServ_PD,P_OthServ_GD_GC,P_OthServ_BD,P_OthServ_AdD_D,P_OthServ_Cert,P_OthServ_ID_NS,P_OthServ_ToT,P_ID_NS_PD,P_ID_NS_GD_GC,P_ID_NS_BD,P_ID_NS_AdD_D,P_ID_NS_Cert,P_ID_NS_ID_NS,P_ID_NS_ToT,P_ToT_PD,P_ToT_GD_GC,P_ToT_BD,P_ToT_AdD_D,P_ToT_Cert,P_ToT_ID_NS,P_ToT_ToT
1131756,0,0,0,0,0,0,0,0,5,4,3,0,15,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,4,3,8,3,0,33,18,27,6,88
1131757,0,0,3,0,0,5,0,0,3,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,7,0,10,0,0,5,0,0,3,10,9,0,13,12,30,8,70
1131758,0,0,0,0,0,0,0,0,11,0,4,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,24,9,24,0,66
1131759,0,0,0,0,0,4,0,0,6,0,4,0,12,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,3,3,22,10,14,3,55
1131760,0,0,0,0,0,4,3,0,9,0,4,0,20,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,0,8,11,0,33,14,28,7,96
1131761,0,7,0,0,0,8,0,0,6,5,6,0,14,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,5,0,7,4,0,26,14,23,5,76
1131762,0,0,3,0,0,3,5,0,12,7,4,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,3,0,0,11,22,3,63,41,26,0,151
1131801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,4,0,4,0,0,0,0,7,0,7
1131802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1131803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1131901,3,3,3,3,0,16,0,0,10,0,3,0,15,0,0,0,0,0,0,0,0,0,3,0,4,0,4,3,0,0,0,0,3,4,7,4,34,11,40,3,106
1131902,6,0,0,0,0,13,0,0,9,3,3,3,18,0,0,0,0,0,0,3,0,0,0,0,3,0,7,0,0,0,0,0,0,0,4,6,28,19,36,9,99
1131903,4,9,0,4,0,15,0,0,8,6,4,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,5,6,9,52,33,65,3,169
1131904,0,0,0,3,0,3,0,0,12,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,7,0,5,0,0,3,3,4,0,9,3,3,24,9,33,3,73
1131905,0,4,0,3,0,7,0,0,10,3,3,0,18,0,0,0,0,0,0,3,0,0,0,0,12,0,12,0,0,0,0,0,0,3,3,3,34,15,68,4,127
1131906,0,8,3,0,0,11,0,0,8,3,0,0,12,0,0,0,0,0,0,3,0,0,0,0,0,0,9,0,0,0,0,3,3,8,9,5,40,20,43,12,123
1131907,0,0,0,3,0,4,0,0,8,8,6,0,27,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,5,13,0,44,20,33,6,115
1131908,0,0,0,4,0,8,0,0,7,3,12,0,22,0,0,0,0,0,0,0,0,0,0,0,6,0,9,0,0,0,0,9,0,7,8,0,31,21,62,6,130
1131909,0,5,3,0,0,6,0,0,6,10,8,0,20,0,0,0,0,3,0,3,0,0,3,4,5,0,7,0,0,3,0,4,0,12,3,0,41,37,60,7,156
1131910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,5,0,5
1131911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1131912,0,4,0,0,0,5,0,0,0,4,3,0,10,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,3,3,0,5,7,0,21,18,40,9,91
1131913,0,3,4,0,0,22,9,0,26,9,20,0,67,0,0,0,0,0,0,0,0,0,0,0,10,0,5,5,0,5,4,0,0,20,48,4,124,55,80,14,326
1131914,0,11,3,0,0,13,0,0,15,3,12,3,37,0,0,0,3,0,0,3,0,0,6,0,0,0,4,0,0,3,4,0,7,12,25,3,91,37,35,14,196
1131915,0,3,0,3,0,7,0,0,3,7,0,0,16,0,0,0,0,0,0,0,4,0,0,3,3,0,11,0,0,0,0,0,0,11,12,0,31,20,42,5,112
1131916,0,0,0,3,0,5,0,0,14,8,7,0,32,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,0,0,0,0,0,3,16,3,58,24,55,9,156
1131917,0,4,3,3,0,11,0,0,13,3,4,0,24,0,0,0,0,3,0,3,0,0,0,0,4,0,5,0,0,3,0,4,0,14,15,3,49,23,63,9,165
1131918,0,3,0,4,0,10,0,0,8,3,5,0,20,0,0,0,0,4,0,4,0,0,0,0,0,0,6,0,0,3,0,0,0,3,12,3,34,17,49,12,127
1131919,0,0,0,0,0,4,0,0,0,3,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,5,0,0,12,24,13,7,60
1131920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1131921,3,3,0,3,0,16,0,0,13,6,11,0,34,0,0,0,0,0,3,3,0,0,6,0,6,0,12,0,0,8,0,3,0,13,29,3,85,28,80,13,243
1131922,0,4,0,0,0,9,9,0,20,10,12,0,46,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,5,0,9,26,3,79,33,63,6,199
1131923,0,0,0,0,0,3,0,0,3,0,3,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,4,3,3,3,0,29,17,40,4,96
1131924,0,3,0,0,0,7,0,0,10,8,11,0,31,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,3,5,0,25,14,59,0,108
1131925,0,4,0,0,0,7,3,0,0,3,5,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,7,5,0,25,11,46,3,87
1131926,0,3,0,0,0,5,0,0,12,3,3,4,17,0,0,0,0,0,0,0,0,0,0,3,6,0,11,0,0,0,0,3,3,6,12,3,45,13,27,11,103
1131927,0,7,3,0,0,8,0,0,5,9,6,0,18,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,4,0,8,9,4,31,26,36,5,112
1131928,3,0,0,0,0,11,3,0,19,3,14,3,40,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,3,4,3,0,6,11,4,60,37,53,10,180
1131929,0,10,0,0,0,16,0,0,11,5,8,5,24,0,0,0,0,0,0,3,0,0,0,0,3,0,8,0,0,3,0,3,3,9,7,0,38,16,55,13,137
1131930,0,3,0,3,0,10,0,0,16,0,3,0,21,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,11,0,37,10,33,8,92
1131931,3,4,0,4,0,14,0,0,26,8,14,0,43,0,0,0,0,0,0,0,0,0,3,0,4,0,4,0,0,0,0,0,0,3,9,5,92,31,69,10,225
1131932,0,4,0,3,0,9,0,0,3,3,7,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,6,3,13,7,3,29,17,50,4,108
1131933,0,3,0,0,3,6,3,0,6,3,5,3,24,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,5,4,0,18,13,51,11,103
1131934,3,5,0,0,0,13,0,0,5,3,4,0,16,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,4,0,8,3,3,30,15,53,5,118
1131935,0,4,4,6,3,20,0,0,17,3,7,0,24,0,0,0,0,0,0,0,0,0,0,4,4,0,7,0,0,0,0,3,0,4,10,4,50,25,50,14,149
1131936,0,4,0,0,0,7,4,3,11,3,7,0,28,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,3,3,7,15,3,45,26,41,12,148
1131937,0,6,0,3,0,18,0,0,16,12,7,0,40,0,0,0,0,0,0,3,0,0,0,0,4,0,6,0,0,0,3,7,0,7,14,7,90,40,68,14,235
1131938,0,0,0,0,0,3,0,0,7,3,6,0,19,0,0,0,0,0,0,0,0,0,5,0,6,0,5,0,0,0,0,0,0,0,13,0,35,8,36,5,91
1131939,0,5,0,4,0,17,0,0,5,3,4,0,19,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,3,4,5,6,10,4,22,24,52,4,109
1131940,3,0,0,4,0,12,0,0,3,6,3,3,16,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,3,4,0,5,10,5,24,34,51,3,131
1131941,0,6,0,3,0,11,0,0,9,3,5,0,16,0,0,0,0,0,0,3,0,0,0,0,4,0,7,0,0,3,0,0,0,4,7,0,37,27,47,3,127
1131942,0,5,0,0,0,5,0,0,3,0,4,0,9,0,0,0,0,0,0,3,0,0,0,0,6,0,10,0,0,0,0,0,0,3,3,0,24,17,41,4,93
1131943,0,3,0,0,0,11,0,0,3,3,3,0,10,0,0,0,0,0,0,0,0,0,4,0,3,0,7,0,0,3,4,4,0,8,11,0,25,15,25,4,77
1131944,0,4,0,5,0,9,3,0,24,4,6,0,37,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,3,0,0,7,10,3,79,35,50,9,180
1131945,3,3,0,0,0,10,4,0,18,4,6,3,36,0,0,0,0,0,0,3,0,0,3,0,0,0,4,3,0,3,0,3,0,11,21,0,71,30,36,10,161
1131946,0,4,0,0,0,7,3,0,16,8,9,4,43,0,0,0,0,0,0,0,0,0,0,3,3,0,8,0,0,4,0,0,3,8,8,3,72,35,44,12,171
1131947,0,5,0,0,0,9,0,0,8,4,9,0,20,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,6,4,0,33,17,31,3,88
1131948,0,3,0,0,0,8,0,0,20,12,10,0,42,0,0,3,0,0,0,4,0,0,0,0,3,0,4,0,0,0,0,0,0,3,14,5,74,28,53,4,175
1132001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8
1132002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7
1132003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1132102,0,15,0,4,0,24,10,0,6,8,5,3,25,0,0,0,0,0,0,3,0,0,0,3,4,0,12,4,0,3,0,0,0,12,28,4,71,41,43,12,201
1132103,0,10,0,0,0,27,0,0,5,5,3,0,16,0,0,0,0,0,0,0,0,0,0,4,4,0,5,0,0,5,3,3,3,10,18,6,46,20,36,8,137
1132104,3,7,5,0,0,21,3,0,9,3,3,0,22,0,0,3,0,0,0,3,0,0,3,0,3,0,6,0,0,0,0,3,0,6,24,9,70,39,61,3,203
1132105,0,0,0,0,0,8,3,0,3,9,8,0,24,0,0,0,0,0,0,4,0,0,3,3,0,0,4,0,0,3,0,0,0,6,8,3,35,29,38,11,129
1132106,0,8,3,3,0,13,0,0,3,5,8,0,20,0,0,0,0,0,0,0,0,0,0,0,5,0,13,0,0,3,0,0,3,9,17,5,42,25,57,3,151
1132108,0,7,0,0,0,13,6,0,3,8,3,0,18,0,0,0,0,0,0,3,0,0,0,0,3,0,4,0,0,0,0,3,0,3,18,3,30,19,52,5,136
1132109,3,8,0,7,0,18,3,0,4,4,0,0,17,0,0,0,4,4,0,6,0,0,3,0,3,0,7,0,0,0,0,0,0,3,11,4,40,18,46,6,125
1132111,0,9,5,3,0,27,5,3,17,3,3,0,39,0,0,4,0,3,0,11,0,0,8,0,4,0,14,0,0,0,0,5,4,9,47,8,91,58,70,12,284
1132112,0,4,3,3,0,16,5,0,8,7,4,0,24,0,0,0,0,0,0,4,0,0,0,0,3,0,3,0,0,0,3,0,0,0,24,7,41,32,58,8,166
1132113,3,4,3,3,0,18,7,0,8,3,4,0,23,0,0,3,0,0,0,3,0,0,0,0,3,0,3,0,0,0,3,4,3,11,14,3,47,26,50,5,142
1132114,0,7,0,7,3,15,3,0,8,9,0,0,20,0,0,0,3,0,0,0,0,0,0,0,7,0,6,0,0,0,0,6,3,8,10,7,32,31,64,11,154
1132115,0,3,0,4,0,9,0,0,5,0,4,0,12,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,3,0,0,3,7,15,3,15,14,30,3,76
1132116,3,6,3,6,0,17,0,0,3,7,7,0,18,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0,4,0,5,13,7,40,37,77,11,191
1132117,0,3,0,0,0,11,0,0,4,0,0,0,9,0,0,0,0,3,0,3,0,0,3,0,5,0,7,0,0,0,0,0,0,0,11,3,28,14,30,5,89
1132118,3,16,0,3,0,24,8,4,12,7,0,0,31,0,0,4,0,4,0,5,3,0,0,3,4,0,11,0,0,8,0,3,0,13,39,13,117,54,79,13,316
1132119,0,12,4,4,0,24,3,0,11,4,4,0,23,0,0,0,3,0,0,3,0,0,3,0,8,0,9,0,0,4,0,6,3,13,30,4,75,48,72,9,235
1132120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,8
1132121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1132122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1132123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1132124,3,6,3,3,0,15,0,0,10,3,0,0,13,0,0,0,0,0,0,0,0,0,3,3,3,0,8,0,0,3,0,0,0,3,12,3,50,35,36,0,141
1132125,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,10,0,23
1132126,0,9,0,0,0,11,0,0,3,3,3,0,10,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,3,37,17,34,6,100
1132127,0,21,5,4,0,41,7,0,21,10,7,0,48,0,0,3,6,5,0,13,3,0,8,6,14,0,30,0,0,7,3,9,3,26,70,7,187,103,146,17,528
1132128,0,4,6,3,0,20,3,0,3,0,3,0,10,0,0,0,0,0,0,3,0,0,3,3,3,0,7,0,0,0,0,3,3,5,8,4,23,26,34,4,109
1132129,0,13,3,0,3,21,0,0,4,0,4,0,11,0,0,0,0,3,0,3,0,0,3,0,5,0,7,0,0,3,0,3,0,5,10,3,47,21,52,7,132
1132130,0,4,4,0,0,5,4,0,3,0,3,0,8,0,0,0,0,3,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,4,0,25,18,28,0,76
1132201,0,7,0,0,0,18,8,0,16,6,0,0,31,0,0,0,0,0,0,5,0,0,3,0,5,0,9,0,0,5,0,4,0,7,32,5,81,29,46,10,204
1132202,0,3,5,0,0,10,0,0,4,0,3,0,16,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,3,11,4,38,20,29,8,109
1132203,0,3,0,0,0,10,3,0,5,0,6,0,17,0,0,0,0,0,0,3,3,0,0,0,3,0,3,0,0,3,0,0,0,3,32,3,46,30,47,5,155
1132204,0,6,3,0,0,5,0,0,0,3,0,0,6,0,0,0,3,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,11,0,27,24,26,3,83
1132205,0,3,0,3,3,15,0,3,6,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,9,11,3,44,26,41,13,137
1132206,0,3,5,3,0,7,0,0,3,3,3,0,9,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,8,0,0,0,5,12,0,33,16,45,11,123
1132207,0,0,0,0,0,3,0,0,3,0,3,0,11,0,0,3,0,0,0,7,0,0,0,0,3,0,3,0,0,4,3,0,0,3,10,0,27,12,25,9,78
1132208,0,3,0,5,0,9,0,0,8,0,0,0,16,0,0,0,0,0,0,3,0,0,0,0,6,0,6,0,0,3,0,0,0,4,8,3,35,22,30,4,102
1132209,0,4,0,0,0,12,4,3,16,7,10,0,38,0,0,0,0,0,0,0,0,0,3,0,9,0,12,3,0,3,0,0,0,6,27,3,79,30,49,10,200
1132210,0,4,0,0,0,9,3,4,0,8,3,0,21,0,0,0,0,0,0,0,0,0,3,0,0,3,7,0,0,0,0,0,0,3,11,3,36,23,26,10,108
1132211,3,7,4,0,0,23,0,0,8,3,3,0,24,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,19,3,57,30,39,6,164
1132212,0,0,3,0,0,4,3,0,6,0,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,18,15,22,3,63
1132213,0,8,0,0,0,11,0,0,10,8,3,3,25,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,4,0,0,0,4,11,3,48,28,29,4,131
1132214,0,0,0,3,0,4,0,0,0,0,4,4,11,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,12,4,33,8,20,4,79
1132215,4,13,3,0,0,18,6,0,4,5,3,0,27,0,0,0,0,3,0,4,0,0,3,0,6,0,11,3,0,0,0,0,4,10,33,9,68,33,50,9,200
1132216,0,7,0,0,0,21,5,3,12,4,6,3,31,0,0,0,0,0,0,0,0,0,0,3,5,0,8,0,0,4,0,4,0,9,86,9,168,42,59,10,375
1132217,0,17,0,0,0,21,7,4,17,0,0,0,33,3,0,4,0,0,0,6,0,0,0,0,3,0,11,5,0,8,0,7,3,19,114,10,228,74,74,18,514
1132218,0,7,3,4,0,15,5,0,10,3,3,3,30,0,0,0,3,0,0,7,0,0,3,0,5,0,11,0,0,0,3,3,0,10,50,11,129,55,73,9,320
1132220,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,13
1132221,0,3,0,0,0,12,0,0,9,3,9,0,18,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,3,0,9,28,0,76,26,31,11,167
1132222,3,6,0,0,0,14,0,0,9,3,0,0,15,0,0,0,0,0,0,4,0,0,3,0,0,0,6,0,0,0,0,0,3,6,10,8,40,12,18,3,96
1132223,0,3,0,0,0,7,3,0,11,3,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,7,21,0,48,12,20,9,115
1132224,0,3,0,3,0,6,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,3,0,0,5,3,18,0,34
1132225,0,7,0,0,0,14,4,0,8,3,3,0,19,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,6,9,0,36,18,15,0,77
1132226,0,3,0,0,0,12,4,3,6,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,15,8,18,10,25,8,90
1132227,0,11,4,7,0,21,0,0,14,8,0,0,23,0,0,3,0,0,0,3,0,0,0,3,7,0,8,3,0,0,0,0,0,10,21,0,76,46,51,11,209
1132228,0,3,0,0,0,5,0,0,7,4,3,0,18,0,0,0,0,0,0,4,0,0,0,3,3,0,8,0,0,0,0,0,0,4,6,0,26,27,37,9,104
1132229,0,4,3,3,0,10,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,8,0,6,0,0,0,0,4,0,4,3,0,45,21,50,0,122
1132230,0,3,0,0,0,3,0,0,3,3,3,0,12,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,6,26,3,39,21,21,0,105
1132231,0,3,0,0,0,18,6,3,3,0,4,3,23,0,0,0,0,0,0,4,0,0,3,0,3,0,4,0,0,3,0,0,0,5,43,4,53,22,31,6,155
1132232,0,0,0,0,0,5,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,14,8,9,0,45
1132233,0,3,3,0,0,14,0,0,5,3,3,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,8,24,3,41,22,22,0,111
1132234,0,0,0,0,0,11,0,0,15,3,11,0,29,0,0,3,3,0,0,3,0,0,5,3,0,0,9,0,0,3,0,3,0,9,31,5,73,33,37,11,187
1132235,0,4,0,3,0,11,0,0,9,3,4,0,23,0,0,3,0,0,0,0,0,0,3,0,3,0,7,0,0,0,0,3,0,3,14,4,53,25,37,4,140
1132236,0,10,0,3,0,16,5,0,8,4,0,0,26,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,3,0,0,0,8,18,3,57,27,42,3,147
1132237,0,10,0,0,0,12,0,3,4,4,9,3,15,0,0,0,0,0,0,0,0,0,0,4,3,0,10,0,0,0,0,0,0,0,12,6,34,23,39,7,111
1132238,0,7,3,4,0,14,3,0,6,7,5,0,15,0,0,0,0,0,0,0,0,0,0,0,3,3,8,0,0,0,0,4,4,5,13,0,38,34,48,9,144
1132239,3,7,0,3,0,18,0,0,4,3,3,0,20,0,0,3,0,0,0,3,0,0,0,0,7,0,9,0,0,0,0,3,0,8,10,12,64,28,43,6,154
1132240,3,0,0,0,0,12,3,0,5,0,8,0,17,0,0,0,0,0,0,3,0,0,3,4,0,0,8,0,0,0,3,0,0,3,29,5,43,25,37,4,143
1132241,0,3,0,0,0,4,3,0,10,3,3,3,17,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,5,0,8,15,3,41,20,29,9,118
1132242,0,3,0,0,0,7,0,0,4,9,6,0,22,0,0,0,0,3,0,3,0,0,0,3,0,0,4,0,0,7,0,0,3,8,14,3,42,30,37,10,129
1132243,0,0,0,0,0,3,0,0,4,0,4,0,7,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,4,7,0,18,11,16,0,59
1132244,0,7,0,3,0,16,3,0,5,4,0,3,14,0,0,0,0,0,0,3,0,0,0,0,4,0,8,0,0,0,0,3,0,3,15,0,54,22,40,3,135
1132245,0,10,0,0,0,10,4,0,4,0,0,0,14,0,0,0,0,0,0,3,0,0,3,0,3,0,8,0,0,0,0,0,0,0,10,4,35,18,27,3,92
1132246,0,6,3,0,0,14,0,0,12,0,0,0,9,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,0,5,0,0,0,5,12,0,42,12,21,5,95
1132247,0,3,0,0,0,11,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,3,3,8,0,8,5,0,37,16,34,0,90
1132248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1132249,3,27,3,3,0,50,9,0,24,5,3,3,46,0,0,4,0,3,0,7,4,0,6,4,6,0,20,9,0,13,8,4,0,36,139,20,331,114,122,20,744
1132250,0,5,3,0,3,16,6,3,17,0,5,0,33,0,0,3,0,0,0,8,3,0,8,0,0,0,15,3,0,4,3,0,0,18,108,15,230,60,62,10,487
1132251,0,17,0,3,0,32,14,3,54,17,9,7,89,3,0,8,0,0,0,14,3,0,7,3,8,0,24,13,0,26,7,8,3,56,229,21,455,152,135,25,1006
1132301,0,10,0,0,0,21,0,0,6,0,0,0,16,0,0,0,0,0,0,0,0,0,3,0,5,0,12,0,0,0,0,3,0,4,19,4,49,15,34,3,125
1132302,0,3,4,0,0,8,4,0,8,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,0,0,0,3,10,0,34,13,17,3,89
1132303,0,13,3,0,0,23,3,3,5,3,4,0,16,0,0,0,0,0,0,0,0,0,3,0,6,0,8,0,0,3,0,0,0,4,26,12,42,24,36,3,134
1132304,0,7,3,0,0,19,0,0,14,3,0,0,15,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,3,19,0,58,20,24,5,122
1132305,3,6,3,3,0,20,8,3,7,3,0,0,20,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3,32,9,62,22,37,10,169
1132306,0,0,0,0,0,3,0,0,0,0,7,0,12,0,0,0,0,0,0,4,0,0,0,0,4,0,4,0,0,0,0,0,0,0,4,0,13,8,33,3,65
1132307,0,4,0,0,0,6,0,0,3,4,0,0,10,0,0,0,0,3,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,3,10,3,23,12,22,7,75
1132308,0,0,0,0,0,4,3,0,5,0,6,0,14,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,4,8,0,12,8,20,7,48
1132309,0,6,0,0,0,17,0,3,17,9,3,3,36,0,0,3,0,4,0,6,0,0,0,0,3,3,9,6,0,0,0,0,3,14,32,3,79,44,63,19,246
1132310,0,10,0,0,0,8,0,0,15,5,10,0,25,0,0,0,0,0,0,0,0,0,0,6,4,0,6,0,0,0,3,4,0,10,17,0,54,26,43,3,143
1132311,0,0,3,0,0,11,10,3,3,3,8,0,27,0,0,0,0,0,0,3,0,0,0,3,3,0,3,4,0,8,0,0,0,7,32,3,34,15,25,4,119
1132312,0,0,0,0,0,5,4,0,0,3,5,0,13,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,5,18,3,37,17,31,0,107
1132313,0,3,0,0,0,11,3,0,3,3,9,0,18,0,0,0,0,0,0,4,0,0,0,0,3,0,4,0,0,0,0,0,3,3,16,7,45,27,34,3,131
1132314,3,11,0,0,0,14,3,3,7,3,4,0,25,0,0,3,0,0,0,3,0,0,0,4,3,0,7,0,0,5,0,0,0,8,11,5,55,36,40,6,164
1132315,0,6,0,0,0,10,3,3,9,0,3,0,19,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,3,0,7,18,5,40,14,35,6,119
1132316,0,9,0,3,0,19,3,0,4,3,0,0,14,0,0,0,0,0,0,4,0,0,0,3,3,0,9,0,0,0,3,0,0,6,22,5,73,34,38,9,177
1132317,0,12,3,0,0,21,7,3,4,4,7,3,25,0,0,3,0,0,0,3,3,0,0,0,0,0,3,0,0,0,0,3,0,9,16,3,53,22,45,4,146
1132318,0,3,3,0,0,6,0,0,9,5,3,0,17,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,3,7,6,4,25,23,26,4,84
