SA1_7DIGITCODE_2016,Neg_Nil_inc_cpl_fam_no_child,Neg_Nil_inc_cpl_fam_wth_chld,Neg_Nil_inc_One_parent_fam,Neg_Nil_inc_Other_fam,Neg_Nil_inc_Tot,FI_1_149_cpl_fam_no_child,FI_1_149_cpl_fam_with_child,FI_1_149_One_parent_fam,FI_1_149_Other_fam,FI_1_149_Tot,FI_150_299_cpl_fam_no_child,FI_150_299_cpl_fam_with_child,FI_150_299_One_parent_fam,FI_150_299_Other_fam,FI_150_299_Tot,FI_300_399_cpl_fam_no_child,FI_300_399_cpl_fam_with_child,FI_300_399_One_parent_fam,FI_300_399_Other_fam,FI_300_399_Tot,FI_400_499_cpl_fam_no_child,FI_400_499_cpl_fam_with_child,FI_400_499_One_parent_fam,FI_400_499_Other_fam,FI_400_499_Tot,FI_500_649_cpl_fam_no_child,FI_500_649_cpl_fam_with_child,FI_500_649_One_parent_fam,FI_500_649_Other_fam,FI_500_649_Tot,FI_650_799_cpl_fam_no_child,FI_650_799_cpl_fam_with_child,FI_650_799_One_parent_fam,FI_650_799_Other_fam,FI_650_799_Tot,FI_800_999_cpl_fam_no_child,FI_800_999_cpl_fam_wth_chld,FI_800_999_One_parent_fam,FI_800_999_Other_fam,FI_800_999_Tot,FI_1000_1249_cpl_fam_no_child,FI_1000_1249_cpl_fam_wth_chld,FI_1000_1249_One_parent_fam,FI_1000_1249_Other_fam,FI_1000_1249_Tot,FI_1250_1499_cpl_fam_no_child,FI_1250_1499_cpl_fam_wth_chld,FI_1250_1499_One_parent_fam,FI_1250_1499_Other_fam,FI_1250_1499_Tot,FI_1500_1749_cpl_fam_no_child,FI_1500_1749_cpl_fam_wth_chld,FI_1500_1749_One_parent_fam,FI_1500_1749_Other_fam,FI_1500_1749_Tot,FI_1750_1999_cpl_fam_no_child,FI_1750_1999_cpl_fam_wth_chld,FI_1750_1999_One_parent_fam,FI_1750_1999_Other_fam,FI_1750_1999_Tot,FI_2000_2499_cpl_fam_no_child,FI_2000_2499_cpl_fam_wth_chld,FI_2000_2499_One_parent_fam,FI_2000_2499_Other_fam,FI_2000_2499_Tot,FI_2500_2999_cpl_fam_no_child,FI_2500_2999_cpl_fam_wth_chld,FI_2500_2999_One_parent_fam,FI_2500_2999_Other_fam,FI_2500_2999_Tot,FI_3000_3499_cpl_fam_no_child,FI_3000_3499_cpl_fam_wth_chld,FI_3000_3499_One_parent_fam,FI_3000_3499_Other_fam,FI_3000_3499_Tot,FI_3500_3999_cpl_fam_no_child,FI_3500_3999_cpl_fam_wth_chld,FI_3500_3999_One_parent_fam,FI_3500_3999_Other_fam,FI_3500_3999_Tot,FI_4000_more_cpl_fam_no_child,FI_4000_more_cpl_fam_wth_chld,FI_4000_more_One_parent_fam,FI_4000_more_Other_fam,FI_4000_more_Tot,Prt_inc_std_cpl_fam_no_child,Part_inc_std_cpl_fam_wth_chld,Part_inc_statd_One_parent_fam,Partial_income_statd_Othr_fam,Partial_income_stated_Tot,All_inc_ns_cpl_fam_no_child,All_inc_ns_cpl_fam_wth_chld,All_incomes_ns_One_parent_fam,All_incomes_ns_Other_fam,All_incomes_ns_Tot,Tot_cpl_fam_no_child,Tot_cpl_fam_wth_chld,Tot_One_parent_fam,Tot_Other_fam,Tot_Tot
1117604,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,5,0,0,3,0,4,7,0,3,0,13,3,3,6,0,13,7,3,3,0,10,3,5,3,0,10,3,4,3,0,15,3,8,0,0,10,4,11,0,0,14,4,5,0,0,8,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,3,9,0,0,14,4,0,3,0,7,54,51,26,3,131
1117605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,3,3,5,0,13,10,0,0,0,16,8,3,0,0,11,3,6,0,0,7,6,6,3,0,20,0,4,0,0,5,0,4,0,0,3,5,13,0,0,18,0,3,0,0,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,7,3,0,0,7,0,0,3,0,3,42,48,14,3,114
1117606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,7,0,0,0,0,3,12,3,0,0,17,3,0,0,0,8,3,6,3,0,13,7,5,0,0,11,0,3,0,0,7,3,3,0,0,6,0,7,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,3,0,15,0,0,0,0,4,41,33,19,0,90
1117607,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,3,0,3,0,0,3,0,6,4,0,5,0,8,14,6,6,0,18,10,3,5,0,18,9,4,0,0,21,8,3,8,3,21,3,10,0,0,9,7,10,0,0,12,8,6,0,0,15,3,7,0,0,10,4,3,0,0,4,0,3,0,0,3,0,3,0,0,3,0,8,3,0,13,3,0,0,0,3,78,65,33,3,169
1117608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,3,0,6,10,3,4,0,15,0,0,0,0,3,0,4,0,0,7,0,0,0,0,6,3,0,0,0,0,3,0,0,0,4,0,4,0,0,3,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,7,0,0,0,0,0,32,24,17,0,65
1117609,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,5,0,3,3,0,10,9,3,0,0,6,4,3,3,0,14,3,0,0,0,5,4,9,0,0,16,3,6,0,3,15,3,3,4,0,9,7,6,0,0,9,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,6,0,0,0,0,0,42,45,18,3,106
1117610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,5,0,0,0,0,3,3,4,3,0,11,17,4,0,0,18,3,6,7,3,16,11,0,3,0,18,4,5,3,0,15,8,0,3,0,10,3,3,0,0,7,6,8,0,0,10,3,3,0,0,4,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,10,0,0,0,0,3,56,49,30,3,129
1117611,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,0,0,0,4,4,0,6,0,11,3,3,4,0,12,0,6,7,0,8,5,0,3,0,12,3,6,4,0,12,3,0,0,0,3,0,3,0,0,7,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,3,35,34,23,0,87
1117612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,4,0,0,3,13,0,0,0,11,3,0,9,0,10,3,7,0,0,12,4,3,3,0,9,3,0,0,0,3,5,3,0,0,12,3,0,0,0,3,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,0,0,0,0,8,37,34,20,0,87
1117613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,3,0,11,10,3,5,0,16,0,8,3,0,12,3,3,4,0,13,9,10,0,0,13,4,5,0,0,8,4,6,3,0,12,7,4,0,0,11,0,3,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,9,0,0,0,0,3,53,41,24,3,126
1117614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,5,0,9,0,0,0,0,0,5,3,8,0,15,7,9,3,0,18,8,3,0,0,12,5,3,0,0,9,0,3,0,0,3,0,5,0,0,4,3,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,3,0,0,0,3,30,30,25,5,95
1117615,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,3,0,3,5,0,3,0,9,3,0,0,0,10,6,0,0,0,13,4,3,0,0,9,0,9,0,0,8,0,4,0,0,4,4,6,0,0,13,7,11,0,0,11,0,3,0,0,3,0,3,0,0,3,0,0,0,0,0,3,8,0,0,8,3,0,0,0,3,50,50,17,0,109
1117616,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,4,0,4,4,0,0,0,6,0,0,0,0,0,0,0,4,0,4,4,3,0,0,4,0,3,3,0,4,8,0,3,0,14,3,0,0,0,4,0,5,0,0,4,4,3,0,0,8,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,8,0,0,0,0,0,31,23,20,0,73
1117617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,9,9,0,0,0,8,3,0,3,0,7,4,8,3,0,10,6,4,0,0,11,3,0,0,0,4,3,5,0,0,8,3,3,0,0,9,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,8,0,0,0,0,0,37,30,18,0,89
1117618,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,4,0,0,0,0,0,4,3,0,0,8,3,4,0,0,9,3,0,0,0,3,0,6,0,0,7,4,4,0,0,8,0,0,0,0,7,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,5,3,0,0,9,0,0,0,0,0,32,28,15,0,73
1117619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,3,3,0,0,5,3,3,0,0,7,12,4,3,0,17,0,3,3,0,5,0,0,0,0,3,0,0,0,0,3,4,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,35,22,7,0,64
1117620,0,0,0,0,0,0,0,5,0,5,0,0,3,0,3,0,0,3,0,3,3,0,8,0,5,3,0,7,0,16,9,3,9,0,24,6,4,6,0,11,4,4,6,0,12,0,4,3,0,8,0,5,0,0,12,4,0,0,0,5,5,10,0,0,14,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,7,0,0,5,0,6,44,28,59,3,135
1117621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,9,3,0,3,0,3,11,0,0,0,16,4,0,3,0,7,7,0,3,0,10,10,0,0,0,7,0,7,0,0,5,3,5,0,0,8,7,3,0,0,9,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,13,0,0,3,0,3,58,23,22,0,102
1117622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,10,0,10,3,0,0,0,11,4,4,6,0,21,5,6,4,0,14,6,5,3,0,11,3,3,3,0,13,0,3,3,0,4,5,10,0,0,15,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,7,7,0,0,13,0,0,0,0,0,33,48,43,0,121
1117623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,4,0,0,0,7,0,3,0,0,4,3,0,0,0,5,0,0,0,0,3,4,3,0,0,9,0,0,0,0,0,5,6,0,0,17,6,3,0,0,6,0,0,0,0,4,0,0,0,0,0,3,4,0,0,6,5,3,0,0,7,0,0,0,0,0,27,30,13,0,67
1117624,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,0,3,0,10,8,0,0,0,9,0,3,6,0,8,0,4,7,0,10,3,3,0,0,5,10,0,0,0,6,5,9,0,0,10,3,3,0,0,12,3,3,0,0,4,0,3,0,0,3,0,4,0,0,4,0,8,0,0,10,3,0,0,0,3,46,47,20,0,114
1117625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,3,5,5,0,0,5,0,3,0,0,3,0,11,0,0,9,3,7,0,0,19,0,6,0,0,4,0,6,0,0,6,0,7,0,0,6,0,3,0,0,0,0,4,0,0,3,0,0,0,0,0,25,49,0,0,75
1117626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1117627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,9,0,6,5,3,3,0,12,10,0,0,0,10,5,3,0,0,9,9,9,0,0,18,7,3,0,0,7,3,0,3,0,8,3,3,0,0,6,0,5,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,5,57,27,20,0,109
1117628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,8,0,3,3,0,12,9,0,0,0,11,9,3,3,0,10,3,3,0,0,10,4,3,3,0,10,10,7,3,0,22,11,5,0,0,17,3,7,0,0,14,0,0,0,0,0,0,4,0,0,3,3,5,0,0,15,3,0,0,0,3,71,47,19,0,137
1117629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,3,0,0,0,6,4,3,0,0,10,3,0,0,0,3,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,28,4,5,0,38
1117630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,4,9,0,0,0,9,4,4,3,0,11,5,0,4,0,9,0,7,0,0,7,0,3,0,0,5,3,3,0,0,4,5,13,0,0,18,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,12,3,0,0,0,3,36,34,16,0,92
1117631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,9,0,7,0,0,3,0,4,5,0,3,0,7,3,7,0,0,14,4,10,3,0,12,0,3,0,0,4,0,5,0,0,5,4,8,0,0,9,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,23,39,26,0,86
1117632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,4,0,3,0,3,4,0,7,8,0,0,0,9,6,3,5,0,12,0,0,9,0,12,4,0,3,0,6,4,3,0,0,11,0,4,3,0,5,5,6,0,0,10,3,0,0,0,4,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,3,0,9,0,0,0,0,0,34,30,31,0,88
1117633,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,3,0,3,0,4,3,0,7,8,0,7,0,17,8,5,0,0,14,4,3,3,0,16,8,4,0,0,9,3,8,0,0,12,5,8,4,0,16,12,14,3,0,32,4,9,0,0,15,3,3,0,0,6,0,0,0,0,0,0,0,0,0,4,0,3,3,0,5,0,3,0,0,3,60,66,25,0,154
1117634,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,3,0,3,0,6,0,0,0,0,3,10,3,3,0,22,6,0,9,0,11,5,3,3,0,14,10,4,4,0,27,7,8,0,0,17,7,8,0,0,16,8,16,0,0,21,3,5,0,0,6,3,6,0,0,9,0,0,0,0,0,4,4,0,0,6,7,6,3,0,9,0,0,0,0,3,81,66,30,4,186
1117635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,4,0,0,0,7,0,0,4,0,0,0,3,0,0,9,0,3,3,0,6,0,6,0,0,11,4,3,0,0,4,3,3,0,0,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,3,22,22,10,0,53
1117636,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,4,0,4,0,0,6,0,10,12,3,9,0,27,8,0,4,0,9,12,3,6,0,23,12,9,3,0,20,3,0,0,0,9,0,3,0,0,3,3,7,0,0,7,0,3,0,0,5,3,7,0,0,10,0,3,0,0,3,0,3,0,0,3,7,5,0,0,17,0,0,0,0,0,54,52,44,4,149
1117701,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,3,0,0,0,3,5,0,0,0,6,0,3,0,0,6,0,3,0,0,4,0,0,0,0,3,5,0,0,0,12,4,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,4,24,19,11,0,59
1117702,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,4,0,4,0,0,0,0,0,0,0,3,0,3,3,0,0,0,10,0,0,3,0,5,0,0,0,0,4,0,0,0,0,0,3,3,0,0,3,0,0,0,0,0,0,0,0,0,4,3,0,0,0,3,0,0,0,0,3,0,3,0,0,3,0,0,0,0,0,3,3,0,0,6,3,0,0,0,0,25,17,13,0,63
1117703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,5,0,0,0,0,6,5,0,0,0,5,4,0,0,0,4,3,0,0,0,7,7,3,0,0,10,3,4,0,0,5,0,0,0,0,0,0,0,0,0,0,5,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,8,0,0,15,4,0,0,0,4,40,18,6,3,67
1117704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,6,0,4,0,16,4,0,3,0,4,3,5,0,0,10,0,3,0,0,7,0,5,0,0,3,3,0,0,0,5,9,3,0,0,8,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,4,5,0,0,3,0,0,0,0,4,0,0,0,0,3,36,30,12,0,82
1117705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,4,0,0,0,8,7,3,0,0,9,9,0,0,0,7,0,3,0,0,5,0,5,0,0,5,6,4,0,0,12,0,3,0,0,5,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,5,3,3,0,10,3,0,3,0,4,42,27,9,0,82
1117706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,0,5,3,0,8,0,9,3,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,3,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,11,13,11,0,37
1117707,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,3,6,0,0,9,4,0,4,0,10,3,0,0,0,3,3,0,0,0,4,4,3,0,0,5,0,3,0,0,3,0,3,0,0,3,3,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,26,22,9,0,56
1117708,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,4,3,3,0,0,4,0,0,0,0,3,3,3,0,0,8,3,3,0,0,6,0,3,0,0,3,0,3,0,0,3,4,3,0,0,10,0,4,0,0,4,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,27,24,15,0,59
1117709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,3,0,4,0,0,0,0,0,0,0,0,0,7,3,3,0,0,4,3,3,0,0,13,0,0,0,0,0,4,0,0,0,7,0,3,0,0,3,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,6,0,0,0,0,0,25,20,12,0,60
1117710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,9,0,6,0,0,7,0,0,0,0,0,17,14,4,0,38
1117711,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,3,0,0,6,3,0,0,0,3,8,5,0,0,10,0,3,0,0,3,3,0,0,0,3,0,3,0,0,5,0,0,0,0,0,0,0,0,0,4,3,11,0,0,13,0,0,0,0,0,24,24,0,0,53
1117712,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,3,0,3,3,0,3,0,3,3,0,0,0,3,3,4,0,0,13,6,3,0,0,7,0,0,0,0,4,0,9,0,0,11,0,0,0,0,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,3,3,10,3,0,15,0,0,0,0,0,33,41,15,0,86
1117801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,3,0,0,9,0,0,0,0,0,4,3,0,0,8,6,0,0,0,7,10,3,0,0,9,4,10,0,0,10,4,5,0,0,8,3,4,0,0,5,0,0,0,0,0,0,4,0,0,4,3,16,0,0,19,0,0,0,0,0,28,56,5,0,89
1117802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,3,0,6,5,0,0,0,8,8,0,3,0,10,5,6,0,0,16,6,3,0,0,14,6,0,0,0,7,8,4,0,0,10,4,12,0,0,13,3,3,0,0,7,0,3,0,0,4,0,4,0,0,4,0,4,0,0,3,7,8,0,0,13,0,0,0,0,0,57,50,17,3,123
1117803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,3,5,0,0,0,4,3,0,0,0,3,0,3,0,0,6,0,0,0,0,0,0,3,0,0,3,4,3,0,0,11,0,5,0,0,3,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,4,0,5,0,0,0,0,0,30,24,3,0,60
1117804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,4,0,0,15,4,0,0,0,5,0,0,0,0,0,4,4,0,0,9,5,12,0,0,10,0,3,0,0,5,0,3,0,0,8,3,0,0,0,4,0,4,0,0,4,0,7,0,0,6,4,0,0,0,4,31,38,5,0,74
1117805,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,10,0,0,0,7,4,6,0,0,8,5,0,0,0,12,3,3,0,0,7,0,3,0,0,3,0,7,0,0,3,3,5,0,0,13,4,7,0,0,10,3,0,0,0,3,0,3,0,0,5,0,3,0,0,6,3,11,0,0,11,3,3,0,0,8,45,51,7,0,103
1117806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1117807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,4,0,3,9,0,0,0,16,3,3,0,0,10,3,0,0,0,8,5,3,4,0,9,0,0,0,0,0,3,0,0,0,4,0,3,0,0,3,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,8,0,0,0,0,0,35,18,13,0,66
1117808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,0,0,0,0,7,0,0,0,9,0,0,0,0,3,0,3,3,0,4,4,6,0,0,8,0,7,0,0,3,3,3,0,0,7,3,8,0,0,15,0,6,0,0,6,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,9,0,0,9,0,0,0,0,3,28,47,13,0,85
1117809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,3,0,4,0,3,0,0,4,4,3,0,0,6,0,5,0,0,5,0,3,0,0,3,4,3,0,0,6,3,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,23,6,0,51
1117810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,3,3,4,0,12,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,3,9,15,3,33
1117811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,7,0,5,0,11,0,0,0,0,3,4,3,4,0,6,7,3,0,0,10,0,3,0,0,0,0,0,0,0,0,4,4,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,29,18,13,3,63
1117812,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,4,0,3,0,3,4,0,8,10,0,0,0,8,0,0,0,0,6,0,0,0,0,0,3,3,0,0,3,0,0,0,0,0,0,3,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,3,0,3,24,13,21,3,61
1117813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,4,3,0,0,0,4,9,0,4,0,13,0,0,0,0,3,3,0,4,0,8,7,3,0,0,11,3,0,0,0,3,0,3,0,0,5,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,3,0,0,0,3,44,17,18,0,83
1117814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,8,0,0,4,0,4,5,0,0,0,5,3,0,5,0,10,4,0,3,0,11,3,3,0,0,11,0,0,0,0,0,3,0,0,0,4,4,3,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,5,3,0,14,6,0,3,0,3,41,15,15,0,74
1117815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,3,0,0,0,5,10,0,3,0,11,3,3,0,0,8,8,0,7,0,15,3,8,0,0,7,0,0,0,0,0,5,0,0,0,7,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,7,0,0,0,0,0,50,24,15,0,87
