SA3_CODE_2021,F_GrpH_Mem_0_14,F_GrpH_Mem_15_24,F_GrpH_Mem_25_34,F_GrpH_Mem_35_44,F_GrpH_Mem_45_54,F_GrpH_Mem_55_64,F_GrpH_Mem_65_74,F_GrpH_Mem_75_84,F_GrpH_Mem_85ov,F_GrpH_Mem_Tot,F_LonePsn_0_14,F_LonePsn_15_24,F_LonePsn_25_34,F_LonePsn_35_44,F_LonePsn_45_54,F_LonePsn_55_64,F_LonePsn_65_74,F_LonePsn_75_84,F_LonePsn_85ov,F_LonePsn_Tot,F_Vis_within_Aus_0_14,F_Vis_within_Aus_15_24,F_Vis_within_Aus_25_34,F_Vis_within_Aus_35_44,F_Vis_within_Aus_45_54,F_Vis_within_Aus_55_64,F_Vis_within_Aus_65_74,F_Vis_within_Aus_75_84,F_Vis_within_Aus_85ov,F_Vis_within_Aus_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Ptn_in_RM_0_14,P_Ptn_in_RM_15_24,P_Ptn_in_RM_25_34,P_Ptn_in_RM_35_44,P_Ptn_in_RM_45_54,P_Ptn_in_RM_55_64,P_Ptn_in_RM_65_74,P_Ptn_in_RM_75_84,P_Ptn_in_RM_85ov,P_Ptn_in_RM_Tot,P_Ptn_in_DFM_0_14,P_Ptn_in_DFM_15_24,P_Ptn_in_DFM_25_34,P_Ptn_in_DFM_35_44,P_Ptn_in_DFM_45_54,P_Ptn_in_DFM_55_64,P_Ptn_in_DFM_65_74,P_Ptn_in_DFM_75_84,P_Ptn_in_DFM_85ov,P_Ptn_in_DFM_Tot,P_LonePnt_0_14,P_LonePnt_15_24,P_LonePnt_25_34,P_LonePnt_35_44,P_LonePnt_45_54,P_LonePnt_55_64,P_LonePnt_65_74,P_LonePnt_75_84,P_LonePnt_85ov,P_LonePnt_Tot,P_CU15_0_14,P_CU15_15_24,P_CU15_25_34,P_CU15_35_44,P_CU15_45_54,P_CU15_55_64,P_CU15_65_74,P_CU15_75_84,P_CU15_85ov,P_CU15_Tot,P_DpStu_0_14,P_DpStu_15_24,P_DpStu_25_34,P_DpStu_35_44,P_DpStu_45_54,P_DpStu_55_64,P_DpStu_65_74,P_DpStu_75_84,P_DpStu_85ov,P_DpStu_Tot,P_NDpChl_0_14,P_NDpChl_15_24,P_NDpChl_25_34,P_NDpChl_35_44,P_NDpChl_45_54,P_NDpChl_55_64,P_NDpChl_65_74,P_NDpChl_75_84,P_NDpChl_85ov,P_NDpChl_Tot,P_OthRI_0_14,P_OthRI_15_24,P_OthRI_25_34,P_OthRI_35_44,P_OthRI_45_54,P_OthRI_55_64,P_OthRI_65_74,P_OthRI_75_84,P_OthRI_85ov,P_OthRI_Tot,P_URI_in_FH_0_14,P_URI_in_FH_15_24,P_URI_in_FH_25_34,P_URI_in_FH_35_44,P_URI_in_FH_45_54,P_URI_in_FH_55_64,P_URI_in_FH_65_74,P_URI_in_FH_75_84,P_URI_in_FH_85ov,P_URI_in_FH_Tot,P_GrpH_Mem_0_14,P_GrpH_Mem_15_24,P_GrpH_Mem_25_34,P_GrpH_Mem_35_44,P_GrpH_Mem_45_54,P_GrpH_Mem_55_64,P_GrpH_Mem_65_74,P_GrpH_Mem_75_84,P_GrpH_Mem_85ov,P_GrpH_Mem_Tot,P_LonePsn_0_14,P_LonePsn_15_24,P_LonePsn_25_34,P_LonePsn_35_44,P_LonePsn_45_54,P_LonePsn_55_64,P_LonePsn_65_74,P_LonePsn_75_84,P_LonePsn_85ov,P_LonePsn_Tot,P_Vis_within_Aus_0_14,P_Vis_within_Aus_15_24,P_Vis_within_Aus_25_34,P_Vis_within_Aus_35_44,P_Vis_within_Aus_45_54,P_Vis_within_Aus_55_64,P_Vis_within_Aus_65_74,P_Vis_within_Aus_75_84,P_Vis_within_Aus_85ov,P_Vis_within_Aus_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
11702,..,683,1353,261,123,106,84,30,10,2639,..,144,723,624,548,567,528,355,191,3674,60,105,207,99,60,42,32,23,18,648,3317,2716,5862,4490,3650,2527,1868,1101,451,25987,..,44,1735,3830,3158,2171,1631,1013,251,13840,..,417,3587,2145,1356,694,284,44,6,8547,..,11,94,321,626,398,209,174,115,1950,6838,..,..,..,..,..,..,..,..,6838,..,1907,..,..,..,..,..,..,..,1907,..,834,757,351,349,143,27,0,0,2471,..,235,302,120,106,174,195,151,89,1371,..,199,456,124,53,52,24,8,5,929,..,1240,2759,648,320,264,175,59,13,5471,..,268,1384,1191,1059,1053,871,529,248,6607,121,192,355,197,124,97,60,44,21,1218,6959,5360,11436,8936,7152,5049,3483,2031,747,51143
11703,..,4047,6973,1362,448,271,168,68,21,13357,..,1509,5135,3805,2455,2505,2214,1258,510,19393,148,905,919,380,206,180,163,56,28,2986,7587,12093,31065,16801,9474,7703,5517,2629,903,93755,..,245,9309,12793,7304,5934,4454,2058,444,42542,..,3326,20598,8965,4064,2333,972,244,27,40532,..,39,323,1029,1504,1006,438,255,153,4745,15267,..,..,..,..,..,..,..,..,15267,..,3458,..,..,..,..,..,..,..,3458,..,1296,1367,556,386,163,34,0,0,3799,..,1345,1526,438,226,323,311,165,110,4441,..,1010,2585,696,185,92,41,18,7,4648,..,7877,15008,3378,1258,803,487,168,34,29012,..,2886,10669,8539,6032,5600,4152,2159,763,40804,274,1458,1685,757,474,389,295,102,42,5468,15536,22936,63066,37158,21433,16650,11175,5171,1578,194708
11801,..,960,3240,511,145,145,105,58,38,5203,..,275,1656,1425,1058,1259,1630,1559,834,9692,131,351,427,206,125,111,92,48,28,1519,8969,5960,12817,9379,7986,6103,5203,3462,1360,61238,..,32,3477,8990,8955,6790,5582,3212,767,37806,..,592,7970,3752,1980,1148,705,285,37,16467,..,8,92,706,1400,819,290,207,179,3706,17907,..,..,..,..,..,..,..,..,17907,..,6043,..,..,..,..,..,..,..,6043,..,1554,1368,348,296,182,47,4,0,3803,..,316,431,119,83,171,219,191,118,1644,..,151,703,137,76,59,19,9,5,1169,..,1532,5921,1038,346,292,240,112,55,9531,..,488,2941,2730,2061,2206,2487,2092,1098,16099,284,574,737,364,237,188,143,79,36,2641,18195,11297,23628,18183,15424,11861,9734,6196,2297,116816
11802,..,1174,2370,468,169,166,150,56,21,4569,..,251,1198,1122,976,1260,1627,1305,705,8456,112,349,300,142,111,85,87,50,35,1275,9651,6944,11798,9810,8544,6880,5349,3470,1424,63873,..,91,3846,10012,9563,7426,5476,3242,840,40500,..,784,7331,3633,1888,1100,498,146,19,15399,..,38,256,790,1535,1009,444,391,269,4728,19451,..,..,..,..,..,..,..,..,19451,..,6329,..,..,..,..,..,..,..,6329,..,2463,2157,704,593,368,51,0,0,6340,..,513,576,187,188,336,400,351,262,2822,..,316,843,199,90,96,48,17,5,1613,..,2262,4604,907,381,387,318,123,35,9018,..,519,2224,2137,1897,2308,2555,1901,962,14509,230,639,544,286,199,169,129,71,41,2311,19684,13964,22383,18855,16339,13197,9913,6248,2437,123023
11901,..,180,276,140,150,264,154,46,12,1215,..,109,408,357,546,1148,1438,1255,788,6049,174,161,202,114,95,114,116,76,53,1104,17904,11404,12310,11923,11033,10247,7291,4040,1784,87945,..,787,9667,15219,13686,12643,8763,4294,1068,66126,..,491,2229,1516,1237,869,377,96,20,6834,..,140,1002,1871,2327,1758,902,561,405,8966,36511,..,..,..,..,..,..,..,..,36511,..,12245,..,..,..,..,..,..,..,12245,..,7274,6799,1974,1124,520,102,5,0,17797,..,1032,1024,487,572,1074,970,656,407,6226,..,478,856,386,364,280,122,22,0,2509,..,505,1066,436,392,573,338,105,21,3430,..,255,1012,1023,1317,2231,2431,1819,1098,11194,357,318,428,246,224,204,179,108,73,2141,36867,23523,24079,23157,21246,20152,14182,7668,3085,173969
11902,..,249,431,188,227,222,149,42,13,1516,..,142,521,453,557,933,1030,994,550,5183,111,115,155,92,83,96,66,43,40,801,11823,7703,9854,9061,8486,7378,5339,3320,1420,64389,..,636,7968,11625,10056,8646,6243,3589,954,49730,..,427,2041,1316,944,656,255,58,17,5710,..,62,543,1119,1663,1255,670,536,374,6216,24531,..,..,..,..,..,..,..,..,24531,..,7883,..,..,..,..,..,..,..,7883,..,4325,4444,1499,1106,505,88,0,0,11970,..,901,1102,419,440,687,668,516,330,5056,..,535,942,478,415,265,101,24,5,2759,..,1000,2540,1050,796,623,337,111,29,6486,..,305,1230,1146,1308,1835,1750,1428,772,9761,204,218,342,244,181,174,131,65,47,1603,24737,16294,21145,18892,16911,14639,10235,6326,2522,131706
11903,..,381,597,188,136,206,129,56,6,1704,..,159,537,450,505,979,1305,1153,725,5801,104,123,185,94,87,82,87,54,36,852,9755,7823,9347,8648,8348,8254,6296,3650,1593,63709,..,549,7029,11114,10363,10203,7758,3843,1054,51911,..,553,2403,1214,1002,671,295,93,13,6239,..,44,352,984,1571,1212,558,386,313,5416,20038,..,..,..,..,..,..,..,..,20038,..,7706,..,..,..,..,..,..,..,7706,..,3990,4052,1119,734,415,72,5,0,10388,..,956,942,269,282,640,692,564,342,4690,..,925,1285,389,251,229,114,21,11,3223,..,1206,1741,480,324,470,283,105,26,4628,..,311,1110,1006,1091,1812,2041,1620,956,9947,199,212,318,186,162,151,152,103,46,1532,20230,16448,19227,16757,15783,15804,11964,6747,2759,125722
11904,..,647,1214,324,218,225,175,50,13,2877,..,201,1003,817,795,1178,1370,1241,728,7332,90,124,195,91,86,128,72,57,40,878,10340,7667,13063,10251,8693,7763,6022,3812,1594,69209,..,550,9103,12374,9890,8690,6831,3924,1032,52400,..,789,4841,2334,1279,911,381,109,12,10649,..,41,396,1072,1629,1206,592,509,351,5799,21052,..,..,..,..,..,..,..,..,21052,..,6882,..,..,..,..,..,..,..,6882,..,3804,3836,1262,970,471,89,3,0,10437,..,933,1067,363,358,619,694,514,313,4852,..,830,1359,450,172,159,83,22,9,3077,..,1700,3093,913,523,488,402,122,23,7278,..,452,2045,1781,1700,2182,2249,1784,978,13172,197,237,366,201,179,201,120,82,46,1630,21254,16212,26107,20757,16698,14932,11440,7060,2766,137227
12001,..,265,631,180,108,101,77,28,6,1396,..,128,633,570,603,863,958,845,476,5067,86,89,93,85,54,71,42,30,28,568,6559,4184,6893,6563,5997,5273,4153,2405,981,43008,..,108,4426,8211,7160,6061,4951,2599,629,34138,..,432,3216,1599,1005,720,348,95,15,7439,..,4,133,574,964,691,290,237,198,3105,13304,..,..,..,..,..,..,..,..,13304,..,4375,..,..,..,..,..,..,..,4375,..,1883,1848,497,415,261,42,6,0,4955,..,370,368,132,138,254,331,227,154,1979,..,208,398,127,67,36,25,3,9,872,..,587,1397,408,230,199,165,55,15,3068,..,258,1220,1147,1097,1405,1420,1145,625,8322,164,149,197,161,93,141,78,37,33,1050,13465,8376,13198,12861,11178,9780,7657,4414,1677,82612
12002,..,363,524,126,77,79,90,20,3,1288,..,131,478,533,614,750,881,530,178,4096,70,106,113,89,76,54,42,19,7,571,4719,2412,4006,4793,4431,3221,2561,1178,352,27670,..,13,1770,5314,4807,2996,2202,945,182,18228,..,254,2609,1809,1369,904,494,124,10,7572,..,11,57,339,671,440,187,130,78,1906,9477,..,..,..,..,..,..,..,..,9477,..,2471,..,..,..,..,..,..,..,2471,..,754,602,195,166,106,15,0,0,1850,..,140,176,52,60,99,138,94,55,813,..,82,163,52,29,32,10,3,0,370,..,601,1015,280,179,153,163,50,10,2448,..,217,904,968,1094,1248,1288,725,252,6695,125,165,207,147,137,107,72,29,9,998,9603,4717,7508,9150,8499,6086,4570,2100,595,52827
12003,..,1712,2447,527,294,257,171,77,26,5506,..,431,1620,1117,987,1268,1490,1142,731,8784,108,240,302,153,131,98,97,66,53,1247,10474,10012,16236,11089,9542,8422,6055,3583,1652,77058,..,671,9662,12665,10255,9525,6495,3483,1004,53748,..,1328,6447,2732,1551,1059,543,106,17,13781,..,36,253,989,1748,1277,563,455,366,5691,20760,..,..,..,..,..,..,..,..,20760,..,7742,..,..,..,..,..,..,..,7742,..,3046,3560,1123,838,440,87,0,0,9105,..,1379,1441,380,349,567,608,512,353,5598,..,1373,1912,498,301,186,74,35,9,4385,..,4191,6082,1326,683,594,382,172,47,13487,..,824,3271,2304,1943,2287,2313,1657,979,15577,242,388,562,293,238,191,152,81,63,2202,21005,20972,33199,22308,17897,16128,11226,6512,2830,152077
12101,..,364,764,271,137,128,91,48,17,1820,..,186,977,918,742,916,1176,992,637,6528,133,112,171,136,83,79,72,32,21,836,10218,5588,8195,10184,8188,6148,4956,2743,1213,57445,..,77,4896,13011,10651,7655,5937,2954,747,45938,..,559,4122,1985,1178,775,392,119,18,9153,..,13,134,867,1272,825,349,213,192,3856,20660,..,..,..,..,..,..,..,..,20660,..,7102,..,..,..,..,..,..,..,7102,..,1821,1787,563,391,203,55,3,0,4814,..,444,448,165,168,292,340,282,164,2304,..,231,497,187,112,63,38,11,4,1143,..,768,1745,587,302,269,201,80,32,3981,..,388,1940,1790,1431,1550,1749,1355,793,10994,259,274,299,236,166,138,134,54,34,1591,20925,11677,15861,19392,15665,11769,9195,5071,1985,111540
12102,..,110,157,86,84,93,72,26,8,637,..,97,314,329,391,609,777,665,347,3525,68,140,89,54,41,40,59,23,13,528,8047,4630,4826,7186,6351,4996,3864,2130,737,42766,..,144,3962,10435,8670,6441,4850,2563,494,37559,..,375,1607,1002,889,620,228,79,9,4801,..,15,160,633,1020,671,282,194,151,3116,16699,..,..,..,..,..,..,..,..,16699,..,5489,..,..,..,..,..,..,..,5489,..,2342,1722,549,370,158,36,0,0,5174,..,324,317,124,139,292,377,231,110,1910,..,215,306,131,70,71,36,11,10,845,..,291,439,219,216,215,151,62,19,1618,..,197,665,774,846,1137,1186,936,478,6227,130,224,152,99,96,84,85,33,28,929,16828,9615,9341,13959,12313,9689,7235,4102,1284,84359
12103,..,96,181,62,42,78,77,29,17,587,..,85,337,296,281,595,914,1296,892,4691,89,198,86,54,38,59,56,39,27,647,11467,7521,4659,8767,9739,7587,5982,4133,1774,61629,..,66,3178,12520,14613,11396,8512,5094,1404,56784,..,255,1555,997,898,650,316,129,15,4824,..,16,107,792,1410,845,303,221,227,3916,23426,..,..,..,..,..,..,..,..,23426,..,11101,..,..,..,..,..,..,..,11101,..,2932,2457,657,418,251,44,0,0,6766,..,343,291,106,102,325,426,350,259,2207,..,161,217,120,87,78,45,16,6,732,..,229,434,149,111,159,149,69,25,1323,..,184,618,589,608,945,1302,1659,1171,7079,187,333,164,97,88,110,102,58,40,1179,23611,15621,9029,16033,18336,14760,11210,7595,3142,119334
12104,..,458,1071,243,104,104,73,42,16,2108,..,258,1469,1476,1293,1398,1802,1499,667,9864,84,140,270,136,131,89,76,37,31,998,6146,3972,8589,7729,6529,5501,4865,3043,1023,47395,..,52,3727,7699,6659,5651,4862,2848,549,32054,..,613,5411,2563,1338,918,579,208,33,11663,..,9,87,579,1074,665,227,137,94,2870,12246,..,..,..,..,..,..,..,..,12246,..,4032,..,..,..,..,..,..,..,4032,..,1056,930,297,181,107,27,4,0,2597,..,350,373,122,93,123,159,110,65,1391,..,123,263,68,35,36,12,6,6,551,..,823,1977,453,224,211,167,87,20,3963,..,474,2591,2580,2249,2304,2522,2006,897,15629,209,284,436,249,227,189,111,53,34,1801,12454,7806,15796,14609,12076,10208,8668,5464,1711,88799
12201,..,161,579,144,50,45,30,21,9,1038,..,41,221,293,254,371,477,413,260,2323,60,57,62,56,50,31,20,12,10,358,3686,2126,3027,3169,3144,2521,1787,1127,446,21023,..,18,1078,3488,4096,3343,2136,1264,263,15687,..,140,2076,1224,752,384,222,83,9,4894,..,4,28,205,445,299,77,69,54,1189,7297,..,..,..,..,..,..,..,..,7297,..,2544,..,..,..,..,..,..,..,2544,..,810,524,126,87,71,11,0,0,1634,..,112,85,22,18,50,73,65,40,474,..,78,216,46,20,13,7,0,0,390,..,267,1118,299,98,91,70,39,13,1997,..,78,437,598,534,691,716,583,361,3999,115,104,119,95,89,62,38,33,14,675,7411,4158,5687,6104,6162,5008,3347,2142,757,40774
12202,..,57,96,28,33,88,64,35,9,410,..,30,59,105,165,510,753,775,474,2875,62,92,58,40,40,68,57,20,15,450,5390,3331,2273,3618,4694,4476,3743,2303,832,30662,..,27,1398,4588,6153,5824,4794,2783,547,26113,..,203,1103,983,1033,863,452,146,20,4801,..,6,63,337,766,477,196,136,87,2070,10900,..,..,..,..,..,..,..,..,10900,..,3916,..,..,..,..,..,..,..,3916,..,2161,1197,288,234,133,19,0,0,4029,..,149,84,36,61,144,232,160,108,981,..,129,227,106,127,105,64,3,5,765,..,134,230,66,91,170,121,66,14,899,..,88,174,237,393,874,1171,1074,599,4610,119,157,123,84,90,118,106,42,19,855,11018,6974,4610,6728,8947,8698,7165,4415,1391,59949
12203,..,335,689,180,181,168,144,56,27,1772,..,120,521,622,731,1192,1501,1728,1062,7465,107,187,171,95,87,106,87,53,22,918,13810,8369,8845,11037,12038,8734,6549,4811,1952,76139,..,157,4857,13831,15923,11126,7942,5058,1209,60111,..,717,5170,3231,2261,1370,529,175,20,13474,..,26,233,915,1937,1130,461,344,278,5329,28452,..,..,..,..,..,..,..,..,28452,..,9884,..,..,..,..,..,..,..,9884,..,4719,2796,814,599,340,77,0,0,9345,..,431,477,180,213,355,474,484,260,2878,..,451,718,309,194,200,97,37,6,2008,..,738,1595,472,408,385,307,124,35,4073,..,256,1031,1275,1613,2187,2292,2378,1421,12446,259,350,334,213,180,203,141,82,33,1794,28709,17733,17214,21230,23333,17302,12323,8675,3269,149796
12301,..,52,72,28,37,63,53,19,7,325,..,49,155,117,202,420,543,394,194,2069,96,89,62,24,33,26,31,7,10,383,8367,4632,4952,5404,5031,3708,2571,1240,398,36305,..,122,4132,7251,6828,4787,3279,1318,200,27926,..,544,2259,1220,965,525,163,40,0,5714,..,65,440,822,971,465,190,116,61,3132,16801,..,..,..,..,..,..,..,..,16801,..,4273,..,..,..,..,..,..,..,4273,..,3607,1598,347,208,102,14,0,0,5885,..,267,223,92,122,274,279,194,102,1563,..,184,183,86,69,31,24,8,0,581,..,107,210,107,87,115,103,47,14,787,..,97,372,361,478,705,779,543,247,3574,202,163,129,70,74,53,53,23,13,777,17003,9427,9544,10362,9800,7056,4891,2282,640,71010
12302,..,217,248,101,198,240,192,49,7,1250,..,177,509,452,624,1251,1661,1043,411,6118,243,202,220,118,88,100,106,57,38,1168,18012,10264,12881,12762,9827,9802,7499,3218,927,85192,..,408,9628,16285,11577,11676,8719,3259,429,61985,..,1280,3846,2306,1691,1119,497,116,16,10879,..,352,1520,2279,2314,1599,863,437,186,9545,36357,..,..,..,..,..,..,..,..,36357,..,9226,..,..,..,..,..,..,..,9226,..,6939,5305,1691,756,311,47,0,0,15053,..,1200,1038,483,529,909,928,552,247,5886,..,480,587,294,225,171,74,24,10,1852,..,457,681,376,476,511,396,125,22,3036,..,383,1220,1254,1587,2299,2582,1540,537,11401,489,414,478,260,201,193,177,74,38,2311,36843,21138,24294,25239,19345,18778,14281,6134,1479,167529
12303,..,29,34,19,24,46,34,16,4,209,..,20,69,77,117,296,334,311,120,1336,68,66,38,19,17,26,28,16,4,277,4552,2634,2689,2851,2926,2643,2114,1018,282,21707,..,64,2238,3597,3916,3452,2859,1194,206,17524,..,475,1305,768,686,443,184,62,9,3937,..,54,239,411,476,242,138,67,51,1686,9381,..,..,..,..,..,..,..,..,9381,..,2159,..,..,..,..,..,..,..,2159,..,2216,911,284,156,72,16,0,0,3661,..,145,70,60,85,148,218,158,73,961,..,132,122,58,68,36,35,15,0,464,..,53,89,42,71,92,77,33,7,467,..,63,203,232,327,540,592,469,174,2596,129,123,77,53,54,44,43,23,12,565,9514,5481,5257,5506,5856,5076,4156,2025,526,43398
12401,..,66,152,68,85,139,134,55,11,714,..,47,142,222,449,1000,1486,1106,398,4850,92,89,88,67,55,87,57,30,22,583,6440,3650,3472,4828,5470,5701,5255,2668,754,38230,..,81,2330,5385,6207,6400,5967,2581,454,29400,..,468,1762,1594,1478,1107,670,169,24,7271,..,48,256,717,1016,577,351,194,129,3287,12958,..,..,..,..,..,..,..,..,12958,..,3972,..,..,..,..,..,..,..,3972,..,2410,1265,474,313,159,41,0,0,4667,..,184,126,82,99,211,234,185,97,1215,..,182,172,84,66,51,32,5,0,604,..,176,348,170,200,273,284,121,23,1587,..,95,350,536,987,1752,2304,1540,552,8123,188,186,176,145,109,150,107,52,25,1139,13155,7796,6794,9187,10481,10682,9996,4842,1299,74229
12402,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8
12403,..,302,362,136,184,195,130,35,13,1361,..,283,756,554,783,1242,1431,1026,433,6503,202,227,170,94,72,73,89,34,21,973,15862,9731,11902,11421,9644,8121,6333,2920,914,76851,..,346,8594,14012,11385,9466,7373,2973,474,54619,..,1942,5348,2751,1780,1056,386,106,12,13387,..,275,1333,1938,2085,1167,605,342,177,7926,32343,..,..,..,..,..,..,..,..,32343,..,7614,..,..,..,..,..,..,..,7614,..,6676,3471,1110,607,263,54,0,0,12182,..,878,703,322,369,607,762,415,202,4252,..,488,461,220,166,137,65,24,5,1560,..,603,864,358,428,447,265,80,21,3069,..,534,1632,1498,1799,2267,2275,1510,585,12102,388,401,353,215,177,150,132,61,22,1897,32732,19767,22748,22419,18795,15556,11926,5513,1496,150948
12404,..,67,99,35,40,45,45,16,9,357,..,44,127,116,187,358,469,385,170,1855,58,70,47,26,21,20,13,17,4,271,3178,2128,2632,2123,2302,2121,1681,1004,307,17495,..,94,1919,2264,2420,2384,1853,947,153,12036,..,381,1283,599,503,340,119,46,0,3271,..,44,314,442,556,338,146,100,55,1985,6433,..,..,..,..,..,..,..,..,6433,..,1529,..,..,..,..,..,..,..,1529,..,1739,820,241,173,90,13,0,0,3074,..,158,111,55,77,134,155,109,56,856,..,117,142,43,42,50,24,5,0,429,..,118,230,82,100,126,87,36,4,784,..,101,307,301,437,708,738,548,229,3370,106,112,110,64,55,48,40,23,3,563,6537,4387,5241,4097,4351,4214,3170,1822,512,34340
12405,..,59,72,60,70,98,65,14,0,432,..,93,185,152,204,416,410,293,109,1841,90,65,65,42,40,27,27,13,11,373,5397,3272,4088,3695,3211,3364,2237,937,313,26516,..,133,2698,4187,3591,3873,2739,915,125,18262,..,533,1498,871,702,484,145,42,6,4270,..,106,600,738,754,529,293,167,86,3283,11050,..,..,..,..,..,..,..,..,11050,..,2697,..,..,..,..,..,..,..,2697,..,2335,1832,534,287,121,23,3,0,5135,..,347,317,136,193,312,288,180,95,1863,..,158,199,110,80,58,26,9,4,645,..,144,226,163,185,224,164,43,7,1137,..,142,460,502,599,872,713,446,149,3874,173,144,162,96,82,58,33,15,10,776,11222,6731,7978,7334,6465,6538,4430,1813,484,52998
12501,..,665,876,242,169,154,69,19,7,2207,..,197,876,510,341,549,536,334,165,3507,77,99,143,59,56,65,58,23,19,588,7697,6032,10986,6903,4985,4760,3048,1313,494,46233,..,759,9039,9023,6069,5732,3726,1533,291,36180,..,672,3093,1106,499,337,146,39,8,5886,..,39,331,686,890,779,381,197,137,3440,15602,..,..,..,..,..,..,..,..,15602,..,4595,..,..,..,..,..,..,..,4595,..,2166,2815,802,409,176,28,0,0,6397,..,928,981,333,298,504,396,248,149,3827,..,1100,1763,586,390,220,64,18,3,4148,..,2010,3515,1167,717,467,183,39,9,8116,..,400,1881,1255,855,1093,920,501,251,7155,148,210,311,152,136,104,107,31,18,1225,15750,12877,23728,15108,10266,9417,5952,2595,860,96564
12502,..,96,177,64,57,94,45,26,11,568,..,68,225,195,269,485,544,451,279,2514,48,72,81,36,25,57,45,32,11,408,6681,3809,4443,5713,4892,4460,3137,1766,670,35563,..,84,3436,8113,6428,5793,4100,2061,502,30522,..,291,1291,776,490,346,125,44,3,3364,..,19,206,623,888,634,256,190,140,2955,13926,..,..,..,..,..,..,..,..,13926,..,4792,..,..,..,..,..,..,..,4792,..,2084,2146,528,375,175,36,0,0,5355,..,267,278,143,142,365,384,252,150,1969,..,150,269,159,119,93,37,16,5,839,..,231,518,205,153,191,126,42,15,1487,..,130,507,501,614,966,927,680,385,4709,93,115,172,79,67,96,65,44,15,746,14021,8171,8821,11127,9275,8651,6047,3324,1217,70662
12503,..,327,410,149,141,196,122,35,10,1396,..,164,453,456,591,989,1195,958,530,5341,117,110,143,89,87,73,98,74,41,838,15581,9993,11732,10250,8860,7958,5772,3134,1261,74540,..,888,10072,13191,10931,9496,6872,3278,671,55399,..,454,1700,1074,832,627,265,81,18,5054,..,133,860,1577,1842,1395,723,503,325,7355,31613,..,..,..,..,..,..,..,..,31613,..,9817,..,..,..,..,..,..,..,9817,..,6210,5984,1699,972,442,94,4,0,15408,..,1093,1167,505,547,793,773,513,303,5692,..,642,1003,459,307,240,94,28,5,2778,..,1178,1987,813,507,499,299,94,24,5398,..,352,1133,1271,1422,2028,2085,1438,751,10467,224,237,306,246,207,161,156,102,65,1710,31841,21008,24219,20833,17564,15676,11354,6051,2150,150688
12504,..,727,1077,224,155,147,89,40,5,2464,..,284,1025,798,769,1034,1206,1008,524,6644,89,150,180,89,78,85,83,50,34,838,13528,7251,14339,12692,7499,6327,4936,2935,1082,70589,..,537,13377,19976,9503,7185,5433,2945,637,59597,..,765,3057,1522,968,551,260,76,16,7205,..,65,403,1117,1323,1023,502,353,201,4980,27383,..,..,..,..,..,..,..,..,27383,..,6605,..,..,..,..,..,..,..,6605,..,2835,2939,916,602,277,59,4,0,7624,..,942,1263,359,279,557,573,383,204,4556,..,692,1234,328,143,120,49,11,0,2576,..,1996,4026,966,493,405,249,90,21,8241,..,552,2315,1943,1697,1991,1944,1429,709,12579,203,299,369,207,162,139,135,73,41,1636,27588,15294,28978,27334,15163,12244,9198,5361,1824,142986
12601,..,159,258,68,31,43,36,7,0,601,..,69,216,167,140,278,377,400,273,1930,31,64,59,30,22,25,28,13,3,280,5108,3202,3431,4284,3615,3287,2503,1413,589,27437,..,68,2486,6305,5383,4710,3551,1642,435,24581,..,202,1016,420,342,220,134,36,3,2373,..,7,64,360,569,390,155,104,80,1737,10126,..,..,..,..,..,..,..,..,10126,..,3977,..,..,..,..,..,..,..,3977,..,1236,1403,310,179,91,17,0,0,3243,..,213,182,57,61,188,268,187,118,1276,..,123,273,98,47,52,27,8,4,625,..,324,636,170,86,107,65,19,10,1406,..,147,425,379,303,465,562,544,365,3186,62,99,102,55,54,47,38,20,10,488,10191,6387,6592,8151,7023,6270,4814,2565,1020,53019
