SA3_CODE_2021,P_Y8b_15_19_yrs,P_Y8b_20_24_yrs,P_Y8b_25_34_yrs,P_Y8b_35_44_yrs,P_Y8b_45_54_yrs,P_Y8b_55_64_yrs,P_Y8b_65_74_yrs,P_Y8b_75_84_yrs,P_Y8b_85ov,P_Y8b_Tot,P_DNGTS_15_19,P_DNGTS_20_24,P_DNGTS_25_34,P_DNGTS_35_44,P_DNGTS_45_54,P_DNGTS_55_64,P_DNGTS_65_74,P_DNGTS_75_84,P_DNGTS_85_ov,P_DNGTS_Tot,P_Hghst_yr_schl_ns_15_19_yrs,P_Hghst_yr_schl_ns_20_24_yrs,P_Hghst_yr_schl_ns_25_34_yrs,P_Hghst_yr_schl_ns_35_44_yrs,P_Hghst_yr_schl_ns_45_54_yrs,P_Hghst_yr_schl_ns_55_64_yrs,P_Hghst_yr_schl_ns_65_74_yrs,P_Hghst_yr_schl_ns_75_84_yrs,P_Hghst_yr_schl_ns_85_yrs_ovr,P_Hghst_yr_schl_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
12001,3,6,18,35,58,175,547,844,591,2282,0,8,70,42,46,66,134,214,152,742,112,251,718,525,362,354,412,397,421,3544,1495,4735,13899,13354,11581,10139,8011,4711,2206,70133
12002,0,5,8,20,35,81,203,255,180,784,0,0,9,12,19,21,34,59,48,201,83,121,387,402,329,280,277,256,182,2311,864,2548,8025,9673,8959,6502,4991,2371,827,44768
12003,10,26,145,178,272,501,1149,1665,1002,4956,9,81,325,175,197,264,392,475,429,2359,241,940,2212,1178,763,728,756,679,693,8177,2857,15105,35169,23414,18753,16905,11949,7301,3965,135425
12101,4,10,32,41,73,126,305,362,252,1202,0,6,72,77,61,78,113,118,90,608,141,188,754,753,476,370,454,376,378,3892,1989,6047,16699,20254,16288,12273,9694,5465,2698,91409
12102,3,3,32,29,83,145,256,232,181,965,0,3,55,70,76,83,84,76,40,481,91,133,307,393,316,209,296,288,316,2355,1826,4707,9601,14344,12622,9931,7545,4414,1860,66846
12103,3,7,12,22,42,86,205,216,193,777,0,7,36,65,52,67,73,51,59,414,158,154,275,361,384,364,405,458,498,3050,2801,6974,9352,16471,18866,15262,11729,8164,4143,93758
12104,5,0,24,32,20,39,99,115,96,433,0,6,24,17,27,36,40,26,32,194,126,166,694,621,470,480,447,475,303,3782,1301,4556,16661,15363,12797,11006,9395,6035,2131,79242
12201,3,3,3,6,9,21,51,86,83,257,0,0,4,4,4,7,4,14,4,51,61,82,274,245,200,181,130,133,83,1385,794,2026,6021,6420,6488,5324,3555,2307,891,33830
12202,10,5,6,19,19,59,122,166,127,525,3,3,4,7,20,19,12,24,27,120,133,109,199,270,308,300,325,460,430,2544,1477,3178,4874,7057,9357,9152,7606,4829,1863,49391
12203,8,17,52,113,136,259,519,657,445,2211,5,8,47,99,139,113,122,120,107,757,205,243,750,700,687,546,601,686,669,5089,3440,8517,17969,22005,24142,17994,13036,9353,4478,120931
12301,9,9,52,67,113,261,405,316,189,1421,0,4,27,29,37,42,42,42,26,246,105,140,326,320,243,212,215,240,195,1989,2283,4505,9850,10665,10047,7243,5111,2535,991,53223
12302,39,50,228,352,559,1056,1415,935,374,5002,14,26,126,150,218,344,329,227,102,1544,627,691,1627,1639,1180,1070,1052,907,454,9251,4971,11361,25750,26778,20437,19642,14925,6755,1979,132595
12303,16,12,40,44,77,197,350,259,108,1100,0,3,15,8,17,16,23,21,14,109,154,110,262,296,295,235,281,282,213,2125,1534,2649,5548,5785,6155,5321,4395,2220,710,34323
12401,16,6,37,48,84,148,302,253,184,1086,6,3,23,25,23,21,23,11,12,153,137,92,258,314,349,338,379,396,255,2516,1743,3421,7115,9572,10930,11161,10473,5231,1756,61397
12402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8
12403,48,33,167,204,347,708,1244,832,355,3949,12,15,59,87,118,123,154,125,66,751,426,581,1348,1193,915,761,749,758,533,7278,4648,10875,24103,23586,19690,16229,12491,6085,2024,119724
12404,16,13,53,45,87,247,383,268,176,1290,0,5,15,11,8,21,34,42,21,155,150,258,669,604,402,289,275,288,223,3162,1191,2544,5957,4697,4772,4501,3401,2096,829,29980
12405,8,20,87,118,197,376,574,367,159,1901,0,8,47,72,79,88,92,72,27,489,261,291,708,587,485,395,362,231,162,3484,1660,3714,8605,7874,6899,6845,4668,1929,628,42819
12501,8,61,346,471,657,818,865,593,233,4047,8,80,529,484,563,629,497,323,174,3299,246,834,2340,1526,930,707,480,275,184,7522,1928,9432,25555,16404,11001,9935,6282,2810,1088,84445
12502,7,8,55,92,144,235,386,340,181,1445,3,3,50,61,68,179,153,113,75,713,141,168,524,504,362,380,326,280,191,2872,1616,4346,9361,11604,9650,8966,6296,3566,1471,56875
12503,19,87,512,853,1046,1390,1736,1398,693,7731,21,106,614,756,856,1023,873,647,338,5229,810,1112,2711,2306,1628,1326,1042,816,592,12335,4766,12169,26353,22783,18874,16665,12111,6665,2846,123239
12504,9,19,135,188,296,446,783,736,432,3051,3,44,193,182,166,234,243,222,145,1431,284,708,2226,1699,866,761,647,551,414,8155,2595,9894,30904,28900,15966,12896,9724,5920,2450,119247
12601,0,7,11,9,34,74,138,120,100,492,0,11,41,37,44,51,67,50,44,352,57,99,287,271,171,169,181,165,132,1538,1078,3328,6839,8386,7203,6442,4979,2726,1208,42200
12602,10,14,52,107,139,358,726,801,596,2799,7,22,158,133,113,196,196,223,178,1232,190,395,1222,981,657,670,596,621,764,6105,2783,9611,25490,23571,17695,16246,12415,7037,3919,118770
12701,30,46,222,474,690,1092,1430,876,304,5174,10,44,199,307,500,834,707,418,212,3228,459,488,1092,1124,829,816,614,408,193,6025,4337,9494,22208,21662,16884,14184,8858,3905,1176,102710
12702,61,182,836,1585,2205,3313,3389,2428,1190,15192,22,177,892,1131,2057,3265,2614,1638,1017,12814,730,704,1580,1566,1546,1648,1377,1032,632,10819,5806,13597,25027,23198,25494,26371,19133,9575,4048,152231
12703,44,45,260,459,591,880,1195,1038,544,5043,14,63,313,375,406,577,518,379,182,2826,504,639,1602,1477,991,915,753,659,469,8006,3922,9346,20593,20432,16941,14001,9159,4968,1964,101331
12801,9,3,35,51,92,197,489,572,426,1873,0,10,31,31,40,58,79,91,56,394,185,197,632,605,577,454,509,568,594,4337,2754,6571,14190,15202,16171,14805,11892,7644,3879,93118
12802,13,6,20,44,81,158,421,490,349,1582,3,7,14,37,30,38,64,77,39,319,124,132,331,375,343,325,368,478,533,3002,2870,6336,12149,15286,15629,13647,10962,6184,2542,85615
19797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19999,12,7,37,52,60,50,73,33,0,318,0,3,9,15,7,14,10,5,4,75,176,272,752,787,651,467,208,66,18,3408,409,824,2186,1856,1677,1649,1055,277,49,9981
