SA3_CODE_2021,F_Tot_LF_15_19,F_Tot_LF_20_24,F_Tot_LF_25_34,F_Tot_LF_35_44,F_Tot_LF_45_54,F_Tot_LF_55_64,F_Tot_LF_65_74,F_Tot_LF_75_84,F_Tot_LF_85ov,F_Tot_LF_Tot,F_Not_in_LF_15_19,F_Not_in_LF_20_24,F_Not_in_LF_25_34,F_Not_in_LF_35_44,F_Not_in_LF_45_54,F_Not_in_LF_55_64,F_Not_in_LF_65_74,F_Not_in_LF_75_84,F_Not_in_LF_85ov,F_Not_in_LF_Tot,F_LFS_NS_15_19,F_LFS_NS_20_24,F_LFS_NS_25_34,F_LFS_NS_35_44,F_LFS_NS_45_54,F_LFS_NS_55_64,F_LFS_NS_65_74,F_LFS_NS_75_84,F_LFS_NS_85ov,F_LFS_NS_Tot,F_Tot_15_19,F_Tot_20_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Emp_FullT_15_19,P_Emp_FullT_20_24,P_Emp_FullT_25_34,P_Emp_FullT_35_44,P_Emp_FullT_45_54,P_Emp_FullT_55_64,P_Emp_FullT_65_74,P_Emp_FullT_75_84,P_Emp_FullT_85ov,P_Emp_FullT_Tot,P_Emp_PartT_15_19,P_Emp_PartT_20_24,P_Emp_PartT_25_34,P_Emp_PartT_35_44,P_Emp_PartT_45_54,P_Emp_PartT_55_64,P_Emp_PartT_65_74,P_Emp_PartT_75_84,P_Emp_PartT_85ov,P_Emp_PartT_Tot,P_Emp_awy_f_wrk_15_19,P_Emp_awy_f_wrk_20_24,P_Emp_awy_f_wrk_25_34,P_Emp_awy_f_wrk_35_44,P_Emp_awy_f_wrk_45_54,P_Emp_awy_f_wrk_55_64,P_Emp_awy_f_wrk_65_74,P_Emp_awy_f_wrk_75_84,P_Emp_awy_f_wrk_85ov,P_Emp_awy_f_wrk_Tot,P_Hours_wkd_NS_15_19,P_Hours_wkd_NS_20_24,P_Hours_wkd_NS_25_34,P_Hours_wkd_NS_35_44,P_Hours_wkd_NS_45_54,P_Hours_wkd_NS_55_64,P_Hours_wkd_NS_65_74,P_Hours_wkd_NS_75_84,P_Hours_wkd_NS_85ov,P_Hours_wkd_NS_Tot,P_Tot_Emp_15_19,P_Tot_Emp_20_24,P_Tot_Emp_25_34,P_Tot_Emp_35_44,P_Tot_Emp_45_54,P_Tot_Emp_55_64,P_Tot_Emp_65_74,P_Tot_Emp_75_84,P_Tot_Emp_85ov,P_Tot_Emp_Tot,P_Unem_look_FTW_15_19,P_Unem_look_FTW_20_24,P_Unem_look_FTW_25_34,P_Unem_look_FTW_35_44,P_Unem_look_FTW_45_54,P_Unem_look_FTW_55_64,P_Unem_look_FTW_65_74,P_Unem_look_FTW_75_84,P_Unem_look_FTW_85ov,P_Unem_look_FTW_Tot,P_Unem_look_PTW_15_19,P_Unem_look_PTW_20_24,P_Unem_look_PTW_25_34,P_Unem_look_PTW_35_44,P_Unem_look_PTW_45_54,P_Unem_look_PTW_55_64,P_Unem_look_PTW_65_74,P_Unem_look_PTW_75_84,P_Unem_look_PTW_85ov,P_Unem_look_PTW_Tot,P_Tot_Unemp_15_19,P_Tot_Unemp_20_24,P_Tot_Unemp_25_34,P_Tot_Unemp_35_44,P_Tot_Unemp_45_54,P_Tot_Unemp_55_64,P_Tot_Unemp_65_74,P_Tot_Unemp_75_84,P_Tot_Unemp_85ov,P_Tot_Unemp_Tot,P_Tot_LF_15_19,P_Tot_LF_20_24,P_Tot_LF_25_34,P_Tot_LF_35_44,P_Tot_LF_45_54,P_Tot_LF_55_64,P_Tot_LF_65_74,P_Tot_LF_75_84,P_Tot_LF_85ov,P_Tot_LF_Tot,P_Not_in_LF_15_19,P_Not_in_LF_20_24,P_Not_in_LF_25_34,P_Not_in_LF_35_44,P_Not_in_LF_45_54,P_Not_in_LF_55_64,P_Not_in_LF_65_74,P_Not_in_LF_75_84,P_Not_in_LF_85ov,P_Not_in_LF_Tot,P_LFS_NS_15_19,P_LFS_NS_20_24,P_LFS_NS_25_34,P_LFS_NS_35_44,P_LFS_NS_45_54,P_LFS_NS_55_64,P_LFS_NS_65_74,P_LFS_NS_75_84,P_LFS_NS_85ov,P_LFS_NS_Tot,P_Tot_15_19,P_Tot_20_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
10102,1027,1410,4034,3986,4010,2559,561,55,6,17648,585,169,561,439,542,1261,1956,1190,407,7112,62,81,252,215,183,203,149,91,49,1290,1679,1668,4850,4642,4736,4019,2665,1337,464,26046,448,1748,5605,5790,6098,3622,689,64,0,24065,1320,963,1677,1671,1451,1477,629,105,9,9312,100,88,488,345,289,278,72,6,0,1664,30,59,126,121,79,59,21,6,0,503,1904,2862,7896,7930,7914,5430,1410,182,11,35548,46,74,157,125,127,99,21,5,0,638,142,54,85,49,58,59,40,0,0,481,190,120,240,176,180,156,62,4,0,1120,2087,2986,8137,8107,8093,5590,1469,191,11,36668,1289,307,818,662,924,2231,3658,2197,686,12784,138,165,552,442,396,452,309,163,82,2702,3517,3457,9502,9210,9411,8276,5446,2548,784,52153
10103,334,435,997,928,1147,991,281,56,0,5178,187,55,164,161,174,389,745,545,239,2653,47,43,115,74,97,95,83,51,31,643,560,534,1279,1162,1427,1474,1113,649,274,8471,153,448,1237,1212,1536,1279,314,71,4,6255,411,377,726,499,623,645,327,71,10,3695,43,27,99,56,81,98,28,12,0,442,16,22,49,19,26,23,12,9,0,185,629,872,2110,1790,2268,2034,680,164,16,10569,9,18,37,24,30,45,3,0,0,163,27,13,18,19,18,24,10,4,0,140,35,39,54,42,48,67,13,4,0,306,668,913,2164,1834,2317,2102,693,162,16,10874,403,121,306,322,363,740,1485,1037,410,5176,80,88,234,172,199,194,185,117,46,1315,1151,1122,2702,2325,2878,3034,2362,1311,474,17367
10104,983,917,2379,2790,3619,3770,1052,106,9,15615,584,230,577,567,843,2870,5540,3211,1301,15729,143,103,233,267,315,424,382,302,229,2396,1715,1245,3188,3624,4776,7055,6970,3621,1535,33732,446,961,2620,3068,3907,3293,761,97,9,15163,1244,766,1609,1846,2357,3254,1364,165,12,12633,123,81,281,253,314,448,174,22,5,1697,66,48,127,119,136,116,44,22,8,670,1885,1856,4636,5289,6709,7117,2340,296,31,30166,56,72,117,92,149,125,23,0,0,634,107,67,88,56,70,131,45,5,0,564,162,137,204,146,221,255,70,5,0,1198,2047,1992,4848,5436,6930,7371,2410,301,31,31359,1319,416,897,976,1540,5097,10832,6251,2189,29529,297,223,478,497,657,855,832,560,365,4767,3666,2636,6219,6911,9128,13323,14074,7112,2586,65655
10105,581,696,1703,1689,1839,1635,464,53,9,8668,355,146,399,341,435,903,1774,1197,555,6102,66,53,153,160,134,155,161,113,64,1043,1003,891,2249,2189,2404,2689,2403,1369,623,15818,335,864,2197,2216,2338,2018,485,87,8,10544,648,441,907,880,942,1116,514,90,9,5553,60,67,200,125,145,194,72,10,4,875,30,38,82,58,63,45,28,9,3,349,1068,1407,3383,3289,3483,3375,1096,203,27,17320,44,60,86,50,90,83,4,0,0,426,71,42,52,46,51,44,14,0,0,312,113,102,140,94,141,119,21,4,0,738,1183,1506,3521,3386,3622,3498,1118,202,21,18056,783,328,772,651,872,1623,3281,2240,898,11444,150,115,308,293,293,339,326,198,111,2133,2119,1944,4603,4324,4786,5458,4723,2637,1034,31629
10106,640,661,1456,1870,2140,1604,541,99,15,9018,449,146,359,331,420,827,1668,1063,486,5748,47,59,121,143,132,169,159,124,55,1006,1137,868,1932,2346,2693,2597,2368,1284,554,15773,350,798,1891,2335,2891,1994,587,115,16,10968,712,399,743,966,1045,1098,549,141,17,5658,77,55,178,151,151,149,63,16,6,853,39,24,77,56,43,51,32,19,3,344,1175,1270,2884,3514,4133,3288,1231,283,44,17820,27,59,61,67,79,55,6,0,0,354,97,26,30,29,39,51,17,0,0,292,125,87,94,93,116,106,22,0,0,649,1301,1358,2978,3606,4244,3390,1255,283,44,18467,912,244,491,476,689,1522,3095,2031,769,10227,117,115,255,269,310,368,305,235,90,2064,2329,1719,3720,4355,5242,5281,4660,2550,902,30759
10201,2896,3507,7149,8770,9360,7513,1799,212,21,41226,1876,784,1669,2054,2191,4528,9208,6459,2905,31674,173,194,446,493,436,467,554,642,719,4122,4944,4487,9269,11318,11985,12504,11558,7307,3646,77025,795,2695,8080,10074,11211,7710,1408,106,10,42096,3169,2783,4033,5397,5408,5255,2054,339,23,28453,1000,1027,1608,1441,1278,1303,452,60,10,8177,84,117,277,229,225,133,45,29,10,1149,5047,6621,13997,17145,18124,14403,3957,533,49,79875,159,275,425,334,420,353,33,4,5,2006,473,184,172,209,188,244,89,12,0,1568,629,461,596,547,605,594,120,16,9,3578,5680,7086,14592,17692,18731,14992,4077,549,55,83454,4161,1588,2751,3102,3686,7757,16368,11998,4649,56055,389,405,966,931,932,955,1014,1056,1066,7726,10231,9075,18308,21730,23351,23708,21460,13606,5769,147240
10202,2741,3423,7439,7577,7989,6128,1305,103,8,36711,1832,952,2238,2040,2354,4502,8360,5726,2299,30303,243,243,559,511,465,457,575,711,667,4419,4812,4614,10239,10130,10803,11088,10237,6544,2972,71437,968,2955,8117,8635,9131,6340,990,59,0,37196,2749,2495,4347,4571,4498,4294,1348,157,8,24469,975,995,1808,1359,1288,1207,371,41,3,8044,85,132,331,251,231,134,50,25,8,1248,4776,6573,14601,14812,15144,11975,2773,284,18,70958,257,383,487,341,404,317,44,0,0,2236,544,206,227,200,195,224,45,5,0,1644,805,592,716,538,595,545,85,5,0,3883,5581,7168,15319,15351,15740,12523,2853,285,28,74843,3968,1749,3380,3195,4061,7730,15316,10608,3780,53791,504,494,1119,1074,1033,919,1058,1201,972,8372,10045,9408,19816,19628,20839,21178,19226,12096,4781,137009
10301,890,1190,2336,2218,2451,1952,558,67,8,11670,554,188,511,393,492,1006,1951,1334,655,7087,70,93,158,156,178,140,167,123,85,1167,1509,1468,3005,2766,3118,3100,2681,1524,742,19929,392,1199,3025,3006,3336,2402,585,61,0,14001,1066,894,1265,1140,1150,1200,615,120,8,7467,94,102,254,151,156,211,87,10,4,1074,35,57,86,61,47,45,14,10,0,368,1589,2250,4631,4359,4682,3864,1304,208,18,22900,57,93,111,88,94,79,3,0,0,526,119,73,65,50,45,49,15,4,0,421,182,168,175,136,138,133,18,4,0,953,1777,2416,4808,4489,4822,3990,1320,212,17,23853,1226,524,1096,899,961,1846,3689,2512,1024,13775,161,194,324,349,335,326,336,234,121,2379,3169,3134,6227,5738,6121,6162,5343,2957,1156,40011
10302,783,940,2142,2147,2459,2165,717,135,27,11521,559,245,539,498,578,1266,2431,1862,939,8919,130,112,258,256,249,274,231,231,113,1859,1478,1302,2937,2904,3291,3702,3377,2228,1076,22296,499,1237,2777,2833,3205,2797,916,174,19,14461,863,534,1178,1133,1254,1470,734,194,37,7391,59,62,225,144,139,197,88,29,3,950,60,41,85,91,80,75,49,28,10,504,1481,1869,4264,4201,4673,4535,1788,423,72,23302,59,97,134,119,112,105,18,0,0,653,84,63,78,62,62,77,23,4,0,448,144,155,214,184,176,178,39,4,4,1103,1626,2027,4479,4378,4846,4712,1828,430,74,24405,1225,387,767,777,1052,2236,4579,3461,1487,15977,265,255,517,530,541,610,524,425,191,3859,3118,2675,5763,5694,6437,7563,6926,4311,1757,44247
10303,647,738,1965,1939,2256,1954,492,87,12,10088,483,176,516,493,607,1246,2251,1571,650,7996,66,74,187,182,213,224,204,188,77,1412,1201,986,2663,2613,3080,3421,2947,1842,741,19493,400,938,2426,2361,2837,2234,520,93,12,11817,681,466,1083,1212,1256,1382,554,131,15,6779,101,88,319,183,189,248,71,16,0,1209,34,45,83,82,88,57,32,22,7,441,1210,1532,3908,3845,4358,3928,1174,264,29,20246,59,62,128,119,125,94,15,0,0,599,88,38,52,44,57,83,14,4,0,381,145,99,179,158,178,179,24,4,0,979,1363,1633,4086,4003,4535,4103,1201,267,29,21225,1077,358,868,824,1107,2297,4398,2992,1020,14944,172,159,395,412,451,473,441,350,123,2975,2613,2149,5353,5237,6090,6873,6035,3604,1178,39139
