SA3_CODE_2021,MSEO_SEO,MSEO_UOLSE_VWorW,MSEO_UOLSE_NWorNAA,MSEO_UOLSE_Tot,MSEO_NS,MSEO_Tot,MOL_Afrikaans_SEO,MOL_Afrikaans_UOLSE_VWorW,MOL_Afrikaans_UOLSE_NWorNAA,MOL_Afrikaans_UOLSE_Tot,MOL_Afrikaans_NS,MOL_Afrikaans_Tot,MOL_Arabic_SEO,MOL_Arabic_UOLSE_VWorW,MOL_Arabic_UOLSE_NWorNAA,MOL_Arabic_UOLSE_Tot,MOL_Arabic_NS,MOL_Arabic_Tot,MOL_AIndLng_SEO,MOL_AIndLng_UOLSE_VWorW,MOL_AIndLng_UOLSE_NWorNAA,MOL_AIndLng_UOLSE_Tot,MOL_AIndLng_NS,MOL_AIndLng_Tot,MOL_CL_Canton_SEO,MOL_CL_Canton_UOLSE_VWorW,MOL_CL_Canton_UOLSE_NWorNAA,MOL_CL_Canton_UOLSE_Tot,MOL_CL_Canton_NS,MOL_CL_Canton_Tot,MOL_CL_Mandarin_SEO,MOL_CL_Mandarin_UOLSE_VWorW,MOL_CL_Mandarin_UOLSE_NWorNAA,MOL_CL_Mandarin_UOLSE_Tot,MOL_CL_Mandarin_NS,MOL_CL_Mandarin_Tot,MOL_CL_Oth_SEO,MOL_CL_Oth_UOLSE_VWorW,MOL_CL_Oth_UOLSE_NWorNAA,MOL_CL_Oth_UOLSE_Tot,MOL_CL_Oth_NS,MOL_CL_Oth_Tot,MOL_CL_Tot_SEO,MOL_CL_Tot_UOLSE_VWorW,MOL_CL_Tot_UOLSE_NWorNAA,MOL_CL_Tot_UOLSE_Tot,MOL_CL_Tot_NS,MOL_CL_Tot_Tot,MOL_Croatian_SEO,MOL_Croatian_UOLSE_VWorW,MOL_Croatian_UOLSE_NWorNAA,MOL_Croatian_UOLSE_Tot,MOL_Croatian_NS,MOL_Croatian_Tot,MOL_French_SEO,MOL_French_UOLSE_VWorW,MOL_French_UOLSE_NWorNAA,MOL_French_UOLSE_Tot,MOL_French_NS,MOL_French_Tot,MOL_German_SEO,MOL_German_UOLSE_VWorW,MOL_German_UOLSE_NWorNAA,MOL_German_UOLSE_Tot,MOL_German_NS,MOL_German_Tot,MOL_Greek_SEO,MOL_Greek_UOLSE_VWorW,MOL_Greek_UOLSE_NWorNAA,MOL_Greek_UOLSE_Tot,MOL_Greek_NS,MOL_Greek_Tot,MOL_IAL_Bengali_SEO,MOL_IAL_Bengali_UOLSE_VWorW,MOL_IAL_Bengali_UOLSE_NWorNAA,MOL_IAL_Bengali_UOLSE_Tot,MOL_IAL_Bengali_NS,MOL_IAL_Bengali_Tot,MOL_IAL_Guj_SEO,MOL_IAL_Guj_UOLSE_VWorW,MOL_IAL_Guj_UOLSE_NWorNAA,MOL_IAL_Guj_UOLSE_Tot,MOL_IAL_Guj_NS,MOL_IAL_Guj_Tot,MOL_IAL_Hindi_SEO,MOL_IAL_Hindi_UOLSE_VWorW,MOL_IAL_Hindi_UOLSE_NWorNAA,MOL_IAL_Hindi_UOLSE_Tot,MOL_IAL_Hindi_NS,MOL_IAL_Hindi_Tot,MOL_IAL_Nepali_SEO,MOL_IAL_Nepali_UOLSE_VWorW,MOL_IAL_Nepali_UOLSE_NWorNAA,MOL_IAL_Nepali_UOLSE_Tot,MOL_IAL_Nepali_NS,MOL_IAL_Nepali_Tot,MOL_IAL_Punjabi_SEO,MOL_IAL_Punjabi_UOLSE_VWorW,MOL_IAL_Punjabi_UOLSE_NWorNAA,MOL_IAL_Punjabi_UOLSE_Tot,MOL_IAL_Punjabi_NS,MOL_IAL_Punjabi_Tot,MOL_IAL_Sinhal_SEO,MOL_IAL_Sinhal_UOLSE_VWorW,MOL_IAL_Sinhal_UOLSE_NWorNAA,MOL_IAL_Sinhal_UOLSE_Tot,MOL_IAL_Sinhal_NS,MOL_IAL_Sinhal_Tot,MOL_IAL_Urdu_SEO,MOL_IAL_Urdu_UOLSE_VWorW,MOL_IAL_Urdu_UOLSE_NWorNAA,MOL_IAL_Urdu_UOLSE_Tot,MOL_IAL_Urdu_NS,MOL_IAL_Urdu_Tot,MOL_IAL_Oth_SEO,MOL_IAL_Oth_UOLSE_VWorW,MOL_IAL_Oth_UOLSE_NWorNAA,MOL_IAL_Oth_UOLSE_Tot,MOL_IAL_Oth_NS,MOL_IAL_Oth_Tot,MOL_IAL_Tot_SEO,MOL_IAL_Tot_UOLSE_VWorW,MOL_IAL_Tot_UOLSE_NWorNAA,MOL_IAL_Tot_UOLSE_Tot,MOL_IAL_Tot_NS,MOL_IAL_Tot_Tot,MOL_Italian_SEO,MOL_Italian_UOLSE_VWorW,MOL_Italian_UOLSE_NWorNAA,MOL_Italian_UOLSE_Tot,MOL_Italian_NS,MOL_Italian_Tot,MOL_Japan_SEO,MOL_Japan_UOLSE_VWorW,MOL_Japan_UOLSE_NWorNAA,MOL_Japan_UOLSE_Tot,MOL_Japan_NS,MOL_Japan_Tot,MOL_Khmer_SEO,MOL_Khmer_UOLSE_VWorW,MOL_Khmer_UOLSE_NWorNAA,MOL_Khmer_UOLSE_Tot,MOL_Khmer_NS,MOL_Khmer_Tot,MOL_Korean_SEO,MOL_Korean_UOLSE_VWorW,MOL_Korean_UOLSE_NWorNAA,MOL_Korean_UOLSE_Tot,MOL_Korean_NS,MOL_Korean_Tot,MOL_Macedon_SEO,MOL_Macedon_UOLSE_VWorW,MOL_Macedon_UOLSE_NWorNAA,MOL_Macedon_UOLSE_Tot,MOL_Macedon_NS,MOL_Macedon_Tot,MOL_Malayalam_SEO,MOL_Malayalam_UOLSE_VWorW,MOL_Malayalam_UOLSE_NWorNAA,MOL_Malayalam_UOLSE_Tot,MOL_Malayalam_NS,MOL_Malayalam_Tot,MOL_Persian_ED_SEO,MOL_Persian_ED_UOLSE_VWorW,MOL_Persian_ED_UOLSE_NWorNAA,MOL_Persian_ED_UOLSE_Tot,MOL_Persian_ED_NS,MOL_Persian_ED_Tot,MOL_Polish_SEO,MOL_Polish_UOLSE_VWorW,MOL_Polish_UOLSE_NWorNAA,MOL_Polish_UOLSE_Tot,MOL_Polish_NS,MOL_Polish_Tot,MOL_Portuguese_SEO,MOL_Portuguese_UOLSE_VWorW,MOL_Portuguese_UOLSE_NWorNAA,MOL_Portuguese_UOLSE_Tot,MOL_Portuguese_NS,MOL_Portuguese_Tot,MOL_Russian_SEO,MOL_Russian_UOLSE_VWorW,MOL_Russian_UOLSE_NWorNAA,MOL_Russian_UOLSE_Tot,MOL_Russian_NS,MOL_Russian_Tot,MOL_Samoan_SEO,MOL_Samoan_UOLSE_VWorW,MOL_Samoan_UOLSE_NWorNAA,MOL_Samoan_UOLSE_Tot,MOL_Samoan_NS,MOL_Samoan_Tot,MOL_Serbian_SEO,MOL_Serbian_UOLSE_VWorW,MOL_Serbian_UOLSE_NWorNAA,MOL_Serbian_UOLSE_Tot,MOL_Serbian_NS,MOL_Serbian_Tot,MOL_SAL_Filipin_SEO,MOL_SAL_Filipin_UOLSE_VWorW
11004,36184,..,..,..,..,36184,..,42,5,49,0,49,..,47,3,51,0,54,..,118,4,123,5,129,..,41,15,53,0,56,..,114,146,259,0,260,..,0,0,3,0,3,..,151,162,316,5,320,..,4,0,4,0,4,..,25,0,25,0,24,..,31,0,28,0,31,..,22,0,22,0,21,..,23,0,26,0,26,..,27,0,29,0,29,..,43,3,46,0,46,..,108,4,114,0,113,..,124,10,130,6,132,..,6,0,8,0,8,..,52,0,52,0,52,..,6,0,5,0,5,..,392,22,413,5,421,..,17,0,16,0,16,..,10,0,11,0,12,..,5,3,8,0,8,..,15,4,20,0,20,..,0,0,0,0,0,..,61,9,69,0,73,..,18,0,18,0,18,..,5,0,7,0,7,..,13,0,13,0,13,..,6,0,6,0,6,..,13,0,10,0,10,..,5,0,5,0,5,..,85
11101,56271,..,..,..,..,56271,..,87,0,90,0,86,..,84,9,100,0,101,..,41,0,41,0,43,..,110,43,148,0,149,..,156,53,204,5,212,..,18,10,23,0,23,..,280,95,378,9,387,..,22,4,25,0,25,..,79,0,80,0,81,..,138,0,140,4,139,..,85,7,91,0,91,..,26,0,26,0,26,..,33,3,35,0,35,..,60,0,63,0,66,..,55,4,64,0,60,..,93,8,102,0,100,..,20,0,22,0,22,..,26,5,34,0,34,..,8,0,8,0,8,..,324,19,345,3,345,..,144,11,160,0,161,..,50,0,50,0,50,..,12,7,13,0,13,..,48,7,57,0,61,..,171,16,185,0,189,..,21,0,22,0,22,..,28,6,30,0,34,..,47,3,53,0,53,..,65,4,69,0,69,..,37,0,36,0,36,..,49,9,56,0,57,..,40,4,44,0,44,..,28
11102,37687,..,..,..,..,37687,..,88,0,88,0,88,..,50,6,57,0,57,..,40,0,40,0,40,..,32,9,47,0,47,..,88,28,116,0,117,..,8,0,3,0,3,..,120,44,167,0,167,..,22,0,25,0,25,..,33,0,39,5,39,..,62,0,69,0,65,..,50,5,58,0,58,..,35,5,34,4,36,..,38,4,39,0,39,..,63,0,70,0,70,..,59,8,68,0,65,..,37,3,48,0,48,..,26,0,26,0,26,..,52,3,54,3,57,..,15,0,15,0,15,..,318,27,349,9,359,..,70,0,66,0,70,..,8,0,13,0,13,..,19,3,27,0,27,..,39,8,49,0,49,..,25,4,22,0,22,..,67,9,74,0,77,..,24,4,27,0,23,..,37,3,39,0,41,..,8,0,12,0,12,..,22,0,26,0,26,..,62,5,62,0,67,..,17,4,13,0,13,..,33
11103,74703,..,..,..,..,74703,..,81,0,82,0,82,..,408,91,495,0,493,..,70,0,76,0,76,..,247,55,295,0,299,..,562,263,830,9,835,..,21,11,28,0,28,..,829,328,1157,7,1163,..,94,19,107,0,105,..,148,4,156,3,155,..,182,9,187,4,195,..,314,40,355,3,360,..,170,11,185,0,182,..,64,4,65,0,68,..,228,0,229,5,234,..,248,11,257,0,257,..,202,12,216,4,212,..,81,3,82,0,82,..,343,13,356,10,361,..,38,3,37,0,41,..,1372,55,1421,13,1437,..,312,21,339,6,343,..,96,13,108,0,112,..,21,4,29,0,29,..,134,55,187,0,187,..,470,64,535,0,534,..,239,23,263,3,266,..,119,12,130,0,134,..,94,6,104,0,104,..,126,7,136,8,139,..,41,7,53,0,53,..,68,8,76,0,76,..,114,22,133,6,139,..,102
11201,36388,..,..,..,..,36388,..,34,4,33,0,33,..,27,0,26,0,26,..,47,0,47,0,47,..,26,6,38,0,38,..,37,0,45,0,45,..,5,0,7,0,7,..,73,16,89,0,89,..,7,0,7,0,7,..,219,10,227,7,233,..,255,3,258,3,266,..,34,3,37,0,41,..,7,0,7,0,7,..,6,0,10,0,10,..,31,0,26,0,26,..,22,0,25,0,25,..,82,7,97,0,100,..,8,0,8,0,8,..,11,0,11,0,11,..,3,0,3,0,3,..,168,15,186,0,184,..,232,10,238,4,240,..,109,24,129,0,133,..,3,0,3,0,3,..,8,3,15,0,15,..,9,0,9,0,9,..,9,0,9,0,12,..,9,0,13,0,13,..,20,0,18,0,18,..,180,10,189,3,193,..,17,4,19,0,19,..,0,0,0,0,0,..,7,0,7,0,7,..,18
11202,30971,..,..,..,..,30971,..,23,0,23,0,23,..,27,0,27,0,30,..,86,4,88,0,84,..,16,0,20,0,20,..,42,11,54,0,53,..,0,0,0,0,0,..,62,14,77,0,76,..,0,0,0,0,0,..,66,3,67,0,69,..,119,0,120,0,121,..,23,0,26,0,26,..,6,0,6,0,6,..,9,0,9,0,9,..,16,0,16,0,16,..,34,0,34,0,34,..,81,9,81,4,87,..,9,0,9,0,9,..,13,0,14,0,14,..,6,0,6,0,6,..,178,10,180,4,188,..,109,13,118,4,122,..,36,7,40,0,44,..,4,0,3,0,3,..,14,0,17,0,17,..,0,0,4,0,4,..,16,0,18,0,18,..,9,0,8,0,8,..,11,0,11,0,11,..,23,0,24,0,24,..,6,0,6,0,6,..,10,0,10,0,10,..,3,0,0,0,0,..,21
11203,41348,..,..,..,..,41348,..,29,0,29,0,29,..,12,0,14,0,19,..,46,4,54,3,53,..,36,23,54,0,54,..,53,19,70,0,73,..,0,0,3,0,3,..,88,38,124,0,132,..,10,0,12,0,12,..,119,6,125,0,128,..,134,0,143,4,142,..,45,0,45,4,48,..,7,0,9,0,9,..,15,0,15,0,15,..,41,0,41,0,41,..,28,0,33,0,33,..,146,15,164,0,160,..,10,0,10,0,10,..,6,0,3,0,3,..,5,0,5,0,5,..,253,18,276,0,274,..,98,3,107,0,107,..,98,24,122,4,126,..,0,0,0,0,0,..,12,3,12,0,12,..,3,0,3,0,3,..,48,0,51,0,51,..,9,4,13,0,13,..,20,6,24,0,24,..,226,4,229,6,235,..,23,0,19,0,19,..,20,0,20,0,20,..,8,0,10,0,10,..,40
11301,18611,..,..,..,..,18611,..,63,0,63,3,67,..,39,0,38,0,38,..,35,0,35,0,35,..,21,11,29,0,29,..,68,113,183,3,181,..,4,5,7,0,7,..,89,130,219,3,219,..,0,0,0,0,0,..,11,0,11,0,11,..,16,0,16,0,18,..,6,3,6,0,6,..,20,0,22,0,22,..,371,150,523,0,522,..,61,10,71,0,71,..,22,0,22,0,22,..,520,130,646,11,656,..,21,0,22,0,22,..,61,11,69,0,66,..,10,0,10,0,10,..,1071,298,1369,11,1387,..,661,81,741,7,751,..,7,3,9,0,9,..,0,0,0,0,0,..,4,9,19,0,21,..,5,0,5,0,5,..,47,3,50,0,50,..,10,0,10,0,10,..,0,0,0,0,0,..,14,0,10,0,10,..,5,0,5,0,5,..,128,19,156,5,155,..,0,0,0,0,0,..,101
11302,6488,..,..,..,..,6488,..,43,0,43,0,43,..,3,0,3,0,3,..,15,0,15,0,15,..,10,3,15,0,15,..,19,5,26,0,26,..,0,0,0,0,0,..,30,11,40,0,40,..,10,0,10,0,10,..,8,0,4,0,4,..,9,0,9,0,9,..,8,0,8,0,8,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,3,0,3,0,3,..,0,0,0,0,0,..,5,0,5,0,5,..,17,0,17,0,17,..,9,0,9,0,9,..,0,0,0,0,0,..,0,0,0,0,0,..,3,3,6,0,6,..,4,0,4,0,4,..,7,0,7,0,7,..,0,0,0,0,0,..,6,0,6,0,6,..,8,0,8,0,8,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,18
11303,41538,..,..,..,..,41538,..,43,0,43,0,43,..,151,12,168,5,168,..,91,7,89,0,89,..,44,19,67,0,67,..,164,144,303,9,315,..,6,8,19,0,19,..,215,165,386,9,394,..,10,0,10,0,10,..,26,0,26,0,29,..,36,3,40,0,40,..,49,0,49,0,49,..,52,0,52,0,56,..,41,4,47,0,46,..,79,6,76,0,76,..,104,0,106,5,108,..,153,13,168,0,169,..,52,5,52,0,52,..,72,6,72,0,72,..,23,0,25,0,21,..,567,30,603,4,609,..,40,3,45,0,45,..,13,0,13,0,13,..,0,0,4,0,4,..,9,3,16,0,16,..,5,0,5,0,5,..,255,26,280,5,285,..,34,0,39,0,36,..,8,0,8,0,8,..,7,0,11,0,11,..,10,0,10,0,10,..,52,4,56,7,62,..,13,5,13,0,12,..,101
11401,47082,..,..,..,..,47082,..,21,0,21,0,21,..,70,9,74,0,80,..,54,0,56,4,61,..,55,29,80,0,80,..,60,17,81,0,81,..,0,3,3,0,3,..,117,47,163,0,162,..,61,6,73,0,73,..,64,4,67,0,67,..,123,5,132,0,132,..,156,18,174,5,176,..,17,0,17,0,17,..,30,5,31,0,31,..,67,0,73,0,73,..,83,4,92,0,89,..,53,10,60,0,60,..,15,0,19,0,19,..,36,0,36,0,36,..,5,0,8,0,8,..,317,20,337,0,340,..,161,8,170,4,171,..,29,5,30,0,29,..,4,0,6,5,10,..,23,14,37,0,37,..,27,0,29,0,33,..,47,7,53,0,53,..,23,0,26,0,26,..,21,0,21,0,21,..,33,4,41,0,41,..,19,0,27,0,27,..,15,0,15,0,15,..,16,10,25,0,25,..,45
11402,22267,..,..,..,..,22267,..,38,0,38,0,38,..,50,10,59,0,59,..,0,0,0,0,0,..,21,11,32,0,31,..,75,24,101,3,104,..,5,0,4,0,4,..,94,38,135,3,140,..,22,0,25,0,25,..,60,0,56,0,60,..,85,0,87,0,87,..,73,5,82,0,82,..,10,0,10,0,10,..,27,0,27,0,27,..,39,4,44,0,44,..,224,10,237,0,237,..,60,12,66,0,66,..,10,0,10,0,10,..,21,0,22,0,22,..,3,0,3,0,3,..,393,26,418,5,424,..,123,11,128,0,130,..,21,0,23,0,23,..,5,4,7,0,7,..,17,3,24,0,24,..,23,0,23,0,23,..,38,4,39,0,39,..,13,3,17,0,17,..,26,5,30,0,30,..,22,0,23,0,23,..,11,0,11,0,12,..,0,0,0,0,0,..,17,0,18,0,18,..,33
11501,42716,..,..,..,..,42716,..,333,0,340,0,338,..,1279,52,1334,9,1340,..,0,0,0,0,0,..,2973,483,3454,29,3487,..,5842,1611,7454,68,7523,..,229,41,268,0,270,..,9045,2139,11181,102,11281,..,235,13,251,3,252,..,113,0,113,0,116,..,127,3,132,0,135,..,393,37,425,0,425,..,405,14,417,3,420,..,556,14,568,4,571,..,2310,38,2346,12,2364,..,170,5,174,0,174,..,890,35,924,4,921,..,832,14,846,0,846,..,788,14,801,9,807,..,430,3,430,0,433,..,6370,137,6510,33,6537,..,439,29,468,8,473,..,119,12,129,0,131,..,20,3,23,0,23,..,1518,375,1898,11,1908,..,28,0,31,0,34,..,303,3,310,0,310,..,1241,143,1384,9,1392,..,201,10,210,0,210,..,118,8,128,0,128,..,212,16,226,0,226,..,11,0,15,0,15,..,121,6,124,0,124,..,240
11502,11271,..,..,..,..,11271,..,42,0,46,0,47,..,357,32,389,0,389,..,0,0,0,0,0,..,126,16,145,0,145,..,281,84,370,4,377,..,17,0,20,0,24,..,427,109,534,7,541,..,54,0,58,0,59,..,20,0,20,0,22,..,50,0,49,0,56,..,43,4,47,0,47,..,14,0,14,0,14,..,7,0,7,0,7,..,65,0,66,0,68,..,5,0,5,0,5,..,47,0,51,0,54,..,63,4,67,0,67,..,37,0,37,0,37,..,6,0,6,0,6,..,245,12,254,3,257,..,235,21,257,0,257,..,12,0,12,0,12,..,0,0,0,0,0,..,49,13,62,0,62,..,4,0,4,0,4,..,7,0,7,0,7,..,74,7,79,3,80,..,18,0,18,0,18,..,9,0,11,0,11,..,24,3,24,0,24,..,7,0,7,0,7,..,27,0,29,0,29,..,6
11503,11620,..,..,..,..,11620,..,9,0,9,0,9,..,30,0,30,0,30,..,4,0,4,0,4,..,28,7,38,0,36,..,18,7,25,0,25,..,0,0,0,0,0,..,45,10,56,0,60,..,10,3,11,0,11,..,19,0,19,0,19,..,32,0,32,0,32,..,11,6,13,0,13,..,0,0,0,0,0,..,0,0,0,0,0,..,10,0,10,0,10,..,0,0,0,0,0,..,13,0,13,0,13,..,7,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,30,0,26,0,26,..,36,3,43,0,43,..,3,0,3,0,3,..,3,0,3,0,3,..,4,3,10,0,10,..,0,0,0,0,0,..,0,0,0,0,0,..,11,0,11,0,7,..,3,0,3,0,3,..,3,0,3,0,3,..,7,0,7,0,7,..,0,0,0,0,0,..,9,0,9,0,9,..,5
11504,18055,..,..,..,..,18055,..,164,4,163,0,163,..,537,32,574,6,576,..,6,0,6,0,6,..,293,70,368,3,372,..,855,286,1146,19,1162,..,35,6,35,0,38,..,1186,366,1548,26,1573,..,80,9,87,4,92,..,40,0,39,0,39,..,40,0,41,0,41,..,98,0,100,0,101,..,150,4,155,0,154,..,280,7,291,0,290,..,719,20,737,12,749,..,168,17,182,5,188,..,615,42,660,5,659,..,274,7,274,7,283,..,485,15,493,3,502,..,117,5,120,4,126,..,2801,115,2920,32,2947,..,165,10,178,0,178,..,21,5,26,0,26,..,3,0,3,0,3,..,225,64,293,3,293,..,11,0,10,0,10,..,121,0,122,0,122,..,420,47,461,0,462,..,37,0,38,0,38,..,41,3,45,0,42,..,42,4,46,0,46,..,11,0,11,0,11,..,31,3,38,0,38,..,216
11601,33619,..,..,..,..,33619,..,39,0,39,0,39,..,2067,329,2400,20,2415,..,27,0,27,0,27,..,623,291,912,7,914,..,900,512,1415,15,1428,..,58,13,76,0,76,..,1579,813,2397,22,2420,..,261,47,308,4,302,..,112,7,119,0,118,..,77,0,77,0,77,..,441,75,513,0,515,..,649,32,676,5,686,..,1755,92,1852,15,1859,..,2730,102,2827,23,2851,..,881,81,960,12,973,..,4624,385,5010,46,5054,..,365,17,386,0,386,..,741,62,802,11,808,..,434,11,449,3,456,..,12178,775,12957,113,13071,..,314,44,361,6,364,..,25,0,25,0,26,..,24,0,20,0,20,..,450,252,697,3,701,..,41,10,52,0,52,..,407,18,429,4,436,..,304,85,386,0,392,..,183,40,223,0,223,..,65,11,83,0,83,..,94,14,111,0,109,..,301,39,340,3,340,..,243,68,309,0,311,..,1080
11602,33262,..,..,..,..,33262,..,188,5,188,0,190,..,999,64,1066,9,1073,..,12,0,12,0,12,..,609,158,765,0,772,..,1198,425,1625,28,1650,..,67,16,76,0,76,..,1877,595,2470,34,2499,..,124,3,127,3,131,..,86,7,91,0,96,..,64,3,64,0,64,..,204,18,220,0,222,..,798,24,818,4,826,..,2454,160,2613,20,2631,..,4030,129,4157,31,4191,..,877,67,948,11,958,..,4581,316,4897,54,4948,..,961,19,982,10,986,..,1327,57,1384,12,1403,..,852,22,873,5,883,..,15875,788,16670,146,16823,..,224,18,241,0,236,..,39,0,39,0,39,..,7,0,5,0,7,..,429,151,582,4,587,..,25,3,29,0,29,..,864,28,896,4,901,..,611,66,677,6,685,..,99,8,106,0,106,..,106,3,107,0,107,..,138,10,144,4,153,..,201,24,224,3,229,..,75,3,77,0,77,..,1029
11603,28646,..,..,..,..,28646,..,11,0,12,0,12,..,1919,422,2351,17,2362,..,29,0,28,0,32,..,165,80,248,0,247,..,183,118,302,0,302,..,14,14,28,0,28,..,367,207,573,0,577,..,144,34,173,4,176,..,71,4,77,0,79,..,26,0,28,0,28,..,172,30,200,0,202,..,766,35,802,14,813,..,474,33,506,8,515,..,1688,65,1756,8,1764,..,362,20,385,7,392,..,1088,94,1182,7,1188,..,122,0,120,0,120,..,2083,134,2214,28,2249,..,224,7,232,3,233,..,6805,390,7198,73,7267,..,123,14,144,0,142,..,20,8,26,0,26,..,34,6,40,0,40,..,55,27,79,0,79,..,34,3,40,0,37,..,146,3,150,0,152,..,157,41,196,0,199,..,64,6,70,0,70,..,47,12,62,0,64,..,32,9,37,0,37,..,1239,216,1452,7,1462,..,70,23,90,0,90,..,1291
11701,14863,..,..,..,..,14863,..,11,0,11,0,11,..,354,26,376,0,380,..,10,0,13,0,13,..,682,136,816,10,828,..,1732,315,2047,14,2056,..,86,19,103,0,103,..,2495,468,2967,20,2989,..,95,12,108,0,108,..,142,8,150,0,150,..,62,0,62,0,62,..,806,147,953,6,957,..,613,40,656,10,661,..,33,3,31,0,33,..,265,3,272,3,277,..,66,4,67,0,67,..,67,0,67,0,67,..,52,0,55,0,55,..,125,5,126,0,126,..,40,0,38,0,38,..,1264,63,1322,11,1334,..,265,19,285,0,285,..,79,15,95,0,95,..,16,0,20,0,20,..,101,20,117,0,119,..,46,10,53,0,54,..,37,4,43,0,43,..,101,7,109,0,111,..,77,3,82,0,81,..,478,55,537,7,540,..,233,45,279,0,279,..,24,0,23,0,23,..,115,24,142,0,144,..,152
11702,18806,..,..,..,..,18806,..,8,0,12,0,10,..,354,61,420,0,422,..,21,0,19,0,19,..,289,97,387,6,392,..,289,65,359,5,365,..,40,13,46,0,46,..,615,172,794,6,797,..,43,3,44,0,44,..,153,0,156,0,159,..,108,0,108,7,108,..,921,302,1214,11,1225,..,43,0,43,0,43,..,11,0,10,0,10,..,108,0,104,0,105,..,118,4,123,0,123,..,17,0,17,0,17,..,13,0,13,0,13,..,23,0,23,0,23,..,16,0,16,0,16,..,344,5,355,0,348,..,256,27,286,0,288,..,78,13,90,0,92,..,6,5,15,0,15,..,36,0,43,0,43,..,105,34,139,0,139,..,4,0,4,0,4,..,34,0,34,0,34,..,31,7,30,0,30,..,308,145,452,4,457,..,44,0,44,0,44,..,12,0,12,0,14,..,52,9,60,0,60,..,69
11703,69688,..,..,..,..,69688,..,132,4,130,0,130,..,799,42,841,5,844,..,64,5,66,0,66,..,2256,485,2740,24,2760,..,6568,1509,8072,45,8115,..,348,83,434,4,435,..,9167,2079,11247,68,11318,..,118,4,121,0,124,..,1058,41,1100,16,1117,..,559,17,574,7,581,..,838,99,943,16,961,..,241,3,243,0,243,..,103,3,109,0,108,..,899,7,906,3,912,..,234,8,241,0,241,..,133,0,133,0,134,..,107,3,109,0,109,..,208,4,210,0,210,..,164,0,165,6,167,..,2088,29,2122,11,2130,..,1135,46,1178,7,1189,..,593,89,678,15,694,..,51,4,57,0,57,..,696,212,908,4,915,..,107,14,116,0,121,..,166,0,166,0,170,..,404,16,418,0,417,..,240,16,257,5,259,..,1079,69,1151,10,1161,..,642,153,790,9,796,..,26,0,26,0,26,..,213,13,231,0,231,..,279
11801,46789,..,..,..,..,46789,..,53,0,51,0,56,..,182,9,196,0,196,..,16,0,12,0,12,..,384,46,429,0,429,..,823,163,991,12,1000,..,39,7,51,0,51,..,1251,214,1466,15,1477,..,62,6,67,0,67,..,858,25,886,9,893,..,379,15,393,7,397,..,616,35,647,0,650,..,31,5,33,0,33,..,15,0,15,0,15,..,91,0,91,0,90,..,30,0,30,0,30,..,26,0,26,0,26,..,14,0,19,0,19,..,16,0,16,0,16,..,4,0,4,0,4,..,239,5,237,0,241,..,785,40,821,10,833,..,162,11,175,0,177,..,7,0,7,0,7,..,99,11,113,0,113,..,31,0,29,0,29,..,0,0,0,0,0,..,99,6,100,0,102,..,129,7,135,0,135,..,718,50,766,10,770,..,652,90,738,3,746,..,10,0,10,0,10,..,81,7,83,0,83,..,74
11802,43559,..,..,..,..,43559,..,44,0,40,0,40,..,412,37,451,3,454,..,33,0,33,0,33,..,1169,221,1385,8,1392,..,1952,351,2299,11,2319,..,122,16,140,0,140,..,3247,586,3825,23,3850,..,112,7,120,0,126,..,1093,51,1142,12,1159,..,380,11,386,3,389,..,1664,191,1859,11,1866,..,189,9,192,0,196,..,55,0,54,0,57,..,292,5,300,3,298,..,114,3,116,0,116,..,57,3,59,0,59,..,59,0,58,0,58,..,83,5,90,0,90,..,77,0,78,0,78,..,923,20,946,9,949,..,671,43,713,5,721,..,170,14,182,3,184,..,13,3,16,0,16,..,132,31,167,0,167,..,35,0,35,0,35,..,71,0,77,0,77,..,155,5,158,0,158,..,228,18,249,6,251,..,1032,88,1120,13,1130,..,625,95,719,4,723,..,15,0,21,0,21,..,142,21,157,4,164,..,113
11901,34504,..,..,..,..,34504,..,21,0,22,0,22,..,17093,2433,19524,151,19679,..,17,0,17,0,17,..,1671,770,2443,19,2465,..,1757,1128,2884,26,2916,..,97,56,157,0,156,..,3527,1959,5483,50,5530,..,188,25,211,0,211,..,122,4,128,0,128,..,66,3,68,0,68,..,2114,336,2450,9,2463,..,1210,57,1271,9,1277,..,60,0,62,4,65,..,524,11,538,3,539,..,403,33,430,8,437,..,317,24,343,0,338,..,50,0,55,0,55,..,2059,112,2168,22,2187,..,129,9,136,0,139,..,4750,242,4991,49,5047,..,760,111,867,3,875,..,68,14,77,0,77,..,38,7,43,0,43,..,378,240,622,3,629,..,1164,198,1362,7,1369,..,96,0,96,0,99,..,99,15,116,4,115,..,140,17,159,0,159,..,249,52,301,3,309,..,78,8,86,4,93,..,250,27,277,0,279,..,100,22,122,0,125,..,222
