SA3_CODE_2021,Philippines_Before_1951,Philippines_1951_1960,Philippines_1961_1970,Philippines_1971_1980,Philippines_1981_1990,Philippines_1991_2000,Philippines_2001_2010,Philippines_2011_2015,Philippines_2016,Philippines_2017,Philippines_2018,Philippines_2019,Philippines_2020,Philippines_2021,Philippines_Yr_arrival_ns,Philippines_Tot,Poland_Before_1951,Poland_1951_1960,Poland_1961_1970,Poland_1971_1980,Poland_1981_1990,Poland_1991_2000,Poland_2001_2010,Poland_2011_2015,Poland_2016,Poland_2017,Poland_2018,Poland_2019,Poland_2020,Poland_2021,Poland_Yr_arrival_NS,Poland_Tot,Singapore_Before_1951,Singapore_1951_1960,Singapore_1961_1970,Singapore_1971_1980,Singapore_1981_1990,Singapore_1991_2000,Singapore_2001_2010,Singapore_2011_2015,Singapore_2016,Singapore_2017,Singapore_2018,Singapore_2019,Singapore_2020,Singapore_2021,Singapore_Yr_arrival_ns,Singapore_Tot,South_Africa_Before_1951,South_Africa_1951_1960,South_Africa_1961_1970,South_Africa_1971_1980,South_Africa_1981_1990,South_Africa_1991_2000,South_Africa_2001_2010,South_Africa_2011_2015,South_Africa_2016,South_Africa_2017,South_Africa_2018,South_Africa_2019,South_Africa_2020,South_Africa_2021,South_Africa_Yr_arrival_ns,South_Africa_Tot,Sri_Lanka_Before_1951,Sri_Lanka_1951_1960,Sri_Lanka_1961_1970,Sri_Lanka_1971_1980,Sri_Lanka_1981_1990,Sri_Lanka_1991_2000,Sri_Lanka_2001_2010,Sri_Lanka_2011_2015,Sri_Lanka_2016,Sri_Lanka_2017,Sri_Lanka_2018,Sri_Lanka_2019,Sri_Lanka_2020,Sri_Lanka_2021,Sri_Lanka_Yr_arrival_ns,Sri_Lanka_Tot,Taiwan_Before_1951,Taiwan_1951_1960,Taiwan_1961_1970,Taiwan_1971_1980,Taiwan_1981_1990,Taiwan_1991_2000,Taiwan_2001_2010,Taiwan_2011_2015,Taiwan_2016,Taiwan_2017,Taiwan_2018,Taiwan_2019,Taiwan_2020,Taiwan_2021,Taiwan_Yr_arrival_ns,Taiwan_Tot,Thailand_Before_1951,Thailand_1951_1960,Thailand_1961_1970,Thailand_1971_1980,Thailand_1981_1990,Thailand_1991_2000,Thailand_2001_2010,Thailand_2011_2015,Thailand_2016,Thailand_2017,Thailand_2018,Thailand_2019,Thailand_2020,Thailand_2021,Thailand_Yr_arrival_ns,Thailand_Tot,United_Kingdom_Before_1951,United_Kingdom_1951_1960,United_Kingdom_1961_1970,United_Kingdom_1971_1980,United_Kingdom_1981_1990,United_Kingdom_1991_2000,United_Kingdom_2001_2010,United_Kingdom_2011_2015,United_Kingdom_2016,United_Kingdom_2017,United_Kingdom_2018,United_Kingdom_2019,United_Kingdom_2020,United_Kingdom_2021,United_Kingdom_Yr_arrival_ns,United_Kingdom_Tot,USA_Before_1951,USA_1951_1960,USA_1961_1970,USA_1971_1980,USA_1981_1990,USA_1991_2000,USA_2001_2010,USA_2011_2015,United_States_America_2016,United_States_America_2017,United_States_America_2018,United_States_America_2019,United_States_America_2020,United_States_America_2021,USA_year_of_arrival_ns,USA_Total,Vietnam_Before_1951,Vietnam_1951_1960,Vietnam_1961_1970,Vietnam_1971_1980,Vietnam_1981_1990,Vietnam_1991_2000,Vietnam_2001_2010,Vietnam_2011_2015,Vietnam_2016,Vietnam_2017,Vietnam_2018,Vietnam_2019,Vietnam_2020,Vietnam_2021,Vietnam_Yr_arrival_NS,Vietnam_Tot,Born_elsewhere_Before_1951,Born_elsewhere_1951_1960,Born_elsewhere_1961_1970,Born_elsewhere_1971_1980,Born_elsewhere_1981_1990,Born_elsewhere_1991_2000,Born_elsewhere_2001_2010,Born_elsewhere_2011_2015,Born_elsewhere_2016,Born_elsewhere_2017,Born_elsewhere_2018,Born_elsewhere_2019,Born_elsewhere_2020,Born_elsewhere_2021,Born_elsewhere_Yr_arrival_ns,Born_elsewhere_Tot,Tot_Before_1951,Tot_1951_1960,Tot_1961_1970,Tot_1971_1980,Tot_1981_1990,Tot_1991_2000,Tot_2001_2010,Tot_2011_2015,Tot_2016,Tot_2017,Tot_2018,Tot_2019,Tot_2020,Tot_2021,Tot_Yr_arrival_NS,Tot_Tot
10102,0,0,5,5,61,42,154,177,41,37,34,52,21,4,13,646,7,3,10,11,32,5,4,5,0,0,0,0,0,0,0,71,0,4,0,10,13,0,9,14,0,0,0,0,0,3,3,66,0,0,8,19,25,57,82,44,6,11,11,19,0,0,4,298,0,0,0,6,26,16,13,34,7,4,0,5,4,0,0,119,0,0,0,0,8,4,4,5,0,0,0,0,0,0,0,18,0,0,0,6,8,20,42,23,8,6,3,5,8,3,6,132,42,169,519,325,275,192,330,153,7,5,13,26,6,7,45,2130,0,4,25,31,45,60,74,70,16,3,5,8,11,0,5,357,0,0,0,11,21,14,19,7,0,0,0,9,0,0,9,86,42,134,283,263,225,227,299,195,41,35,30,40,23,7,39,1891,201,642,1432,1211,1322,1112,2195,1610,406,451,413,372,137,50,252,11809
10103,0,0,0,0,10,10,3,8,0,4,3,11,3,5,10,65,5,3,4,0,13,0,4,0,0,0,0,0,0,0,0,31,0,0,3,0,4,0,0,4,0,0,0,0,0,0,0,12,0,0,4,6,12,11,22,5,3,0,8,0,3,5,0,79,0,0,0,4,0,0,10,0,3,0,0,8,0,0,0,30,0,0,0,0,0,0,6,5,0,0,9,43,0,0,9,75,0,0,0,0,3,0,33,17,0,0,4,5,0,0,0,72,25,77,220,106,71,56,79,23,0,11,6,15,5,3,23,739,0,0,7,8,17,11,13,15,4,0,0,0,3,0,6,94,0,0,0,0,0,4,0,3,3,0,0,0,0,0,0,16,18,61,69,60,57,34,50,18,9,14,20,47,28,9,26,518,83,285,457,325,296,207,328,206,52,74,81,216,83,40,127,2863
10104,0,0,5,11,56,41,42,62,14,10,17,8,9,0,13,287,8,0,3,12,19,5,4,3,0,0,0,0,0,0,0,58,0,4,8,10,3,3,11,4,0,0,0,0,0,0,0,42,0,10,21,48,34,51,55,13,12,0,0,10,4,0,4,264,0,3,3,3,3,0,5,10,0,0,3,4,0,0,0,37,0,0,0,0,6,3,5,0,0,0,0,0,0,0,0,18,0,0,3,5,6,14,41,31,5,11,4,4,3,0,4,137,153,624,1294,702,410,222,241,103,12,18,8,15,6,0,181,3991,7,4,24,61,51,45,75,26,6,5,5,11,8,0,3,323,0,0,0,9,21,10,10,11,0,0,0,0,0,4,3,67,58,177,273,240,159,88,124,49,24,17,20,29,8,3,31,1305,379,1396,2160,1615,1146,754,973,486,152,135,134,161,77,26,384,9970
10105,0,0,0,7,37,17,34,63,13,7,12,14,0,0,0,214,4,9,0,3,5,0,3,0,0,0,0,0,0,0,4,25,0,0,4,7,4,0,0,0,0,0,0,0,0,0,0,17,0,0,7,10,11,9,24,3,5,0,0,3,0,0,3,73,0,0,0,0,0,6,7,0,0,0,4,0,0,0,0,22,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,11,0,0,0,0,0,9,20,8,5,0,3,3,4,0,6,57,40,127,320,186,122,49,82,36,9,5,4,12,0,0,65,1049,0,0,8,17,9,8,24,7,4,0,0,3,0,0,0,73,0,0,0,4,3,0,3,6,0,0,0,0,0,0,5,29,18,40,87,87,53,33,104,49,17,16,16,24,4,29,47,626,84,301,588,495,395,272,560,418,99,98,106,186,34,60,238,3942
10106,0,0,0,3,21,11,36,33,12,9,6,18,6,0,4,160,0,0,4,5,6,0,0,0,0,0,0,0,0,0,0,20,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,13,0,0,8,14,8,10,21,11,3,0,5,3,0,0,0,87,0,0,0,5,0,3,13,6,0,0,7,0,0,0,0,33,0,0,0,0,0,3,4,5,0,6,0,0,0,0,0,19,0,0,0,0,7,10,13,8,4,0,0,3,0,0,4,44,50,139,275,204,134,65,110,73,6,3,0,3,9,0,40,1113,0,0,16,16,14,25,38,21,0,10,0,6,0,0,6,136,0,0,0,4,10,0,5,3,5,0,0,0,0,3,8,31,18,34,70,86,73,40,71,38,6,8,4,19,0,4,18,489,98,281,504,481,458,306,540,347,59,51,52,116,35,14,112,3468
10201,0,0,16,80,247,227,229,221,55,64,56,66,46,7,24,1332,13,7,18,14,101,27,58,32,7,0,4,3,0,0,9,290,0,9,8,31,17,16,42,31,3,9,5,3,0,0,0,169,0,11,42,124,180,216,482,150,73,35,40,29,41,17,19,1454,0,4,33,22,40,14,31,34,0,11,0,6,0,4,6,209,0,0,0,0,13,13,25,10,3,0,4,4,0,3,7,86,0,0,0,6,26,73,176,102,37,19,15,12,10,0,21,509,249,779,2289,1510,1394,1081,2219,1045,137,89,83,108,63,26,338,11423,4,5,54,101,91,117,186,137,31,26,12,18,10,6,15,819,0,0,3,28,46,17,44,47,18,10,6,9,8,0,3,239,115,279,597,695,626,544,941,573,113,90,86,104,50,19,130,4960,645,1938,4070,3844,4422,3868,6903,3857,827,706,659,695,340,115,904,33796
10202,0,0,14,48,230,176,244,216,40,32,36,70,16,0,38,1156,7,12,8,18,53,13,22,12,0,0,0,4,0,0,0,139,4,0,5,19,14,8,9,5,3,0,0,0,0,0,0,66,0,4,28,66,99,91,201,67,20,12,9,8,9,0,6,641,0,4,10,12,12,9,20,12,3,0,0,0,0,0,5,96,0,0,0,0,0,6,4,6,3,0,0,0,0,0,0,27,0,0,4,3,14,28,108,90,21,15,10,20,3,4,8,340,224,715,1996,1157,844,559,808,385,45,45,41,40,31,8,240,7139,4,5,28,50,50,73,96,74,14,16,8,12,4,3,6,434,0,0,3,21,33,20,30,47,11,9,3,10,0,0,8,191,129,307,521,612,440,299,464,236,44,41,47,46,18,10,105,3320,559,1724,3627,3015,2916,2267,3305,2115,376,386,314,392,158,78,656,21885
10301,0,0,0,4,23,24,39,65,5,22,28,22,11,6,10,263,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,21,0,0,4,3,5,4,9,4,0,0,0,0,0,0,4,28,0,0,3,8,10,24,48,4,8,6,10,6,11,0,0,156,0,0,0,0,8,6,22,31,3,3,8,12,0,0,0,102,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,12,0,0,0,0,3,13,20,20,7,3,3,4,0,0,6,85,48,143,344,216,123,96,89,43,15,12,10,6,4,0,57,1209,0,0,4,11,9,11,26,18,0,0,5,0,0,0,8,106,0,0,0,3,9,0,17,15,5,3,3,9,4,0,14,85,20,39,92,87,69,76,72,54,23,6,19,20,8,6,49,640,120,329,607,511,474,447,776,568,134,179,206,181,90,21,298,4933
10302,0,0,0,3,22,25,35,65,18,12,27,39,7,6,5,279,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,8,12,30,46,20,0,9,17,10,0,0,0,157,0,0,0,0,4,5,0,9,8,0,3,8,0,0,0,31,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,12,0,0,0,0,8,6,11,12,6,0,3,0,0,0,0,44,41,120,242,104,69,37,50,22,8,10,4,4,4,7,38,757,5,0,3,9,0,9,21,15,10,13,4,0,0,0,3,86,0,0,0,0,4,3,8,0,0,0,0,4,0,0,4,24,19,35,41,45,28,31,60,54,12,14,16,42,10,3,8,422,107,284,408,268,269,238,434,369,100,130,129,159,55,29,111,3099
10303,0,0,0,5,38,40,33,36,5,13,6,33,4,10,8,232,3,9,5,0,13,0,6,0,0,0,3,0,0,0,3,41,0,0,0,6,0,0,6,4,0,0,0,0,0,0,0,18,0,0,5,5,13,15,28,14,6,0,0,5,0,0,3,92,0,3,0,0,12,6,6,0,3,0,0,0,0,0,0,27,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,0,0,0,0,3,3,25,20,0,10,5,3,6,0,0,87,46,152,440,280,139,69,107,38,7,0,17,7,3,0,72,1368,0,0,8,22,22,11,28,8,0,0,4,5,0,0,0,112,0,0,0,0,12,8,8,19,0,0,0,3,0,0,5,56,27,58,108,102,59,66,55,37,10,8,8,22,17,3,27,603,137,368,788,638,520,345,508,333,79,87,83,118,37,18,210,4269
