SA3_CODE_2021,SH_FHs_CF_no_C,SH_FHs_CF_C,SH_FHs_OnePF,SH_FHs_Oth_fam,SH_FHs_Tot,SH_Lone_P_H,SH_Group_H,SH_Tot,SDRTHT_1_S_FHs_CF_no_C,SDRTHT_1_S_FHs_CF_C,SDRTHT_1_S_FHs_OnePF,SDRTHT_1_S_FHs_Oth_fam,SDRTHT_1_S_FHs_Tot,SDRTHT_1_S_Lone_P_H,SDRTHT_1_S_Group_H,SDRTHT_1_S_Tot,SDRTHT_2more_S_FHs_CF_no_C,SDRTHT_2more_S_FHs_CF_C,SDRTHT_2more_S_FHs_OnePF,SDRTHT_2more_S_FHs_Oth_fam,SDRTHT_2more_S_FHs_Tot,SDRTHT_2more_S_Lone_P_H,SDRTHT_2more_S_Group_H,SDRTHT_2more_S_Tot,SDRTHT_Tot_FHs_CF_no_C,SDRTHT_Tot_FHs_CF_C,SDRTHT_Tot_FHs_OnePF,SDRTHT_Tot_FHs_Oth_fam,SDRTHT_Tot_FHs_Tot,SDRTHT_Tot_Lone_P_H,SDRTHT_Tot_Group_H,SDRTHT_Tot_Tot,FoA_1_or_2_SB_FHs_CF_no_C,FoA_1_or_2_SB_FHs_CF_C,FoA_1_or_2_SB_FHs_OnePF,FoA_1_or_2_SB_FHs_Oth_fam,FoA_1_or_2_SB_FHs_Tot,FoA_1_or_2_SB_Lone_P_H,FoA_1_or_2_SB_Group_H,FoA_1_or_2_SB_Tot,FoA_3SB_FHs_CF_no_C,FoA_3SB_FHs_CF_C,FoA_3SB_FHs_OnePF,FoA_3SB_FHs_Oth_fam,FoA_3SB_FHs_Tot,FoA_3SB_Lone_P_H,FoA_3SB_Group_H,FoA_3SB_Tot,FoA_4_to_8_SB_FHs_CF_no_C,FoA_4_to_8_SB_FHs_CF_C,FoA_4_to_8_SB_FHs_OnePF,FoA_4_to_8_SB_FHs_Oth_fam,FoA_4_to_8_SB_FHs_Tot,FoA_4_to_8_SB_Lone_P_H,FoA_4_to_8_SB_Group_H,FoA_4_to_8_SB_Tot,FoA_9moSB_FHs_CF_no_C,FoA_9moSB_FHs_CF_C,FoA_9moSB_FHs_OnePF,FoA_9moSB_FHs_Oth_fam,FoA_9moSB_FHs_Tot,FoA_9moSB_Lone_P_H,FoA_9moSB_Group_H,FoA_9moSB_Tot,FoA_Att_to_hous_FHs_CF_no_C,FoA_Att_to_hous_FHs_CF_C,FoA_Att_to_hous_FHs_OnePF,FoA_Att_to_hous_FHs_Oth_fam,FoA_Att_to_hous_FHs_Tot,FoA_Att_to_hous_Lone_P_H,FoA_Att_to_hous_Group_H,FoA_Att_to_hous_Tot,FoA_Tot_FHs_CF_no_C,FoA_Tot_FHs_CF_C,FoA_Tot_FHs_OnePF,FoA_Tot_FHs_Oth_fam,FoA_Tot_FHs_Tot,FoA_Tot_Lone_P_H,FoA_Tot_Group_H,FoA_Tot_Tot,OD_C_FHs_CF_no_C,OD_C_FHs_CF_C,OD_C_FHs_OnePF,OD_C_FHs_Oth_fam,OD_C_FHs_Tot,OD_C_Lone_P_H,OD_C_Group_H,OD_C_Tot,OD_CH_FHs_CF_no_C,OD_CH_FHs_CF_C,OD_CH_FHs_OnePF,OD_CH_FHs_Oth_fam,OD_CH_FHs_Tot,OD_CH_Lone_P_H,OD_CH_Group_H,OD_CH_Tot,OD_Imp_home_T_SO_FHs_CF_no_C,OD_Imp_home_T_SO_FHs_CF_C,OD_Imp_home_T_SO_FHs_OnePF,OD_Imp_home_T_SO_FHs_Oth_fam,OD_Imp_home_T_SO_FHs_Tot,OD_Imp_home_T_SO_Lone_P_H,OD_Imp_home_T_SO_Group_H,OD_Imp_home_T_SO_Tot,OD_HorF_at_to_S_O_FHs_CF_no_C,OD_HorF_at_to_S_O_FHs_CF_C,OD_HorF_at_to_S_O_FHs_OnePF,OD_HorF_at_to_S_O_FHs_Oth_fam,OD_HorF_at_to_S_O_FHs_Tot,OD_HorF_at_to_S_O_Lone_P_H,OD_HorF_at_to_S_O_Group_H,OD_HorF_at_to_S_O_Tot,OD_Tot_FHs_CF_no_C,OD_Tot_FHs_CF_C,OD_Tot_FHs_OnePF,OD_Tot_FHs_Oth_fam,OD_Tot_FHs_Tot,OD_Tot_Lone_P_H,OD_Tot_Group_H,OD_Tot_Tot,DS_NS_FHs_CF_no_C,DS_NS_FHs_CF_C,DS_NS_FHs_OnePF,DS_NS_FHs_Oth_fam,DS_NS_FHs_Tot,DS_NS_Lone_P_H,DS_NS_Group_H,DS_NS_Tot,Tot_FHs_CF_no_C,Tot_FHs_CF_C,Tot_FHs_OnePF,Tot_FHs_Oth_fam,Tot_FHs_Tot,Tot_Lone_P_H,Tot_Group_H,Tot_Tot
10903,5513,3829,1326,108,10778,4124,330,15229,312,61,78,6,459,941,35,1438,8,0,6,0,14,18,0,27,319,58,81,6,468,957,35,1462,20,9,11,0,35,70,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,9,11,0,35,73,0,114,18,6,0,0,20,21,6,43,25,0,0,0,25,45,0,61,0,0,0,0,0,0,0,3,8,4,0,0,28,10,6,37,54,12,9,0,70,76,5,149,37,10,5,0,52,40,5,96,5938,3921,1425,120,11408,5267,379,17052
11001,3832,3179,1319,121,8452,3200,423,12073,172,109,74,9,366,596,42,996,36,20,8,0,61,94,8,165,207,124,89,9,431,689,46,1165,67,30,33,3,136,320,19,474,13,5,5,0,26,21,8,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,3,0,9,91,36,34,5,163,340,25,533,5,0,0,0,5,9,0,14,8,0,0,0,8,38,5,50,0,0,0,0,0,0,0,3,8,4,9,3,20,5,0,29,15,4,7,3,30,56,7,91,12,10,0,0,23,20,7,42,4161,3354,1449,137,9093,4310,505,13908
11002,4708,3050,1642,138,9530,4096,375,14002,83,41,40,10,176,416,18,609,6,6,12,0,24,51,4,76,88,45,56,10,203,470,20,692,29,3,12,0,41,160,7,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,3,3,0,7,34,0,12,0,47,165,7,214,13,4,0,0,22,39,8,67,0,6,0,0,3,17,0,27,5,0,0,0,10,6,0,17,11,9,0,0,23,14,3,36,34,14,6,0,56,82,7,142,14,4,3,0,24,40,4,69,4875,3122,1717,149,9863,4855,409,15127
11003,2182,2127,923,90,5321,1737,198,7258,111,66,50,7,238,462,31,723,15,8,5,0,32,54,10,92,124,78,62,10,271,510,34,819,15,4,6,3,32,71,4,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,4,9,3,29,71,4,108,13,6,4,0,18,16,0,36,0,0,0,0,3,7,3,17,0,0,0,0,0,3,0,8,5,5,3,0,10,8,0,16,19,8,4,0,28,40,6,77,15,8,0,0,27,23,4,56,2360,2222,997,106,5685,2390,246,8315
11004,8278,8103,3705,341,20431,6876,813,28114,365,155,184,32,731,1375,87,2192,57,41,33,8,139,238,27,402,423,193,220,38,870,1605,113,2591,49,46,31,9,133,318,18,467,8,0,0,0,7,17,0,22,4,5,0,0,7,16,0,27,0,0,0,0,0,0,0,0,3,4,0,0,11,13,0,23,68,55,34,9,162,362,18,540,15,0,0,0,23,60,4,82,8,0,4,0,11,30,3,45,0,0,0,0,6,8,0,8,5,6,0,0,14,15,0,33,30,8,4,0,51,110,7,165,32,14,13,3,58,69,8,131,8828,8369,3973,390,21559,9023,959,31543
11101,11645,14012,5088,388,31137,7826,946,39911,755,222,426,34,1438,2063,97,3600,523,243,324,27,1121,812,74,2010,1278,458,752,63,2561,2877,170,5606,276,60,159,17,510,1034,42,1586,61,4,18,0,85,138,3,227,191,33,47,4,282,315,29,614,78,14,17,0,115,113,24,248,26,11,19,0,59,36,3,100,642,124,264,22,1052,1635,94,2779,16,3,6,0,20,14,0,40,11,0,3,0,12,41,0,53,0,0,0,0,0,0,0,0,10,9,13,0,30,23,4,67,35,15,19,0,70,82,7,156,16,0,0,0,21,30,0,53,13622,14609,6130,476,34837,12451,1224,48510
11102,8668,9215,3659,265,21807,5615,664,28081,424,73,137,11,641,850,28,1525,161,66,110,0,338,281,24,646,583,142,245,13,984,1128,54,2170,86,26,45,4,159,374,5,545,38,7,0,0,45,40,3,87,43,3,4,0,52,27,0,77,0,0,0,0,0,0,0,0,26,11,5,5,46,34,4,82,185,53,52,7,303,473,17,794,5,0,0,0,10,38,4,51,36,5,14,0,53,105,8,167,0,0,0,0,3,0,0,4,4,0,4,0,11,13,0,21,50,3,14,3,78,156,13,245,10,12,8,0,28,27,0,68,9496,9427,3984,287,23201,7405,753,31352
11103,13179,16137,5895,623,35829,10637,2791,49256,1023,446,527,72,2065,2317,291,4672,1526,925,715,106,3268,2174,781,6229,2547,1365,1248,180,5338,4485,1078,10900,607,215,236,46,1105,2132,291,3521,531,150,146,30,850,1244,206,2299,595,131,105,16,849,929,145,1921,434,91,57,10,594,701,86,1386,68,43,33,3,142,132,35,307,2238,627,574,101,3537,5140,758,9432,5,0,0,0,5,9,0,8,3,0,0,0,6,13,0,17,0,0,0,0,0,0,0,3,36,20,17,0,84,107,32,221,46,22,25,0,95,123,32,251,33,12,8,0,52,86,10,136,18040,18159,7740,914,44850,20473,4666,69987
11201,7898,7254,2856,198,18204,5359,1345,24905,712,374,395,25,1502,1375,164,3042,638,354,347,24,1368,976,215,2562,1348,729,741,54,2874,2350,379,5603,217,104,145,12,481,708,79,1273,50,23,27,6,108,120,16,244,38,3,4,0,45,25,5,67,7,0,3,0,9,10,6,21,51,27,16,0,92,79,15,183,378,158,191,20,740,937,105,1784,44,8,11,0,64,163,13,236,101,18,30,8,166,311,20,493,9,0,0,0,9,15,0,24,30,6,16,0,50,43,7,110,181,32,55,11,287,535,40,863,29,17,15,0,64,88,11,160,9835,8192,3858,272,22157,9271,1887,33315
11202,7165,6192,3288,267,16908,6000,938,23842,217,75,177,14,488,980,50,1520,83,51,101,6,237,283,47,566,304,127,279,20,724,1259,93,2082,100,49,134,6,287,627,50,964,8,5,9,0,20,55,8,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,15,15,0,43,45,3,91,124,64,152,8,350,723,63,1139,23,5,5,0,35,87,0,123,18,5,13,0,34,152,8,192,0,3,3,0,9,17,4,24,20,7,7,0,33,31,3,63,62,20,30,0,107,285,13,407,15,13,13,5,36,44,4,83,7665,6406,3757,302,18126,8321,1117,27563
11203,7816,7954,2962,229,18957,5070,807,24836,1138,512,539,53,2245,1885,163,4289,725,502,480,29,1737,948,130,2823,1866,1017,1024,79,3986,2833,288,7107,378,136,237,24,778,1144,102,2023,430,145,172,9,754,740,88,1584,244,40,33,4,323,279,23,630,211,37,23,3,278,221,23,525,19,16,10,0,41,30,0,70,1285,368,482,44,2178,2424,233,4828,47,9,3,0,60,72,3,131,158,9,23,5,197,344,12,545,0,0,0,0,0,6,0,3,13,11,5,0,22,13,0,39,211,24,33,4,276,421,17,716,23,11,12,0,43,60,5,107,11193,9370,4509,362,25436,10812,1355,37602
11301,4368,4868,1744,170,11148,3525,362,15038,95,66,57,4,226,270,22,514,15,8,0,0,21,56,0,78,107,74,59,4,245,324,25,595,263,211,109,21,604,655,67,1324,9,6,0,0,19,7,4,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,5,4,0,10,281,223,109,23,629,667,70,1366,8,4,0,0,11,22,0,34,6,5,3,0,15,32,3,45,0,0,0,0,3,4,4,12,23,16,9,0,53,34,4,89,38,21,13,0,82,88,14,182,29,23,4,0,63,37,5,100,4812,5224,1928,202,12171,4638,464,17272
11302,1727,1410,581,42,3757,1353,95,5201,61,24,26,3,119,232,5,356,0,0,0,0,3,4,0,8,58,21,31,3,118,237,5,359,9,4,0,0,10,40,0,51,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,11,3,0,0,17,43,0,58,0,0,0,0,0,10,0,7,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,5,6,3,0,0,7,14,0,20,6,4,0,0,11,21,0,33,8,9,3,0,16,12,3,33,1811,1445,613,43,3913,1673,102,5687
11303,9618,9874,3832,318,23643,7636,978,32266,259,83,73,6,424,872,49,1344,53,25,24,3,103,132,26,260,315,103,103,13,532,1001,70,1605,294,183,166,24,669,1475,119,2267,17,0,0,0,21,105,0,130,11,0,0,0,12,30,0,40,0,0,0,0,3,0,0,3,6,3,0,0,15,17,0,29,328,188,165,24,714,1629,125,2467,7,0,0,0,7,27,0,34,8,8,0,0,15,3,6,19,3,0,0,0,7,4,0,7,33,17,3,0,47,52,21,120,43,25,8,0,75,85,22,181,26,21,0,0,48,42,0,93,10330,10220,4105,361,25012,10396,1206,36613
11401,13188,9287,4284,332,27088,9110,978,37167,692,159,240,30,1120,1411,98,2622,189,61,97,9,360,455,26,843,881,223,343,34,1480,1861,128,3470,122,56,57,6,237,435,33,709,9,3,0,0,12,20,0,32,0,0,0,0,4,3,0,11,0,0,0,0,0,0,0,0,29,15,16,0,64,48,3,115,165,74,72,7,324,504,39,865,24,3,3,0,36,81,5,119,220,17,21,4,264,377,12,650,0,0,3,0,3,3,0,7,12,15,9,0,37,25,4,67,258,41,34,5,337,487,18,843,49,17,6,4,74,175,7,256,14538,9635,4739,381,29300,12137,1163,42603
11402,6359,5409,1796,143,13708,4180,375,18258,254,49,51,4,358,560,23,942,117,25,30,4,174,156,9,342,370,71,80,11,532,719,32,1284,58,47,26,0,132,240,12,386,4,3,0,0,5,6,5,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,7,4,0,31,17,5,56,85,60,28,0,178,269,20,464,7,3,0,0,9,16,0,21,9,0,0,0,11,63,0,74,3,0,0,0,3,0,4,7,11,9,3,0,21,18,3,45,24,12,6,7,44,94,9,146,6,10,4,0,18,16,0,35,6845,5560,1914,153,14478,5283,430,20186
11501,9412,21808,3179,230,34627,3464,396,38489,332,173,61,6,573,513,13,1094,941,2148,536,31,3654,993,71,4713,1271,2316,596,35,4223,1512,78,5810,196,161,65,7,426,482,16,922,276,276,118,16,683,294,26,1007,639,439,147,26,1257,616,69,1940,290,213,84,19,610,240,53,909,26,59,7,0,101,43,6,145,1432,1147,429,65,3083,1677,175,4929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,3,0,4,0,0,3,0,0,3,15,34,4,0,56,24,0,77,12138,25307,4209,337,41984,6674,649,49311
11502,2199,3791,663,55,6705,928,125,7758,42,13,0,0,54,86,4,138,35,86,39,4,166,38,7,209,73,101,41,4,220,119,7,343,47,10,9,0,61,151,4,216,3,0,0,0,4,7,0,14,30,0,0,0,34,31,0,66,0,0,0,0,0,0,0,0,20,10,5,0,44,17,0,57,103,21,13,0,140,206,7,351,6,0,0,0,8,4,0,9,11,3,3,0,16,27,3,48,0,0,0,0,0,0,0,0,0,8,5,0,8,5,0,21,18,15,9,0,32,36,6,77,6,7,0,0,18,20,0,43,2397,3936,728,50,7115,1312,143,8570
11503,2435,3431,724,47,6635,1253,133,8018,0,0,0,0,3,12,0,17,0,0,0,0,7,0,3,10,3,0,0,0,6,19,3,26,5,0,4,0,8,9,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,8,5,0,11,11,4,4,0,16,15,0,35,0,0,0,0,0,8,0,5,0,0,0,0,0,21,4,21,0,0,0,0,4,0,0,5,0,3,0,0,6,3,0,7,3,3,0,0,13,31,4,42,11,5,0,0,14,9,3,25,2461,3440,733,48,6685,1325,137,8146
11504,3057,9018,1288,78,13442,1153,142,14740,7,18,3,0,32,11,8,46,121,434,95,4,651,73,14,743,132,452,96,10,685,87,17,792,24,24,22,0,65,100,5,173,38,41,21,0,103,49,0,156,203,175,88,12,478,207,28,709,35,28,7,4,72,37,3,111,13,14,5,0,32,23,0,58,307,287,145,18,756,417,39,1208,13,3,0,0,17,12,0,31,4,0,3,0,10,22,0,26,0,0,0,0,3,3,0,3,0,4,0,0,4,0,0,4,18,9,8,0,29,29,0,64,6,9,5,0,13,9,0,29,3518,9769,1543,104,14930,1698,205,16834
11601,7807,15217,4879,620,28520,5976,1108,35606,291,509,229,19,1044,526,59,1628,759,2091,630,66,3547,978,184,4713,1051,2601,853,83,4589,1502,246,6339,75,48,25,6,164,484,21,666,21,42,9,3,74,25,7,109,752,1010,256,70,2092,765,205,3057,65,66,21,13,156,43,22,219,88,93,34,8,225,93,34,350,1009,1256,343,102,2712,1407,286,4406,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,5,11,10,0,0,19,8,0,30,9,10,0,0,23,12,0,37,13,15,0,0,38,27,0,62,9893,19096,6085,808,35876,8930,1644,46456
11602,6503,21918,3320,289,32027,3034,592,35651,289,441,130,16,867,309,33,1208,485,1556,359,35,2445,378,67,2889,772,2001,485,52,3312,685,100,4100,21,64,18,3,108,30,4,145,8,14,7,0,35,22,0,53,515,454,205,27,1205,589,111,1906,0,0,0,0,0,0,0,0,19,34,11,3,65,21,3,89,566,571,241,32,1412,661,114,2188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,18,4,0,23,4,0,27,3,18,4,0,23,4,0,32,28,58,4,0,98,17,3,117,7877,24565,4058,376,36874,4398,812,42087
11603,4948,12121,5176,465,22706,4209,633,27540,231,509,201,29,969,468,32,1470,312,1244,650,29,2242,492,54,2785,544,1759,853,56,3207,964,89,4258,31,25,27,3,83,228,13,329,42,65,46,3,162,239,15,413,237,396,162,31,818,415,69,1302,0,0,0,0,0,0,0,0,58,84,35,0,180,81,8,269,368,568,272,47,1248,967,101,2315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,10,0,0,11,0,14,3,0,23,0,0,24,7,11,10,0,24,3,0,31,4,16,0,0,19,14,0,38,5865,14472,6308,562,27207,6153,822,34185
11701,1243,2612,730,103,4680,900,180,5755,234,318,134,14,706,296,48,1046,208,503,178,15,898,266,28,1203,435,817,314,33,1606,565,76,2244,310,452,206,46,1015,674,110,1804,586,689,394,38,1708,1058,140,2910,1642,1179,306,102,3225,1316,481,5021,1509,713,188,143,2561,976,694,4230,3,8,3,0,13,9,0,26,4053,3042,1092,336,8521,4043,1428,13998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,21,26,16,9,66,36,22,127,21,22,19,9,68,36,24,129,12,10,0,0,21,25,4,48,5764,6503,2157,472,14894,5570,1711,22177
11702,1572,2287,780,110,4753,1037,631,6419,1162,1205,354,74,2797,842,357,3998,515,663,165,29,1372,348,261,1979,1684,1871,516,103,4171,1188,618,5976,668,263,185,33,1153,1452,310,2915,863,322,222,53,1462,1477,276,3215,874,279,124,31,1316,1088,197,2594,77,27,0,3,110,38,14,161,48,21,16,4,82,89,22,198,2535,910,555,123,4116,4145,821,9078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,56,39,13,222,199,85,504,114,56,39,13,222,199,85,504,12,11,3,0,25,32,0,58,5915,5132,1886,348,13284,6608,2155,22044
11703,668,755,194,36,1649,422,204,2273,1630,996,356,70,3056,1452,613,5124,4006,2866,1169,194,8232,3933,2489,14655,5640,3858,1528,258,11286,5386,3108,19777,665,199,115,27,1011,1470,290,2771,2265,619,402,98,3382,4666,869,8913,9400,2626,1101,363,13486,13473,2887,29845,11522,3122,1295,636,16569,14810,4263,35645,29,13,8,0,45,33,9,89,23877,6576,2920,1120,34495,34451,8308,77262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,53,33,15,227,276,142,647,130,53,33,15,227,276,142,647,86,33,12,7,137,267,37,446,30399,11272,4684,1434,47795,40798,11802,100396
11801,2358,4834,763,83,8038,1157,228,9418,612,1116,259,18,2004,670,196,2873,2014,2738,665,61,5485,1549,523,7563,2627,3854,922,86,7490,2219,721,10433,1468,1010,422,70,2971,2011,672,5644,3928,1806,878,137,6755,4954,1535,13244,2338,908,414,71,3738,3562,671,7975,1228,425,220,33,1906,1829,270,4007,28,30,13,3,71,28,7,105,8993,4186,1943,313,15437,12386,3147,30971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,92,31,3,308,276,72,658,185,92,31,3,308,276,72,658,24,21,0,0,45,54,8,109,14181,12981,3663,488,31317,16099,4170,51592
11802,3191,6657,1367,170,11382,1940,461,13789,695,1399,340,38,2475,792,118,3381,1135,2322,635,62,4147,893,176,5215,1828,3721,973,96,6621,1685,299,8595,1273,941,535,74,2815,2109,536,5462,3629,1841,1090,217,6784,5171,1571,13526,2217,1133,463,90,3908,2616,663,7188,646,368,163,43,1217,731,265,2215,31,39,10,0,78,46,10,140,7801,4324,2256,432,14808,10675,3049,28523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,53,37,7,207,171,64,443,111,53,37,7,207,171,64,443,12,11,8,0,27,37,7,74,12938,14759,4643,705,33047,14503,3873,51429
11901,7019,16041,5209,509,28777,5253,728,34762,419,809,344,18,1598,786,55,2441,1524,4193,1446,112,7273,1561,137,8976,1950,4998,1789,138,8874,2344,199,11414,258,268,215,21,760,1153,37,1956,690,1204,632,86,2609,1329,141,4076,516,696,321,50,1578,660,108,2346,244,448,136,29,849,196,82,1121,95,170,81,8,358,143,22,525,1798,2781,1391,187,6154,3477,389,10022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,79,39,7,174,83,29,291,53,79,39,7,174,83,29,291,26,37,21,0,85,25,10,120,10838,23937,8438,842,44060,11192,1352,56605
11902,4544,10160,3045,348,18097,3372,671,22136,255,381,172,25,836,385,49,1271,719,1557,617,42,2942,742,123,3809,980,1938,794,62,3779,1127,173,5078,1559,2527,988,243,5314,2674,803,8793,888,1438,605,111,3043,1324,380,4743,1057,1102,457,80,2692,1065,269,4022,82,50,26,3,164,52,17,225,66,97,25,3,193,63,21,274,3649,5212,2096,442,11405,5165,1483,18053,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,40,16,4,95,60,17,175,30,45,16,4,101,59,17,179,10,14,5,3,39,42,20,95,9220,17371,5951,869,33417,9761,2369,45549
11903,5623,11342,2591,323,19873,3305,526,23702,453,510,244,19,1230,807,46,2076,825,1521,493,41,2875,814,91,3776,1280,2027,741,59,4099,1621,132,5855,351,312,185,33,879,910,85,1868,1190,1052,745,117,3106,1587,289,4985,1472,1243,638,141,3499,1586,392,5473,1039,675,286,84,2080,766,265,3118,65,89,33,9,190,71,14,271,4119,3372,1881,381,9754,4918,1045,15716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,42,21,6,109,57,16,182,32,42,21,6,109,61,16,183,11,11,9,0,25,44,9,73,11060,16795,5237,772,33859,9946,1732,45536
11904,5038,9369,2613,290,17319,3241,536,21094,875,1045,438,48,2414,1172,117,3706,635,1044,324,30,2039,491,70,2602,1513,2092,768,81,4450,1667,189,6306,338,268,141,26,778,796,119,1697,1092,1123,597,112,2925,1820,264,5010,3043,2596,1038,240,6911,3557,854,11322,2439,1286,328,180,4230,1734,916,6878,74,60,34,4,167,89,14,267,6989,5334,2136,548,15013,7995,2173,25179,4,0,3,4,13,52,3,68,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,80,56,43,12,192,168,34,396,89,56,45,14,204,221,42,463,30,20,6,6,57,49,15,127,13661,16872,5569,937,37038,13172,2957,53171
12001,3078,6102,1210,142,10535,1905,246,12685,265,396,113,13,786,255,26,1072,616,775,257,22,1673,468,61,2198,878,1169,376,37,2457,722,82,3263,909,611,318,44,1884,1256,139,3271,997,646,291,57,1990,1148,174,3312,2262,1331,492,76,4166,1977,357,6498,1478,807,294,70,2641,1140,307,4091,22,25,5,4,57,33,4,93,5669,3417,1404,250,10739,5549,981,17269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,62,41,10,216,116,43,373,103,62,41,10,216,116,43,373,10,11,0,0,18,24,0,46,9742,10751,3033,433,23958,8323,1351,33640
12002,1801,2895,610,73,5378,1202,259,6837,1131,1334,353,36,2857,924,183,3964,1393,1613,462,30,3495,986,237,4718,2521,2945,812,71,6353,1907,422,8687,490,351,181,15,1034,985,112,2128,477,226,134,30,873,1178,106,2156,687,263,113,25,1090,1194,105,2385,127,49,21,0,203,130,18,349,10,11,0,0,31,29,6,61,1798,899,455,76,3225,3511,341,7074,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,35,16,10,3,68,59,33,156,38,16,10,3,70,57,30,161,7,5,3,3,18,10,0,28,6160,6764,1893,225,15045,6692,1050,22794
12003,4809,8965,2257,273,16306,3056,775,20136,680,990,291,36,1997,701,147,2841,854,1355,397,57,2661,682,185,3525,1535,2345,687,91,4656,1381,329,6370,1413,993,581,130,3117,2948,630,6694,2516,1804,782,285,5385,3495,1030,9912,3134,2278,748,279,6436,2998,1307,10739,1817,1036,404,157,3424,1338,851,5612,32,29,19,3,79,42,9,129,8913,6137,2528,853,18430,10820,3827,33082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,88,48,13,279,217,79,570,132,88,48,13,279,217,79,570,55,21,3,3,75,105,22,206,15439,17549,5521,1237,39741,15574,5039,60357
12101,4451,9445,1560,163,15613,2228,337,18181,260,426,87,7,786,238,28,1057,428,773,178,10,1387,460,51,1893,684,1203,267,22,2178,697,78,2956,590,466,192,47,1295,954,142,2382,1563,1353,593,82,3595,2191,384,6169,2037,1584,592,78,4290,2501,385,7169,2092,1676,558,106,4429,2350,380,7161,25,41,7,0,68,28,13,113,6308,5113,1947,306,13677,8018,1298,22996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,16,9,0,55,28,3,81,23,16,9,0,50,31,3,83,18,9,7,0,33,25,3,59,11480,15787,3786,492,31552,10992,1732,44276
12102,4736,9478,1797,134,16142,2549,307,18998,38,76,50,3,168,142,0,313,328,689,230,12,1260,347,23,1630,367,766,278,13,1427,496,24,1943,199,160,88,9,461,422,28,907,691,593,337,58,1679,1178,135,2992,830,1219,321,42,2411,893,84,3389,659,911,205,36,1808,612,102,2525,34,29,15,0,76,42,0,118,2403,2920,962,152,6435,3147,351,9934,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,5,0,0,0,0,0,0,0,0,10,12,0,0,19,22,0,39,11,11,0,0,20,24,0,48,9,0,3,0,15,13,4,24,7536,13167,3036,299,24038,6227,687,30954
12103,6955,16201,2369,164,25682,2893,246,28826,66,36,18,3,124,81,6,210,451,417,148,10,1028,373,16,1419,525,450,163,10,1154,451,22,1630,478,210,126,8,824,772,37,1632,381,340,173,26,918,730,54,1702,1987,2025,882,82,4981,1925,178,7081,235,252,89,15,589,225,26,842,16,28,13,0,56,27,7,88,3096,2852,1285,133,7362,3678,304,11350,0,0,0,0,0,0,0,0,5,0,0,0,5,5,0,5,0,0,0,0,0,0,0,0,32,33,11,0,75,33,3,112,39,33,11,0,82,35,3,121,4,15,4,0,28,12,0,37,10616,19552,3836,305,34310,7074,573,41956
