SA3_CODE_2021,FOL_IAL_Oth_NS,FOL_IAL_Oth_Tot,FOL_IAL_Tot_SEO,FOL_IAL_Tot_UOLSE_VWorW,FOL_IAL_Tot_UOLSE_NWorNAA,FOL_IAL_Tot_UOLSE_Tot,FOL_IAL_Tot_NS,FOL_IAL_Tot_Tot,FOL_Italian_SEO,FOL_Italian_UOLSE_VWorW,FOL_Italian_UOLSE_NWorNAA,FOL_Italian_UOLSE_Tot,FOL_Italian_NS,FOL_Italian_Tot,FOL_Japan_SEO,FOL_Japan_UOLSE_VWorW,FOL_Japan_UOLSE_NWorNAA,FOL_Japan_UOLSE_Tot,FOL_Japan_NS,FOL_Japan_Tot,FOL_Khmer_SEO,FOL_Khmer_UOLSE_VWorW,FOL_Khmer_UOLSE_NWorNAA,FOL_Khmer_UOLSE_Tot,FOL_Khmer_NS,FOL_Khmer_Tot,FOL_Korean_SEO,FOL_Korean_UOLSE_VWorW,FOL_Korean_UOLSE_NWorNAA,FOL_Korean_UOLSE_Tot,FOL_Korean_NS,FOL_Korean_Tot,FOL_Macedon_SEO,FOL_Macedon_UOLSE_VWorW,FOL_Macedon_UOLSE_NWorNAA,FOL_Macedon_UOLSE_Tot,FOL_Macedon_NS,FOL_Macedon_Tot,FOL_Malayalam_SEO,FOL_Malayalam_UOLSE_VWorW,FOL_Malayalam_UOLSE_NWorNAA,FOL_Malayalam_UOLSE_Tot,FOL_Malayalam_NS,FOL_Malayalam_Tot,FOL_Persian_ED_SEO,FOL_Persian_ED_UOLSE_VWorW,FOL_Persian_ED_UOLSE_NWorNAA,FOL_Persian_ED_UOLSE_Tot,FOL_Persian_ED_NS,FOL_Persian_ED_Tot,FOL_Polish_SEO,FOL_Polish_UOLSE_VWorW,FOL_Polish_UOLSE_NWorNAA,FOL_Polish_UOLSE_Tot,FOL_Polish_NS,FOL_Polish_Tot,FOL_Portuguese_SEO,FOL_Portuguese_UOLSE_VWorW,FOL_Portuguese_UOLSE_NWorNAA,FOL_Portuguese_UOLSE_Tot,FOL_Portuguese_NS,FOL_Portuguese_Tot,FOL_Russian_SEO,FOL_Russian_UOLSE_VWorW,FOL_Russian_UOLSE_NWorNAA,FOL_Russian_UOLSE_Tot,FOL_Russian_NS,FOL_Russian_Tot,FOL_Samoan_SEO,FOL_Samoan_UOLSE_VWorW,FOL_Samoan_UOLSE_NWorNAA,FOL_Samoan_UOLSE_Tot,FOL_Samoan_NS,FOL_Samoan_Tot,FOL_Serbian_SEO,FOL_Serbian_UOLSE_VWorW,FOL_Serbian_UOLSE_NWorNAA,FOL_Serbian_UOLSE_Tot,FOL_Serbian_NS,FOL_Serbian_Tot,FOL_SAL_Filipin_SEO,FOL_SAL_Filipin_UOLSE_VWorW,FOL_SAL_Filipin_UOLSE_NWorNAA,FOL_SAL_Filipin_UOLSE_Tot,FOL_SAL_Filipin_NS,FOL_SAL_Filipin_Tot,FOL_SAL_Indon_SEO,FOL_SAL_Indon_UOLSE_VWorW,FOL_SAL_Indon_UOLSE_NWorNAA,FOL_SAL_Indon_UOLSE_Tot,FOL_SAL_Indon_NS,FOL_SAL_Indon_Tot,FOL_SAL_Tagalog_SEO,FOL_SAL_Tagalog_UOLSE_VWorW,FOL_SAL_Tagalog_UOLSE_NWorNAA,FOL_SAL_Tagalog_UOLSE_Tot,FOL_SAL_Tagalog_NS,FOL_SAL_Tagalog_Tot,FOL_SAL_Oth_SEO,FOL_SAL_Oth_UOLSE_VWorW,FOL_SAL_Oth_UOLSE_NWorNAA,FOL_SAL_Oth_UOLSE_Tot,FOL_SAL_Oth_NS,FOL_SAL_Oth_Tot,FOL_SAL_Tot_SEO,FOL_SAL_Tot_UOLSE_VWorW,FOL_SAL_Tot_UOLSE_NWorNAA,FOL_SAL_Tot_UOLSE_Tot,FOL_SAL_Tot_NS,FOL_SAL_Tot_Tot,FOL_Spanish_SEO,FOL_Spanish_UOLSE_VWorW,FOL_Spanish_UOLSE_NWorNAA,FOL_Spanish_UOLSE_Tot,FOL_Spanish_NS,FOL_Spanish_Tot,FOL_Tamil_SEO,FOL_Tamil_UOLSE_VWorW,FOL_Tamil_UOLSE_NWorNAA,FOL_Tamil_UOLSE_Tot,FOL_Tamil_NS,FOL_Tamil_Tot,FOL_Thai_SEO,FOL_Thai_UOLSE_VWorW,FOL_Thai_UOLSE_NWorNAA,FOL_Thai_UOLSE_Tot,FOL_Thai_NS,FOL_Thai_Tot,FOL_Turkish_SEO,FOL_Turkish_UOLSE_VWorW,FOL_Turkish_UOLSE_NWorNAA,FOL_Turkish_UOLSE_Tot,FOL_Turkish_NS,FOL_Turkish_Tot,FOL_Vietnamese_SEO,FOL_Vietnamese_UOLSE_VWorW,FOL_Vietnamese_UOLSE_NWorNAA,FOL_Vietnamese_UOLSE_Tot,FOL_Vietnamese_NS,FOL_Vietnamese_Tot,FOL_Oth_SEO,FOL_Oth_UOLSE_VWorW,FOL_Oth_UOLSE_NWorNAA,FOL_Oth_UOLSE_Tot,FOL_Oth_NS,FOL_Oth_Tot,FOL_Tot_SEO,FOL_Tot_UOLSE_VWorW,FOL_Tot_UOLSE_NWorNAA,FOL_Tot_UOLSE_Tot,FOL_Tot_NS,FOL_Tot_Tot,F_LUatH_NS_SEO,F_LUatH_NS_UOLSE_VWorW,F_LUatH_NS_UOLSE_NWorNAA,F_LUatH_NS_UOLSE_Tot,F_LUatH_NS_NS,F_LUatH_NS_Tot,F_Tot_SEO,F_Tot_UOLSE_VWorW,F_Tot_UOLSE_NWorNAA,F_Tot_UOLSE_Tot,F_Tot_NS,F_Tot_Tot,PSEO_SEO,PSEO_UOLSE_VWorW,PSEO_UOLSE_NWorNAA,PSEO_UOLSE_Tot,PSEO_NS,PSEO_Tot,POL_Afrikaans_SEO,POL_Afrikaans_UOLSE_VWorW,POL_Afrikaans_UOLSE_NWorNAA,POL_Afrikaans_UOLSE_Tot,POL_Afrikaans_NS,POL_Afrikaans_Tot,POL_Arabic_SEO,POL_Arabic_UOLSE_VWorW,POL_Arabic_UOLSE_NWorNAA,POL_Arabic_UOLSE_Tot,POL_Arabic_NS,POL_Arabic_Tot,POL_AIndLng_SEO,POL_AIndLng_UOLSE_VWorW,POL_AIndLng_UOLSE_NWorNAA,POL_AIndLng_UOLSE_Tot,POL_AIndLng_NS,POL_AIndLng_Tot,POL_CL_Canton_SEO,POL_CL_Canton_UOLSE_VWorW,POL_CL_Canton_UOLSE_NWorNAA,POL_CL_Canton_UOLSE_Tot,POL_CL_Canton_NS,POL_CL_Canton_Tot,POL_CL_Mandarin_SEO,POL_CL_Mandarin_UOLSE_VWorW,POL_CL_Mandarin_UOLSE_NWorNAA,POL_CL_Mandarin_UOLSE_Tot,POL_CL_Mandarin_NS,POL_CL_Mandarin_Tot
11203,0,3,..,220,21,240,0,245,..,101,12,119,0,123,..,160,18,178,0,178,..,0,0,0,0,3,..,16,7,20,3,23,..,6,0,6,0,6,..,60,9,65,0,65,..,7,0,8,0,8,..,40,0,42,0,38,..,225,10,230,0,234,..,32,6,34,0,34,..,15,0,15,0,15,..,8,3,14,0,14,..,113,4,114,0,116,..,33,5,40,0,40,..,113,3,115,0,121,..,28,0,28,0,28,..,294,10,300,4,302,..,173,8,187,0,184,..,12,0,15,0,15,..,134,14,150,0,150,..,11,0,11,0,11,..,43,9,50,0,50,..,372,42,416,4,426,..,2441,241,2688,35,2722,..,156,10,169,3226,3391,44468,2596,254,2852,3261,50586,85814,..,..,..,..,85814,..,56,0,62,0,62,..,26,0,31,0,30,..,108,4,110,5,121,..,74,34,106,5,111,..,148,60,203,5,208
11301,0,15,..,859,335,1195,9,1208,..,685,164,848,6,855,..,14,3,11,0,11,..,7,0,7,0,7,..,10,6,22,4,20,..,0,0,3,0,3,..,42,3,47,0,47,..,3,3,4,0,4,..,4,0,4,0,0,..,10,4,17,0,17,..,6,0,6,0,6,..,173,16,190,6,196,..,0,0,0,0,0,..,96,3,105,0,105,..,23,0,18,0,18,..,116,5,123,0,120,..,113,20,132,0,133,..,343,37,375,5,379,..,78,14,86,0,86,..,24,0,26,0,26,..,42,13,51,0,51,..,24,23,45,0,45,..,5,0,11,0,11,..,456,66,519,10,530,..,3058,824,3885,42,3926,..,82,18,99,1947,2048,18735,3139,843,3982,1987,24700,37347,..,..,..,..,37347,..,133,3,138,3,140,..,63,5,66,0,66,..,66,0,66,0,66,..,46,24,71,0,71,..,167,231,400,3,401
11302,0,0,..,25,0,26,0,26,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,6,0,6,0,6,..,5,0,5,0,5,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,19,0,20,0,20,..,4,0,4,0,4,..,12,0,12,0,11,..,0,0,0,0,0,..,29,0,30,0,37,..,6,0,6,0,6,..,6,0,6,0,6,..,14,9,24,0,24,..,0,0,0,0,0,..,3,0,3,0,3,..,69,8,83,3,87,..,304,29,334,3,336,..,19,0,20,536,557,6518,319,33,351,542,7412,13011,..,..,..,..,13011,..,83,0,83,0,91,..,9,0,13,0,13,..,39,0,46,0,46,..,19,4,26,0,26,..,33,8,41,0,41
11303,0,15,..,471,34,509,5,515,..,51,4,59,0,57,..,13,0,13,0,13,..,7,0,7,0,7,..,19,3,20,0,24,..,3,0,3,0,3,..,252,20,279,0,279,..,28,5,34,3,36,..,11,0,11,0,11,..,14,0,16,0,16,..,19,0,19,0,19,..,16,0,17,0,22,..,11,0,11,0,11,..,114,5,117,0,118,..,16,0,16,0,16,..,114,5,115,0,115,..,37,5,46,0,45,..,278,11,288,4,293,..,71,5,80,0,80,..,49,0,49,0,46,..,60,21,81,0,79,..,0,0,0,0,0,..,49,11,58,0,58,..,841,320,1166,12,1177,..,2802,622,3428,32,3462,..,137,16,151,2689,2840,43889,2941,636,3580,2720,50189,85428,..,..,..,..,85428,..,94,0,94,0,95,..,316,43,356,5,358,..,201,4,210,0,206,..,92,42,132,0,132,..,300,254,554,10,562
11401,0,3,..,272,17,290,3,292,..,137,9,150,0,150,..,46,3,50,0,50,..,10,0,11,3,15,..,22,10,32,0,32,..,31,0,33,0,31,..,45,12,50,0,50,..,13,3,18,0,18,..,36,4,43,0,43,..,38,0,38,0,42,..,37,3,43,0,42,..,8,0,8,0,8,..,21,5,24,0,24,..,76,0,82,0,80,..,32,0,33,0,33,..,155,4,155,0,162,..,33,3,36,0,36,..,296,10,305,0,303,..,153,16,168,0,175,..,25,0,26,0,26,..,94,22,119,0,119,..,12,0,7,0,7,..,50,15,72,0,69,..,470,45,523,12,531,..,2484,300,2792,38,2832,..,160,9,173,3029,3206,48684,2649,316,2969,3067,54719,95761,..,..,..,..,95761,..,55,5,59,0,59,..,111,14,132,0,130,..,100,7,111,6,110,..,113,60,171,0,173,..,154,50,202,3,209
11402,0,5,..,338,23,364,5,363,..,128,3,131,0,131,..,29,0,28,0,29,..,4,0,9,0,9,..,15,8,20,0,24,..,25,0,30,0,30,..,39,0,40,0,40,..,14,4,13,0,13,..,19,4,22,0,28,..,21,0,24,0,24,..,13,0,13,0,13,..,0,0,0,0,0,..,24,0,24,0,24,..,40,0,46,0,46,..,15,6,17,0,17,..,61,0,61,0,61,..,16,0,15,0,15,..,129,5,135,0,135,..,93,8,99,0,101,..,5,0,7,0,7,..,61,8,65,0,65,..,10,0,15,0,15,..,26,7,31,0,39,..,234,30,267,3,272,..,1761,162,1921,26,1946,..,66,9,74,1274,1341,24090,1827,167,1995,1292,27378,46357,..,..,..,..,46357,..,73,0,73,0,73,..,86,6,96,0,96,..,6,0,5,0,5,..,76,24,96,0,99,..,170,48,222,7,224
11501,0,446,..,6272,301,6577,32,6614,..,491,41,535,5,539,..,199,18,217,0,217,..,32,4,36,0,36,..,1505,572,2080,12,2089,..,32,0,35,0,31,..,307,9,314,0,316,..,1253,188,1439,18,1456,..,239,11,252,0,252,..,133,11,142,0,143,..,246,33,281,0,279,..,15,0,15,0,15,..,120,10,132,0,132,..,304,7,309,5,313,..,494,51,542,3,547,..,519,9,530,0,529,..,79,4,84,0,83,..,1398,68,1464,10,1476,..,630,57,685,3,689,..,1386,61,1448,12,1457,..,182,33,214,0,214,..,166,21,197,0,196,..,323,62,382,3,385,..,1882,170,2054,60,2118,..,28963,4625,33590,271,33858,..,311,50,366,1863,2227,42799,29275,4676,33954,2136,78890,85517,..,..,..,..,85517,..,683,6,692,9,695,..,2539,144,2682,11,2699,..,6,0,6,0,6,..,6033,1175,7206,46,7252,..,12114,3660,15773,154,15927
11502,0,10,..,226,15,239,0,239,..,221,36,252,0,252,..,16,0,16,0,16,..,0,0,0,0,0,..,59,14,68,0,72,..,6,3,4,0,4,..,13,0,13,0,13,..,79,4,78,0,77,..,32,0,28,0,28,..,6,0,6,0,6,..,23,5,27,0,27,..,0,0,0,0,0,..,29,0,29,0,29,..,15,0,15,0,15,..,11,0,11,0,11,..,32,0,32,0,34,..,6,0,6,0,6,..,72,0,72,0,71,..,79,0,83,0,83,..,45,0,45,0,43,..,13,3,13,0,16,..,11,0,9,0,9,..,18,4,20,0,20,..,197,15,210,0,215,..,2129,268,2396,17,2409,..,43,0,44,397,436,10992,2170,267,2436,409,13842,22263,..,..,..,..,22263,..,106,4,107,0,109,..,684,69,755,5,756,..,0,0,0,0,0,..,241,44,280,0,281,..,572,172,744,4,746
11503,0,0,..,30,0,32,0,32,..,52,8,54,0,54,..,6,0,7,0,7,..,0,0,0,0,0,..,3,8,10,0,10,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,10,0,10,0,10,..,3,3,8,0,8,..,4,0,3,0,3,..,0,0,0,0,0,..,11,0,11,0,11,..,13,0,13,0,13,..,7,0,7,0,7,..,10,0,10,0,10,..,5,0,5,0,5,..,34,0,36,0,36,..,28,4,34,0,34,..,0,0,0,0,0,..,20,0,21,0,19,..,5,0,5,0,5,..,4,0,7,0,7,..,202,24,223,3,228,..,562,76,637,7,645,..,33,0,32,375,406,11248,594,75,671,379,12301,22868,..,..,..,..,22868,..,22,0,22,0,22,..,37,0,41,0,41,..,8,0,8,0,8,..,44,21,63,3,67,..,46,9,54,0,54
11504,0,128,..,2758,183,2942,22,2969,..,160,18,182,0,182,..,22,4,29,0,29,..,4,0,4,0,4,..,251,78,327,0,332,..,9,0,9,0,9,..,132,0,129,7,135,..,487,56,544,10,557,..,45,7,48,4,46,..,52,4,55,0,59,..,61,12,68,0,68,..,10,0,10,0,10,..,46,4,47,0,47,..,273,4,272,0,280,..,145,16,158,0,160,..,406,6,417,4,421,..,41,0,41,0,41,..,864,28,893,5,905,..,225,15,245,0,245,..,262,17,283,5,284,..,45,12,58,0,58,..,54,8,59,0,59,..,52,8,59,0,59,..,931,93,1024,19,1044,..,8690,1086,9772,97,9869,..,135,19,151,700,855,17783,8823,1102,9927,797,28503,35840,..,..,..,..,35840,..,325,8,335,0,333,..,1045,70,1125,4,1133,..,13,0,13,0,13,..,613,180,800,9,806,..,1800,654,2455,32,2487
11601,3,506,..,10640,1063,11707,96,11801,..,359,39,408,4,410,..,43,5,48,0,48,..,36,6,40,0,41,..,425,286,710,8,719,..,34,14,44,0,44,..,411,26,434,5,440,..,280,105,384,3,391,..,257,73,324,0,331,..,73,11,89,6,89,..,131,15,142,0,142,..,321,28,350,0,348,..,215,71,286,0,287,..,1369,35,1407,10,1419,..,296,37,331,7,337,..,2503,104,2608,8,2614,..,206,14,216,0,222,..,4372,191,4561,23,4591,..,524,99,629,9,633,..,1818,244,2059,20,2087,..,172,37,208,3,210,..,483,170,653,9,656,..,226,77,308,0,308,..,3571,718,4293,79,4372,..,29130,4876,34004,301,34309,..,449,121,564,3590,4158,32461,29574,4995,34573,3891,70919,66077,..,..,..,..,66077,..,75,0,76,0,76,..,4098,746,4840,39,4874,..,45,0,45,0,45,..,1240,669,1905,14,1922,..,1879,1114,2991,26,3022
11602,11,877,..,14915,1261,16174,135,16314,..,244,24,268,0,271,..,48,0,54,0,54,..,18,3,23,0,23,..,437,208,642,0,642,..,22,3,29,0,29,..,883,41,925,8,933,..,653,115,762,3,766,..,108,12,115,0,115,..,98,13,109,0,109,..,144,12,158,0,158,..,217,12,225,3,233,..,81,7,94,0,95,..,1218,30,1251,9,1260,..,377,42,420,5,422,..,2047,70,2122,15,2131,..,173,10,183,0,183,..,3818,157,3973,26,4003,..,504,53,558,3,565,..,1501,102,1605,20,1627,..,162,25,188,3,196,..,142,39,182,0,182,..,164,41,206,0,206,..,3789,481,4272,108,4379,..,31711,3489,35204,359,35566,..,374,79,456,2182,2638,32957,32090,3573,35662,2538,71161,66222,..,..,..,..,66222,..,381,6,388,7,389,..,1946,135,2079,16,2100,..,42,0,41,0,41,..,1238,359,1600,4,1604,..,2566,985,3553,43,3596
11603,0,252,..,6357,698,7054,79,7135,..,136,22,155,0,157,..,25,5,24,0,23,..,32,13,45,0,45,..,48,35,81,0,84,..,45,14,51,0,57,..,146,9,157,3,159,..,137,44,185,0,181,..,76,7,84,0,84,..,45,13,56,5,60,..,53,9,60,0,67,..,1377,120,1502,11,1508,..,71,30,102,0,102,..,1487,72,1560,12,1568,..,212,31,243,8,247,..,3385,157,3542,15,3555,..,186,16,204,0,203,..,5269,272,5549,30,5577,..,399,155,554,0,554,..,382,60,443,4,446,..,102,31,131,0,129,..,308,111,415,3,416,..,212,134,346,3,351,..,3484,756,4236,66,4299,..,21409,3447,24857,231,25085,..,451,125,581,4255,4828,28899,21863,3569,25433,4479,58811,57541,..,..,..,..,57541,..,27,0,31,0,31,..,3789,984,4769,28,4798,..,62,0,64,0,70,..,310,185,498,0,499,..,404,256,661,9,668
11701,0,37,..,1018,103,1119,9,1127,..,258,40,300,0,300,..,126,15,142,0,142,..,24,3,23,0,23,..,102,32,131,0,133,..,40,6,46,0,46,..,30,4,37,0,37,..,88,13,99,0,99,..,77,8,83,0,85,..,445,65,515,0,514,..,297,70,368,5,373,..,19,3,22,0,24,..,134,23,151,0,149,..,204,3,209,0,213,..,1244,154,1402,11,1414,..,312,13,320,4,327,..,190,11,200,7,202,..,1950,185,2131,21,2157,..,792,132,926,8,936,..,64,6,68,0,67,..,285,66,356,3,357,..,256,89,341,0,341,..,255,36,288,3,288,..,1046,235,1282,32,1312,..,11526,2028,13553,125,13684,..,203,63,272,1488,1760,13897,11730,2095,13824,1619,29336,28760,..,..,..,..,28760,..,27,0,27,0,27,..,679,78,757,4,762,..,22,0,24,0,24,..,1409,325,1733,13,1751,..,3641,671,4308,30,4339
11702,0,16,..,255,13,270,0,274,..,252,52,304,0,304,..,114,7,124,0,129,..,16,10,23,0,23,..,73,7,83,0,83,..,95,49,150,0,150,..,12,0,12,0,12,..,22,0,22,0,22,..,40,0,46,0,46,..,319,164,493,3,492,..,76,3,75,0,78,..,8,0,14,0,14,..,57,16,77,0,77,..,73,3,76,0,75,..,115,15,134,0,138,..,114,8,119,0,120,..,45,4,44,0,44,..,345,26,373,6,382,..,409,40,449,3,451,..,33,0,33,0,32,..,179,59,238,4,244,..,64,29,98,0,98,..,742,507,1246,7,1253,..,491,49,535,16,552,..,5849,1919,7769,67,7835,..,84,27,106,1052,1157,18561,5931,1945,7880,1117,27559,37362,..,..,..,..,37362,..,22,0,24,0,27,..,714,185,892,0,894,..,52,4,53,0,53,..,634,251,889,9,897,..,620,177,794,9,806
11703,0,132,..,1527,32,1554,3,1566,..,724,36,760,7,770,..,781,123,900,7,907,..,49,3,60,0,60,..,998,257,1257,12,1265,..,119,22,138,0,138,..,116,8,123,0,123,..,372,22,391,4,396,..,331,13,344,6,350,..,966,97,1062,7,1070,..,814,242,1056,0,1058,..,33,0,33,0,32,..,233,22,252,0,252,..,320,7,324,0,327,..,1991,225,2213,11,2223,..,427,3,432,0,430,..,356,27,384,0,390,..,3087,263,3355,15,3373,..,2179,241,2420,13,2435,..,143,5,149,4,153,..,2570,978,3552,17,3563,..,253,43,295,0,300,..,1142,324,1466,13,1480,..,2115,222,2337,54,2394,..,32737,6004,38746,273,39021,..,453,104,563,6397,6956,57967,33197,6116,39304,6670,103946,127659,..,..,..,..,127659,..,209,4,211,0,211,..,1329,96,1423,5,1425,..,125,9,131,0,136,..,4789,1258,6049,42,6093,..,14821,3414,18228,101,18324
11801,0,9,..,251,14,263,0,264,..,769,40,805,15,816,..,241,23,265,0,266,..,4,0,4,0,4,..,157,19,176,0,176,..,36,0,40,0,41,..,6,0,6,0,6,..,120,7,127,0,127,..,181,10,186,5,193,..,790,52,845,5,855,..,934,122,1055,8,1061,..,3,0,3,0,3,..,126,8,129,0,129,..,120,5,122,0,122,..,126,7,131,3,135,..,182,6,189,3,188,..,34,0,33,0,35,..,460,23,480,5,486,..,1325,71,1400,8,1410,..,24,0,24,0,26,..,180,32,210,0,210,..,80,8,86,0,91,..,152,16,174,0,174,..,1816,89,1908,23,1928,..,11775,1021,12793,108,12905,..,214,15,230,3427,3659,49899,11992,1035,13029,3541,66464,96686,..,..,..,..,96686,..,109,0,108,0,112,..,346,25,365,0,373,..,20,0,21,0,21,..,917,116,1028,6,1037,..,1885,438,2322,22,2345
11802,0,62,..,730,22,755,0,757,..,654,67,718,6,723,..,283,27,311,0,311,..,18,12,26,0,26,..,213,38,249,0,253,..,35,0,31,0,31,..,68,0,68,0,68,..,154,15,164,0,164,..,286,35,319,0,326,..,1080,92,1170,3,1178,..,786,164,955,0,955,..,18,3,16,0,16,..,178,24,202,0,202,..,188,8,192,0,192,..,853,115,972,5,975,..,312,7,324,5,328,..,166,7,175,0,176,..,1525,139,1665,15,1675,..,1227,129,1363,10,1372,..,111,0,113,0,113,..,307,65,367,0,368,..,113,18,133,3,136,..,317,50,372,3,373,..,1627,148,1777,36,1816,..,17511,2385,19894,148,20042,..,283,39,324,3294,3622,45202,17793,2429,20223,3443,68868,88766,..,..,..,..,88766,..,92,4,97,0,98,..,831,93,925,9,937,..,74,7,81,0,79,..,2520,585,3103,19,3120,..,4109,833,4948,30,4974
11901,0,138,..,3986,414,4396,35,4432,..,891,128,1015,3,1022,..,99,11,115,0,115,..,40,22,61,0,61,..,392,297,694,0,694,..,1133,257,1397,3,1401,..,99,0,98,3,104,..,90,24,117,0,118,..,147,24,174,0,174,..,257,53,315,5,309,..,113,19,132,0,139,..,298,17,316,0,320,..,127,20,145,0,145,..,332,7,340,0,342,..,717,104,822,8,833,..,511,20,533,0,529,..,181,24,207,6,205,..,1742,155,1897,17,1915,..,531,104,633,8,637,..,111,14,125,0,125,..,228,60,289,3,288,..,213,57,272,5,277,..,5955,3939,9892,71,9964,..,2194,401,2593,68,2664,..,41558,11917,53475,428,53894,..,512,122,636,5738,6373,33855,42073,12034,54108,6164,94123,68355,..,..,..,..,68355,..,46,0,48,0,48,..,33665,5495,39154,298,39450,..,37,0,37,0,37,..,3332,1715,5045,33,5077,..,3597,2411,6010,49,6065
11902,0,79,..,6149,853,7001,72,7070,..,1024,185,1209,12,1222,..,113,21,130,0,130,..,24,9,34,0,34,..,525,468,991,7,1002,..,217,32,250,0,254,..,52,9,61,0,61,..,53,7,57,0,57,..,68,10,79,0,82,..,728,238,968,8,977,..,93,6,100,0,102,..,115,14,131,0,129,..,89,4,95,0,95,..,310,9,311,0,320,..,1059,256,1317,14,1329,..,734,29,763,12,773,..,171,40,208,0,215,..,2277,326,2602,29,2632,..,648,97,744,3,751,..,111,22,132,0,132,..,316,91,410,5,415,..,210,50,260,0,265,..,1870,1179,3051,18,3071,..,1814,462,2272,66,2333,..,32874,10818,43689,377,44074,..,535,189,723,4447,5169,19696,33407,11009,44412,4824,68936,41001,..,..,..,..,41001,..,23,0,28,0,28,..,15474,2946,18418,156,18572,..,44,0,43,0,43,..,3494,2413,5901,27,5934,..,4511,5021,9532,108,9641
11903,0,64,..,3898,175,4079,32,4106,..,591,66,658,3,664,..,188,25,217,0,217,..,24,9,36,0,36,..,179,78,253,0,258,..,1084,207,1284,0,1295,..,53,4,58,0,58,..,55,7,65,0,65,..,75,9,82,0,82,..,288,38,329,0,329,..,127,25,144,0,147,..,54,4,61,0,61,..,137,28,165,9,169,..,375,13,388,0,388,..,685,108,794,4,801,..,610,25,632,4,639,..,98,6,103,0,103,..,1765,149,1915,16,1932,..,656,101,758,6,759,..,79,0,79,0,77,..,327,84,410,0,410,..,65,19,82,0,82,..,532,188,724,0,722,..,936,175,1105,42,1145,..,27745,8328,36072,259,36330,..,399,69,466,2812,3279,27360,28146,8397,36538,3071,66966,55531,..,..,..,..,55531,..,48,5,52,0,47,..,4587,641,5225,34,5255,..,20,4,25,0,25,..,8964,4429,13395,83,13474,..,11912,6352,18258,106,18369
11904,0,165,..,4511,340,4850,42,4892,..,888,170,1061,6,1069,..,284,27,312,8,319,..,35,7,42,0,41,..,235,55,289,0,291,..,2060,523,2588,9,2599,..,136,10,146,0,142,..,85,12,93,0,99,..,165,9,170,3,174,..,1003,183,1192,14,1207,..,443,78,519,4,525,..,48,5,56,0,56,..,478,63,538,0,544,..,525,10,536,8,545,..,700,86,783,14,790,..,919,28,948,0,951,..,151,9,162,0,162,..,2302,125,2426,18,2447,..,1611,282,1894,17,1908,..,131,3,137,0,142,..,605,167,772,12,788,..,259,40,298,0,298,..,811,186,997,5,1000,..,1745,395,2145,53,2191,..,34080,7136,41209,312,41522,..,551,140,692,3812,4509,27450,34630,7276,41907,4122,73478,56462,..,..,..,..,56462,..,56,0,56,0,57,..,8721,1115,9833,73,9908,..,36,0,36,0,36,..,4770,1986,6762,40,6808,..,7430,2645,10079,82,10163
12001,0,69,..,1017,47,1056,13,1075,..,2380,447,2831,8,2840,..,136,16,147,0,155,..,16,3,21,0,21,..,985,439,1423,3,1427,..,60,0,69,0,69,..,50,0,50,0,49,..,205,21,219,0,221,..,109,15,120,0,125,..,201,12,220,4,222,..,159,11,175,0,175,..,8,0,8,0,8,..,122,12,128,0,132,..,163,0,163,0,160,..,191,15,205,0,208,..,209,4,212,0,217,..,65,7,67,0,67,..,630,21,648,3,650,..,575,65,636,3,639,..,179,11,187,4,189,..,180,34,212,0,214,..,212,30,243,0,250,..,365,68,430,0,432,..,752,104,854,32,883,..,15009,2988,17990,136,18128,..,172,35,209,1695,1904,25086,15177,3023,18203,1827,45118,49689,..,..,..,..,49689,..,53,0,54,0,54,..,1529,129,1649,10,1659,..,17,0,17,0,17,..,2733,610,3345,23,3367,..,5588,1705,7290,54,7345
12002,0,15,..,162,0,166,0,165,..,526,106,634,5,635,..,108,7,117,0,117,..,4,0,6,0,6,..,78,16,94,4,94,..,35,0,35,6,37,..,4,0,4,0,4,..,46,0,51,0,51,..,48,6,53,0,53,..,124,26,149,0,150,..,94,10,104,0,107,..,0,0,0,0,0,..,71,8,81,0,81,..,39,0,46,0,46,..,60,6,63,0,64,..,61,0,67,0,70,..,16,0,16,0,16,..,185,7,187,0,191,..,367,33,401,5,407,..,22,4,26,0,27,..,100,19,124,0,128,..,52,6,62,0,62,..,127,32,163,4,160,..,492,36,526,10,535,..,4163,532,4696,51,4743,..,88,12,106,1075,1176,23470,4252,542,4794,1128,29390,45526,..,..,..,..,45526,..,39,0,46,0,49,..,234,21,259,0,257,..,15,0,15,0,15,..,405,52,460,3,466,..,656,132,788,15,805
