SA3_CODE_2021,P_Oth_scs_15_19,P_Oth_scs_20_24,P_Oth_scs_25_34,P_Oth_scs_35_44,P_Oth_scs_45_54,P_Oth_scs_55_64,P_Oth_scs_65_74,P_Oth_scs_75_84,P_Oth_scs_85ov,P_Oth_scs_Tot,P_ID_NS_15_19,P_ID_NS_20_24,P_ID_NS_25_34,P_ID_NS_35_44,P_ID_NS_45_54,P_ID_NS_55_64,P_ID_NS_65_74,P_ID_NS_75_84,P_ID_NS_85ov,P_ID_NS_Tot,P_Tot_15_19,P_Tot_20_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
10304,81,118,270,233,224,164,50,3,0,1152,80,80,194,155,198,153,75,13,8,961,1869,2308,6030,6050,6023,4812,1649,299,34,29064
10401,40,69,150,134,189,149,35,0,0,766,66,65,153,150,163,148,62,17,6,828,1299,1470,3259,3563,4319,4274,1235,173,21,19616
10402,94,146,345,328,322,228,73,7,0,1545,95,147,297,358,315,263,97,31,10,1609,2641,2829,7199,8051,8801,7536,2256,238,29,39577
10501,12,27,34,38,38,55,16,3,0,219,36,21,63,51,55,54,43,20,10,348,385,629,1773,1466,1678,1754,668,154,24,8536
10502,22,40,51,51,49,66,24,0,0,299,20,33,40,55,48,57,16,5,0,273,511,650,1705,1430,1518,1610,495,65,7,7994
10503,84,138,295,212,211,184,76,16,4,1215,102,105,306,239,234,217,106,53,4,1359,2028,2571,7508,6344,6167,5820,2068,422,51,32969
10601,151,250,584,344,361,220,60,9,0,1987,139,207,396,346,371,267,90,25,5,1853,3063,4140,9691,9023,9053,6747,1724,252,28,43723
10602,124,231,501,379,292,204,56,3,0,1787,88,188,417,353,276,202,50,15,0,1592,2881,4033,10047,9496,8356,5818,1281,130,14,42055
10603,81,121,261,239,281,264,72,4,3,1338,80,113,233,225,314,224,76,27,13,1301,2213,2566,5064,5838,7049,6300,1627,230,23,30904
10604,47,69,143,105,80,70,19,5,0,536,32,56,107,76,88,78,31,18,8,507,895,1150,2938,2922,2905,2365,777,163,20,14141
10701,108,171,332,271,281,225,39,0,0,1431,60,144,320,286,290,225,49,17,6,1398,2122,3269,7433,7455,7088,5318,1023,89,11,33809
10702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
10703,97,192,367,322,346,244,66,3,0,1643,95,141,376,301,307,232,67,19,0,1543,3065,4064,9156,9519,9622,7426,1679,159,14,44698
10704,112,303,512,447,421,349,83,20,0,2245,87,266,517,480,397,291,66,17,0,2121,3562,7580,14373,13438,13250,9496,2246,243,22,64220
10801,20,35,67,84,107,78,31,4,0,425,38,32,74,116,110,99,46,24,8,539,795,734,1682,2075,2638,2665,856,151,15,11611
10802,44,51,121,111,114,123,44,8,0,615,58,53,120,144,188,170,63,24,4,812,1182,1251,2825,3103,3824,4105,1236,226,24,17776
10803,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,4,0,0,0,11,4,5,51,55,38,52,20,9,0,241
10804,77,139,271,298,326,277,73,0,0,1471,87,113,189,186,251,210,69,35,13,1154,2679,2813,5817,6870,8137,7005,1980,273,32,35601
10805,39,59,141,156,179,151,54,0,0,786,55,74,133,136,185,181,81,15,11,853,1407,1466,3353,3596,4596,4632,1457,218,26,20749
10901,67,135,273,241,209,168,52,11,0,1159,79,126,253,232,231,216,55,29,9,1227,2107,2872,6434,6314,6209,5364,1705,229,24,31254
10902,15,21,36,30,33,34,8,7,0,182,25,28,51,60,50,48,22,4,0,292,294,450,1017,977,1188,1244,423,79,7,5673
10903,47,48,119,122,133,109,49,0,0,632,61,53,121,121,151,162,82,30,8,778,1213,1228,3023,3225,3945,4060,1583,309,39,18620
11001,41,47,115,95,98,86,28,6,0,520,50,40,96,89,91,88,30,28,3,512,1103,1500,3211,3019,3203,3115,1198,262,27,16638
11002,39,49,124,98,106,100,37,7,0,570,51,55,105,113,110,142,66,34,14,686,936,1066,2363,2529,3098,3114,1292,353,56,14814
11003,35,52,95,84,80,77,32,6,0,454,38,38,99,72,97,105,32,20,0,500,582,894,2197,1959,2060,2075,784,153,21,10726
11004,121,159,340,302,279,250,87,14,3,1558,119,142,304,242,267,205,96,47,11,1429,2627,3054,7952,7553,7524,6554,2287,379,34,37966
11101,149,257,471,453,483,361,114,24,0,2307,96,184,376,456,430,296,82,26,3,1955,4072,5275,11192,12931,13110,9793,2225,279,13,58889
11102,121,183,387,334,366,217,70,10,0,1699,82,154,332,329,299,211,66,14,7,1486,2466,3439,7887,7758,7941,6244,1490,157,11,37394
11103,160,381,771,610,552,383,115,16,0,2986,131,387,782,613,537,370,103,33,6,2967,5304,11013,22626,18780,16912,12185,2854,345,34,90050
11201,65,126,292,293,302,228,71,14,0,1397,119,121,431,471,365,251,115,30,8,1920,2366,2563,7096,8271,8812,7504,2585,349,33,39582
11202,72,102,260,205,261,213,67,11,0,1199,94,119,212,249,265,242,91,50,5,1339,2058,2404,5147,5676,6559,6295,2090,332,54,30613
11203,81,141,303,366,320,259,83,8,0,1572,131,145,366,408,361,310,123,40,10,1891,2750,3008,6607,8490,9045,8122,2353,271,38,40678
11301,75,103,205,163,142,118,46,3,0,860,81,138,288,217,185,171,62,29,8,1186,1570,1953,4988,4548,4674,4338,1424,255,38,23780
11302,17,23,40,26,38,34,16,0,0,194,14,30,50,54,73,56,26,8,3,308,403,476,1065,1235,1364,1408,498,96,13,6570
11303,128,237,422,367,304,275,97,14,3,1852,121,206,367,338,310,266,103,53,14,1777,3421,4717,9769,8982,8700,7707,2559,460,56,46366
11401,87,141,362,316,322,278,90,12,0,1610,121,128,303,284,347,282,98,31,11,1609,2765,3319,7985,8176,8847,8416,2365,313,29,42205
11402,64,93,175,180,189,171,48,9,6,944,84,58,141,149,224,200,100,30,5,997,1493,1678,3814,4347,5403,4764,2006,414,32,23949
11501,115,245,331,442,502,386,181,24,0,2224,88,236,521,901,748,486,181,37,3,3198,3668,6680,11068,19170,17997,12608,4021,475,27,75717
11502,44,64,91,86,153,128,45,8,0,618,30,53,95,104,186,105,54,25,0,659,924,1326,1799,2295,3410,2666,998,198,13,13622
11503,51,75,148,133,151,116,36,3,0,705,48,68,107,113,150,104,45,4,0,637,893,1199,2227,2329,3055,2512,686,106,9,13010
11504,84,101,213,246,258,128,30,4,0,1057,33,110,246,433,304,161,51,6,0,1342,1697,2604,5834,8719,6623,3346,856,74,4,29760
11601,78,169,460,429,380,310,72,8,0,1902,84,389,1040,960,667,436,115,14,3,3702,2359,6153,15411,16256,11578,8330,2082,126,15,62308
11602,73,200,459,556,408,231,49,4,0,1994,100,265,844,1147,604,318,65,9,0,3352,2862,5763,16329,24198,13763,6788,1410,94,4,71216
11603,66,136,308,287,256,212,49,5,0,1315,138,342,746,650,566,379,90,12,0,2936,2206,4628,9893,10372,8648,6319,1271,79,0,43405
11701,29,82,304,213,168,133,42,3,0,972,25,160,604,320,212,130,42,11,0,1500,882,3251,10185,6970,5092,3180,830,74,5,30467
11702,24,71,319,239,228,132,34,3,0,1049,17,100,452,316,227,111,38,10,0,1268,656,2497,10108,7793,5932,3321,836,81,9,31229
11703,41,291,1237,852,516,311,97,14,0,3355,71,667,2727,1435,651,410,119,29,5,6124,1847,12616,53095,31787,17229,10682,3332,481,41,131114
11801,47,128,563,379,308,219,100,19,0,1761,64,234,1246,870,651,379,161,80,18,3710,1473,4597,21191,15862,12848,8602,3934,946,112,69570
11802,58,170,571,453,392,287,78,17,5,2029,67,258,917,738,532,311,135,32,3,2993,2133,5853,19102,16281,13585,9009,2710,367,30,69070
11901,99,227,605,562,532,404,117,17,0,2566,135,402,1023,952,748,560,165,9,0,3989,2909,6799,15313,14951,13365,10087,2422,233,3,66090
11902,66,172,417,436,463,327,81,10,0,1978,63,308,871,720,629,419,101,20,0,3137,1721,5186,13297,11826,10413,7132,1624,147,4,51357
11903,60,178,359,408,413,386,77,20,0,1897,45,319,798,686,581,438,125,12,5,3014,2031,6460,14629,12906,11717,9123,2339,276,21,59506
11904,50,174,551,475,431,346,90,17,0,2136,81,350,1085,802,571,404,131,20,0,3441,1932,6488,20071,16096,12526,8968,2317,226,22,68647
12001,32,76,286,274,297,253,90,7,0,1317,37,131,551,533,376,241,97,26,5,1992,1345,3278,11071,10836,9257,6589,2149,286,23,44829
12002,26,54,196,196,175,129,70,5,0,851,15,66,243,282,274,132,65,10,0,1088,771,1888,6695,8250,7371,4449,1574,204,5,31218
12003,37,198,601,482,424,355,99,16,0,2212,60,516,1491,897,589,425,113,26,3,4107,1970,9498,25823,17805,13809,10248,2738,322,40,82256
12101,48,134,362,415,325,246,82,16,0,1631,47,160,607,731,487,325,102,33,3,2501,1796,4316,13802,16521,12960,8094,2868,454,41,60858
12102,59,132,238,295,336,233,60,13,0,1368,40,122,340,504,380,266,75,14,8,1753,1822,3468,7827,11913,10462,6785,1798,227,17,44327
12103,62,145,234,267,328,257,105,18,3,1421,85,153,348,633,660,374,144,41,7,2435,2688,5072,7633,13428,15163,10334,3605,728,66,58719
12104,33,99,326,266,249,177,65,22,0,1232,19,135,631,553,394,291,131,43,8,2199,1098,3497,14479,12935,10236,7336,3190,750,53,53568
12201,21,47,150,106,116,100,20,0,0,562,33,73,291,289,218,131,37,10,0,1081,893,1535,5168,5359,5287,3595,1095,202,28,23163
12202,84,90,181,213,248,207,83,21,0,1121,66,88,208,317,364,299,103,43,5,1494,1885,2482,3998,5900,7812,6404,2345,412,21,31253
12203,149,285,653,598,650,462,133,23,0,2949,147,290,793,963,938,557,137,28,12,3861,4193,6707,15039,18661,20292,12784,3578,510,39,81804
12301,109,177,337,329,302,179,54,4,0,1490,93,163,366,381,342,193,64,10,0,1601,2563,3520,8021,8919,8358,4956,1119,78,8,37536
12302,90,248,539,506,386,387,121,6,4,2292,185,470,1025,1037,763,550,136,17,4,4181,3302,6837,17257,18384,13710,10917,2620,188,14,73224
12303,71,94,191,212,221,128,29,0,0,954,69,103,195,207,235,166,45,13,0,1039,1572,2077,4403,4664,4935,3461,947,114,3,22179
12401,67,100,216,264,279,220,79,13,0,1236,66,84,177,241,251,197,69,20,4,1109,1923,2500,5527,7756,8786,7128,2325,264,21,36231
12402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12403,191,324,747,618,514,360,98,6,0,2854,162,372,872,823,742,473,141,24,3,3597,4447,7873,18551,18567,15140,10354,2447,234,20,77628
12404,47,77,207,187,143,113,29,9,0,814,43,88,218,177,151,123,45,8,9,847,1097,1772,4266,3337,3422,2754,726,105,10,17486
12405,26,88,209,176,187,140,34,4,0,856,63,143,345,323,299,230,54,7,0,1465,1256,2370,5834,5490,4728,3982,872,39,8,24575
12501,16,102,366,270,184,152,42,3,0,1135,54,431,1340,726,470,350,76,5,3,3469,834,5183,15695,9886,5985,4444,1102,67,8,43211
12502,28,91,192,242,266,230,60,3,0,1109,34,102,385,496,325,252,65,11,0,1672,1162,2857,6818,8542,6901,5034,1330,162,16,32822
12503,57,152,395,396,406,263,75,6,0,1751,114,445,1068,827,661,469,116,17,6,3718,2203,6231,14181,12182,9904,7209,1717,116,17,53754
12504,39,139,450,416,346,265,61,8,0,1725,62,378,1303,1107,485,317,79,24,10,3764,1822,6212,22013,21641,11361,7268,1880,206,11,72415
12601,24,57,106,166,162,130,28,6,0,676,18,71,255,330,211,153,47,8,3,1097,966,2316,5353,6727,5693,4195,1225,180,10,26674
12602,58,190,490,477,449,381,104,15,4,2169,56,251,1024,910,572,424,133,23,3,3412,2277,6352,19920,18572,13596,9872,2935,361,33,73919
12701,89,190,569,475,401,267,57,0,0,2051,129,291,882,822,615,434,91,10,5,3284,2986,5865,15490,14737,11030,7256,1465,118,9,58947
12702,65,241,533,536,585,391,101,6,0,2457,165,485,1011,933,1034,799,171,14,5,4621,2592,7135,13998,11517,12508,10335,2353,162,11,60601
12703,62,145,399,385,342,224,55,6,0,1618,115,274,716,736,594,385,69,15,0,2904,2409,5447,12942,13167,10865,7001,1513,122,13,53471
12801,122,183,521,433,423,367,98,28,0,2177,97,202,518,560,526,367,133,39,13,2459,3072,5229,11924,12709,13238,9881,3020,457,49,59583
12802,139,212,423,450,504,356,98,12,0,2198,81,147,396,458,432,316,117,19,4,1965,3340,5094,10372,13186,13345,9426,2507,241,9,57516
19797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19999,5,8,19,21,11,13,0,0,0,68,10,13,47,34,29,22,8,0,0,166,123,245,809,492,412,338,86,6,0,2511
