SA3_CODE_2021,P_Germany_0_4,P_Germany_5_14,P_Germany_15_24,P_Germany_25_44,P_Germany_45_54,P_Germany_55_64,P_Germany_65_74,P_Germany_75_84,P_Germany_85ov,P_Germany_Tot,P_Greece_0_4,P_Greece_5_14,P_Greece_15_24,P_Greece_25_44,P_Greece_45_54,P_Greece_55_64,P_Greece_65_74,P_Greece_75_84,P_Greece_85ov,P_Greece_Tot,P_Hong_Kong_SAR_Ch_0_4,P_Hong_Kong_SAR_Ch_5_14,P_Hong_Kong_SAR_Ch_15_24,P_Hong_Kong_SAR_Ch_25_44,P_Hong_Kong_SAR_Ch_45_54,P_Hong_Kong_SAR_Ch_55_64,P_Hong_Kong_SAR_Ch_65_74,P_Hong_Kong_SAR_Ch_75_84,P_Hong_Kong_SAR_Ch_85ov,P_Hong_Kong_SAR_Ch_Tot,P_India_0_4,P_India_5_14,P_India_15_24,P_India_25_44,P_India_45_54,P_India_55_64,P_India_65_74,P_India_75_84,P_India_85ov,P_India_Tot,P_Indonesia_0_4,P_Indonesia_5_14,P_Indonesia_15_24,P_Indonesia_25_44,P_Indonesia_45_54,P_Indonesia_55_64,P_Indonesia_65_74,P_Indonesia_75_84,P_Indonesia_85ov,P_Indonesia_Tot,P_Iran_0_4,P_Iran_5_14,P_Iran_15_24,P_Iran_25_44,P_Iran_45_54,P_Iran_55_64,P_Iran_65_74,P_Iran_75_84,P_Iran_85ov,P_Iran_Tot,P_Iraq_0_4,P_Iraq_5_14,P_Iraq_15_24,P_Iraq_25_44,P_Iraq_45_54,P_Iraq_55_64,P_Iraq_65_74,P_Iraq_75_84,P_Iraq_85ov,P_Iraq_Tot,P_Ireland_0_4,P_Ireland_5_14,P_Ireland_15_24,P_Ireland_25_44,P_Ireland_45_54,P_Ireland_55_64,P_Ireland_65_74,P_Ireland_75_84,P_Ireland_85ov,P_Ireland_Tot,P_Italy_0_4,P_Italy_5_14,P_Italy_15_24,P_Italy_25_44,P_Italy_45_54,P_Italy_55_64,P_Italy_65_74,P_Italy_75_84,P_Italy_85ov,P_Italy_Tot,P_Japan_0_4,P_Japan_5_14,P_Japan_15_24,P_Japan_25_44,P_Japan_45_54,P_Japan_55_64,P_Japan_65_74,P_Japan_75_84,P_Japan_85ov,P_Japan_Tot,P_Korea_South_0_4,P_Korea_South_5_14,P_Korea_South_15_24,P_Korea_South_25_44,P_Korea_South_45_54,P_Korea_South_55_64,P_Korea_South_65_74,P_Korea_South_75_84,P_Korea_South_85ov,P_Korea_South_Tot,P_Lebanon_0_4,P_Lebanon_5_14,P_Lebanon_15_24,P_Lebanon_25_44,P_Lebanon_45_54,P_Lebanon_55_64,P_Lebanon_65_74,P_Lebanon_75_84,P_Lebanon_85ov,P_Lebanon_Tot,P_Malaysia_0_4,P_Malaysia_5_14,P_Malaysia_15_24,P_Malaysia_25_44,P_Malaysia_45_54,P_Malaysia_55_64,P_Malaysia_65_74,P_Malaysia_75_84,P_Malaysia_85ov,P_Malaysia_Tot,P_Malta_0_4,P_Malta_5_14,P_Malta_15_24,P_Malta_25_44,P_Malta_45_54,P_Malta_55_64,P_Malta_65_74,P_Malta_75_84,P_Malta_85ov,P_Malta_Tot,P_Mauritius_0_4,P_Mauritius_5_14,P_Mauritius_15_24,P_Mauritius_25_44,P_Mauritius_45_54,P_Mauritius_55_64,P_Mauritius_65_74,P_Mauritius_75_84,P_Mauritius_85ov,P_Mauritius_Tot,P_Myanmar_0_4,P_Myanmar_5_14,P_Myanmar_15_24,P_Myanmar_25_44,P_Myanmar_45_54,P_Myanmar_55_64,P_Myanmar_65_74,P_Myanmar_75_84,P_Myanmar_85ov,P_Myanmar_Tot,P_Nepal_0_4,P_Nepal_5_14,P_Nepal_15_24,P_Nepal_25_44,P_Nepal_45_54,P_Nepal_55_64,P_Nepal_65_74,P_Nepal_75_84,P_Nepal_85ov,P_Nepal_Tot,P_Netherlands_0_4,P_Netherlands_5_14,P_Netherlands_15_24,P_Netherlands_25_44,P_Netherlands_45_54,P_Netherlands_55_64,P_Netherlands_65_74,P_Netherlands_75_84,P_Netherlands_85ov,P_Netherlands_Tot,P_New_Zealand_0_4,P_New_Zealand_5_14,P_New_Zealand_15_24,P_New_Zealand_25_44,P_New_Zealand_45_54,P_New_Zealand_55_64,P_New_Zealand_65_74,P_New_Zealand_75_84,P_New_Zealand_85ov,P_New_Zealand_Tot,P_North_Macedonia_0_4,P_North_Macedonia_5_14,P_North_Macedonia_15_24,P_North_Macedonia_25_44,P_North_Macedonia_45_54,P_North_Macedonia_55_64,P_North_Macedonia_65_74,P_North_Macedonia_75_84,P_North_Macedonia_85ov,P_North_Macedonia_Tot
10102,0,0,3,36,34,34,95,64,16,285,0,0,0,9,4,22,30,38,29,133,0,4,4,14,15,10,10,0,0,51,16,69,87,1000,86,53,31,10,3,1350,0,6,5,47,19,6,10,3,0,104,0,4,3,28,11,4,0,0,0,51,0,0,3,6,8,3,0,0,0,23,0,0,4,22,19,18,16,9,7,92,0,0,4,21,22,62,91,109,61,365,0,5,0,12,8,9,0,0,0,37,0,0,0,38,18,3,0,0,0,72,0,0,0,9,8,12,4,0,0,32,0,3,9,46,35,38,10,10,0,147,0,0,0,0,0,12,25,28,10,72,0,0,4,3,5,0,3,0,0,18,0,0,0,14,6,11,3,3,0,26,0,11,52,441,4,0,0,0,0,513,0,3,5,7,19,23,37,27,11,130,5,26,77,248,208,165,103,43,3,883,0,5,13,114,89,137,132,53,21,572
10103,0,0,0,13,16,23,46,49,28,173,0,0,0,0,0,3,4,5,4,12,0,0,0,5,4,3,0,0,0,11,3,9,7,44,9,10,4,6,0,84,0,0,3,3,0,5,5,0,0,21,0,0,0,5,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,11,5,4,0,44,0,3,0,16,6,6,19,19,16,90,0,0,0,9,4,0,0,0,0,7,0,0,0,16,3,0,0,0,0,24,0,0,0,0,5,7,7,9,0,26,0,0,0,8,6,0,0,0,0,26,0,0,0,0,0,3,6,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21,0,0,0,0,0,29,0,0,0,8,14,13,25,20,8,80,0,9,18,73,66,64,49,9,5,286,0,0,0,0,0,0,6,0,0,3
10104,0,5,4,36,41,97,185,141,45,547,0,0,0,0,0,10,22,27,5,65,0,0,4,13,0,4,11,4,0,44,4,20,15,149,18,24,16,18,3,258,0,0,0,15,5,0,11,5,0,49,0,0,0,8,0,0,4,0,0,16,0,0,0,0,0,0,0,0,0,0,0,9,8,27,18,33,43,22,9,165,0,0,0,8,9,32,69,33,12,171,0,10,0,10,6,5,12,0,0,49,0,0,0,13,3,8,0,0,0,26,0,0,0,8,0,3,6,0,0,14,0,0,0,16,15,22,14,3,4,76,0,0,0,0,3,18,36,18,4,80,0,0,0,0,0,5,6,3,0,14,0,0,0,0,0,0,0,0,0,3,0,0,3,83,0,0,0,0,0,95,0,0,7,16,18,37,157,106,35,379,0,4,24,148,157,251,258,101,18,966,0,0,0,0,0,3,7,9,0,20
10105,0,0,0,9,17,11,37,21,13,108,0,0,0,6,0,8,6,19,5,43,0,0,0,0,0,7,6,0,0,15,5,22,20,153,19,10,9,5,5,247,0,0,0,21,5,6,0,0,0,45,0,0,3,6,3,0,3,0,0,17,0,0,0,11,0,0,0,0,0,15,0,3,0,15,7,11,8,8,0,50,0,0,3,0,3,12,22,19,5,60,0,0,0,8,3,0,0,0,0,12,0,0,8,35,4,0,0,0,0,54,0,3,0,15,16,12,4,0,0,53,0,0,0,13,10,9,6,0,0,43,0,0,0,0,0,6,9,13,0,29,0,0,0,4,0,9,0,0,0,10,0,0,0,9,3,0,0,0,0,10,0,5,11,130,0,0,0,0,0,154,0,0,4,6,0,11,31,25,7,86,5,5,18,66,70,79,88,30,3,367,0,0,0,0,0,9,0,0,0,14
10106,0,0,3,24,7,21,37,21,5,118,0,0,3,0,0,4,6,4,0,23,0,3,0,8,0,6,0,0,0,20,0,7,0,83,10,11,3,0,0,118,0,0,0,11,5,3,4,0,0,23,0,0,0,8,0,0,0,0,0,10,0,0,0,9,0,0,0,0,0,11,0,3,7,26,8,11,9,4,5,70,0,0,0,9,4,8,11,13,6,57,0,0,0,3,5,0,3,0,0,6,0,0,0,6,0,3,0,0,0,15,0,0,3,21,17,20,14,8,0,83,0,3,0,12,10,9,4,5,0,42,0,0,0,0,0,0,12,9,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,19,0,0,0,0,0,19,0,0,0,11,4,11,36,13,4,83,5,4,19,90,67,77,70,23,4,362,0,0,0,0,0,0,0,0,0,5
10201,0,17,24,127,84,97,191,150,52,736,0,0,8,11,8,23,53,56,27,190,3,14,14,62,30,57,56,14,4,250,13,74,103,818,133,88,72,61,24,1383,0,15,27,101,51,35,36,13,12,291,0,6,8,72,27,25,17,8,0,160,0,0,0,12,8,3,4,0,0,32,0,36,35,158,137,116,122,64,18,683,0,5,8,53,40,83,137,110,63,490,3,26,22,77,66,35,20,4,0,259,3,36,46,213,144,59,42,28,3,568,0,0,3,17,21,23,28,13,9,114,0,9,18,95,49,59,59,21,11,318,0,0,0,4,13,34,119,77,19,261,0,0,3,13,11,22,28,16,6,101,0,0,0,10,4,12,9,8,4,50,0,9,43,294,5,3,0,0,0,349,0,5,12,38,51,58,155,149,65,532,15,102,141,706,699,696,545,258,88,3238,0,0,0,0,5,14,6,0,0,20
10202,0,0,13,38,36,68,138,152,49,482,0,0,0,4,5,18,49,54,12,155,0,0,11,30,17,26,22,7,4,117,10,56,65,594,101,65,49,28,8,979,5,13,25,97,51,21,22,14,7,239,0,0,0,19,8,22,5,3,0,58,0,0,0,5,12,6,0,3,0,19,0,39,11,78,68,67,110,99,27,491,0,3,6,20,24,67,142,122,62,450,0,10,7,25,28,15,7,9,0,97,0,7,14,94,44,42,28,7,0,241,0,0,3,13,28,45,25,11,3,127,0,3,19,58,34,43,31,7,3,193,0,0,4,7,12,45,174,138,27,410,0,0,0,17,12,11,23,5,10,82,0,0,0,3,4,0,0,7,0,17,0,5,23,145,11,0,0,0,0,181,0,3,3,23,23,50,143,127,53,421,12,81,136,638,553,527,449,188,40,2621,0,0,0,5,0,14,3,4,0,22
10301,0,0,0,11,11,18,44,35,5,122,0,0,0,0,0,8,8,0,5,20,0,5,0,8,0,0,0,0,0,16,8,25,36,262,32,12,18,0,0,390,0,4,0,19,5,0,3,3,0,41,0,7,4,13,13,3,4,0,0,42,0,0,0,10,0,0,0,0,0,22,0,7,6,19,13,12,24,6,3,84,0,3,0,3,0,12,16,3,9,53,0,4,4,6,13,0,3,0,5,30,0,0,0,24,7,4,0,0,0,38,0,0,0,12,15,11,16,6,0,53,0,0,5,13,18,7,6,0,0,54,0,0,0,0,3,3,9,8,0,21,0,0,0,3,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,30,143,3,0,0,0,0,186,0,0,0,12,9,16,32,40,13,110,3,15,42,137,112,105,79,23,3,515,0,0,0,0,0,0,0,0,0,5
10302,5,0,0,5,11,11,32,33,8,102,0,0,0,0,0,0,3,10,0,16,0,0,0,3,3,5,4,0,0,20,3,8,14,146,15,12,5,0,0,202,0,0,0,12,0,5,4,0,0,27,0,0,0,4,0,3,0,0,0,10,0,0,0,3,4,4,0,0,0,8,0,0,0,17,3,10,8,7,0,41,0,3,0,0,8,6,8,3,10,48,0,0,0,8,0,0,0,0,0,11,0,0,0,7,0,0,0,0,0,15,0,0,4,0,0,3,0,0,0,8,0,0,0,13,8,5,0,0,0,29,0,0,0,0,0,0,11,4,0,15,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,71,0,0,5,4,0,14,35,31,3,93,0,6,9,70,63,72,62,21,12,318,0,0,0,0,0,0,0,0,0,0
10303,0,0,0,12,10,25,56,45,15,159,0,0,0,4,3,0,17,9,4,37,0,0,0,4,0,3,11,0,0,24,5,13,17,79,16,14,16,10,5,160,0,0,0,9,5,3,9,0,0,27,0,0,0,4,0,0,4,0,0,10,0,0,0,4,4,4,0,0,0,6,0,0,3,16,13,10,14,12,4,67,0,0,0,8,0,14,25,19,9,80,0,0,5,0,3,0,0,0,0,13,0,0,0,13,3,0,0,0,0,23,0,0,0,13,3,0,4,0,0,23,0,0,8,7,14,12,3,0,4,56,0,0,0,4,0,3,24,11,0,46,0,0,0,0,0,0,0,0,0,8,0,0,0,7,0,0,0,0,0,5,0,0,3,59,0,0,0,0,0,69,0,0,0,5,5,18,43,38,10,109,0,9,25,91,88,120,93,41,3,473,0,0,0,0,0,4,0,3,0,6
10304,0,8,12,14,13,16,52,41,17,161,0,3,0,3,4,0,6,7,5,23,0,0,3,14,4,12,3,0,0,38,3,35,46,345,50,15,7,10,0,523,0,3,0,30,9,0,3,0,5,49,0,0,0,12,4,3,0,0,0,26,0,3,6,7,0,0,0,0,0,18,0,7,0,10,16,6,12,10,7,61,0,0,0,13,3,18,25,27,16,101,0,0,0,10,7,12,6,0,0,28,0,5,4,49,4,0,0,0,0,72,0,0,0,3,0,5,0,0,0,13,0,0,5,29,15,15,8,0,0,69,0,0,0,0,0,7,4,0,0,10,0,0,0,5,0,0,0,0,0,3,0,0,3,3,0,0,0,0,0,14,0,7,32,188,8,4,0,0,0,233,0,0,3,7,9,8,53,34,8,118,3,17,29,159,108,128,85,51,9,585,0,0,0,0,4,3,0,0,0,8
