SA3_CODE_2021,Neg_Nil_inc_cpl_fam_no_child,Neg_Nil_inc_cpl_fam_wth_chld,Neg_Nil_inc_One_parent_fam,Neg_Nil_inc_Other_fam,Neg_Nil_inc_Tot,FI_1_149_cpl_fam_no_child,FI_1_149_cpl_fam_with_child,FI_1_149_One_parent_fam,FI_1_149_Other_fam,FI_1_149_Tot,FI_150_299_cpl_fam_no_child,FI_150_299_cpl_fam_with_child,FI_150_299_One_parent_fam,FI_150_299_Other_fam,FI_150_299_Tot,FI_300_399_cpl_fam_no_child,FI_300_399_cpl_fam_with_child,FI_300_399_One_parent_fam,FI_300_399_Other_fam,FI_300_399_Tot,FI_400_499_cpl_fam_no_child,FI_400_499_cpl_fam_with_child,FI_400_499_One_parent_fam,FI_400_499_Other_fam,FI_400_499_Tot,FI_500_649_cpl_fam_no_child,FI_500_649_cpl_fam_with_child,FI_500_649_One_parent_fam,FI_500_649_Other_fam,FI_500_649_Tot,FI_650_799_cpl_fam_no_child,FI_650_799_cpl_fam_with_child,FI_650_799_One_parent_fam,FI_650_799_Other_fam,FI_650_799_Tot,FI_800_999_cpl_fam_no_child,FI_800_999_cpl_fam_wth_chld,FI_800_999_One_parent_fam,FI_800_999_Other_fam,FI_800_999_Tot,FI_1000_1249_cpl_fam_no_child,FI_1000_1249_cpl_fam_wth_chld,FI_1000_1249_One_parent_fam,FI_1000_1249_Other_fam,FI_1000_1249_Tot,FI_1250_1499_cpl_fam_no_child,FI_1250_1499_cpl_fam_wth_chld,FI_1250_1499_One_parent_fam,FI_1250_1499_Other_fam,FI_1250_1499_Tot,FI_1500_1749_cpl_fam_no_child,FI_1500_1749_cpl_fam_wth_chld,FI_1500_1749_One_parent_fam,FI_1500_1749_Other_fam,FI_1500_1749_Tot,FI_1750_1999_cpl_fam_no_child,FI_1750_1999_cpl_fam_wth_chld,FI_1750_1999_One_parent_fam,FI_1750_1999_Other_fam,FI_1750_1999_Tot,FI_2000_2499_cpl_fam_no_child,FI_2000_2499_cpl_fam_wth_chld,FI_2000_2499_One_parent_fam,FI_2000_2499_Other_fam,FI_2000_2499_Tot,FI_2500_2999_cpl_fam_no_child,FI_2500_2999_cpl_fam_wth_chld,FI_2500_2999_One_parent_fam,FI_2500_2999_Other_fam,FI_2500_2999_Tot,FI_3000_3499_cpl_fam_no_child,FI_3000_3499_cpl_fam_wth_chld,FI_3000_3499_One_parent_fam,FI_3000_3499_Other_fam,FI_3000_3499_Tot,FI_3500_3999_cpl_fam_no_child,FI_3500_3999_cpl_fam_wth_chld,FI_3500_3999_One_parent_fam,FI_3500_3999_Other_fam,FI_3500_3999_Tot,FI_4000_more_cpl_fam_no_child,FI_4000_more_cpl_fam_wth_chld,FI_4000_more_One_parent_fam,FI_4000_more_Other_fam,FI_4000_more_Tot,Prt_inc_std_cpl_fam_no_child,Part_inc_std_cpl_fam_wth_chld,Part_inc_statd_One_parent_fam,Partial_income_statd_Othr_fam,Partial_income_stated_Tot,All_inc_ns_cpl_fam_no_child,All_inc_ns_cpl_fam_wth_chld,All_incomes_ns_One_parent_fam,All_incomes_ns_Other_fam,All_incomes_ns_Tot,Tot_cpl_fam_no_child,Tot_cpl_fam_wth_chld,Tot_One_parent_fam,Tot_Other_fam,Tot_Tot
10304,98,16,30,3,151,42,0,16,0,64,25,9,30,5,68,33,11,61,0,105,152,10,97,6,266,101,25,203,8,337,634,71,260,10,978,452,99,279,26,859,498,183,303,18,1014,555,327,264,31,1182,367,338,202,17,927,412,367,156,18,954,799,994,247,20,2059,571,955,97,11,1642,417,787,67,3,1276,286,550,20,8,868,582,1369,57,9,2016,282,625,161,12,1083,111,52,50,8,217,6438,6799,2598,220,16061
10401,123,18,39,5,194,74,0,15,0,91,42,14,28,0,83,46,6,86,0,144,237,19,141,6,400,161,26,226,10,415,1267,98,285,25,1669,759,142,344,54,1297,769,283,367,37,1454,789,363,247,27,1420,395,361,152,14,919,416,371,122,15,918,685,749,144,13,1594,370,547,58,3,976,237,378,29,4,643,108,199,17,0,319,263,361,34,4,666,294,508,179,10,991,112,45,80,7,244,7127,4489,2590,233,14440
10402,180,37,53,5,270,100,4,30,3,140,73,19,47,6,150,57,12,106,5,186,310,56,182,13,566,215,43,395,9,662,1461,155,469,30,2113,972,231,562,30,1798,1088,422,587,50,2147,1225,672,550,35,2477,657,585,357,22,1623,724,652,248,16,1637,1249,1458,341,33,3084,778,1177,113,15,2088,524,853,73,6,1457,260,562,23,0,853,530,1136,83,7,1749,424,769,350,18,1554,212,58,84,13,371,11043,8909,4663,310,24922
10501,70,19,16,0,104,25,8,3,0,33,5,6,18,7,35,12,3,37,0,46,52,4,54,4,118,47,13,98,10,161,220,26,124,10,375,123,65,115,12,317,153,70,103,8,336,168,121,78,11,374,83,83,50,5,230,127,95,33,7,262,245,244,59,8,561,170,179,21,10,370,112,165,21,3,302,65,92,6,0,168,152,228,22,3,407,138,281,77,6,498,76,40,44,6,162,2037,1735,976,110,4860
10502,46,10,22,3,80,14,0,6,0,27,7,3,20,0,35,3,0,44,0,51,63,10,68,5,141,47,16,103,3,166,314,25,99,13,449,178,40,149,18,383,193,70,129,11,407,181,114,108,4,408,95,78,62,7,245,115,88,65,0,265,215,222,100,10,539,175,186,30,9,395,127,167,26,0,317,77,129,11,0,218,110,222,14,3,344,127,188,87,4,411,72,14,37,6,120,2159,1573,1177,100,5008
10503,147,39,48,3,241,58,6,7,6,73,30,14,48,3,104,35,6,71,0,114,225,33,178,6,436,145,45,270,7,466,912,105,307,23,1349,542,143,391,44,1125,575,291,461,30,1358,701,441,328,41,1508,392,439,252,26,1115,485,490,182,8,1165,1043,1168,259,39,2512,633,887,111,17,1645,439,721,46,4,1216,213,482,28,4,728,448,990,67,0,1508,390,815,241,23,1464,186,58,102,16,360,7585,7179,3409,304,18472
10601,185,33,72,10,300,90,4,28,0,124,61,8,63,3,134,43,12,144,9,204,253,31,246,9,536,200,49,434,9,695,1229,139,526,25,1917,767,189,629,58,1643,782,373,629,45,1826,954,591,463,43,2050,541,648,315,18,1526,608,683,266,20,1574,1232,1715,422,35,3406,848,1461,191,12,2508,613,1222,114,14,1967,363,841,28,4,1241,749,1832,92,5,2678,452,999,330,15,1798,160,87,102,17,361,10141,10922,5094,342,26497
10602,138,19,42,5,199,47,7,19,0,74,27,11,46,3,88,37,8,74,5,122,194,31,182,4,413,149,36,284,3,467,1058,90,383,26,1551,696,132,499,36,1365,668,283,562,52,1566,806,489,437,43,1778,438,586,323,22,1370,539,678,283,19,1516,1285,1707,455,43,3487,818,1567,178,17,2575,618,1325,106,15,2056,330,873,47,7,1250,603,1991,95,11,2694,351,921,233,17,1521,120,72,60,9,257,8914,10815,4302,327,24351
10603,218,26,45,0,295,109,3,21,3,136,65,6,35,5,108,55,14,84,5,152,318,26,149,9,495,220,33,294,12,562,1488,103,337,17,1948,970,153,447,34,1602,1084,317,468,41,1911,1178,466,379,31,2052,550,455,254,22,1281,598,482,172,14,1257,1154,1186,262,26,2627,634,999,118,6,1752,475,830,77,5,1382,244,498,27,0,772,543,1071,64,3,1683,383,760,265,18,1423,208,55,60,3,327,10486,7485,3559,231,21764
10604,81,19,22,4,120,35,4,4,0,49,32,8,27,4,62,16,10,29,0,59,106,11,59,3,183,67,17,152,3,244,423,40,119,0,582,213,52,163,19,438,233,111,157,9,518,293,190,98,9,588,168,172,64,9,415,164,195,69,6,432,416,454,116,11,994,282,398,34,8,718,241,375,35,5,651,124,243,9,0,370,272,555,25,3,856,176,360,95,3,636,71,23,34,0,125,3400,3220,1326,93,8039
10701,190,27,55,6,276,54,5,22,0,85,46,16,50,5,116,34,9,115,0,162,246,22,194,14,481,171,65,323,16,578,1212,131,365,19,1733,713,185,515,45,1456,662,372,492,44,1565,760,521,471,40,1794,424,558,329,15,1329,413,591,261,32,1288,893,1527,399,31,2854,669,1364,138,9,2178,449,1134,117,5,1706,265,739,44,3,1051,386,1555,82,8,2027,241,571,229,18,1057,129,65,64,10,268,7954,9478,4256,308,21998
10702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10703,228,38,57,9,331,76,4,28,0,106,44,14,47,0,116,55,14,86,5,163,296,27,211,13,541,241,39,339,11,629,1479,111,402,23,2015,1000,155,555,52,1754,988,322,551,46,1909,1101,562,485,48,2192,599,560,347,29,1536,691,699,293,11,1696,1370,1780,461,37,3657,909,1696,204,18,2832,656,1511,154,11,2319,349,1023,50,3,1431,734,2336,104,4,3180,350,902,294,15,1560,173,86,85,6,353,11334,11890,4745,354,28313
10704,227,28,84,13,354,114,7,27,0,145,68,15,67,12,156,64,15,133,9,219,326,57,179,5,564,255,57,307,13,631,1300,166,395,30,1897,1005,201,544,56,1805,1106,360,576,63,2105,1226,576,548,64,2416,730,554,377,43,1708,830,689,362,41,1925,1653,1790,608,63,4112,1293,1903,254,34,3489,993,1883,186,23,3075,671,1449,72,19,2215,1527,4544,201,20,6292,392,940,389,18,1738,151,86,55,8,304,13943,15310,5366,537,35150
10801,117,11,16,0,150,63,0,9,3,72,46,8,19,0,73,29,6,31,0,76,181,9,70,3,273,110,14,120,4,249,995,55,166,9,1232,569,82,210,28,885,533,144,220,16,916,558,222,142,13,932,212,216,85,7,516,254,202,74,5,542,420,388,80,8,900,237,272,40,0,549,170,197,22,0,385,80,128,0,0,214,200,244,9,3,465,213,242,140,3,597,143,23,36,9,205,5137,2468,1506,114,9224
10802,116,14,37,6,174,68,3,20,0,85,42,11,45,0,96,51,10,68,5,131,239,26,169,8,441,182,31,257,19,484,1234,108,311,20,1673,745,148,367,32,1292,642,274,331,28,1268,726,365,288,32,1404,327,339,144,4,818,337,321,97,11,768,522,661,159,19,1363,293,473,52,9,826,174,351,33,9,560,96,188,8,0,297,194,316,29,0,534,235,367,233,15,860,137,51,80,18,283,6351,4057,2723,236,13370
10803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,3,0,0,0,3,0,0,0,0,0,0,0,0,0,5,6,6,0,0,8,3,3,0,0,9,0,6,4,0,10,11,0,0,0,9,6,5,0,0,17,8,9,0,0,13,3,5,0,0,7,5,0,0,0,4,0,6,0,0,3,3,9,0,0,12,0,0,0,0,0,58,37,10,0,107
10804,203,21,50,3,277,104,11,23,5,143,77,15,43,0,141,67,12,82,4,163,350,18,184,11,563,260,36,336,8,634,1901,98,386,23,2407,1204,180,490,38,1913,1260,330,535,39,2168,1442,582,474,38,2534,684,500,266,20,1467,708,551,222,22,1510,1210,1267,336,31,2847,716,1136,109,13,1967,474,869,56,5,1400,235,547,21,0,804,568,1199,66,7,1828,403,632,243,16,1290,189,57,58,4,311,12065,8066,3965,270,24361
10805,165,30,39,3,234,81,3,20,0,107,52,10,42,4,106,64,10,87,0,158,287,26,175,5,490,186,35,253,14,494,1431,112,306,21,1870,855,162,432,35,1484,849,302,415,36,1594,917,452,284,20,1673,434,361,176,15,986,439,405,138,22,1002,727,806,157,12,1706,387,555,59,10,1007,217,391,26,5,629,108,222,7,3,344,253,383,32,8,666,322,434,226,15,990,191,55,83,7,336,7942,4753,2948,229,15872
10901,101,12,36,0,154,54,4,10,3,69,33,11,44,0,89,21,6,67,4,98,169,15,150,9,337,128,32,297,12,466,823,74,321,14,1237,548,119,350,34,1055,610,234,401,30,1270,731,422,303,28,1483,437,449,222,18,1130,489,495,176,16,1176,1019,1114,276,30,2438,670,928,91,11,1695,435,787,50,8,1274,203,520,14,3,745,405,996,46,5,1459,290,576,183,6,1060,142,50,55,3,250,7306,6832,3093,244,17481
10902,40,3,10,0,59,14,0,0,0,17,9,0,7,0,19,6,3,16,0,30,56,10,23,0,88,30,11,45,3,91,193,23,47,4,264,133,27,56,6,230,112,48,44,4,207,144,76,32,6,261,80,80,25,4,193,96,96,17,9,213,189,192,43,4,430,98,145,8,0,251,78,102,5,0,190,32,74,0,0,109,97,139,13,0,243,73,195,36,0,311,47,21,21,5,88,1535,1259,449,46,3285
10903,134,9,21,0,161,64,4,5,4,69,43,14,20,0,74,24,12,42,0,76,200,15,58,0,279,136,31,120,0,286,928,66,140,8,1136,567,84,186,19,858,581,159,191,23,951,639,288,146,3,1075,274,293,101,7,672,338,317,89,8,752,651,656,117,12,1435,372,489,35,8,905,234,403,18,0,656,122,229,5,0,351,259,407,19,0,685,293,422,115,7,832,201,52,28,11,295,6052,3941,1452,120,11571
11001,66,23,24,0,119,30,11,14,0,53,19,4,30,0,55,17,6,43,0,63,106,22,80,4,212,54,30,133,3,222,493,68,148,13,717,318,89,201,21,616,332,166,181,13,689,450,215,135,22,815,263,215,87,12,580,301,232,85,8,630,554,538,123,9,1229,334,402,36,10,784,239,306,14,4,569,135,224,7,0,369,316,509,25,5,859,154,284,99,7,552,65,25,16,4,111,4251,3365,1475,140,9229
11002,109,21,37,5,174,54,6,14,0,79,44,6,34,5,92,26,6,60,0,83,210,14,137,9,370,132,27,187,9,352,945,89,187,13,1233,450,124,274,30,883,443,202,217,18,879,485,316,153,11,959,229,271,87,3,585,308,246,77,11,637,508,499,95,3,1106,255,314,31,0,593,150,228,12,0,392,88,152,8,0,249,176,225,14,4,412,236,354,120,8,719,135,34,46,14,231,4975,3135,1778,150,10042
11003,56,8,13,0,80,16,4,6,0,27,4,0,17,0,24,11,0,29,3,46,68,11,60,0,143,50,20,106,0,176,247,26,96,9,378,145,50,131,14,330,198,75,125,12,416,192,113,80,9,398,143,103,57,4,309,141,152,50,6,344,321,357,83,12,770,227,282,25,8,540,144,247,14,8,410,89,148,7,7,246,174,347,13,0,537,140,263,83,4,487,77,39,49,10,184,2442,2239,1051,103,5840
11004,168,26,59,6,264,77,9,19,4,108,42,16,60,6,120,30,10,104,0,145,252,25,224,12,516,170,38,355,15,575,1150,110,457,26,1745,715,168,497,61,1434,778,332,547,52,1708,908,512,407,48,1876,488,504,243,24,1259,615,617,209,33,1473,1175,1464,308,31,2977,693,1127,98,29,1946,516,950,65,4,1533,245,549,22,4,820,551,1178,71,6,1803,386,733,249,14,1389,168,74,105,15,363,9126,8440,4093,390,22054
11101,253,40,69,8,368,103,11,31,3,145,70,15,69,4,163,54,13,124,7,199,357,22,239,9,623,228,51,383,15,678,1668,121,481,23,2295,1166,173,694,75,2103,1283,357,778,56,2477,1372,560,672,71,2680,774,624,507,43,1944,792,710,398,28,1925,1704,2044,671,55,4473,1226,1990,315,34,3575,910,1986,164,8,3074,499,1399,70,8,1978,1059,3480,133,15,4683,444,1049,429,17,1943,192,67,77,11,346,14166,14696,6313,478,35657
11102,139,18,67,4,224,70,4,19,0,91,59,8,43,0,113,48,4,75,0,133,238,24,174,8,447,201,42,301,8,556,1329,93,350,20,1789,877,164,501,40,1589,962,284,512,39,1796,1001,495,442,22,1958,530,509,295,25,1354,580,593,265,22,1453,1210,1574,369,43,3198,788,1438,191,18,2434,582,1158,97,4,1840,291,768,31,4,1089,555,1523,66,5,2150,346,792,267,13,1411,159,71,66,10,302,9954,9552,4137,290,23937
11103,232,56,99,13,410,103,11,26,3,152,78,18,80,8,183,53,16,155,3,227,329,55,249,17,652,283,88,484,22,875,1736,155,602,55,2547,1211,239,855,104,2411,1328,466,897,103,2793,1621,700,796,111,3229,955,777,654,76,2472,1101,850,568,69,2588,2503,2334,887,117,5844,1863,2305,368,60,4589,1415,2336,246,52,4055,872,1674,85,18,2651,1947,4809,222,23,7004,736,1278,528,36,2573,216,89,95,20,416,18579,18251,7906,913,45654
11201,127,31,54,4,210,86,3,23,0,114,55,14,42,0,106,47,13,80,3,142,247,22,150,3,426,168,42,298,9,516,1126,107,346,19,1598,800,187,482,35,1497,917,316,518,45,1793,1075,500,421,37,2032,585,515,313,20,1429,678,580,236,23,1523,1321,1244,332,30,2928,754,1076,121,12,1956,528,856,68,14,1462,288,533,27,0,843,854,1436,98,10,2394,431,717,324,13,1487,155,79,60,0,294,10235,8279,3969,272,22754
11202,109,16,42,3,174,67,7,28,3,108,50,9,36,3,100,48,25,104,0,169,230,23,185,15,461,195,50,341,13,597,1129,104,380,20,1625,752,202,490,49,1494,784,360,484,50,1678,865,523,392,52,1828,464,509,295,15,1283,526,507,201,19,1255,964,1157,251,21,2397,542,839,137,8,1522,294,603,70,8,970,143,349,23,0,517,332,621,63,5,1021,330,520,285,11,1149,152,62,68,5,285,7962,6486,3875,297,18617
11203,210,22,53,6,287,111,8,35,0,156,67,21,41,7,137,62,8,85,4,163,343,38,201,5,589,239,57,333,14,642,1743,130,422,25,2316,1123,215,570,60,1964,1167,377,625,55,2225,1265,665,519,52,2507,621,599,351,17,1596,719,625,271,17,1630,1274,1549,346,30,3207,739,1258,153,17,2164,486,1023,73,8,1593,250,622,19,4,886,570,1341,78,14,2002,472,834,361,18,1683,230,90,101,5,427,11692,9471,4655,360,26176
11301,120,30,30,4,175,41,8,11,0,64,20,5,28,3,60,20,8,66,0,93,126,25,113,3,267,78,30,165,13,283,502,82,182,4,769,328,116,256,22,729,399,213,244,17,872,513,355,187,23,1079,277,356,115,20,767,416,404,103,13,929,697,903,172,23,1798,421,703,54,6,1187,279,494,51,8,830,145,348,28,5,528,283,668,25,4,981,212,515,135,21,878,133,34,54,9,231,5027,5286,2008,199,12517
11302,34,3,0,0,37,18,0,5,0,25,15,5,9,0,26,3,6,15,0,25,66,9,43,3,120,34,10,70,0,119,257,22,65,6,354,142,27,90,3,273,157,71,70,8,305,182,100,59,9,342,97,89,30,5,219,126,83,30,4,248,195,233,41,4,480,136,207,13,0,358,88,141,3,3,240,48,80,3,0,128,110,159,4,0,279,92,190,49,0,333,44,15,17,0,74,1849,1452,626,48,3973
11303,146,18,56,7,228,80,12,20,0,115,59,14,66,0,136,43,13,106,0,153,252,46,227,11,540,188,55,388,4,636,1186,133,368,14,1699,713,182,505,49,1453,896,365,517,56,1833,1043,600,416,47,2109,596,557,295,26,1472,742,715,257,28,1745,1427,1605,325,41,3401,906,1382,129,18,2434,629,1161,78,13,1882,317,728,31,3,1079,661,1604,64,6,2329,500,997,266,13,1778,221,85,90,17,404,10600,10272,4212,359,25443
11401,308,29,60,11,406,154,15,16,3,185,96,16,51,3,171,87,11,94,4,194,447,50,233,14,746,355,57,434,16,862,2373,170,478,24,3045,1397,202,667,54,2321,1571,460,654,55,2739,1684,738,522,49,2991,800,716,329,24,1874,878,769,254,25,1926,1500,1631,333,43,3507,907,1255,151,15,2329,590,927,67,10,1596,325,583,43,4,953,754,1184,72,3,2013,525,851,324,20,1712,263,82,82,6,432,14999,9740,4872,383,29988
11402,118,21,21,3,170,80,7,10,0,97,49,4,22,5,74,32,7,35,0,74,178,16,65,3,258,116,16,83,9,226,654,42,143,10,845,516,80,181,20,796,624,154,211,12,1006,742,290,209,23,1254,334,253,177,7,777,487,344,134,4,976,840,779,191,19,1828,576,709,97,13,1388,422,628,74,7,1130,208,391,28,3,634,812,1372,82,4,2269,246,488,172,9,907,107,28,24,3,163,7141,5614,1963,157,14873
11501,720,81,119,19,940,218,26,37,5,282,123,31,44,3,199,75,21,65,5,164,409,74,87,9,574,280,114,155,5,559,1064,160,199,10,1425,856,226,269,22,1378,961,438,290,25,1716,1107,689,351,29,2175,658,693,298,27,1671,701,805,316,23,1850,1401,2384,600,44,4425,1054,2271,371,35,3729,871,2645,265,21,3811,625,2158,148,14,2951,2090,11229,458,28,13808,374,1371,258,8,2013,148,142,42,4,338,13741,25552,4367,337,43997
11502,114,12,24,0,146,34,7,3,0,42,13,10,8,0,36,17,5,12,0,38,75,10,21,0,106,52,13,29,0,91,215,34,33,0,287,181,47,60,5,290,202,76,70,4,349,232,114,63,4,413,135,122,63,4,322,149,154,59,3,366,323,338,97,7,762,199,381,61,10,653,184,390,26,4,603,116,334,22,0,469,415,1696,84,3,2199,93,255,62,0,408,43,48,7,4,100,2794,4045,790,55,7678
