SA3_CODE_2021,T_LPLFS_EPT_DC_0_4,T_LPLFS_EPT_DC_5_9,T_LPLFS_EPT_DC_10_12,T_LPLFS_EPT_DC_13_14,T_LPLFS_EPT_DC_15_17,T_LPLFS_EPT_DC_18_20,T_LPLFS_EPT_DC_21_24,T_LPLFS_EPT_Tot,T_LPLFS_EAW_DC_0_4,T_LPLFS_EAW_DC_5_9,T_LPLFS_EAW_DC_10_12,T_LPLFS_EAW_DC_13_14,T_LPLFS_EAW_DC_15_17,T_LPLFS_EAW_DC_18_20,T_LPLFS_EAW_DC_21_24,T_LPLFS_EAW_Tot,T_LPLFS_HNS_DC_0_4,T_LPLFS_HNS_DC_5_9,T_LPLFS_HNS_DC_10_12,T_LPLFS_HNS_DC_13_14,T_LPLFS_HNS_DC_15_17,T_LPLFS_HNS_DC_18_20,T_LPLFS_HNS_DC_21_24,T_LPLFS_HNS_Tot,T_LPLFS_EW_Tot_DC_0_4,T_LPLFS_EW_Tot_DC_5_9,T_LPLFS_EW_Tot_DC_10_12,T_LPLFS_EW_Tot_DC_13_14,T_LPLFS_EW_Tot_DC_15_17,T_LPLFS_EW_Tot_DC_18_20,T_LPLFS_EW_Tot_DC_21_24,T_LPLFS_EW_Tot_Tot,T_LPLFS_ULFTW_DC_0_4,T_LPLFS_ULFTW_DC_5_9,T_LPLFS_ULFTW_DC_10_12,T_LPLFS_ULFTW_DC_13_14,T_LPLFS_ULFTW_DC_15_17,T_LPLFS_ULFTW_DC_18_20,T_LPLFS_ULFTW_DC_21_24,T_LPLFS_ULFTW_Tot,T_LPLFS_ULPTW_DC_0_4,T_LPLFS_ULPTW_DC_5_9,T_LPLFS_ULPTW_DC_10_12,T_LPLFS_ULPTW_DC_13_14,T_LPLFS_ULPTW_DC_15_17,T_LPLFS_ULPTW_DC_18_20,T_LPLFS_ULPTW_DC_21_24,T_LPLFS_ULPTW_Tot,T_LPLFS_U_T_DC_0_4,T_LPLFS_U_T_DC_5_9,T_LPLFS_U_T_DC_10_12,T_LPLFS_U_T_DC_13_14,T_LPLFS_U_T_DC_15_17,T_LPLFS_U_T_DC_18_20,T_LPLFS_U_T_DC_21_24,T_LPLFS_U_T_Tot,T_LPLFS_T_LF_DC_0_4,T_LPLFS_T_LF_DC_5_9,T_LPLFS_T_LF_DC_10_12,T_LPLFS_T_LF_DC_13_14,T_LPLFS_T_LF_DC_15_17,T_LPLFS_T_LF_DC_18_20,T_LPLFS_T_LF_DC_21_24,T_LPLFS_T_LF_Tot,T_LPLFS_NLF_DC_0_4,T_LPLFS_NLF_DC_5_9,T_LPLFS_NLF_DC_10_12,T_LPLFS_NLF_DC_13_14,T_LPLFS_NLF_DC_15_17,T_LPLFS_NLF_DC_18_20,T_LPLFS_NLF_DC_21_24,T_LPLFS_NLF_Tot,T_LPLFS_LFSNS_DC_0_4,T_LPLFS_LFSNS_DC_5_9,T_LPLFS_LFSNS_DC_10_12,T_LPLFS_LFSNS_DC_13_14,T_LPLFS_LFSNS_DC_15_17,T_LPLFS_LFSNS_DC_18_20,T_LPLFS_LFSNS_DC_21_24,T_LPLFS_LFSNS_Tot,T_LPLFS_Tot_DC_0_4,T_LPLFS_Tot_DC_5_9,T_LPLFS_Tot_DC_10_12,T_LPLFS_Tot_DC_13_14,T_LPLFS_Tot_DC_15_17,T_LPLFS_Tot_DC_18_20,T_LPLFS_Tot_DC_21_24,T_LPLFS_Tot_Tot
11001,82,126,84,72,93,13,4,473,7,4,10,0,3,0,0,30,5,0,9,7,4,0,0,24,130,237,182,147,213,28,10,946,5,15,6,8,0,0,0,45,8,11,7,8,0,0,0,38,15,28,12,15,9,5,0,79,144,260,199,165,222,35,10,1028,217,199,111,81,65,14,9,689,6,13,0,4,0,0,0,16,364,469,304,240,285,52,22,1739
11002,87,156,108,70,65,10,0,497,16,9,9,7,4,3,0,39,7,12,9,0,6,0,0,34,135,276,205,154,152,24,3,954,11,30,20,13,10,4,0,90,14,25,4,6,9,0,0,60,24,54,28,16,22,4,0,148,161,326,230,174,173,23,3,1100,290,254,133,80,84,11,0,852,8,11,10,0,11,0,0,35,459,594,375,257,267,32,8,1984
11003,50,79,43,35,39,0,0,243,11,15,7,4,3,0,0,42,5,0,6,9,6,0,0,30,88,179,129,93,88,8,0,588,4,15,8,0,0,0,0,33,8,10,9,5,0,0,0,31,16,24,21,4,3,0,0,64,105,203,146,97,89,8,0,654,173,132,83,61,32,3,0,489,7,15,0,3,0,0,0,31,294,346,231,162,126,10,0,1171
11004,241,407,260,157,152,20,5,1238,38,53,25,18,17,3,0,159,14,18,22,10,4,0,0,59,445,822,572,359,439,56,13,2705,25,46,24,18,13,4,0,138,40,56,35,24,23,0,0,181,60,103,63,45,38,6,0,317,511,924,630,403,478,64,15,3022,582,513,276,186,138,17,0,1716,16,15,18,11,4,0,0,70,1110,1456,927,601,627,80,15,4809
11101,265,525,350,251,266,85,26,1759,57,47,26,27,34,13,6,209,7,18,6,4,3,0,0,47,429,969,774,585,679,256,124,3811,12,22,12,21,22,3,0,94,20,50,24,20,22,4,0,143,34,72,39,42,40,14,0,237,457,1042,808,629,720,271,124,4052,485,465,291,209,204,29,20,1704,7,7,5,0,7,0,0,25,945,1519,1110,840,923,300,146,5785
11102,194,356,228,157,166,42,16,1167,39,49,37,29,26,9,0,184,9,26,14,4,6,3,0,68,332,665,470,339,407,135,54,2394,16,28,17,11,5,4,0,83,26,40,28,14,19,0,0,127,46,66,44,18,26,4,0,205,383,733,507,356,429,139,54,2605,397,387,239,168,124,26,14,1361,7,12,5,3,3,0,0,29,786,1127,757,532,555,168,72,3999
11103,315,566,378,301,346,99,59,2060,56,60,27,23,28,13,10,215,10,22,10,8,9,6,6,71,575,1158,856,700,917,322,182,4702,19,28,37,14,20,3,3,132,37,51,38,19,23,10,0,181,56,85,80,34,47,11,4,312,631,1241,935,740,960,330,184,5020,549,585,348,237,215,63,42,2033,16,12,11,11,6,0,0,52,1190,1833,1287,984,1186,391,223,7098
11201,149,338,281,227,251,50,11,1297,29,31,23,10,17,0,0,119,3,8,4,3,8,3,0,35,247,548,532,418,497,99,30,2369,12,17,9,5,5,0,0,44,10,19,16,10,7,8,0,77,24,34,28,19,15,3,0,124,268,588,552,433,515,102,31,2493,235,279,175,127,138,23,12,996,10,10,9,8,5,0,0,35,513,877,738,570,649,134,42,3528
11202,151,283,229,159,203,29,5,1071,42,42,28,25,9,0,0,144,3,8,10,8,9,0,0,37,285,504,466,330,447,74,27,2132,8,10,11,16,9,3,0,55,31,39,33,20,8,0,0,135,38,52,41,32,21,3,5,191,324,561,502,363,462,81,28,2320,407,411,248,167,154,21,10,1413,10,14,15,8,5,0,0,54,741,986,773,536,619,102,37,3791
11203,200,386,294,220,262,57,33,1443,34,58,14,29,26,11,3,182,21,20,8,12,14,0,0,77,332,689,547,430,560,136,65,2757,13,18,13,8,15,0,0,73,15,37,23,15,6,0,0,108,31,55,41,30,23,3,0,176,361,740,582,458,578,138,69,2933,313,335,200,170,142,29,15,1194,11,19,12,5,6,0,0,55,685,1097,796,637,725,168,86,4186
11301,116,204,130,76,112,15,3,649,14,9,6,0,5,0,0,41,13,15,6,9,9,0,0,48,192,379,261,193,235,36,11,1319,7,18,15,11,9,0,0,61,20,28,20,10,0,0,0,80,27,48,35,14,11,0,0,137,223,429,295,208,249,44,11,1452,284,228,112,68,52,8,0,751,13,10,7,0,0,0,0,33,520,665,412,283,299,51,14,2241
11302,29,45,43,24,27,0,0,166,4,7,0,5,4,0,0,26,0,0,0,0,0,0,0,8,51,87,93,53,68,9,0,372,0,0,4,5,0,0,0,13,0,12,5,0,5,0,0,27,4,14,10,5,5,0,0,44,54,108,103,61,79,11,0,411,82,71,39,25,10,5,6,222,3,7,0,4,0,0,0,12,139,178,145,82,89,16,6,649
11303,239,430,293,186,170,37,9,1367,40,28,14,8,14,0,0,106,14,26,13,6,7,7,0,69,436,744,592,423,467,108,34,2797,27,37,20,10,12,6,0,122,31,56,21,10,7,4,0,123,54,96,37,19,25,5,0,247,486,838,632,439,488,117,38,3038,564,481,231,173,145,23,11,1637,19,20,12,3,8,0,0,61,1071,1337,879,620,647,138,43,4729
11401,214,470,328,232,223,51,10,1529,57,56,28,28,16,4,0,189,18,19,6,9,11,3,0,62,395,807,605,453,499,111,34,2899,15,25,21,11,17,3,0,98,30,28,11,8,13,0,0,100,46,54,33,24,31,3,0,200,439,862,640,478,528,114,34,3097,509,450,269,188,164,29,11,1613,10,4,7,3,0,0,0,36,955,1316,919,670,700,148,44,4751
11402,58,149,122,92,98,16,11,543,20,14,15,10,10,0,3,84,0,5,7,3,4,0,0,16,118,274,253,204,258,68,47,1227,5,0,0,0,0,0,0,15,0,10,5,6,0,0,0,18,7,8,9,7,0,0,0,35,127,290,262,208,263,69,50,1258,100,105,76,61,59,22,8,431,0,5,0,0,0,0,0,6,227,394,341,265,318,84,55,1698
11501,87,178,168,128,180,119,63,932,23,30,26,24,31,20,11,165,0,9,8,0,4,3,5,33,204,494,495,371,599,392,233,2784,10,13,8,10,14,11,4,66,15,15,12,11,6,5,7,62,17,24,22,17,20,18,12,129,226,522,512,393,620,409,239,2917,133,202,130,94,162,90,61,876,4,3,0,3,0,0,0,13,365,723,643,488,782,497,304,3806
11502,15,48,35,28,38,17,8,188,8,12,5,0,3,5,4,37,0,0,0,0,0,0,0,7,42,100,80,81,98,44,28,475,0,0,4,4,7,0,0,16,4,3,5,0,0,0,0,10,0,3,7,0,10,4,0,31,44,100,88,85,110,46,28,503,31,36,32,16,26,12,5,159,0,0,0,0,0,0,0,4,78,137,118,99,134,59,34,663
11503,24,50,36,29,38,15,0,194,6,13,9,5,5,0,0,33,3,5,0,0,0,0,0,9,48,95,83,73,92,36,8,443,0,0,5,0,3,0,0,8,0,3,0,3,4,0,0,8,0,5,6,4,6,0,0,24,46,99,89,80,94,38,8,460,51,50,38,17,25,3,6,195,4,8,3,0,3,0,0,21,103,160,126,104,129,45,19,677
11504,61,88,67,53,55,22,7,359,23,37,15,11,10,5,5,114,0,3,0,4,8,4,0,18,150,257,216,179,202,103,47,1145,0,4,0,9,8,4,0,27,3,7,10,3,4,0,0,32,4,13,8,13,8,5,0,59,152,274,226,191,205,103,49,1204,100,113,56,48,41,23,13,391,3,3,0,0,0,0,0,8,251,389,281,236,250,129,58,1604
11601,136,264,210,129,172,68,40,1021,60,83,73,40,75,30,22,379,18,9,9,4,4,5,4,59,353,659,548,377,532,270,156,2902,18,18,18,20,24,7,9,112,30,28,15,19,16,10,0,122,48,49,33,38,45,15,10,233,397,709,584,412,577,283,165,3132,668,667,391,315,320,122,78,2566,5,15,9,8,7,3,0,48,1073,1394,983,740,903,411,247,5745
11602,126,233,163,125,139,70,34,887,65,71,55,33,34,22,5,285,12,10,8,8,8,3,0,53,359,667,511,432,484,274,160,2886,15,18,12,15,19,8,0,82,20,16,13,14,17,5,3,89,30,33,33,27,32,12,7,172,391,703,540,458,520,289,161,3062,331,367,213,147,152,61,37,1298,6,14,8,9,6,0,0,43,729,1081,759,611,676,347,203,4400
11603,185,290,206,160,178,66,35,1121,73,103,70,48,57,25,11,377,13,28,16,10,14,8,4,96,440,759,551,425,498,216,114,3007,41,49,36,20,24,10,10,202,51,54,35,18,25,8,0,187,90,105,75,42,51,11,10,389,534,864,621,466,547,227,129,3396,1230,1233,719,453,437,120,76,4259,34,42,16,12,3,5,3,110,1801,2133,1355,933,992,355,205,7769
11701,57,101,91,47,81,30,14,422,20,12,18,6,11,12,5,88,4,3,4,4,7,0,0,20,139,248,226,139,230,126,57,1156,0,10,7,7,3,0,0,28,8,5,4,0,4,5,3,25,10,15,12,7,8,5,5,58,150,262,242,143,236,127,64,1214,110,131,57,44,69,39,17,467,4,7,5,0,0,0,0,21,263,398,307,184,309,161,77,1702
11702,47,57,52,50,61,35,8,314,6,18,8,8,13,7,8,61,0,0,0,0,3,0,0,3,94,185,163,157,209,103,67,975,0,12,3,3,8,0,4,27,3,3,0,3,8,6,3,34,7,11,10,9,17,0,5,59,102,195,173,165,224,107,72,1035,67,90,58,51,47,36,13,360,0,0,0,0,0,0,0,5,170,287,228,214,273,145,84,1403
11703,120,176,123,77,124,78,53,756,40,41,28,14,25,9,7,163,9,14,8,3,0,0,4,38,351,573,376,245,360,240,162,2304,8,10,11,12,18,10,10,76,12,18,6,9,13,3,9,68,21,22,24,22,28,18,17,146,370,593,399,264,387,253,183,2448,264,245,175,139,180,147,94,1243,6,0,6,0,6,3,6,28,644,838,578,397,572,408,277,3715
11801,75,201,138,110,134,88,44,802,25,31,31,15,30,7,12,146,0,6,5,0,3,3,4,28,226,530,434,322,475,262,140,2385,4,14,21,10,14,3,4,72,6,12,12,5,9,3,0,40,13,24,30,16,20,10,3,117,237,553,461,337,497,274,145,2501,82,170,109,120,143,78,54,757,0,0,0,0,8,0,0,16,319,721,575,460,647,357,200,3278
11802,111,174,154,129,154,71,46,853,38,36,30,18,34,11,16,190,0,12,4,3,7,5,6,39,264,565,457,346,498,273,139,2540,9,15,11,6,18,10,4,81,14,9,12,11,6,6,4,65,17,26,27,17,28,21,9,144,286,589,477,358,525,292,152,2684,188,228,139,107,129,93,72,945,0,7,4,4,0,0,0,16,476,822,623,474,651,383,224,3643
11901,183,346,241,202,274,157,99,1500,90,112,79,70,85,49,50,533,21,23,16,10,15,13,7,104,449,822,607,499,687,393,286,3743,12,36,24,25,24,22,24,169,23,54,34,20,35,21,10,192,39,86,57,46,57,41,32,365,484,904,666,545,746,436,324,4111,1187,1227,789,498,635,355,213,4904,24,43,32,21,19,5,3,138,1700,2177,1490,1056,1401,796,535,9156
11902,112,231,169,101,162,101,58,940,58,54,45,49,62,45,33,349,12,22,9,14,15,8,3,84,283,512,366,286,429,278,180,2330,13,8,20,12,19,16,9,94,27,32,31,12,23,12,4,138,38,41,53,25,39,27,17,238,319,552,421,307,464,302,195,2570,570,637,421,295,393,202,123,2637,8,16,8,3,8,6,6,49,899,1202,852,608,864,510,320,5255
11903,93,232,152,125,180,106,73,962,54,63,46,27,38,44,34,304,9,16,12,9,5,6,0,60,249,545,391,323,429,323,225,2487,12,11,9,9,14,10,3,67,11,10,20,13,17,15,3,88,18,24,22,30,32,20,9,155,264,570,416,354,463,343,236,2646,315,366,247,175,225,165,91,1583,5,11,5,7,0,4,6,43,585,949,670,533,691,515,326,4269
11904,114,215,163,125,179,110,71,968,42,46,26,28,39,22,20,229,12,7,4,7,4,7,4,45,303,530,417,333,521,290,197,2595,9,19,17,14,21,11,11,102,12,25,12,13,18,6,11,95,25,42,26,20,40,16,29,194,331,568,443,350,560,308,223,2785,326,375,241,159,214,143,86,1538,13,12,10,8,4,0,3,43,666,955,696,516,782,447,305,4365
12001,61,116,92,63,80,55,31,501,18,22,11,15,20,10,7,100,0,8,0,0,0,3,0,9,174,331,303,195,302,210,106,1614,9,8,15,8,6,3,4,49,5,6,3,0,5,7,3,32,13,17,15,11,13,3,7,85,186,344,317,212,313,212,115,1699,97,135,77,70,100,66,38,580,0,6,0,4,0,0,0,9,277,482,389,283,414,279,151,2288
12002,36,71,62,37,58,32,14,314,10,8,9,12,9,3,3,59,3,4,4,3,0,8,0,22,111,266,237,158,204,126,50,1142,4,13,7,11,8,4,0,46,3,5,9,0,0,0,0,18,3,13,16,11,14,13,0,65,111,281,248,162,215,134,56,1210,57,70,40,28,46,26,18,288,0,0,0,0,0,3,0,7,165,352,285,194,257,167,73,1500
12003,101,190,172,106,185,121,75,945,26,29,31,30,36,36,32,226,11,11,4,0,10,4,3,39,241,516,480,331,519,382,236,2709,4,15,9,5,25,15,10,83,16,30,20,16,18,13,3,120,17,43,35,27,45,19,18,199,257,557,510,358,557,404,256,2906,210,292,186,149,218,170,119,1342,7,7,7,6,4,0,4,39,472,860,705,509,785,575,378,4281
12101,75,144,130,69,105,79,55,660,28,34,19,20,25,16,11,144,0,9,3,3,0,0,3,27,216,476,377,268,411,288,170,2208,3,20,12,8,16,11,5,79,5,26,19,10,14,3,4,79,8,48,28,21,28,19,5,158,225,523,403,284,443,306,172,2366,113,163,135,108,178,139,80,928,0,3,7,6,3,0,0,20,341,699,546,397,625,445,256,3311
12102,74,156,141,95,129,82,46,718,15,29,27,21,26,13,12,138,8,3,3,5,0,3,3,25,166,422,357,254,393,229,135,1954,0,8,7,5,10,3,5,38,0,10,3,3,5,0,5,34,0,20,9,13,19,6,9,75,164,443,368,263,411,234,143,2024,86,131,96,75,107,51,37,575,3,3,0,0,0,0,0,3,253,573,464,338,507,284,181,2605
12103,82,165,135,137,175,118,72,881,16,25,22,19,25,24,6,138,3,15,6,3,7,9,3,44,182,486,427,364,520,357,205,2535,4,14,5,5,26,18,13,87,4,8,11,16,12,11,5,69,12,22,14,22,36,30,20,153,189,510,440,386,555,384,230,2687,84,182,167,142,245,143,86,1053,0,6,5,0,0,0,0,15,274,703,609,529,796,523,315,3756
12104,51,111,90,77,92,68,41,525,17,22,12,10,16,12,12,97,4,4,0,0,4,7,0,13,172,422,332,244,339,247,144,1897,0,11,15,8,6,3,5,55,3,8,7,9,9,0,4,37,4,21,22,18,19,7,5,95,184,440,352,258,352,251,146,1991,39,116,68,50,87,59,42,450,7,3,0,0,4,0,0,13,227,559,419,305,441,315,188,2461
12201,19,52,38,45,62,27,24,268,7,4,5,0,4,4,0,33,0,0,0,0,3,0,0,3,66,140,127,125,164,86,54,764,0,3,3,4,4,0,0,19,0,0,0,0,0,0,0,14,4,5,0,8,9,3,0,32,65,145,136,128,175,93,53,798,34,46,30,26,34,20,14,210,0,0,4,0,0,0,0,6,105,199,163,160,209,116,65,1018
12202,62,124,97,89,109,50,36,570,14,20,19,20,21,15,6,121,0,0,0,0,0,0,0,12,114,257,244,252,292,155,81,1389,0,8,6,7,0,0,0,24,0,4,0,0,0,3,0,17,3,11,4,11,6,4,0,45,121,273,246,262,295,161,83,1436,38,84,84,41,45,16,20,337,0,0,0,0,0,0,0,5,164,354,326,299,344,182,105,1776
12203,132,264,210,163,239,114,68,1186,38,40,47,38,44,31,13,244,7,10,6,3,7,0,0,36,321,648,610,507,731,368,211,3395,7,20,10,9,13,3,4,62,8,14,10,8,20,8,4,60,13,29,17,19,29,9,10,123,336,683,628,523,756,377,220,3516,144,165,130,92,144,60,48,786,6,7,0,4,4,0,0,22,482,850,759,620,903,440,269,4323
12301,137,240,165,119,129,42,24,852,54,59,38,20,27,12,3,216,5,3,9,10,16,0,4,42,330,552,448,353,399,152,77,2312,10,16,8,16,12,5,3,63,8,9,7,0,6,0,3,43,16,30,15,19,16,6,4,109,346,580,465,368,421,155,84,2413,278,309,160,98,100,24,16,991,13,9,4,14,4,0,0,33,635,902,626,477,521,186,97,3439
12302,293,498,336,223,309,98,41,1795,127,160,119,77,80,31,27,621,28,36,25,16,25,3,5,141,651,1185,861,602,852,306,190,4653,46,72,31,30,36,16,4,235,72,57,32,32,23,8,5,227,117,129,68,62,59,19,12,461,764,1320,925,666,908,330,197,5115,1408,1407,766,567,515,169,75,4914,35,40,39,15,7,4,0,142,2208,2766,1730,1247,1435,501,274,10168
12303,94,121,84,58,79,18,3,459,32,20,15,13,16,6,4,106,3,12,3,0,0,0,0,24,175,273,216,157,186,55,29,1097,0,11,9,4,5,0,0,28,3,8,0,3,0,0,0,22,8,19,9,8,8,0,0,49,179,296,223,160,197,55,29,1150,172,185,93,56,53,12,6,583,3,3,4,9,0,0,0,19,360,490,323,222,254,70,40,1751
12401,94,245,188,123,168,42,21,887,29,57,44,23,37,9,9,208,0,6,4,0,3,0,0,12,174,497,417,300,434,142,81,2047,4,3,6,4,7,0,0,23,5,17,10,4,0,6,0,45,14,17,18,5,12,4,3,66,187,517,430,312,443,146,83,2118,183,225,115,84,97,33,14,755,0,7,0,3,8,0,0,23,372,750,548,406,542,180,96,2890
