SA3_CODE_2021,P_EducTrain_GD_GC,P_EducTrain_BD,P_EducTrain_AdD_D,P_EducTrain_Cert,P_EducTrain_ID_NS,P_EducTrain_ToT,P_HealthCareSocA_PD,P_HealthCareSocA_GD_GC,P_HealthCareSocA_BD,P_HealthCareSocA_AdD_D,P_HealthCareSocA_Cert,P_HealthCareSocA_ID_NS,P_HealthCareSocA_ToT,P_ArtRecServ_PD,P_ArtRecServ_GD_GC,P_ArtRecServ_BD,P_ArtRecServ_AdD_D,P_ArtRecServ_Cert,P_ArtRecServ_ID_NS,P_ArtRecServ_ToT,P_OthServ_PD,P_OthServ_GD_GC,P_OthServ_BD,P_OthServ_AdD_D,P_OthServ_Cert,P_OthServ_ID_NS,P_OthServ_ToT,P_ID_NS_PD,P_ID_NS_GD_GC,P_ID_NS_BD,P_ID_NS_AdD_D,P_ID_NS_Cert,P_ID_NS_ID_NS,P_ID_NS_ToT,P_ToT_PD,P_ToT_GD_GC,P_ToT_BD,P_ToT_AdD_D,P_ToT_Cert,P_ToT_ID_NS,P_ToT_ToT
10402,363,1581,458,572,50,3439,615,335,2207,1162,1866,218,6395,23,5,94,64,163,12,366,31,16,114,190,797,29,1181,40,13,151,112,444,167,921,1810,1100,7223,4535,11678,1046,27395
10501,67,369,97,165,25,803,41,22,211,138,202,31,647,3,0,6,12,16,0,28,4,3,21,8,117,7,163,3,0,18,7,70,50,147,210,146,1197,823,2364,287,5024
10502,63,241,67,125,15,596,99,82,350,234,454,30,1253,0,6,7,14,40,0,65,0,0,7,26,165,12,212,0,0,18,9,72,28,134,245,211,902,730,2595,199,4879
10503,214,1242,330,608,50,2743,516,220,1558,867,1340,148,4650,13,9,55,40,165,12,292,25,10,69,95,684,26,907,37,13,92,68,382,132,723,1526,726,5383,3145,10065,904,21740
10601,189,917,309,631,36,2339,196,176,1071,859,2010,140,4460,11,4,43,42,131,12,240,14,13,75,173,1168,23,1461,27,6,103,101,598,144,979,1016,648,4639,4163,16907,967,28349
10602,242,1263,380,591,35,2933,450,281,1702,1064,1990,158,5637,7,4,48,43,100,9,204,24,16,97,208,990,22,1364,32,11,107,129,486,119,883,1625,876,6071,4782,14314,792,28453
10603,160,769,286,439,29,1941,232,160,938,773,1449,126,3678,10,6,51,38,119,8,235,25,13,83,147,741,28,1035,21,8,87,101,403,105,727,1047,575,3770,3597,10719,741,20436
10604,62,394,94,202,15,841,56,37,246,214,396,37,982,5,8,19,25,71,8,132,8,6,12,35,316,16,389,6,0,26,15,140,71,259,291,193,1525,1276,5149,410,8844
10701,258,980,315,482,33,2572,454,205,1397,1013,1780,152,4994,16,5,57,29,100,6,211,31,15,117,136,748,19,1060,28,7,99,106,469,111,822,1660,707,5007,3880,11029,709,22995
10702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3
10703,380,1488,528,635,56,3710,589,341,1844,1267,2178,157,6373,12,12,91,67,121,11,315,36,19,108,183,919,19,1283,36,15,150,116,460,127,906,2096,1105,7138,5526,14545,909,31318
10704,678,3062,642,774,82,7408,1728,558,3687,1427,1849,206,9455,85,41,279,137,190,14,743,143,26,324,269,1001,30,1791,185,30,425,178,490,161,1464,7249,2208,16273,7234,14663,1084,48707
10801,74,365,107,180,18,851,124,65,453,311,683,91,1733,4,0,23,15,56,3,101,5,3,19,41,241,12,322,13,3,37,42,155,62,310,369,234,1549,1251,3902,411,7715
10802,136,640,207,353,24,1489,145,112,680,500,1151,116,2706,8,0,27,18,46,0,103,5,3,41,72,339,15,474,6,4,36,43,252,114,463,452,376,2282,1741,6203,629,11683
10803,0,6,0,0,0,10,0,0,6,0,4,0,9,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,9,0,7,9,5,41,21,85,9,165
10804,276,1415,435,611,52,3206,604,283,2011,1038,2088,181,6200,16,4,60,41,113,8,240,34,19,99,175,818,22,1168,25,5,83,87,352,128,679,1643,893,5957,4070,11474,847,24889
10805,118,696,254,346,27,1637,237,146,865,689,1401,152,3489,6,9,22,21,78,6,145,12,4,40,81,446,12,597,16,13,44,56,244,97,467,666,411,2612,2188,7183,642,13700
10901,303,1213,343,465,30,2764,453,296,1547,826,1329,118,4569,9,10,43,31,66,0,160,24,7,67,145,609,23,879,35,11,92,104,336,111,684,1500,946,5427,3435,9333,633,21277
10902,43,181,65,78,7,404,25,29,139,102,154,16,471,0,0,0,4,11,4,25,0,0,10,19,92,5,126,3,3,8,19,74,32,136,101,108,672,570,1647,158,3262
10903,149,576,129,231,18,1185,126,118,549,407,685,77,1963,0,5,21,31,57,3,118,3,3,33,70,337,11,455,8,3,37,36,189,86,362,400,422,2417,1825,5827,546,11428
11001,228,904,274,358,37,2631,282,127,711,330,531,50,2028,12,10,36,23,43,5,120,20,5,70,40,250,10,390,35,0,57,33,105,44,280,1736,569,3223,1601,4236,385,11739
11002,110,516,167,254,18,1149,81,63,374,302,682,65,1567,4,4,14,8,31,5,68,12,0,22,37,334,13,420,4,0,34,33,176,81,332,327,282,1855,1391,4743,504,9100
11003,59,378,103,117,20,754,45,51,234,192,318,26,866,5,0,16,0,28,4,58,7,4,28,34,252,12,334,10,3,21,19,120,58,227,256,197,1530,1019,3075,320,6396
11004,266,1336,421,646,49,3043,455,261,1529,918,1650,144,4957,0,0,38,27,100,9,179,20,9,82,143,856,33,1149,12,3,81,83,409,135,729,1324,807,5402,3640,12205,981,24363
11101,390,2403,637,791,66,5196,1036,485,3364,1656,2721,251,9510,18,13,116,75,170,14,403,48,23,197,261,1123,33,1691,45,16,235,184,581,158,1220,3373,1526,11754,6800,17247,1129,41831
11102,187,1144,367,533,44,2714,437,242,1663,1110,2022,174,5641,10,3,60,42,104,9,228,33,17,120,150,938,22,1284,40,12,115,101,498,127,887,1576,740,5379,4217,12962,795,25671
11103,605,3744,753,944,114,8182,2339,842,6473,2147,3315,329,15456,51,29,278,122,250,15,745,129,48,384,342,1339,47,2286,170,35,479,223,721,245,1879,7886,2716,22500,9279,20955,1632,64965
11201,360,1657,438,489,72,3619,816,336,2148,993,1269,154,5708,56,20,213,88,139,21,544,41,26,190,194,640,28,1116,72,30,417,189,367,177,1257,2620,1190,9250,4706,9829,1062,28656
11202,299,1139,342,528,41,2726,441,255,1541,886,1674,146,4944,6,7,65,36,78,8,209,21,12,103,128,612,16,894,43,13,119,88,351,108,726,1287,848,4897,2968,9311,769,20076
11203,342,1499,433,576,65,3360,583,324,1974,1122,1744,208,5961,29,8,139,95,167,15,453,35,20,150,213,770,40,1227,61,8,250,191,469,154,1134,1811,1034,7298,4766,11994,1056,27960
11301,151,764,176,351,23,1594,123,82,612,410,644,64,1935,3,0,21,10,44,8,89,5,0,52,79,467,19,626,17,0,63,60,254,120,520,650,382,3142,2027,6799,719,13716
11302,49,200,43,70,9,419,30,29,139,127,223,15,567,0,0,18,17,20,0,66,0,0,6,13,111,0,143,0,0,19,10,100,33,166,161,150,815,573,2159,156,4010
11303,366,1728,490,790,72,4040,593,366,2204,1129,1839,182,6314,8,0,62,32,85,7,196,37,19,145,184,965,27,1377,31,10,120,98,538,180,981,1933,1161,7603,4452,14111,1152,30417
11401,370,1225,384,610,50,3128,544,300,1673,1046,1956,180,5705,36,18,107,48,176,7,384,38,9,114,194,876,32,1267,45,13,143,124,501,143,966,1981,1106,6265,4697,14324,1063,29434
11402,209,822,240,286,34,2047,409,162,1010,512,593,84,2769,34,10,86,58,74,13,283,40,10,76,126,468,11,739,64,15,135,102,249,74,629,1877,707,4806,2805,6506,595,17303
11501,489,2843,615,494,108,6227,2102,494,4001,1199,952,198,8951,58,16,238,96,108,17,535,226,31,457,319,680,37,1751,536,57,919,307,431,224,2473,13549,2488,25341,8221,9579,1499,60672
11502,81,454,143,151,12,1076,189,71,486,231,184,35,1191,10,5,40,26,40,3,126,31,8,72,74,277,15,479,50,9,117,71,157,42,442,1149,316,3130,1715,3311,283,9906
11503,109,427,152,210,17,1149,107,71,342,242,324,24,1108,3,5,25,26,65,0,130,15,9,33,79,410,9,556,7,4,71,43,197,39,363,594,291,1760,1563,4485,291,8976
11504,147,1079,243,246,31,2269,569,182,1343,508,481,98,3176,12,4,77,49,65,9,207,53,15,126,165,447,23,818,169,17,298,132,226,116,956,3680,789,8160,3601,5771,633,22641
11601,278,1453,445,496,69,3722,1179,343,3311,1294,1631,275,8032,38,12,127,69,101,6,356,124,11,273,246,761,38,1451,325,33,692,316,610,340,2313,7306,1317,15890,7172,11286,1744,44715
11602,308,2068,433,472,63,4805,1620,410,4083,1318,1263,244,8936,58,12,141,76,120,7,415,145,41,330,263,778,34,1598,446,58,881,317,486,271,2460,11583,1859,22634,7807,10670,1621,56178
11603,140,725,233,411,43,2044,493,180,2100,961,1386,179,5299,3,3,64,40,96,4,213,44,18,148,116,565,33,925,103,11,351,225,539,273,1507,2814,656,8610,4540,9195,1184,27011
11701,115,801,239,169,40,2049,518,130,1269,427,402,100,2855,39,13,153,80,88,15,379,60,12,162,128,365,23,760,176,22,347,162,185,156,1045,4188,686,9083,3797,4810,829,23394
11702,237,1255,177,140,30,3104,856,225,1538,361,313,43,3332,160,33,422,116,89,15,831,115,38,308,119,239,21,840,125,29,413,111,161,89,927,5186,1284,12127,3084,3467,475,25626
11703,621,3330,568,392,101,9167,3388,690,5246,1047,730,224,11333,551,105,1540,442,322,57,3019,397,101,1049,455,746,81,2834,999,105,2230,614,487,502,4938,26721,4658,53592,12908,10638,2684,111202
11801,336,1884,375,201,79,4314,2008,346,3299,569,360,189,6772,211,43,699,198,122,33,1295,188,48,546,233,405,49,1466,557,67,1533,313,229,301,3009,12709,2363,31047,6087,5331,1694,59229
11802,455,2532,495,394,94,6584,2007,457,4008,970,738,201,8386,202,33,560,159,206,35,1194,192,42,548,218,615,48,1662,401,36,1000,309,361,243,2349,11955,2239,24917,6815,8637,1574,56132
11901,326,2115,646,628,93,5092,1033,304,2834,1240,1300,239,6942,34,10,168,89,149,20,465,112,29,334,338,950,43,1802,226,33,658,369,590,349,2225,5754,1307,16286,7954,11649,1759,44709
11902,278,1459,435,367,87,3605,1011,254,2309,999,996,198,5764,64,19,202,79,92,11,461,103,25,292,241,722,44,1432,235,25,563,288,410,303,1819,5840,1123,13843,6376,7775,1488,36441
11903,289,1874,432,342,72,4108,1429,341,3183,1122,1021,220,7315,65,15,222,100,143,9,543,153,35,369,237,649,45,1480,327,29,701,323,384,267,2034,8049,1498,18415,7215,8363,1521,45058
11904,301,1827,495,345,64,4371,1512,340,3562,1180,1084,268,7953,90,13,310,123,144,16,701,159,42,405,264,756,56,1679,373,38,814,390,419,341,2372,9249,1625,21214,8526,9855,1846,52312
12001,273,1552,330,270,43,3513,1281,261,2247,565,430,106,4886,86,41,231,91,88,15,553,127,18,270,164,479,30,1088,313,35,568,215,242,152,1534,7566,1525,15702,5016,5730,905,36445
12002,263,1067,183,135,17,2753,1046,224,1489,333,209,62,3357,140,31,351,78,81,13,687,130,30,247,98,182,11,702,161,25,429,108,85,69,879,6140,1501,12338,3076,2913,473,26434
12003,546,2825,540,396,73,6765,2460,540,4791,1398,1050,246,10485,224,43,522,178,168,21,1162,277,55,592,292,487,43,1749,571,78,1121,445,358,441,3013,14642,2805,29708,9087,8261,1925,66427
12101,309,1766,315,179,55,4124,1929,427,3368,662,455,142,6980,134,45,349,104,86,14,738,206,41,431,209,397,25,1314,519,53,937,220,163,178,2062,13260,2436,25134,5445,4510,1222,52004
12102,407,1820,418,413,47,4294,1132,356,2754,927,858,157,6186,71,12,189,88,86,10,454,129,36,276,172,470,32,1111,307,34,486,175,217,149,1374,7714,1664,14826,4893,6183,899,36182
12103,407,2151,388,226,59,4845,2091,435,3517,715,422,182,7372,118,23,276,63,80,8,575,195,53,442,170,254,27,1139,563,56,865,191,169,156,2003,13421,2441,23184,5028,3933,1074,49077
12104,293,1560,258,164,56,3658,1623,325,2508,550,334,120,5461,153,34,392,88,94,18,785,164,39,360,188,252,18,1017,376,66,933,205,139,132,1854,11388,2364,22986,4970,3763,1016,46488
12201,141,708,137,76,21,1559,504,125,1001,226,166,57,2078,49,11,176,47,36,8,332,48,19,167,76,127,16,450,163,21,427,109,84,74,880,4029,866,9658,2231,2108,505,19403
12202,235,1162,309,255,46,2547,496,182,1231,569,455,103,3040,39,20,169,92,90,16,416,42,20,171,156,445,33,871,131,16,408,209,233,95,1093,2885,940,8751,4268,6179,733,23757
12203,563,2885,746,622,107,6245,1353,524,3499,1482,1429,220,8503,119,35,438,195,220,24,1039,145,48,535,428,1137,57,2355,370,57,1087,457,554,260,2783,8758,2668,25297,10406,14241,1821,63194
12301,284,1490,420,572,49,3585,445,242,1332,757,963,108,3837,16,0,60,59,96,7,237,24,19,111,159,773,22,1099,43,6,160,161,465,96,927,1998,864,6142,4754,10963,709,25425
12302,344,1674,607,794,86,4749,1218,368,3553,1722,2347,318,9535,35,7,149,94,155,16,459,66,20,239,260,1036,47,1670,209,16,508,355,850,382,2324,6160,1373,14467,8274,16796,1869,48945
12303,134,732,230,336,23,1823,173,122,597,431,650,65,2036,10,3,20,25,70,3,128,14,6,40,78,572,9,726,15,3,60,82,367,85,617,850,389,2788,2488,7871,510,14895
12401,488,2038,479,491,61,5063,913,398,1889,847,1028,101,5174,106,41,191,91,148,16,587,95,27,186,155,519,22,1012,59,16,172,136,295,98,775,4194,1541,8775,4448,8388,627,27973
12402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
12403,370,2178,793,984,72,5798,948,467,2973,1575,2305,260,8527,27,11,145,108,223,8,524,65,18,229,289,1494,40,2130,141,21,352,270,965,244,1996,4759,1491,12721,8737,22093,1611,51413
12404,104,460,176,244,16,1266,152,107,523,336,523,49,1687,3,4,30,21,85,6,148,11,12,45,77,451,9,609,24,0,54,71,262,63,474,806,349,2251,1928,5589,367,11294
12405,77,445,196,303,26,1311,195,102,792,492,842,86,2504,3,4,34,36,60,0,142,25,7,60,80,433,18,623,35,3,128,104,354,89,717,1077,331,3483,2550,6747,586,14780
12501,153,1007,215,160,49,2319,1099,236,2364,800,559,147,5201,51,9,142,77,51,13,344,116,22,259,185,235,24,834,370,42,723,350,260,393,2141,6890,935,13564,5177,4202,1325,32084
12502,189,1094,220,211,45,2509,811,220,1881,555,550,105,4124,29,4,106,53,67,10,269,131,20,223,128,351,26,887,239,37,432,172,208,157,1253,5273,932,10868,3584,4365,755,25778
12503,230,1365,414,380,80,3294,886,258,2435,1186,1208,195,6173,30,3,112,60,101,15,321,87,19,231,206,646,34,1228,205,30,596,347,519,371,2077,4919,997,12881,6611,8986,1519,35910
12504,342,2012,440,394,60,4746,2330,481,4047,1277,1164,261,9564,91,14,210,94,104,14,529,196,44,395,222,482,39,1378,745,53,1036,315,360,323,2835,15452,2090,25043,7198,7971,1868,59625
12601,191,983,182,134,23,2457,915,182,1653,395,273,55,3476,36,10,98,39,29,0,216,99,22,217,78,142,9,575,248,27,366,91,83,75,890,6506,998,10190,2319,2100,469,22574
12602,391,2400,485,405,78,5767,2005,485,3988,1003,856,212,8556,125,31,360,103,145,19,782,271,45,502,275,604,43,1732,653,56,1075,296,341,273,2687,14789,2281,26996,7372,7854,1545,60839
12701,274,1747,517,573,59,4230,783,296,2538,1287,1283,182,6374,28,13,94,54,104,3,297,65,21,203,252,957,29,1516,115,22,422,301,657,267,1780,3866,1028,12065,7240,12863,1399,38475
12702,182,1351,384,473,71,3114,518,188,2180,1038,1397,203,5530,21,9,105,56,77,13,274,60,11,261,264,858,46,1504,84,15,482,336,600,389,1910,2432,715,12183,6480,10699,1611,34122
12703,208,1493,451,472,69,3653,1066,276,2695,1235,1262,211,6754,19,8,140,82,131,22,404,75,15,179,213,704,51,1236,171,28,457,261,534,257,1713,4847,1002,12681,6876,10360,1446,37218
12801,403,2273,589,529,87,4830,979,332,2568,1106,1023,210,6213,63,20,260,123,217,28,698,82,31,263,310,990,23,1709,153,23,509,285,553,143,1675,4773,1634,15174,8173,13616,1374,44745
12802,503,2525,671,690,86,5680,895,411,2380,1101,1163,180,6131,49,17,194,124,193,14,588,88,36,270,265,1029,35,1718,111,34,361,236,514,120,1376,4782,1806,13959,7830,13873,1106,43354
19797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19999,9,38,16,16,6,117,45,7,74,37,64,11,235,6,3,31,6,14,4,60,8,6,11,8,23,0,57,9,0,22,12,28,35,106,190,56,542,232,586,108,1714
