SA3_CODE_2021,M_15_19_Prvided_unpaid_assist,M_15_19_No_unpad_asst_prvided,M_15_19_Unpaid_assist_ns,M_15_19_Tot,M_20_24_Prvided_unpaid_assist,M_20_24_No_unpad_asst_prvided,M_20_24_Unpaid_assist_ns,M_20_24_Tot,M_25_34_Prvided_unpaid_assist,M_25_34_No_unpad_asst_prvided,M_25_34_Unpaid_assist_ns,M_25_34_Tot,M_35_44_Prvided_unpaid_assist,M_35_44_No_unpad_asst_prvided,M_35_44_Unpaid_assist_ns,M_35_44_Tot,M_45_54_Prvided_unpaid_assist,M_45_54_No_unpad_asst_prvided,M_45_54_Unpaid_assist_ns,M_45_54_Tot,M_55_64_Prvided_unpaid_assist,M_55_64_No_unpad_asst_prvided,M_55_64_Unpaid_assist_ns,M_55_64_Tot,M_65_74_Prvided_unpaid_assist,M_65_74_No_unpad_asst_prvided,M_65_74_Unpaid_assist_ns,M_65_74_Tot,M_75_84_Prvided_unpaid_assist,M_75_84_No_unpad_asst_prvided,M_75_84_Unpaid_assist_ns,M_75_84_Tot,M_85_ov_Prvided_unpaid_assist,M_85_ov_No_unpad_asst_prvided,M_85_ov_Unpaid_assist_ns,M_85_ov_Tot,M_Tot_prvided_unpaid_assist,M_Tot_No_unpaid_asst_prvided,M_Tot_Unpaid_assist_ns,M_Tot_Tot,F_15_19_Prvided_unpaid_assist,F_15_19_No_unpad_asst_prvided,F_15_19_Unpaid_assist_ns,F_15_19_Tot,F_20_24_Prvided_unpaid_assist,F_20_24_No_unpad_asst_prvided,F_20_24_Unpaid_assist_ns,F_20_24_Tot,F_25_34_Prvided_unpaid_assist,F_25_34_No_unpad_asst_prvided,F_25_34_Unpaid_assist_ns,F_25_34_Tot,F_35_44_Prvided_unpaid_assist,F_35_44_No_unpad_asst_prvided,F_35_44_Unpaid_assist_ns,F_35_44_Tot,F_45_54_Prvided_unpaid_assist,F_45_54_No_unpad_asst_prvided,F_45_54_Unpaid_assist_ns,F_45_54_Tot,F_55_64_Prvided_unpaid_assist,F_55_64_No_unpad_asst_prvided,F_55_64_Unpaid_assist_ns,F_55_64_Tot,F_65_74_Prvided_unpaid_assist,F_65_74_No_unpad_asst_prvided,F_65_74_Unpaid_assist_ns,F_65_74_Tot,F_75_84_Prvided_unpaid_assist,F_75_84_No_unpad_asst_prvided,F_75_84_Unpaid_assist_ns,F_75_84_Tot,F_85_ov_Prvided_unpaid_assist,F_85_ov_No_unpad_asst_prvided,F_85_ov_Unpaid_assist_ns,F_85_ov_Tot,F_Tot_prvided_unpaid_assist,F_Tot_No_unpaid_asst_prvided,F_Tot_Unpaid_assist_ns,F_Tot_Tot,P_15_19_Prvided_unpaid_assist,P_15_19_No_unpad_asst_prvided,P_15_19_Unpaid_assist_ns,P_15_19_Tot,P_20_24_Prvided_unpaid_assist,P_20_24_No_unpad_asst_prvided,P_20_24_Unpaid_assist_ns,P_20_24_Tot,P_25_34_Prvided_unpaid_assist,P_25_34_No_unpad_asst_prvided,P_25_34_Unpaid_assist_ns,P_25_34_Tot,P_35_44_Prvided_unpaid_assist,P_35_44_No_unpad_asst_prvided,P_35_44_Unpaid_assist_ns,P_35_44_Tot,P_45_54_Prvided_unpaid_assist,P_45_54_No_unpad_asst_prvided,P_45_54_Unpaid_assist_ns,P_45_54_Tot,P_55_64_Prvided_unpaid_assist,P_55_64_No_unpad_asst_prvided,P_55_64_Unpaid_assist_ns,P_55_64_Tot,P_65_74_Prvided_unpaid_assist,P_65_74_No_unpad_asst_prvided,P_65_74_Unpaid_assist_ns,P_65_74_Tot,P_75_84_Prvided_unpaid_assist,P_75_84_No_unpad_asst_prvided,P_75_84_Unpaid_assist_ns,P_75_84_Tot,P_85_ov_Prvided_unpaid_assist,P_85_ov_No_unpad_asst_prvided,P_85_ov_Unpaid_assist_ns,P_85_ov_Tot,P_Tot_prvided_unpaid_assist,P_Tot_No_unpaid_asst_prvided,P_Tot_Unpaid_assist_ns,P_Tot_Tot
10304,67,1755,150,1972,72,1410,125,1613,183,3132,226,3547,354,2964,232,3555,479,2948,257,3684,517,2793,224,3535,319,2552,206,3082,173,1370,143,1692,53,433,69,557,2230,19365,1625,23224,97,1606,124,1824,124,1367,111,1595,418,3317,248,3976,595,3066,234,3898,799,2844,218,3869,867,2704,211,3783,501,2571,188,3261,199,1541,175,1919,45,686,134,856,3644,19692,1642,24976,169,3357,272,3796,191,2777,238,3212,594,6446,476,7524,956,6034,465,7452,1280,5792,475,7551,1390,5498,430,7318,821,5120,399,6343,373,2910,324,3612,91,1120,201,1414,5873,39054,3270,48201
10401,83,1220,157,1457,59,953,219,1236,180,1867,575,2621,278,1919,484,2681,437,2290,395,3118,687,3067,359,4112,511,3415,272,4194,248,1858,187,2291,61,544,69,681,2543,17146,2717,22403,83,1042,129,1256,92,930,101,1123,309,1969,261,2542,490,1901,277,2665,731,2352,256,3340,1029,2921,264,4209,751,3097,243,4093,310,1874,214,2399,54,874,144,1070,3851,16961,1882,22697,164,2264,288,2715,153,1880,317,2356,491,3837,832,5158,765,3823,765,5351,1165,4643,648,6459,1713,5990,621,8325,1262,6513,515,8287,554,3732,398,4693,119,1426,213,1754,6391,34106,4597,45096
10402,126,2298,217,2637,108,1792,150,2053,326,4054,421,4791,484,4152,407,5048,711,4407,401,5521,948,4756,372,6080,768,4951,329,6049,332,2547,287,3164,107,805,161,1075,3914,29761,2749,36422,141,2246,204,2598,141,1671,139,1955,568,4121,388,5075,888,4313,375,5577,1274,4502,354,6134,1568,4928,349,6847,1061,4891,359,6315,445,2819,384,3642,76,1240,323,1641,6169,30733,2868,39775,267,4542,423,5235,252,3468,290,4012,895,8174,803,9868,1372,8462,782,10621,1991,8907,755,11650,2513,9688,726,12929,1826,9839,690,12358,774,5359,669,6806,188,2048,484,2720,10083,60495,5614,76197
10501,16,462,146,621,34,442,96,572,68,988,234,1287,96,793,210,1096,140,923,213,1275,219,1143,267,1630,97,989,211,1294,58,487,136,681,19,127,25,169,744,6356,1532,8629,30,439,119,588,34,405,108,547,125,1117,240,1481,158,780,230,1169,228,877,244,1349,293,966,226,1483,142,740,182,1056,61,473,155,686,14,191,74,280,1083,5982,1576,8639,48,902,269,1209,69,843,200,1114,190,2107,471,2771,255,1569,445,2273,367,1801,452,2620,515,2107,494,3117,234,1726,394,2353,117,957,283,1362,33,318,98,451,1822,12337,3113,17273
10502,17,479,92,581,24,438,72,532,73,954,141,1173,98,810,136,1043,160,881,122,1171,211,1087,113,1410,129,1036,115,1286,65,487,64,614,25,161,35,218,796,6335,894,8029,24,429,66,521,21,406,56,481,141,1004,134,1282,179,800,118,1099,221,826,105,1154,331,1035,116,1484,194,935,90,1224,100,582,110,793,24,293,91,398,1241,6303,889,8435,45,905,156,1105,45,841,128,1011,216,1955,282,2451,280,1612,253,2139,388,1707,227,2321,538,2120,233,2889,322,1974,212,2510,164,1067,177,1405,40,453,122,618,2039,12640,1784,16461
10503,120,1778,308,2198,94,1531,304,1929,281,4003,837,5121,368,3191,642,4198,527,3085,552,4168,618,3417,486,4523,389,3063,385,3836,218,1746,267,2234,63,523,128,719,2679,22336,3915,28930,112,1674,236,2025,120,1601,199,1920,539,4034,577,5149,740,3114,516,4368,899,3018,433,4349,1068,3221,412,4699,610,2950,363,3926,274,1902,324,2498,47,848,182,1076,4402,22360,3245,30004,227,3445,544,4228,213,3132,504,3849,818,8041,1410,10267,1107,6304,1160,8568,1425,6103,984,8515,1687,6636,894,9219,1004,6010,750,7765,486,3648,594,4733,113,1368,315,1794,7085,44693,7159,58936
10601,162,2782,269,3213,137,2556,377,3067,450,5353,869,6673,605,4745,741,6088,768,4837,586,6188,936,4732,485,6155,665,4011,367,5042,229,1930,223,2380,45,519,59,630,4000,31474,3962,39432,173,2435,218,2826,246,2311,167,2727,805,5356,353,6514,1109,4543,315,5967,1367,4502,313,6182,1416,4421,283,6114,842,3873,252,4965,244,1992,199,2432,47,916,123,1083,6249,30339,2213,38796,337,5214,485,6037,385,4869,540,5789,1257,10707,1225,13192,1717,9289,1056,12058,2133,9337,897,12364,2353,9152,760,12270,1507,7887,616,10008,473,3922,418,4808,96,1434,179,1710,10251,61811,6171,78236
10602,120,2438,139,2699,119,2374,129,2630,363,5367,310,6042,617,4805,284,5708,671,4213,206,5092,703,3602,188,4497,534,3052,165,3747,239,1552,111,1904,51,397,67,516,3436,27804,1594,32838,127,2388,114,2632,218,2320,124,2664,673,5523,273,6471,1092,4645,259,5998,1215,4118,167,5498,1180,3662,175,5021,710,3230,168,4114,249,1853,158,2259,44,759,133,934,5516,28505,1569,35586,254,4830,254,5332,347,4697,257,5291,1038,10884,586,12511,1714,9456,540,11711,1884,8336,374,10592,1884,7267,363,9515,1250,6287,334,7868,485,3406,270,4163,101,1155,198,1452,8949,56311,3167,68430
10603,107,2049,156,2310,103,1629,108,1839,243,2905,249,3399,434,3018,232,3682,617,3665,265,4539,773,4431,293,5492,679,4719,300,5701,391,2811,297,3497,76,657,130,862,3416,25878,2026,31322,122,1789,127,2035,136,1474,107,1719,418,2841,203,3458,784,2968,199,3951,1079,3528,216,4826,1341,4234,238,5811,980,4696,305,5983,439,2790,338,3566,56,957,230,1241,5349,25279,1956,32588,226,3835,279,4341,236,3103,209,3549,656,5747,454,6854,1214,5984,433,7634,1696,7196,485,9372,2110,8658,529,11303,1656,9417,605,11681,831,5602,633,7066,132,1612,357,2101,8764,51152,3991,63908
10604,34,867,81,975,43,669,83,795,126,1609,244,1981,170,1555,212,1945,205,1573,193,1959,269,1571,148,1991,143,1317,127,1583,77,644,100,814,24,191,37,248,1093,9985,1218,12299,47,767,83,893,35,664,45,749,221,1623,144,1991,287,1453,137,1877,344,1465,134,1944,382,1427,109,1924,221,1189,110,1520,77,716,79,876,14,329,69,409,1625,9645,911,12179,83,1632,165,1876,80,1334,126,1547,345,3229,390,3964,460,3009,355,3823,542,3038,321,3900,655,3005,261,3914,366,2507,236,3104,155,1361,183,1690,32,524,104,659,2723,19628,2129,24478
10701,134,2234,146,2514,143,2161,120,2427,381,4245,291,4915,578,3991,258,4822,805,3806,224,4838,849,3810,208,4871,528,3150,177,3855,265,1949,171,2380,82,664,99,842,3764,26002,1699,31467,122,2057,144,2329,215,2015,108,2337,603,4147,295,5044,938,3880,260,5080,1141,3660,203,5005,1272,3502,191,4965,726,3233,190,4148,288,2384,199,2873,61,1143,203,1408,5359,26014,1795,33173,253,4289,291,4840,354,4174,228,4757,983,8383,589,9956,1516,7868,512,9897,1946,7472,429,9843,2119,7311,404,9835,1254,6378,371,8003,552,4337,364,5256,145,1801,298,2249,9120,52022,3498,64634
10702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4
10703,114,2798,148,3061,157,2526,153,2835,385,4911,293,5586,554,4865,286,5707,822,4858,262,5944,1056,4879,256,6198,737,4462,283,5475,378,2406,250,3032,115,646,252,1015,4314,32358,2196,38864,163,2718,146,3027,205,2363,133,2708,650,5038,302,5994,1009,4824,273,6107,1358,4879,246,6483,1752,4898,238,6886,939,4700,287,5929,365,2736,298,3397,65,1097,294,1455,6514,33259,2215,41983,282,5516,294,6090,359,4895,289,5548,1036,9947,593,11578,1562,9693,563,11815,2178,9734,514,12433,2810,9778,497,13081,1672,9161,568,11401,743,5144,547,6432,180,1746,548,2471,10826,65614,4405,80850
10704,178,3732,214,4123,261,4996,324,5571,553,8354,500,9405,769,7095,392,8266,1265,6676,384,8332,1473,6148,299,7914,789,5071,275,6138,425,3025,265,3716,140,1018,178,1330,5848,46104,2839,54790,208,3621,236,4072,332,4830,283,5449,729,7900,435,9059,1223,6986,377,8588,1923,6429,317,8668,2108,5934,272,8314,1151,5323,291,6767,466,3529,348,4342,90,1683,396,2176,8251,46235,2957,57441,391,7347,460,8196,588,9824,606,11024,1284,16250,933,18467,1994,14085,773,16854,3187,13101,703,16993,3582,12075,570,16232,1942,10393,569,12909,895,6551,613,8052,231,2702,572,3503,14094,92336,5800,112228
10801,34,662,81,778,38,473,51,566,88,937,85,1112,149,1099,106,1351,260,1442,153,1857,353,2013,176,2538,364,2533,243,3143,188,1570,190,1951,60,477,104,633,1535,11208,1180,13918,42,605,79,729,41,425,43,514,144,1016,111,1276,264,1118,114,1501,435,1354,119,1910,626,2030,153,2805,509,2464,247,3225,217,1582,220,2017,45,698,224,971,2333,11289,1321,14941,79,1266,161,1509,82,901,98,1078,233,1948,201,2385,414,2220,225,2854,693,2800,271,3760,977,4038,322,5343,874,5006,492,6366,405,3153,408,3967,102,1173,323,1599,3874,22499,2500,28862
10802,73,1175,204,1451,77,870,219,1161,196,1693,525,2410,308,1643,423,2377,430,2092,319,2845,600,3024,349,3978,506,3389,314,4206,249,1736,185,2165,56,509,64,626,2492,16129,2599,21212,90,1065,167,1326,86,819,95,994,333,1741,254,2324,544,1687,237,2476,702,2090,252,3046,988,2990,294,4275,676,3074,267,4023,250,1749,237,2237,42,757,148,948,3708,15975,1967,21644,156,2241,378,2780,154,1681,308,2153,530,3434,776,4738,860,3332,665,4852,1133,4186,572,5892,1591,6013,646,8243,1185,6461,580,8231,495,3485,418,4399,100,1266,217,1579,6198,32100,4564,42862
10803,0,4,0,4,0,8,0,8,0,25,0,29,0,30,6,38,0,18,0,17,7,33,4,39,4,20,9,29,3,13,4,17,0,8,0,11,14,152,17,187,0,4,0,4,0,4,0,4,3,37,4,35,7,25,3,29,6,14,3,25,11,24,9,44,0,17,5,23,3,17,3,22,0,3,0,3,31,147,15,193,0,4,0,4,0,6,0,6,4,57,5,64,7,61,6,69,6,39,0,43,16,58,11,82,11,40,5,56,7,26,3,38,0,10,0,15,45,297,34,379
10804,133,2191,177,2504,104,1655,137,1899,271,3120,251,3643,432,3422,254,4108,697,3976,240,4908,865,4418,273,5551,738,5333,315,6386,516,3324,264,4104,153,1015,199,1377,3903,28458,2110,34472,127,2170,134,2437,166,1683,120,1967,511,3268,221,3999,869,3448,230,4544,1259,4076,210,5537,1579,4689,261,6528,1180,5308,317,6805,515,3695,367,4585,126,1581,339,2042,6325,29916,2203,38444,255,4369,314,4938,272,3343,255,3865,781,6386,472,7637,1303,6871,484,8655,1953,8045,448,10452,2447,9106,532,12081,1916,10640,637,13190,1035,7021,635,8692,282,2598,538,3414,10229,58371,4314,72918
10805,78,1286,167,1532,85,1019,109,1206,205,1952,204,2365,326,1902,223,2445,489,2430,246,3168,647,3328,328,4301,590,3947,335,4867,299,2137,244,2683,77,564,110,749,2799,18556,1965,23313,72,1217,152,1445,91,874,80,1046,364,1987,231,2586,558,1982,224,2754,836,2422,237,3493,1143,3346,261,4746,793,3713,321,4822,319,2210,261,2792,54,948,181,1177,4225,18694,1941,24865,150,2505,320,2978,177,1895,185,2254,571,3938,443,4950,882,3880,440,5203,1330,4854,478,6659,1783,6668,591,9040,1383,7655,654,9693,614,4351,513,5477,127,1509,289,1926,7023,37250,3904,48177
10901,86,1821,179,2092,97,1680,143,1925,273,3474,295,4045,433,3163,284,3885,555,3050,281,3887,637,3174,273,4086,421,2977,227,3622,232,1567,147,1950,66,466,66,596,2802,21386,1893,26082,103,1773,166,2047,151,1679,134,1971,479,3448,263,4191,755,3190,269,4213,921,3031,237,4185,1080,3053,251,4386,691,2948,223,3862,283,1812,233,2320,51,855,103,1017,4526,21792,1879,28191,190,3594,350,4132,252,3363,278,3896,754,6922,558,8236,1193,6359,553,8100,1478,6075,512,8069,1722,6228,525,8468,1118,5927,448,7487,506,3378,384,4274,119,1327,167,1611,7331,43175,3771,54274
10902,25,276,68,369,20,290,48,359,44,584,116,738,58,526,112,701,106,616,129,852,145,770,122,1039,90,642,120,860,48,332,51,425,11,91,20,127,545,4134,790,5466,24,247,70,338,27,230,36,292,77,545,102,730,121,455,108,674,179,540,95,815,238,636,98,971,116,538,95,753,56,322,58,434,0,136,25,166,847,3641,688,5170,48,523,139,706,50,521,90,659,122,1127,220,1475,176,981,213,1369,285,1154,225,1667,384,1411,214,2010,210,1183,214,1606,101,648,112,860,11,230,41,288,1387,7774,1477,10636
10903,58,962,124,1152,45,729,94,867,138,1618,202,1953,208,1553,182,1941,319,1946,219,2485,416,2489,254,3162,361,2988,311,3656,200,1598,212,2016,61,483,119,661,1814,14366,1715,17893,64,942,103,1104,74,664,72,807,218,1597,200,2023,367,1613,184,2159,517,1880,188,2588,756,2364,262,3378,502,2633,264,3400,215,1640,279,2136,42,658,151,855,2760,13988,1704,18449,123,1901,230,2253,116,1392,163,1672,355,3217,399,3976,583,3162,361,4106,839,3828,407,5078,1171,4856,514,6542,865,5618,578,7063,414,3241,493,4148,108,1139,267,1514,4572,28355,3415,36343
11001,76,1029,192,1300,73,1028,208,1314,178,1764,243,2178,218,1579,161,1949,256,1617,159,2033,386,1834,184,2399,252,1626,145,2030,154,923,133,1207,36,241,55,333,1624,11635,1484,14746,82,1155,264,1504,88,1042,226,1357,233,1869,237,2339,320,1543,177,2041,478,1614,171,2265,599,1740,167,2508,327,1632,147,2110,148,1086,164,1396,33,423,111,566,2308,12113,1666,16086,161,2183,457,2800,162,2077,429,2672,412,3633,480,4518,537,3121,334,3993,731,3228,338,4301,976,3571,357,4900,579,3261,296,4141,303,2009,301,2610,70,666,166,897,3936,23750,3149,30827
