SA3_CODE_2021,NegNil_Inc_BE_WFT,NegNil_Inc_BE_WPT,NegNil_Inc_BE_BAW,NegNil_Inc_1EFT_OthPT,NegNil_Inc_1EFT_OthAW,NegNil_Inc_1EFT_OthNW,NegNil_Inc_1EPT_OthAW,NegNil_Inc_1EPT_OthNW,NegNil_Inc_1AW_OthNW,NegNil_Inc_BNW,NegNil_Inc_LFsta_NS,NegNil_Inc_Tot,I_1_149_BE_WFT,I_1_149_BE_WPT,I_1_149_BE_BAW,I_1_149_1EFT_OthPT,I_1_149_1EFT_OthAW,I_1_149_1EFT_OthNW,I_1_149_1EPT_OthAW,I_1_149_1EPT_OthNW,I_1_149_1AW_OthNW,I_1_149_BNW,I_1_149_LFsta_NS,I_1_149_Tot,I_150_299_BE_WFT,I_150_299_BE_WPT,I_150_299_BE_BAW,I_150_299_1EFT_OthPT,I_150_299_1EFT_OthAW,I_150_299_1EFT_OthNW,I_150_299_1EPT_OthAW,I_150_299_1EPT_OthNW,I_150_299_1AW_OthNW,I_150_299_BNW,I_150_299_LFsta_NS,I_150_299_Tot,I_300_399_BE_WFT,I_300_399_BE_WPT,I_300_399_BE_BAW,I_300_399_1EFT_OthPT,I_300_399_1EFT_OthAW,I_300_399_1EFT_OthNW,I_300_399_1EPT_OthAW,I_300_399_1EPT_OthNW,I_300_399_1AW_OthNW,I_300_399_BNW,I_300_399_LFsta_NS,I_300_399_Tot,I_400_499_BE_WFT,I_400_499_BE_WPT,I_400_499_BE_BAW,I_400_499_1EFT_OthPT,I_400_499_1EFT_OthAW,I_400_499_1EFT_OthNW,I_400_499_1EPT_OthAW,I_400_499_1EPT_OthNW,I_400_499_1AW_OthNW,I_400_499_BNW,I_400_499_LFsta_NS,I_400_499_Tot,I_500_649_BE_WFT,I_500_649_BE_WPT,I_500_649_BE_BAW,I_500_649_1EFT_OthPT,I_500_649_1EFT_OthAW,I_500_649_1EFT_OthNW,I_500_649_1EPT_OthAW,I_500_649_1EPT_OthNW,I_500_649_1AW_OthNW,I_500_649_BNW,I_500_649_LFsta_NS,I_500_649_Tot,I_650_799_BE_WFT,I_650_799_BE_WPT,I_650_799_BE_BAW,I_650_799_1EFT_OthPT,I_650_799_1EFT_OthAW,I_650_799_1EFT_OthNW,I_650_799_1EPT_OthAW,I_650_799_1EPT_OthNW,I_650_799_1AW_OthNW,I_650_799_BNW,I_650_799_LFsta_NS,I_650_799_Tot,I_800_999_BE_WFT,I_800_999_BE_WPT,I_800_999_BE_BAW,I_800_999_1EFT_OthPT,I_800_999_1EFT_OthAW,I_800_999_1EFT_OthNW,I_800_999_1EPT_OthAW,I_800_999_1EPT_OthNW,I_800_999_1AW_OthNW,I_800_999_BNW,I_800_999_LFsta_NS,I_800_999_Tot,I_1000_1249_BE_WFT,I_1000_1249_BE_WPT,I_1000_1249_BE_BAW,I_1000_1249_1EFT_OthPT,I_1000_1249_1EFT_OthAW,I_1000_1249_1EFT_OthNW,I_1000_1249_1EPT_OthAW,I_1000_1249_1EPT_OthNW,I_1000_1249_1AW_OthNW,I_1000_1249_BNW,I_1000_1249_LFsta_NS,I_1000_1249_Tot,I_1250_1499_BE_WFT,I_1250_1499_BE_WPT,I_1250_1499_BE_BAW,I_1250_1499_1EFT_OthPT,I_1250_1499_1EFT_OthAW,I_1250_1499_1EFT_OthNW,I_1250_1499_1EPT_OthAW,I_1250_1499_1EPT_OthNW,I_1250_1499_1AW_OthNW,I_1250_1499_BNW,I_1250_1499_LFsta_NS,I_1250_1499_Tot,I_1500_1749_BE_WFT,I_1500_1749_BE_WPT,I_1500_1749_BE_BAW,I_1500_1749_1EFT_OthPT,I_1500_1749_1EFT_OthAW,I_1500_1749_1EFT_OthNW,I_1500_1749_1EPT_OthAW,I_1500_1749_1EPT_OthNW,I_1500_1749_1AW_OthNW,I_1500_1749_BNW,I_1500_1749_LFsta_NS,I_1500_1749_Tot,I_1750_1999_BE_WFT,I_1750_1999_BE_WPT,I_1750_1999_BE_BAW,I_1750_1999_1EFT_OthPT,I_1750_1999_1EFT_OthAW,I_1750_1999_1EFT_OthNW,I_1750_1999_1EPT_OthAW,I_1750_1999_1EPT_OthNW,I_1750_1999_1AW_OthNW,I_1750_1999_BNW,I_1750_1999_LFsta_NS,I_1750_1999_Tot,I_2000_2499_BE_WFT,I_2000_2499_BE_WPT,I_2000_2499_BE_BAW,I_2000_2499_1EFT_OthPT,I_2000_2499_1EFT_OthAW,I_2000_2499_1EFT_OthNW,I_2000_2499_1EPT_OthAW,I_2000_2499_1EPT_OthNW,I_2000_2499_1AW_OthNW,I_2000_2499_BNW,I_2000_2499_LFsta_NS,I_2000_2499_Tot,I_2500_2999_BE_WFT,I_2500_2999_BE_WPT,I_2500_2999_BE_BAW,I_2500_2999_1EFT_OthPT,I_2500_2999_1EFT_OthAW,I_2500_2999_1EFT_OthNW,I_2500_2999_1EPT_OthAW,I_2500_2999_1EPT_OthNW,I_2500_2999_1AW_OthNW,I_2500_2999_BNW,I_2500_2999_LFsta_NS,I_2500_2999_Tot,I_3000_3499_BE_WFT,I_3000_3499_BE_WPT,I_3000_3499_BE_BAW,I_3000_3499_1EFT_OthPT,I_3000_3499_1EFT_OthAW,I_3000_3499_1EFT_OthNW,I_3000_3499_1EPT_OthAW,I_3000_3499_1EPT_OthNW,I_3000_3499_1AW_OthNW,I_3000_3499_BNW,I_3000_3499_LFsta_NS,I_3000_3499_Tot,I_3500_3999_BE_WFT,I_3500_3999_BE_WPT,I_3500_3999_BE_BAW,I_3500_3999_1EFT_OthPT,I_3500_3999_1EFT_OthAW,I_3500_3999_1EFT_OthNW,I_3500_3999_1EPT_OthAW,I_3500_3999_1EPT_OthNW,I_3500_3999_1AW_OthNW,I_3500_3999_BNW,I_3500_3999_LFsta_NS,I_3500_3999_Tot,I_4000more_BE_WFT,I_4000more_BE_WPT,I_4000more_BE_BAW,I_4000more_1EFT_OthPT,I_4000more_1EFT_OthAW,I_4000more_1EFT_OthNW,I_4000more_1EPT_OthAW,I_4000more_1EPT_OthNW
10102,0,0,0,0,0,0,0,0,0,5,0,11,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,4,0,9,0,0,0,0,0,3,0,3,0,4,0,5,0,0,0,0,0,0,0,0,0,7,0,15,0,6,0,3,0,5,0,5,7,8,0,27,3,7,0,0,0,8,0,12,3,21,0,54,0,3,0,4,0,29,0,7,0,12,0,67,0,12,0,15,3,43,0,23,4,23,0,117,8,21,0,48,3,57,3,19,3,32,0,199,18,17,3,56,11,78,8,22,6,17,0,239,43,15,6,105,10,86,4,28,3,23,0,314,215,40,12,264,38,175,8,38,3,49,3,854,280,36,6,358,71,88,17,32,0,24,0,919,330,27,9,385,92,92,23,22,5,24,0,1004,387,20,15,248,76,58,7,11,0,18,0,833,1659,79,31,701,197,275,30,43
10103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,3,0,4,0,0,0,8,0,0,0,0,0,3,0,4,0,3,0,15,0,5,0,3,0,8,0,10,0,12,0,36,0,7,5,12,0,22,0,14,0,10,0,70,10,20,0,38,4,17,0,6,5,4,0,106,13,12,0,44,0,22,0,9,0,7,0,112,15,7,0,47,7,29,0,3,0,9,0,111,87,17,4,120,13,55,3,9,3,14,0,317,93,15,3,105,6,12,3,6,3,9,0,247,94,13,0,76,14,14,3,4,0,7,0,229,71,5,0,54,10,9,0,0,0,4,0,142,173,12,0,99,12,34,3,8
10104,4,0,0,0,0,0,0,0,0,16,0,24,0,0,0,0,0,0,0,3,0,3,0,7,0,0,0,0,0,0,0,0,0,8,0,9,0,0,0,0,0,0,0,0,0,5,0,7,0,6,0,0,0,0,0,10,0,8,0,29,0,5,0,3,0,7,0,7,0,18,0,45,0,4,4,7,0,4,3,37,3,49,0,106,9,19,5,24,5,17,0,26,9,60,0,177,7,35,6,46,6,58,9,47,7,95,0,325,38,63,11,127,16,102,12,76,13,67,4,520,31,53,8,147,17,56,12,39,5,56,0,430,72,48,9,189,28,55,15,25,11,36,0,483,242,82,18,412,55,121,26,40,16,77,4,1083,239,47,10,289,35,56,22,27,3,31,4,767,194,26,9,221,30,32,9,18,6,16,0,555,142,13,5,126,15,19,6,6,3,6,0,334,249,35,7,182,25,58,14,8
10105,4,0,0,0,0,0,0,0,0,8,0,11,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,6,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,7,0,18,0,0,0,0,0,3,0,3,0,10,0,26,3,3,0,3,0,10,0,7,4,17,0,57,4,8,0,3,0,12,0,23,0,22,0,66,6,8,0,11,6,31,0,22,3,40,0,120,4,15,0,69,9,48,8,17,7,28,0,217,13,16,3,76,16,67,9,20,3,15,0,242,38,13,3,94,20,41,0,5,3,18,0,245,120,21,12,234,32,98,13,11,11,31,0,587,168,18,3,199,35,39,15,16,4,17,4,522,152,11,4,141,24,41,7,11,3,12,0,404,154,9,0,104,18,14,9,4,3,4,0,319,294,17,7,150,24,59,10,4
10106,3,0,0,0,0,0,0,0,0,7,0,11,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,6,0,18,0,0,0,5,0,0,0,5,0,13,0,20,0,3,0,6,0,7,0,16,4,25,0,56,4,7,0,14,0,15,0,8,6,26,0,85,4,11,0,22,5,34,0,26,3,29,0,132,15,7,4,64,8,49,3,19,11,32,0,217,19,11,5,71,8,59,3,17,5,18,0,223,59,19,5,94,17,40,3,14,0,12,0,273,132,25,8,213,26,80,6,22,12,26,4,564,98,37,4,226,27,40,3,12,0,20,0,465,161,14,7,164,28,35,10,7,4,16,0,450,146,12,6,126,9,18,4,3,4,8,0,327,508,22,4,286,39,83,8,5
10201,5,0,0,0,0,0,0,0,0,44,0,51,0,0,0,0,0,3,0,3,0,4,0,11,0,0,0,0,0,0,0,3,0,5,0,15,0,0,0,0,0,0,0,0,6,14,0,16,0,5,0,0,0,3,4,15,4,32,0,55,0,4,0,0,0,4,0,28,10,32,0,81,0,3,0,6,0,22,3,57,13,95,0,211,6,23,6,16,7,43,6,59,17,121,0,293,10,33,3,27,5,124,14,107,36,157,4,522,21,88,18,116,49,196,46,133,49,183,10,904,30,96,28,188,66,221,62,115,46,147,0,997,62,106,25,255,79,228,57,104,24,108,4,1068,305,227,53,839,203,534,136,185,67,204,3,2761,430,194,52,1031,260,298,105,121,30,116,0,2632,554,166,42,989,209,308,76,86,22,75,0,2514,575,76,27,598,165,121,49,41,17,37,0,1703,1845,192,45,1552,330,618,84,94
10202,4,0,3,0,0,0,0,0,3,38,0,48,0,0,0,0,0,0,0,0,0,10,0,11,0,0,0,0,0,0,0,4,0,15,0,17,0,0,0,0,0,0,0,3,0,8,0,19,3,0,4,0,0,3,0,3,5,29,0,49,0,0,0,0,0,11,0,8,9,43,0,74,4,9,0,8,0,18,3,39,16,114,5,213,7,9,9,6,4,63,8,64,20,123,0,310,6,35,15,33,11,145,26,84,36,193,3,588,22,92,20,145,49,281,57,132,54,222,3,1076,30,101,16,221,80,285,65,113,43,168,5,1123,87,92,38,361,109,290,70,92,53,124,0,1309,418,226,61,922,274,488,140,159,77,174,6,2950,529,193,57,972,275,288,94,92,28,89,4,2623,549,102,41,728,198,233,66,77,17,44,4,2059,443,55,26,434,128,88,33,22,13,22,0,1262,1045,94,38,716,191,276,54,43
10301,0,0,0,0,0,0,0,0,0,7,0,12,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,9,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,10,0,0,0,3,0,0,0,3,0,13,0,19,0,0,0,3,0,8,0,13,0,26,0,55,0,0,0,3,0,28,0,15,4,27,0,78,3,14,0,19,5,44,0,26,0,43,0,162,12,27,0,58,5,72,3,38,6,33,0,251,26,12,4,82,9,73,9,15,8,22,0,256,37,14,4,128,15,62,6,15,3,24,0,308,190,30,9,271,29,107,18,29,10,29,0,723,232,30,0,295,41,52,14,18,3,10,0,691,233,14,0,211,44,47,8,10,3,14,0,581,221,9,5,143,30,18,3,3,0,5,0,444,477,16,6,235,37,47,14,3
10302,7,0,0,4,0,3,0,0,0,12,0,29,4,0,0,5,0,0,0,0,0,0,0,7,0,0,0,4,0,0,0,3,0,0,0,9,0,0,0,4,0,0,0,0,0,7,0,10,0,0,0,0,0,0,0,3,0,17,0,22,5,0,0,14,0,0,0,7,0,10,0,32,6,9,0,14,4,7,0,9,4,39,0,95,13,7,0,14,0,31,3,20,5,36,0,133,23,14,6,55,0,53,0,30,4,63,0,246,30,23,0,102,9,85,13,34,6,50,4,358,40,11,6,145,16,75,7,12,4,37,0,355,59,18,3,146,18,66,4,14,11,32,0,370,218,25,8,316,38,111,19,16,11,27,0,795,198,18,4,281,39,51,6,7,3,16,0,626,205,10,6,186,25,45,0,4,0,6,0,488,144,5,4,87,19,13,7,0,0,0,0,279,292,15,7,177,42,46,7,5
10303,0,0,0,0,0,0,0,0,0,9,0,13,0,0,0,0,0,0,0,0,0,8,0,5,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,5,4,0,0,0,0,0,0,3,3,14,0,21,0,0,0,0,0,7,0,6,0,14,0,27,5,0,0,0,0,5,0,16,0,43,0,84,0,4,0,4,0,18,0,22,0,33,0,97,7,18,3,13,3,35,3,24,10,42,0,159,17,14,3,51,17,53,13,21,11,53,3,253,24,16,3,67,12,58,6,31,4,31,4,249,34,14,3,124,7,62,10,14,5,19,0,299,118,42,7,273,53,141,17,30,14,32,3,724,137,23,15,274,48,60,15,17,4,19,0,606,159,16,5,200,33,51,11,7,6,12,0,503,118,5,5,132,14,21,5,6,3,4,0,308,321,20,6,268,51,86,8,4
