SA3_CODE_2021,P_AdvDi_Di_AdvDi_AsDe_Mng,P_AdvDi_Di_AdvDi_AsDe_Pro,P_AdvDi_Di_AdvDi_AsDe_TTW,P_AdvDi_Di_AdvDi_AsDe_CPS,P_AdvDi_Di_AdvDi_AsDe_CA,P_AdvDi_Di_AdvDi_AsDe_Sal,P_AdvDi_Di_AdvDi_AsDe_MOD,P_AdvDi_Di_AdvDi_AsDe_Lab,P_AdvDi_Di_AdvDi_AsDe_IDNS,P_AdvDi_Di_AdvDi_AsDe_Tot,P_AdvDi_Di_Dip_Mng,P_AdvDi_Di_Dip_Pro,P_AdvDi_Di_Dip_TTW,P_AdvDi_Di_Dip_CPS,P_AdvDi_Di_Dip_CA,P_AdvDi_Di_Dip_Sal,P_AdvDi_Di_Dip_MOD,P_AdvDi_Di_Dip_Lab,P_AdvDi_Di_Dip_IDNS,P_AdvDi_Di_Dip_Tot,P_Cert_CertIII_IV_Mng,P_Cert_CertIII_IV_Pro,P_Cert_CertIII_IV_TTW,P_Cert_CertIII_IV_CPS,P_Cert_CertIII_IV_CA,P_Cert_CertIII_IV_Sal,P_Cert_CertIII_IV_MOD,P_Cert_CertIII_IV_Lab,P_Cert_CertIII_IV_IDNS,P_Cert_CertIII_IV_Tot,P_Cert_CertI_II_Mng,P_Cert_CertI_II_Pro,P_Cert_CertI_II_TTW,P_Cert_CertI_II_CPS,P_Cert_CertI_II_CA,P_Cert_CertI_II_Sal,P_Cert_CertI_II_MOD,P_Cert_CertI_II_Lab,P_Cert_CertI_II_IDNS,P_Cert_CertI_II_Tot,P_Cert_Cert_nfd_Mng,P_Cert_Cert_nfd_Pro,P_Cert_Cert_nfd_TTW,P_Cert_Cert_nfd_CPS,P_Cert_Cert_nfd_CA,P_Cert_Cert_nfd_Sal,P_Cert_Cert_nfd_MOD,P_Cert_Cert_nfd_Lab,P_Cert_Cert_nfd_IDNS,P_Cert_Cert_nfd_Tot,P_LE_ID_Mng,P_LE_ID_Pro,P_LE_ID_TTW,P_LE_ID_CPS,P_LE_ID_CA,P_LE_ID_Sal,P_LE_ID_MOD,P_LE_ID_Lab,P_LE_ID_IDNS,P_LE_ID_Tot,P_LE_NS_Mng,P_LE_NS_Pro,P_LE_NS_TTW,P_LE_NS_CPS,P_LE_NS_CA,P_LE_NS_Sal,P_LE_NS_MOD,P_LE_NS_Lab,P_LE_NS_IDNS,P_LE_NS_Tot,P_Tot_Mng,P_Tot_Pro,P_Tot_TTW,P_Tot_CPS,P_Tot_CA,P_Tot_Sal,P_Tot_MOD,P_Tot_Lab,P_Tot_IDNS,P_Tot_Tot
12002,339,445,101,126,186,108,21,28,10,1361,418,439,163,188,299,131,20,41,13,1702,432,228,737,241,277,144,83,113,26,2283,50,32,8,26,35,33,8,9,5,211,81,99,21,45,102,45,13,9,8,416,45,88,11,7,19,6,4,8,8,205,44,68,18,23,32,21,3,11,47,267,6607,12508,1502,1290,2525,1126,243,318,321,26434
12003,544,689,480,440,551,337,131,417,50,3632,725,803,687,1014,839,475,200,552,78,5373,771,477,2093,918,869,451,369,490,102,6548,56,50,36,82,135,67,31,75,9,532,152,136,116,164,317,128,64,83,19,1179,63,236,67,58,98,47,35,73,25,702,121,223,100,95,129,87,36,145,280,1222,9610,27139,5618,5486,8169,3898,1732,3539,1231,66427
12101,583,645,216,247,391,192,46,91,32,2444,596,679,283,383,543,263,67,125,31,2970,532,346,1068,453,438,280,94,166,46,3420,51,46,26,35,70,41,9,16,3,301,151,135,77,86,200,81,27,38,4,793,107,182,49,23,70,37,10,27,16,509,124,160,42,47,91,44,18,25,146,708,11425,24397,2868,2675,5731,2572,557,911,869,52004
12102,361,508,212,268,383,120,46,82,24,2011,455,550,319,553,542,209,78,139,28,2862,665,358,1773,676,657,285,215,349,66,5040,43,38,34,55,96,43,11,37,0,357,105,110,81,97,228,69,37,58,3,790,52,102,33,33,76,28,11,18,7,358,65,89,48,61,75,38,27,54,94,542,6025,14942,3463,3132,4617,1645,660,1240,450,36182
12103,608,690,162,208,506,171,40,74,43,2496,583,592,203,316,439,232,39,74,31,2516,532,310,842,323,359,216,77,137,42,2852,47,26,23,32,78,42,11,15,3,277,164,140,45,74,212,97,20,40,19,801,102,188,24,26,70,35,8,16,9,468,93,165,28,30,93,36,15,17,126,604,11889,22892,2205,2220,5673,2301,419,647,841,49077
12104,544,705,137,190,394,200,29,65,35,2287,644,616,250,311,427,264,34,68,51,2660,519,340,805,310,397,238,67,118,38,2833,52,35,17,20,58,23,6,14,4,223,143,155,36,49,182,80,23,22,10,707,102,165,27,19,67,36,3,7,19,444,105,140,24,41,91,43,14,15,102,570,11301,22242,2076,2042,4885,2238,309,598,795,46488
12201,272,326,63,80,149,79,19,23,12,1017,280,301,113,133,202,110,22,30,17,1203,323,154,545,169,173,98,45,66,15,1593,25,26,9,22,36,13,0,0,0,141,79,65,26,41,85,50,13,14,12,374,45,59,16,15,33,16,5,0,4,199,64,72,17,22,37,21,8,12,63,312,5282,8507,1084,1012,1766,999,183,260,314,19403
12202,524,553,150,213,337,160,35,52,27,2055,486,453,213,312,431,167,45,61,25,2192,879,383,2052,457,523,288,180,268,74,5116,37,29,22,33,76,42,12,10,5,276,160,109,61,82,190,98,27,45,11,784,62,71,29,27,44,26,6,11,4,274,70,82,40,53,79,43,6,26,62,463,5506,8002,2969,1783,2700,1332,423,634,394,23757
12203,979,1214,378,521,787,340,125,155,47,4536,1194,1188,607,917,1024,477,158,195,64,5823,1703,760,4699,1248,1207,656,522,749,143,11681,104,84,76,92,218,95,33,76,12,782,315,254,131,229,495,178,73,93,17,1780,133,153,75,57,120,53,20,27,6,640,178,231,103,101,191,90,63,66,147,1179,13809,21806,7298,5297,7303,3459,1429,1957,838,63194
12301,314,339,108,282,257,99,49,40,21,1518,605,469,284,738,628,222,105,101,45,3210,1182,467,3425,1029,1274,592,793,697,146,9605,59,29,30,58,138,79,42,42,7,490,103,55,65,126,251,105,76,69,4,867,31,40,17,21,63,28,9,16,3,223,53,58,45,65,98,39,28,32,65,485,3909,6511,4287,3073,3497,1416,1262,1110,368,25425
12302,314,530,316,385,454,172,240,152,46,2603,711,769,552,1306,1032,413,364,343,107,5589,1203,767,4340,2166,1906,843,1558,1287,259,14325,88,51,65,145,279,107,133,121,15,1008,137,115,112,240,343,145,178,170,20,1465,48,122,58,69,102,43,41,59,15,560,96,136,116,162,183,79,151,155,228,1312,5256,12873,6698,6606,7128,2891,3443,3037,1022,48945
12303,173,179,68,150,140,36,24,32,11,813,301,216,170,382,315,113,51,80,18,1654,864,311,2693,633,799,336,716,541,127,7029,39,8,29,43,95,47,30,38,0,336,67,35,47,75,130,51,38,59,11,510,12,26,11,8,18,4,5,12,0,105,41,48,40,39,67,26,44,30,59,401,2254,3063,3195,1660,1927,717,947,857,273,14895
12401,325,497,131,322,306,86,35,47,18,1772,438,540,303,558,467,153,68,101,38,2663,865,483,2502,1031,927,362,460,592,84,7298,45,27,40,66,97,63,26,68,4,426,97,93,53,110,158,60,28,57,9,662,27,56,22,22,36,10,11,10,5,195,43,94,26,39,76,39,19,33,64,430,4218,10406,3596,3228,3152,1120,741,1149,366,27973
12402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
12403,496,587,219,485,481,140,140,104,39,2694,964,906,529,1316,1288,401,303,204,77,5981,2083,1027,6463,2360,2737,1089,1858,1494,336,19451,108,68,89,137,346,122,104,115,18,1109,190,111,126,229,437,134,147,150,14,1536,66,93,36,48,118,40,40,34,6,480,115,130,95,134,172,90,115,115,171,1136,6762,12820,8323,6339,7671,2714,3276,2641,869,51413
12404,117,125,56,107,105,36,22,21,9,594,189,201,129,320,261,84,60,71,20,1329,505,217,1845,564,573,266,489,374,87,4931,20,13,27,30,76,35,28,33,3,265,49,35,39,46,113,35,26,49,0,391,14,8,8,8,20,4,10,11,0,93,25,22,26,28,44,19,52,26,41,274,1408,2359,2296,1475,1489,614,790,668,206,11294
12405,93,140,68,97,150,45,58,43,8,708,229,249,153,411,403,132,131,79,34,1826,434,257,1821,751,848,308,725,529,109,5790,29,21,25,41,102,41,59,54,0,374,62,31,54,100,146,43,82,63,3,586,13,20,23,15,24,12,16,18,0,139,32,50,40,62,58,30,78,44,53,446,1464,2979,2456,1985,2417,811,1413,991,262,14780
12501,243,223,250,232,270,158,131,229,27,1763,366,376,501,676,447,309,205,403,90,3373,343,209,990,511,426,210,279,287,79,3333,23,22,30,50,67,34,28,32,0,284,56,46,60,98,119,64,53,66,15,577,57,78,50,44,54,31,35,58,14,417,71,96,107,81,72,61,67,112,237,905,4023,10650,3160,3462,3935,2094,1566,2373,827,32084
12502,260,289,158,152,299,116,67,73,20,1432,381,338,268,332,411,173,86,111,30,2122,445,200,1275,445,444,234,201,225,52,3532,37,21,39,41,77,28,16,28,3,284,56,52,65,84,166,56,39,34,10,556,50,55,27,25,51,15,16,9,13,260,50,83,39,43,84,28,20,37,111,489,4128,9595,2727,2013,3793,1421,746,873,479,25778
12503,288,324,273,279,382,141,152,175,29,2048,584,572,504,930,862,349,300,308,94,4508,627,374,2396,961,1024,383,695,646,176,7284,57,29,57,86,149,74,71,72,3,610,100,88,114,159,288,104,104,113,26,1093,35,101,46,50,62,34,36,49,13,440,85,133,96,114,147,67,88,120,231,1080,4174,10096,4507,4203,5427,2132,2132,2326,913,35910
12504,418,513,296,316,437,175,212,177,47,2591,590,673,514,851,798,376,370,324,59,4560,658,478,1971,893,904,409,546,500,110,6473,64,32,43,65,145,73,39,47,6,510,124,109,95,126,275,97,63,76,11,986,96,312,43,76,94,56,72,56,16,829,83,198,75,88,126,62,87,96,221,1040,7483,24350,5073,4892,7765,3119,3015,2742,1192,59625
12601,185,272,78,104,217,71,21,43,7,1001,218,231,162,204,237,117,54,69,12,1305,251,136,522,217,195,123,63,94,18,1612,19,13,16,30,41,14,7,16,0,146,55,46,26,35,97,31,15,17,6,339,33,76,17,10,24,14,3,4,9,203,30,62,22,17,43,10,7,15,51,261,3932,10819,1479,1323,2804,1056,340,507,319,22574
12602,627,692,327,309,558,210,99,139,45,3005,751,785,533,639,809,410,127,216,59,4326,868,473,2152,675,854,416,294,381,90,6199,67,61,40,39,140,66,23,40,7,495,174,161,119,129,342,117,40,68,11,1165,98,172,71,62,99,42,28,33,15,616,110,196,80,73,149,69,29,44,177,927,10686,25934,5158,3923,7930,3384,1165,1687,978,60839
12701,367,414,249,332,492,127,177,118,31,2308,713,669,481,1011,1029,346,314,221,82,4871,1199,552,3715,1206,1511,651,1098,816,198,10935,68,21,62,69,173,87,67,83,7,639,141,91,121,193,338,119,149,123,26,1290,53,76,55,30,72,27,45,36,10,403,106,136,86,109,137,76,106,100,144,999,5112,10620,5490,4261,5823,2151,2450,1824,740,38475
12702,284,316,243,267,425,161,178,163,23,2067,487,527,487,844,948,365,320,291,87,4355,733,372,2716,1248,1138,531,944,825,171,8673,48,39,62,95,185,83,108,115,9,753,119,100,122,212,294,117,151,141,24,1270,43,96,46,33,75,30,43,40,7,404,70,124,107,127,169,70,133,173,229,1203,3437,9301,4607,3895,5385,2099,2383,2222,784,34122
12703,340,471,311,305,470,138,186,138,43,2409,673,620,447,948,871,351,260,181,72,4421,839,481,2792,1220,1145,484,880,666,149,8657,54,29,47,101,188,65,58,59,13,612,108,88,105,162,278,88,117,129,17,1086,52,97,46,40,78,31,34,32,5,421,89,152,92,120,168,57,107,95,158,1031,4653,11114,4721,4413,5604,2003,2219,1763,724,37218
12801,690,778,212,476,603,234,70,106,45,3216,1062,839,430,880,1032,396,83,108,76,4908,1857,690,4489,1108,1381,660,506,657,181,11530,87,55,41,73,188,95,23,49,8,614,271,160,125,164,440,160,51,89,13,1477,79,114,36,50,104,42,13,17,11,464,139,152,64,106,203,84,36,42,93,913,8940,14280,5990,4051,6046,2483,966,1304,686,44745
12802,545,758,255,454,620,154,48,72,40,2955,906,921,443,861,1082,339,106,128,54,4836,1602,743,4597,1182,1532,670,593,723,147,11798,75,61,62,70,205,101,27,39,4,643,221,158,95,177,481,129,51,102,16,1434,70,105,36,29,87,33,9,27,3,399,87,124,46,87,151,58,28,49,82,708,7574,14350,6106,4109,6212,2107,1006,1368,520,43354
19797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19999,12,21,7,15,10,3,3,3,0,87,14,23,18,31,23,11,7,23,3,145,40,19,139,75,38,34,58,76,5,502,0,3,5,8,9,9,0,9,0,37,4,9,5,4,3,0,8,12,0,47,5,7,0,3,3,0,0,0,0,16,6,12,4,13,9,9,8,14,16,94,186,453,205,217,159,95,124,224,44,1714
