SA3_CODE_2021,All_inc_NS_Emp_AW,All_inc_NS_E_T,All_inc_NS_UnE_lfw_FTW,All_inc_NS_UnE_lfw_PTW,All_inc_NS_UnE_lfw_Tot,All_inc_NS_T_LF,All_inc_NS_Notin_LF,All_inc_NS_LF_sta_NS,All_inc_NS_Tot,Tot_Emp_WFT,Tot_Emp_WPT,Tot_Emp_AW,Tot_E_T,Tot_UnE_lfw_FTW,Tot_UnE_lfw_PTW,Tot_UnE_lfw_Tot,Tot_T_LF,Tot_Notin_LF,Tot_LF_sta_NS,Tot_Tot
11902,7,15,0,0,0,18,38,48,96,1021,867,464,2356,92,114,202,2558,3576,86,6214
11903,11,17,0,0,0,17,26,29,72,1301,921,395,2629,83,86,168,2798,2559,69,5421
11904,10,19,4,0,4,16,23,33,75,1537,954,345,2829,116,87,204,3034,2698,63,5797
12001,3,9,0,0,0,9,13,14,36,1113,517,136,1769,56,33,89,1858,1221,25,3100
12002,0,3,0,0,0,4,7,4,16,809,340,92,1244,37,26,61,1307,594,17,1905
12003,5,14,0,0,0,20,20,36,71,1603,976,329,2910,103,98,201,3107,2519,64,5689
12101,5,15,0,0,0,15,10,7,32,1419,666,172,2255,76,69,142,2394,1434,23,3859
12102,0,8,0,0,0,8,5,7,19,1091,660,170,1927,44,40,83,2011,1091,12,3117
12103,3,10,0,0,0,10,11,11,31,1382,749,162,2298,73,61,130,2429,1466,24,3917
12104,0,8,0,0,0,8,7,12,31,1321,520,119,1957,59,42,100,2058,788,19,2870
12201,0,0,0,0,0,0,4,8,14,494,248,46,780,21,10,34,819,363,9,1183
12202,0,4,0,0,0,4,8,8,22,730,546,125,1396,25,18,45,1442,616,14,2069
12203,4,16,0,0,0,20,19,26,64,2028,1197,305,3532,66,64,128,3660,1634,44,5331
12301,13,17,0,0,0,17,20,16,50,1135,690,227,2051,56,26,80,2133,973,27,3138
12302,11,36,4,0,4,37,73,73,187,2303,1493,666,4460,219,148,371,4829,4585,131,9545
12303,4,7,0,0,0,10,5,9,26,536,371,105,1010,29,16,47,1061,607,16,1687
12401,0,4,0,0,0,4,11,16,30,980,832,209,2025,33,51,80,2106,1154,25,3284
12402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12403,18,28,0,6,3,27,27,54,114,2524,1436,571,4526,141,112,250,4772,3058,92,7924
12404,0,7,0,0,0,7,11,5,28,604,372,134,1111,33,32,68,1177,791,18,1986
12405,7,14,0,0,0,16,23,28,63,880,552,213,1644,63,56,116,1762,1475,43,3281
12501,3,9,0,0,0,11,18,32,52,663,483,240,1381,77,60,134,1515,1855,65,3441
12502,0,3,0,0,0,3,20,19,46,840,488,160,1493,51,43,94,1588,1327,46,2957
12503,6,17,0,0,0,14,43,81,135,1332,884,405,2623,129,119,248,2874,4344,140,7355
12504,9,14,0,0,5,10,23,31,68,1470,737,297,2504,99,78,172,2681,2241,57,4978
12601,0,3,0,0,0,3,5,6,15,588,332,93,1007,34,25,61,1064,654,18,1738
12602,6,15,0,0,0,15,15,15,47,1539,826,253,2623,76,82,154,2775,1989,45,4809
12701,8,12,0,0,0,16,29,55,99,1508,920,425,2848,121,108,227,3076,3148,98,6319
12702,12,21,0,0,0,24,69,108,204,1641,1269,706,3620,187,224,414,4031,7270,198,11492
12703,6,15,0,0,0,17,46,58,121,1470,853,392,2714,127,107,238,2949,3231,95,6276
12801,7,13,0,0,0,14,13,18,47,1510,957,297,2767,48,58,108,2874,1471,33,4379
12802,8,8,0,0,0,11,14,10,37,1483,920,247,2649,42,50,93,2739,1240,26,4005
19797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
