GCCSA_CODE_2016,Ireland_2011,Ireland_2012,Ireland_2013,Ireland_2014,Ireland_2015,Ireland_2016,Ireland_Yr_arrival_NS,Ireland_Tot,Italy_Before_1946,Italy_1946_1955,Italy_1956_1965,Italy_1966_1975,Italy_1976_1985,Italy_1986_1995,Italy_1996_2005,Italy_2006_2010,Italy_2011,Italy_2012,Italy_2013,Italy_2014,Italy_2015,Italy_2016,Italy_Yr_arrival_NS,Italy_Tot,Japan_Before_1946,Japan_1946_1955,Japan_1956_1965,Japan_1966_1975,Japan_1976_1985,Japan_1986_1995,Japan_1996_2005,Japan_2006_2010,Japan_2011,Japan_2012,Japan_2013,Japan_2014,Japan_2015,Japan_2016,Japan_Yr_arrival_NS,Japan_Tot,Korea_Rep_Sth_Before_1946,Korea_Rep_Sth_1946_1955,Korea_Rep_Sth_1956_1965,Korea_Rep_Sth_1966_1975,Korea_Rep_Sth_1976_1985,Korea_Rep_Sth_1986_1995,Korea_Rep_Sth_1996_2005,Korea_Rep_Sth_2006_2010,Korea_Republic_South_2011,Korea_Republic_South_2012,Korea_Republic_South_2013,Korea_Republic_South_2014,Korea_Republic_South_2015,Korea_Republic_South_2016,Korea_Repub_Sth_arrival_ns,Korea_Republic_South_Tot,Lebanon_Before_1946,Lebanon_1946_1955,Lebanon_1956_1965,Lebanon_1966_1975,Lebanon_1976_1985,Lebanon_1986_1995,Lebanon_1996_2005,Lebanon_2006_2010,Lebanon_2011,Lebanon_2012,Lebanon_2013,Lebanon_2014,Lebanon_2015,Lebanon_2016,Lebanon_Yr_arrival_NS,Lebanon_Tot,Malaysia_Before_1946,Malaysia_1946_1955,Malaysia_1956_1965,Malaysia_1966_1975,Malaysia_1976_1985,Malaysia_1986_1995,Malaysia_1996_2005,Malaysia_2006_2010,Malaysia_2011,Malaysia_2012,Malaysia_2013,Malaysia_2014,Malaysia_2015,Malaysia_2016,Malaysia_Yr_arrival_ns,Malaysia_Tot,Malta_Before_1946,Malta_1946_1955,Malta_1956_1965,Malta_1966_1975,Malta_1976_1985,Malta_1986_1995,Malta_1996_2005,Malta_2006_2010,Malta_2011,Malta_2012,Malta_2013,Malta_2014,Malta_2015,Malta_2016,Malta_Yr_arrival_NS,Malta_Tot,Netherlands_Before_1946,Netherlands_1946_1955,Netherlands_1956_1965,Netherlands_1966_1975,Netherlands_1976_1985,Netherlands_1986_1995,Netherlands_1996_2005,Netherlands_2006_2010,Netherlands_2011,Netherlands_2012,Netherlands_2013,Netherlands_2014,Netherlands_2015,Netherlands_2016,Netherlands_Yr_arrival_ns,Netherlands_Tot,New_Zealand_Before_1946,New_Zealand_1946_1955,New_Zealand_1956_1965,New_Zealand_1966_1975,New_Zealand_1976_1985,New_Zealand_1986_1995,New_Zealand_1996_2005,New_Zealand_2006_2010,New_Zealand_2011,New_Zealand_2012,New_Zealand_2013,New_Zealand_2014,New_Zealand_2015,New_Zealand_2016,New_Zealand_Yr_arrival_ns,New_Zealand_Tot,Pakistan_Before_1946,Pakistan_1946_1955,Pakistan_1956_1965,Pakistan_1966_1975,Pakistan_1976_1985,Pakistan_1986_1995,Pakistan_1996_2005,Pakistan_2006_2010,Pakistan_2011,Pakistan_2012,Pakistan_2013,Pakistan_2014,Pakistan_2015,Pakistan_2016,Pakistan_Yr_arrival_NS,Pakistan_Tot,Philippines_Before_1946,Philippines_1946_1955,Philippines_1956_1965,Philippines_1966_1975,Philippines_1976_1985,Philippines_1986_1995,Philippines_1996_2005,Philippines_2006_2010,Philippines_2011,Philippines_2012,Philippines_2013,Philippines_2014,Philippines_2015,Philippines_2016,Philippines_Yr_arrival_ns,Philippines_Tot,Poland_Before_1946,Poland_1946_1955,Poland_1956_1965,Poland_1966_1975,Poland_1976_1985,Poland_1986_1995,Poland_1996_2005,Poland_2006_2010,Poland_2011,Poland_2012,Poland_2013,Poland_2014,Poland_2015,Poland_2016,Poland_Yr_arrival_NS,Poland_Tot,Singapore_Before_1946,Singapore_1946_1955,Singapore_1956_1965,Singapore_1966_1975,Singapore_1976_1985,Singapore_1986_1995,Singapore_1996_2005,Singapore_2006_2010,Singapore_2011,Singapore_2012,Singapore_2013,Singapore_2014,Singapore_2015,Singapore_2016,Singapore_Yr_arrival_ns,Singapore_Tot
1RNSW,181,290,112,48,60,40,155,4229,112,2191,3475,1577,254,125,151,119,22,52,71,69,66,42,600,8925,5,55,29,56,64,188,394,243,64,71,37,48,81,69,101,1507,0,0,3,14,128,243,446,449,107,106,89,99,214,174,181,2262,6,66,84,362,209,205,135,88,13,8,20,25,7,14,118,1364,15,37,250,493,463,322,320,333,69,65,83,112,229,160,176,3142,9,846,753,270,81,20,19,19,3,0,5,0,0,0,119,2155,18,2983,2029,657,516,210,370,158,30,28,41,33,35,14,252,7370,179,337,1188,3968,6859,5229,5159,2729,758,731,492,438,360,242,1612,30282,0,11,17,41,47,50,220,389,116,120,152,163,188,85,55,1655,3,4,32,163,1219,2124,1507,1927,493,687,697,828,698,284,506,11184,12,426,284,153,541,279,116,87,15,21,15,24,15,3,119,2109,17,26,81,222,141,112,157,148,20,26,44,53,69,35,56,1196
1GSYD,1309,1245,933,717,634,357,504,19763,304,6931,14029,9149,1503,782,1047,1073,364,588,835,910,752,353,1889,40492,8,63,113,296,749,2196,3279,1695,441,524,543,605,741,577,652,12490,3,7,23,412,3593,8636,13692,9849,1679,1875,1969,1973,2229,1608,1971,49508,49,757,2516,13068,10771,11664,7757,3602,674,565,667,674,581,304,2332,55979,44,56,639,2155,4748,6644,4590,3313,678,772,916,981,1197,856,875,28464,36,3951,4249,2188,826,299,123,87,22,3,12,5,8,0,490,12316,25,2283,2123,898,687,453,848,656,177,154,180,248,235,171,343,9482,288,496,1831,5958,12909,14832,22151,10597,2686,2920,2634,2276,2188,1283,3473,86526,0,14,27,231,655,2301,4325,4103,1154,1840,1856,2202,2286,1301,550,22841,9,16,166,1768,7778,23488,14484,11139,2408,2658,2682,2648,2633,1690,1900,75480,62,921,789,524,3302,2307,1211,726,150,187,226,239,239,113,327,11326,36,55,316,864,1406,1817,2485,1645,335,345,411,544,549,406,316,11529
19799,0,0,0,0,3,0,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,9,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19499,0,0,3,0,4,14,7,45,0,3,6,3,3,0,0,0,0,3,0,7,7,6,8,49,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,12,0,0,0,0,0,0,4,5,0,4,0,3,9,3,8,39,0,0,3,8,8,7,7,5,0,0,0,0,0,0,3,33,0,0,0,0,5,3,7,8,0,0,0,0,4,4,14,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,16,6,3,0,0,0,3,0,0,0,0,4,8,3,48,0,0,4,15,51,42,56,30,3,6,0,4,14,3,84,324,0,0,0,0,0,0,0,0,0,0,0,3,4,23,0,32,0,0,0,0,5,21,4,3,0,3,3,3,14,16,12,89,0,0,0,0,4,3,0,0,0,0,0,0,3,0,4,18,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,13
