GCCSA_CODE_2016,F_Tot_LF_15_19,F_Tot_LF_20_24,F_Tot_LF_25_34,F_Tot_LF_35_44,F_Tot_LF_45_54,F_Tot_LF_55_64,F_Tot_LF_65_74,F_Tot_LF_75_84,F_Tot_LF_85ov,F_Tot_LF_Tot,F_Not_in_LF_15_19,F_Not_in_LF_20_24,F_Not_in_LF_25_34,F_Not_in_LF_35_44,F_Not_in_LF_45_54,F_Not_in_LF_55_64,F_Not_in_LF_65_74,F_Not_in_LF_75_84,F_Not_in_LF_85ov,F_Not_in_LF_Tot,F_LFS_NS_15_19,F_LFS_NS_20_24,F_LFS_NS_25_34,F_LFS_NS_35_44,F_LFS_NS_45_54,F_LFS_NS_55_64,F_LFS_NS_65_74,F_LFS_NS_75_84,F_LFS_NS_85ov,F_LFS_NS_Tot,F_Tot_15_19,F_Tot_20_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Emp_FullT_15_19,P_Emp_FullT_20_24,P_Emp_FullT_25_34,P_Emp_FullT_35_44,P_Emp_FullT_45_54,P_Emp_FullT_55_64,P_Emp_FullT_65_74,P_Emp_FullT_75_84,P_Emp_FullT_85ov,P_Emp_FullT_Tot,P_Emp_PartT_15_19,P_Emp_PartT_20_24,P_Emp_PartT_25_34,P_Emp_PartT_35_44,P_Emp_PartT_45_54,P_Emp_PartT_55_64,P_Emp_PartT_65_74,P_Emp_PartT_75_84,P_Emp_PartT_85ov,P_Emp_PartT_Tot,P_Emp_awy_f_wrk_15_19,P_Emp_awy_f_wrk_20_24,P_Emp_awy_f_wrk_25_34,P_Emp_awy_f_wrk_35_44,P_Emp_awy_f_wrk_45_54,P_Emp_awy_f_wrk_55_64,P_Emp_awy_f_wrk_65_74,P_Emp_awy_f_wrk_75_84,P_Emp_awy_f_wrk_85ov,P_Emp_awy_f_wrk_Tot,P_Hours_wkd_NS_15_19,P_Hours_wkd_NS_20_24,P_Hours_wkd_NS_25_34,P_Hours_wkd_NS_35_44,P_Hours_wkd_NS_45_54,P_Hours_wkd_NS_55_64,P_Hours_wkd_NS_65_74,P_Hours_wkd_NS_75_84,P_Hours_wkd_NS_85ov,P_Hours_wkd_NS_Tot,P_Tot_Emp_15_19,P_Tot_Emp_20_24,P_Tot_Emp_25_34,P_Tot_Emp_35_44,P_Tot_Emp_45_54,P_Tot_Emp_55_64,P_Tot_Emp_65_74,P_Tot_Emp_75_84,P_Tot_Emp_85ov,P_Tot_Emp_Tot,P_Unem_look_FTW_15_19,P_Unem_look_FTW_20_24,P_Unem_look_FTW_25_34,P_Unem_look_FTW_35_44,P_Unem_look_FTW_45_54,P_Unem_look_FTW_55_64,P_Unem_look_FTW_65_74,P_Unem_look_FTW_75_84,P_Unem_look_FTW_85ov,P_Unem_look_FTW_Tot,P_Unem_look_PTW_15_19,P_Unem_look_PTW_20_24,P_Unem_look_PTW_25_34,P_Unem_look_PTW_35_44,P_Unem_look_PTW_45_54,P_Unem_look_PTW_55_64,P_Unem_look_PTW_65_74,P_Unem_look_PTW_75_84,P_Unem_look_PTW_85ov,P_Unem_look_PTW_Tot,P_Tot_Unemp_15_19,P_Tot_Unemp_20_24,P_Tot_Unemp_25_34,P_Tot_Unemp_35_44,P_Tot_Unemp_45_54,P_Tot_Unemp_55_64,P_Tot_Unemp_65_74,P_Tot_Unemp_75_84,P_Tot_Unemp_85ov,P_Tot_Unemp_Tot,P_Tot_LF_15_19,P_Tot_LF_20_24,P_Tot_LF_25_34,P_Tot_LF_35_44,P_Tot_LF_45_54,P_Tot_LF_55_64,P_Tot_LF_65_74,P_Tot_LF_75_84,P_Tot_LF_85ov,P_Tot_LF_Tot,P_Not_in_LF_15_19,P_Not_in_LF_20_24,P_Not_in_LF_25_34,P_Not_in_LF_35_44,P_Not_in_LF_45_54,P_Not_in_LF_55_64,P_Not_in_LF_65_74,P_Not_in_LF_75_84,P_Not_in_LF_85ov,P_Not_in_LF_Tot,P_LFS_NS_15_19,P_LFS_NS_20_24,P_LFS_NS_25_34,P_LFS_NS_35_44,P_LFS_NS_45_54,P_LFS_NS_55_64,P_LFS_NS_65_74,P_LFS_NS_75_84,P_LFS_NS_85ov,P_LFS_NS_Tot,P_Tot_15_19,P_Tot_20_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
1RNSW,40723,51379,104413,116212,132379,98882,20332,2592,460,567378,32650,16041,33481,31090,35268,74512,120775,77580,36539,457951,4319,4681,9259,9103,11010,12135,11839,10141,7830,80323,77694,72109,147152,156403,178659,185530,152945,90318,44829,1105649,16025,53001,134305,144011,165600,115362,20698,2843,446,652283,45251,37320,59016,70407,75490,70685,24938,3858,506,387471,2655,3223,9987,6911,7348,9058,2684,429,94,42391,2133,2584,3849,3776,4060,3177,1451,746,230,22017,66071,96123,207157,225112,252505,198277,49771,7880,1272,1104163,5446,7871,9317,8104,8507,6458,350,68,25,46140,8774,4931,4937,4283,4042,4397,806,89,23,32276,14217,12801,14255,12380,12547,10853,1155,158,52,78414,80285,108928,221412,237496,265051,209127,50923,8040,1324,1182580,70263,28810,49776,48530,60546,129811,228575,142599,58310,817222,8976,9828,19195,18895,22957,25020,23737,18099,11764,158473,159525,147560,290388,304924,348557,363959,303231,168736,71398,2158275
1GSYD,60679,116794,285805,255942,233854,149702,32296,2920,439,1138432,73686,41517,81406,76983,70386,106611,148844,99412,52238,751080,6024,10139,25485,18651,15957,14079,11930,9412,8200,119868,140387,168451,392700,351579,320191,270395,193069,111741,60875,2009383,19241,106616,411078,374184,332185,199983,34321,2286,332,1480218,70153,96779,128242,130263,117743,94592,38800,5440,580,682605,3724,5240,19747,14279,9112,9345,3144,404,75,65069,2762,6128,12130,8886,7882,4909,1532,436,164,44829,95877,214769,571197,527605,466922,308826,77795,8569,1152,2272718,5012,11470,20562,15270,14263,9660,776,93,34,77147,17047,13943,12071,9348,7924,7032,1460,182,35,69039,22059,25413,32633,24621,22187,16690,2239,279,67,146187,117937,240182,603831,552224,489112,325513,80031,8846,1217,2418899,157672,79745,118425,104808,105249,170163,269425,178625,82661,1266780,12751,20814,52141,39008,33216,28335,23032,16579,12139,238019,288362,340737,774405,696037,627580,524011,372488,204051,96022,3923700
19799,9,3,17,13,17,13,11,0,0,72,0,0,0,4,10,32,40,13,5,110,0,0,3,0,8,5,14,8,0,41,7,4,24,14,31,53,60,24,7,220,3,3,16,5,16,6,0,0,0,48,3,0,3,4,4,6,7,0,0,25,0,3,7,8,15,3,6,0,0,43,0,0,0,3,0,3,0,0,0,4,6,3,23,27,30,25,10,0,0,130,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,4,6,3,23,27,30,25,10,0,0,130,3,3,5,4,12,36,73,24,9,185,0,3,4,0,8,10,20,17,0,63,12,9,32,34,50,74,108,42,10,374
19499,84,295,554,250,241,194,35,3,0,1646,106,192,265,203,236,400,352,87,35,1876,46,131,271,182,169,131,88,30,14,1063,232,615,1091,629,646,732,477,120,48,4590,53,288,703,408,289,194,38,3,3,1977,49,193,294,165,168,135,40,3,0,1047,6,19,49,19,26,30,8,0,0,148,8,33,44,37,21,15,0,0,0,158,112,528,1094,630,507,376,89,7,4,3331,45,112,204,133,120,82,5,0,0,699,26,48,72,29,25,34,7,3,0,245,68,152,277,169,143,113,11,3,0,941,183,683,1372,797,653,491,96,8,4,4272,221,394,575,437,539,786,852,203,56,4062,114,285,759,662,610,445,240,72,21,3220,517,1358,2703,1900,1798,1722,1196,282,78,11545
