GCCSA_CODE_2016,F_Health_Occ_Mng,F_Health_Occ_Pro,F_Health_Occ_TTW,F_Health_Occ_CPS,F_Health_Occ_CA,F_Health_Occ_Sal,F_Health_Occ_MOD,F_Health_Occ_Lab,F_Health_Occ_IDNS,F_Health_Total,F_Educat_Occ_Mng,F_Educat_Occ_Pro,F_Educat_Occ_TTW,F_Educat_Occ_CPS,F_Educat_Occ_CA,F_Educat_Occ_Sal,F_Educat_Occ_MOD,F_Educat_Occ_Lab,F_Educat_Occ_IDNS,F_Educat_Total,F_ManagCom_Occ_Mng,F_ManagCom_Occ_Pro,F_ManagCom_Occ_TTW,F_ManagCom_Occ_CPS,F_ManagCom_Occ_CA,F_ManagCom_Occ_Sal,F_ManagCom_Occ_MOD,F_ManagCom_Occ_Lab,F_ManagCom_Occ_IDNS,F_ManagCom_Total,F_SocietCultu_Occ_Mng,F_SocietCultu_Occ_Pro,F_SocietCultu_Occ_TTW,F_SocietCultu_Occ_CPS,F_SocietCultu_Occ_CA,F_SocietCultu_Occ_Sal,F_SocietCultu_Occ_MOD,F_SocietCultu_Occ_Lab,F_SocietCultu_Occ_IDNS,F_SocietCultu_Total,F_CreatArt_Occ_Mng,F_CreatArt_Occ_Pro,F_CreatArt_Occ_TTW,F_CreatArt_Occ_CPS,F_CreatArt_Occ_CA,F_CreatArt_Occ_Sal,F_CreatArt_Occ_MOD,F_CreatArt_Occ_Lab,F_CreatArt_Occ_IDNS,F_CreatArt_Total,F_FoodHospPersServ_Occ_Mng,F_FoodHospPersServ_Occ_Pro,F_FoodHospPersServ_Occ_TTW,F_FoodHospPersServ_Occ_CPS,F_FoodHospPersServ_Occ_CA,F_FoodHospPersServ_Occ_Sal,F_FoodHospPersServ_Occ_MOD,F_FoodHospPersServ_Occ_Lab,F_FoodHospPersServ_Occ_IDNS,F_FoodHospPersServ_Total,F_MixFieldProg_Occ_Mng,F_MixFieldProg_Occ_Pro,F_MixFieldProg_Occ_TTW,F_MixFieldProg_Occ_CPS,F_MixFieldProg_Occ_CA,F_MixFieldProg_Occ_Sal,F_MixFieldProg_Occ_MOD,F_MixFieldProg_Occ_Lab,F_MixFieldProg_Occ_IDNS,F_MixFieldProg_Total,F_FS_ID_Occ_Mng,F_FS_ID_Occ_Pro,F_FS_ID_Occ_TTW,F_FS_ID_Occ_CPS,F_FS_ID_Occ_CA,F_FS_ID_Occ_Sal,F_FS_ID_Occ_MOD,F_FS_ID_Occ_Lab,F_FS_ID_Occ_IDNS,F_FS_ID_Total,F_FS_NS_Occ_Mng,F_FS_NS_Occ_Pro,F_FS_NS_Occ_TTW,F_FS_NS_Occ_CPS,F_FS_NS_Occ_CA,F_FS_NS_Occ_Sal,F_FS_NS_Occ_MOD,F_FS_NS_Occ_Lab,F_FS_NS_Occ_IDNS,F_FS_NS_Total,F_Tot_Occ_Mng,F_Tot_Occ_Pro,F_Tot_Occ_TTW,F_Tot_Occ_CPS,F_Tot_Occ_CA,F_Tot_Occ_Sal,F_Tot_Occ_MOD,F_Tot_Occ_Lab,F_Tot_Occ_IDNS,F_Total_Total,P_NatPhySci_Occ_Mng,P_NatPhySci_Occ_Pro,P_NatPhySci_Occ_TTW,P_NatPhySci_Occ_CPS,P_NatPhySci_Occ_CA,P_NatPhySci_Occ_Sal,P_NatPhySci_Occ_MOD,P_NatPhySci_Occ_Lab,P_NatPhySci_Occ_IDNS,P_NatPhySci_Total,P_InfoTechn_Occ_Mng,P_InfoTechn_Occ_Pro,P_InfoTechn_Occ_TTW,P_InfoTechn_Occ_CPS,P_InfoTechn_Occ_CA,P_InfoTechn_Occ_Sal,P_InfoTechn_Occ_MOD,P_InfoTechn_Occ_Lab,P_InfoTechn_Occ_IDNS,P_InfoTechn_Total,P_EngRelTech_Occ_Mng,P_EngRelTech_Occ_Pro,P_EngRelTech_Occ_TTW,P_EngRelTech_Occ_CPS,P_EngRelTech_Occ_CA,P_EngRelTech_Occ_Sal,P_EngRelTech_Occ_MOD,P_EngRelTech_Occ_Lab,P_EngRelTech_Occ_IDNS,P_EngRelTech_Total,P_ArchitBuild_Occ_Mng,P_ArchitBuild_Occ_Pro,P_ArchitBuild_Occ_TTW,P_ArchitBuild_Occ_CPS,P_ArchitBuild_Occ_CA,P_ArchitBuild_Occ_Sal,P_ArchitBuild_Occ_MOD,P_ArchitBuild_Occ_Lab,P_ArchitBuild_Occ_IDNS,P_ArchitBuild_Total,P_AgriEnviRelStu_Occ_Mng,P_AgriEnviRelStu_Occ_Pro,P_AgriEnviRelStu_Occ_TTW,P_AgriEnviRelStu_Occ_CPS,P_AgriEnviRelStu_Occ_CA,P_AgriEnviRelStu_Occ_Sal,P_AgriEnviRelStu_Occ_MOD,P_AgriEnviRelStu_Occ_Lab,P_AgriEnviRelStu_Occ_IDNS,P_AgriEnviRelStu_Total,P_Health_Occ_Mng,P_Health_Occ_Pro,P_Health_Occ_TTW,P_Health_Occ_CPS,P_Health_Occ_CA,P_Health_Occ_Sal,P_Health_Occ_MOD,P_Health_Occ_Lab,P_Health_Occ_IDNS,P_Health_Total,P_Educat_Occ_Mng,P_Educat_Occ_Pro,P_Educat_Occ_TTW,P_Educat_Occ_CPS,P_Educat_Occ_CA,P_Educat_Occ_Sal,P_Educat_Occ_MOD,P_Educat_Occ_Lab,P_Educat_Occ_IDNS,P_Educat_Total,P_ManagCom_Occ_Mng,P_ManagCom_Occ_Pro,P_ManagCom_Occ_TTW,P_ManagCom_Occ_CPS,P_ManagCom_Occ_CA,P_ManagCom_Occ_Sal,P_ManagCom_Occ_MOD,P_ManagCom_Occ_Lab,P_ManagCom_Occ_IDNS,P_ManagCom_Total,P_SocietCultu_Occ_Mng,P_SocietCultu_Occ_Pro,P_SocietCultu_Occ_TTW,P_SocietCultu_Occ_CPS,P_SocietCultu_Occ_CA,P_SocietCultu_Occ_Sal,P_SocietCultu_Occ_MOD,P_SocietCultu_Occ_Lab,P_SocietCultu_Occ_IDNS,P_SocietCultu_Total,P_CreatArt_Occ_Mng,P_CreatArt_Occ_Pro,P_CreatArt_Occ_TTW,P_CreatArt_Occ_CPS,P_CreatArt_Occ_CA,P_CreatArt_Occ_Sal,P_CreatArt_Occ_MOD,P_CreatArt_Occ_Lab,P_CreatArt_Occ_IDNS,P_CreatArt_Total
1RNSW,3801,39508,2676,14670,4877,2043,320,1548,484,69936,4960,33967,463,7295,3482,977,136,689,298,52278,13048,12185,1601,6795,39368,10354,656,3723,849,88575,4611,15066,1129,25330,8332,2980,345,2499,643,60930,1482,4271,712,1441,2149,1334,94,541,104,12129,2382,757,7862,5780,3729,3101,303,2295,236,26448,41,55,5,87,71,60,4,91,17,436,454,755,165,490,755,226,58,198,106,3205,930,1118,540,1903,1758,1484,134,1370,1030,10268,35452,114939,18724,65923,68911,24430,2788,15405,4049,350623,2513,6896,1947,1103,1514,630,262,708,185,15763,1886,4238,1897,574,1424,753,332,850,176,12141,16350,14042,58750,3849,4835,4238,16459,11782,1887,132203,9364,2623,26925,1305,1471,1435,4154,6038,650,53963,9083,3935,5573,1273,1979,1451,2166,4834,406,30704,5391,51926,3445,17966,5259,2368,800,2160,661,89971,7487,44997,1239,8474,3948,1279,733,1169,411,69744,26696,22333,4132,8950,44502,15663,3274,6263,1475,133289,7937,22595,2193,33998,9906,3838,1290,3834,1016,86615,2408,7023,1915,2026,2563,1907,450,1169,193,19657
1GSYD,5337,68577,3108,17650,8289,3060,446,1737,760,108969,7535,56511,680,10378,6627,2160,279,1077,581,85829,41990,58704,3393,16381,83118,23555,1958,6855,3169,239123,13904,45724,2275,34189,22693,6770,764,3299,1743,131365,6755,21265,2409,3888,7451,5243,311,1023,574,48918,3995,1586,10117,8087,7154,4728,487,2442,486,39071,87,101,60,230,185,163,23,170,41,1065,1630,3154,396,1326,2435,1080,177,432,309,10943,1171,2122,597,2222,3016,1718,324,1280,2664,15111,92979,290521,30872,99722,154382,54085,5969,21793,11450,761782,9156,24415,5057,3362,6404,3059,1286,1909,738,55393,14394,42199,8902,2733,7818,4120,3088,3098,1504,87852,32675,47090,74240,6083,13368,8914,18675,14984,3178,219209,16429,12691,43028,1806,4014,2592,3937,7516,1145,93166,2836,3214,6386,1072,1851,1129,1311,2891,288,20985,8376,96195,4593,22662,9444,3979,1420,2797,1180,150640,10872,72262,1668,12158,7596,2818,1169,1804,796,111147,98434,121491,12020,24532,108907,43841,12121,15629,6560,443538,26233,77546,5316,48438,29463,10290,3664,6362,2981,210293,11113,37353,6565,5847,9727,7849,1651,2729,997,83820
19799,0,3,0,0,0,3,0,0,0,8,0,3,0,0,0,0,0,0,0,6,0,3,0,0,3,3,0,0,0,10,0,0,0,4,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,8,9,8,6,0,0,0,42,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,16,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,8,0,3,0,0,0,0,0,0,0,5,0,4,0,0,3,3,0,0,0,12,0,0,0,7,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,3
19499,7,73,3,26,9,11,3,15,0,148,7,37,0,15,4,3,0,0,0,67,31,52,5,28,56,15,3,24,3,221,9,45,8,47,25,7,0,18,7,161,7,41,7,13,5,4,3,10,0,95,4,0,11,25,3,10,3,9,0,68,0,0,0,0,0,0,0,0,0,3,0,5,0,3,4,0,0,0,0,15,0,3,0,0,3,4,0,0,10,30,69,290,65,168,108,64,14,108,22,909,4,22,11,10,5,8,4,8,0,73,9,26,6,0,7,4,6,8,0,80,28,58,117,12,11,14,55,54,9,350,18,8,89,7,5,5,13,25,0,171,4,6,17,3,3,3,5,16,0,55,11,118,12,40,7,13,5,17,3,221,4,55,3,16,4,3,3,10,0,101,59,103,11,48,76,38,14,54,7,412,21,76,11,71,30,14,9,34,5,268,14,64,15,21,10,8,8,14,3,149
