region_id,C01_T_P_Mo_O_B_OS,C01_T_P_BP_B_Aus,C01_T_P_Bplace_NS,C01_T_P_Tot_resp,C06_Aus_BP_B_OS,C06_Aus_Fa_O_B_OS,C06_Aus_Mo_O_B_OS,C06_Aus_BP_B_Aus,C06_Aus_Bplace_NS,C06_Aus_Tot_resp,C06_Aus_Ab_BP_B_OS,C06_Aus_Ab_Fa_O_B_OS,C06_Aus_Ab_Mo_O_B_OS,C06_Aus_Ab_BP_B_Aus,C06_Aus_Abor_Bplace_NS,C06_Aus_Abor_Tot_respons,C06_Chi_BP_B_OS,C06_Chi_Fa_O_B_OS,C06_Chi_Mo_O_B_OS,C06_Chi_BP_B_Aus,C06_Chi_Bplace_NS,C06_Chi_Tot_resp,C06_Cro_BP_B_OS,C06_Cro_Fa_O_B_OS,C06_Cro_Mo_O_B_OS,C06_Cro_BP_B_Aus,C06_Cro_Bplace_NS,C06_Cro_Tot_resp,C06_Dut_BP_B_OS,C06_Dut_Fa_O_B_OS,C06_Dut_Mo_O_B_OS,C06_Dut_BP_B_Aus,C06_Dut_Bplace_NS,C06_Dut_Tot_resp,C06_Eng_BP_B_OS,C06_Eng_Fa_O_B_OS,C06_Eng_Mo_O_B_OS,C06_Eng_BP_B_Aus,C06_Eng_Bplace_NS,C06_Eng_Tot_resp,C06_Fil_BP_B_OS,C06_Fil_Fa_O_B_OS,C06_Fil_Mo_O_B_OS,C06_Fil_BP_B_Aus,C06_Fil_Bplace_NS,C06_Fil_Tot_resp,C06_Fre_BP_B_OS,C06_Fre_Fa_O_B_OS,C06_Fre_Mo_O_B_OS,C06_Fre_BP_B_Aus,C06_Fre_Bplace_NS,C06_Fre_Tot_resp,C06_Ger_BP_B_OS,C06_Ger_Fa_O_B_OS,C06_Ger_Mo_O_B_OS,C06_Ger_BP_B_Aus,C06_Ger_Bplace_NS,C06_Ger_Tot_resp,C06_Gre_BP_B_OS,C06_Gre_Fa_O_B_OS,C06_Gre_Mo_O_B_OS,C06_Gre_BP_B_Aus,C06_Gre_Bplace_NS,C06_Gre_Tot_resp,C06_Hun_BP_B_OS,C06_Hun_Fa_O_B_OS,C06_Hun_Mo_O_B_OS,C06_Hun_BP_B_Aus,C06_Hun_Bplace_NS,C06_Hun_Tot_resp,C06_Ind_BP_B_OS,C06_Ind_Fa_O_B_OS,C06_Ind_Mo_O_B_OS,C06_Ind_BP_B_Aus,C06_Ind_Bplace_NS,C06_Ind_Tot_resp,C06_Iri_BP_B_OS,C06_Iri_Fa_O_B_OS,C06_Iri_Mo_O_B_OS,C06_Iri_BP_B_Aus,C06_Iri_Bplace_NS,C06_Iri_Tot_resp,C06_Ita_BP_B_OS,C06_Ita_Fa_O_B_OS,C06_Ita_Mo_O_B_OS,C06_Ita_BP_B_Aus,C06_Ita_Bplace_NS,C06_Ita_Tot_resp,C06_Kor_BP_B_OS,C06_Kor_Fa_O_B_OS,C06_Kor_Mo_O_B_OS,C06_Kor_BP_B_Aus,C06_Kor_Bplace_NS,C06_Kor_Tot_resp,C06_Leb_BP_B_OS,C06_Leb_Fa_O_B_OS,C06_Leb_Mo_O_B_OS,C06_Leb_BP_B_Aus,C06_Leb_Bplace_NS,C06_Leb_Tot_resp,C06_Mac_BP_B_OS,C06_Mac_Fa_O_B_OS,C06_Mac_Mo_O_B_OS,C06_Mac_BP_B_Aus,C06_Mac_Bplace_NS,C06_Mac_Tot_resp,C06_Mal_BP_B_OS,C06_Mal_Fa_O_B_OS,C06_Mal_Mo_O_B_OS,C06_Mal_BP_B_Aus,C06_Mal_Bplace_NS,C06_Mal_Tot_resp,C06_Mao_BP_B_OS,C06_Mao_Fa_O_B_OS,C06_Mao_Mo_O_B_OS,C06_Mao_BP_B_Aus,C06_Mao_Bplace_NS,C06_Mao_Tot_resp,C06_NZ_BP_B_OS,C06_NZ_Fa_O_B_OS,C06_NZ_Mo_O_B_OS,C06_NZ_BP_B_Aus,C06_NZ_Bplace_NS,C06_NZ_Tot_resp,C06_Pol_Bo_par_brn_os,C06_Pol_Fa_only_brn_os,C06_Pol_Mo_only_brn_os,C06_Pol_Bo_par_brn_Aus,C06_Pol_Bplace_NS,C06_Pol_Tot_resp,C06_Rus_Bo_par_brn_os,C06_Rus_Fa_only_brn_os,C06_Rus_Mo_only_brn_os,C06_Rus_Bo_par_brn_Aus,C06_Rus_Birthplac_ns,C06_Rus_Tot_resp,C06_Sco_BP_B_OS,C06_Sco_Fa_O_B_OS,C06_Sco_Mo_O_B_OS,C06_Sco_BP_B_Aus,C06_Sco_Birthplac_ns,C06_Sco_Tot_resp,C06_Ser_BP_B_OS,C06_Ser_Fa_O_B_OS,C06_Ser_Mo_O_B_OS,C06_Ser_BP_B_Aus,C06_Ser_Bplace_NS,C06_Ser_Tot_resp,C06_Sinha_BP_B_OS,C06_Sinh_Fa_O_B_OS,C06_Sinh_Mo_O_B_OS,C06_Sinh_BP_B_Aus,C06_Sinha_Bplace_NS,C06_Sinha_Tot_resp,C06_S_Afr_Bo_par_brn_os,C06_S_Af_Fa_only_brn_os,C06_S_Af_Mo_only_brn_os,C06_S_Af_Bo_par_brn_Aus,C06_S_Af_Bplace_NS,C06_S_Af_Tot_resp,C06_Span_BP_B_OS,C06_Span_Fa_O_B_OS,C06_Span_Mo_O_B_OS,C06_Span_BP_B_Aus,C06_Span_Bplace_NS,C06_Span_Tot_resp,C06_Turk_BP_B_OS,C06_Turk_Fa_O_B_OS,C06_Turk_Mo_O_B_OS,C06_Turk_BP_B_Aus,C06_Turk_Bplace_NS,C06_Turk_Tot_resp,C06_Viet_BP_B_OS,C06_Viet_Fa_O_B_OS,C06_Viet_Mo_O_B_OS,C06_Viet_BP_B_Aus,C06_Viet_Bplace_NS,C06_Viet_Tot_resp,C06_Welsh_BP_B_OS,C06_Wels_Fa_O_B_OS,C06_Wels_Mo_O_B_OS,C06_Wels_BP_B_Aus,C06_Welsh_Bplace_NS,C06_Welsh_Tot_resp,C06_Other_BP_B_OS,C06_Othr_Fa_O_B_OS,C06_Othr_Mo_O_B_OS,C06_Othr_BP_B_Aus,C06_Other_Bplace_NS,C06_Other_Tot_resp,C06_Anc_ns_Bo_pa_born_os,C06_Anc_ns_Fa_on_born_os,C06_Anc_ns_Mo_on_born_os,C06_Anc_ns_Bo_pa_bor_Aus,C06_Anc_ns_Bplace_NS,C06_Anc_NS_T_resp,C06_Tot_res_Bo_par_bo_os,C06_Tot_res_Fa_onl_bo_os,C06_Tot_res_Mo_onl_bo_os,C06_Tot_res_Bo_pa_bo_Aus
101011001,568,16062,2013,21406,35,561,330,9368,245,10536,0,0,3,29,3,35,85,0,10,40,13,147,19,0,0,3,4,25,70,26,28,56,3,168,661,468,319,6247,194,7892,53,0,15,0,4,71,23,5,0,46,0,76,97,49,30,461,8,646,76,20,3,35,4,137,28,10,4,5,0,45,32,0,3,3,0,39,149,132,59,2179,39,2557,100,46,7,115,7,273,3,0,0,0,0,3,19,9,0,8,3,33,11,0,0,0,0,11,26,12,9,30,0,72,21,8,9,9,3,48,42,32,10,16,0,96,46,18,0,29,4,89,18,3,0,4,0,25,204,115,83,1339,36,1782,14,0,0,6,0,25,8,4,0,3,0,12,13,0,10,3,0,24,22,0,0,14,0,38,13,0,0,0,4,12,14,0,0,0,0,16,17,22,6,70,0,121,258,63,24,109,19,477,46,30,19,496,1343,1932,2223,1633,981,20723
101011002,311,7789,1089,10765,31,264,215,4676,117,5296,0,0,0,21,3,18,13,0,3,14,0,33,16,3,0,3,0,22,92,18,15,39,3,159,519,240,212,2917,137,4028,15,5,0,0,0,14,9,4,0,13,0,30,103,23,7,182,13,324,28,11,9,10,4,63,26,3,3,0,0,27,4,3,0,0,0,9,105,43,35,1194,39,1416,62,16,3,67,3,149,0,0,0,0,0,0,15,5,3,8,0,32,7,0,0,0,0,7,34,12,4,22,3,85,6,0,0,3,3,11,28,10,8,4,0,52,18,5,0,20,0,49,6,3,0,3,0,11,107,57,54,725,26,969,13,0,0,0,0,11,0,3,0,0,0,3,12,3,0,0,0,11,24,4,0,0,0,24,3,0,3,0,0,3,0,0,0,0,0,0,17,4,3,27,0,58,154,31,17,45,3,249,43,13,8,245,567,868,1510,783,602,10238
101011003,143,4104,210,5170,16,190,129,2683,49,3064,3,0,0,5,0,12,13,0,3,3,0,20,13,0,0,14,0,24,36,11,8,22,3,79,241,157,109,1688,37,2226,3,4,0,0,0,7,3,3,4,11,0,24,42,16,11,104,3,179,3,3,0,6,0,11,4,0,3,0,0,8,13,0,0,0,0,16,54,52,25,571,6,710,8,7,0,23,0,43,0,0,0,0,0,0,5,0,7,0,0,14,0,0,0,0,0,0,10,7,3,15,3,33,0,0,0,0,0,6,17,3,0,7,0,23,5,9,0,3,4,32,5,3,0,0,0,8,64,32,26,333,5,467,3,0,0,0,0,3,9,0,3,3,0,10,0,3,0,0,0,4,3,4,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,8,7,3,13,3,32,69,20,14,33,0,140,13,3,6,115,145,287,663,534,354,5655
101011004,360,5380,306,7654,40,367,285,3696,85,4475,0,0,0,3,0,0,21,3,3,4,0,40,55,7,3,20,7,95,107,30,17,31,0,184,642,266,204,2100,66,3270,8,3,0,0,0,13,14,7,3,27,0,51,85,38,13,210,3,352,26,11,3,10,0,45,20,5,3,3,0,27,7,0,0,3,0,14,99,64,46,853,18,1072,68,20,4,70,3,166,6,0,0,0,0,9,3,0,0,0,0,14,3,3,0,0,0,8,18,5,3,9,0,32,3,3,3,0,0,14,29,11,7,5,0,47,26,11,9,12,0,52,6,3,0,5,3,17,130,52,50,535,12,771,23,3,0,3,0,27,3,0,0,6,0,8,12,3,0,5,0,22,14,3,0,6,0,25,0,0,0,0,0,0,4,0,0,3,0,9,16,3,3,24,3,51,173,49,24,81,12,341,14,19,0,148,344,525,1675,989,683,7872
101011005,224,7857,532,9665,25,221,173,4733,138,5282,0,3,0,19,0,24,14,0,0,10,0,26,3,3,0,8,0,9,44,11,6,12,0,74,241,198,125,2920,98,3582,18,0,0,0,0,17,4,3,0,24,0,29,32,14,13,252,3,312,9,0,0,6,0,12,4,4,0,0,0,7,23,4,0,0,6,30,41,44,29,1120,31,1268,22,12,0,40,0,76,3,0,0,0,0,3,54,30,3,12,0,90,6,0,0,0,0,12,17,11,0,7,0,37,15,0,0,0,0,21,28,15,16,7,0,66,6,0,0,3,0,15,3,0,0,0,0,3,72,45,26,559,16,723,22,0,0,3,3,24,0,0,0,0,0,0,0,0,6,0,0,11,5,3,0,9,0,16,0,0,0,0,3,3,0,0,0,0,0,0,11,4,0,13,0,31,110,39,38,42,8,238,27,4,16,307,231,588,859,668,451,10106
101011006,195,5939,370,7233,16,120,111,3276,113,3633,0,3,0,12,0,14,15,3,0,4,0,15,0,0,0,0,0,4,19,5,9,26,0,62,228,122,85,2296,85,2825,7,0,0,0,0,7,7,0,0,13,0,12,35,16,8,141,0,196,10,0,0,6,0,12,3,4,0,0,0,3,0,0,0,3,0,3,37,24,19,951,25,1056,15,4,0,16,0,33,0,0,0,0,0,0,0,4,0,3,0,3,3,0,0,0,0,3,8,3,0,0,0,12,9,0,3,0,0,10,15,3,10,3,0,28,10,0,0,3,0,15,3,0,0,0,0,3,48,26,26,455,10,560,8,0,0,0,0,11,3,0,0,0,0,3,3,0,0,0,0,3,4,0,0,4,0,5,3,0,0,0,0,3,0,0,0,0,0,0,5,3,4,22,3,38,70,7,10,48,3,134,11,3,12,206,132,358,595,350,297,7488
101021007,99,1441,116,2094,15,92,45,878,19,1049,0,0,0,3,0,3,6,0,0,8,0,9,3,0,0,0,0,5,16,0,3,3,0,25,156,79,43,636,9,925,3,0,0,0,0,3,6,0,0,4,0,11,32,7,9,42,0,89,0,0,0,0,0,3,6,0,0,0,0,8,0,0,0,3,0,3,18,10,18,253,3,305,11,10,0,10,0,27,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,4,0,0,4,0,3,3,3,9,3,0,17,5,5,3,3,0,13,4,0,0,0,0,6,3,0,0,0,0,6,37,13,16,149,7,225,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,9,7,0,3,0,23,53,21,11,11,0,94,8,7,3,45,97,165,404,257,163,2058
101021008,357,5445,625,9185,71,298,211,3242,93,3918,0,3,0,49,7,60,42,0,0,27,8,77,89,23,8,13,13,144,43,25,13,28,5,110,342,233,154,1909,80,2711,52,0,7,0,0,60,12,0,0,12,0,25,104,26,19,202,9,367,52,11,4,28,3,97,30,9,0,16,3,54,19,3,7,3,0,31,70,54,40,752,21,940,254,55,19,132,16,473,0,0,3,0,0,3,11,5,0,0,0,20,366,31,10,30,17,451,38,6,3,25,4,67,47,14,5,3,4,72,40,17,13,0,0,69,64,13,5,15,0,100,17,6,0,3,0,21,92,51,32,417,13,603,99,10,9,3,0,118,3,0,0,0,0,3,8,0,0,0,0,8,25,0,4,8,6,33,3,3,0,0,0,7,11,0,0,3,3,18,7,4,4,19,0,41,283,35,37,74,7,437,89,22,7,163,442,726,2383,957,614,7176
101021009,339,5162,619,9359,42,316,210,2785,74,3432,0,0,0,13,3,19,89,0,9,14,3,111,82,9,7,17,0,110,60,20,14,34,4,125,445,248,139,1785,55,2674,81,0,13,4,3,102,14,0,4,21,0,36,109,45,23,197,3,385,146,16,5,31,3,196,47,7,3,4,0,54,29,3,0,5,0,34,74,67,28,845,18,1029,247,43,15,110,4,416,9,4,0,0,0,15,4,0,3,3,0,12,250,10,9,32,3,299,57,11,10,20,4,94,41,10,0,5,3,62,42,8,10,9,3,69,79,16,7,12,7,115,32,3,0,7,3,45,139,54,35,457,13,696,94,4,3,4,7,118,14,0,4,0,0,14,7,3,4,0,0,13,23,0,5,6,0,41,0,0,0,0,0,0,26,0,4,0,0,29,16,7,0,18,3,50,462,51,31,77,13,630,64,13,7,152,839,1076,2824,968,602,6667
101021010,148,2214,302,3835,22,153,94,1287,44,1599,0,0,0,12,0,12,30,4,3,14,0,50,42,13,0,12,0,56,37,10,6,22,0,72,219,134,81,844,39,1308,36,3,3,0,0,38,10,0,3,4,0,16,52,21,13,71,3,159,21,4,0,14,0,32,17,3,0,3,0,23,51,0,0,0,0,51,61,31,12,359,5,468,49,19,3,49,6,129,0,0,0,0,0,0,4,0,0,4,0,8,65,14,3,3,0,84,15,9,3,3,0,31,17,0,0,0,0,21,26,9,3,3,0,41,35,0,4,12,0,52,12,0,3,5,0,26,67,23,21,222,3,336,20,0,0,0,0,24,9,0,0,0,0,9,7,0,0,0,0,7,10,3,0,4,0,21,3,0,0,0,0,3,11,4,0,0,3,9,11,3,3,6,0,26,188,37,27,33,6,287,33,0,8,70,330,437,1180,497,293,3056
