region_id,C06_AI_NS_R650m,C06_AI_NS_R_NS,C06_AI_NS_R_Tot,C06_Tot_R0_74,C06_Tot_R75_99,C06_Tot_R100_149,C06_Tot_R150_199,C06_Tot_R200_224,C06_Tot_R225_274,C06_Tot_R275_349,C06_Tot_R350_449,C06_Tot_R450_549,C06_Tot_R550_649,C06_Tot_R650m,C06_Tot_R_NS,C06_Tot_R_Tot,C11_N_inc_R0_74,C11_N_inc_R75_99,C11_Ne_Ni_inc_R100_149,C11_Ne_Ni_inc_R150_199,C11_Ne_Ni_inc_R200_224,C11_Ne_Ni_inc_R225_274,C11_Ne_Ni_inc_R275_349,C11_Ne_Ni_inc_R350_449,C11_Ne_Ni_inc_R450_549,C11_Ne_Ni_inc_R550_649,C11_Ne_Ni_inc_R650me,C11_Ne_Nil_inc_R_NS,C11_N_inc_Re_Tot,C11_1_199_R0_74,C11_1_199_R75_99,C11_1_199_R100_149,C11_1_199_R150_199,C11_1_199_R200_224,C11_1_199_R225_274,C11_1_199_R275_349,C11_1_199_R350_449,C11_1_199_R450_549,C11_1_199_R550_649,C11_1_199_R650m,C11_1_199_R_NS,C11_1_199_R_Tot,C11_200_299_R0_74,C11_200_299_R75_99,C11_200_299_R100_149,C11_200_299_R150_199,C11_200_299_R200_224,C11_200_299_R225_274,C11_200_299_R275_349,C11_200_299_R350_449,C11_200_299_R450_549,C11_200_299_R550_649,C11_200_299_R650m,C11_200_299_R_NS,C11_200_299_R_Tot,C11_300_399_R0_74,C11_300_399_R75_99,C11_300_399_R100_149,C11_300_399_R150_199,C11_300_399_R200_224,C11_300_399_R225_274,C11_300_399_R275_349,C11_300_399_R350_449,C11_300_399_R450_549,C11_300_399_R550_649,C11_300_399_R650m,C11_300_399_R_NS,C11_300_399_R_Tot,C11_400_599_R0_74,C11_400_599_R75_99,C11_400_599_R100_149,C11_400_599_R150_199,C11_400_599_R200_224,C11_400_599_R225_274,C11_400_599_R275_349,C11_400_599_R350_449,C11_400_599_R450_549,C11_400_599_R550_649,C11_400_599_R650m,C11_400_599_R_NS,C11_400_599_R_Tot,C11_600_799_R0_74,C11_600_799_R75_99,C11_600_799_R100_149,C11_600_799_R150_199,C11_600_799_R200_224,C11_600_799_R225_274,C11_600_799_R275_349,C11_600_799_R350_449,C11_600_799_R450_549,C11_600_799_R550_649,C11_600_799_R650m,C11_600_799_R_NS,C11_600_799_R_Tot,C11_800_999_R0_74,C11_800_999_R75_99,C11_800_999_R100_149,C11_800_999_R150_199,C11_800_999_R200_224,C11_800_999_R225_274,C11_800_999_R275_349,C11_800_999_R350_449,C11_800_999_R450_549,C11_800_999_R550_649,C11_800_999_R650m,C11_800_999_R_NS,C11_800_999_R_Tot,C11_1000_1249_R0_74,C11_1000_1249_R75_99,C11_1000_1249_R_100_149,C11_1000_1249_R_150_199,C11_1000_1249_R_200_224,C11_1000_1249_R_225_274,C11_1000_1249_R_275_349,C11_1000_1249_R_350_449,C11_1000_1249_R_450_549,C11_1000_1249_R_550_649,C11_1000_1249_R650m,C11_1000_1249_R_NS,C11_1000_1249_R_Tot,C11_1250_1499_R0_74,C11_1250_1499_R75_99,C11_1250_1499_R_100_149,C11_1250_1499_R_150_199,C11_1250_1499_R_200_224,C11_1250_1499_R_225_274,C11_1250_1499_R_275_349,C11_1250_1499_R_350_449,C11_1250_1499_R_450_549,C11_1250_1499_R_550_649,C11_1250_1499_R650m,C11_1250_1499_R_NS,C11_1250_1499_R_Tot,C11_1500_1999_R0_74,C11_1500_1999_R75_99,C11_1500_1999_R_100_149,C11_1500_1999_R_150_199,C11_1500_1999_R_200_224,C11_1500_1999_R_225_274,C11_1500_1999_R_275_349,C11_1500_1999_R_350_449,C11_1500_1999_R_450_549,C11_1500_1999_R_550_649,C11_1500_1999_R650m,C11_1500_1999_R_NS,C11_1500_1999_R_Tot,C11_2000_2499_R0_74,C11_2000_2499_R75_99,C11_2000_2499_R100_149,C11_2000_2499_R150_199,C11_2000_2499_R200_224,C11_2000_2499_R225_274,C11_2000_2499_R275_349,C11_2000_2499_R350_449,C11_2000_2499_R450_549,C11_2000_2499_R550_649,C11_2000_2499_R650m,C11_2000_2499_R_NS,C11_2000_2499_R_Tot,C11_2500_2999_R0_74,C11_2500_2999_R75_99,C11_2500_2999_R_100_149,C11_2500_2999_R_150_199,C11_2500_2999_R_200_224,C11_2500_2999_R_225_274,C11_2500_2999_R_275_349,C11_2500_2999_R_350_449,C11_2500_2999_R_450_549,C11_2500_2999_R_550_649,C11_2500_2999_Re_650mo,C11_2500_2999_R_NS,C11_2500_2999_Re_Tot,C11_3000m_R0_74,C11_3000m_R75_99,C11_3000m_R100_149,C11_3000m_R150_199,C11_3000m_R200_224,C11_3000m_R225_274,C11_3000m_R275_349,C11_3000m_R350_449,C11_3000m_R450_549,C11_3000m_R550_649,C11_3000m_R650m,C11_3000m_R_NS,C11_3000m_R_Tot,C11_PI_S_R0_74,C11_PI_S_R75_99,C11_PI_S_R100_149,C11_PI_S_R150_199,C11_PI_S_R200_224,C11_PI_S_R225_274,C11_PI_S_R275_349,C11_PI_S_R350_449,C11_PI_S_R450_549,C11_PI_S_R550_649,C11_PI_S_R650me,C11_PI_S_R_NS,C11_PI_S_Re_Tot,C11_AI_NS_R0_74,C11_AI_NS_R75_99
101011001,5,24,82,315,254,637,829,216,139,25,0,6,4,19,112,2556,0,5,5,6,5,0,0,0,0,0,0,4,25,7,11,15,7,3,3,0,0,0,0,3,4,53,27,36,43,39,10,5,7,0,0,0,0,5,172,19,91,90,70,27,11,4,0,0,0,3,20,335,16,34,98,114,55,59,30,0,0,0,0,5,411,12,6,64,106,35,71,27,0,0,0,0,9,330,10,3,27,58,37,68,34,5,3,0,3,4,252,12,5,12,66,41,51,34,12,0,0,0,0,233,4,6,13,17,35,48,28,11,4,0,0,4,170,11,3,4,45,28,61,36,11,3,0,3,4,209,3,0,3,7,17,31,29,4,0,3,3,0,100,4,0,3,10,8,12,20,6,0,0,0,0,63,3,0,0,3,3,9,10,6,0,0,3,3,40,3,4,16,22,25,23,29,7,0,3,0,4,136,12,13
101011002,0,3,9,250,61,146,115,32,34,8,6,0,0,0,34,686,3,0,0,0,0,3,0,0,0,0,0,0,6,5,3,3,6,3,3,0,0,0,0,0,0,23,6,3,9,4,4,0,0,0,0,0,3,5,34,29,9,13,7,6,0,0,0,0,0,0,6,70,28,3,24,32,8,11,3,0,0,0,0,9,118,19,0,11,19,7,6,7,3,0,0,0,6,78,16,3,19,13,11,5,4,3,0,0,3,4,81,15,3,3,16,10,7,3,3,0,3,3,3,69,12,0,4,9,11,5,3,3,0,0,0,4,51,24,3,8,12,5,9,9,4,0,0,0,3,77,12,3,4,8,9,5,4,0,0,0,0,0,45,4,0,3,4,3,0,3,0,0,0,0,3,20,6,0,0,0,0,0,0,4,4,0,0,0,14,6,0,6,10,4,11,5,3,0,0,3,4,52,11,0
101011003,0,4,8,91,29,106,120,81,52,18,0,3,3,3,23,529,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,5,0,0,0,0,0,13,4,0,7,0,0,3,3,0,0,0,0,4,21,22,0,7,3,3,3,3,0,4,0,0,3,48,7,3,11,19,9,5,0,0,0,0,0,0,54,12,0,3,12,5,18,7,4,0,0,3,0,64,3,3,4,5,0,12,9,0,0,0,0,4,40,3,0,4,4,12,12,27,13,0,0,0,0,75,0,0,3,5,4,12,20,4,0,0,0,0,48,5,0,4,4,4,8,28,10,0,0,0,0,63,0,3,3,0,4,5,7,9,3,0,0,0,34,3,3,0,3,0,3,7,3,0,3,0,0,25,3,0,0,0,0,3,7,4,0,0,3,0,20,0,0,0,0,5,12,7,10,0,0,0,3,37,3,0
101011004,0,0,3,191,17,93,55,34,45,43,43,12,0,0,40,573,0,0,3,3,3,0,0,0,0,0,0,0,9,4,0,0,3,0,0,0,3,0,0,0,0,10,6,0,3,3,0,0,0,0,0,0,0,0,12,16,4,4,7,3,0,6,0,0,0,0,0,40,14,0,8,9,3,3,3,4,0,0,0,3,47,14,0,8,12,4,5,6,3,0,0,4,3,59,7,0,3,3,5,0,7,4,3,0,0,3,35,10,0,5,7,7,8,10,6,4,0,4,6,67,11,0,4,7,3,3,4,3,4,0,0,3,42,16,0,8,4,3,9,6,9,4,5,0,3,67,15,0,0,0,7,5,11,12,4,0,0,0,54,10,0,0,3,3,5,3,7,10,0,0,0,41,3,0,0,0,3,3,3,7,18,8,3,3,51,6,0,0,5,4,0,5,6,4,0,0,3,33,3,0
101011005,3,3,41,131,89,288,322,112,42,3,3,0,6,9,41,1046,0,0,0,8,4,0,0,0,0,0,0,3,15,3,3,9,9,0,3,0,0,0,0,3,0,30,7,11,13,29,6,6,0,0,0,0,0,4,76,15,12,48,36,17,9,0,0,0,0,0,4,141,9,6,36,79,29,29,9,0,0,0,0,4,201,8,3,19,62,31,25,6,0,0,0,0,3,157,3,3,9,40,29,26,10,0,0,0,3,0,123,3,0,7,28,31,22,11,3,0,0,0,0,105,3,3,4,5,7,11,9,3,0,0,0,0,45,4,0,12,12,13,23,13,0,0,0,0,0,77,3,0,0,3,3,10,4,3,0,0,3,0,29,3,0,3,4,0,4,7,0,0,0,0,0,21,0,0,0,0,0,3,0,0,3,0,0,0,6,3,0,6,13,11,15,6,0,0,0,0,3,57,6,0
101011006,0,3,19,245,49,187,53,8,3,0,6,3,0,9,45,608,7,0,0,0,0,0,0,0,0,0,3,0,10,0,0,0,3,0,0,0,0,0,0,0,3,6,8,0,13,6,0,0,0,0,0,0,0,0,27,18,9,21,18,0,0,0,0,0,3,0,3,72,30,6,26,27,8,0,3,3,3,0,0,5,111,24,7,22,30,5,0,0,4,0,0,0,3,95,24,0,6,11,7,3,3,0,0,0,0,3,57,20,3,12,13,7,3,0,0,0,0,0,0,58,17,3,7,9,3,3,0,0,0,0,0,5,47,18,3,9,8,3,3,3,0,0,0,0,3,50,4,4,0,7,4,0,0,0,0,0,0,0,19,4,0,3,3,3,0,0,0,0,0,0,3,16,6,0,0,0,0,3,0,0,0,0,0,0,9,11,3,8,12,0,0,0,0,0,0,3,3,40,8,0
101021007,0,0,9,35,12,47,66,17,9,0,3,0,0,3,9,201,3,0,0,3,3,0,0,0,0,0,0,3,12,4,0,0,0,0,3,0,0,0,0,0,0,7,3,3,3,0,0,0,0,0,0,0,0,0,9,5,5,3,3,4,5,3,0,0,0,0,0,28,4,0,9,9,6,7,3,0,0,0,3,3,44,0,0,3,7,11,4,0,0,0,0,0,0,25,7,0,3,0,5,4,3,0,0,0,0,3,25,4,0,0,4,0,4,3,0,0,0,0,0,15,3,0,0,3,0,8,3,0,0,0,0,0,17,7,0,4,0,0,7,9,0,0,0,0,0,27,4,0,0,0,0,5,3,0,0,0,0,0,12,0,0,0,0,3,3,0,0,0,0,3,0,9,0,0,0,8,0,0,0,0,3,0,0,0,11,0,0,3,0,6,7,3,0,0,0,0,0,19,3,0
101021008,0,3,23,96,69,216,159,104,157,162,20,9,0,9,34,1035,0,0,0,0,0,0,0,3,0,0,0,4,7,0,0,0,0,6,0,0,4,0,0,0,0,10,9,19,10,4,0,4,0,0,0,0,0,5,51,7,33,22,11,5,5,4,3,0,0,0,0,90,4,6,20,27,7,6,3,12,0,0,0,0,85,7,6,9,13,5,14,7,6,3,0,0,0,70,0,0,7,15,7,14,25,14,4,0,0,0,86,0,4,7,10,12,9,22,21,0,0,0,3,88,0,0,0,6,3,5,20,26,11,0,0,3,74,0,0,4,8,11,4,31,53,9,3,0,4,127,0,0,0,0,0,5,17,27,14,4,0,4,71,3,0,0,3,3,4,3,13,12,4,3,3,51,0,0,0,0,0,4,8,21,5,0,0,0,38,3,3,3,3,6,3,10,10,5,0,3,5,54,3,3
101021009,0,4,43,113,38,330,426,168,189,166,35,3,0,15,37,1520,0,0,0,3,3,3,3,3,3,0,0,3,21,7,3,3,3,3,0,3,3,0,0,0,0,25,10,17,7,6,0,3,6,0,0,0,0,5,54,19,27,16,15,7,4,12,0,3,0,3,8,114,4,5,24,37,14,30,16,3,0,0,3,0,136,6,3,6,24,27,41,45,14,0,0,0,9,175,0,0,10,28,27,41,36,24,0,0,0,3,169,8,0,7,25,24,44,58,38,6,3,0,7,220,3,0,0,12,24,34,46,41,13,0,3,3,179,3,3,3,15,11,41,66,66,22,3,4,7,244,7,0,0,0,6,15,33,54,15,0,0,3,133,0,0,0,4,0,12,28,27,12,5,0,0,88,3,0,3,0,3,3,13,29,17,4,3,3,81,0,3,3,4,3,4,16,21,17,0,0,3,74,0,7
101021010,0,5,20,41,19,193,192,89,90,89,32,0,0,3,16,764,0,0,0,5,0,0,3,0,0,0,0,0,8,0,0,0,0,0,5,0,0,0,0,0,0,5,3,3,8,4,0,0,0,3,0,0,0,0,21,14,5,10,10,3,3,4,3,0,0,0,3,55,3,3,11,21,3,10,17,3,3,0,3,5,82,0,3,3,10,18,16,16,8,0,0,3,0,77,3,3,6,10,22,20,18,7,0,0,3,0,92,7,0,3,18,20,18,29,14,3,0,3,0,115,3,0,4,13,11,15,29,21,4,0,0,5,105,3,0,0,11,10,23,30,43,3,4,0,5,132,0,0,0,3,3,8,9,12,10,3,0,0,48,3,0,0,3,0,3,13,6,5,0,3,0,36,0,0,0,0,3,7,3,14,8,4,3,0,42,0,0,4,0,4,3,15,6,5,0,0,0,37,0,0
