region_id,C06_Tot_resp_Bplace_ns,C06_Tot_resp_Tot_resp,C06_T_P_BP_B_OS,C06_T_P_Fa_only_bor_os,C06_T_P_Mo_O_B_OS,C06_T_P_BP_B_Aus,C06_T_P_Bplace_NS,C06_T_P_Tot_resp,C11_Aus_BP_B_OS,C11_Aus_Fa_O_B_OS,C11_Aus_Mo_O_B_OS,C11_Aus_BP_B_Aus,C11_Aus_Bplace_NS,C11_Aus_Tot_resp,C11_Aus_Ab_BP_B_OS,C11_Aus_Ab_Fa_O_B_OS,C11_Aus_Ab_Mo_O_B_OS,C11_Aus_Ab_BP_B_Aus,C11_Aus_Abor_Bplace_NS,C11_Aus_Abor_Tot_respons,C11_Chi_BP_B_OS,C11_Chi_Fa_O_B_OS,C11_Chi_Mo_O_B_OS,C11_Chi_BP_B_Aus,C11_Chi_Bplace_NS,C11_Chi_Tot_resp,C11_Cro_BP_B_OS,C11_Cro_Fa_O_B_OS,C11_Cro_Mo_O_B_OS,C11_Cro_BP_B_Aus,C11_Cro_Bplace_NS,C11_Cro_Tot_resp,C11_Dut_BP_B_OS,C11_Dut_Fa_O_B_OS,C11_Dut_Mo_O_B_OS,C11_Dut_BP_B_Aus,C11_Dut_Bplace_NS,C11_Dut_Tot_resp,C11_Eng_BP_B_OS,C11_Eng_Fa_O_B_OS,C11_Eng_Mo_O_B_OS,C11_Eng_BP_B_Aus,C11_Eng_Bplace_NS,C11_Eng_Tot_resp,C11_Fil_BP_B_OS,C11_Fil_Fa_O_B_OS,C11_Fil_Mo_O_B_OS,C11_Fil_BP_B_Aus,C11_Fil_Bplace_NS,C11_Fil_Tot_resp,C11_Fre_BP_B_OS,C11_Fre_Fa_O_B_OS,C11_Fre_Mo_O_B_OS,C11_Fre_BP_B_Aus,C11_Fre_Bplace_NS,C11_Fre_Tot_resp,C11_Ger_BP_B_OS,C11_Ger_Fa_O_B_OS,C11_Ger_Mo_O_B_OS,C11_Ger_BP_B_Aus,C11_Ger_Bplace_NS,C11_Ger_Tot_resp,C11_Gre_BP_B_OS,C11_Gre_Fa_O_B_OS,C11_Gre_Mo_O_B_OS,C11_Gre_BP_B_Aus,C11_Gre_Bplace_NS,C11_Gre_Tot_resp,C11_Hun_BP_B_OS,C11_Hun_Fa_O_B_OS,C11_Hun_Mo_O_B_OS,C11_Hun_BP_B_Aus,C11_Hun_Bplace_NS,C11_Hun_Tot_resp,C11_Ind_BP_B_OS,C11_Ind_Fa_O_B_OS,C11_Ind_Mo_O_B_OS,C11_Ind_BP_B_Aus,C11_Ind_Bplace_NS,C11_Ind_Tot_resp,C11_Iri_BP_B_OS,C11_Iri_Fa_O_B_OS,C11_Iri_Mo_O_B_OS,C11_Iri_BP_B_Aus,C11_Iri_Bplace_NS,C11_Iri_Tot_resp,C11_Ita_BP_B_OS,C11_Ita_Fa_O_B_OS,C11_Ita_Mo_O_B_OS,C11_Ita_BP_B_Aus,C11_Ita_Bplace_NS,C11_Ita_Tot_resp,C11_Kor_BP_B_OS,C11_Kor_Fa_O_B_OS,C11_Kor_Mo_O_B_OS,C11_Kor_BP_B_Aus,C11_Kor_Bplace_NS,C11_Kor_Tot_resp,C11_Leb_BP_B_OS,C11_Leb_Fa_O_B_OS,C11_Leb_Mo_O_B_OS,C11_Leb_BP_B_Aus,C11_Leb_Bplace_NS,C11_Leb_Tot_resp,C11_Mac_BP_B_OS,C11_Mac_Fa_O_B_OS,C11_Mac_Mo_O_B_OS,C11_Mac_BP_B_Aus,C11_Mac_Bplace_NS,C11_Mac_Tot_resp,C11_Mal_BP_B_OS,C11_Mal_Fa_O_B_OS,C11_Mal_Mo_O_B_OS,C11_Mal_BP_B_Aus,C11_Mal_Bplace_NS,C11_Mal_Tot_resp,C11_Mao_BP_B_OS,C11_Mao_Fa_O_B_OS,C11_Mao_Mo_O_B_OS,C11_Mao_BP_B_Aus,C11_Mao_Bplace_NS,C11_Mao_Tot_resp,C11_NZ_BP_B_OS,C11_NZ_Fa_O_B_OS,C11_NZ_Mo_O_B_OS,C11_NZ_BP_B_Aus,C11_NZ_Bplace_NS,C11_NZ_Tot_resp,C11_Pol_BP_B_OS,C11_Pol_Fa_O_B_OS,C11_Pol_Mo_O_B_OS,C11_Pol_BP_B_Aus,C11_Polish_Bplace_NS,C11_Pol_Tot_resp,C11_Rus_BP_B_OS,C11_Rus_Fa_O_B_OS,C11_Rus_Mo_O_B_OS,C11_Rus_BP_B_Aus,C11_Russian_Birthplac_ns,C11_Rus_Tot_resp,C11_Sco_BP_B_OS,C11_Sco_Fa_O_B_OS,C11_Sco_Mo_O_B_OS,C11_Sco_BP_B_Aus,C11_Sco_Birthplac_ns,C11_Sco_Tot_resp,C11_Ser_BP_B_OS,C11_Ser_Fa_O_B_OS,C11_Ser_Mo_O_B_OS,C11_Ser_BP_B_Aus,C11_Ser_Bplace_NS,C11_Ser_Tot_resp,C11_Sinha_BP_B_OS,C11_Sinh_Fa_O_B_OS,C11_Sinh_Mo_O_B_OS,C11_Sinh_BP_B_Aus,C11_Sinha_Bplace_NS,C11_Sinha_Tot_resp,C11_S_Afr_BP_B_OS,C11_S_Af_Fa_O_B_OS,C11_S_Af_Mo_O_B_OS,C11_S_Af_BP_B_Aus,C11_S_Af_Bplace_NS,C11_S_Af_Tot_resp,C11_Span_BP_B_OS,C11_Span_Fa_O_B_OS,C11_Span_Mo_O_B_OS,C11_Span_BP_B_Aus,C11_Span_Bplace_NS,C11_Span_Tot_resp,C11_Turk_BP_B_OS,C11_Turk_Fa_O_B_OS,C11_Turk_Mo_O_B_OS,C11_Turk_BP_B_Aus,C11_Turk_Bplace_NS,C11_Turk_Tot_resp,C11_Viet_BP_B_OS,C11_Viet_Fa_O_B_OS,C11_Viet_Mo_O_B_OS,C11_Viet_BP_B_Aus,C11_Viet_Bplace_NS,C11_Viet_Tot_resp,C11_Welsh_BP_B_OS,C11_Wels_Fa_O_B_OS,C11_Wels_Mo_O_B_OS,C11_Wels_BP_B_Aus,C11_Welsh_Bplace_NS,C11_Welsh_Tot_resp,C11_Other_BP_B_OS,C11_Othr_Fa_O_B_OS,C11_Othr_Mo_O_B_OS,C11_Othr_BP_B_Aus,C11_Other_Bplace_NS,C11_Other_Tot_resp,C11_Anc_ns_Bo_pa_born_os,C11_Anc_ns_Fa_on_born_os,C11_Anc_ns_Mo_on_born_os,C11_Anc_ns_Bo_pa_bor_Aus,C11_Anc_ns_Bplace_NS,C11_Anc_NS_T_resp
101011001,1936,27463,1859,994,624,16347,1832,21651,53,512,370,8587,232,9754,0,7,3,44,5,59,93,3,5,38,3,142,19,7,0,6,0,32,74,24,14,67,4,183,678,497,340,7059,217,8791,63,3,21,0,3,90,16,8,0,38,0,62,92,48,31,508,10,689,55,15,9,51,3,133,22,6,3,12,0,43,58,6,3,3,0,70,152,138,68,2437,56,2851,73,33,18,170,10,304,15,0,5,0,0,20,17,8,0,9,4,38,3,4,0,0,0,7,15,10,9,17,0,51,32,13,7,8,0,60,42,27,22,16,3,110,39,20,4,27,0,90,14,3,0,8,0,25,203,145,95,1622,28,2093,3,3,0,0,0,6,6,0,0,0,0,6,6,4,8,3,0,21,18,3,3,11,0,35,12,0,0,0,0,12,11,3,0,0,0,14,20,25,8,73,4,130,431,70,40,115,20,676,48,16,4,490,1380,1938
101011002,921,14031,1240,495,383,8048,838,11003,30,275,220,4129,104,4758,0,0,0,18,0,18,19,3,0,24,0,46,20,0,0,4,4,28,79,11,20,35,0,145,554,276,217,3682,103,4832,21,4,5,0,0,30,21,4,0,34,0,59,104,15,21,229,7,376,33,11,10,23,0,77,11,3,0,4,0,18,10,0,3,0,0,13,117,63,34,1504,23,1741,85,22,13,74,5,199,0,0,0,0,0,0,8,8,0,0,0,16,4,0,0,0,0,4,45,18,4,38,0,105,10,0,3,0,4,17,18,16,11,5,0,50,21,10,0,14,3,48,7,3,0,10,0,20,139,75,51,935,30,1230,10,0,0,0,0,10,0,0,0,0,0,0,13,3,0,0,0,16,8,3,0,3,0,14,8,0,0,3,0,11,0,0,0,0,0,0,17,5,8,39,0,69,190,52,31,62,9,344,23,11,11,230,449,724
101011003,258,7489,549,314,217,4454,251,5793,27,148,147,2452,64,2838,0,0,3,13,0,16,10,3,8,12,3,36,8,3,0,10,0,21,41,23,15,14,3,96,264,146,129,2010,54,2603,7,3,0,0,0,10,3,7,6,10,0,26,54,22,20,146,4,246,0,3,0,5,0,8,7,5,3,4,0,19,16,0,0,8,0,24,62,49,19,688,12,830,4,14,3,31,0,52,0,0,0,0,0,0,6,0,5,0,7,18,0,0,0,0,0,0,10,6,0,15,0,31,4,0,3,3,0,10,13,3,3,3,0,22,11,7,4,7,0,29,7,0,0,12,0,19,71,33,42,436,13,595,3,0,0,0,0,3,6,0,0,0,0,6,10,0,0,0,0,10,0,0,0,3,3,6,0,0,0,0,0,0,12,3,0,0,0,15,15,4,4,18,3,44,98,32,21,51,4,206,10,3,6,96,363,478
101011004,556,11776,1378,596,418,6035,512,8939,40,408,284,3706,90,4528,0,0,0,12,0,12,32,3,4,15,0,54,56,7,6,32,0,101,94,37,31,67,3,232,639,333,240,2855,68,4135,21,0,6,3,0,30,12,4,3,27,0,46,89,32,28,254,3,406,26,13,3,19,4,65,18,7,7,3,0,35,11,3,0,0,0,14,108,88,57,1134,20,1407,57,27,9,116,13,222,3,3,0,3,0,9,4,0,3,9,0,16,4,0,0,3,0,7,19,5,0,18,0,42,3,4,5,3,0,15,41,17,12,4,0,74,35,14,5,9,0,63,5,0,0,3,0,8,161,88,88,891,22,1250,10,0,0,6,0,16,0,0,0,0,0,0,18,3,0,0,0,21,4,4,4,5,0,17,3,0,0,0,0,3,11,0,4,0,0,15,19,8,5,33,3,68,213,52,53,99,12,429,21,5,16,146,431,619
101011005,537,12629,721,417,279,8088,487,9982,24,224,154,4079,108,4589,0,0,0,32,4,36,34,0,0,14,0,48,6,3,0,4,0,13,55,12,7,27,3,104,219,200,142,3619,118,4298,23,3,0,0,0,26,4,3,3,22,3,35,29,20,20,301,7,377,4,3,0,11,0,18,6,3,0,0,3,12,16,3,0,0,0,19,32,59,33,1336,32,1492,32,23,0,64,0,119,5,0,0,0,0,5,52,15,5,17,4,93,13,0,0,0,0,13,14,7,0,3,0,24,16,3,8,0,0,27,18,19,9,11,9,66,10,0,0,3,0,13,3,0,0,0,0,3,52,62,28,648,20,810,28,0,0,0,0,28,0,0,0,0,0,0,5,3,7,3,0,18,9,3,0,9,0,21,3,0,0,0,0,3,3,0,0,0,0,3,6,9,5,19,0,39,115,37,30,74,5,261,16,11,14,212,469,722
101011006,371,9064,481,213,188,5904,329,7112,13,121,100,2986,71,3291,0,3,0,21,0,24,13,0,0,3,0,16,3,0,0,0,0,3,32,10,4,13,0,59,243,139,121,2379,94,2976,21,0,0,0,0,21,7,0,0,10,0,17,35,10,11,179,3,238,6,0,0,15,3,24,7,0,0,0,0,7,0,0,0,0,0,0,38,29,27,1039,22,1155,9,6,3,20,0,38,0,0,0,0,0,0,12,0,0,8,3,23,0,0,0,0,0,0,13,4,0,10,0,27,9,3,3,3,3,21,15,5,3,3,0,26,11,3,0,3,0,17,7,0,0,0,0,7,55,38,37,594,7,731,12,0,0,0,0,12,0,0,0,0,0,0,10,0,0,0,0,10,3,4,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,17,0,29,63,8,16,53,3,143,10,4,4,178,234,430
101021007,135,3023,319,158,91,1576,131,2276,12,138,83,1094,46,1373,0,0,0,4,0,4,10,0,0,11,0,21,0,0,0,0,0,0,32,4,6,11,0,53,199,110,79,914,43,1345,17,0,0,0,0,17,11,10,0,8,0,29,35,11,8,76,0,130,3,4,0,5,0,12,9,0,0,0,0,9,3,3,3,4,0,13,37,24,16,422,6,505,7,12,3,32,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,3,6,0,22,4,3,3,0,0,10,11,9,0,3,0,23,10,0,0,8,0,18,0,4,0,5,0,9,57,40,23,253,10,383,0,3,0,0,0,3,0,0,0,0,0,0,3,3,0,0,0,6,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,12,5,3,14,0,34,65,27,20,28,0,140,10,4,4,32,211,261
101021008,754,11864,2078,595,374,5436,687,9173,50,265,199,2881,76,3471,0,0,0,45,0,45,62,3,3,29,0,97,88,21,8,15,0,132,41,17,7,23,3,91,363,235,141,1962,71,2772,33,0,16,0,3,52,8,3,3,17,0,31,89,35,21,212,6,363,41,5,6,15,0,67,22,5,0,10,3,40,51,4,0,4,0,59,61,54,43,724,13,895,235,52,14,149,11,461,0,0,0,0,0,0,5,3,5,7,0,20,311,26,6,40,4,387,32,3,8,26,8,77,45,9,4,0,0,58,29,15,7,3,0,54,50,10,3,11,0,74,14,5,3,0,3,25,112,45,31,435,7,630,82,10,9,5,0,106,0,0,0,0,0,0,10,0,4,3,0,17,15,6,3,7,0,31,5,0,0,0,0,5,13,0,0,0,0,13,8,4,4,20,0,36,402,49,51,64,9,575,33,3,7,133,347,523
101021009,1068,12101,2512,588,354,4941,1015,9412,53,321,235,2738,72,3419,0,0,0,32,0,32,161,7,8,17,4,197,95,10,3,9,5,122,70,26,10,47,3,156,514,275,207,2211,99,3306,141,8,15,0,3,167,15,7,3,19,0,44,110,37,12,250,9,418,130,13,5,27,11,186,31,10,0,6,3,50,169,3,0,3,0,175,87,73,53,929,17,1159,232,52,19,137,13,453,20,6,0,3,0,29,8,3,0,6,0,17,269,19,5,26,4,323,47,12,6,16,0,81,57,9,7,5,0,78,36,16,4,4,0,60,96,10,9,19,0,134,26,3,0,8,0,37,143,76,60,541,13,833,89,5,4,4,6,108,8,0,0,0,0,8,19,8,3,3,0,33,20,3,0,8,0,31,3,0,0,0,0,3,27,0,0,0,3,30,23,10,4,35,0,72,648,62,57,70,16,853,92,9,0,170,693,964
101021010,439,5435,1003,278,174,2283,417,4163,25,168,99,1350,23,1665,3,0,0,22,0,25,43,3,6,7,3,62,41,11,0,8,0,60,26,5,10,11,0,52,279,149,88,989,15,1520,59,0,8,0,5,72,18,3,0,11,0,32,67,17,11,122,3,220,14,3,0,15,0,32,13,0,0,5,0,18,156,0,0,0,5,161,56,38,26,421,4,545,64,14,4,51,3,136,7,0,0,0,0,7,3,0,0,4,0,7,71,16,3,9,0,99,11,5,3,11,0,30,21,3,4,6,0,34,13,14,3,0,0,30,32,3,3,11,0,49,12,0,3,0,0,15,76,38,36,268,0,418,18,0,0,0,3,21,12,0,0,0,0,12,10,3,3,0,0,16,12,0,0,3,0,15,4,0,0,0,0,4,21,0,0,0,0,21,10,3,0,11,0,24,348,41,21,33,6,449,43,3,3,54,272,375
