region_id,C11_85o_SOL_SE_To,C11_85o_LPE_NS,C11_85o_Tot,C11_Tot_SEO,C11_To_SOL_SE_Vw_w,C11_To_SOL_SE_Nw_Na,C11_To_SOL_SE_P_E_n,C11_Tot_SOL_SE_Tot,C11_Tot_LPE_NS,C11_T_T
104021086,0,0,23,3289,102,8,0,110,105,3504
104021087,3,3,74,2924,93,6,0,99,141,3164
104021088,11,5,84,7218,350,26,4,380,321,7919
104021089,17,17,422,17590,590,57,6,653,541,18784
104021090,3,8,109,4440,101,10,3,114,88,4642
104021091,7,22,255,10152,850,164,10,1024,346,11522
105011092,0,3,38,3978,104,0,11,115,501,4594
105011093,3,3,57,4472,144,15,0,159,401,5032
105011094,0,3,71,3973,45,13,0,58,192,4223
105011095,0,5,89,4912,115,18,0,133,266,5311
105011096,0,14,81,6238,354,56,6,416,573,7227
105021097,24,60,490,17103,432,60,7,499,1154,18756
105021098,0,3,15,2964,104,14,3,121,168,3253
105031099,4,15,226,7485,150,10,6,166,393,8044
105031100,8,21,197,10035,326,40,0,366,448,10849
105031101,10,27,426,14631,547,85,8,640,656,15927
105031102,0,5,59,7335,209,24,6,239,296,7870
105031103,0,4,43,4775,35,0,0,35,265,5075
105031104,3,20,115,4118,73,10,3,86,239,4443
105031105,4,7,96,6158,89,7,0,96,272,6526
105031106,0,10,166,7495,157,23,8,188,796,8479
106011107,7,0,75,8887,269,29,6,304,388,9579
106011108,16,28,486,18155,313,60,16,389,1487,20031
106011109,0,4,60,6558,111,4,4,119,238,6915
106011110,3,7,162,7815,94,8,3,105,276,8196
106011111,6,19,255,15347,218,37,9,264,460,16071
106011112,0,8,220,15330,465,68,10,543,606,16479
106011113,0,4,30,4416,83,10,0,93,193,4702
106021114,16,19,176,4448,150,25,3,178,360,4986
106021115,29,22,461,23720,866,147,19,1032,861,25613
106021116,7,4,122,6236,117,14,6,137,121,6494
106021117,28,12,250,17027,463,63,5,531,563,18121
106021118,0,0,35,8149,231,22,3,256,164,8569
106031119,3,3,57,4905,166,17,6,189,195,5289
106031120,3,5,122,5942,150,12,3,165,109,6216
106031121,23,148,776,17540,687,97,3,787,1336,19663
106031122,7,10,225,12695,400,39,3,442,506,13643
106031123,0,0,39,4947,68,5,3,76,120,5143
106031124,0,8,128,4094,142,15,4,161,268,4523
106031125,12,3,102,11595,296,40,6,342,408,12345
106041126,0,13,119,10651,337,43,8,388,1002,12041
106041127,3,0,52,3700,93,11,0,104,217,4021
106041128,3,3,153,5556,118,65,3,186,204,5946
106041129,3,5,130,7305,128,12,5,145,350,7800
107011130,247,32,562,17273,6024,1950,111,8085,1201,26559
107011131,58,19,436,19675,1433,215,21,1669,696,22040
107011132,11,0,72,6421,668,98,13,779,91,7291
107011133,0,0,0,5,3,0,0,3,28,36
107011134,79,81,376,12172,2103,348,33,2484,348,15004
107021135,0,0,0,7,4,0,0,4,6,17
107031136,21,9,175,12352,694,82,6,782,248,13382
107031137,27,9,178,6238,387,53,13,453,165,6856
107031138,15,15,286,6612,306,44,3,353,152,7117
107031139,3,6,97,5207,188,7,0,195,134,5536
107031140,10,8,244,6440,191,18,9,218,180,6838
107031141,17,7,90,11094,1675,202,22,1899,238,13231
107031142,44,7,147,7973,1103,199,21,1323,169,9465
107031143,80,16,326,16490,2007,489,35,2531,736,19757
107041144,117,19,554,15418,3089,629,50,3768,581,19767
107041145,75,15,345,12532,1653,273,28,1954,375,14861
107041146,74,28,409,15109,3278,564,32,3874,642,19625
107041147,13,5,106,7780,291,47,3,341,269,8390
107041148,15,8,185,9500,464,33,8,505,340,10345
107041149,105,59,689,18699,6277,1604,73,7954,1829,28482
107041150,58,35,502,16688,973,128,19,1120,502,18310
108011151,3,3,106,4392,81,10,0,91,217,4700
108011152,12,129,651,12619,305,36,9,350,776,13745
108011153,4,0,60,5152,137,15,3,155,181,5488
108011154,7,67,403,5545,134,20,6,160,231,5936
108021155,44,19,405,12862,341,28,12,381,966,14209
108021156,4,11,137,8413,178,15,0,193,382,8988
108021157,4,11,199,4361,70,11,3,84,171,4616
108021158,15,22,321,6329,159,17,3,179,230,6738
108021159,3,6,104,6785,195,12,3,210,200,7195
108021160,10,26,185,4971,104,14,0,118,238,5327
108031161,0,0,6,369,4,3,0,7,9,385
108041162,5,78,545,14761,307,17,3,327,522,15610
108041163,25,46,894,25540,783,72,9,864,774,27178
108041164,22,80,693,13876,434,49,0,483,790,15149
108041165,3,5,50,4559,122,9,0,131,214,4904
108041166,3,61,271,9458,166,9,3,178,355,9991
108051167,7,8,141,4579,65,9,3,77,104,4760
108051168,26,8,165,8737,274,20,0,294,258,9289
108051169,20,100,779,18556,482,80,15,577,903,20036
108051170,4,12,162,10496,197,13,5,215,501,11212
108051171,9,7,148,4938,84,12,6,102,178,5218
109011172,11,6,242,11761,544,61,9,614,341,12716
109011173,10,8,137,8126,412,96,12,520,417,9063
109011174,32,38,437,9501,635,102,13,750,676,10927
109011175,3,8,210,10116,172,21,3,196,381,10693
109011176,19,17,243,12428,645,136,14,795,499,13722
109021177,0,3,59,2886,84,12,0,96,101,3083
109021178,11,7,114,5569,202,25,6,233,247,6049
109021179,6,6,49,3410,218,41,0,259,274,3943
109031180,13,11,192,5177,117,20,3,140,181,5498
109031181,0,8,123,6227,110,9,0,119,214,6560
109031182,11,24,214,6529,164,28,4,196,355,7080
109031183,9,9,138,6310,106,24,4,134,269,6713
109031184,0,7,124,4778,96,12,0,108,245,5131
109031185,16,18,287,8382,203,31,6,240,356,8978
110011186,20,22,448,20055,1353,224,31,1608,1244,22907
110011187,0,3,83,3922,53,6,6,65,172,4159
110011188,0,13,74,5472,114,12,0,126,196,5794
110011189,4,5,79,3032,51,9,0,60,63,3155
110021190,5,6,223,7968,135,13,6,154,423,8545
110021191,9,12,316,10581,260,83,4,347,324,11252
110021192,0,0,66,4976,59,6,3,68,122,5166
110021193,4,4,138,5326,66,4,0,70,94,5490
110021194,0,15,149,6203,162,13,6,181,328,6712
110031195,3,12,133,7385,269,57,6,332,898,8615
110031196,0,0,25,5258,76,14,3,93,156,5507
110031197,6,16,151,6649,135,26,3,164,431,7244
110031198,4,5,57,4451,64,9,0,73,206,4730
110041199,3,64,247,8170,148,24,0,172,503,8845
110041200,0,3,46,4280,28,3,0,31,205,4516
110041201,3,4,165,6911,97,13,0,110,248,7269
110041202,9,32,341,18385,373,57,9,439,878,19702
110041203,7,42,524,12587,358,44,9,411,967,13965
110041204,0,0,28,4919,113,23,0,136,219,5274
110041205,8,23,297,16163,225,34,3,262,408,16833
111011206,13,52,483,15821,459,61,15,535,505,16861
111011207,3,4,112,5276,115,7,0,122,149,5547
111011208,43,25,497,21228,1163,188,24,1375,581,23184
111011209,53,19,481,20832,933,138,14,1085,561,22478
111011210,12,60,246,7869,248,24,0,272,380,8521
111011211,6,0,119,3215,111,9,0,120,25,3360
111011212,8,22,292,9721,239,27,3,269,477,10467
111011213,8,3,197,11017,405,25,6,436,172,11625
111011214,28,3,298,11768,544,60,14,618,224,12610
111021215,9,12,342,7973,251,45,3,299,233,8505
111021216,7,3,120,7186,261,19,3,283,182,7651
111021217,17,12,235,10554,396,53,8,457,191,11202
111021218,19,129,615,12737,625,90,9,724,516,13977
111021219,23,18,486,12194,342,52,9,403,383,12980
111021220,8,9,136,8049,209,19,0,228,151,8428
111021221,4,3,46,5788,85,14,6,105,180,6073
111031222,30,16,298,13287,959,134,21,1114,318,14719
111031223,16,7,126,7674,206,52,6,264,333,8271
111031224,53,13,287,9767,1016,240,22,1278,602,11647
111031225,27,43,503,15026,1041,186,24,1251,671,16948
111031226,4,0,41,9930,764,109,17,890,169,10989
111031227,51,38,482,12373,1150,280,11,1441,785,14599
111031228,18,10,272,12078,591,74,6,671,292,13041
111031229,7,10,138,9007,778,87,9,874,731,10612
111031230,0,0,0,13,0,0,0,0,0,13
111031231,30,15,364,7826,1440,350,18,1808,528,10162
111031232,61,7,179,5572,193,60,3,256,201,6029
111031233,63,32,584,16257,1478,226,10,1714,671,18642
111031234,55,54,617,10167,978,193,20,1191,655,12013
111031235,13,11,100,6572,422,81,10,513,457,7542
112011236,25,87,896,15239,517,50,9,576,802,16617
112011237,22,17,429,14512,469,52,4,525,393,15430
112011238,4,5,100,4806,276,12,6,294,178,5278
112011239,4,10,129,7187,398,36,3,437,205,7829
112011240,0,4,186,8022,589,56,13,658,816,9496
112011241,4,7,115,5069,80,16,0,96,173,5338
112011242,3,0,74,6864,262,20,0,282,178,7324
112011243,4,14,147,6232,508,35,12,555,439,7226
112021244,17,54,361,11009,201,32,10,243,493,11745
112021245,5,8,107,6345,147,21,9,177,292,6814
112021246,24,13,339,11601,471,54,22,547,272,12420
112021247,6,14,172,6900,184,13,4,201,263,7364
112021248,26,15,428,14649,637,108,17,762,651,16062
112021249,14,10,123,13281,568,61,12,641,558,14480
112031250,0,102,305,10451,292,23,4,319,611,11381
112031251,19,23,410,7574,261,52,3,316,339,8229
112031252,7,5,96,8652,339,36,6,381,468,9501
112031253,0,16,192,11376,364,41,9,414,393,12183
112031254,17,64,790,16914,803,81,19,903,1090,18907
112031255,45,71,1143,24272,923,128,15,1066,856,26194
113011256,160,23,402,12829,3167,773,64,4004,1191,18024
113011257,35,9,139,10736,1032,180,23,1235,420,12391
113011258,16,23,183,8634,528,94,6,628,520,9782
113011259,0,16,155,5550,142,13,3,158,372,6080
113021260,0,6,78,3006,92,9,3,104,215,3325
113021261,12,11,185,5752,205,22,6,233,243,6228
113021262,5,0,69,4335,134,25,3,162,146,4643
113031263,0,11,197,6860,95,16,5,116,307,7283
113031264,0,3,82,3437,47,6,8,61,105,3603
113031265,0,23,101,4665,61,19,6,86,940,5691
113031266,0,9,174,5880,110,10,4,124,170,6174
113031267,11,8,229,14341,604,122,19,745,362,15448
113031268,3,9,73,3525,284,29,0,313,136,3974
113031269,19,16,436,19108,799,174,25,998,421,20527
113031270,17,36,356,11261,687,103,5,795,597,12653
113031271,3,8,233,13109,248,29,3,280,390,13779
114011272,12,12,265,7572,264,16,6,286,287,8145
114011273,0,7,57,3015,161,17,0,178,180,3373
114011274,5,23,184,4274,133,20,0,153,162,4589
114011275,0,0,0,14,0,0,0,0,15,29
114011276,8,12,118,3185,217,31,3,251,281,3717
114011277,12,12,339,14055,434,57,4,495,445,14995
114011278,16,70,438,15610,507,77,13,597,1878,18085
114011279,22,23,358,11251,387,60,8,455,474,12180
114011280,0,5,201,3775,101,12,0,113,84,3972
114011281,3,3,27,2880,113,19,0,132,143,3155
114011282,35,69,493,12724,443,58,6,507,640,13871
114011283,0,6,80,4268,127,9,9,145,132,4545
114021284,23,69,552,10913,596,36,14,646,417,11976
114021285,0,0,32,5168,212,16,3,231,183,5582
114021286,10,12,188,7251,394,38,4,436,308,7995
114021287,9,72,220,8058,339,40,12,391,390,8839
114021288,0,0,29,3030,121,6,3,130,102,3262
114021289,4,6,143,5551,244,19,0,263,214,6028
115011290,47,9,348,14651,5183,905,38,6126,364,21141
115011291,43,11,128,12250,5468,506,56,6030,352,18632
115011292,80,15,283,19035,6437,992,68,7497,656,27188
115011293,110,34,1183,15411,7297,841,51,8189,401,24001
115011294,13,3,103,4901,614,49,13,676,116,5693
115011295,46,0,119,16284,6121,682,59,6862,415,23561
115011296,32,3,156,7838,3787,411,21,4219,150,12207
115021297,58,10,351,16378,2817,310,27,3154,445,19977
115021298,6,8,145,4434,412,46,0,458,86,4978
115031299,3,9,33,2210,130,12,3,145,344,2699
115031300,14,9,189,19170,786,66,15,867,870,20907
115041301,7,3,83,7997,574,93,11,678,296,8971
115041302,31,3,79,13233,3814,319,44,4177,564,17974
116011303,69,50,229,7479,6150,1207,81,7438,830,15747
116011304,172,49,307,10134,5000,875,98,5973,639,16746
116011305,197,8,380,13973,9908,1738,157,11803,663,26439
116011306,73,4,149,9640,8014,1008,89,9111,680,19431
116011307,80,15,330,17588,4806,724,61,5591,623,23802
116011308,102,8,224,12491,7663,1296,106,9065,728,22284
116021309,19,0,41,8330,6000,559,70,6629,270,15229
116021310,20,0,47,13018,7293,738,84,8115,1111,22244
116021311,42,3,113,16375,7795,878,90,8763,568,25706
116021312,38,9,120,9115,1304,208,24,1536,463,11114
116031313,31,3,77,12511,4279,714,64,5057,900,18468
116031314,74,3,81,4556,2869,389,49,3307,250,8113
116031315,58,0,102,9990,7940,831,101,8872,688,19550
116031316,13,9,72,11842,2635,449,56,3140,1029,16011
116031317,56,3,135,9995,8597,1793,182,10572,1107,21674
116031318,0,0,0,76,12,0,0,12,23,111
116031319,143,0,384,10506,7330,927,115,8372,747,19625
117011320,0,0,0,14,0,0,0,0,0,14
117011321,49,6,158,6163,1873,296,18,2187,425,8775
117011322,107,11,258,8485,8631,1793,125,10549,1251,20285
117011323,75,23,248,5326,3915,776,56,4747,431,10504
117011324,0,0,0,0,0,0,0,0,0,0
117011325,0,0,0,91,5,4,0,9,15,115
117021326,222,14,391,12451,7696,2872,130,10698,1262,24411
117021327,56,9,184,13209,3368,722,45,4135,1243,18587
117021328,29,12,67,4461,1561,493,15,2069,539,7069
117031329,16,46,109,7137,1774,182,21,1977,1760,10874
117031330,13,7,49,10525,2198,313,23,2534,637,13696
117031331,32,12,122,11618,2998,491,39,3528,1528,16674
117031332,32,31,136,16307,3329,445,53,3827,2233,22367
117031333,42,116,351,12730,2849,353,35,3237,3114,19081
117031334,26,10,55,8448,6584,1173,79,7836,2822,19106
117031335,67,23,136,9873,3675,1004,47,4726,2264,16863
117031336,95,25,251,9515,3200,737,31,3968,2075,15558
117031337,31,35,154,11471,10230,2227,134,12591,7338,31400
117031338,113,31,209,9857,6911,1596,93,8600,2638,21095
118011339,115,35,303,12351,2780,306,37,3123,2141,17615
118011340,68,24,239,13730,2932,245,38,3215,2141,19086
118011341,154,75,564,10611,2988,437,38,3463,1681,15755
118011342,0,0,0,0,0,0,0,0,0,0
118011343,149,84,775,17518,3142,215,39,3396,2767,23681
118011344,77,13,258,7551,2059,173,37,2269,448,10268
118011345,23,60,175,10779,1531,134,25,1690,1542,14011
118011346,70,21,309,9092,1653,125,38,1816,759,11667
118011347,42,21,296,5763,748,75,6,829,539,7131
118021348,74,34,385,17955,3259,455,43,3757,1747,23459
118021349,167,20,402,12417,11119,1499,101,12719,1758,26894
118021350,98,106,538,13539,4305,678,69,5052,2373,20964
118021351,233,48,659,16306,9131,1542,97,10770,2126,29202
118021352,205,46,768,19744,6017,670,74,6761,1905,28410
119011353,190,67,480,5380,17114,5618,296,23028,2621,31029
119011354,109,19,479,9010,8278,1861,132,10271,835,20116
119011355,0,0,0,0,0,0,0,0,0,0
119011356,57,12,164,3155,5305,1089,57,6451,609,10215
119011357,164,19,468,6204,14029,2881,179,17089,1038,24331
119011358,66,46,487,9343,4617,926,67,5610,586,15539
119011359,47,23,417,17954,4590,791,52,5433,683,24070
119011360,63,55,461,8333,4608,1048,74,5730,662,14725
119011361,162,29,462,5871,9300,2492,148,11940,1047,18858
119021362,126,41,296,5689,9090,2589,131,11810,993,18492
119021363,202,23,365,5456,13929,5779,241,19949,1464,26869
119021364,234,17,511,9465,9871,2278,119,12268,644,22377
119021365,168,15,288,3850,14732,4255,282,19269,2020,25139
119021366,107,12,225,3940,10786,2935,185,13906,1291,19137
119021367,51,98,305,4830,6113,1216,87,7416,772,13018
119031368,147,16,420,4753,11041,3639,94,14774,605,20132
119031369,65,28,559,12629,7202,1586,76,8864,580,22073
119031370,60,23,359,4887,5471,1494,72,7037,777,12701
119031371,39,13,304,7894,3052,544,24,3620,270,11784
119031372,53,20,575,12009,4124,642,46,4812,392,17213
119031373,70,10,186,3363,3795,1471,48,5314,732,9409
119031374,107,18,570,9729,9594,2372,123,12089,596,22414
119041375,85,23,251,5519,6975,1323,101,8399,924,14842
119041376,166,15,575,9144,12114,2472,166,14752,1003,24899
119041377,100,10,341,4977,5319,1164,52,6535,414,11926
119041378,56,99,306,3341,4976,959,58,5993,938,10272
119041379,71,20,282,5894,6750,1520,103,8373,555,14822
119041380,116,29,325,5827,5550,897,80,6527,856,13210
119041381,145,14,417,5306,9457,1904,145,11506,1454,18266
119041382,74,27,499,8683,4562,734,54,5350,601,14634
120011383,109,18,371,11530,5900,1066,52,7018,780,19328
120011384,113,23,315,7972,7401,1440,101,8942,1529,18443
120011385,164,20,481,12211,3460,589,41,4090,913,17214
120011386,143,51,389,12065,5105,953,51,6109,695,18869
120021387,24,20,161,12172,1386,184,23,1593,804,14569
120021388,95,26,320,18432,3745,642,64,4451,1064,23947
120021389,43,3,155,10346,1620,280,21,1921,630,12897
120031390,284,36,726,9270,9603,2344,129,12076,1442,22788
120031391,291,44,517,7386,9596,2808,193,12597,995,20978
120031392,66,3,133,4891,3358,744,52,4154,298,9343
120031393,113,19,331,7886,6310,1394,63,7767,630,16283
120031394,81,22,199,9468,4060,1074,49,5183,1114,15765
120031395,178,18,386,8455,3240,779,51,4070,620,13145
120031396,43,10,88,2928,6611,1647,101,8359,1101,12388
120031397,250,26,612,8567,12998,2624,178,15800,1570,25937
121011398,153,25,559,10884,9541,2485,111,12137,1266,24287
121011399,72,17,406,11032,5289,965,43,6297,665,17994
121011400,77,45,670,19155,3945,429,39,4413,656,24224
121011401,23,42,174,6163,2649,393,28,3070,696,9929
121011402,134,24,559,17802,4614,722,48,5384,698,23884
121021403,27,11,226,14405,2402,275,27,2704,236,17345
121021404,11,0,83,10133,764,51,10,825,223,11181
121021405,137,72,797,15819,9881,2296,139,12316,1182,29317
121021406,72,16,386,13650,3212,427,34,3673,321,17644
121031407,56,39,697,12147,4888,896,34,5818,482,18447
121031408,69,51,575,15517,3984,559,49,4592,682,20791
121031409,30,17,325,11725,2951,376,20,3347,295,15367
121031410,53,21,471,14355,3145,365,20,3530,427,18312
121031411,131,56,914,14370,2584,381,27,2992,480,17842
121031412,38,56,539,13862,2619,282,26,2927,604,17393
121041413,45,15,280,13666,2500,304,25,2829,1262,17757
121041414,16,18,196,11847,3282,362,30,3674,1139,16660
121041415,70,45,825,21799,3188,284,41,3513,1672,26984
121041416,48,56,450,12029,2704,343,37,3084,1374,16487
121041417,15,13,125,6669,1966,200,20,2186,1143,9998
122011418,37,15,380,15902,2034,197,18,2249,568,18719
122011419,33,33,478,16445,2424,218,39,2681,1653,20779
122021420,10,15,315,10679,594,36,9,639,314,11632
122021421,32,11,331,8911,689,62,7,758,261,9930
122021422,23,10,179,11243,730,68,6,804,528,12575
122021423,89,54,679,18711,1894,222,21,2137,675,21523
122031424,65,15,372,9942,2170,400,22,2592,308,12842
122031425,17,11,194,6206,798,94,7,899,165,7270
122031426,42,14,312,15690,4872,860,90,5822,983,22495
122031427,39,11,301,9156,2350,288,23,2661,268,12085
122031428,59,58,607,20005,2986,299,49,3334,385,23724
122031429,78,32,385,15456,2323,316,38,2677,824,18957
122031430,59,53,476,12893,2002,290,35,2327,377,15597
122031431,306,83,1133,18746,2417,212,22,2651,915,22312
122031432,6,0,66,3122,240,21,6,267,109,3498
123011433,34,28,514,11117,500,38,15,553,328,11998
123011434,6,3,101,14179,1292,124,23,1439,323,15941
123011435,17,3,80,20772,2199,222,21,2442,574,23788
123021436,13,6,104,15238,2582,412,43,3037,807,19082
123021437,36,17,245,11490,3452,458,45,3955,846,16291
123021438,23,0,86,15391,3806,532,75,4413,1173,20977
123021439,0,0,0,0,0,0,0,0,0,0
123021440,39,7,176,10770,4563,591,79,5233,547,16550
123021441,32,10,138,12612,2348,317,31,2696,542,15850
123021442,33,200,343,11859,6812,1043,82,7937,1042,20838
123021443,30,8,112,10693,5244,758,74,6076,642,17411
123021444,40,9,175,14647,3646,574,34,4254,1108,20009
123031445,6,0,53,4931,227,25,4,256,163,5350
123031446,5,3,73,6410,345,32,6,383,189,6982
123031447,58,13,226,13701,677,98,4,779,595,15075
123031448,0,0,65,7672,429,31,6,466,277,8415
124011449,3,10,97,4549,251,22,3,276,656,5481
124011450,15,9,213,17097,718,69,14,801,294,18192
124011451,0,0,0,26,0,0,0,0,0,26
124011452,34,70,385,10873,875,102,35,1012,1244,13129
124011453,16,4,109,9876,531,33,12,576,332,10784
124011454,33,26,572,20109,881,82,9,972,269,21350
124011455,13,3,160,5030,319,30,6,355,391,5776
124021456,0,0,0,6,0,0,0,0,0,6
124031457,21,4,114,13422,1026,116,23,1165,404,14991
124031458,16,0,64,15034,1399,172,26,1597,619,17250
124031459,20,10,217,12480,729,88,16,833,491,13804
124031460,16,3,79,17542,2507,193,23,2723,406,20671
124031461,20,9,207,14651,1248,160,22,1430,650,16731
124031462,29,65,213,13034,3045,418,40,3503,1043,17580
124031463,14,3,68,5362,861,66,6,933,194,6489
124031464,54,34,448,9509,1349,281,14,1644,821,11974
124031465,7,4,39,4507,282,26,6,314,139,4960
124041466,26,18,378,12038,820,118,13,951,540,13529
124041467,17,11,191,14213,703,65,12,780,555,15548
124041468,3,0,26,5230,534,73,5,612,897,6739
124051469,10,4,24,5095,1193,104,13,1310,202,6607
124051470,23,7,94,14992,3763,400,68,4231,478,19701
124051471,89,22,322,18185,5109,811,88,6008,1310,25503
125011472,141,8,373,4490,18693,7231,351,26275,2317,33082
125011473,12,4,44,4597,4020,906,55,4981,2279,11857
125011474,209,29,448,6568,15779,5762,266,21807,1466,29841
125011475,0,0,0,9,0,0,0,0,0,9
125021476,86,125,451,11963,9413,2094,95,11602,708,24273
125021477,60,27,345,10741,5904,1480,93,7477,829,19047
125021478,39,15,212,8385,5140,1286,70,6496,711,15592
125031479,166,23,369,5947,7468,2210,136,9814,830,16591
125031480,139,10,347,3625,7168,2879,114,10161,558,14344
125031481,65,21,196,4961,9221,2423,175,11819,1321,18101
125031482,93,67,290,14220,7332,948,81,8361,652,23233
125031483,82,22,282,4973,9563,2323,183,12069,1230,18272
125031484,82,83,386,8135,7918,1677,136,9731,1067,18933
125031485,101,33,355,9309,11956,2682,170,14808,1596,25713
125031486,0,0,0,3,0,0,0,0,0,3
125031487,0,0,0,3,3,0,3,6,0,9
125041488,123,115,502,9211,12611,2193,196,15000,1500,25711
125041489,111,27,460,8687,8138,1806,95,10039,1846,20572
125041490,32,3,143,5148,1887,340,30,2257,133,7538
125041491,70,28,400,9003,7164,1119,163,8446,845,18294
125041492,66,12,153,5634,12535,2653,158,15346,2539,23519
125041493,84,21,452,12405,6403,1052,84,7539,594,20538
125041494,38,45,208,7536,2136,264,21,2421,270,10227
126011495,63,11,418,12471,8520,1712,71,10303,442,23216
126011496,70,19,528,14238,4050,573,16,4639,239,19116
126021497,112,31,489,10773,8905,2379,86,11370,815,22958
126021498,52,12,295,9611,2727,493,42,3262,337,13210
126021499,143,18,578,7726,1426,195,35,1656,268,9650
126021500,99,88,644,8469,8035,1355,85,9475,1249,19193
126021501,60,9,313,7715,3212,529,39,3780,464,11959
126021502,159,54,643,14826,8621,1548,81,10250,861,25937
126021503,55,9,221,7804,6763,1442,68,8273,670,16747
127011504,35,12,110,7490,5928,1766,105,7799,1320,16609
127011505,136,3,170,5495,2835,708,38,3581,707,9783
127011506,28,3,66,4275,1254,317,15,1586,493,6354
