region_id,C01_Aus_BP_B_OS,C01_Aus_Fa_O_B_OS,C01_Aus_Mo_O_B_OS,C01_Aus_BP_B_Aus,C01_Aus_Bplace_NS,C01_Aus_Tot_resp,C01_Aus_Ab_BP_B_OS,C01_Aus_Ab_Fa_O_B_OS,C01_Aus_Ab_Mo_O_B_OS,C01_Aus_Ab_BP_B_Aus,C01_Aus_Abor_Bplace_NS,C01_Aus_Abor_Tot_respons,C01_Chi_BP_B_OS,C01_Chi_Fa_O_B_OS,C01_Chi_Mo_O_B_OS,C01_Chi_BP_B_Aus,C01_Chi_Bplace_NS,C01_Chi_Tot_resp,C01_Cro_BP_B_OS,C01_Cro_Fa_O_B_OS,C01_Cro_Mo_O_B_OS,C01_Cro_BP_B_Aus,C01_Cro_Bplace_NS,C01_Cro_Tot_resp,C01_Dut_BP_B_OS,C01_Dut_Fa_O_B_OS,C01_Dut_Mo_O_B_OS,C01_Dut_BP_B_Aus,C01_Dut_Bplace_NS,C01_Dut_Tot_resp,C01_Eng_BP_B_OS,C01_Eng_Fa_O_B_OS,C01_Eng_Mo_O_B_OS,C01_Eng_BP_B_Aus,C01_Eng_Bplace_NS,C01_Eng_Tot_resp,C01_Fil_BP_B_OS,C01_Fil_Fa_O_B_OS,C01_Fil_Mo_O_B_OS,C01_Fil_BP_B_Aus,C01_Fil_Bplace_NS,C01_Fil_Tot_resp,C01_Fre_BP_B_OS,C01_Fre_Fa_O_B_OS,C01_Fre_Mo_O_B_OS,C01_Fre_BP_B_Aus,C01_Fre_Bplace_NS,C01_Fre_Tot_resp,C01_Ger_BP_B_OS,C01_Ger_Fa_O_B_OS,C01_Ger_Mo_O_B_OS,C01_Ger_BP_B_Aus,C01_Ger_Bplace_NS,C01_Ger_Tot_resp,C01_Gre_BP_B_OS,C01_Gre_Fa_O_B_OS,C01_Gre_Mo_O_B_OS,C01_Gre_BP_B_Aus,C01_Gre_Bplace_NS,C01_Gre_Tot_resp,C01_Hun_BP_B_OS,C01_Hun_Fa_O_B_OS,C01_Hun_Mo_O_B_OS,C01_Hun_BP_B_Aus,C01_Hun_Bplace_NS,C01_Hun_Tot_resp,C01_Ind_BP_B_OS,C01_Ind_Fa_O_B_OS,C01_Ind_Mo_O_B_OS,C01_Ind_BP_B_Aus,C01_Ind_Bplace_NS,C01_Ind_Tot_resp,C01_Iri_BP_B_OS,C01_Iri_Fa_O_B_OS,C01_Iri_Mo_O_B_OS,C01_Iri_BP_B_Aus,C01_Iri_Bplace_NS,C01_Iri_Tot_resp,C01_Ita_BP_B_OS,C01_Ita_Fa_O_B_OS,C01_Ita_Mo_O_B_OS,C01_Ita_BP_B_Aus,C01_Ita_Bplace_NS,C01_Ita_Tot_resp,C01_Kor_BP_B_OS,C01_Kor_Fa_O_B_OS,C01_Kor_Mo_O_B_OS,C01_Kor_BP_B_Aus,C01_Kor_Bplace_NS,C01_Kor_Tot_resp,C01_Leb_BP_B_OS,C01_Leb_Fa_O_B_OS,C01_Leb_Mo_O_B_OS,C01_Leb_BP_B_Aus,C01_Leb_Bplace_NS,C01_Leb_Tot_resp,C01_Mac_BP_B_OS,C01_Mac_Fa_O_B_OS,C01_Mac_Mo_O_B_OS,C01_Mac_BP_B_Aus,C01_Mac_Bplace_NS,C01_Mac_Tot_resp,C01_Mal_BP_B_OS,C01_Mal_Fa_O_B_OS,C01_Mal_Mo_O_B_OS,C01_Mal_BP_B_Aus,C01_Mal_Bplace_NS,C01_Mal_Tot_resp,C01_Mao_BP_B_OS,C01_Mao_Fa_O_B_OS,C01_Mao_Mo_O_B_OS,C01_Mao_BP_B_Aus,C01_Mao_Bplace_NS,C01_Mao_Tot_resp,C01_NZ_BP_B_OS,C01_NZ_Fa_O_B_OS,C01_NZ_Mo_O_B_OS,C01_NZ_BP_B_Aus,C01_NZ_Bplace_NS,C01_NZ_Tot_resp,C01_Pol_BP_B_OS,C01_Pol_Fa_O_B_OS,C01_Pol_Mo_O_B_OS,C01_Pol_BP_B_Aus,C01_Pol_Bplace_NS,C01_Pol_Tot_resp,C01_Rus_BP_B_OS,C01_Rus_Fa_O_B_OS,C01_Rus_Mo_O_B_OS,C01_Rus_BP_B_Aus,C01_Rus_Birthplac_ns,C01_Rus_Tot_resp,C01_Sco_BP_B_OS,C01_Sco_Fa_O_B_OS,C01_Sco_Mo_O_B_OS,C01_Sco_BP_B_Aus,C01_Sco_Birthplac_ns,C01_Sco_Tot_resp,C01_Ser_BP_B_OS,C01_Ser_Fa_O_B_OS,C01_Ser_Mo_O_B_OS,C01_Ser_BP_B_Aus,C01_Ser_Bplace_NS,C01_Ser_Tot_resp,C01_Sinh_BP_B_OS,C01_Sinh_Fa_O_B_OS,C01_Sinh_Mo_O_B_OS,C01_Sinh_BP_B_Aus,C01_Sinh_Bplace_NS,C01_Sinh_Tot_resp,C01_SAf_BP_B_OS,C01_SAf_Fa_O_B_OS,C01_SAf_Mo_O_B_OS,C01_SAf_BP_B_Aus,C01_SAf_Bplace_NS,C01_SAf_Tot_resp,C01_Span_BP_B_OS,C01_Span_Fa_O_B_OS,C01_Span_Mo_O_B_OS,C01_Span_BP_B_Aus,C01_Span_Bplace_NS,C01_Span_Tot_resp,C01_Turk_BP_B_OS,C01_Turk_Fa_O_B_OS,C01_Turk_Mo_O_B_OS,C01_Turk_BP_B_Aus,C01_Turk_Bplace_NS,C01_Turk_Tot_resp,C01_Viet_BP_B_OS,C01_Viet_Fa_O_B_OS,C01_Viet_Mo_O_B_OS,C01_Viet_BP_B_Aus,C01_Viet_Bplace_NS,C01_Viet_Tot_resp,C01_Wel_BP_B_OS,C01_Wel_Fa_O_B_OS,C01_Wel_Mo_O_B_OS,C01_Wel_BP_B_Aus,C01_Wel_Bplace_NS,C01_Wel_Tot_resp,C01_Oth_BP_B_OS,C01_Oth_Fa_O_B_OS,C01_Oth_Mo_O_B_OS,C01_Oth_BP_B_Aus,C01_Oth_Bplace_NS,C01_Oth_Tot_resp,C01_Anc_ns_BP_B_OS,C01_Anc_ns_Fa_O_B_OS,C01_Anc_ns_Mo_O_B_OS,C01_Anc_ns_BP_B_Aus,C01_Anc_ns_Bplace_NS,C01_Anc_NS_T_resp,C01_Tot_res_Bo_par_bo_os,C01_Tot_res_Fa_onl_bo_os,C01_Tot_res_Mo_onl_bo_os,C01_Tot_res_Bo_pa_bo_Aus,C01_Tot_resp_Bplace_ns,C01_Tot_resp_Tot_resp,C01_T_P_BP_B_OS,C01_T_P_Fa_only_bor_os
101011001,42,469,295,9046,324,10176,0,3,0,8,0,11,85,6,0,26,5,122,22,0,0,0,0,22,68,23,12,23,3,129,683,501,289,5725,228,7426,51,3,11,0,0,65,19,9,4,35,0,67,95,35,24,329,8,491,83,26,3,24,0,136,19,6,3,3,0,31,31,0,3,3,3,40,144,153,69,2020,57,2443,84,44,6,61,3,198,3,0,0,0,0,3,12,0,0,5,0,17,6,0,0,0,0,6,20,4,5,8,0,37,16,4,5,3,0,28,38,8,8,3,3,60,43,11,4,11,3,72,11,3,0,4,0,18,116,45,33,301,12,507,10,3,0,4,0,17,7,0,0,0,0,7,8,0,0,0,5,13,12,0,4,9,0,25,11,0,3,0,0,14,17,0,0,3,0,20,23,8,3,43,3,80,190,59,20,83,17,369,50,32,21,800,1420,2323,2019,1455,825,18580,2094,24973,1765,998
101011002,20,238,158,4390,137,4943,0,0,3,4,0,7,12,4,0,18,3,37,16,0,3,0,0,19,62,15,17,28,3,125,490,234,164,2827,85,3800,11,0,3,0,0,14,13,0,3,13,3,32,86,24,11,163,6,290,26,13,3,17,3,62,17,3,3,3,0,26,6,0,0,4,0,10,74,68,37,1194,29,1402,60,24,13,57,0,154,3,0,0,0,0,3,8,8,0,3,0,19,0,0,0,0,0,0,43,8,0,13,0,64,9,0,0,0,0,9,23,6,6,3,3,41,17,6,0,5,0,28,13,4,0,3,0,20,53,25,19,180,11,288,10,0,0,0,0,10,0,0,3,0,0,3,11,3,0,0,0,14,6,3,0,4,0,13,0,0,0,0,0,0,0,0,0,0,0,0,15,3,3,25,3,49,122,29,18,48,5,222,20,20,7,296,843,1186,1246,738,474,9298,1134,12890,1076,500
101011003,11,120,81,2405,76,2693,0,0,0,6,0,6,8,3,0,4,0,15,15,0,0,0,0,15,28,6,3,9,0,46,200,137,71,1475,63,1946,11,0,0,0,0,11,3,0,0,7,0,10,42,10,7,69,4,132,0,3,0,8,0,11,3,0,0,3,0,6,8,0,0,0,0,8,51,43,15,533,15,657,10,5,0,18,0,33,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,7,0,19,4,3,0,0,0,7,15,3,0,4,0,22,7,3,0,6,0,16,7,0,0,0,0,7,33,10,7,62,4,116,6,0,0,0,0,6,3,0,0,0,0,3,0,3,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,8,10,0,3,13,0,26,52,4,12,37,3,108,4,5,3,149,62,223,553,362,202,4815,227,6159,483,230
101011004,42,253,189,3186,79,3749,0,0,0,0,0,0,17,3,0,7,0,27,34,5,0,5,0,44,76,12,25,15,0,128,522,266,199,1875,80,2942,6,0,3,0,3,12,11,8,3,18,0,40,91,35,21,160,3,310,13,15,5,14,0,47,13,9,0,0,3,25,3,4,0,0,0,7,100,80,51,837,26,1094,52,13,5,33,4,107,4,0,0,3,0,7,3,0,0,0,3,6,3,0,0,0,0,3,18,3,0,7,0,28,5,0,0,0,0,5,43,11,3,4,0,61,15,7,3,10,0,35,3,3,3,4,0,13,62,18,15,138,3,236,16,8,5,9,3,41,0,0,0,0,0,0,5,0,0,3,0,8,12,0,0,3,3,18,0,0,0,0,0,0,0,0,0,0,0,0,15,3,0,11,0,29,112,34,11,35,12,204,20,9,5,214,133,381,1316,799,546,6591,355,9607,1100,508
101011005,13,179,99,4495,133,4919,0,3,0,7,0,10,24,0,0,5,0,29,6,0,0,3,0,9,45,5,8,11,8,77,246,184,106,2780,104,3420,11,0,0,0,0,11,0,0,3,15,0,18,28,19,11,196,10,264,7,3,0,8,0,18,5,3,0,0,0,8,4,6,0,0,0,10,40,54,31,978,35,1138,18,8,0,36,3,65,8,0,0,0,0,8,64,10,5,8,7,94,3,0,0,0,0,3,12,3,0,5,0,20,7,3,3,0,0,13,17,3,9,3,0,32,11,3,0,6,0,20,0,0,0,0,0,0,41,29,7,106,3,186,6,0,0,6,0,12,4,0,0,0,0,4,0,3,0,0,0,3,3,0,0,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3,9,0,22,83,25,14,48,4,174,21,19,8,403,256,707,737,562,307,9133,563,11302,668,384
101011006,10,120,110,3230,118,3588,0,0,0,5,0,5,8,0,0,10,3,21,0,0,0,0,0,0,18,4,0,10,3,35,229,135,96,2211,81,2752,8,0,0,0,3,11,6,0,0,9,3,18,41,14,8,124,6,193,10,3,0,6,0,19,3,0,0,0,0,3,3,0,0,0,0,3,33,30,16,934,23,1036,12,9,3,25,3,52,3,0,0,0,0,3,11,0,0,0,0,11,0,0,0,0,0,0,3,0,0,7,0,10,5,3,0,0,0,8,14,8,12,3,3,40,9,0,0,3,0,12,0,0,0,0,0,0,26,13,5,86,3,133,3,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,3,3,0,0,0,0,3,0,3,0,16,0,19,51,14,8,48,4,125,11,9,8,270,159,457,520,368,266,7000,415,8569,470,259
101021007,3,54,42,739,26,864,0,0,0,0,3,3,8,0,0,3,0,11,0,0,0,0,0,0,12,3,0,3,0,18,148,77,55,564,32,876,4,0,0,0,0,4,7,0,0,3,0,10,22,10,4,42,5,83,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,19,20,14,258,6,317,5,6,3,8,3,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,6,3,5,0,0,0,8,4,5,0,0,0,9,7,0,4,0,0,11,3,0,0,0,0,3,21,5,5,41,0,72,3,0,0,0,0,3,3,0,0,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,6,0,15,50,10,6,11,0,77,6,3,0,75,52,136,338,203,136,1753,130,2560,300,138
101021008,46,251,194,3196,110,3797,3,4,0,28,3,38,33,0,0,17,6,56,121,15,4,13,0,153,49,16,8,18,3,94,373,246,134,1770,84,2607,24,0,6,0,0,30,3,3,0,13,0,19,107,28,21,154,16,326,55,16,4,21,9,105,28,6,4,6,0,44,18,0,0,3,0,21,60,71,44,700,14,889,314,55,22,104,23,518,0,0,0,0,0,0,4,3,3,3,0,13,424,42,7,24,24,521,42,8,4,17,0,71,36,3,0,3,6,48,40,6,3,4,3,56,69,10,4,4,0,87,12,4,0,11,0,27,65,18,19,105,3,210,101,13,9,4,0,127,0,0,0,0,0,0,3,0,0,0,0,3,12,3,0,0,3,18,3,0,0,3,0,6,10,0,0,0,0,10,10,4,0,17,0,31,238,42,21,49,13,363,78,32,11,264,353,738,2381,899,522,6551,673,11026,2155,603
101021009,45,271,163,2755,80,3314,0,0,0,11,0,11,52,3,0,10,5,70,84,5,3,16,0,108,58,22,8,17,3,108,459,225,153,1997,77,2911,61,0,4,0,4,69,18,3,3,9,0,33,102,33,19,180,12,346,181,9,9,23,14,236,57,5,0,3,3,68,25,0,0,4,0,29,81,71,55,841,27,1075,306,48,10,81,4,449,12,0,0,0,0,12,0,0,0,6,0,6,339,24,3,25,18,409,66,6,6,8,3,89,38,6,3,5,4,56,24,7,8,0,0,39,112,13,3,13,8,149,23,0,3,3,0,29,81,26,10,143,3,263,153,4,7,4,0,168,3,0,0,0,0,3,0,0,3,0,0,3,18,0,0,7,0,25,5,0,0,0,0,5,25,0,0,0,0,25,9,4,0,17,0,30,425,51,25,45,11,557,90,17,8,188,381,684,2952,853,506,6411,657,11379,2664,575
101021010,15,128,76,1216,35,1470,0,0,3,17,0,20,23,0,3,5,3,34,41,0,0,3,0,44,28,13,4,14,3,62,246,134,75,784,31,1270,14,0,0,0,0,14,5,0,0,0,0,5,62,9,5,85,5,166,20,4,0,10,0,34,12,3,3,3,0,21,18,0,0,0,0,18,54,30,22,389,15,510,57,32,4,31,6,130,0,0,0,0,0,0,3,0,0,0,0,3,56,3,0,4,0,63,14,5,3,3,0,25,18,3,3,3,0,27,11,3,0,3,0,17,43,7,0,4,0,54,7,0,4,0,0,11,56,8,8,63,3,138,31,3,0,0,0,34,3,3,0,0,0,6,0,0,0,0,0,0,14,0,3,3,0,20,0,0,0,0,0,0,11,0,0,0,0,11,10,0,0,6,0,16,151,30,7,29,13,230,16,4,0,86,208,314,1039,422,223,2761,322,4767,896,275
