region_id,C11_All_in_ns_1PF_1C,C11_All_in_ns_1PF_2C,C11_All_in_ns_1PF_3C,C11_All_in_ns_1_pa_fa_4m_c,C11_All_in_ns_1_pa_fa_w_To,C11_Tot_1PF_1C,C11_Tot_1PF_2C,C11_Tot_1PF_3C,C11_Tot_1_pa_fa_4mor_ch,C11_Tot_T
101011001,17,7,0,0,24,658,320,129,32,1139
101011002,7,5,0,4,16,212,110,39,14,375
101011003,4,0,0,0,4,135,69,27,10,241
101011004,4,0,0,0,4,154,69,23,6,252
101011005,6,4,0,0,10,260,127,69,26,482
101011006,9,0,0,0,9,170,71,29,21,291
101021007,0,4,0,0,4,71,36,14,3,124
101021008,10,3,4,4,21,253,154,56,28,491
101021009,14,3,3,0,20,329,111,33,12,485
101021010,3,3,0,0,6,102,51,21,3,177
101021011,4,3,0,0,7,182,101,28,11,322
101021012,5,0,0,0,5,212,146,46,14,418
101031013,0,0,0,0,0,55,25,6,9,95
101031014,3,4,0,0,7,186,84,27,16,313
101031015,3,0,0,0,3,56,24,9,3,92
101031016,3,0,0,0,3,102,50,17,0,169
101041017,7,6,0,3,16,167,91,35,26,319
101041018,7,4,0,0,11,187,138,44,29,398
101041019,4,5,3,0,12,211,102,45,21,379
101041020,3,3,3,0,9,187,85,36,12,320
101041021,4,0,0,0,4,74,45,6,7,132
101041022,0,0,0,0,0,0,0,0,0,0
101041023,4,3,0,3,10,98,55,20,13,186
101041024,5,3,0,0,8,93,40,11,0,144
101041025,6,5,0,0,11,204,119,33,7,363
101041026,13,0,0,0,13,217,109,30,20,376
101041027,7,0,0,0,7,186,89,29,18,322
102011028,0,0,0,0,0,154,108,32,9,303
102011029,6,0,0,0,6,195,100,42,13,350
102011030,0,0,0,3,3,75,49,17,9,150
102011031,6,0,0,0,6,297,164,57,12,530
102011032,17,10,0,0,27,609,263,73,21,966
102011033,0,3,0,0,3,138,107,43,16,304
102011034,0,0,0,0,0,186,113,27,12,338
102011035,3,3,3,0,9,177,95,39,17,328
102011036,0,3,3,0,6,175,117,50,15,357
102011037,0,0,0,4,4,163,50,28,11,252
102011038,0,4,0,0,4,123,100,47,7,277
102011039,3,5,0,0,8,282,164,57,12,515
102011040,27,9,8,6,50,826,392,119,56,1393
102011041,5,0,3,0,8,195,113,46,8,362
102011042,15,6,0,0,21,493,183,71,21,768
102011043,11,9,4,3,27,354,199,95,27,675
102021044,17,10,4,0,31,725,390,123,61,1299
102021045,13,3,3,0,19,308,218,91,66,683
102021046,14,4,3,0,21,299,161,48,20,528
102021047,7,6,5,0,18,425,241,96,32,794
102021048,24,7,5,5,41,736,366,161,71,1334
102021049,0,3,0,0,3,37,26,3,6,72
102021050,12,8,4,0,24,304,167,71,23,565
102021051,4,0,0,0,4,127,60,27,6,220
102021052,3,0,0,0,3,131,73,35,17,256
102021053,23,3,6,3,35,612,280,98,36,1026
