region_id,C11_CF_1P1NW_Tot,C11_CF_1A1NW_N,C11_CF_1A1NW_1_199,C11_CF_1A1NW_200_399,C11_CF_1A1NW_400_599,C11_CF_1A1NW_600_799,C11_CF_1A1NW_800_999,C11_CF_1A1NW_1000_1499,C11_CF_1A1NW_1500_1999,C11_CF_1A1NW_2000_2499,C11_CF_1A1NW_2500_2999,C11_CF_1A1NW_3000m,C11_CF_1A1NW_Ns,C11_CF_1A1NW_Tot,C11_CF_BA_N,C11_CF_BA_1_199,C11_CF_BA_200_399,C11_CF_BA_400_599,C11_CF_BA_600_799,C11_CF_BA_800_999,C11_CF_BA_1000_1499,C11_CF_BA_1500_1999,C11_CF_BA_2000_2499,C11_CF_BA_2500_2999,C11_CF_BA_3000_more,C11_CF_BA_Ns,C11_CF_BA_Tot,C11_CF_BNW_N,C11_CF_BNW_1_199,C11_CF_BNW_200_399,C11_CF_BNW_400_599,C11_CF_BNW_600_799,C11_CF_BNW_800_999,C11_CF_BNW_1000_1499,C11_CF_BNW_1500_1999,C11_CF_BNW_2000_2499,C11_CF_BNW_2500_2999,C11_CF_BNW_3000_more,C11_CF_BNW_Ns,C11_CF_BNW_Tot,C11_CF_LFns_N,C11_CF_LFns_1_199,C11_CF_LFns_200_399,C11_CF_LFns_400_599,C11_CF_LFns_600_799,C11_CF_LFns_800_999,C11_CF_LFns_1000_1499,C11_CF_LFns_1500_1999,C11_CF_LFns_2000_2499,C11_CF_LFns_2500_2999,C11_CF_LFns_3000_more,C11_CF_LFns_Ns,C11_CF_LFns_T,C11_C_f_c_T_Fi_N,C11_C_f_c_T_Fi_1_199,C11_C_f_c_T_Fi_200_399,C11_C_f_c_T_Fi_400_599,C11_C_f_c_T_Fi_600_799,C11_C_f_c_T_Fi_800_999,C11_CF_c_T_Fi_1000_1499,C11_CF_c_T_Fi_1500_1999,C11_CF_c_T_Fi_2000_2499,C11_CF_c_T_Fi_2500_2999,C11_CF_c_T_Fi_3000_more,C11_C_f_with_c_TFI_Ns,C11_C_f_with_c_T_T,C11_1PF_F_N,C11_1PF_F_1_199,C11_1PF_F_200_399,C11_1PF_F_400_599,C11_1PF_F_600_799,C11_1PF_F_800_999,C11_1PF_F_1000_1499,C11_1PF_F_1500_1999,C11_1PF_F_2000_2499,C11_1PF_F_2500_2999,C11_1PF_F_3000_more,C11_1PF_F_Ns,C11_1PF_F_Tot,C11_1PF_P_N,C11_1PF_P_1_199,C11_1PF_P_200_399,C11_1PF_P_400_599,C11_1PF_P_600_799,C11_1PF_P_800_999,C11_1PF_P_1000_1499,C11_1PF_P_1500_1999,C11_1PF_P_2000_2499,C11_1PF_P_2500_2999,C11_1PF_P_3000_more,C11_1PF_P_Ns,C11_1PF_P_Tot,C11_1PF_A_N,C11_1PF_A_1_199,C11_1PF_A_200_399,C11_1PF_A_400_599,C11_1PF_A_600_799,C11_1PF_A_800_999,C11_1PF_A_1000_1499,C11_1PF_A_1500_1999,C11_1PF_A_2000_2499,C11_1PF_A_2500_2999,C11_1PF_A_3000_more,C11_1PF_A_Ns,C11_1PF_A_Tot,C11_1PF_U_N,C11_1PF_U_1_199,C11_1PF_U_200_399,C11_1PF_U_400_599,C11_1PF_U_600_799,C11_1PF_U_800_999,C11_1PF_U_1000_1499,C11_1PF_U_1500_1999,C11_1PF_U_2000_2499,C11_1PF_U_2500_2999,C11_1PF_U_3000_more,C11_1PF_U_Ns,C11_1PF_U_To,C11_1PF_N_lf_Fi_N,C11_1PF_N_lf_Fi_1_199,C11_1PF_N_lf_Fi_200_399,C11_1PF_N_lf_Fi_400_599,C11_1PF_N_lf_Fi_600_799,C11_1PF_N_lf_Fi_800_999,C11_1PF_N_lf_Fi_1000_1499,C11_1PF_N_lf_Fi_1500_1999,C11_1PF_N_lf_Fi_2000_2499,C11_1PF_N_lf_Fi_2500_2999,C11_1PF_N_lf_Fi_3000_more,C11_1PF_N_lf_Fi_Ns,C11_1PF_N_the_lf_Tot,C11_1PF_LFns_N,C11_1PF_LFns_1_199,C11_1PF_LFns_200_399,C11_1PF_LFns_400_599,C11_1PF_LFns_600_799,C11_1PF_LFns_800_999,C11_1PF_lf_ns_Fi_1000_1499,C11_1PF_lf_ns_Fi_1500_1999,C11_1PF_lf_ns_Fi_2000_2499,C11_1PF_lf_ns_Fi_2500_2999,C11_1PF_LFns_3000mo,C11_1PF_LFns_Ns,C11_1PF_LF_NS_T,C11_1PF_TFI_N,C11_1PF_TFI_1_199,C11_1PF_TFI_200_399,C11_1PF_TFI_400_599,C11_1PF_TFI_600_799,C11_1PF_TFI_800_999,C11_1PF_T_Fi_1000_1499,C11_1PF_T_Fi_1500_1999,C11_1PF_T_Fi_2000_2499,C11_1PF_T_Fi_2500_2999,C11_1PF_TFI_3000_mr,C11_One_par_f_TFI_Ns,C11_One_parent_f_T_T,C11_TFI_N,C11_TFI_1_199,C11_TFI_200_399,C11_TFI_400_599,C11_TFI_600_799,C11_TFI_800_999,C11_TFI_1000_1499,C11_TFI_1500_1999,C11_TFI_2000_2499,C11_TFI_2500_2999,C11_TFI_3000_more,C11_TFI_Ns,C11_T_T
101011001,90,3,0,0,0,3,8,8,4,3,0,0,10,39,0,0,0,0,3,0,3,3,0,3,5,9,26,0,5,8,25,26,14,42,17,4,7,0,24,172,0,0,0,3,0,0,4,0,0,3,0,119,129,6,9,14,60,75,113,393,422,363,208,255,303,2221,3,4,3,13,42,53,93,42,15,7,4,43,322,0,5,29,56,45,24,32,12,5,0,0,20,228,0,0,3,0,7,3,10,4,0,0,0,9,36,0,0,26,30,4,3,5,4,0,0,0,5,77,4,8,79,105,104,38,61,12,0,4,3,45,463,0,0,0,0,3,0,0,0,0,0,0,9,12,7,17,140,204,205,121,201,74,20,11,7,131,1138,24,57,189,621,511,480,924,747,590,323,384,633,5483
101011002,45,0,0,0,0,3,3,4,5,0,3,0,0,18,3,0,0,0,3,0,3,0,3,0,0,7,19,3,0,3,11,18,15,18,3,0,4,0,10,85,0,0,0,0,0,3,0,3,0,0,0,71,77,12,3,10,30,69,81,257,220,174,109,102,211,1278,0,3,0,11,12,7,24,17,0,7,5,10,96,0,3,5,19,17,8,12,4,3,0,0,10,81,0,0,3,4,0,0,3,0,3,0,0,3,16,0,0,5,3,3,3,0,0,0,0,0,4,18,0,6,18,29,29,16,26,6,0,0,0,22,152,0,0,0,0,3,3,0,0,0,0,0,5,11,0,12,31,66,64,37,65,27,6,7,5,54,374,34,63,68,359,306,294,563,424,316,180,205,433,3245
101011003,31,0,0,0,0,0,0,3,3,0,3,0,0,9,0,0,0,0,0,0,0,4,0,0,0,3,7,0,0,0,4,3,3,9,7,3,0,3,3,35,0,0,0,0,0,0,0,0,0,0,0,38,38,0,0,0,14,21,19,135,120,141,103,103,91,747,0,0,0,3,7,19,26,14,7,3,3,8,90,0,0,5,6,15,4,11,8,3,0,3,8,63,0,0,0,0,0,3,0,4,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,11,14,16,10,10,0,3,3,0,4,74,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,16,23,38,36,47,26,13,6,6,23,240,12,20,23,113,131,124,284,223,219,160,182,184,1675
101011004,46,0,0,0,0,0,0,5,6,0,5,0,5,21,0,0,0,0,0,3,3,0,0,3,6,3,18,0,3,0,3,8,3,9,6,6,5,6,8,57,0,0,0,0,0,0,0,0,0,0,3,92,95,0,7,3,15,29,64,166,172,171,167,410,215,1419,0,3,3,3,3,11,23,22,9,19,4,7,107,0,3,9,8,12,10,7,0,0,0,0,7,56,0,0,0,3,3,0,3,0,0,0,0,3,12,0,0,0,3,0,3,0,0,0,0,0,0,6,9,0,15,10,4,7,11,0,5,0,0,6,67,0,0,0,0,0,0,0,0,0,0,0,3,3,9,6,27,27,22,31,44,22,14,19,4,26,251,23,36,48,114,131,201,400,336,331,289,671,356,2936
101011005,49,3,0,0,0,3,3,8,0,0,0,0,3,20,0,0,0,0,0,0,3,3,0,0,0,3,9,0,4,6,11,23,20,11,4,3,0,0,14,96,0,0,0,0,0,0,0,0,0,3,0,83,86,9,7,6,34,75,99,231,184,108,91,73,194,1111,0,0,0,6,18,16,27,21,3,0,0,8,99,0,3,10,27,31,17,10,4,0,0,0,14,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,15,5,0,0,0,0,0,0,0,32,3,3,52,51,44,30,16,4,3,3,0,20,229,0,0,0,0,0,0,0,0,0,0,0,5,5,3,6,74,99,98,63,53,29,6,3,0,47,481,19,39,100,348,318,302,448,316,171,122,113,342,2638
101011006,28,0,0,0,0,0,4,3,5,0,0,0,6,18,0,0,0,0,0,0,3,3,0,0,0,3,9,0,3,0,13,18,14,12,8,3,0,0,3,74,0,0,0,0,0,0,0,0,0,0,0,50,50,9,12,12,24,54,57,156,118,73,36,53,155,759,0,0,0,0,9,6,22,6,0,0,5,8,56,0,0,4,18,13,8,6,3,0,0,3,4,59,3,0,0,3,0,3,3,0,0,0,0,0,12,0,0,3,4,0,0,3,0,0,0,0,0,10,3,3,21,50,30,5,14,4,0,0,0,22,152,0,0,0,0,0,0,0,0,0,0,0,3,3,6,3,28,75,52,22,48,13,0,0,8,37,292,43,32,57,307,232,173,341,231,125,62,99,297,1999
101021007,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,7,4,0,0,3,4,3,6,0,0,0,0,5,25,0,0,0,0,0,0,0,0,0,0,0,12,12,4,0,3,3,21,27,52,55,40,26,41,51,323,0,0,0,0,0,3,5,5,4,5,0,6,28,0,0,5,10,9,3,3,0,0,0,0,3,33,0,0,0,3,0,0,0,0,0,0,0,3,6,0,0,0,3,0,0,0,0,0,0,0,3,6,0,0,13,12,7,3,4,0,4,3,0,3,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,28,16,9,12,5,8,8,0,18,122,10,15,33,94,83,85,139,106,78,58,76,109,886
101021008,27,0,0,0,0,0,0,3,5,0,0,0,3,11,0,0,0,0,0,0,3,3,3,4,8,3,24,4,3,0,0,7,3,17,7,3,3,4,4,55,0,0,0,0,0,0,0,3,0,3,0,51,57,4,3,0,0,23,22,128,168,203,156,264,122,1093,3,0,3,7,17,13,51,27,18,14,7,18,178,0,3,4,19,10,14,16,5,0,3,5,9,88,0,0,0,0,0,3,4,4,0,0,0,4,15,0,0,9,6,4,0,0,0,0,0,0,0,19,4,3,39,33,19,15,18,12,9,4,0,24,180,0,0,0,0,0,0,0,0,0,0,0,10,10,7,6,55,65,50,45,89,48,27,21,12,65,490,20,15,65,141,144,122,318,317,343,227,368,237,2317
101021009,37,0,0,0,0,0,5,3,3,3,0,0,4,18,0,0,0,0,0,0,0,3,0,3,4,0,10,0,3,0,0,9,9,21,12,8,0,3,8,73,0,0,0,0,0,0,0,0,3,0,0,44,47,0,3,3,12,33,36,139,149,177,93,180,117,942,0,0,3,0,13,26,56,45,17,20,4,19,203,0,3,3,10,15,13,25,3,8,0,0,4,84,0,0,3,0,4,0,0,8,0,0,0,0,15,3,0,3,8,0,0,0,3,0,0,3,3,23,3,3,16,16,22,7,25,10,7,7,3,21,140,0,0,0,3,3,3,3,0,0,0,0,7,19,6,6,28,37,57,49,109,69,32,27,10,54,484,12,23,38,157,160,166,393,381,345,196,323,241,2435
101021010,22,0,0,0,0,0,0,3,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,3,0,3,6,0,0,0,4,3,0,5,4,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,30,30,0,3,9,11,6,10,66,67,51,59,113,57,452,0,0,0,0,8,9,23,17,6,5,7,10,85,0,0,4,12,6,3,3,3,0,0,0,4,35,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,0,3,0,0,0,0,0,0,6,0,0,7,11,8,3,6,0,5,0,3,6,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,23,22,18,32,23,11,5,10,20,178,3,6,23,76,47,62,168,166,139,112,219,121,1142
