region_id,C06_DS_ns_NPUR_5,C06_DS_ns_NPUR_6more,C06_Dwg_st_NS_T,C06_Tot_NPUR_1,C06_Tot_NPUR_2,C06_Tot_NPUR_3,C06_Tot_NPUR_4,C06_Tot_NPUR_5,C06_Tot_NPUR_6more,C06_T_T,C11_Se_h_NPUR_1,C11_Se_h_NPUR_2,C11_Se_h_NPUR_3,C11_Se_h_NPUR_4,C11_Se_h_NPUR_5,C11_Se_h_NPUR_6more,C11_Se_h_Tot,C11_S_r_t_h_t_1_s_NPUR_1,C11_S_r_t_h_t_1_s_NPUR_2,C11_S_r_t_h_t_1_s_NPUR_3,C11_S_r_t_h_t_1_s_NPUR_4,C11_S_r_t_h_t_1_s_NPUR_5,C11_S_r_t_h_t_1_s_NPUR_6mo,C11_SDRTHTS_To,C11_S_r_t_h_t_2mor_s_NPUR_1,C11_S_r_t_h_t_2mor_s_NPUR_2,C11_S_r_t_h_t_2mor_s_NPUR_3,C11_S_r_t_h_t_2mor_s_NPUR_4,C11_S_r_t_h_t_2mor_s_NPUR_5,C11_SDRTHT2S_NPUR_6mo,C11_SDRTHT2S_To,C11_Sd_r_t_h_t_To_NPUR_1,C11_Sd_r_t_h_t_To_NPUR_2,C11_Sd_r_t_h_t_To_NPUR_3,C11_Sd_r_t_h_t_To_NPUR_4,C11_Sd_r_t_h_t_To_NPUR_5,C11_SDRTHT_NPUR_6mor,C11_Sd_r_t_h_t_To_Tot,C11_Fl_u_a_1_2SB_NPUR_1,C11_Fl_u_a_1_2SB_NPUR_2,C11_Fl_u_a_1_2SB_NPUR_3,C11_Fl_u_a_1_2SB_NPUR_4,C11_Fl_u_a_1_2SB_NPUR_5,C11_F_u_a_1_2SB_NPUR_6mor,C11_FUA_1_2SB_Tot,C11_F_u_a_I_a_3SB_NPUR_1,C11_F_u_a_I_a_3SB_NPUR_2,C11_F_u_a_I_a_3SB_NPUR_3,C11_F_u_a_I_a_3SB_NPUR_4,C11_F_u_a_I_a_3SB_NPUR_5,C11_F_u_a_I_a_3SB_NPUR_6m,C11_FUA_In_a_3_st_b_To,C11_F_u_a_4mor_s_b_NPUR_1,C11_F_u_a_4mor_s_b_NPUR_2,C11_F_u_a_4mor_s_b_NPUR_3,C11_F_u_a_4mor_s_b_NPUR_4,C11_F_u_a_4mor_s_b_NPUR_5,C11_F_u_a_4m_s_b_NPUR_6mor,C11_FUA_4mor_st_bl_Tot,C11_FUA_AH_NPUR_1,C11_FUA_AH_NPUR_2,C11_FUA_AH_NPUR_3,C11_FUA_AH_NPUR_4,C11_FUA_AH_NPUR_5,C11_FUA_AH_NPUR_6mo,C11_FUA_AH_Tot,C11_FUA_To_NPUR_1,C11_FUA_To_NPUR_2,C11_FUA_To_NPUR_3,C11_FUA_To_NPUR_4,C11_FUA_To_NPUR_5,C11_FUA_To_NPUR_6mo,C11_FUA_To_To,C11_OD_CCH_NPUR_1,C11_OD_CCH_NPUR_2,C11_OD_CCH_NPUR_3,C11_OD_CCH_NPUR_4,C11_OD_CCH_NPUR_5,C11_OD_CCH_NPUR_6mo,C11_OD_CCH_Tot,C11_OD_IHTSO_NPUR_1,C11_OD_IHTSO_NPUR_2,C11_OD_IHTSO_NPUR_3,C11_OD_IHTSO_NPUR_4,C11_OD_IHTSO_NPUR_5,C11_OD_IHTSO_NPUR_6mo,C11_OD_IHTSO_Tot,C11_OD_H_f_a_s_o_NPUR_1,C11_OD_H_f_a_s_o_NPUR_2,C11_OD_H_f_a_s_o_NPUR_3,C11_OD_H_f_a_s_o_NPUR_4,C11_OD_H_f_a_s_o_NPUR_5,C11_OD_H_f_a_s_o_NPUR_6mor,C11_OD_H_f_a_s_o_TO,C11_OD_Tot_NPUR_1,C11_OD_Tot_NPUR_2,C11_OD_Tot_NPUR_3,C11_OD_Tot_NPUR_4,C11_OD_Tot_NPUR_5,C11_OD_Tot_NPUR_6mor,C11_OD_T_T,C11_DS_ns_NPUR_1,C11_DS_ns_NPUR_2,C11_DS_ns_NPUR_3,C11_DS_ns_NPUR_4,C11_DS_ns_NPUR_5,C11_DS_ns_NPUR_6more,C11_Dwg_st_NS_T,C11_Tot_NPUR_1,C11_Tot_NPUR_2,C11_Tot_NPUR_3,C11_Tot_NPUR_4,C11_Tot_NPUR_5,C11_Tot_NPUR_6more,C11_T_T
101011001,0,0,5,2363,2686,1114,1022,478,165,7828,1854,2522,1136,981,436,187,7116,273,133,42,26,13,4,491,22,27,7,0,0,5,61,295,160,49,26,13,9,552,273,74,18,10,0,0,375,22,11,3,0,0,0,36,30,6,0,0,0,0,36,3,0,0,0,0,0,3,328,91,21,10,0,0,450,50,22,3,0,0,0,75,0,0,0,0,0,0,0,19,16,6,7,0,4,52,69,38,9,7,0,4,127,4,0,0,0,0,0,4,2550,2811,1215,1024,449,200,8249
101011002,0,0,14,941,1618,570,564,288,132,4113,1007,1741,558,525,283,124,4238,43,18,3,0,0,0,64,0,3,0,0,0,0,3,43,21,3,0,0,0,67,10,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,10,6,0,0,0,0,16,14,12,0,0,0,0,26,4,0,0,3,0,0,7,4,0,4,0,0,0,8,22,12,4,3,0,0,41,8,6,7,4,4,0,29,1090,1786,572,532,287,124,4391
101011003,0,0,0,572,753,294,286,186,64,2155,443,754,302,319,174,63,2055,90,44,7,7,0,0,148,0,3,3,0,0,0,6,90,47,10,7,0,0,154,26,17,3,3,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,17,3,3,0,0,49,10,3,0,3,0,0,16,0,8,0,0,0,0,8,0,0,0,3,0,3,6,10,11,0,6,0,3,30,0,0,0,0,0,0,0,569,829,315,335,174,66,2288
101011004,0,0,0,527,1211,505,531,252,108,3134,583,1338,520,621,297,139,3498,5,0,4,0,0,0,9,0,0,0,0,0,0,0,5,0,4,0,0,0,9,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,8,6,5,0,0,0,0,11,8,6,3,3,0,0,20,0,5,0,3,0,0,8,4,9,3,0,0,0,16,12,20,6,6,0,0,44,0,0,0,0,0,0,0,606,1363,530,627,297,139,3562
101011005,0,0,0,1050,1282,548,496,263,150,3789,817,1206,523,485,242,142,3415,122,39,8,4,0,0,173,0,0,3,0,0,0,3,122,39,11,4,0,0,176,158,39,6,6,0,0,209,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,162,39,6,6,0,0,213,8,3,0,0,0,0,11,0,0,0,0,0,0,0,6,0,0,0,0,0,6,14,3,0,0,0,0,17,0,3,0,3,0,0,6,1115,1290,540,498,242,142,3827
101011006,0,0,3,805,1049,353,328,220,91,2846,802,1098,289,326,190,95,2800,43,12,3,0,0,0,58,0,0,3,0,0,0,3,43,12,6,0,0,0,61,10,10,3,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,13,10,3,0,0,0,26,12,8,0,0,0,0,20,3,0,0,0,0,3,6,3,3,3,3,0,3,15,18,11,3,3,0,6,41,0,0,0,0,0,0,0,876,1131,301,329,190,101,2928
101021007,0,0,0,310,374,118,104,54,15,975,362,498,158,136,58,25,1237,10,6,3,3,0,0,22,3,3,3,0,0,0,9,13,9,6,3,0,0,31,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,9,4,3,3,0,0,19,3,0,3,0,4,0,10,0,5,0,0,0,0,5,12,9,6,3,4,0,34,0,0,0,0,0,0,0,392,516,170,142,62,25,1307
101021008,0,0,0,748,971,559,599,244,128,3249,477,759,489,521,224,89,2559,135,90,43,14,6,3,291,37,34,15,9,3,3,101,172,124,58,23,9,6,392,80,25,10,3,0,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,83,25,10,3,0,0,121,11,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,3,0,3,11,3,0,0,3,0,17,0,0,0,0,0,0,0,743,911,557,547,236,95,3089
101021009,0,0,0,1572,1214,514,349,141,79,3869,510,739,379,299,147,59,2133,225,141,55,25,9,3,458,105,95,39,24,7,3,273,330,236,94,49,16,6,731,411,147,46,28,5,4,641,353,186,56,19,6,3,623,82,60,14,9,0,0,165,15,4,0,0,0,0,19,861,397,116,56,11,7,1448,10,3,0,0,0,0,13,0,0,0,0,0,0,0,8,9,0,3,0,3,23,18,12,0,3,0,3,36,8,4,0,0,3,0,15,1727,1388,589,407,177,75,4363
101021010,0,0,0,717,552,211,159,62,34,1735,134,293,150,146,52,38,813,106,76,21,16,3,0,222,90,80,39,21,6,0,236,196,156,60,37,9,0,458,215,81,30,12,4,0,342,101,42,4,10,3,0,160,111,58,22,8,3,0,202,3,0,0,0,0,0,3,430,181,56,30,10,0,707,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,3,3,0,0,0,9,6,3,3,0,0,0,12,0,0,0,0,0,0,0,766,633,269,213,71,38,1990
