region_id,C11_350_449_CF_CU15_NDS,C11_350_449_CF_NCU15_DS,C11_350_449_CF_NDCO,C11_350_449_CF_T,C11_450_549_CF_NC,C11_450_549_CF_Cu15DS_,C11_450_549_CF_CU15_NDS,C11_450_549_CF_NCU15_DS,C11_450_549_CF_NDCO,C11_450_549_CF_T,C11_550_649_CF_NC,C11_550_649_CF_Cu15DS_,C11_550_649_CF_CU15_NDS,C11_550_649_CF_NCU15_DS,C11_550_649_CF_NDCO,C11_550_649_CF_T,C11_650ov_CF_NC,C11_650ov_CF_Cu15DS_,C11_650ov_CF_CU15_NDS,C11_650ov_CF_NCU15_DS,C11_650ov_CF_NDCO,C11_650ov_CF_T,C11_Rns_CF_NC,C11_Rns_CF_Cu15DS_,C11_Rns_CF_CU15_NDS,C11_Rns_CF_NCU15_DS,C11_Rns_CF_NDCO,C11_Rns_CF_T,C11_Tot_CF_NC,C11_Tot_CF_Cu15DS_,C11_Tot_CF_CU15_NDS,C11_Tot_CF_NCU15_DS,C11_Tot_CF_NDCO,C11_Tot_CF_Tot
101011001,27,3,3,43,3,0,3,0,3,9,0,0,0,0,0,0,3,0,0,0,0,3,12,3,6,3,0,24,355,62,339,41,56,853
101011002,9,0,0,15,4,0,0,0,0,4,0,3,0,0,0,3,0,0,0,0,0,0,10,3,9,0,0,22,162,24,133,14,26,359
101011003,24,4,3,43,0,0,0,3,0,3,0,0,3,3,0,6,0,0,0,0,0,0,3,0,0,0,0,3,89,15,110,16,16,246
101011004,18,0,7,44,16,0,15,4,4,39,0,4,8,0,0,12,5,0,0,0,0,5,5,0,8,0,0,13,118,12,152,7,21,310
101011005,0,0,0,4,0,0,0,4,0,4,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,154,20,154,13,18,359
101011006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,9,0,0,19,118,20,118,12,0,268
101021007,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,4,4,0,3,0,0,0,3,48,10,52,4,7,121
101021008,60,7,5,130,8,4,18,3,3,36,3,0,4,0,3,10,0,0,3,0,0,3,3,5,4,0,3,15,135,25,147,16,30,353
101021009,63,4,14,165,18,11,27,0,7,63,3,0,9,0,0,12,0,0,4,0,0,4,4,0,6,0,3,13,309,21,231,14,33,608
101021010,28,0,0,73,13,0,13,0,4,30,4,0,4,0,0,8,3,0,5,0,0,8,4,0,3,0,0,7,173,6,130,3,7,319
101021011,33,3,3,67,15,6,17,0,0,38,6,3,20,3,0,32,3,3,8,3,0,17,7,0,3,3,0,13,128,21,139,15,9,312
101021012,46,5,6,114,23,4,48,8,5,88,10,8,33,0,4,55,14,0,18,0,6,38,0,0,15,0,3,18,207,38,331,26,33,635
101031013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,6,33,0,44,0,4,81
101031014,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,6,3,0,3,0,0,6,118,9,99,12,10,248
101031015,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,9,35,10,35,0,6,86
101031016,18,3,0,36,0,0,3,0,0,3,3,3,0,0,0,6,5,0,4,0,0,9,6,0,7,0,0,13,105,8,120,9,0,242
101041017,25,0,0,51,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,184,21,154,11,17,387
101041018,28,5,4,56,0,3,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,6,0,3,0,0,9,185,19,132,13,37,386
101041019,5,3,0,14,0,0,5,0,0,5,0,0,0,0,0,0,0,0,3,0,0,3,3,0,3,0,3,9,121,22,128,10,21,302
101041020,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,9,89,14,95,12,3,213
101041021,5,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,10,48,0,4,110
101041022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101041023,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,66,7,57,4,12,146
101041024,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,3,0,0,6,41,4,44,4,6,99
101041025,19,7,0,58,3,4,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,3,8,0,3,0,0,11,205,20,137,20,16,398
101041026,5,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,4,0,0,8,103,19,101,11,19,253
101041027,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,3,0,3,3,3,12,151,16,123,9,18,317
102011028,40,8,0,74,15,11,26,3,6,61,0,6,11,0,0,17,0,3,4,3,3,13,4,0,0,0,0,4,83,29,105,14,12,243
102011029,47,0,10,83,13,4,21,0,7,45,6,0,11,0,0,17,4,3,3,0,0,10,3,0,3,0,0,6,106,17,124,13,21,281
102011030,16,0,0,25,0,0,4,0,0,4,0,3,3,0,0,6,0,0,0,0,0,0,0,0,7,0,0,7,54,15,84,3,10,166
102011031,42,6,11,88,10,4,18,6,3,41,7,0,11,0,0,18,0,0,10,0,0,10,9,0,0,0,0,9,144,21,159,24,30,378
102011032,84,3,17,202,24,5,17,3,5,54,0,0,0,3,0,3,5,0,5,0,0,10,12,0,8,3,5,28,668,50,379,27,56,1180
102011033,43,0,6,66,0,3,8,0,4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,50,17,103,6,20,196
102011034,32,0,4,59,4,3,3,0,3,13,0,3,3,0,3,9,0,3,0,0,0,3,0,0,3,0,0,3,90,24,87,7,19,227
102011035,22,6,8,47,7,3,4,0,0,14,0,3,3,0,0,6,0,0,0,0,0,0,0,0,6,0,0,6,60,19,77,10,15,181
102011036,41,0,6,71,0,0,3,0,3,6,0,0,3,0,3,6,0,0,0,0,3,3,0,3,3,0,0,6,52,21,124,6,28,231
102011037,31,4,7,66,7,0,10,0,0,17,0,0,0,0,0,0,3,3,0,0,0,6,0,0,0,0,0,0,71,13,93,4,7,188
102011038,30,5,7,72,0,8,9,0,0,17,5,3,3,4,0,15,6,0,3,0,0,9,0,0,4,0,0,4,94,19,83,9,10,215
102011039,75,8,7,191,26,8,55,3,6,98,5,6,19,4,5,39,12,4,10,4,3,33,0,0,5,0,4,9,223,43,218,26,39,549
102011040,138,12,29,284,20,8,18,0,3,49,0,0,0,0,3,3,5,0,0,0,0,5,11,3,11,3,0,28,461,40,435,42,64,1042
102011041,40,4,3,84,21,10,25,3,3,62,3,0,8,6,0,17,5,0,7,0,0,12,3,0,0,0,0,3,123,18,118,16,15,290
102011042,54,3,13,126,6,0,13,0,0,19,0,0,0,4,0,4,9,0,0,0,0,9,14,0,3,3,0,20,301,35,189,20,42,587
102011043,38,6,3,70,3,0,3,3,3,12,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,7,130,23,139,12,21,325
102021044,65,7,18,149,5,4,11,3,0,23,0,0,9,0,0,9,3,0,4,0,0,7,10,3,7,3,0,23,317,50,309,37,60,773
102021045,51,6,13,106,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,9,140,51,241,23,35,490
102021046,13,4,4,24,0,0,0,0,3,3,3,0,0,0,0,3,0,0,0,0,0,0,7,3,3,0,0,13,148,20,125,11,29,333
102021047,50,3,19,111,6,4,15,0,0,25,4,4,5,0,0,13,0,0,5,0,0,5,7,0,0,0,0,7,151,52,219,19,45,486
102021048,38,7,6,78,4,0,5,0,0,9,3,0,3,3,0,9,0,0,0,0,0,0,12,0,6,0,0,18,327,56,320,31,54,788
102021049,3,0,0,14,3,0,3,0,0,6,0,3,3,0,0,6,4,0,0,0,0,4,3,0,3,0,4,10,28,8,26,0,4,66
102021050,24,0,3,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,3,13,136,25,127,4,19,311
102021051,7,0,3,23,0,0,4,0,0,4,0,0,0,0,3,3,0,0,3,0,0,3,3,0,0,0,0,3,74,9,65,3,16,167
102021052,22,0,3,42,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,78,7,96,0,21,202
102021053,74,5,15,159,15,4,15,0,3,37,3,3,4,0,0,10,3,3,3,0,3,12,5,0,10,0,0,15,462,50,324,22,61,919
102021054,16,3,4,35,0,0,4,0,0,4,0,3,0,0,0,3,0,3,0,0,0,3,4,0,0,3,3,10,188,22,127,17,28,382
102021055,42,11,0,80,6,3,7,0,4,20,0,0,5,0,0,5,3,0,0,0,0,3,0,0,0,0,0,0,93,20,138,11,16,278
102021056,160,18,22,299,13,12,24,0,8,57,0,0,4,0,0,4,3,0,3,0,0,6,7,0,3,0,0,10,136,53,246,24,35,494
102021057,17,0,5,44,0,3,3,0,0,6,0,0,0,0,0,0,0,0,4,0,0,4,3,3,5,4,0,15,157,34,156,24,29,400
103011058,64,3,7,114,4,3,4,0,0,11,0,0,0,3,0,3,0,0,0,0,0,0,13,0,5,0,4,22,443,54,422,25,50,994
103011059,42,9,3,83,0,0,8,0,0,8,0,0,3,0,0,3,0,0,0,0,0,0,0,0,3,0,0,3,115,27,185,18,18,363
103011060,6,0,0,9,0,0,0,3,0,3,0,0,3,0,0,3,0,0,0,0,0,0,3,3,3,0,0,9,61,12,65,13,6,157
103011061,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,0,0,11,72,7,89,7,9,184
103021062,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,6,6,0,11,0,0,17,114,9,149,6,15,293
103021063,3,0,0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,158,23,126,16,17,340
103021064,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,5,4,9,0,0,18,81,15,68,6,11,181
103021065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,7,3,7,0,3,20,163,19,132,16,9,339
103021066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,7,50,10,47,4,7,118
103021067,13,3,0,22,3,3,0,3,0,9,0,0,0,0,0,0,0,0,4,0,0,4,8,0,0,0,0,8,178,24,200,15,18,435
103021068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,6,38,11,40,9,6,104
103021069,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,8,0,0,11,94,18,110,5,12,239
103031070,16,0,4,23,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,6,0,0,3,3,0,6,184,28,162,13,30,417
