region_id,C11_75_79_Sep_M,C11_75_79_Sep_F,C11_75_79_Div_M,C11_75_79_Div_F,C11_75_79_Wid_M,C11_75_79_Wid_F,C11_75_79_Nvr_marrd_M,C11_75_79_Nvr_marrd_F,C11_75_79_T_M,C11_75_79_T_F,C11_75_79_T_P,C11_80_84_Married_M,C11_80_84_Married_F,C11_80_84_Sep_M,C11_80_84_Sep_F,C11_80_84_Div_M,C11_80_84_Div_F,C11_80_84_Wid_M,C11_80_84_Wid_F,C11_80_84_Nvr_marrd_M,C11_80_84_Nvr_marrd_F,C11_80_84_T_M,C11_80_84_T_F,C11_80_84_T_P,C11_85o_Married_M,C11_85o_Married_F,C11_85o_Seprtd_M,C11_85o_Seprtd_F,C11_85o_Divorce_M,C11_85o_Divorce_F,C11_85o_Wid_M,C11_85o_Wid_F,C11_85o_Nvr_mard_M,C11_85o_Nvr_mard_F,C11_85o_T_M,C11_85o_T_F,C11_85o_T_P,C11_OS_visitrs_Marr_M,C11_OS_visitrs_Marr_F,C11_OS_visitr_Separ_M,C11_OS_visitr_Separ_F,C11_OS_visit_Divorc_M,C11_OS_visit_Divorc_F,C11_OS_visito_Widow_M,C11_OS_visito_Widow_F,C11_OS_vis_Nvr_marr_M,C11_OS_vis_Nvr_marr_F,C11_OS_vis_T_M,C11_OS_vis_T_F,C11_OS_vis_T_P,C11_T_Married_M,C11_T_Married_F,C11_Tot_Sep_M,C11_Tot_Sep_F,C11_Tot_Div_M,C11_Tot_Div_F,C11_Tot_Wid_M,C11_Tot_Wid_F,C11_Tot_nver_marrie_M,C11_Tot_nver_marrie_F,C11_Tot_T_M,C11_Tot_T_F,C11_Tot_T_P
101011001,10,5,17,44,45,183,25,17,288,406,694,157,103,4,3,14,27,49,218,15,18,239,369,608,80,53,3,3,5,18,57,274,13,25,158,373,531,17,13,0,3,3,0,3,0,16,17,39,33,72,4091,3794,347,389,740,943,271,1069,3484,2685,8933,8880,17813
101011002,10,3,12,10,42,75,17,3,234,191,425,85,40,5,5,3,3,29,64,10,0,132,112,244,33,16,0,0,9,3,34,77,3,4,79,100,179,5,4,0,3,0,0,0,0,5,9,10,16,26,2591,2605,159,158,389,389,182,427,1304,966,4625,4545,9170
101011003,0,0,7,6,15,47,3,3,90,108,198,54,30,0,3,4,8,20,66,3,0,81,107,188,32,19,3,3,3,0,23,81,7,3,68,106,174,3,3,0,0,0,0,0,0,0,3,3,6,9,1292,1276,68,82,161,227,89,299,786,661,2396,2545,4941
101011004,3,0,9,3,4,26,3,5,84,81,165,51,20,0,0,0,0,9,23,3,4,63,47,110,8,8,0,3,4,0,5,40,3,0,20,51,71,3,3,0,0,0,0,3,0,14,13,20,16,36,2368,2387,102,97,328,316,67,182,1068,963,3933,3945,7878
101011005,7,6,15,14,17,85,12,5,158,187,345,57,41,0,0,7,7,29,114,7,18,100,180,280,43,24,0,0,3,3,37,159,4,28,87,214,301,3,4,0,0,0,0,0,0,3,3,6,7,13,1905,1901,118,149,309,369,130,558,1313,1131,3775,4108,7883
101011006,3,3,7,3,22,54,13,3,112,128,240,51,29,5,0,11,4,23,65,9,6,99,104,203,28,8,0,0,4,3,11,84,6,9,49,104,153,0,0,0,0,0,0,0,0,0,7,0,7,7,1534,1521,102,107,272,240,108,348,826,651,2842,2867,5709
101021007,3,0,5,3,8,20,0,6,49,50,99,20,5,0,0,4,0,3,22,6,0,33,27,60,11,0,0,0,0,0,8,42,0,0,19,42,61,3,0,0,0,0,0,0,0,3,3,6,3,9,710,669,40,46,140,146,45,145,410,293,1345,1299,2644
101021008,5,0,6,9,6,36,0,0,72,77,149,29,14,3,0,4,0,5,40,0,3,41,57,98,5,3,0,0,0,0,6,47,0,0,11,50,61,3,0,0,0,0,0,0,0,4,4,7,4,11,1564,1572,107,150,241,324,73,266,1328,1168,3313,3480,6793
101021009,8,4,17,7,12,87,5,4,121,166,287,78,43,0,3,6,13,19,97,12,5,115,161,276,25,9,4,3,8,10,28,176,7,7,72,205,277,7,13,0,3,0,0,0,0,15,10,22,26,48,1714,1640,212,149,486,479,106,497,2050,1534,4568,4299,8867
101021010,0,0,8,6,0,26,3,0,35,49,84,22,7,0,0,0,0,6,21,0,4,28,32,60,3,4,0,0,0,3,3,31,3,0,9,38,47,10,4,0,0,0,3,0,0,0,5,10,12,22,846,807,98,66,198,203,22,136,911,709,2075,1921,3996
101021011,5,3,6,3,13,19,6,3,81,68,149,40,26,3,0,5,3,6,28,3,0,57,57,114,12,3,0,0,0,0,8,22,4,0,24,25,49,3,6,0,0,3,3,0,0,4,13,10,22,32,3160,3148,151,143,416,423,77,191,1683,1458,5487,5363,10850
101021012,0,3,7,3,7,24,0,3,54,59,113,20,13,0,0,0,6,5,22,0,4,25,45,70,15,4,0,0,0,4,5,22,0,0,20,30,50,13,14,0,0,3,4,3,3,8,6,27,27,54,2590,2701,99,138,273,390,56,170,1518,1381,4536,4780,9316
101031013,3,0,0,5,8,20,5,0,40,40,80,14,12,0,0,4,0,9,21,3,4,30,37,67,13,11,3,0,0,3,9,42,5,0,30,56,86,3,0,3,0,3,0,0,0,3,3,12,3,15,499,474,43,38,84,89,43,131,330,207,999,939,1938
101031014,4,3,13,10,11,57,4,3,115,120,235,39,29,0,3,6,13,10,82,5,0,60,127,187,44,27,0,0,0,8,30,99,5,11,79,145,224,3,0,0,0,0,0,0,3,7,6,10,9,19,1293,1253,84,101,224,284,79,371,1007,740,2687,2749,5436
101031015,4,0,3,3,5,21,0,0,49,45,94,15,13,4,0,3,0,10,12,3,0,35,25,60,10,4,0,0,0,0,9,15,0,3,19,22,41,0,3,0,0,0,0,0,0,12,9,12,12,24,807,800,48,29,138,117,55,87,407,338,1455,1371,2826
101031016,5,3,9,9,12,26,5,5,123,95,218,51,23,0,0,8,3,10,23,6,0,75,49,124,18,0,0,0,0,4,10,30,6,3,34,37,71,23,19,0,3,6,3,0,4,194,162,223,191,414,3459,2887,199,135,511,463,96,184,3879,2713,8144,6382,14526
101041017,0,0,21,18,13,49,4,4,166,152,318,73,55,4,3,6,15,28,71,4,3,115,147,262,45,32,0,0,3,4,29,117,5,0,82,153,235,4,7,0,0,3,4,0,0,5,8,12,19,31,1588,1577,87,115,331,359,111,397,896,722,3013,3170,6183
101041018,3,0,14,14,14,72,8,5,191,201,392,115,57,4,0,8,4,37,83,5,3,169,147,316,51,42,3,0,0,6,50,135,0,11,104,194,298,11,10,0,0,0,3,0,0,8,0,19,13,32,1752,1789,123,130,279,417,165,461,879,759,3198,3556,6754
101041019,4,3,11,9,11,60,12,4,130,145,275,68,41,0,3,6,3,13,79,5,7,92,133,225,39,25,0,0,3,5,27,108,0,3,69,141,210,4,0,0,0,0,0,0,0,4,5,8,5,13,1541,1528,97,138,278,351,107,400,1100,943,3123,3360,6483
