region_id,C11_OTT_DS_FUA,C11_OTT_DS_OD,C11_OTT_DS_NS_,C11_OTT_Tot,C11_TT_NS_DS_Sep_house,C11_TT_NS_DS_SemiDRTHT,C11_TT_NS_DS_FUA,C11_TT_NS_DS_OD,C11_TT_NS_DS_NS_,C11_TT_NS_T,C11_Tot_DS_Sep_house,C11_Tot_DS_SemiDRTHT,C11_Tot_DS_FUA,C11_Tot_DS_OD,C11_Tot_DS_NS_,C11_T_T
101011001,3,3,0,50,313,33,40,28,0,414,7301,574,488,177,6,8546
101011002,0,3,0,46,220,5,3,5,0,233,4451,70,18,58,27,4624
101011003,0,0,0,33,109,11,8,17,0,145,2118,162,56,48,0,2384
101011004,0,0,0,33,180,0,0,9,0,189,3667,10,12,55,0,3744
101011005,15,0,0,32,214,18,23,0,0,255,3548,186,235,28,6,4003
101011006,0,0,0,48,137,7,0,12,0,156,2904,64,25,49,0,3042
101021007,0,0,0,8,85,0,0,14,0,99,1316,31,6,45,0,1398
101021008,0,0,0,20,148,22,14,33,0,217,2660,406,135,41,0,3242
101021009,12,3,0,46,114,51,184,11,0,360,2210,775,1628,60,12,4685
101021010,4,0,0,11,40,23,76,3,0,142,850,479,788,15,0,2132
101021011,0,3,0,32,255,10,3,45,0,313,4565,48,17,192,3,4825
101021012,0,0,0,17,93,31,8,0,0,132,3513,606,116,9,0,4244
101031013,0,0,0,11,45,0,0,3,0,48,1003,12,14,13,0,1042
101031014,3,0,0,17,107,19,12,6,0,144,2435,199,131,27,7,2799
101031015,0,0,0,14,58,6,0,10,0,74,1220,55,0,42,3,1320
101031016,11,3,5,42,184,46,97,118,464,909,1808,317,491,168,521,3305
101041017,15,0,3,42,134,23,54,11,3,225,2438,259,368,93,9,3167
101041018,3,5,0,17,202,40,33,25,0,300,2761,323,298,103,0,3485
101041019,6,3,0,23,138,10,17,10,0,175,2774,123,304,77,13,3291
101041020,3,0,0,31,190,3,3,11,0,207,3347,25,18,82,3,3475
101041021,0,0,0,37,63,11,0,3,0,77,955,184,12,67,3,1221
101041022,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,22
101041023,0,0,0,7,33,5,4,8,0,50,1071,78,124,83,0,1356
101041024,0,9,0,16,74,4,3,7,0,88,1235,4,8,74,5,1326
101041025,3,3,0,55,131,47,56,8,0,242,3009,582,611,118,0,4320
101041026,0,0,3,23,116,16,0,4,0,136,2945,178,88,47,3,3261
101041027,8,0,0,46,165,19,23,71,0,278,3156,262,299,210,6,3933
102011028,0,0,0,7,95,12,11,10,0,128,2188,122,80,113,0,2503
102011029,23,0,0,36,179,4,21,4,0,208,3779,40,141,59,0,4019
102011030,0,0,0,23,108,16,0,8,0,132,1465,90,6,52,6,1619
