region_id,C11_Tot_res_Bo_par_bo_os,C11_Tot_res_Fa_onl_bo_os,C11_Tot_res_Mo_onl_bo_os,C11_Tot_res_Bo_pa_bo_Aus,C11_Tot_resp_Bplace_ns,C11_Tot_resp_Tot_resp,C11_T_P_BP_B_OS,C11_T_P_Fa_only_bor_os,C11_T_P_Mo_O_B_OS,C11_T_P_BP_B_Aus,C11_T_P_Bplace_NS,C11_T_P_Tot_resp
101011001,2383,1661,1090,21419,1982,28535,2015,1004,646,16295,1857,21817
101011002,1625,891,662,11099,741,15018,1329,549,409,8340,681,11308
101011003,779,517,441,6047,533,8317,631,309,266,4553,494,6253
101011004,1777,1165,873,9475,669,13959,1457,679,523,6910,631,10200
101011005,852,725,465,10508,785,13335,717,437,303,7942,715,10114
101011006,655,387,333,7537,443,9355,550,242,199,5757,396,7144
101021007,560,417,254,2930,316,4477,462,239,157,2104,296,3258
101021008,2310,887,606,6840,564,11207,2027,554,359,5134,534,8608
101021009,3439,1093,729,7343,974,13578,3025,646,442,5351,932,10396
101021010,1588,540,334,3422,342,6226,1370,330,206,2509,328,4743
101021011,3288,1827,1410,12012,1042,19579,2669,1088,832,8773,979,14341
101021012,3346,1707,1220,9994,511,16778,2811,1036,726,7385,467,12425
101031013,255,173,129,2383,136,3076,235,110,80,1830,122,2377
101031014,1440,626,475,5662,677,8880,1228,388,280,4230,661,6787
101031015,650,359,266,3236,219,4730,558,224,159,2388,215,3544
101031016,3163,2189,1768,13590,2898,23608,2544,1291,1049,9588,2796,17268
101041017,1539,676,495,6532,663,9905,1286,427,304,4863,621,7501
101041018,1673,805,593,6865,750,10686,1443,493,363,5133,689,8121
101041019,1026,741,577,7821,536,10701,839,456,344,5831,492,7962
101041020,1538,910,645,7789,578,11460,1251,543,390,5731,526,8441
101041021,530,355,224,2515,180,3804,448,220,147,1834,173,2822
101041022,3,12,0,58,0,73,8,9,0,38,0,55
101041023,549,299,181,3077,152,4258,448,175,116,2315,142,3196
101041024,525,295,228,2915,231,4194,442,180,136,2186,201,3145
