region_id,C11_P_35_39_Tot_LF,C11_P_35_39_Notin_LF,C11_P_35_39_LF_NS,C11_P_35_39_Tot,C11_P_40_44_Em_FT,C11_P_40_44_Em_PT,C11_P_40_44_Em_AFW,C11_P_40_44_Em_Hrs_NS,C11_P_40_44_Em_Tot,C11_P_40_44_Unem_Look_FT,C11_P_40_44_Unem_Look_PT,C11_P_40_44_Unem_Tot,C11_P_40_44_Tot_LF,C11_P_40_44_Notin_LF,C11_P_40_44_LF_NS,C11_P_40_44_Tot,C11_P_45_49_Em_FT,C11_P_45_49_Em_PT,C11_P_45_49_Em_AFW,C11_P_45_49_Em_Hrs_NS,C11_P_45_49_Em_Tot,C11_P_45_49_Unem_Look_FT,C11_P_45_49_Unem_Look_PT,C11_P_45_49_Unem_Tot,C11_P_45_49_Tot_LF,C11_P_45_49_Notin_LF,C11_P_45_49_LF_NS,C11_P_45_49_Tot,C11_P_50_54_Em_FT,C11_P_50_54_Em_PT,C11_P_50_54_Em_AFW,C11_P_50_54_Em_Hrs_NS,C11_P_50_54_Em_Tot,C11_P_50_54_Unem_Look_FT,C11_P_50_54_Unem_Look_PT,C11_P_50_54_Unem_Tot,C11_P_50_54_Tot_LF,C11_P_50_54_Notin_LF,C11_P_50_54_LF_NS,C11_P_50_54_Tot,C11_P_55_59_Em_FT,C11_P_55_59_Em_PT,C11_P_55_59_Em_AFW,C11_P_55_59_Em_Hrs_NS,C11_P_55_59_Em_Tot,C11_P_55_59_Unem_Look_FT,C11_P_55_59_Unem_Look_PT,C11_P_55_59_Unem_Tot,C11_P_55_59_Tot_LF,C11_P_55_59_Notin_LF,C11_P_55_59_LF_NS,C11_P_55_59_Tot,C11_P_60_64_Em_FT,C11_P_60_64_Em_PT,C11_P_60_64_Em_AFW,C11_P_60_64_Em_Hrs_NS,C11_P_60_64_Em_Tot,C11_P_60_64_Unem_Look_FT,C11_P_60_64_Unem_Look_PT,C11_P_60_64_Unem_Tot,C11_P_60_64_Tot_LF,C11_P_60_64_Notin_LF,C11_P_60_64_LF_NS,C11_P_60_64_Tot,C11_P_65_69_Em_FT,C11_P_65_69_Em_PT,C11_P_65_69_Em_AFW,C11_P_65_69_Em_Hrs_NS,C11_P_65_69_Em_Tot,C11_P_65_69_Unem_Look_FT,C11_P_65_69_Unem_Look_PT,C11_P_65_69_Unem_Tot,C11_P_65_69_Tot_LF,C11_P_65_69_Notin_LF,C11_P_65_69_LF_NS,C11_P_65_69_Tot,C11_P_70_74_Em_FT,C11_P_70_74_Em_PT,C11_P_70_74_Em_AFW,C11_P_70_74_Em_Hrs_NS,C11_P_70_74_Em_Tot,C11_P_70_74_Unem_Look_FT,C11_P_70_74_Unem_Look_PT,C11_P_70_74_Unem_Tot,C11_P_70_74_Tot_LF,C11_P_70_74_Notin_LF,C11_P_70_74_LF_NS,C11_P_70_74_Tot,C11_P_75over_Emp_Wor_ft,C11_P_75ov_Em_Work_pt,C11_P_75ov_Em_Aw_fr_w,C11_P_75ov_Emp_Hou_w_ns,C11_P_75andOver_Em_Tot,C11_P_75over_Unem_Lo_ft_w,C11_P_75over_Unem_Lo_pt_w,C11_P_75over_Unemp_Tot,C11_P_75over_Tot_lab_for,C11_P_75over_N_lab_forc,C11_P_75over_LF_NS,C11_P_75over_Tot,C11_P_Tot_Em_FT,C11_P_Tot_Em_PT,C11_P_Tot_Em_AFW,C11_P_Tot_Em_Hrs_NS,C11_P_Tot_Em_Tot,C11_P_Tot_Unem_Look_FT,C11_P_Tot_Unem_Look_PT,C11_P_Tot_Unem_Tot,C11_P_T_T_labo_for,C11_P_Tot_Notin_LF,C11_P_Tot_LF_NS,C11_P_T_T
101011001,1106,295,59,1460,743,283,35,24,1085,44,15,59,1144,265,73,1482,765,330,31,23,1149,31,10,41,1190,280,66,1536,783,255,33,19,1090,26,12,38,1128,270,43,1441,615,237,39,17,908,26,13,39,947,397,56,1400,348,194,29,10,581,8,14,22,603,599,39,1241,101,91,7,6,205,3,0,3,208,834,57,1099,24,40,6,0,70,0,6,6,76,702,62,840,16,28,5,4,53,0,0,0,53,1533,244,1830,6137,2822,377,219,9555,390,223,613,10168,6676,894,17738
101011002,520,104,21,645,388,183,19,16,606,13,9,22,628,100,30,758,492,200,18,13,723,14,6,20,743,124,34,901,434,186,34,15,669,16,7,23,692,157,38,887,403,182,28,0,613,13,7,20,633,218,33,884,285,179,10,11,485,9,14,23,508,405,36,949,139,98,10,0,247,0,3,3,250,492,40,782,74,45,4,9,132,0,0,0,132,422,25,579,60,51,7,14,132,0,0,0,132,649,70,851,3318,1652,186,120,5276,126,86,212,5488,3244,411,9143
101011003,349,52,25,426,280,102,11,3,396,7,7,14,410,53,25,488,251,70,9,9,339,0,0,0,339,38,21,398,240,79,14,6,339,4,6,10,349,67,15,431,178,79,12,3,272,3,0,3,275,80,11,366,101,71,19,5,196,4,0,4,200,160,9,369,24,27,3,6,60,0,0,0,60,202,13,275,9,22,3,0,34,0,0,0,34,165,18,217,4,12,0,0,16,0,3,3,19,450,88,557,1934,881,141,62,3018,53,38,91,3109,1523,297,4929
101011004,688,88,26,802,516,186,30,9,741,6,0,6,747,92,32,871,532,162,28,10,732,3,7,10,742,70,29,841,503,157,19,13,692,7,7,14,706,100,27,833,371,144,29,8,552,4,0,4,556,174,30,760,245,151,29,3,428,3,3,6,434,258,18,710,128,77,15,5,225,3,0,3,228,274,27,529,41,44,6,3,94,3,0,3,97,210,17,324,24,26,0,3,53,0,0,0,53,252,40,345,3555,1559,248,102,5464,61,51,112,5576,1955,315,7846
101011005,477,133,23,633,307,154,8,4,473,15,19,34,507,81,29,617,317,157,12,5,491,12,6,18,509,110,20,639,281,145,7,14,447,19,4,23,470,113,40,623,241,115,19,7,382,9,5,14,396,184,37,617,146,125,12,9,292,11,3,14,306,302,44,652,57,48,6,7,118,3,3,6,124,331,29,484,15,25,0,3,43,0,0,0,43,369,25,437,13,16,6,4,39,0,0,0,39,794,93,926,2468,1399,135,102,4104,171,105,276,4380,3018,465,7863
101011006,295,71,17,383,206,115,17,12,350,14,6,20,370,98,22,490,270,97,16,8,391,10,0,10,401,86,5,492,279,100,11,12,402,14,7,21,423,107,15,545,221,98,16,7,342,0,6,6,348,167,10,525,157,98,10,8,273,13,3,16,289,291,15,595,72,55,6,0,133,3,3,6,139,331,25,495,40,19,6,3,68,3,0,3,71,270,17,358,26,21,4,7,58,0,0,0,58,488,51,597,1886,884,125,95,2990,112,55,167,3157,2318,226,5701
101021007,174,32,17,223,93,71,7,8,179,3,0,3,182,35,21,238,104,59,11,10,184,3,0,3,187,24,21,232,149,64,5,4,222,3,0,3,225,48,17,290,104,51,4,0,159,6,0,6,165,68,13,246,76,64,3,4,147,3,4,7,154,125,9,288,25,38,3,0,66,0,0,0,66,151,9,226,29,12,0,0,41,0,0,0,41,124,6,171,17,8,0,0,25,0,0,0,25,178,20,223,888,526,55,34,1503,42,13,55,1558,900,173,2631
101021008,523,63,24,610,408,122,17,18,565,0,8,8,573,72,34,679,411,108,19,6,544,14,0,14,558,82,27,667,385,91,22,20,518,8,0,8,526,73,22,621,282,67,15,8,372,9,7,16,388,125,23,536,143,67,10,8,228,3,3,6,234,171,30,435,43,34,3,3,83,0,0,0,83,208,15,306,4,15,4,0,23,0,0,0,23,188,17,228,0,4,0,0,4,0,0,0,4,275,29,308,3175,1083,174,127,4559,99,53,152,4711,1724,348,6783
101021009,659,91,49,799,445,122,15,14,596,15,8,23,619,69,60,748,431,98,19,15,563,15,0,15,578,78,48,704,385,89,24,6,504,11,3,14,518,107,46,671,282,97,22,7,408,9,3,12,420,149,37,606,196,73,16,9,294,9,0,9,303,213,32,548,42,32,0,3,77,0,0,0,77,261,35,373,15,10,0,0,25,0,0,0,25,255,34,314,0,8,0,0,8,0,3,3,11,696,135,842,4001,1171,228,110,5510,140,68,208,5718,2382,718,8818
101021010,301,30,19,350,231,52,10,7,300,5,6,11,311,39,14,364,219,53,9,3,284,6,0,6,290,31,15,336,240,58,13,3,314,0,3,3,317,40,23,380,143,48,13,0,204,0,3,3,207,54,23,284,78,41,5,0,124,0,3,3,127,94,14,235,36,20,3,0,59,0,3,3,62,92,11,165,9,7,0,0,16,0,0,0,16,80,9,105,5,3,0,0,8,0,0,0,8,151,34,193,2012,618,122,36,2788,44,40,84,2872,840,265,3977
101021011,835,90,59,984,746,263,30,19,1058,8,5,13,1071,103,52,1226,845,220,36,19,1120,7,7,14,1134,85,70,1289,774,207,47,6,1034,15,3,18,1052,116,57,1225,586,193,33,7,819,9,4,13,832,188,71,1091,327,179,19,13,538,0,4,4,542,333,52,927,96,91,10,6,203,0,0,0,203,312,27,542,28,38,3,0,69,3,0,3,72,248,17,337,12,17,0,0,29,0,0,0,29,251,32,312,5179,2065,364,126,7734,93,82,175,7909,2344,563,10816
101021012,943,77,18,1038,887,240,35,17,1179,7,6,13,1192,89,26,1307,806,185,39,10,1040,11,0,11,1051,82,40,1173,553,126,25,10,714,5,3,8,722,66,23,811,368,99,20,0,487,9,3,12,499,115,21,635,171,78,12,5,266,6,6,12,278,146,11,435,34,28,10,3,75,0,3,3,78,156,9,243,11,8,0,3,22,0,0,0,22,157,8,187,0,4,0,0,4,0,0,0,4,223,4,231,5036,1714,331,100,7181,91,70,161,7342,1675,248,9265
101031013,95,15,7,117,78,33,4,3,118,0,0,0,118,25,9,152,86,44,3,3,136,3,0,3,139,31,6,176,100,36,5,0,141,6,0,6,147,46,0,193,91,28,5,0,124,5,0,5,129,54,10,193,58,43,4,3,108,0,0,0,108,80,5,193,30,21,0,3,54,0,0,0,54,92,3,149,13,7,0,0,20,0,0,0,20,68,4,92,11,12,0,0,23,0,0,0,23,179,26,228,701,326,42,24,1093,35,8,43,1136,703,85,1924
101031014,332,75,21,428,206,96,15,7,324,9,4,13,337,93,17,447,269,116,11,4,400,14,5,19,419,72,14,505,261,91,15,0,367,9,0,9,376,93,12,481,190,81,19,7,297,5,6,11,308,97,6,411,131,78,10,7,226,6,3,9,235,170,19,424,39,42,8,6,95,3,0,3,98,223,11,332,13,20,0,0,33,0,0,0,33,231,16,280,9,12,0,0,21,0,0,0,21,591,35,647,1890,918,115,56,2979,116,54,170,3149,2063,206,5418
101031015,162,44,10,216,140,72,7,8,227,6,4,10,237,37,15,289,157,64,11,0,232,5,0,5,237,38,14,289,167,56,14,0,237,4,0,4,241,43,27,311,104,56,6,5,171,3,4,7,178,61,7,246,78,45,0,11,134,4,0,4,138,118,5,261,49,31,0,7,87,0,0,0,87,141,12,240,31,19,3,0,53,0,0,0,53,92,15,160,11,13,0,0,24,0,0,0,24,153,15,192,1063,550,64,41,1718,31,29,60,1778,871,152,2801
101031016,883,90,184,1157,640,243,47,19,949,15,3,18,967,89,200,1256,662,209,59,12,942,5,7,12,954,75,163,1192,665,214,74,9,962,9,4,13,975,106,187,1268,482,213,56,5,756,8,0,8,764,179,150,1093,273,198,23,12,506,3,7,10,516,352,104,972,108,111,21,6,246,3,0,3,249,368,90,707,32,47,14,3,96,0,0,0,96,272,45,413,32,28,5,0,65,0,0,0,65,295,52,412,5612,2778,526,149,9065,84,153,237,9302,2733,2081,14116
