region_id,C06_Oth_rel_affi_0_14,C06_Oth_rel_aff_15_24,C06_Oth_rel_aff_25_34,C06_Oth_rel_aff_35_44,C06_Oth_rel_aff_45_54,C06_Oth_rel_aff_55_64,C06_Oth_rel_aff_65_74,C06_Oth_rel_aff_75_84,C06_Oth_rel_affil_85ov,C06_Oth_rel_affil_Tot,C06_Rel_NS_0_14,C06_Rel_NS_15_24,C06_Rel_NS_25_34,C06_Rel_NS_35_44,C06_Rel_NS_45_54,C06_Rel_NS_55_64,C06_Rel_NS_65_74,C06_Rel_NS_75_84,C06_Rel_NS_85ov,C06_Rel_NS_T,C06_OS_vis_0_14,C06_OS_vis_15_24,C06_OS_vis_25_34,C06_OS_vis_35_44,C06_OS_vis_45_54,C06_OS_vis_55_64,C06_OS_vis_65_74,C06_OS_vis_75_84,C06_OS_vis_85ov,C06_OS_vis_Tot,C06_Tot_0_14_yrs,C06_Tot_15_24_yrs,C06_Tot_25_34_yrs,C06_Tot_35_44_yrs,C06_Tot_45_54_yrs,C06_Tot_55_64_yrs,C06_Tot_65_74_yrs,C06_Tot_75_84_yrs,C06_Tot_85o,C06_T_T,C11_Buddhism_0_14_yrs,C11_Buddhism_15_24,C11_Buddhism_25_34,C11_Buddhism_35_44,C11_Buddhism_45_54,C11_Buddhism_55_64,C11_Buddhism_65_74,C11_Buddhism_75_84,C11_Buddhism_85oe,C11_Buddhism_Tot,C11_Christ_Angli_0_14,C11_Christ_Angl_15_24,C11_Christ_Angl_25_34,C11_Christ_Angl_35_44,C11_Christ_Angl_45_54,C11_Christ_Angl_55_64,C11_Christ_Angl_65_74,C11_Christ_Angl_75_84,C11_Christ_Anglic_85oe,C11_Christ_Anglic_Tot,C11_Chr_Ass_Apo_0_14,C11_Chr_Ass_Apo_15_24,C11_Chr_Ass_Apo_25_34,C11_Chr_Ass_Apo_35_44,C11_Chr_Ass_Apo_45_54,C11_Chr_Ass_Apo_55_64,C11_Chr_Ass_Apo_65_74,C11_Chr_Ass_Apo_75_84,C11_Chr_Ass_Apo_85ov,C11_Chr_Ass_Apo_Tot,C11_Christ_Bapt_0_14,C11_Christ_Bapt_15_24,C11_Christ_Bapt_25_34,C11_Christ_Bapt_35_44,C11_Christ_Bapt_45_54,C11_Christ_Bapt_55_64,C11_Christ_Bapt_65_74,C11_Christ_Bapt_75_84,C11_Christ_Bapt_85ov,C11_Christ_Bapt_Tot,C11_Christ_Breth_0_14,C11_Christ_Bret_15_24,C11_Christ_Bret_25_34,C11_Christ_Bret_35_44,C11_Christ_Bret_45_54,C11_Christ_Bret_55_64,C11_Christ_Bret_65_74,C11_Christ_Bret_75_84,C11_Christ_Breth_85ov,C11_Christ_Bret_To,C11_Christ_Cath_0_14,C11_Christ_Cath_15_24,C11_Christ_Cath_25_34,C11_Christ_Cath_35_44,C11_Christ_Cath_45_54,C11_Christ_Cath_55_64,C11_Christ_Cath_65_74,C11_Christ_Cath_75_84,C11_Christ_Catho_85ov,C11_Christ_Catho_Tot,C11_C_Chur_Christ_0_14,C11_C_Chur_Christ_15_24,C11_C_Chur_Christ_25_34,C11_C_Chur_Christ_35_44,C11_C_Chur_Christ_45_54,C11_C_Chur_Christ_55_64,C11_C_Chur_Christ_65_74,C11_C_Chur_Christ_75_84,C11_C_Chur_Christ_85ov,C11_C_Chur_Christ_Tot,C11_C_East_Ortho_0_14,C11_C_East_Ortho_15_24,C11_C_East_Ortho_25_34,C11_C_East_Ortho_35_44,C11_C_East_Ortho_45_54,C11_C_East_Ortho_55_64,C11_C_East_Ortho_65_74,C11_C_East_Ortho_75_84,C11_C_East_Ortho_85ov,C11_C_East_Ortho_To,C11_Chr_Jeh_Wit_0_14,C11_Chr_Jeh_Wit_15_24,C11_Chr_Jeh_Wit_25_34,C11_Chr_Jeh_Wit_35_44,C11_Chr_Jeh_Wit_45_54,C11_Chr_Jeh_Wit_55_64,C11_Chr_Jeh_Wit_65_74,C11_Chr_Jeh_Wit_75_84,C11_Chr_Jeh_Wit_85ov,C11_Chr_Jeh_Wit_Tot,C11_Ch_La_Da_Sai_0_14,C11_Ch_La_Da_Sa_15_24,C11_Ch_La_Da_Sa_25_34,C11_Ch_La_Da_Sa_35_44,C11_Ch_La_Da_Sa_45_54,C11_Ch_La_Da_Sa_55_64,C11_Ch_La_Da_Sa_65_74,C11_Ch_La_Da_Sa_75_84,C11_Chr_Lat_Da_Sa_85ov,C11_Chr_Lat_Da_Sa_Tot,C11_C_Luthe_0_14,C11_C_Luthe_15_24,C11_C_Luthe_25_34,C11_C_Luthe_35_44,C11_C_Luthe_45_54,C11_C_Luthe_55_64,C11_C_Luthe_65_74,C11_C_Luthe_75_84,C11_C_Luthe_85ov,C11_C_Luthe_Tot,C11_ch_Ori_Orth_0_14,C11_ch_Ori_Orth_15_24,C11_ch_Ori_Orth_25_34,C11_ch_Ori_Orth_35_44,C11_ch_Ori_Orth_45_54,C11_ch_Ori_Orth_55_64,C11_ch_Ori_Orth_65_74,C11_ch_Ori_Orth_75_84,C11_ch_Ori_Orth_85ov,C11_ch_Ori_Ort_To,C11_C_Oth_Pro_0_14,C11_C_Oth_Pro_15_24,C11_C_Oth_Pro_25_34,C11_C_Oth_Pro_35_44,C11_C_Oth_Pro_45_54,C11_C_Oth_Pro_55_64,C11_C_Oth_Pro_65_74,C11_C_Oth_Pro_75_84,C11_C_Oth_Pro_85ov,C11_C_Oth_Pro_Tot,C11_C_Pent_0_14,C11_C_Pent_15_24,C11_C_Pent_25_34,C11_C_Pent_35_44,C11_C_Pent_45_54,C11_C_Pent_55_64,C11_C_Pent_65_74,C11_C_Pent_75_84,C11_C_Pent_85ov,C11_C_Pent_Tot,C11_C_Pres_Ref_0_14,C11_C_Pres_Ref_15_24,C11_C_Pres_Ref_25_34,C11_C_Pres_Ref_35_44,C11_C_Pres_Ref_45_54,C11_C_Pres_Ref_55_64,C11_C_Pres_Ref_65_74,C11_C_Pres_Ref_75_84,C11_C_Pres_Ref_85ov,C11_C_Pres_Ref_Tot,C11_C_Sal_Army_0_14,C11_C_Sal_Army_15_24,C11_C_Sal_Army_25_34,C11_C_Sal_Army_35_44,C11_C_Sal_Army_45_54,C11_C_Sal_Army_55_64,C11_C_Sal_Army_65_74,C11_C_Sal_Army_75_84,C11_C_Sal_Army_85ov,C11_C_Sal_Army_Tot
101011001,17,33,23,13,19,3,3,0,3,114,348,342,465,356,270,205,124,72,17,2199,5,22,9,12,9,6,3,0,0,66,4067,3248,2987,3020,2843,2340,1631,1202,382,21720,29,19,22,32,19,19,4,0,0,144,1127,744,707,899,899,898,703,527,229,6733,0,0,0,0,0,0,0,0,0,0,62,46,42,45,35,30,28,16,9,313,44,37,12,23,13,0,6,0,0,135,1354,942,811,884,992,806,590,399,153,6931,0,0,0,0,3,0,0,0,0,3,16,8,10,18,23,11,14,14,0,114,15,4,11,4,7,9,17,4,4,75,5,5,5,4,5,4,0,0,0,28,7,3,7,14,11,11,6,6,5,70,7,0,4,3,0,3,0,0,0,17,0,3,3,0,10,5,0,0,0,21,26,26,15,17,27,9,9,3,0,132,48,33,38,59,94,138,85,68,25,588,7,5,8,3,10,17,7,14,0,71
101011002,11,5,0,13,7,14,3,0,0,53,212,91,71,165,166,175,87,38,12,1017,9,13,10,3,6,0,3,3,0,47,2248,1035,917,1594,1709,1756,1159,498,130,11046,0,3,3,8,12,12,8,0,0,46,582,284,218,468,593,610,479,253,59,3546,0,0,0,0,0,0,0,0,0,0,20,15,4,4,14,11,17,7,0,92,0,4,0,0,0,0,0,0,0,4,821,442,299,434,541,491,376,201,54,3659,0,3,0,0,3,0,3,0,0,9,12,4,4,16,6,15,11,3,0,71,5,0,3,0,0,6,10,0,0,24,5,0,0,0,0,5,0,0,0,10,0,0,3,4,9,11,17,4,3,51,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,3,0,0,12,3,5,3,4,3,5,3,0,0,26,14,14,15,33,64,90,67,30,20,347,9,3,8,6,3,8,0,3,0,40
101011003,6,6,6,5,4,3,3,0,0,33,84,45,39,61,63,40,25,25,5,387,5,0,0,3,0,0,3,0,0,11,1253,655,580,877,792,666,496,366,119,5804,8,4,3,6,4,3,3,0,0,31,249,169,149,237,274,269,182,150,66,1745,0,0,0,0,0,0,0,0,0,0,31,9,17,15,12,6,5,3,3,101,0,0,0,0,0,0,0,0,0,0,442,279,197,275,242,201,132,99,39,1906,0,0,0,3,0,0,0,0,0,3,0,3,3,3,3,3,3,0,0,18,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,3,3,4,0,3,15,3,5,0,3,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,3,7,3,0,4,0,0,27,12,14,11,16,27,33,19,21,8,161,3,0,3,3,3,3,0,0,0,15
101011004,11,5,3,14,9,8,0,5,0,55,208,76,66,115,133,116,46,18,6,784,0,6,15,6,0,0,0,0,0,27,2029,885,873,1453,1560,1273,583,254,54,8964,4,8,4,9,13,9,3,0,0,50,443,212,196,366,411,392,268,89,23,2400,0,0,0,0,0,0,0,0,0,0,12,5,10,12,15,10,4,3,0,71,0,0,0,0,0,0,0,0,0,0,711,302,225,449,441,343,181,68,16,2736,0,0,0,0,0,0,0,0,0,0,4,3,3,11,4,14,7,3,0,49,3,3,3,5,3,3,0,0,0,20,0,3,0,0,3,0,3,3,0,12,10,14,7,18,16,10,11,0,0,86,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,3,3,0,15,16,3,11,8,5,7,4,0,0,54,35,13,20,44,64,52,38,8,3,277,11,3,0,3,5,6,3,3,0,34
101011005,7,5,0,3,0,0,0,0,0,15,164,81,86,74,86,58,51,38,11,649,0,0,0,3,3,4,0,0,0,10,2324,1232,1154,1272,1220,1113,825,621,234,9995,3,4,4,11,4,15,0,0,0,41,487,302,235,351,388,393,316,237,106,2815,0,0,0,0,0,0,0,0,0,0,16,10,15,9,5,18,9,0,0,82,31,14,15,11,11,11,9,4,3,109,918,431,388,460,446,451,326,224,119,3763,0,0,0,0,0,0,0,0,0,0,3,4,3,9,4,9,3,3,0,38,12,5,3,5,10,8,4,0,0,47,0,4,0,0,0,0,0,0,0,4,0,3,8,5,7,14,6,4,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,12,6,0,5,3,7,5,0,0,38,44,31,24,38,58,50,51,41,15,352,8,7,3,6,10,3,7,3,0,47
101011006,7,0,3,3,7,3,0,0,0,23,129,36,47,41,61,54,37,26,6,437,0,4,0,0,0,3,4,0,0,11,1541,629,648,923,1032,1105,698,422,128,7126,0,0,3,4,0,4,4,0,0,15,368,169,156,260,335,428,296,169,63,2244,0,0,0,0,0,0,0,0,0,0,18,9,3,6,15,7,9,0,0,67,0,0,0,0,4,0,0,0,0,4,578,285,219,321,394,354,266,141,42,2600,0,0,0,3,0,0,0,0,0,3,6,3,6,3,4,3,11,4,3,43,3,0,0,3,0,3,0,3,0,12,0,0,0,3,0,3,0,0,0,6,0,0,0,0,3,9,8,0,4,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,3,0,0,0,12,19,10,12,30,40,53,53,23,8,248,0,3,5,4,5,8,0,0,0,25
101021007,3,0,3,0,3,4,0,0,0,13,45,14,18,34,46,40,27,13,12,249,0,3,3,0,0,0,0,0,0,6,410,156,195,308,382,393,258,123,55,2280,0,0,0,4,10,10,3,0,0,27,122,51,58,113,138,124,108,71,15,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,74,49,118,121,121,97,29,20,786,0,0,0,0,0,3,0,3,0,6,7,0,0,4,0,0,0,0,0,11,0,3,0,3,3,3,3,3,0,18,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,6,0,3,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,3,0,0,12,3,4,0,10,18,29,27,4,4,99,0,0,3,0,0,0,3,3,0,9
101021008,26,8,18,8,4,0,0,0,0,64,203,137,127,124,111,89,39,19,0,849,6,5,0,10,0,3,3,0,0,27,2052,1403,1299,1428,1326,925,474,247,45,9199,11,12,5,20,10,8,5,0,0,71,318,235,216,258,327,246,127,64,17,1808,0,0,0,0,0,0,0,0,0,0,8,10,9,7,3,14,10,0,3,64,14,4,3,3,3,0,0,0,0,27,622,388,364,405,397,302,202,93,25,2798,0,3,0,3,0,3,0,0,0,9,95,76,80,85,88,75,41,18,0,558,5,3,4,3,5,6,0,0,0,26,5,0,3,3,3,3,3,0,0,20,5,3,11,5,10,12,5,9,5,65,0,0,0,0,0,0,0,0,0,0,10,0,3,6,6,6,0,0,0,31,16,8,19,9,11,4,0,3,0,70,18,13,23,32,60,46,42,13,7,254,4,12,0,4,3,4,3,3,0,33
101021009,7,12,9,19,3,3,3,3,0,59,245,163,186,163,168,126,96,81,63,1291,7,0,6,21,7,9,5,0,0,55,1531,1273,1443,1405,1282,1042,697,577,216,9466,15,7,26,36,26,9,3,3,0,125,251,228,250,248,297,279,170,144,75,1942,0,0,0,0,3,3,0,0,0,6,19,15,23,11,21,13,3,4,7,116,5,5,3,0,0,4,0,0,0,17,449,370,420,393,380,327,233,219,89,2880,0,0,0,3,0,0,0,0,0,3,54,32,78,74,63,86,93,71,19,570,0,0,3,5,0,0,0,0,0,8,4,5,6,4,4,0,0,0,0,23,4,3,10,7,13,13,4,16,3,73,0,0,0,0,0,0,0,0,0,0,5,10,3,7,3,0,0,0,4,32,13,10,16,12,8,7,7,3,0,76,20,16,20,36,51,67,35,30,14,289,3,0,3,0,3,3,8,0,0,20
101021010,0,3,11,5,3,3,0,0,0,25,77,80,87,72,89,84,41,12,7,549,0,5,9,4,0,4,0,0,3,25,643,684,696,614,662,502,217,131,36,4185,17,7,15,12,10,6,0,0,0,67,106,101,109,127,169,115,47,33,16,823,0,0,0,0,0,0,0,0,0,0,4,4,8,3,15,4,7,3,0,48,17,11,6,5,6,4,0,3,0,52,244,196,225,206,198,124,75,47,17,1332,3,3,0,3,0,0,0,0,0,9,25,22,15,30,18,23,8,0,3,144,0,3,0,4,0,0,0,0,0,7,4,0,4,3,0,0,0,0,0,11,3,3,8,0,7,7,18,3,3,52,0,0,3,3,3,0,0,0,0,9,3,3,3,3,3,0,0,0,0,15,10,12,6,3,5,9,0,0,0,45,19,12,13,16,30,29,15,12,0,146,0,3,3,0,3,3,3,0,0,15
