region_id,C11_AP_45_49_NCB_2,C11_AP_45_49_NCB_3,C11_AP_45_49_NCB_4,C11_AP_45_49_NCB_5,C11_AP_45_49_NCB_6m,C11_AP_45_49_NCB_NS,C11_AP_45_49_Tot,C11_AP_50_54_NCB_0,C11_AP_50_54_NCB_1,C11_AP_50_54_NCB_2,C11_AP_50_54_NCB_3,C11_AP_50_54_NCB_4,C11_AP_50_54_NCB_5,C11_AP_50_54_NCB_6m,C11_AP_50_54_NCB_NS,C11_AP_50_54_Tot,C11_AP_55_59_NCB_0,C11_AP_55_59_NCB_1,C11_AP_55_59_NCB_2,C11_AP_55_59_NCB_3,C11_AP_55_59_NCB_4,C11_AP_55_59_NCB_5,C11_AP_55_59_NCB_6m,C11_AP_55_59_NCB_NS,C11_AP_55_59_Tot,C11_AP_60_64_NCB_0,C11_AP_60_64_NCB_1,C11_AP_60_64_NCB_2,C11_AP_60_64_NCB_3,C11_AP_60_64_NCB_4,C11_AP_60_64_NCB_5,C11_AP_60_64_NCB_6m,C11_AP_60_64_NCB_NS,C11_AP_60_64_Tot,C11_AP_65_69_NCB_0,C11_AP_65_69_NCB_1,C11_AP_65_69_NCB_2,C11_AP_65_69_NCB_3,C11_AP_65_69_NCB_4,C11_AP_65_69_NCB_5,C11_AP_65_69_NCB_6m,C11_AP_65_69_NCB_NS,C11_AP_65_69_Tot,C11_AP_70_74_NCB_0,C11_AP_70_74_NCB_1,C11_AP_70_74_NCB_2,C11_AP_70_74_NCB_3,C11_AP_70_74_NCB_4,C11_AP_70_74_NCB_5,C11_AP_70_74_NCB_6m,C11_AP_70_74_NCB_NS,C11_AP_70_74_Tot,C11_AP_75_79_NCB_0,C11_AP_75_79_NCB_1,C11_AP_75_79_NCB_2,C11_AP_75_79_NCB_3,C11_AP_75_79_NCB_4,C11_AP_75_79_NCB_5,C11_AP_75_79_NCB_6m,C11_AP_75_79_NCB_NS,C11_AP_75_79_Tot,C11_AP_80_84_NCB_0,C11_AP_80_84_NCB_1,C11_AP_80_84_NCB_2,C11_AP_80_84_NCB_3,C11_AP_80_84_NCB_4,C11_AP_80_84_NCB_5,C11_AP_80_84_NCB_6m,C11_AP_80_84_NCB_NS,C11_AP_80_84_Tot,C11_AP_85andover_N_c_b_0,C11_AP_85andover_N_c_b_1,C11_AP_85andover_N_c_b_2,C11_AP_85andover_N_c_b_3,C11_AP_85andover_N_c_b_4,C11_AP_85andover_N_c_b_5,C11_AP_85ov_N_c_b_6mor,C11_AP_85andover_N_c_b_NS,C11_AP_85_and_over_Tot,C11_AP_Tot_NCB_0,C11_AP_Tot_NCB_1,C11_AP_Tot_NCB_2,C11_AP_Tot_NCB_3,C11_AP_Tot_NCB_4,C11_AP_Tot_NCB_5,C11_AP_Tot_N_ch_b_6mor,C11_AP_Tot_NCB_NS,C11_AP_T_T
101011001,237,178,80,23,10,23,728,83,83,271,148,60,24,12,20,701,76,66,234,176,87,21,13,19,692,68,44,193,167,65,24,6,28,595,48,40,172,137,78,29,11,41,556,48,26,110,102,59,37,23,40,445,39,27,70,99,59,36,43,30,403,29,30,64,71,49,30,37,58,368,39,27,83,69,49,17,20,60,364,2191,995,2315,1590,753,291,202,503,8840
101011002,153,112,35,17,7,14,449,65,40,138,99,51,21,4,25,443,62,45,129,112,64,9,6,24,451,37,32,160,121,58,15,4,13,440,45,26,100,97,57,25,6,19,375,13,22,63,86,49,13,15,15,276,16,10,39,40,44,18,23,5,195,14,8,23,16,26,8,15,7,117,4,10,15,20,16,10,18,4,97,953,430,1207,942,495,162,113,225,4527
101011003,53,39,30,0,11,6,185,20,31,65,58,24,3,3,4,208,18,19,62,52,22,7,4,5,189,21,18,62,45,17,9,6,3,181,18,12,50,39,20,3,3,3,148,8,4,33,32,21,3,5,11,117,12,9,22,26,11,5,6,16,107,8,8,15,15,18,9,11,25,109,4,4,18,7,13,4,4,55,109,608,288,648,468,205,55,60,209,2541
101011004,138,90,42,3,3,9,404,57,47,136,91,43,14,0,11,399,55,41,127,76,42,14,8,13,376,39,25,124,95,31,18,3,13,348,23,23,72,74,38,10,7,14,261,13,6,39,29,23,13,8,6,137,14,5,10,18,15,5,13,7,87,0,3,5,12,8,3,11,6,48,4,0,10,10,6,5,3,10,48,1011,412,1106,725,317,103,68,192,3934
101011005,100,82,45,19,8,13,324,30,29,95,79,39,11,8,14,305,32,31,104,90,31,20,7,20,335,37,16,84,87,54,20,10,18,326,17,13,66,58,39,19,11,10,233,22,7,49,47,41,28,26,9,229,16,14,24,38,33,18,27,15,185,24,11,27,28,29,9,28,23,179,32,14,32,43,31,23,19,19,213,884,408,951,805,441,204,169,241,4103
101011006,77,64,32,9,11,3,238,31,22,68,68,50,11,5,14,269,24,23,74,61,43,12,11,6,254,25,23,97,87,35,7,9,6,289,28,7,48,60,45,17,10,16,231,15,8,30,37,30,11,22,8,161,11,6,20,23,22,15,20,10,127,13,5,7,21,26,7,14,11,104,15,3,25,13,14,12,14,7,103,562,231,670,621,375,125,124,146,2854
101021007,32,20,14,3,0,10,112,27,11,41,33,10,7,0,11,140,21,15,47,19,11,4,3,4,124,22,8,52,35,13,4,3,0,137,12,16,22,33,21,6,0,4,114,6,4,19,15,24,0,3,3,74,6,0,4,15,13,4,0,4,46,0,3,8,5,4,3,3,3,29,3,4,6,16,7,0,3,5,44,284,139,338,255,136,38,18,88,1296
101021008,144,68,28,5,4,16,347,43,29,113,82,28,4,3,16,318,30,25,92,79,35,6,6,10,283,19,16,77,50,23,9,3,15,212,8,14,47,40,25,11,4,9,158,6,5,36,29,22,10,5,10,123,0,13,16,21,9,5,11,5,80,6,9,9,12,4,5,9,4,58,0,4,15,6,8,5,7,0,45,994,380,946,573,237,82,63,194,3469
101021009,86,62,25,4,4,17,318,66,36,78,61,20,5,3,10,279,64,24,92,56,25,10,7,8,286,42,24,77,62,27,5,4,12,253,19,15,49,56,26,3,6,21,195,11,3,40,45,32,12,9,21,173,14,11,26,44,28,15,13,16,167,12,15,27,46,20,12,10,19,161,9,15,46,40,24,8,14,42,198,1520,535,861,599,276,92,77,307,4267
101021010,38,25,15,6,0,9,154,46,17,55,34,15,5,0,8,180,22,13,35,37,9,5,3,11,135,11,9,41,26,10,3,5,5,110,9,3,33,15,8,0,4,5,77,4,7,10,15,7,3,0,3,49,3,0,13,10,3,4,3,9,45,7,3,8,5,4,3,3,3,36,0,3,6,7,7,3,3,8,37,744,237,393,230,95,42,30,134,1905
