region_id,C11_T_FH_Tot,C11_Tot_LP_H,C11_Tot_GH,C11_Tot_OH,C11_T_T
107011130,6996,2950,261,403,10610
107011131,6197,1866,138,233,8434
107011132,2041,262,25,18,2346
107011133,0,0,0,24,24
107011134,4128,968,92,69,5257
107021135,3,3,0,0,6
107031136,3681,604,48,85,4418
107031137,1889,525,48,47,2509
107031138,2062,787,52,117,3018
107031139,1670,311,29,56,2066
107031140,1898,540,38,88,2564
107031141,3722,690,60,122,4594
107031142,2660,775,67,49,3551
107031143,5469,2041,161,256,7927
107041144,5230,2073,283,215,7801
107041145,4007,1911,193,161,6272
107041146,5205,1564,357,239,7365
107041147,2213,422,40,79,2754
107041148,2819,795,131,164,3909
107041149,6293,4079,1362,836,12570
107041150,5034,1694,139,191,7058
108011151,1283,447,44,111,1885
108011152,3798,1761,145,389,6093
108011153,1552,547,63,137,2299
108011154,1577,1047,81,184,2889
108021155,3504,1425,138,174,5241
108021156,2450,933,103,271,3757
108021157,1209,545,57,77,1888
108021158,1727,1156,96,194,3173
108021159,2061,685,80,106,2932
108021160,1398,640,45,318,2401
108031161,87,40,6,10,143
108041162,4521,1727,155,297,6700
108041163,7517,2910,289,525,11241
108041164,4047,2118,179,379,6723
108041165,1388,424,60,101,1973
108041166,2812,835,82,96,3825
108051167,1369,589,36,86,2080
108051168,2761,853,89,142,3845
108051169,5225,2442,225,322,8214
108051170,3243,1121,117,252,4733
108051171,1437,584,45,60,2126
109011172,3323,1069,233,139,4764
109011173,2408,1018,143,189,3758
109011174,2532,1503,215,244,4494
109011175,2911,935,73,172,4091
109011176,3598,1963,235,208,6004
109021177,787,374,22,88,1271
109021178,1584,547,45,215,2391
109021179,936,356,27,172,1491
109031180,1500,721,65,90,2376
109031181,1832,653,54,141,2680
109031182,1872,983,64,172,3091
109031183,1856,680,40,175,2751
109031184,1404,533,53,132,2122
109031185,2472,1174,62,159,3867
110011186,5218,2337,426,514,8495
110011187,1142,428,29,87,1686
110011188,1654,490,41,75,2260
110011189,910,357,14,49,1330
110021190,2307,1070,92,160,3629
110021191,2988,1288,103,153,4532
110021192,1413,449,42,61,1965
110021193,1567,661,38,59,2325
110021194,1766,859,59,185,2869
110031195,1973,843,77,435,3328
110031196,1401,515,38,127,2081
110031197,1819,685,71,207,2782
110031198,1264,478,33,118,1893
110041199,2220,1000,102,196,3518
110041200,1226,350,19,95,1690
110041201,2038,832,81,96,3047
110041202,5288,2044,220,296,7848
110041203,3422,1655,178,318,5573
110041204,1352,389,51,65,1857
110041205,4817,1511,141,188,6657
111011206,4728,1585,132,163,6608
111011207,1536,743,71,92,2442
111011208,6549,2215,256,225,9245
111011209,6327,1819,219,189,8554
111011210,2256,920,86,84,3346
111011211,939,380,23,17,1359
111011212,2933,1121,84,193,4331
111011213,3479,694,45,63,4281
111011214,3610,1288,112,90,5100
111021215,2276,818,70,80,3244
111021216,2271,656,85,69,3081
111021217,3144,709,82,58,3993
111021218,3515,1335,141,132,5123
111021219,3633,1314,118,159,5224
111021220,2576,731,64,68,3439
111021221,1667,349,49,58,2123
111031222,4193,1496,221,117,6027
111031223,2306,746,87,115,3254
111031224,2834,1786,362,273,5255
111031225,4322,1898,264,168,6652
111031226,3102,496,51,52,3701
111031227,3525,1890,432,319,6166
111031228,3394,1592,411,183,5580
111031229,2211,1800,613,439,5063
111031230,6,0,0,0,6
111031231,2070,1073,440,185,3768
111031232,1546,711,67,122,2446
111031233,5091,1909,244,187,7431
111031234,2824,1468,379,192,4863
111031235,1878,1038,361,202,3479
112011236,4283,2451,273,469,7476
112011237,4433,1296,167,163,6059
112011238,1394,436,98,118,2046
112011239,2058,910,182,255,3405
112011240,1892,998,409,581,3880
112011241,1353,690,53,291,2387
112011242,2038,510,123,141,2812
112011243,1882,728,139,246,2995
112021244,3125,1341,100,176,4742
112021245,1857,543,58,133,2591
112021246,3405,1253,228,114,5000
112021247,1988,868,81,121,3058
112021248,3706,2071,409,238,6424
112021249,4014,1181,182,265,5642
112031250,2894,1305,157,394,4750
112031251,2088,948,104,164,3304
112031252,2585,782,144,233,3744
112031253,3303,1005,163,284,4755
112031254,4732,2629,373,526,8260
112031255,7217,2897,334,617,11065
113011256,4459,1630,176,438,6703
113011257,3358,1025,83,201,4667
113011258,2400,919,85,234,3638
113011259,1546,740,43,152,2481
113021260,895,390,19,51,1355
113021261,1647,696,50,105,2498
113021262,1279,502,25,110,1916
113031263,2046,900,43,110,3099
113031264,973,376,29,46,1424
113031265,1330,506,35,85,1956
113031266,1691,780,51,77,2599
113031267,4317,1318,162,131,5928
113031268,739,179,85,44,1047
113031269,5471,1830,296,139,7736
113031270,2729,1725,406,243,5103
113031271,3662,1094,98,156,5010
114011272,2366,940,66,145,3517
114011273,971,310,18,99,1398
114011274,1320,606,47,77,2050
114011275,8,4,0,8,20
114011276,1053,504,36,165,1758
114011277,4108,1545,142,169,5964
114011278,4375,1762,201,447,6785
114011279,3450,1339,112,184,5085
114011280,1189,609,47,61,1906
114011281,914,184,24,57,1179
114011282,3970,1660,129,249,6008
114011283,1336,489,38,141,2004
114021284,3386,1325,71,140,4922
114021285,1531,328,32,66,1957
114021286,2095,863,58,123,3139
114021287,2383,943,86,97,3509
114021288,947,269,28,64,1308
114021289,1706,600,48,138,2492
115011290,6016,1176,165,127,7484
115011291,5016,457,101,83,5657
115011292,7632,1344,179,231,9386
115011293,6276,1003,43,123,7445
115011294,1606,219,18,35,1878
115011295,6266,464,74,137,6941
115011296,3437,342,25,54,3858
115021297,5322,914,91,190,6517
115021298,1344,335,31,50,1760
115031299,620,202,26,141,989
115031300,5645,956,99,321,7021
115041301,2363,489,61,92,3005
115041302,4645,400,63,166,5274
116011303,4024,1142,202,232,5600
116011304,4320,1111,139,168,5738
116011305,6883,1593,217,196,8889
116011306,4935,861,116,166,6078
116011307,6446,1673,187,212,8518
116011308,5949,1376,173,194,7692
116021309,3857,289,94,70,4310
116021310,5766,616,120,102,6604
116021311,6823,914,139,150,8026
116021312,2887,894,105,172,4058
116031313,4500,977,120,200,5797
116031314,2069,235,40,53,2397
116031315,4747,524,85,155,5511
116031316,3879,1049,115,270,5313
116031317,5217,1298,162,278,6955
116031318,4,0,0,0,4
116031319,4800,691,109,148,5748
117011320,0,0,3,0,3
117011321,2230,668,89,173,3160
117011322,5044,1721,409,400,7574
117011323,2701,1072,186,192,4151
117011324,0,0,0,0,0
117011325,0,0,0,0,0
117021326,5903,2479,809,525,9716
117021327,4292,2336,901,572,8101
117021328,1739,651,313,191,2894
117031329,1860,2276,607,845,5588
117031330,3482,2114,910,355,6861
117031331,3605,2932,857,812,8206
117031332,4265,2867,1469,803,9404
117031333,3176,5144,796,1899,11015
117031334,3948,2547,1100,1347,8942
117031335,3086,2934,1282,1029,8331
117031336,2919,2971,1063,1080,8033
117031337,3920,2888,1490,2635,10933
117031338,4568,3092,1168,1304,10132
118011339,4016,1995,853,1031,7895
118011340,4206,2501,1157,1153,9017
118011341,3558,2039,572,775,6944
118011342,0,0,0,0,0
118011343,5556,3143,742,1375,10816
118011344,2735,1041,194,204,4174
118011345,3088,2340,710,761,6899
118011346,2962,810,135,319,4226
118011347,1763,1104,217,272,3356
118021348,5680,2892,1009,897,10478
118021349,5398,2231,1473,784,9886
118021350,5003,1673,155,371,7202
118021351,7276,2948,798,894,11916
118021352,6531,3253,1249,773,11806
119011353,7227,1851,278,721,10077
119011354,4964,1314,90,219,6587
119011355,0,0,0,0,0
119011356,2468,472,55,158,3153
119011357,5643,1353,78,227,7301
119011358,4086,1279,103,177,5645
119011359,6557,1602,160,212,8531
119011360,3771,1118,124,201,5214
119011361,4426,1183,127,311,6047
119021362,4688,1359,188,296,6531
119021363,6831,1748,436,480,9495
119021364,6196,1362,138,239,7935
119021365,5913,1494,371,581,8359
119021366,4377,972,148,349,5846
119021367,3308,853,66,195,4422
119031368,5084,1110,425,220,6839
119031369,5934,2148,323,214,8619
119031370,3258,1066,91,296,4711
119031371,3237,829,78,106,4250
119031372,4702,1237,66,109,6114
119031373,2287,1123,114,267,3791
119031374,5849,1416,328,228,7821
119041375,3583,1027,310,266,5186
119041376,6380,1611,286,340,8617
119041377,3221,762,79,147,4209
119041378,2468,841,176,228,3713
119041379,3978,1163,192,192,5525
119041380,3443,1632,191,375,5641
119041381,4403,1161,453,515,6532
119041382,3967,1877,163,241,6248
120011383,5368,1252,166,309,7095
120011384,4562,1247,488,607,6904
120011385,4564,1830,358,418,7170
120011386,5248,2049,375,304,7976
120021387,3854,1992,410,447,6703
120021388,6152,2802,855,555,10364
120021389,3392,1493,368,315,5568
120031390,5452,2314,653,545,8964
120031391,4958,1520,588,355,7421
120031392,2564,733,118,127,3542
120031393,4166,1346,209,237,5958
120031394,3931,1903,436,460,6730
120031395,3318,1358,280,258,5214
120031396,3069,769,292,393,4523
120031397,6175,1565,608,559,8907
121011398,6272,2344,628,631,9875
121011399,4736,1767,451,313,7267
121011400,6349,2074,326,299,9048
121011401,2488,1264,290,296,4338
121011402,6519,1543,208,292,8562
121021403,4925,838,109,75,5947
121021404,3160,527,65,112,3864
121021405,7889,2946,394,454,11683
121021406,4863,977,84,98,6022
121031407,5021,1075,112,224,6432
121031408,5577,1206,128,251,7162
121031409,4281,669,67,147,5164
121031410,5224,890,47,193,6354
121031411,4844,1206,66,178,6294
121031412,4594,781,75,174,5624
121041413,4579,2863,522,671,8635
121041414,4268,2654,698,596,8216
121041415,6993,3406,347,905,11651
121041416,4000,3321,609,886,8816
121041417,2348,1585,280,715,4928
122011418,5209,1202,160,251,6822
122011419,5171,2634,758,868,9431
122021420,3298,864,87,190,4439
122021421,2749,729,63,113,3654
122021422,3565,884,117,205,4771
122021423,5815,1407,207,304,7733
122031424,3415,876,82,103,4476
122031425,1926,534,47,50,2557
122031426,6045,2762,549,469,9825
122031427,3324,734,57,96,4211
122031428,6585,1037,92,139,7853
122031429,4982,1896,480,351,7709
122031430,4165,1256,181,148,5750
122031431,5862,2346,307,406,8921
122031432,939,137,24,32,1132
123011433,3169,868,77,122,4236
123011434,4321,657,78,96,5152
123011435,6475,777,136,174,7562
123021436,4920,1184,151,254,6509
123021437,3961,1367,161,247,5736
123021438,5257,819,115,304,6495
123021439,0,0,0,0,0
123021440,4278,1179,132,164,5753
123021441,4305,1171,126,179,5781
123021442,5333,1421,143,165,7062
123021443,4475,889,108,174,5646
123021444,5067,870,123,320,6380
123031445,1442,345,26,52,1865
123031446,1892,284,38,51,2265
123031447,4069,1024,93,183,5369
123031448,2261,329,52,81,2723
124011449,1347,748,70,319,2484
124011450,5191,1181,133,125,6630
124011451,6,3,0,0,9
124011452,2979,1929,246,478,5632
124011453,2952,1041,126,121,4240
124011454,5966,1598,157,109,7830
124011455,1559,664,63,148,2434
124021456,0,0,0,4,4
124031457,4159,845,114,154,5272
124031458,4555,742,92,178,5567
124031459,3792,864,83,146,4885
124031460,5604,669,81,113,6467
124031461,4610,1289,180,239,6318
124031462,4319,1573,240,233,6365
124031463,1659,301,32,60,2052
124031464,2822,1905,206,313,5246
124031465,1327,237,22,38,1624
124041466,3344,1464,166,202,5176
124041467,4035,1160,146,175,5516
124041468,1496,217,28,71,1812
124051469,1708,157,21,61,1947
124051470,5340,659,90,121,6210
124051471,6455,2187,311,418,9371
125011472,7356,1451,537,617,9961
125011473,2689,796,169,345,3999
125011474,7309,1545,424,429,9707
125011475,3,0,0,0,3
125021476,6760,1177,148,177,8262
125021477,4880,1340,195,238,6653
125021478,4003,1437,166,287,5893
125031479,3978,1169,115,142,5404
125031480,3249,1010,111,172,4542
125031481,4150,1078,219,362,5809
125031482,6527,1001,110,160,7798
125031483,4029,1153,116,359,5657
125031484,4643,1530,158,306,6637
125031485,6308,1883,267,536,8994
125031486,3,0,0,0,3
125031487,0,4,0,0,4
125041488,6494,2024,252,463,9233
125041489,4750,2166,449,544,7909
125041490,2144,333,28,49,2554
125041491,4495,1597,359,248,6699
125041492,5300,2063,641,869,8873
125041493,5440,1576,175,204,7395
125041494,2925,452,47,63,3487
126011495,6359,1545,294,197,8395
126011496,5270,1068,93,115,6546
126021497,6004,1433,345,294,8076
126021498,3494,1600,173,149,5416
126021499,2306,785,56,99,3246
126021500,4119,2209,752,380,7460
126021501,3107,744,115,116,4082
126021502,6799,2281,397,292,9769
126021503,4490,1865,337,323,7015
127011504,3760,1266,99,400,5525
127011505,2328,358,38,226,2950
127011506,1518,329,40,156,2043
127011507,6969,625,77,209,7880
127011508,4674,356,48,137,5215
127021509,3696,407,50,129,4282
127021510,4704,497,45,80,5326
127021511,5553,1371,315,379,7618
127021512,3777,809,98,230,4914
127021513,4706,938,132,159,5935
127021514,2392,236,17,40,2685
127021515,4198,1159,135,145,5637
127021516,4284,757,72,146,5259
127021517,1993,223,23,22,2261
127021518,1008,135,14,100,1257
127021519,4266,976,100,209,5551
127021520,2696,289,38,42,3065
127021521,3,0,0,0,3
127031522,3626,723,65,303,4717
127031523,4214,770,97,148,5229
127031524,5032,698,111,158,5999
127031525,6713,2496,315,1050,10574
127031526,6273,1224,114,225,7836
128011527,6859,2350,241,327,9777
128011528,7725,3649,568,588,12530
128011529,4690,1138,127,109,6064
128011530,4709,1707,219,278,6913
128011531,4164,1216,83,210,5673
128021532,7729,1276,111,162,9278
128021533,1727,430,32,38,2227
128021534,2873,201,23,67,3164
128021535,5717,737,68,123,6645
128021536,5685,1139,112,185,7121
128021537,0,3,0,0,3
128021538,5125,2433,281,355,8194
197979799,0,0,0,0,0
