region_id,C01_CFNC_BF_N,C01_CFNC_BF_1_199,C01_CFNC_BF_200_399,C01_CFNC_BF_400_599,C01_CFNC_BF_600_799,C01_CFNC_BF_800_999,C01_CFNC_BF_1000_1499,C01_CFNC_BF_1500_1999,C01_CFNC_BF_2000_2499,C01_CFNC_BF_2500_2999,C01_CFNC_BF_3000m,C01_CFNC_BF_Ns,C01_CFNC_BF_T,C01_CFNC_BPT_N,C01_CFNC_BPT_1_199,C01_CFNC_BPT_200_399,C01_CFNC_BPT_400_599,C01_CFNC_BPT_600_799,C01_CFNC_BPT_800_999,C01_CFNC_BPT_1000_1499,C01_CFNC_BPT_1500_1999,C01_CFNC_BPT_2000_2499,C01_CFNC_BPT_2500_2999,C01_CFNC_BPT_3000M,C01_CFNC_BPT_Ns,C01_CFNC_BPT_T,C01_CFNC_1F1P_Ne_Ni,C01_CFNC_1F1P_1_199,C01_CFNC_1F1P_200_399,C01_CFNC_1F1P_400_599,C01_CFNC_1F1P_600_799,C01_CFNC_1F1P_800_999,C01_CFNC_1F1P_1000_1499,C01_CFNC_1F1P_1500_1999,C01_CFNC_1F1P_2000_2499,C01_CFNC_1F1P_2500_2999,C01_CFNC_1F1P_3000m,C01_CFNC_1F1P_Ns,C01_CFNC_1F1P_T,C01_CFNC_1E1A_Ni,C01_CFNC_1E1A_1_199,C01_CFNC_1E1A_200_399,C01_CFNC_1E1A_400_599,C01_CFNC_1E1A_600_799,C01_CFNC_1E1A_800_999,C01_CFNC_1E1A_1000_1499,C01_CFNC_1E1A_1500_1999,C01_CFNC_1E1A_2000_2499,C01_CFNC_1E1A_2500_2999,C01_CFNC_1E1A_3000m,C01_CFNC_1E1A_Ns,C01_CFNC_1E1A_T,C01_CFNC_1F1NW_N,C01_CFNC_1F1NW_1_199,C01_CFNC_1F1NW_200_399,C01_CFNC_1F1NW_400_599,C01_CFNC_1F1NW_600_799,C01_CFNC_1F1NW_800_999,C01_CFNC_1F1NW_1000_1499,C01_CFNC_1F1NW_1500_1999,C01_CFNC_1F1NW_2000_2499,C01_CFNC_1F1NW_2500_2999,C01_CFNC_1F1NW_3000m,C01_CFNC_1F1NW_Ns,C01_CFNC_1F1NW_T,C01_CFNC_1P1NW_N,C01_CFNC_1P1NW_1_199,C01_CFNC_1P1NW_200_399,C01_CFNC_1P1NW_400_599,C01_CFNC_1P1NW_600_799,C01_CFNC_1P1NW_800_999,C01_CFNC_1P1NW_1000_1499,C01_CFNC_1P1NW_1500_1999,C01_CFNC_1P1NW_2000_2499,C01_CFNC_1P1NW_2500_2999,C01_CFNC_1P1NW_3000M,C01_CFNC_1P1NW_Ns,C01_CFNC_1P1NW_T,C01_CFNC_1A1NW_N,C01_CFNC_1A1NW_1_199,C01_CFNC_1A1NW_200_399,C01_CFNC_1A1NW_400_599,C01_CFNC_1A1NW_600_799,C01_CFNC_1A1NW_800_999,C01_CFNC_1A1NW_1000_1499,C01_CFNC_1A1NW_1500_1999,C01_CFNC_1A1NW_2000_2499,C01_CFNC_1A1NW_2500_2999,C01_CFNC_1A1NW_3000_mr,C01_CFNC_1A1NW_Ns,C01_CFNC_1A1NW_T,C01_CFNC_BA_N,C01_CFNC_BA_1_199,C01_CFNC_BA_200_399,C01_CFNC_BA_400_599,C01_CFNC_BA_600_799,C01_CFNC_BA_800_999,C01_CFNC_BA_1000_1499,C01_CFNC_BA_1500_1999,C01_CFNC_BA_2000_2499,C01_CFNC_BA_2500_2999,C01_CFNC_BA_3000_mr,C01_CFNC_BA_Ns,C01_CFNC_BA_T,C01_CFNC_BNW_N,C01_CFNC_BNW_1_199,C01_CFNC_BNW_200_399,C01_CFNC_BNW_400_599,C01_CFNC_BNW_600_799,C01_CFNC_BNW_800_999,C01_CFNC_BNW_1000_1499,C01_CFNC_BNW_1500_1999,C01_CFNC_BNW_2000_2499,C01_CFNC_BNW_2500_2999,C01_CFNC_BNW_3000m,C01_CFNC_BNW_Ns,C01_CFNC_BNW_T,C01_CFNC_LFns_N,C01_CFNC_LFns_1_199,C01_CFNC_LFns_200_399,C01_CFNC_LFns_400_599,C01_CFNC_LFns_600_799,C01_CFNC_LFns_800_999,C01_CFNC_LFns_1000_1499,C01_CFNC_LFns_1500_1999,C01_CFNC_LFns_2000_2499,C01_CFNC_LFns_2500_2999,C01_CFNC_LFns_3000m,C01_CFNC_LFns_Ns,C01_CFNC_LFns_T,C01_CFNC_T_N,C01_CFNC_T_1_199,C01_CFNC_T_200_399,C01_CFNC_T_400_599,C01_CFNC_T_600_799,C01_CFNC_T_800_999,C01_CFNC_T_1000_1499,C01_CFNC_T_1500_1999,C01_CFNC_T_2000_2499,C01_CFNC_T_2500_2999,C01_CFNC_T_3000_m,C01_CFNC_T_Ns,C01_CFNC_T_T,C01_CF_BFT_N,C01_CF_BFT_1_199,C01_CF_BFT_200_399,C01_CF_BFT_400_599,C01_CF_BFT_600_799,C01_CF_BFT_800_999,C01_CF_BFT_1000_1499,C01_CF_BFT_1500_1999,C01_CF_BFT_2000_2499,C01_CF_BFT_2500_2999,C01_CF_BFT_3000m,C01_CF_BFT_Ns,C01_CF_BFT_Tot,C01_CF_BPT_N,C01_CF_BPT_1_199,C01_CF_BPT_200_399,C01_CF_BPT_400_599,C01_CF_BPT_600_799,C01_CF_BPT_800_999,C01_CF_BPT_1000_1499,C01_CF_BPT_1500_1999,C01_CF_BPT_2000_2499,C01_CF_BPT_2500_2999,C01_CF_BPT_3000m,C01_CF_BPT_Ns,C01_CF_BPT_T,C01_CF_1F1P_N,C01_CF_1F1P_1_199,C01_CF_1F1P_200_399,C01_CF_1F1P_400_599,C01_CF_1F1P_600_799,C01_CF_1F1P_800_999,C01_CF_1F1P_1000_1499,C01_CF_1F1P_1500_1999,C01_CF_1F1P_2000_2499,C01_CF_1F1P_2500_2999,C01_CF_1F1P_3000m,C01_CF_1F1P_Ns,C01_CF_1F1P_T,C01_CF_1E1A_N,C01_CF_1E1A_1_199,C01_CF_1E1A_200_399,C01_CF_1E1A_400_599,C01_CF_1E1A_600_799,C01_CF_1E1A_800_999,C01_CF_1E1A_1000_1499,C01_CF_1E1A_1500_1999,C01_CF_1E1A_2000_2499,C01_CF_1E1A_2500_2999,C01_CF_1E1A_3000_mr,C01_CF_1E1A_Ns,C01_CF_1E1A_T,C01_CF_1F1NW_N,C01_CF_1F1NW_1_199,C01_CF_1F1NW_200_399,C01_CF_1F1NW_400_599,C01_CF_1F1NW_600_799
101011001,3,0,6,10,31,56,148,92,42,9,7,8,412,0,0,5,10,12,6,5,6,3,0,0,3,50,0,0,4,9,37,48,83,29,12,5,0,6,233,0,0,0,5,8,5,16,15,4,0,0,5,58,0,0,10,47,46,38,43,10,3,0,3,19,219,0,0,17,33,14,9,5,6,0,0,0,3,87,0,0,3,9,3,4,3,0,0,3,0,6,31,3,0,4,0,3,3,4,3,0,0,0,0,20,6,8,336,165,110,24,21,5,3,3,3,28,712,0,0,14,3,3,3,0,0,0,0,0,119,142,12,8,399,291,267,196,328,166,67,20,13,197,1964,0,0,0,5,20,50,155,145,82,22,9,60,548,0,0,0,10,11,8,19,17,4,0,0,5,74,0,0,4,11,55,97,240,120,40,8,4,55,634,0,0,0,0,4,9,55,18,11,0,0,6,103,3,0,0,39,87
101011002,5,9,7,22,30,19,72,59,20,10,6,6,265,0,0,6,10,5,8,11,5,3,0,0,0,48,0,3,6,10,33,25,36,14,6,3,3,4,143,0,0,3,3,4,3,7,7,6,3,3,4,43,0,3,15,31,36,23,19,3,4,0,0,10,144,0,3,11,20,6,6,4,0,3,0,0,3,56,0,0,4,0,0,4,0,3,0,0,0,4,15,3,0,3,0,0,0,3,3,0,0,0,4,16,11,5,200,94,44,23,11,3,3,0,0,31,425,0,0,6,3,3,0,0,0,0,0,0,73,85,19,23,261,193,161,111,163,97,45,16,12,139,1240,3,0,5,10,19,29,78,55,39,14,10,53,315,0,0,0,4,7,6,12,7,3,3,3,4,49,0,0,6,19,41,52,88,35,15,7,0,34,297,0,0,3,8,6,3,15,15,0,3,0,12,65,4,3,6,36,60
101011003,3,0,0,3,7,20,35,20,14,6,5,3,116,0,0,3,3,5,3,3,3,0,3,0,0,23,0,0,0,3,19,14,25,6,7,0,0,3,77,0,0,3,0,0,0,7,3,0,0,0,3,16,0,0,0,11,14,12,14,8,0,0,0,7,66,0,0,6,9,4,0,0,0,0,0,0,0,19,3,0,0,0,4,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,0,0,0,3,5,3,75,57,24,8,7,0,0,0,0,11,190,0,0,3,3,0,0,0,0,0,0,0,28,34,11,3,90,89,77,57,91,43,21,9,5,55,551,0,0,0,0,4,9,36,25,18,4,3,17,116,0,0,3,3,9,5,7,0,0,3,0,4,34,0,0,3,3,18,33,77,36,11,3,3,12,199,0,0,0,3,6,4,13,6,3,0,0,5,40,0,0,3,10,19
101011004,3,0,7,14,21,25,68,52,53,25,13,5,286,3,0,3,9,14,6,9,5,3,0,0,0,52,0,0,3,5,23,27,42,30,18,6,0,0,154,0,0,0,3,5,0,4,3,5,6,0,3,29,0,0,8,12,12,11,27,15,4,3,3,6,101,0,3,6,9,7,8,7,8,3,0,0,0,51,0,0,0,3,0,0,3,0,0,0,0,3,9,0,0,0,3,3,0,0,0,3,0,3,3,15,3,7,62,39,29,14,10,3,0,0,0,10,177,0,0,4,0,0,0,0,0,0,0,0,45,49,9,10,93,97,114,91,170,116,89,40,19,75,923,3,0,0,8,12,10,39,61,53,31,25,38,280,0,0,3,5,4,5,7,9,3,0,4,3,43,0,0,0,12,29,27,97,58,39,24,11,35,332,0,0,0,3,4,0,10,12,8,4,0,6,47,0,3,7,22,32
101011005,0,0,7,11,33,31,72,25,11,0,0,3,193,0,0,3,6,4,7,4,3,0,0,0,0,27,0,0,5,12,22,25,24,9,6,0,0,3,106,0,0,0,3,4,4,8,3,4,0,0,3,29,3,0,6,27,22,15,5,3,3,3,0,12,99,0,0,11,29,4,4,3,3,0,0,0,0,54,0,0,4,5,4,3,0,0,0,0,0,0,16,0,0,0,0,0,0,3,0,3,0,0,3,9,0,7,195,86,27,7,3,0,0,0,3,25,353,0,0,4,3,3,0,0,0,0,0,0,64,74,3,7,235,182,123,96,122,46,27,3,3,113,960,0,3,0,7,13,20,69,43,25,8,7,28,223,0,0,0,3,11,6,8,3,0,0,0,0,31,0,0,3,15,32,54,124,36,15,8,6,18,311,0,0,0,3,7,6,10,7,3,0,0,8,44,0,0,0,24,72
101011006,0,5,7,15,21,20,53,30,11,3,10,6,181,0,0,3,11,7,4,3,3,3,0,0,0,34,0,3,4,11,17,17,30,14,4,0,0,5,105,0,0,3,0,7,5,3,0,0,0,0,4,22,0,3,5,21,17,12,11,7,3,0,0,3,82,0,0,9,16,6,3,3,3,0,0,0,3,43,0,0,3,3,0,0,0,0,0,0,0,3,9,0,0,0,3,0,0,3,0,0,0,0,3,9,4,5,161,57,22,7,5,3,0,0,0,17,281,0,0,5,5,3,0,0,0,0,0,0,53,66,4,16,200,142,100,68,111,60,21,3,10,97,832,3,3,3,14,23,32,47,41,19,7,9,40,241,0,0,0,3,4,5,11,0,0,0,0,3,26,0,0,5,11,36,34,43,21,14,0,3,16,183,0,0,0,3,6,5,9,4,0,0,3,7,37,0,0,4,30,64
101021007,3,3,9,3,7,6,13,10,5,0,3,0,62,0,0,0,3,5,0,3,0,0,0,0,0,11,0,0,3,6,7,3,11,4,3,0,0,3,40,3,0,3,0,0,3,3,0,0,0,0,0,12,0,0,0,3,15,4,4,0,0,0,0,0,26,0,3,3,0,4,3,0,0,0,0,0,3,16,0,0,3,0,3,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,3,6,0,3,45,27,11,5,4,0,0,0,0,7,102,0,0,0,0,3,0,0,0,0,0,3,14,20,6,12,66,42,55,24,38,14,8,0,6,30,301,3,0,0,3,0,3,7,8,4,0,3,12,43,0,0,0,0,3,0,3,3,0,0,0,0,9,0,0,3,6,7,11,17,3,3,0,0,14,64,0,0,0,3,0,3,0,0,3,0,0,0,9,0,0,0,6,9
101021008,0,0,0,3,6,16,75,48,21,11,0,3,183,0,0,0,4,4,0,4,0,3,0,0,3,18,0,0,0,3,15,18,33,10,3,3,0,0,85,0,0,0,0,3,4,7,3,3,0,0,0,20,0,0,3,16,23,10,21,8,3,0,0,3,87,0,3,6,10,7,5,0,0,3,0,0,3,37,0,0,0,0,3,0,3,0,0,0,0,3,9,0,0,0,0,0,3,0,3,0,0,0,0,6,0,3,107,54,20,14,5,0,0,0,0,7,210,0,0,4,0,3,3,0,0,0,0,0,36,46,0,6,120,90,84,73,148,72,36,14,0,58,701,0,0,3,0,4,22,79,93,41,23,10,35,310,3,0,0,6,5,3,9,8,3,3,0,3,43,3,0,3,3,29,46,118,68,25,6,3,28,332,0,0,0,3,4,7,23,13,12,3,4,9,78,0,0,0,12,37
101021009,0,0,3,3,18,18,81,45,19,8,0,0,195,0,0,0,4,7,4,6,3,3,0,0,0,27,0,0,0,3,15,18,30,9,7,0,0,0,82,0,0,0,0,0,5,4,4,0,0,0,0,13,0,0,3,19,27,6,15,5,3,0,0,7,85,0,0,5,18,3,3,3,0,0,0,0,0,32,0,0,3,3,5,0,0,0,0,0,0,0,11,0,0,0,0,0,0,4,3,3,0,0,0,10,0,3,152,57,40,14,10,4,0,0,0,9,289,0,0,5,0,0,3,0,0,0,0,0,43,51,0,3,171,107,115,71,153,73,35,8,0,59,795,0,0,0,3,6,9,55,69,27,11,10,22,212,0,0,0,3,4,3,6,3,0,0,0,0,19,0,0,0,3,17,24,67,47,25,5,3,14,205,0,0,0,3,4,3,14,14,3,3,3,3,50,0,0,0,14,33
101021010,0,0,0,0,4,13,36,33,13,6,7,0,112,0,0,0,3,0,0,3,0,0,0,0,0,6,0,0,0,0,9,7,21,10,6,3,0,3,59,0,0,0,3,0,3,5,3,0,0,3,0,17,0,0,3,6,9,6,9,7,3,0,0,3,46,0,0,5,4,3,0,0,0,0,0,0,0,12,0,0,0,0,0,3,0,3,0,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,34,13,9,4,4,3,3,0,3,5,78,0,0,3,0,0,0,0,0,0,0,0,15,18,0,0,45,29,34,39,78,59,25,9,13,26,357,0,0,0,0,0,8,10,25,19,9,11,11,93,0,0,0,3,4,3,4,0,0,0,0,0,14,0,0,0,0,7,7,29,13,13,8,0,11,88,0,0,0,0,0,4,8,3,3,0,0,0,18,3,0,0,4,9
