region_id,Ot_ty_Ed_Ins_Pt_st_C01_P,Ot_ty_Ed_Ins_Pt_st_C06_M,Ot_ty_Ed_Ins_Pt_st_C06_F,Ot_ty_Ed_Ins_Pt_st_C06_P,Ot_ty_Ed_Ins_Pt_st_C11_M,Ot_ty_Ed_Ins_Pt_st_C11_F,Ot_ty_Ed_Ins_Pt_st_C11_P,O_t_E_I_F_P_s_s_ns_C01_M,O_t_E_I_F_P_s_s_ns_C01_F,O_t_E_I_F_P_s_s_ns_C01_P,O_t_E_I_F_P_s_s_ns_C06_M,O_t_E_I_F_P_s_s_ns_C06_F,O_t_E_I_F_P_s_s_ns_C06_P,O_t_E_I_F_P_s_s_ns_C11_M,O_t_E_I_F_P_s_s_ns_C11_F,O_t_E_I_F_P_s_s_ns_C11_P,Oth_ty_Edu_Ins_Tot_C01_M,Oth_ty_Edu_Ins_Tot_C01_F,Oth_ty_Edu_Ins_Tot_C01_P,Oth_ty_Edu_Ins_Tot_C06_M,Oth_ty_Edu_Ins_Tot_C06_F,Oth_ty_Edu_Ins_Tot_C06_P,Oth_ty_Edu_Ins_Tot_C11_M,Oth_ty_Edu_Ins_Tot_C11_F,Oth_ty_Edu_Ins_Tot_C11_P,Type_Educ_Insti_ns_C01_M,Type_Educ_Insti_ns_C01_F,Type_Educ_Insti_ns_C01_P,Type_Educ_Insti_ns_C06_M,Type_Educ_Insti_ns_C06_F,Type_Educ_Insti_ns_C06_P,Type_Educ_Insti_ns_C11_M,Type_Educ_Insti_ns_C11_F,Type_Educ_Insti_ns_C11_P,OS_vis_C01_M,OS_vis_C01_F,OS_vis_C01_P,OS_vis_C06_M,OS_vis_C06_F,OS_vis_C06_P,OS_vis_C11_M,OS_vis_C11_F,OS_vis_C11_P,Tot_C01_M,Tot_C01_F,Tot_C01_P,Tot_C06_M,Tot_C06_F,Tot_C06_P,Tot_C11_M,Tot_C11_F,Tot_C11_P
101011001,102,27,65,92,50,50,100,5,0,5,0,3,3,0,0,0,85,92,177,124,128,252,68,70,138,1067,579,1646,1241,808,2049,1222,706,1928,12,27,39,29,39,68,36,39,75,3853,3246,7099,4212,3344,7556,3635,3101,6736
101011002,33,6,27,33,4,24,28,0,0,0,0,0,0,0,0,0,31,30,61,10,30,40,17,36,53,454,432,886,489,408,897,360,334,694,16,18,34,35,11,46,13,15,28,1687,1764,3451,1723,1621,3344,1560,1596,3156
101011003,26,4,16,20,4,9,13,0,0,0,0,0,0,0,0,0,13,21,34,7,19,26,7,15,22,75,80,155,146,141,287,206,213,419,13,10,23,8,5,13,3,3,6,730,776,1506,797,878,1675,880,966,1846
101011004,36,13,18,31,14,30,44,0,0,0,0,3,3,0,0,0,15,28,43,17,25,42,18,38,56,97,87,184,285,251,536,259,306,565,12,18,30,8,22,30,22,10,32,1081,1138,2219,1337,1414,2751,1518,1650,3168
101011005,32,5,18,23,10,17,27,0,0,0,0,0,0,0,0,0,10,27,37,5,22,27,13,20,33,183,191,374,303,320,623,350,377,727,13,11,24,8,5,13,4,13,17,1313,1395,2708,1389,1543,2932,1448,1557,3005
101011006,24,3,18,21,5,10,15,0,0,0,0,0,0,0,0,0,4,20,24,3,18,21,5,10,15,137,131,268,181,166,347,208,232,440,9,3,12,9,5,14,0,10,10,964,963,1927,942,998,1940,913,955,1868
101021007,13,0,11,11,3,6,9,0,0,0,0,0,0,0,0,0,7,9,16,0,11,11,8,11,19,35,37,72,87,64,151,143,136,279,6,4,10,3,0,3,3,6,9,263,272,535,297,280,577,459,452,911
101021008,43,15,31,46,12,25,37,3,0,3,0,0,0,0,0,0,17,39,56,18,35,53,12,25,37,215,222,437,360,344,704,296,279,575,10,9,19,12,15,27,8,6,14,1418,1467,2885,1467,1481,2948,1265,1370,2635
101021009,55,20,33,53,23,42,65,0,0,0,0,0,0,0,0,0,26,42,68,23,36,59,37,49,86,240,226,466,588,513,1101,529,354,883,63,66,129,26,29,55,23,30,53,1205,1257,2462,1471,1433,2904,1485,1376,2861
101021010,26,16,26,42,13,22,35,0,0,0,0,3,3,0,0,0,13,20,33,19,35,54,19,22,41,121,117,238,234,167,401,192,155,347,11,9,20,13,10,23,9,14,23,543,555,1098,684,592,1276,704,699,1403
101021011,60,16,36,52,30,44,74,0,0,0,0,0,0,0,0,0,25,44,69,23,48,71,36,51,87,246,221,467,480,383,863,509,446,955,36,32,68,16,14,30,22,31,53,1876,2004,3880,2212,2218,4430,2481,2554,5035
