region_id,C11_C_Sev_day_Adv_0_14,C11_C_Sev_day_Adv_15_24,C11_C_Sev_day_Adv_25_34,C11_C_Sev_day_Adv_35_44,C11_C_Sev_day_Adv_45_54,C11_C_Sev_day_Adv_55_64,C11_C_Sev_day_Adv_65_74,C11_C_Sev_day_Adv_75_84,C11_C_Sev_day_Adv_85ov,C11_C_Sev_day_Adv_Tot,C11_Chr_Unit_Ch_0_14,C11_Chr_Unit_Ch_15_24,C11_Chr_Unit_Ch_25_34,C11_Chr_Unit_Ch_35_44,C11_Chr_Unit_Ch_45_54,C11_Chr_Unit_Ch_55_64,C11_Chr_Unit_Ch_65_74,C11_Chr_Unit_Ch_75_84,C11_Chr_Unit_Ch_85ov,C11_Chr_Unit_Ch_Tot,C11_Chr_Chi_nfd_0_14,C11_Chr_Chi_nfd_15_24,C11_Chr_Chi_nfd_25_34,C11_Chr_Chi_nfd_35_44,C11_Chr_Chi_nfd_45_54,C11_Chr_Chi_nfd_55_64,C11_Chr_Chi_nfd_65_74,C11_Chr_Chi_nfd_75_84,C11_Chr_Chi_nfd_85ov,C11_Chr_Chi_nfd_Tot,C11_Chr_Oth_Chi_0_14,C11_Chr_Oth_Chi_15_24,C11_Chr_Oth_Chi_25_34,C11_Chr_Oth_Chi_35_44,C11_Chr_Oth_Chi_45_54,C11_Chr_Oth_Chi_55_64,C11_Chr_Oth_Chi_65_74,C11_Chr_Oth_Chi_75_84,C11_Chr_Oth_Chi_85ov,C11_Chr_Oth_Chi_Tot,C11_Christ_Tot_0_14,C11_Christ_Tot_15_24,C11_Christ_Tot_25_34,C11_Christ_Tot_35_44,C11_Christ_Tot_45_54,C11_Christ_Tot_55_64,C11_Christ_Tot_65_74,C11_Christ_Tot_75_84,C11_Christ_Tot_85ov,C11_Christ_T_T,C11_Hinduism_0_14,C11_Hinduism_15_24,C11_Hinduism_25_34,C11_Hinduism_35_44,C11_Hinduism_45_54,C11_Hinduism_55_64,C11_Hinduism_65_74,C11_Hinduism_75_84,C11_Hinduism_85ov,C11_Hinduism_Tot,C11_Islam_0_14,C11_Islam_15_24,C11_Islam_25_34,C11_Islam_35_44,C11_Islam_45_54,C11_Islam_55_64,C11_Islam_65_74,C11_Islam_75_84,C11_Islam_85ov,C11_Islam_Tot,C11_Judaism_0_14,C11_Judaism_15_24,C11_Judaism_25_34,C11_Judaism_35_44,C11_Judaism_45_54,C11_Judaism_55_64,C11_Judaism_65_74,C11_Judaism_75_84,C11_Judaism_85ov,C11_Judaism_Tot,C11_OR_AusAborTrad_0_14,C11_OR_AusAborTrad15_24,C11_OR_AusAborTrad25_34,C11_OR_AusAborTrad35_44,C11_OR_AusAborTrad45_54,C11_OR_AusAborTrad55_64,C11_OR_AusAborTrad65_74,C11_OR_AusAborTrad75_84,C11_OR_AusAborTrad85oe,C11_OR_AusAborTrade_Tot,C11_OR_Ot_Re_Gr_0_14,C11_OR_Ot_Re_Gr_15_24,C11_OR_Ot_Re_Gr_25_34,C11_OR_Ot_Re_Gr_35_44,C11_OR_Ot_Re_Gr_45_54,C11_OR_Ot_Re_Gr_55_64,C11_OR_Ot_Re_Gr_65_74,C11_OR_Ot_Re_Gr_75_84,C11_O_R_Ot_Re_Gr_85ov,C11_OR_Ot_Re_Gr_Tot,C11_Oth_Rel_Tot_0_14,C11_Oth_Rel_Tot_15_24,C11_Oth_Rel_Tot_25_34,C11_Oth_Rel_Tot_35_44,C11_Oth_Rel_Tot_45_54,C11_Oth_Rel_Tot_55_64,C11_Oth_Rel_Tot_65_74,C11_Oth_Rel_Tot_75_84,C11_Oth_Rel_Tot_85ov,C11_Other_Rel_T_T,C11_No_religion_0_14,C11_No_religion_15_24,C11_No_religion_25_34,C11_No_religion_35_44,C11_No_religion_45_54,C11_No_religion_55_64,C11_No_religion_65_74,C11_No_religion_75_84,C11_No_religion_85ov,C11_No_religion_Tot,C11_Oth_rel_affi_0_14,C11_Oth_rel_aff_15_24,C11_Oth_rel_aff_25_34,C11_Oth_rel_aff_35_44,C11_Oth_rel_aff_45_54,C11_Oth_rel_aff_55_64,C11_Oth_rel_aff_65_74,C11_Oth_rel_aff_75_84,C11_Oth_rel_affil_85ov,C11_Oth_rel_affil_Tot,C11_Rel_aff_ns_0_14,C11_Rel_aff_ns_15_24,C11_Rel_aff_ns_25_34,C11_Rel_aff_ns_35_44,C11_Rel_aff_ns_45_54,C11_Rel_aff_ns_55_64,C11_Rel_aff_ns_65_74,C11_Rel_aff_ns_75_84,C11_Rel_aff_ns_85ov,C11_Rel_aff_NS_T,C11_OS_vis_0_14,C11_OS_vis_15_24,C11_OS_vis_25_34,C11_OS_vis_35_44,C11_OS_vis_45_54,C11_OS_vis_55_64,C11_OS_vis_65_74,C11_OS_vis_75_84,C11_OS_vis_85ov,C11_OS_vis_Tot,C11_Tot_0_14_yrs,C11_Tot_15_24_yrs,C11_Tot_25_34_yrs,C11_Tot_35_44_yrs,C11_Tot_45_54_yrs,C11_Tot_55_64_yrs,C11_Tot_65_74_yrs,C11_Tot_75_84_yrs,C11_Tot_85o,C11_T_T
101011001,10,11,15,4,4,7,9,3,4,67,159,87,83,119,163,166,156,109,45,1087,61,44,33,41,51,35,18,3,0,286,4,3,0,4,6,0,3,0,0,20,2952,2001,1804,2141,2353,2149,1651,1166,474,16691,8,5,14,7,3,3,3,0,0,43,16,7,12,10,3,4,0,0,3,55,0,3,0,0,3,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,8,11,12,16,9,5,3,0,0,64,8,11,12,16,9,5,3,0,0,64,763,438,433,373,308,242,109,46,20,2732,37,28,26,36,27,12,6,0,0,172,264,235,345,321,260,198,162,93,31,1909,6,17,13,8,16,11,4,0,0,75,4083,2764,2681,2944,3001,2647,1942,1305,528,21895
101011002,7,0,3,4,5,5,3,5,0,32,84,65,34,70,136,125,113,69,20,716,37,14,17,16,21,28,17,0,0,150,3,8,0,4,0,3,3,0,0,21,1605,861,614,1066,1398,1413,1122,575,156,8810,0,0,0,3,0,5,0,0,0,8,10,0,4,5,4,0,0,0,0,23,3,0,0,3,3,0,0,3,0,12,3,3,0,3,0,0,0,0,0,9,0,4,5,3,5,3,6,0,0,26,3,7,5,6,5,3,6,0,0,35,356,148,125,202,219,262,136,47,5,1500,13,5,11,13,3,7,3,0,0,55,179,76,48,98,140,126,88,47,17,819,0,9,7,3,3,5,3,0,0,30,2169,1109,817,1407,1787,1833,1366,672,178,11338
101011003,5,0,0,3,0,3,0,0,0,11,53,41,23,46,56,53,39,46,20,377,23,14,5,27,12,14,10,0,0,105,5,0,0,3,0,4,0,0,0,12,838,537,411,641,647,592,402,319,139,4526,0,0,3,3,0,0,0,0,0,6,9,5,7,7,0,0,0,0,0,28,3,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,4,0,4,4,4,0,0,0,0,16,4,0,4,4,4,0,0,0,0,16,318,139,153,168,120,89,45,27,6,1065,7,0,7,6,3,6,3,0,0,32,140,68,59,77,55,45,34,40,30,548,3,0,3,0,0,0,3,0,0,9,1330,753,650,912,833,735,493,386,175,6267
101011004,5,0,3,6,3,3,3,0,0,23,111,45,37,91,98,116,76,34,12,620,62,32,16,37,28,26,10,6,0,217,0,0,0,0,0,0,0,0,0,0,1426,638,534,1053,1096,982,611,220,54,6614,3,0,0,3,0,3,0,0,0,9,0,8,0,3,9,0,0,0,0,20,5,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,12,0,4,18,6,8,3,0,0,51,12,0,4,18,6,8,3,0,0,51,686,261,228,470,420,351,167,23,9,2615,14,10,7,15,8,17,0,0,0,71,201,61,66,104,121,101,67,35,7,763,0,16,10,3,0,3,0,0,0,32,2351,1002,853,1678,1676,1474,851,278,70,10233
101011005,7,4,5,0,4,5,4,0,0,29,55,41,31,68,65,63,59,32,24,438,40,24,23,13,25,18,8,9,3,163,0,0,0,0,3,3,0,0,0,6,1633,886,753,980,1039,1053,807,557,273,7981,3,3,5,0,3,3,0,0,0,17,62,15,31,8,7,10,7,0,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,3,3,0,0,15,3,0,3,0,3,3,3,0,0,15,387,171,179,150,119,100,46,22,10,1184,9,12,4,6,4,0,0,3,0,38,154,88,76,90,87,91,51,47,17,701,0,3,0,4,0,5,3,0,0,15,2254,1182,1055,1249,1266,1280,917,629,300,10132
101011006,5,4,7,0,0,3,0,0,0,19,74,28,19,51,72,76,85,38,16,459,26,14,3,4,17,12,12,5,4,97,0,0,0,0,0,0,0,4,0,4,1097,528,433,691,889,962,740,387,140,5867,0,0,0,0,0,0,0,0,0,0,5,4,3,3,5,3,0,3,0,26,0,3,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,9,0,0,0,3,3,3,0,0,0,9,209,89,75,95,87,100,49,16,3,723,6,0,3,9,6,0,3,0,0,27,122,48,31,63,46,50,58,37,11,466,0,4,3,0,0,0,0,0,0,7,1439,676,551,868,1036,1122,857,443,154,7146
101021007,0,3,0,0,0,0,0,0,0,3,16,4,7,20,23,26,30,8,9,143,11,3,7,6,10,7,12,0,3,59,0,0,0,0,0,0,3,0,0,3,319,146,124,281,316,322,286,124,51,1969,4,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,4,5,3,0,0,21,0,0,6,3,4,5,3,0,0,21,212,78,81,119,126,138,75,23,4,856,0,5,4,6,4,8,3,0,0,30,81,19,30,45,63,52,25,13,8,336,0,0,3,3,0,3,3,0,0,12,616,248,248,465,523,538,398,160,63,3259
101021008,4,3,0,3,0,4,0,0,0,14,65,44,33,44,55,42,23,10,0,316,28,11,13,20,22,10,0,0,0,104,0,0,4,0,4,0,0,0,0,8,1217,813,785,890,997,777,456,213,57,6205,8,3,7,7,8,3,0,0,0,36,27,3,18,7,4,4,3,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,5,3,13,8,7,5,4,0,0,45,5,3,16,8,7,5,4,0,0,48,386,235,270,261,178,96,37,9,3,1475,14,9,9,16,7,4,0,0,0,59,145,104,94,82,76,74,36,23,3,637,5,4,3,4,0,0,0,0,0,16,1818,1186,1207,1295,1287,971,541,245,63,8613
101021009,0,6,5,0,5,3,0,0,0,19,39,24,46,44,41,45,20,19,17,295,30,25,44,23,20,12,0,0,0,154,3,3,3,0,0,10,3,0,0,22,899,752,933,867,912,872,576,506,228,6545,36,8,59,16,7,3,0,0,0,129,58,15,71,46,5,5,0,0,0,200,4,0,0,0,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,19,28,59,19,5,4,3,0,0,137,19,28,59,19,5,4,3,0,0,137,377,345,509,384,267,154,57,27,20,2140,12,22,41,22,14,5,0,0,0,116,156,141,201,155,138,99,46,28,28,992,3,15,7,6,5,12,7,0,0,55,1579,1333,1906,1551,1379,1163,696,564,276,10447
101021010,0,3,0,0,3,3,0,0,0,9,15,11,21,12,23,29,21,5,0,137,21,15,24,6,14,5,7,0,0,92,0,0,0,3,0,3,0,0,0,6,474,402,448,427,497,358,201,106,39,2952,29,12,60,17,6,0,0,0,0,124,26,15,39,11,5,0,0,0,0,96,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,19,15,42,15,9,3,0,0,0,103,19,15,42,15,9,3,0,0,0,103,140,145,214,163,111,99,46,20,3,941,6,15,9,8,7,3,0,0,0,48,63,51,78,55,69,47,24,16,9,412,3,5,0,3,9,3,0,3,0,26,777,667,905,714,723,519,271,145,51,4772
