region_id,C11_75_79_N_mar_M,C11_75_79_N_mar_F,C11_75_79_T_M,C11_75_79_T_F,C11_75_79_T_P,C11_80_84_Mar_RegM_M,C11_80_84_Mar_RegM_F,C11_80_84_Mar_DFM_M,C11_80_84_Mar_DFM_F,C11_80_84_N_mar_M,C11_80_84_N_mar_F,C11_80_84_T_M,C11_80_84_T_F,C11_80_84_T_P,C11_85o_Mar_RegM_M,C11_85o_Mar_RegM_F,C11_85o_Mar_DFM_M,C11_85o_Mar_DFM_F,C11_85o_N_mar_M,C11_85o_N_mar_F,C11_85o_T_M,C11_85o_T_F,C11_85o_T_P,C11_T_Marr_reg_marr_M,C11_T_Marr_reg_marr_F,C11_T_Mar_de_fa_mar_M,C11_T_Mar_de_fa_mar_F,C11_Tot_N_mar_M,C11_Tot_N_mar_F,C11_Tot_T_M,C11_Tot_T_F,C11_Tot_T_P
101011001,83,204,246,345,591,141,86,0,3,65,209,206,298,504,70,47,0,0,47,183,117,230,347,3434,3493,780,790,2940,3642,7154,7925,15079
101011002,68,84,209,178,387,75,38,6,4,35,57,116,99,215,27,11,4,0,31,57,62,68,130,2398,2425,373,385,1466,1356,4237,4166,8403
101011003,19,49,81,93,174,47,29,0,0,17,57,64,86,150,21,14,0,0,22,39,43,53,96,1157,1171,230,242,728,873,2115,2286,4401
101011004,13,33,75,75,150,47,22,0,0,16,19,63,41,104,9,6,0,0,7,33,16,39,55,2189,2235,368,409,1078,1016,3635,3660,7295
101011005,43,109,135,179,314,56,38,3,0,30,111,89,149,238,36,18,0,0,25,114,61,132,193,1722,1762,350,354,1260,1588,3332,3704,7036
101011006,40,58,99,122,221,49,24,0,0,36,64,85,88,173,19,8,0,0,17,62,36,70,106,1438,1435,219,224,983,1004,2640,2663,5303
101021007,17,22,49,40,89,18,3,0,0,7,19,25,22,47,6,4,0,0,3,23,9,27,36,621,616,126,134,425,406,1172,1156,2328
101021008,15,41,62,67,129,26,15,0,0,12,40,38,55,93,10,3,0,0,6,41,16,44,60,1460,1476,330,329,1257,1437,3047,3242,6289
101021009,31,92,103,143,246,63,36,0,0,28,88,91,124,215,16,3,0,0,33,108,49,111,160,1415,1433,483,494,1915,1822,3813,3749,7562
101021010,10,25,31,40,71,14,10,0,0,8,24,22,34,56,3,6,0,0,3,31,6,37,43,699,710,233,229,823,790,1755,1729,3484
101021011,27,26,78,60,138,32,22,0,0,12,26,44,48,92,12,0,0,0,9,25,21,25,46,2894,2921,539,525,1471,1437,4904,4883,9787
101021012,14,32,55,56,111,19,9,0,0,6,29,25,38,63,11,3,0,0,5,23,16,26,42,2481,2564,412,404,1381,1557,4274,4525,8799
101031013,12,25,35,38,73,12,13,0,0,13,19,25,32,57,13,8,0,0,13,25,26,33,59,454,448,92,94,354,313,900,855,1755
101031014,26,65,112,106,218,34,22,0,0,21,86,55,108,163,37,16,0,0,26,79,63,95,158,1109,1131,248,248,892,1066,2249,2445,4694
101031015,17,23,49,42,91,16,11,0,0,14,13,30,24,54,6,3,0,0,11,15,17,18,35,655,669,107,110,392,346,1154,1125,2279
101031016,15,23,60,47,107,24,12,0,3,8,18,32,33,65,5,3,0,0,11,18,16,21,37,932,945,256,265,792,659,1980,1869,3849
101041017,37,60,147,130,277,68,50,5,3,36,73,109,126,235,33,16,0,0,22,79,55,95,150,1357,1373,277,276,943,1133,2577,2782,5359
101041018,38,79,165,175,340,96,51,3,0,38,63,137,114,251,41,30,0,0,29,74,70,104,174,1544,1573,252,270,953,1221,2749,3064,5813
101041019,34,57,114,123,237,58,35,0,3,18,84,76,122,198,31,18,0,3,24,68,55,89,144,1386,1406,331,348,1030,1251,2747,3005,5752
101041020,34,41,118,92,210,39,21,0,0,20,32,59,53,112,16,4,0,0,17,34,33,38,71,1638,1669,429,462,1073,1019,3140,3150,6290
101041021,15,32,56,61,117,23,14,0,3,23,28,46,45,91,15,4,0,0,16,27,31,31,62,507,517,89,90,383,416,979,1023,2002
101041022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,12,0,0,5,4,19,16,35
101041023,20,25,61,47,108,18,11,0,0,8,35,26,46,72,8,3,0,0,9,18,17,21,38,537,537,129,130,451,538,1117,1205,2322
101041024,14,16,38,35,73,15,11,4,0,8,21,27,32,59,8,7,0,0,8,13,16,20,36,581,590,149,153,450,391,1180,1134,2314
101041025,41,108,199,230,429,104,75,3,0,43,93,150,168,318,65,28,0,0,40,111,105,139,244,1970,1991,367,372,1115,1418,3452,3781,7233
101041026,49,78,169,160,329,77,43,0,0,34,71,111,114,225,36,15,0,0,22,64,58,79,137,1498,1505,272,284,1011,1141,2781,2930,5711
101041027,46,98,198,225,423,94,58,3,0,45,110,142,168,310,58,35,0,0,45,99,103,134,237,1678,1698,328,342,1131,1230,3137,3270,6407
102011028,17,33,49,58,107,37,27,0,0,16,24,53,51,104,20,10,0,0,11,39,31,49,80,1298,1333,201,221,867,967,2366,2521,4887
102011029,39,80,167,185,352,91,55,4,3,36,84,131,142,273,52,24,4,0,38,84,94,108,202,2171,2194,286,303,1266,1412,3723,3909,7632
102011030,11,12,62,32,94,18,13,0,0,9,17,27,30,57,13,4,0,0,10,26,23,30,53,826,853,141,146,608,513,1575,1512,3087
102011031,49,196,235,377,612,173,120,4,3,46,183,223,306,529,109,55,6,0,62,195,177,250,427,2726,2766,250,260,1573,2394,4549,5420,9969
102011032,64,184,198,294,492,111,83,4,0,50,192,165,275,440,66,45,0,0,62,237,128,282,410,2675,2721,750,763,2812,3632,6237,7116,13353
102011033,9,30,51,54,105,19,12,0,0,9,25,28,37,65,9,3,0,0,4,18,13,21,34,1176,1207,193,191,798,904,2167,2302,4469
102011034,12,103,102,202,304,110,84,3,0,42,144,155,228,383,76,54,0,0,59,165,135,219,354,1317,1346,185,183,860,1427,2362,2956,5318
102011035,8,37,54,63,117,29,17,0,0,12,31,41,48,89,11,8,3,0,15,30,29,38,67,1239,1233,200,219,865,1086,2304,2538,4842
102011036,15,37,59,67,126,23,16,0,0,22,32,45,48,93,14,7,0,0,7,25,21,32,53,1523,1547,237,238,1037,1170,2797,2955,5752
102011037,28,67,110,119,229,27,26,4,0,33,63,64,89,153,21,11,0,0,29,66,50,77,127,1160,1180,192,203,789,938,2141,2321,4462
102011038,26,72,100,136,236,68,50,3,0,23,74,94,124,218,37,20,6,0,23,74,66,94,160,1346,1365,206,220,796,1015,2348,2600,4948
102011039,33,101,162,188,350,70,45,3,0,25,86,98,131,229,33,17,0,0,27,81,60,98,158,2383,2429,385,398,1697,1972,4465,4799,9264
102011040,134,269,382,481,863,203,128,5,3,116,310,324,441,765,126,63,0,3,99,339,225,405,630,3628,3641,862,868,3327,4444,7817,8953,16770
102011041,14,52,113,121,234,58,38,0,0,15,61,73,99,172,41,27,0,0,21,64,62,91,153,1808,1833,290,301,1086,1254,3184,3388,6572
102011042,69,182,248,315,563,126,92,3,3,85,193,214,288,502,79,42,0,3,72,202,151,247,398,2138,2153,451,475,2156,2674,4745,5302,10047
102011043,36,117,128,189,317,74,67,0,0,48,149,122,216,338,70,42,0,0,50,169,120,211,331,1864,1893,321,335,1573,2067,3758,4295,8053
102021044,73,249,269,437,706,191,135,0,3,81,227,272,365,637,126,55,0,0,90,272,216,327,543,3641,3684,713,732,2868,4092,7222,8508,15730
102021045,23,61,113,115,228,32,24,0,0,26,51,58,75,133,20,11,0,0,11,35,31,46,77,1717,1738,412,431,1445,1711,3574,3880,7454
102021046,62,107,186,208,394,85,60,5,3,43,96,133,159,292,44,23,0,0,38,93,82,116,198,1570,1607,333,332,1410,1615,3313,3554,6867
102021047,45,110,176,207,383,84,60,0,0,47,144,131,204,335,58,22,3,4,45,130,106,156,262,2791,2830,513,543,1983,2453,5287,5826,11113
102021048,104,253,340,419,759,157,110,3,3,101,227,261,340,601,90,43,0,0,86,246,176,289,465,3233,3293,730,765,3181,3988,7144,8046,15190
102021049,8,13,23,29,52,9,9,0,0,8,7,17,16,33,8,0,0,0,5,11,13,11,24,633,648,81,82,349,320,1063,1050,2113
102021050,58,102,263,262,525,109,64,3,4,53,110,165,178,343,40,18,4,0,26,76,70,94,164,1913,1938,381,393,1349,1733,3643,4064,7707
102021051,7,20,30,31,61,15,12,0,0,7,11,22,23,45,7,7,0,0,8,11,15,18,33,900,903,153,163,654,727,1707,1793,3500
102021052,28,49,94,87,181,29,23,3,3,19,22,51,48,99,16,3,0,3,18,35,34,41,75,1019,1042,207,206,733,752,1959,2000,3959
102021053,58,171,254,320,574,126,81,3,3,80,163,209,247,456,74,37,0,0,50,172,124,209,333,1969,1994,515,529,2304,2919,4788,5442,10230
102021054,53,117,171,218,389,102,52,0,3,64,135,166,190,356,51,35,3,0,53,148,107,183,290,1433,1452,305,321,1505,1732,3243,3505,6748
