region_id,C11_All_inc_ns_CF_1Ch,C11_All_inc_ns_CF_2C,C11_All_inc_ns_CF_3C,C11_All_inc_ns_CF_4mC,C11_All_inc_ns_CF_T,C11_Tot_CF_1C,C11_Tot_CF_2C,C11_Tot_CF_3C,C11_Tot_CF_4mC,C11_Tot_CF_T
101011001,13,14,6,3,36,844,855,370,153,2222
101011002,10,10,3,0,23,455,468,262,93,1278
101011003,0,3,3,0,6,241,295,160,50,746
101011004,3,3,0,0,6,468,589,260,103,1420
101011005,8,3,3,0,14,373,413,212,112,1110
101011006,0,3,3,3,9,230,281,171,74,756
101021007,5,0,0,0,5,123,121,57,21,322
101021008,7,8,0,0,15,394,471,186,41,1092
101021009,3,3,4,0,10,432,345,128,36,941
101021010,6,0,3,0,9,201,172,55,23,451
101021011,8,3,3,0,14,666,884,361,122,2033
101021012,3,5,3,0,11,584,952,367,93,1996
101031013,3,0,0,0,3,76,104,43,17,240
101031014,5,5,0,0,10,225,256,114,42,637
101031015,0,0,4,0,4,98,150,62,25,335
101031016,5,6,0,0,11,229,314,88,26,657
101041017,9,5,0,0,14,223,224,114,60,621
101041018,5,3,0,0,8,267,239,97,49,652
101041019,3,7,3,0,13,316,338,134,53,841
101041020,9,3,3,0,15,350,355,179,70,954
101041021,0,3,0,0,3,93,89,50,16,248
101041022,0,0,0,0,0,0,3,0,0,3
101041023,3,3,0,0,6,113,86,52,13,264
101041024,3,3,0,0,6,135,113,53,23,324
101041025,3,4,0,3,10,325,327,137,50,839
101041026,6,3,3,0,12,266,251,103,46,666
101041027,8,3,3,0,14,267,245,87,42,641
102011028,0,4,0,0,4,277,443,183,62,965
102011029,7,8,5,0,20,436,543,228,61,1268
102011030,0,6,4,0,10,168,208,111,38,525
102011031,9,6,4,3,22,514,716,283,92,1605
102011032,11,9,0,4,24,688,651,232,94,1665
102011033,0,10,5,3,18,287,458,170,73,988
102011034,4,3,3,0,10,242,380,153,50,825
102011035,4,6,3,3,16,296,384,152,52,884
102011036,3,3,3,5,14,356,521,218,82,1177
102011037,4,7,0,0,11,261,312,132,36,741
102011038,3,0,3,3,9,289,353,137,38,817
102011039,0,10,3,0,13,501,642,274,57,1474
102011040,15,10,5,0,30,794,883,328,99,2104
102011041,3,3,4,0,10,364,563,234,72,1233
102011042,10,4,0,0,14,509,513,179,68,1269
102011043,11,3,3,0,17,476,469,188,76,1209
102021044,14,19,6,0,39,771,1043,385,140,2339
102021045,10,9,6,0,25,444,500,282,107,1333
102021046,10,0,4,3,17,338,345,142,55,880
102021047,6,9,3,4,22,625,852,383,117,1977
102021048,16,12,5,5,38,753,773,353,171,2050
102021049,3,3,3,0,9,134,166,85,26,411
102021050,4,6,4,3,17,318,397,148,70,933
102021051,0,3,3,0,6,223,264,131,39,657
102021052,6,3,3,0,12,212,269,93,31,605
102021053,9,3,0,3,15,443,395,164,61,1063
102021054,6,14,0,0,20,317,311,113,35,776
102021055,4,4,0,0,8,218,267,110,42,637
102021056,6,8,7,3,24,483,762,336,139,1720
102021057,9,5,3,0,17,306,320,136,61,823
103011058,13,15,3,0,31,768,896,378,160,2202
103011059,5,5,3,0,13,375,474,234,104,1187
103011060,4,6,4,0,14,269,310,164,70,813
103011061,0,3,3,0,6,174,187,99,34,494
103021062,11,5,0,0,16,275,256,154,66,751
103021063,9,7,5,3,24,314,314,168,68,864
103021064,3,8,0,0,11,176,197,116,49,538
103021065,3,3,7,0,13,320,333,220,84,957
103021066,3,0,3,3,9,134,122,82,28,366
103021067,6,6,6,3,21,396,365,270,127,1158
103021068,0,0,0,0,0,109,108,76,42,335
103021069,3,4,0,0,7,201,213,134,94,642
103031070,8,11,5,0,24,424,477,199,70,1170
103031071,3,15,0,4,22,279,369,156,65,869
103031072,9,5,5,8,27,400,431,227,85,1143
103031073,3,3,3,0,9,120,112,61,23,316
103031074,14,3,5,0,22,393,376,225,86,1080
103031075,0,0,0,0,0,0,0,0,0,0
103041076,3,4,0,0,7,260,293,172,81,806
103041077,4,8,4,5,21,696,676,322,137,1831
103041078,4,11,0,4,19,662,930,421,139,2152
103041079,3,6,3,3,15,433,527,331,137,1428
104011080,8,13,3,7,31,568,675,298,127,1668
104011081,9,4,0,4,17,588,594,276,139,1597
104011082,3,7,3,0,13,521,503,222,98,1344
104021083,0,4,3,0,7,220,259,91,38,608
104021084,8,0,4,6,18,580,641,247,83,1551
104021085,7,0,0,0,7,304,270,126,54,754
104021086,5,5,0,0,10,157,209,78,30,474
104021087,4,4,0,0,8,101,120,55,24,300
104021088,7,4,4,0,15,352,386,178,43,959
104021089,11,7,4,4,26,732,851,335,124,2042
104021090,0,4,0,0,4,154,139,76,31,400
104021091,5,3,3,0,11,448,440,193,77,1158
105011092,3,3,7,0,13,127,119,83,51,380
105011093,0,6,0,0,6,158,199,100,43,500
105011094,3,3,0,0,6,138,130,78,47,393
105011095,9,3,0,0,12,193,201,110,44,548
105011096,7,7,3,3,20,218,174,106,65,563
105021097,16,11,7,4,38,665,616,261,100,1642
105021098,3,6,0,0,9,102,78,42,22,244
105031099,3,0,3,4,10,234,304,162,76,776
105031100,6,6,3,0,15,409,477,225,98,1209
105031101,3,9,7,3,22,585,620,328,131,1664
105031102,4,7,4,0,15,257,315,162,67,801
105031103,12,4,3,0,19,238,235,147,42,662
105031104,6,0,0,0,6,159,158,95,30,442
105031105,6,3,0,0,9,217,238,146,74,675
105031106,4,7,3,0,14,264,282,168,74,788
106011107,4,3,6,0,13,424,463,253,89,1229
106011108,13,10,8,3,34,788,813,360,134,2095
106011109,3,9,3,3,18,288,348,155,68,859
106011110,7,4,3,3,17,360,386,159,77,982
106011111,11,13,0,0,24,680,724,307,136,1847
106011112,10,17,3,3,33,674,867,383,143,2067
106011113,3,3,5,0,11,229,283,118,44,674
106021114,0,3,3,0,6,213,195,74,33,515
106021115,7,18,6,0,31,1127,1287,530,216,3160
106021116,3,8,0,0,11,285,433,170,53,941
106021117,9,17,4,0,30,810,989,381,153,2333
106021118,5,7,0,0,12,442,604,243,64,1353
106031119,5,4,3,0,12,205,267,107,54,633
106031120,3,4,0,0,7,250,230,104,49,633
106031121,7,16,8,0,31,622,732,293,93,1740
106031122,9,5,5,3,22,523,532,273,123,1451
106031123,3,3,3,3,12,226,349,172,67,814
106031124,0,3,0,0,3,122,112,48,11,293
106031125,5,7,9,0,21,533,758,274,92,1657
106041126,6,8,4,3,21,459,527,263,83,1332
106041127,5,0,4,0,9,146,172,106,36,460
106041128,4,3,4,0,11,245,272,146,38,701
106041129,7,10,3,0,20,316,339,162,57,874
107011130,16,23,6,13,58,1082,1153,439,175,2849
107011131,15,12,3,0,30,989,1113,410,149,2661
107011132,5,4,0,0,9,344,526,239,69,1178
107011133,0,0,0,0,0,0,0,0,0,0
107011134,3,9,3,0,15,691,1019,390,128,2228
107021135,0,0,0,0,0,0,0,0,0,0
107031136,9,10,3,0,22,614,918,351,152,2035
107031137,7,8,5,3,23,306,327,147,52,832
107031138,5,3,3,0,11,292,303,147,26,768
107031139,0,5,7,0,12,276,342,152,33,803
107031140,3,0,0,3,6,237,386,174,59,856
107031141,4,4,3,3,14,543,966,377,124,2010
107031142,6,7,7,0,20,464,550,180,66,1260
107031143,16,10,9,4,39,844,788,309,154,2095
107041144,8,10,3,3,24,812,1033,388,91,2324
107041145,9,4,3,3,19,573,673,279,86,1611
107041146,5,6,6,3,20,822,1127,425,129,2503
107041147,0,0,9,0,9,382,623,255,63,1323
107041148,3,10,0,0,13,463,633,271,71,1438
107041149,21,7,0,0,28,952,847,305,96,2200
107041150,8,9,5,0,22,819,1039,421,121,2400
108011151,3,3,3,0,9,209,200,82,32,523
108011152,4,10,3,0,17,400,411,181,56,1048
108011153,4,5,3,0,12,183,221,82,40,526
108011154,3,4,0,0,7,140,120,54,18,332
108021155,7,8,3,5,23,429,418,213,126,1186
108021156,13,5,0,0,18,326,295,153,66,840
108021157,0,0,3,0,3,137,140,70,29,376
108021158,3,4,0,0,7,186,154,71,29,440
108021159,3,3,3,0,9,254,270,125,69,718
108021160,0,4,4,0,8,159,133,85,26,403
108031161,0,0,0,0,0,19,19,0,0,38
108041162,9,3,3,0,15,537,575,272,74,1458
108041163,6,14,3,0,23,915,1165,455,163,2698
108041164,13,10,0,0,23,473,480,166,71,1190
108041165,4,4,0,3,11,217,223,96,35,571
108041166,9,6,3,0,18,379,427,205,84,1095
108051167,3,6,0,0,9,174,178,71,32,455
108051168,7,3,3,0,13,347,387,174,59,967
108051169,5,12,7,8,32,628,662,341,148,1779
108051170,5,8,3,0,16,408,381,179,84,1052
108051171,0,3,3,0,6,192,182,84,42,500
109011172,5,9,5,3,22,524,691,283,84,1582
109011173,7,7,3,0,17,348,386,163,74,971
109011174,3,3,4,0,10,339,396,150,44,929
109011175,7,8,3,3,21,447,494,279,129,1349
109011176,8,11,5,0,24,499,488,222,86,1295
109021177,0,0,3,0,3,118,113,59,29,319
109021178,7,3,3,0,13,217,238,120,58,633
109021179,3,3,3,0,9,131,136,83,35,385
109031180,3,3,3,3,12,174,222,91,43,530
109031181,6,3,3,0,12,222,253,136,57,668
109031182,6,4,3,0,13,234,263,121,49,667
109031183,6,0,3,3,12,243,270,161,65,739
109031184,3,3,3,0,9,147,205,100,24,476
109031185,9,0,0,3,12,286,319,174,92,871
110011186,13,9,6,5,33,705,846,388,147,2086
110011187,5,0,3,3,11,168,170,107,38,483
110011188,4,4,4,0,12,249,281,129,58,717
110011189,3,3,3,0,9,127,118,66,28,339
110021190,10,5,4,0,19,279,272,161,52,764
110021191,12,5,3,4,24,420,407,214,87,1128
110021192,4,5,3,3,15,205,181,111,78,575
110021193,3,3,3,3,12,222,230,120,43,615
110021194,3,3,3,3,12,226,196,107,63,592
110031195,9,5,3,0,17,289,297,136,61,783
110031196,9,7,5,0,21,215,244,137,76,672
110031197,4,6,7,3,20,261,291,158,46,756
110031198,3,6,7,0,16,179,211,114,50,554
110041199,13,5,0,6,24,308,361,170,63,902
110041200,7,4,3,3,17,174,215,104,56,549
110041201,8,3,3,0,14,279,276,147,45,747
110041202,14,15,3,0,32,777,824,376,105,2082
110041203,0,5,0,4,9,498,477,209,86,1270
110041204,8,4,3,0,15,173,225,90,33,521
110041205,16,15,9,3,43,714,804,368,138,2024
111011206,15,9,4,3,31,708,912,342,110,2072
111011207,4,0,3,0,7,205,226,90,22,543
111011208,17,15,3,0,35,993,1216,442,128,2779
111011209,11,18,3,0,32,1089,1216,451,145,2901
111011210,8,6,4,5,23,312,386,133,65,896
111011211,0,3,0,0,3,148,185,93,25,451
111011212,4,8,0,0,12,458,488,189,51,1186
111011213,4,8,4,0,16,533,830,305,63,1731
111011214,6,10,9,3,28,513,671,243,71,1498
111021215,3,0,4,0,7,323,360,143,54,880
111021216,0,12,3,3,18,287,350,153,52,842
111021217,5,13,6,3,27,517,696,269,74,1556
111021218,11,11,4,0,26,506,551,282,99,1438
111021219,3,4,0,4,11,529,543,227,85,1384
111021220,9,0,5,0,14,366,417,164,29,976
111021221,7,6,4,0,17,283,353,150,51,837
111031222,3,7,3,0,13,648,837,319,67,1871
111031223,6,0,3,0,9,346,321,150,69,886
111031224,4,11,0,0,15,439,460,182,41,1122
111031225,6,11,3,0,20,658,901,321,72,1952
111031226,7,7,4,0,18,539,816,307,83,1745
111031227,8,0,0,0,8,552,498,171,66,1287
111031228,5,4,0,0,9,541,686,275,53,1555
111031229,0,0,0,0,0,299,254,87,21,661
111031230,0,0,0,0,0,0,0,0,0,0
111031231,3,3,0,3,9,324,289,103,52,768
111031232,9,0,0,0,9,243,198,80,26,547
111031233,3,6,6,3,18,831,876,322,89,2118
111031234,4,8,0,0,12,438,412,150,46,1046
111031235,0,0,0,0,0,292,206,63,19,580
112011236,5,7,0,0,12,474,512,170,64,1220
112011237,0,7,8,0,15,654,714,323,126,1817
112011238,7,5,3,0,15,231,277,101,38,647
112011239,3,3,3,0,9,287,342,106,34,769
112011240,3,4,0,0,7,289,282,88,14,673
112011241,4,0,0,0,4,165,170,84,25,444
112011242,4,0,3,0,7,317,417,149,50,933
112011243,0,4,0,0,4,272,309,115,47,743
112021244,6,3,3,3,15,417,413,207,103,1140
112021245,5,3,0,4,12,265,253,159,88,765
112021246,5,7,0,0,12,443,530,219,92,1284
112021247,9,3,0,0,12,283,245,159,57,744
112021248,3,8,0,3,14,487,543,216,102,1348
112021249,3,6,4,5,18,593,705,326,106,1730
112031250,7,7,0,4,18,381,441,207,60,1089
112031251,9,3,4,0,16,302,299,136,68,805
112031252,6,5,7,3,21,386,396,167,75,1024
112031253,10,6,0,0,16,484,572,237,81,1374
112031254,8,11,0,0,19,621,559,243,76,1499
112031255,12,26,3,4,45,903,977,435,133,2448
113011256,12,20,3,13,48,677,788,436,172,2073
113011257,10,11,5,5,31,480,617,390,155,1642
113011258,5,3,4,0,12,384,372,206,93,1055
113011259,7,0,0,0,7,215,224,124,65,628
113021260,5,6,4,0,15,104,117,60,39,320
113021261,5,6,7,3,21,241,284,123,44,692
113021262,4,0,0,0,4,177,226,93,44,540
113031263,4,3,3,3,13,247,264,139,62,712
113031264,8,4,0,0,12,149,119,95,48,411
113031265,5,0,3,4,12,186,210,115,63,574
113031266,7,4,0,0,11,219,230,125,76,650
113031267,9,3,0,4,16,607,705,365,153,1830
113031268,0,0,0,0,0,107,136,75,35,353
113031269,4,6,4,4,18,838,983,464,201,2486
113031270,5,6,4,0,15,342,351,173,65,931
113031271,12,8,8,6,34,508,609,402,161,1680
114011272,9,3,0,0,12,300,297,134,53,784
114011273,0,6,0,0,6,118,131,63,28,340
114011274,4,0,0,0,4,156,155,66,19,396
114011275,0,0,0,0,0,0,0,0,0,0
114011276,0,0,0,0,0,132,127,33,16,308
114011277,7,3,3,3,16,595,665,300,108,1668
114011278,12,11,6,0,29,567,677,300,142,1686
114011279,4,13,0,0,17,430,439,193,84,1146
114011280,4,0,0,4,8,98,121,36,11,266
114011281,0,0,5,0,5,155,166,63,27,411
114011282,4,6,4,0,14,454,512,208,74,1248
114011283,3,0,3,0,6,187,173,74,18,452
114021284,0,5,0,5,10,384,496,236,98,1214
114021285,0,11,0,0,11,226,333,160,52,771
114021286,3,6,0,4,13,273,350,142,57,822
114021287,7,3,0,0,10,332,376,166,72,946
114021288,0,3,3,0,6,125,144,87,29,385
114021289,3,4,0,0,7,230,234,129,42,635
115011290,6,7,4,4,21,1209,1502,457,113,3281
115011291,9,13,0,0,22,947,1544,605,133,3229
115011292,10,15,6,0,31,1458,1906,707,201,4272
115011293,9,22,0,0,31,1264,1991,671,170,4096
115011294,0,3,0,0,3,271,439,168,55,933
115011295,17,18,6,4,45,1178,2111,821,232,4342
115011296,10,3,0,0,13,711,1068,364,93,2236
115021297,19,14,7,0,40,926,1251,651,259,3087
115021298,0,3,4,0,7,228,309,136,57,730
115031299,0,0,0,3,3,94,81,58,25,258
115031300,16,17,7,4,44,966,1277,631,253,3127
115041301,10,14,3,0,27,421,562,261,88,1332
115041302,9,12,5,0,26,793,1520,720,178,3211
116011303,16,13,6,5,40,900,766,217,119,2002
116011304,16,9,3,3,31,829,884,343,164,2220
116011305,26,26,10,9,71,1359,1489,599,283,3730
116011306,17,6,5,4,32,1011,1143,481,204,2839
116011307,13,13,10,10,46,1152,1450,513,183,3298
116011308,15,16,9,0,40,1269,1425,462,154,3310
116021309,11,5,11,0,27,753,1345,527,126,2751
116021310,8,14,3,6,31,1276,1845,564,192,3877
116021311,13,28,5,4,50,1461,1928,678,230,4297
116021312,9,8,8,0,25,506,513,256,139,1414
116031313,16,15,14,10,55,668,591,369,307,1935
116031314,8,9,6,0,23,451,545,244,75,1315
116031315,16,23,13,3,55,919,1408,647,268,3242
116031316,23,9,7,7,46,573,453,282,254,1562
116031317,18,15,12,9,54,961,910,525,357,2753
116031318,0,0,0,0,0,0,0,0,0,0
116031319,15,15,7,12,49,939,1209,507,249,2904
117011320,0,0,0,0,0,0,0,0,0,0
117011321,4,10,0,0,14,443,559,172,46,1220
117011322,18,11,15,0,44,1022,1045,307,76,2450
117011323,4,3,0,0,7,522,600,176,35,1333
117011324,0,0,0,0,0,0,0,0,0,0
117011325,0,0,0,0,0,0,0,0,0,0
117021326,17,12,4,0,33,1120,993,273,115,2501
117021327,6,5,0,0,11,761,706,187,34,1688
117021328,0,4,3,0,7,320,270,81,18,689
117031329,3,0,0,0,3,170,87,23,3,283
117031330,3,3,0,0,6,530,372,55,6,963
117031331,10,0,0,0,10,481,352,82,15,930
117031332,6,7,0,0,13,631,513,92,18,1254
117031333,0,5,0,0,5,310,134,14,3,461
117031334,4,0,0,0,4,572,285,50,6,913
117031335,6,0,0,0,6,378,201,42,6,627
117031336,3,0,0,0,3,307,144,31,9,491
117031337,3,5,0,0,8,474,212,24,3,713
117031338,11,4,4,0,19,733,488,110,25,1356
118011339,10,8,0,0,18,687,649,245,65,1646
118011340,9,12,6,0,27,713,720,232,33,1698
118011341,4,5,0,0,9,563,637,180,41,1421
118011342,0,0,0,0,0,0,0,0,0,0
118011343,8,12,8,0,28,797,836,352,96,2081
118011344,5,10,10,4,29,439,605,268,48,1360
118011345,3,7,0,0,10,488,475,105,15,1083
118011346,4,13,0,0,17,515,654,337,76,1582
118011347,0,5,4,0,9,279,278,96,18,671
118021348,14,14,3,3,34,959,1100,318,55,2432
118021349,16,9,3,5,33,954,1005,299,59,2317
118021350,14,7,9,0,30,872,1230,455,97,2654
118021351,22,8,9,3,42,1285,1458,465,94,3302
118021352,9,11,0,0,20,1188,1139,320,67,2714
119011353,16,20,22,11,69,1459,1487,631,369,3946
119011354,18,16,12,8,54,818,996,554,258,2626
119011355,0,0,0,0,0,0,0,0,0,0
119011356,11,15,3,7,36,424,520,318,168,1430
119011357,23,22,20,20,85,871,1137,811,595,3414
119011358,14,12,3,3,32,769,877,354,109,2109
119011359,13,18,8,7,46,1133,1593,594,182,3502
119011360,11,11,6,4,32,698,883,310,103,1994
119011361,7,17,8,3,35,744,1002,495,275,2516
119021362,22,20,11,4,57,893,958,418,206,2475
119021363,15,15,4,10,44,1630,1343,398,134,3505
119021364,19,22,10,0,51,1270,1414,523,137,3344
119021365,23,26,21,11,81,1331,1202,578,332,3443
119021366,17,22,11,22,72,764,871,592,418,2645
119021367,13,17,9,0,39,609,800,315,148,1872
119031368,12,14,3,3,32,1139,1066,268,119,2592
119031369,18,8,4,6,36,1178,1288,390,102,2958
119031370,9,10,5,0,24,678,708,228,86,1700
119031371,8,8,0,0,16,630,846,275,84,1835
