SA4_CODE_2021,C16_45_49_Sep_F,C16_45_49_Sep_P,C16_45_49_Div_M,C16_45_49_Div_F,C16_45_49_Div_P,C16_45_49_Wid_M,C16_45_49_Wid_F,C16_45_49_Wid_P,C16_45_49_Nvr_marrd_M,C16_45_49_Nvr_marrd_F,C16_45_49_Nvr_marrd_P,C16_45_49_Tot_M,C16_45_49_Tot_F,C16_45_49_Tot_P,C16_50_54_Married_M,C16_50_54_Married_F,C16_50_54_Married_P,C16_50_54_Sep_M,C16_50_54_Sep_F,C16_50_54_Sep_P,C16_50_54_Div_M,C16_50_54_Div_F,C16_50_54_Div_P,C16_50_54_Wid_M,C16_50_54_Wid_F,C16_50_54_Wid_P,C16_50_54_Nvr_marrd_M,C16_50_54_Nvr_marrd_F,C16_50_54_Nvr_marrd_P,C16_50_54_Tot_M,C16_50_54_Tot_F,C16_50_54_Tot_P,C16_55_59_Married_M,C16_55_59_Married_F,C16_55_59_Married_P,C16_55_59_Sep_M,C16_55_59_Sep_F,C16_55_59_Sep_P,C16_55_59_Div_M,C16_55_59_Div_F,C16_55_59_Div_P,C16_55_59_Wid_M,C16_55_59_Wid_F,C16_55_59_Wid_P,C16_55_59_Nvr_marrd_M,C16_55_59_Nvr_marrd_F,C16_55_59_Nvr_marrd_P,C16_55_59_Tot_M,C16_55_59_Tot_F,C16_55_59_Tot_P,C16_60_64_Married_M,C16_60_64_Married_F,C16_60_64_Married_P,C16_60_64_Sep_M,C16_60_64_Sep_F,C16_60_64_Sep_P,C16_60_64_Div_M,C16_60_64_Div_F,C16_60_64_Div_P,C16_60_64_Wid_M,C16_60_64_Wid_F,C16_60_64_Wid_P,C16_60_64_Nvr_marrd_M,C16_60_64_Nvr_marrd_F,C16_60_64_Nvr_marrd_P,C16_60_64_Tot_M,C16_60_64_Tot_F,C16_60_64_Tot_P,C16_65_69_Married_M,C16_65_69_Married_F,C16_65_69_Married_P,C16_65_69_Sep_M,C16_65_69_Sep_F,C16_65_69_Sep_P,C16_65_69_Div_M,C16_65_69_Div_F,C16_65_69_Div_P,C16_65_69_Wid_M,C16_65_69_Wid_F,C16_65_69_Wid_P,C16_65_69_Nvr_marrd_M,C16_65_69_Nvr_marrd_F,C16_65_69_Nvr_marrd_P,C16_65_69_Tot_M,C16_65_69_Tot_F,C16_65_69_Tot_P,C16_70_74_Married_M,C16_70_74_Married_F,C16_70_74_Married_P,C16_70_74_Sep_M,C16_70_74_Sep_F,C16_70_74_Sep_P,C16_70_74_Div_M,C16_70_74_Div_F,C16_70_74_Div_P,C16_70_74_Wid_M,C16_70_74_Wid_F,C16_70_74_Wid_P,C16_70_74_Nvr_marrd_M,C16_70_74_Nvr_marrd_F,C16_70_74_Nvr_marrd_P,C16_70_74_Tot_M,C16_70_74_Tot_F,C16_70_74_Tot_P,C16_75_79_Married_M,C16_75_79_Married_F,C16_75_79_Married_P,C16_75_79_Sep_M,C16_75_79_Sep_F,C16_75_79_Sep_P,C16_75_79_Div_M,C16_75_79_Div_F,C16_75_79_Div_P,C16_75_79_Wid_M,C16_75_79_Wid_F,C16_75_79_Wid_P,C16_75_79_Nvr_marrd_M,C16_75_79_Nvr_marrd_F,C16_75_79_Nvr_marrd_P,C16_75_79_Tot_M,C16_75_79_Tot_F,C16_75_79_Tot_P,C16_80_84_Married_M,C16_80_84_Married_F,C16_80_84_Married_P,C16_80_84_Sep_M,C16_80_84_Sep_F,C16_80_84_Sep_P,C16_80_84_Div_M,C16_80_84_Div_F,C16_80_84_Div_P,C16_80_84_Wid_M,C16_80_84_Wid_F,C16_80_84_Wid_P,C16_80_84_Nvr_marrd_M,C16_80_84_Nvr_marrd_F,C16_80_84_Nvr_marrd_P,C16_80_84_Tot_M,C16_80_84_Tot_F,C16_80_84_Tot_P,C16_85_over_Married_M,C16_85_over_Married_F,C16_85_over_Married_P,C16_85_over_Seprtd_M,C16_85_over_Seprtd_F,C16_85_over_Seprtd_P,C16_85_over_Divorce_M,C16_85_over_Divorce_F,C16_85_over_Divorce_P,C16_85_over_Wid_M,C16_85_over_Wid_F,C16_85_over_Wid_P,C16_85_over_Nvr_mard_M,C16_85_over_Nvr_mard_F,C16_85_over_Nvr_mard_P,C16_85_over_Tot_M,C16_85_over_Tot_F,C16_85_over_Tot_P,C16_Tot_Married_M,C16_Tot_Married_F,C16_Tot_Married_P,C16_Tot_Sep_M,C16_Tot_Sep_F,C16_Tot_Sep_P,C16_Tot_Div_M,C16_Tot_Div_F,C16_Tot_Div_P,C16_Tot_Wid_M,C16_Tot_Wid_F,C16_Tot_Wid_P,C16_Tot_nver_marrie_M,C16_Tot_nver_marrie_F,C16_Tot_nver_marrie_P,C16_Tot_Tot_M,C16_Tot_Tot_F,C16_Tot_Tot_P,C21_15_19_Married_M,C21_15_19_Married_F,C21_15_19_Married_P,C21_15_19_Sep_M,C21_15_19_Sep_F,C21_15_19_Sep_P,C21_15_19_Div_M,C21_15_19_Div_F,C21_15_19_Div_P,C21_15_19_Wid_M,C21_15_19_Wid_F,C21_15_19_Wid_P,C21_15_19_Nvr_marrd_M,C21_15_19_Nvr_marrd_F,C21_15_19_Nvr_marrd_P,C21_15_19_Tot_M,C21_15_19_Tot_F,C21_15_19_Tot_P,C21_20_24_Married_M,C21_20_24_Married_F,C21_20_24_Married_P,C21_20_24_Sep_M,C21_20_24_Sep_F,C21_20_24_Sep_P
111,777,1402,1384,1825,3209,42,190,229,2862,2208,5069,11486,11767,23258,6557,6903,13457,578,729,1305,1591,2233,3824,112,316,429,2506,1788,4291,11342,11966,23310,7050,7107,14162,580,621,1202,1815,2548,4360,190,515,711,1832,1299,3135,11473,12095,23567,6807,6733,13541,437,465,907,1720,2328,4043,251,820,1066,1227,786,2017,10450,11129,21576,6787,6303,13092,344,330,675,1491,2004,3488,380,1315,1695,679,518,1195,9675,10470,20147,5486,4847,10331,240,201,437,1007,1349,2354,527,1716,2239,434,325,762,7689,8436,16125,3850,3077,6931,141,86,227,600,802,1399,606,2223,2827,249,217,467,5445,6410,11856,2600,1831,4427,61,47,105,301,443,739,689,2640,3330,162,153,312,3808,5113,8920,1885,1079,2966,43,33,80,168,270,439,1318,4835,6153,99,189,291,3522,6408,9924,67819,67958,135776,4374,5154,9535,11771,16498,28268,4195,14777,18974,55134,48002,103131,143298,152393,295688,15,6,19,0,4,4,3,0,0,3,0,5,11428,11005,22431,11440,11018,22461,209,372,581,3,27,30
112,556,944,874,1410,2286,36,137,174,2314,2011,4328,7442,8375,15818,4223,4505,8734,435,535,972,1274,1810,3084,64,244,315,2231,1832,4068,8233,8933,17165,4832,5155,9987,522,591,1117,1664,2267,3928,126,406,529,1856,1409,3272,9006,9825,18830,5177,5241,10413,440,445,886,1837,2185,4018,220,636,858,1347,895,2238,9013,9405,18416,5402,4705,10107,439,332,769,1595,1861,3458,295,904,1199,791,488,1279,8524,8296,16820,4103,3596,7695,221,160,378,1036,1153,2191,368,1255,1624,406,248,654,6126,6409,12536,3083,2489,5570,141,77,219,583,644,1228,443,1642,2085,230,181,410,4477,5033,9513,2046,1456,3500,72,62,134,286,374,656,533,1936,2469,169,106,274,3107,3936,7041,1650,805,2452,53,31,80,192,303,486,1054,3686,4737,121,159,278,3064,4977,8042,44162,44204,88360,3427,4008,7441,10292,13691,23977,3205,10947,14150,34094,30500,64592,95174,103344,198517,3,3,9,0,0,0,3,0,5,4,0,7,7058,6663,13723,7067,6668,13741,78,170,254,4,11,18
113,321,611,442,613,1058,27,90,122,1058,790,1851,4835,4931,9765,3237,3207,6446,274,301,581,646,729,1378,44,129,176,914,637,1548,5121,5003,10122,3380,3415,6802,301,267,569,708,837,1551,70,226,293,745,494,1238,5206,5245,10453,3203,3037,6244,215,219,433,681,710,1397,128,360,486,523,287,810,4753,4621,9374,3014,2748,5763,181,152,333,552,578,1135,160,580,744,346,161,513,4257,4225,8480,2255,2008,4267,131,90,225,368,373,741,215,777,985,222,127,341,3186,3376,6566,1796,1428,3224,75,42,110,228,209,441,283,1027,1304,138,100,237,2517,2798,5316,1109,777,1884,37,19,54,102,105,212,319,1136,1451,90,46,138,1660,2088,3741,786,378,1160,23,15,39,47,80,127,502,1976,2471,64,84,150,1425,2530,3950,30933,30251,61191,2065,2226,4290,4430,5140,9573,1770,6393,8164,22604,19022,41625,61807,63036,124846,17,8,22,0,4,4,0,0,5,0,0,4,5375,5059,10435,5390,5079,10463,137,254,391,17,30,45
114,299,522,479,762,1239,25,95,117,1073,846,1916,4214,4743,8957,2762,2890,5657,256,291,546,684,976,1661,41,140,182,989,752,1743,4736,5049,9786,3181,3410,6592,275,304,580,836,1081,1913,82,204,288,836,655,1485,5206,5656,10860,3417,3758,7171,257,239,496,889,1069,1960,118,379,491,582,410,991,5254,5855,11111,4174,4002,8172,241,218,453,870,1008,1878,247,692,940,385,336,721,5914,6251,12173,3513,3039,6554,184,130,307,590,745,1338,297,948,1236,245,203,450,4820,5065,9891,2588,2018,4608,97,46,150,340,415,758,380,1076,1452,155,128,279,3562,3679,7239,1558,1001,2560,48,20,71,178,228,411,356,1270,1628,88,72,162,2237,2596,4829,1028,567,1590,30,12,47,90,152,244,631,1930,2561,63,81,139,1836,2743,4583,31172,31010,62181,2094,2302,4392,5575,7421,12997,2197,6796,8992,18396,15711,34105,59431,63240,122674,7,4,5,0,0,0,3,0,8,0,3,3,4330,4071,8399,4342,4072,8411,77,118,197,0,7,7
115,322,547,540,860,1402,27,91,123,816,656,1471,8355,9121,17476,6637,6481,13121,237,272,504,621,869,1492,52,139,190,582,475,1057,8135,8233,16369,6025,5907,11933,180,224,408,604,901,1502,71,229,297,437,368,808,7320,7622,14944,5362,5015,10372,158,207,363,481,809,1293,87,382,465,267,230,501,6350,6636,12994,4712,4355,9070,160,111,270,466,695,1161,144,635,782,180,160,341,5656,5959,11616,3522,2771,6290,91,99,192,284,473,761,192,835,1025,110,107,218,4201,4286,8486,2173,1609,3782,51,49,99,128,227,354,205,859,1066,61,86,147,2628,2820,5446,1225,766,1992,34,28,62,72,119,194,234,946,1183,51,42,95,1620,1896,3515,900,462,1363,20,9,37,48,109,156,452,1866,2316,37,88,126,1459,2543,4003,54138,54804,108945,1556,2039,3595,3888,6197,10086,1495,6057,7549,27081,23528,50606,88159,92625,180785,9,6,22,0,0,0,4,5,5,0,0,0,9526,8722,18249,9541,8733,18272,89,207,294,4,5,11
116,637,1165,856,1387,2245,59,187,246,1982,1622,3607,10875,11088,21963,7038,6692,13734,473,588,1065,1022,1480,2503,92,336,432,1507,1148,2655,10134,10248,20379,6238,5898,12137,443,542,980,1045,1500,2546,123,617,743,1087,820,1902,8933,9380,18317,5545,5019,10568,359,436,795,938,1260,2194,176,873,1049,566,439,1005,7593,8025,15616,4644,3957,8600,312,310,624,711,1088,1797,293,1168,1466,329,260,590,6289,6782,13077,3098,2255,5351,168,171,340,446,610,1066,281,1287,1571,177,137,311,4178,4460,8638,1960,1281,3244,105,63,170,238,332,569,327,1374,1705,90,78,164,2726,3127,5852,1070,624,1692,51,34,85,104,200,304,343,1347,1692,59,51,111,1629,2251,3885,652,319,969,28,16,43,73,135,210,456,1777,2233,56,65,123,1260,2315,3575,68854,68408,137267,3801,4829,8629,7021,10362,17385,2231,9215,11443,47265,40323,87587,129171,133141,262311,20,15,39,3,5,15,0,0,0,3,5,4,12688,11766,24454,12713,11798,24508,406,1011,1419,24,71,96
117,364,749,1109,1311,2417,39,95,138,4934,3077,8010,10318,8597,18917,3472,3236,6707,362,359,718,1232,1405,2646,55,166,222,3892,2225,6115,9019,7392,16413,3052,2895,5946,359,333,697,1262,1562,2824,102,300,393,2827,1609,4440,7601,6694,14291,2648,2621,5269,282,300,584,1126,1395,2524,93,448,538,1795,1166,2958,5940,5930,11865,2436,2152,4590,278,248,529,937,1202,2138,141,612,750,1355,725,2075,5149,4931,10088,1767,1488,3256,142,133,281,662,799,1457,159,750,906,760,416,1174,3490,3588,7079,1401,1026,2427,104,71,174,362,454,818,187,981,1172,449,235,677,2506,2771,5271,944,576,1520,57,39,99,202,264,467,252,989,1247,298,148,442,1759,2016,3776,655,269,923,35,23,60,97,162,262,344,1484,1828,178,174,354,1320,2109,3428,42548,41645,84195,3120,3126,6240,9287,11429,20726,1477,6012,7489,89194,77452,166646,145629,139668,285297,9,4,6,0,0,0,0,0,5,0,3,5,4981,5176,10153,4990,5183,10170,201,363,559,11,33,42
118,391,698,702,1118,1827,31,80,119,2362,2216,4589,8502,9004,17503,4578,4378,8958,296,326,625,890,1172,2058,42,171,213,1832,1704,3536,7642,7749,15387,3881,3829,7707,267,302,573,890,1331,2221,71,251,326,1397,1223,2629,6512,6947,13458,3373,3291,6663,225,273,501,791,1246,2039,101,357,455,1054,922,1973,5545,6088,11631,3396,3114,6513,202,207,410,761,1240,2003,140,660,800,823,724,1548,5331,5952,11279,2639,2318,4959,156,142,299,575,877,1454,191,895,1081,555,448,1003,4116,4679,8797,2022,1610,3637,100,68,169,345,565,911,220,1110,1331,336,338,674,3026,3696,6724,1427,860,2286,62,49,111,188,280,461,230,1418,1650,249,236,487,2157,2836,4995,1258,598,1861,29,27,56,124,293,412,655,2782,3440,229,340,577,2303,4038,6344,44651,44505,89150,2235,2617,4850,6529,10063,16591,1735,7835,9572,53600,52518,106116,108747,117536,226283,5,0,9,0,0,0,5,0,0,0,3,3,6378,6047,12428,6387,6050,12440,61,112,175,4,7,12
119,1066,1816,1621,2613,4230,75,284,356,3044,2502,5548,17447,18655,36098,12012,11451,23462,785,1012,1799,1973,3120,5095,119,485,602,2638,2081,4718,17525,18147,35676,10920,10493,21415,702,852,1553,2148,2998,5145,152,863,1011,2078,1742,3816,15998,16945,32944,9437,8902,18334,621,668,1286,1762,2528,4296,275,1286,1560,1466,1181,2648,13560,14566,28128,8269,7296,15566,563,493,1053,1551,1910,3464,377,1746,2126,1040,805,1843,11801,12255,24052,6569,5260,11824,407,278,693,897,1228,2121,481,2261,2741,712,486,1200,9062,9515,18577,5158,3992,9155,227,159,388,571,696,1264,644,3061,3700,403,319,722,7000,8233,15229,3867,2399,6266,110,86,193,303,428,726,831,3539,4374,251,197,444,5356,6648,12012,2920,1342,4265,88,45,133,208,368,572,1652,6263,7913,233,292,526,5107,8308,13413,120087,119517,239601,6260,8005,14274,14040,21086,35127,4735,20128,24867,82366,68101,150465,227490,236842,464332,29,73,103,5,3,8,6,0,11,13,8,14,17491,16043,33535,17534,16132,33668,1033,2565,3598,70,146,210
120,420,709,828,1375,2198,36,102,134,2217,2293,4511,9333,10425,19756,5724,5682,11403,352,469,823,992,1622,2614,55,196,252,1854,1914,3774,8982,9883,18866,4968,4948,9912,326,341,661,989,1557,2550,89,298,385,1434,1480,2913,7799,8630,16425,4292,4125,8415,209,296,510,945,1375,2315,119,563,681,1013,1119,2134,6581,7469,14049,3784,3551,7334,205,213,420,814,1172,1978,166,777,941,716,709,1420,5680,6421,12100,2845,2392,5237,147,146,291,520,739,1259,157,995,1146,497,473,974,4174,4744,8914,2189,1701,3894,89,81,172,264,415,681,250,1330,1580,341,262,607,3138,3786,6928,1668,1050,2712,47,52,106,149,226,375,339,1568,1906,202,214,417,2409,3103,5516,1277,533,1811,42,34,72,95,216,307,676,2842,3508,166,273,439,2254,3894,6153,57697,57969,115664,2484,3177,5658,7121,11012,18136,1936,8782,10717,49646,47250,96896,118888,128185,247072,5,5,10,4,0,7,3,5,3,0,0,0,6864,6643,13505,6876,6655,13528,445,865,1311,46,63,113
121,567,1006,952,1730,2683,37,164,197,2091,2161,4249,14128,15896,30017,9713,9853,19567,427,551,985,1079,1971,3052,62,222,286,1679,1616,3294,12965,14218,27182,8512,8309,16822,369,454,829,1192,2053,3241,103,362,462,1266,1356,2626,11448,12531,23979,7232,7068,14302,255,307,560,1055,1837,2892,149,600,750,927,1056,1984,9618,10860,20477,6796,6455,13251,238,302,540,968,1748,2720,239,1017,1259,647,729,1383,8888,10259,19148,5433,4684,10116,160,153,317,649,1249,1897,265,1358,1620,454,499,954,6967,7941,14905,3917,3013,6934,101,79,176,389,725,1112,363,1709,2074,298,396,694,5070,5926,10995,2652,1763,4415,47,62,111,207,423,629,441,2034,2475,163,294,464,3516,4577,8090,2195,1180,3378,49,26,77,159,354,510,1127,4465,5595,162,408,578,3701,6438,10136,89126,90825,179952,2926,3686,6611,8183,14681,22865,2859,12071,14936,53099,52912,106012,156196,174176,330376,9,6,15,0,0,0,0,3,3,0,5,4,12528,11729,24260,12543,11740,24286,158,292,454,12,13,29
122,379,707,785,1246,2034,25,80,104,1663,1481,3145,9405,10135,19539,6113,5897,12012,342,409,751,994,1427,2414,55,185,238,1320,1115,2436,8825,9027,17856,5221,5040,10261,288,347,634,973,1408,2379,75,238,317,980,787,1758,7532,7821,15351,4495,4283,8783,219,239,458,867,1338,2202,91,371,460,637,526,1171,6308,6763,13070,4222,3981,8204,160,192,349,768,1200,1970,168,630,797,500,368,868,5821,6365,12186,3632,3212,6839,137,117,255,567,896,1465,245,952,1196,272,219,499,4853,5403,10256,2773,2036,4807,80,64,139,309,535,845,284,1225,1512,183,132,316,3624,3992,7614,1725,1171,2898,32,34,66,162,326,491,334,1491,1823,85,104,192,2337,3125,5468,1401,775,2178,35,17,57,132,320,452,807,3189,3997,74,181,255,2456,4488,6941,53353,53587,106935,2159,2587,4747,6630,10264,16893,2126,8441,10567,33584,30288,63875,97851,105173,203023,0,0,5,0,0,3,0,3,3,0,0,0,8450,7806,16253,8455,7811,16263,89,187,274,3,4,9
123,558,999,830,1239,2067,40,156,194,1421,1244,2665,8267,8733,17001,5495,5462,10954,385,564,942,953,1476,2429,74,243,321,1107,936,2037,8004,8678,16689,5454,5341,10797,380,454,841,1012,1430,2441,103,404,503,721,598,1320,7676,8224,15905,4940,4513,9449,329,377,703,889,1311,2197,168,642,806,416,386,799,6740,7221,13961,4344,3612,7961,266,301,566,708,1081,1790,241,846,1085,297,229,524,5857,6063,11925,2806,2181,4984,156,123,281,433,655,1081,255,890,1148,170,138,304,3821,3981,7798,1692,1215,2900,65,71,135,244,303,548,287,1008,1288,96,77,169,2378,2661,5037,959,588,1540,41,26,66,106,145,254,244,1031,1274,51,60,112,1397,1845,3242,579,334,919,21,14,32,51,105,155,401,1588,1988,40,42,80,1091,2086,3175,51113,51275,102389,3228,4279,7505,6476,9876,16351,1865,6976,8846,36241,32756,68997,98924,105162,204088,7,15,25,0,0,0,0,0,0,0,3,8,9911,9358,19272,9924,9383,19300,204,486,689,15,39,48
124,727,1272,1089,1633,2728,54,194,243,2195,1766,3958,9932,10604,20534,6020,6129,12148,502,575,1076,1235,1903,3135,84,267,346,1723,1427,3145,9558,10298,19856,6192,6472,12667,504,561,1064,1378,2024,3399,155,477,626,1254,1052,2300,9482,10582,20058,5951,5469,11424,391,443,832,1246,1800,3055,218,726,942,838,658,1493,8644,9098,17746,5375,4660,10039,341,329,670,1086,1610,2697,317,1027,1348,551,471,1022,7672,8097,15769,3573,2826,6398,199,204,411,636,1027,1665,358,1179,1539,330,248,577,5102,5485,10585,2242,1642,3885,104,83,191,326,565,885,353,1334,1691,185,190,371,3208,3815,7022,1337,817,2150,55,49,103,172,322,494,337,1428,1761,104,101,207,2004,2713,4721,764,398,1157,31,17,44,80,200,279,606,2288,2893,79,117,198,1554,3018,4571,57956,57922,115879,3915,4890,8807,8951,13698,22647,2562,9091,11654,45251,40554,85804,118634,126160,244789,10,8,20,5,0,3,3,4,9,4,3,9,10517,9867,20378,10537,9883,20422,250,492,747,10,32,49
125,731,1288,1157,1858,3013,62,273,335,2310,1830,4140,13316,13389,26702,8733,8231,16965,600,714,1315,1404,2100,3496,96,393,492,1925,1469,3391,12750,12905,25655,7938,7274,15217,533,585,1118,1536,2138,3675,133,694,829,1471,1180,2649,11608,11875,23484,6754,6184,12933,461,464,919,1307,1681,2993,186,1064,1252,986,781,1766,9691,10175,19863,5826,4992,10820,359,362,719,1027,1269,2295,272,1269,1541,639,535,1174,8126,8432,16555,4401,3497,7889,234,168,406,606,760,1368,344,1564,1910,397,293,689,5983,6277,12264,3199,2379,5579,145,88,236,356,457,808,469,1956,2425,259,192,453,4432,5063,9500,2113,1293,3397,82,42,127,233,261,496,521,2123,2649,158,121,276,3097,3838,6938,1494,736,2229,56,28,86,119,211,328,981,3671,4650,119,177,298,2761,4819,7588,98434,94677,193107,4808,5745,10555,10285,14499,24785,3197,13335,16527,65552,49384,114936,182281,177641,359916,20,55,73,0,3,3,4,3,8,4,4,4,13040,12040,25079,13071,12104,25171,1045,2391,3438,34,157,186
126,205,346,376,682,1060,26,61,79,909,803,1719,5561,6260,11821,4300,4282,8581,149,224,380,491,738,1229,31,113,138,801,682,1488,5773,6044,11822,3823,3915,7737,153,200,349,486,764,1245,57,184,245,624,566,1193,5136,5626,10766,3347,3324,6665,151,144,301,447,791,1237,60,324,384,488,442,927,4494,5027,9518,3029,2647,5678,104,104,207,377,630,1008,115,427,546,323,328,655,3952,4131,8086,2141,1789,3935,69,71,141,255,404,665,98,580,683,196,246,440,2765,3098,5861,1620,1312,2931,65,52,116,160,289,451,173,890,1061,111,162,275,2133,2708,4834,1208,836,2043,39,24,62,95,154,248,246,1005,1252,77,118,196,1663,2144,3800,1046,510,1552,15,8,26,60,169,228,590,2218,2804,83,239,319,1787,3139,4930,40011,40438,80449,1310,1593,2903,3364,5688,9052,1426,5882,7307,26798,24706,51509,72908,78305,151219,8,0,11,0,0,0,0,0,0,3,0,6,5314,5003,10313,5321,5009,10329,123,207,331,3,11,8
127,868,1470,1358,2102,3460,54,269,322,2041,1761,3805,13361,13980,27340,9438,8595,18033,705,840,1543,1543,2110,3657,99,471,575,1781,1349,3124,13568,13367,26939,8664,8094,16760,642,679,1325,1518,2097,3612,141,836,981,1362,1055,2418,12336,12767,25099,7338,6602,13942,465,572,1037,1220,1588,2807,190,1180,1369,673,682,1355,9888,10622,20511,6008,5008,11017,420,357,776,868,1150,2020,283,1511,1801,468,379,847,8045,8407,16455,4337,3165,7498,236,201,433,518,608,1125,321,1678,2001,217,184,404,5632,5833,11462,3072,2093,5169,152,121,270,325,327,654,410,2005,2417,159,135,298,4121,4683,8805,1923,1071,2994,80,59,142,162,200,361,436,1988,2429,92,77,169,2689,3404,6090,1271,522,1792,49,38,82,71,153,230,653,2630,3286,72,89,163,2113,3435,5545,81034,80929,161962,5218,6801,12023,10104,14657,24765,2708,12919,15628,57757,48441,106197,156828,163749,320572,35,53,81,0,3,6,0,0,0,0,0,5,16544,15479,32023,16584,15533,32117,562,1488,2052,30,114,143
128,364,667,644,1046,1689,23,74,101,1253,1014,2265,7398,7957,15347,4995,5122,10117,306,369,675,812,1153,1963,62,139,203,1065,809,1876,7241,7593,14841,5099,5070,10164,245,299,543,850,1278,2122,83,251,333,786,548,1331,7060,7445,14500,4697,4465,9165,193,254,443,704,1081,1786,121,362,479,467,364,826,6180,6520,12698,4226,3782,8016,172,192,366,564,929,1488,155,617,775,304,215,518,5426,5736,11164,3234,2767,6001,114,111,225,397,753,1147,226,892,1116,162,115,273,4139,4636,8771,2224,1773,3998,71,53,123,225,364,585,250,1083,1331,107,74,189,2879,3344,6225,1523,1080,2601,40,28,71,142,229,370,318,1324,1640,68,67,135,2086,2736,4820,1222,671,1893,19,12,37,65,220,287,727,2807,3537,74,115,195,2120,3829,5946,47253,47480,94736,2000,2539,4535,5328,8427,13759,1999,7642,9640,28445,25220,53667,85019,91311,176335,7,7,17,0,0,0,0,0,0,0,0,0,7225,6765,13990,7231,6769,14006,74,130,206,6,12,11
197,0,0,0,0,0,0,0,0,3,3,7,9,10,16,9,16,20,0,0,0,4,5,5,0,0,0,4,0,7,14,25,36,9,14,21,0,4,4,0,3,4,0,3,3,0,0,0,7,21,35,16,17,34,0,0,0,0,8,5,0,0,0,0,0,0,16,28,45,23,24,50,0,0,0,3,9,10,0,4,4,0,0,0,31,41,64,10,8,21,0,0,3,0,3,6,0,6,12,0,0,0,19,27,40,8,8,9,0,0,0,0,0,0,0,7,5,0,0,0,8,14,27,9,4,11,0,0,0,0,0,0,0,5,6,0,0,0,14,9,20,0,3,7,0,0,0,0,0,0,0,4,3,0,0,0,4,3,11,106,117,225,3,9,13,16,36,45,8,21,31,24,39,66,158,221,377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,51,134,112,61,177,7,8,9,307,119,427,568,310,878,83,96,180,102,29,133,137,109,241,17,17,28,247,91,333,584,335,920,117,139,247,69,30,100,145,90,235,16,16,33,168,71,237,512,343,857,152,217,371,62,23,84,150,92,241,15,12,28,95,56,147,476,393,866,185,193,375,45,17,58,137,68,212,33,23,57,57,22,83,456,327,781,110,84,196,27,4,28,79,34,109,25,22,46,27,9,37,267,152,417,45,32,82,6,0,11,32,21,51,19,19,32,18,9,23,116,84,201,13,14,26,4,4,4,21,4,18,7,17,24,4,3,4,43,42,82,12,4,14,6,0,3,5,10,15,9,28,38,3,4,12,33,42,74,1154,1180,2336,633,257,895,980,566,1546,144,188,334,4045,2391,6445,6959,4583,11549,0,0,0,0,4,0,0,0,0,0,0,0,252,278,528,253,279,532,7,10,15,5,3,4
