SA4_CODE_2021,C11_0_4_Need_asst_M,C11_0_4_Need_asst_F,C11_0_4_Need_asst_P,C11_0_4_No_need_asst_M,C11_0_4_No_need_asst_F,C11_0_4_No_need_asst_P,C11_0_4_Need_asst_ns_M,C11_0_4_Need_asst_ns_F,C11_0_4_Need_asst_ns_P,C11_0_4_Tot_M,C11_0_4_Tot_F,C11_0_4_Tot_P,C11_5_14_Need_asst_M,C11_5_14_Need_asst_F,C11_5_14_Need_asst_P,C11_5_14_No_need_asst_M,C11_5_14_No_need_asst_F,C11_5_14_No_need_asst_P,C11_5_14_Need_asst_ns_M,C11_5_14_Need_asst_ns_F,C11_5_14_Need_asst_ns_P,C11_5_14_Tot_M,C11_5_14_Tot_F,C11_5_14_Tot_P,C11_15_19_Need_asst_M,C11_15_19_Need_asst_F,C11_15_19_Need_asst_P,C11_15_19_No_need_asst_M,C11_15_19_No_need_asst_F,C11_15_19_No_need_asst_P,C11_15_19_Need_asst_ns_M,C11_15_19_Need_asst_ns_F,C11_15_19_Need_asst_ns_P,C11_15_19_Tot_M,C11_15_19_Tot_F,C11_15_19_Tot_P,C11_20_24_Need_asst_M,C11_20_24_Need_asst_F,C11_20_24_Need_asst_P,C11_20_24_No_need_asst_M,C11_20_24_No_need_asst_F,C11_20_24_No_need_asst_P,C11_20_24_Need_asst_ns_M,C11_20_24_Need_asst_ns_F,C11_20_24_Need_asst_ns_P,C11_20_24_Tot_M,C11_20_24_Tot_F,C11_20_24_Tot_P,C11_25_34_Need_asst_M,C11_25_34_Need_asst_F,C11_25_34_Need_asst_P,C11_25_34_No_need_asst_M,C11_25_34_No_need_asst_F,C11_25_34_No_need_asst_P,C11_25_34_Need_asst_ns_M,C11_25_34_Need_asst_ns_F,C11_25_34_Need_asst_ns_P,C11_25_34_Tot_M,C11_25_34_Tot_F,C11_25_34_Tot_P,C11_35_44_Need_asst_M,C11_35_44_Need_asst_F,C11_35_44_Need_asst_P,C11_35_44_No_need_asst_M,C11_35_44_No_need_asst_F,C11_35_44_No_need_asst_P,C11_35_44_Need_asst_ns_M,C11_35_44_Need_asst_ns_F,C11_35_44_Need_asst_ns_P,C11_35_44_Tot_M,C11_35_44_Tot_F,C11_35_44_Tot_P,C11_45_54_Need_asst_M,C11_45_54_Need_asst_F,C11_45_54_Need_asst_P,C11_45_54_No_need_asst_M,C11_45_54_No_need_asst_F,C11_45_54_No_need_asst_P,C11_45_54_Need_asst_ns_M,C11_45_54_Need_asst_ns_F,C11_45_54_Need_asst_ns_P,C11_45_54_Tot_M,C11_45_54_Tot_F,C11_45_54_Tot_P,C11_55_64_Need_asst_M,C11_55_64_Need_asst_F,C11_55_64_Need_asst_P,C11_55_64_No_need_asst_M,C11_55_64_No_need_asst_F,C11_55_64_No_need_asst_P,C11_55_64_Need_asst_ns_M,C11_55_64_Need_asst_ns_F,C11_55_64_Need_asst_ns_P,C11_55_64_Tot_M,C11_55_64_Tot_F,C11_55_64_Tot_P,C11_65_74_Need_asst_M,C11_65_74_Need_asst_F,C11_65_74_Need_asst_P,C11_65_74_No_need_asst_M,C11_65_74_No_need_asst_F,C11_65_74_No_need_asst_P,C11_65_74_Need_asst_ns_M,C11_65_74_Need_asst_ns_F,C11_65_74_Need_asst_ns_P,C11_65_74_Tot_M,C11_65_74_Tot_F,C11_65_74_Tot_P,C11_75_84_Need_asst_M,C11_75_84_Need_asst_F,C11_75_84_Need_asst_P,C11_75_84_No_need_asst_M,C11_75_84_No_need_asst_F,C11_75_84_No_need_asst_P,C11_75_84_Need_asst_ns_M,C11_75_84_Need_asst_ns_F,C11_75_84_Need_asst_ns_P,C11_75_84_Tot_M,C11_75_84_Tot_F,C11_75_84_Tot_P,C11_85over_Need_asst_M,C11_85over_Need_asst_F,C11_85over_Need_asst_P,C11_85over_No_need_asst_M,C11_85over_No_need_asst_F,C11_85over_No_need_asst_P,C11_85over_Need_asst_ns_M,C11_85over_Need_asst_ns_F,C11_85over_Need_asst_ns_P,C11_85over_Tot_M,C11_85over_Tot_F,C11_85over_Tot_P,C11_Tot_Need_asst_M,C11_Tot_Need_asst_F,C11_Tot_Need_asst_P,C11_Tot_No_need_asst_M,C11_Tot_No_need_asst_F,C11_Tot_No_need_asst_P,C11_Tot_Need_asst_ns_M,C11_Tot_Need_asst_ns_F,C11_Tot_Need_asst_ns_P,C11_Tot_Tot_M,C11_Tot_Tot_F,C11_Tot_Tot_P,C16_0_4_Need_asst_M,C16_0_4_Need_asst_F,C16_0_4_Need_asst_P,C16_0_4_No_need_asst_M,C16_0_4_No_need_asst_F,C16_0_4_No_need_asst_P,C16_0_4_Need_asst_ns_M,C16_0_4_Need_asst_ns_F,C16_0_4_Need_asst_ns_P,C16_0_4_Tot_M,C16_0_4_Tot_F,C16_0_4_Tot_P,C16_5_14_Need_asst_M,C16_5_14_Need_asst_F,C16_5_14_Need_asst_P,C16_5_14_No_need_asst_M,C16_5_14_No_need_asst_F,C16_5_14_No_need_asst_P,C16_5_14_Need_asst_ns_M,C16_5_14_Need_asst_ns_F,C16_5_14_Need_asst_ns_P,C16_5_14_Tot_M,C16_5_14_Tot_F,C16_5_14_Tot_P,C16_15_19_Need_asst_M,C16_15_19_Need_asst_F,C16_15_19_Need_asst_P,C16_15_19_No_need_asst_M,C16_15_19_No_need_asst_F,C16_15_19_No_need_asst_P,C16_15_19_Need_asst_ns_M,C16_15_19_Need_asst_ns_F,C16_15_19_Need_asst_ns_P,C16_15_19_Tot_M,C16_15_19_Tot_F,C16_15_19_Tot_P,C16_20_24_Need_asst_M,C16_20_24_Need_asst_F,C16_20_24_Need_asst_P,C16_20_24_No_need_asst_M,C16_20_24_No_need_asst_F,C16_20_24_No_need_asst_P,C16_20_24_Need_asst_ns_M,C16_20_24_Need_asst_ns_F,C16_20_24_Need_asst_ns_P,C16_20_24_Tot_M,C16_20_24_Tot_F,C16_20_24_Tot_P,C16_25_34_Need_asst_M,C16_25_34_Need_asst_F,C16_25_34_Need_asst_P,C16_25_34_No_need_asst_M,C16_25_34_No_need_asst_F,C16_25_34_No_need_asst_P,C16_25_34_Need_asst_ns_M,C16_25_34_Need_asst_ns_F
111,154,78,229,9863,9431,19300,575,542,1114,10592,10051,20645,889,387,1276,19321,18582,37904,853,831,1684,21063,19800,40861,361,167,528,10626,10286,20912,512,407,917,11499,10860,22354,230,174,408,11173,11297,22470,641,492,1133,12044,11963,24009,390,338,730,19699,19953,39654,1026,815,1842,21115,21106,42230,612,587,1192,20422,21444,41868,984,797,1784,22018,22828,44838,978,1013,1992,20888,21899,42783,1061,899,1958,22927,23811,46732,1464,1353,2817,18305,19505,37811,865,732,1603,20634,21590,42233,1447,1374,2814,12224,13520,25744,607,608,1211,14278,15502,29772,1596,2644,4237,6614,8206,14823,507,637,1144,8717,11487,20202,1253,3193,4447,1550,2102,3649,239,391,628,3042,5686,8728,9379,11303,20677,150684,156219,306905,7858,7161,15018,167921,174683,342601,187,100,290,10492,9682,20173,437,468,904,11116,10250,21369,1376,580,1952,19508,19128,38632,731,735,1464,21615,20443,42048,479,288,763,10131,9694,19822,449,390,842,11059,10372,21426,354,240,590,11681,11463,23143,589,583,1171,12624,12286,24905,568,462,1023,21349,21639,42982,1228,1100
112,104,53,154,6332,5978,12318,456,366,821,6892,6397,13295,609,291,900,13409,13288,26695,754,710,1463,14772,14289,29062,240,128,371,6831,6472,13300,373,343,713,7444,6943,14379,158,86,246,4832,4791,9620,368,237,607,5358,5114,10474,267,219,488,9102,10108,19206,585,489,1076,9954,10816,20778,421,348,771,12231,14187,26418,720,647,1371,13372,15182,28562,721,658,1380,14861,16496,31364,855,735,1591,16437,17889,34326,1097,868,1966,14472,14894,29361,757,655,1409,16326,16417,32745,982,830,1813,9228,10051,19277,493,498,992,10703,11379,22083,1204,1672,2875,5353,6291,11646,369,521,892,6926,8484,15410,979,2175,3154,1222,1634,2852,195,304,499,2396,4113,6510,6782,7340,14120,97874,104184,202065,5933,5504,11434,110589,117028,227615,96,52,155,5810,5527,11333,461,473,929,6367,6052,12417,718,335,1047,12882,12558,25438,1121,1055,2173,14721,13948,28666,269,179,443,6236,6059,12295,537,501,1033,7042,6739,13777,210,141,349,4697,4598,9295,497,454,949,5404,5193,10589,327,265,587,9340,10295,19631,1007,978
113,64,43,104,4872,4799,9668,365,370,740,5301,5212,10512,373,172,544,10132,9682,19816,536,536,1065,11041,10390,21429,144,80,221,5150,4898,10050,274,254,526,5568,5232,10798,79,67,144,4460,4460,8917,410,244,651,4949,4771,9719,145,125,268,7578,8041,15618,743,385,1119,8466,8551,17007,218,225,445,8403,8926,17327,707,347,1055,9328,9498,18830,303,374,673,9365,9363,18723,621,374,997,10289,10111,20398,566,463,1033,8081,7953,16034,448,335,785,9095,8751,17846,506,443,949,5372,5579,10953,321,267,590,6199,6289,12485,625,870,1492,2756,3246,6011,226,260,481,3607,4376,7980,393,1057,1452,570,872,1438,69,165,238,1032,2094,3126,3414,3913,7329,66739,67809,134550,4714,3526,8240,74867,75248,150120,77,35,111,4675,4391,9067,408,376,788,5160,4802,9967,457,220,679,9507,9383,18886,784,775,1555,10748,10378,21120,187,101,290,4732,4414,9140,371,343,719,5290,4858,10149,126,93,217,4307,4386,8693,513,348,851,4946,4827,9763,178,166,345,8217,8577,16793,1114,732
114,72,36,110,3584,3536,7119,259,264,520,3915,3836,7754,361,166,533,7904,7842,15751,461,460,916,8726,8468,17198,158,80,229,4032,3961,7993,245,194,440,4435,4235,8669,103,49,150,2803,2691,5495,302,156,458,3208,2896,6105,149,130,283,4805,5215,10025,506,309,818,5460,5654,11120,222,211,436,6743,7625,14364,517,361,873,7482,8197,15680,481,409,886,8242,9069,17312,585,433,1018,9308,9911,19223,673,581,1259,8471,9452,17922,468,417,884,9612,10450,20065,690,621,1315,7348,7728,15074,408,348,755,8446,8697,17145,745,1049,1792,3846,4042,7884,295,342,637,4886,5433,10313,555,1210,1768,727,911,1639,112,212,327,1394,2333,3737,4211,4553,8764,58503,62079,120583,4164,3495,7655,66878,70127,137003,82,45,126,3527,3332,6856,255,242,495,3864,3619,7483,480,223,705,7725,7649,15369,590,542,1129,8795,8414,17207,183,115,297,3647,3774,7425,316,288,606,4146,4177,8324,153,80,234,2941,2720,5666,368,246,611,3462,3046,6507,221,162,380,5685,5979,11662,760,466
115,60,37,105,6498,6091,12595,292,254,546,6850,6382,13240,387,176,566,15328,14453,29780,467,472,944,16182,15101,31292,138,83,220,8016,7448,15466,242,229,473,8396,7760,16165,117,70,191,6587,6350,12934,253,221,475,6957,6641,13601,171,135,301,9467,10092,19557,397,367,765,10035,10594,20627,157,147,304,14026,15967,29995,533,569,1101,14716,16683,31403,212,250,459,15054,15834,30883,571,502,1072,15837,16586,32417,309,309,617,12344,12612,24960,468,434,900,13121,13355,26475,422,422,847,6979,6732,13704,280,247,528,7681,7401,15083,460,856,1314,2591,2717,5309,135,161,300,3186,3734,6922,415,1231,1642,562,809,1372,68,103,176,1045,2143,3192,2845,3718,6561,97454,99114,196561,3718,3568,7291,104017,106400,210413,66,47,117,6586,6209,12798,220,215,431,6872,6471,13345,491,255,750,16358,15502,31859,506,495,1001,17355,16252,33610,195,104,300,8135,7591,15723,293,303,597,8623,7998,16625,142,79,221,6983,6475,13462,256,230,487,7381,6784,14168,192,160,349,10583,11073,21656,450,496
116,177,112,284,12114,11478,23590,928,819,1746,13219,12409,25628,913,392,1306,22011,20773,42786,1173,1136,2306,24097,22301,46398,277,183,463,10343,10046,20387,580,498,1077,11200,10727,21934,188,131,313,9687,9587,19273,665,457,1121,10540,10175,20707,321,303,627,21080,22909,43992,1371,997,2362,22772,24209,46983,417,458,872,20806,21751,42556,1227,880,2105,22450,23089,45533,636,840,1475,17841,18050,35890,935,830,1763,19412,19720,39126,1054,1206,2260,12910,13425,26342,695,612,1306,14659,15243,29907,1029,1116,2141,6538,6733,13269,397,385,784,7964,8234,16192,857,1632,2486,2503,2851,5354,216,266,483,3576,4749,8319,436,1251,1687,365,544,903,60,134,193,861,1929,2791,6295,7619,13913,136199,138146,274355,8242,7012,15259,150736,152777,303525,238,133,371,12715,12423,25138,856,792,1651,13809,13348,27166,1191,498,1694,23444,22402,45843,1312,1308,2624,25947,24208,50159,405,225,635,11074,10484,21558,653,569,1227,12132,11278,23419,286,187,474,10799,10363,21163,772,562,1336,11857,11112,22970,430,377,809,23309,25379,48683,1761,1471
117,43,18,60,5652,5299,10947,707,619,1320,6402,5936,12336,184,75,258,6675,6491,13161,757,669,1430,7616,7235,14852,73,50,120,4208,4619,8830,663,534,1195,4944,5203,10139,84,58,143,11328,12753,24080,2084,1787,3875,13496,14598,28100,182,194,372,32830,31706,64535,4885,3946,8830,37897,35846,73736,339,261,607,22286,18714,40997,2774,1941,4713,25399,20916,46321,514,453,969,14743,12114,26855,1867,1326,3199,17124,13893,31015,648,639,1284,10090,9478,19564,1345,1053,2401,12083,11170,23256,682,765,1450,5615,5408,11014,806,630,1442,7103,6803,13907,854,1240,2095,2522,2593,5112,469,437,905,3845,4270,8112,407,927,1333,438,619,1060,118,279,401,963,1825,2785,4013,4676,8690,116368,109789,226158,16474,13221,29699,136855,127686,264542,49,39,84,5985,5816,11800,616,597,1210,6650,6452,13098,258,106,365,7819,7601,15424,715,660,1367,8792,8367,17162,99,66,170,5429,6137,11565,662,682,1342,6190,6885,13073,101,87,191,14964,17515,32473,2331,2195,4523,17396,19797,37189,242,244,485,40862,39735,80595,5898,5105
118,67,25,96,7015,6724,13739,743,680,1423,7825,7429,15251,197,114,314,10416,10134,20549,971,820,1797,11584,11068,22661,84,48,134,5487,5329,10816,556,443,1000,6127,5820,11952,73,48,129,8714,9399,18108,1274,1004,2272,10061,10451,20506,88,117,199,21254,23216,44470,3289,2557,5844,24631,25890,50516,168,165,336,17461,18424,35888,2272,1790,4061,19901,20379,40288,229,282,509,13141,13910,27051,1566,1240,2808,14936,15432,30369,357,410,765,10427,11286,21711,1127,942,2072,11911,12638,24553,438,523,960,6661,7542,14202,785,721,1515,7884,8786,16676,684,1275,1956,3637,4422,8062,465,557,1024,4786,6254,11042,699,1781,2484,1016,1607,2623,245,389,637,1960,3777,5734,3082,4797,7879,105230,111993,217226,13298,11146,24443,121610,127936,249544,64,44,106,6901,6669,13569,583,549,1130,7548,7262,14803,275,139,415,12057,11776,23834,878,819,1698,13210,12734,25952,96,68,158,6132,6145,12281,515,423,935,6743,6636,13372,77,71,148,9655,10048,19708,1164,988,2151,10896,11107,22001,135,132,273,22270,24720,46995,3060,2837
119,217,122,337,17166,16290,33453,1710,1577,3289,19093,17989,37073,928,414,1344,30690,29220,59906,2199,1879,4079,33817,31513,65330,321,189,507,15427,14495,29917,1001,804,1799,16749,15488,32220,226,166,395,16829,16665,33488,1253,1063,2317,18308,17894,36199,494,408,900,36386,37646,74028,2779,2508,5282,39659,40562,80215,701,703,1399,33128,35294,68427,2174,2078,4255,36003,38075,74081,1146,1426,2579,31061,32074,63139,2009,1827,3833,34216,35327,69543,1834,1986,3823,23441,24308,47747,1574,1397,2972,26849,27691,54540,2083,2342,4427,14768,15540,30308,1033,980,2019,17884,18862,36749,2641,4053,6693,8377,9473,17845,732,928,1659,11750,14454,26196,1684,3962,5645,1972,2902,4875,336,599,933,3992,7463,11456,12274,15770,28044,229234,233891,463134,16809,15630,32435,258317,265291,523610,272,146,418,18160,17158,35323,1262,1196,2458,19694,18500,38197,1186,521,1705,32352,30953,63311,2029,1845,3875,35567,33319,68890,452,252,704,16148,15640,31793,954,839,1791,17554,16731,34283,364,226,584,19745,18831,38575,1215,1205,2419,21324,20262,41583,619,533,1158,43703,43904,87607,3037,2934
120,55,53,106,8067,7751,15822,721,605,1329,8843,8409,17249,244,135,382,12002,11616,23616,813,657,1472,13059,12408,25474,87,56,138,6006,5964,11967,392,323,711,6485,6343,12817,86,48,136,8647,8777,17420,820,624,1447,9553,9449,19006,162,139,297,21902,22885,44784,1989,1665,3654,24053,24689,48738,223,227,449,18980,20860,39839,1453,1331,2790,20656,22418,43080,404,382,782,15624,17222,32850,1105,971,2075,17133,18575,35708,584,587,1173,11780,13089,24866,738,757,1493,13102,14433,27535,706,927,1628,6863,7470,14328,532,478,1006,8101,8875,16973,1233,2023,3255,3635,4074,7713,394,424,822,5262,6521,11795,803,2057,2865,755,1156,1912,139,281,422,1697,3494,5199,4583,6628,11212,114254,120865,235122,9115,8113,17231,127952,135606,263561,75,39,108,8216,7960,16175,567,529,1098,8858,8528,17385,346,162,502,13561,13274,26836,789,716,1508,14696,14152,28846,114,79,196,6425,6365,12788,409,335,742,6948,6779,13720,113,80,193,10487,10513,21004,850,788,1643,11450,11381,22839,204,192,393,25776,26294,52069,2228,2182
121,106,63,168,11230,10797,22027,614,531,1139,11950,11391,23332,417,201,618,22113,21168,43281,900,870,1772,23430,22239,45669,145,90,238,10402,10367,20769,499,428,923,11046,10885,21934,108,78,188,9949,10345,20289,681,568,1244,10738,10991,21728,156,162,314,23578,25899,49475,1845,1680,3526,25579,27741,53317,209,212,420,26066,29114,55181,1588,1507,3097,27863,30833,58696,236,329,563,24086,26391,50473,1290,1165,2453,25612,27885,53489,368,481,846,18772,20848,39625,992,935,1931,20132,22264,42411,482,656,1139,12204,13197,25401,645,617,1262,13331,14470,27810,899,1582,2478,6158,7545,13710,414,561,970,7471,9688,17160,990,2900,3888,1779,2763,4536,215,495,713,2984,6158,9134,4118,6747,10864,166335,178437,344767,9669,9363,19032,180122,194547,374664,120,63,180,11732,11106,22842,577,504,1083,12429,11673,24101,559,269,831,24668,23588,48261,925,866,1784,26152,24723,50874,215,153,366,11425,10878,22303,509,429,939,12149,11460,23606,151,120,267,10155,10520,20677,589,625,1209,10895,11265,22158,210,199,407,24870,27790,52663,1838,1913
122,72,37,109,8232,7841,16080,409,418,833,8713,8296,17017,311,151,460,14711,14003,28718,578,474,1049,15600,14628,30227,88,51,137,6493,6003,12499,246,203,451,6827,6257,13090,75,57,132,5798,5509,11306,367,275,641,6240,5841,12076,130,121,250,13473,14180,27656,913,764,1675,14516,15065,29575,165,173,337,17570,18944,36512,926,809,1736,18661,19926,38582,217,244,461,15696,16332,32022,770,608,1374,16683,17184,33857,296,297,596,11961,12669,24627,617,532,1153,12874,13498,26377,385,438,821,8255,8924,17180,418,405,820,9058,9767,18821,677,1143,1819,4166,5183,9350,235,359,591,5078,6685,11760,790,1970,2755,1242,1810,3046,143,301,445,2175,4081,6250,3205,4678,7878,107598,111392,218995,5619,5146,10763,116422,121216,237639,74,27,102,7609,7221,14827,392,352,744,8075,7600,15672,371,188,564,16548,15714,32262,663,689,1353,17582,16591,34173,131,95,231,7012,6527,13541,345,303,642,7488,6925,14412,87,51,140,6033,5668,11703,360,351,713,6480,6070,12553,158,140,295,13136,14288,27422,906,951
123,154,95,244,8423,8093,16511,601,596,1194,9178,8784,17954,892,395,1289,16279,16039,32316,936,928,1865,18107,17362,35472,294,174,473,8602,8279,16883,492,418,909,9388,8871,18273,193,117,312,7604,7693,15296,424,408,833,8221,8218,16445,293,251,546,14270,15496,29764,738,718,1454,15301,16465,31762,333,399,738,14933,16324,31254,721,726,1450,15987,17449,33443,447,662,1111,14558,15632,30189,720,689,1411,15725,16983,32709,823,983,1803,11973,12223,24195,558,532,1083,13354,13738,27088,772,767,1539,5656,5789,11448,306,296,593,6734,6852,13577,629,1089,1719,2021,2414,4430,172,217,391,2822,3720,6540,361,1030,1394,386,559,943,65,102,167,812,1691,2504,5202,5966,11163,104697,108551,213244,5730,5628,11357,115629,120145,235766,215,120,336,9177,8734,17917,612,540,1152,10004,9394,19401,1234,581,1815,17552,17186,34742,1017,1015,2025,19803,18782,38584,416,249,665,8417,8118,16533,477,439,913,9310,8806,18110,270,177,451,8109,8243,16347,557,501,1052,8936,8921,17847,400,330,727,16261,17806,34070,1045,1120
124,174,108,278,9761,9483,19238,674,628,1299,10609,10219,20813,894,368,1268,18673,18263,36934,1007,901,1907,20574,19532,40110,276,159,440,9754,9509,19264,457,434,897,10487,10102,20603,197,128,325,9109,9123,18230,716,477,1186,10022,9728,19744,329,275,598,17220,18140,35363,1021,946,1966,18570,19361,37927,434,368,803,18107,19463,37565,993,931,1926,19534,20762,40295,541,671,1221,17842,19556,37398,1021,927,1943,19404,21154,40562,897,935,1825,15621,16151,31776,868,729,1596,17386,17815,35195,822,875,1696,7900,8490,16391,522,453,970,9244,9818,19057,757,1356,2113,3181,3793,6967,275,388,658,4213,5537,9740,524,1519,2041,596,995,1588,131,238,369,1251,2752,4003,5839,6768,12608,127757,132966,260726,7682,7038,14720,141278,146772,288049,215,110,324,9998,9480,19481,590,579,1172,10803,10169,20970,1301,560,1859,18758,18624,37385,982,954,1932,21041,20138,41166,446,253,704,9399,9047,18445,519,513,1031,10364,9813,20178,285,189,476,9297,9193,18495,700,628,1329,10282,10010,20299,424,396,816,18601,19705,38306,1542,1425
125,136,128,265,13935,13291,27228,1311,1263,2577,15382,14682,30070,627,363,985,22660,21538,44204,1665,1411,3076,24952,23312,48262,251,139,389,11650,10791,22441,890,638,1522,12791,11568,24353,207,149,358,13733,13310,27044,1482,992,2467,15422,14451,29869,430,362,789,32654,32609,65267,3518,2267,5788,36602,35238,71846,719,688,1401,25574,25653,51223,2229,1575,3805,28522,27916,56428,1068,1156,2221,21973,22229,44199,1737,1331,3070,24778,24716,49492,1395,1521,2918,16406,16916,33323,1142,888,2032,18943,19325,38272,1416,1587,3005,9833,10026,19862,682,639,1312,11931,12252,24180,1626,2559,4179,4779,5333,10115,488,678,1169,6893,8570,15468,933,2298,3230,946,1541,2478,214,551,767,2093,4390,6478,8812,10942,19751,174136,173245,347380,15348,12228,27578,198296,196415,394710,215,128,341,15954,15560,31518,1149,1184,2336,17318,16872,34188,870,404,1279,25641,24398,50037,1467,1503,2968,27978,26305,54288,293,173,468,11812,11081,22890,706,606,1315,12811,11860,24666,278,197,482,15750,13580,29327,1319,1052,2369,17347,14829,32182,523,471,996,40895,39149,80048,3871,3084
126,43,24,65,4622,4409,9032,234,223,462,4899,4656,9562,176,74,255,9072,8392,17465,330,262,592,9578,8728,18306,64,43,107,5144,4643,9791,203,153,354,5411,4839,10247,55,35,93,5993,6311,12301,378,335,713,6426,6681,13112,96,70,164,10798,11036,21833,584,539,1120,11478,11645,23122,149,163,310,10439,11517,21949,432,412,844,11020,12092,23103,239,239,478,10464,11232,21700,397,396,799,11100,11867,22977,314,326,643,8246,8728,16968,351,302,657,8911,9356,18271,356,482,835,4766,5464,10230,213,207,422,5335,6153,11493,599,1050,1653,2896,3519,6419,184,223,398,3679,4792,8465,561,1490,2048,737,1165,1907,79,157,232,1377,2812,4191,2651,3994,6647,73188,76419,149604,3380,3213,6593,79219,83626,162845,66,32,95,5179,4962,10142,217,213,432,5462,5207,10670,247,113,361,9885,9352,19232,329,305,633,10461,9770,20229,116,49,165,5487,4804,10286,217,166,383,5820,5019,10834,75,57,136,6690,6776,13465,298,338,631,7063,7171,14232,142,112,249,13336,13895,27232,669,697
127,176,89,264,11767,11269,23037,1252,1158,2411,13195,12516,25709,836,393,1230,24707,23790,48498,1672,1583,3258,27215,25766,52984,260,163,426,13297,12498,25795,752,615,1370,14309,13276,27579,199,132,329,11983,11947,23932,711,655,1370,12893,12734,25630,448,397,844,22408,24068,46478,1495,1447,2940,24351,25912,50261,663,728,1394,22659,24627,47283,1401,1417,2816,24723,26772,51491,1292,1588,2887,22518,22777,45291,1409,1251,2660,25219,25616,50838,1809,2023,3831,15765,16138,31899,1062,1031,2094,18636,19192,37822,1825,2107,3932,8197,8195,16393,704,671,1371,10726,10973,21702,1608,2833,4442,3573,3635,7203,403,478,880,5584,6946,12533,714,1596,2307,523,634,1159,122,208,329,1359,2438,3794,9841,12045,21880,157393,159576,316972,10979,10511,21490,178213,182132,360343,203,128,331,13295,12669,25963,1092,1020,2112,14590,13817,28409,1058,477,1530,26354,25609,51960,1789,1707,3493,29201,27793,56984,421,216,634,13756,13050,26810,850,746,1593,15027,14012,29039,310,183,492,13919,13621,27539,981,862,1845,15210,14666,29876,581,501,1080,25644,27512,53156,1949,1952
128,83,48,131,6756,6397,13155,343,255,599,7182,6700,13885,415,189,604,12723,12282,25000,390,363,750,13528,12834,26360,134,75,208,6508,6323,12836,208,164,370,6850,6562,13413,98,60,159,6400,6300,12699,279,228,505,6777,6588,13367,152,127,276,11922,12476,24394,679,571,1254,12753,13174,25926,157,173,331,13867,15047,28913,641,496,1140,14665,15716,30380,219,252,472,13765,14736,28504,581,473,1053,14565,15461,30024,330,330,655,11838,12164,24000,469,397,866,12637,12891,25520,385,424,806,7073,7661,14735,295,284,582,7753,8369,16126,585,1068,1659,3776,4656,8435,232,350,575,4593,6074,10674,557,1428,1987,860,1315,2175,137,293,432,1554,3036,4596,3113,4175,7279,95493,99361,194851,4248,3883,8136,102854,107419,210272,74,46,125,6715,6248,12961,248,255,503,7037,6549,13590,514,195,712,13360,12970,26330,481,442,920,14355,13607,27960,188,110,293,6281,6026,12305,247,240,490,6716,6376,13094,124,77,202,6107,5856,11963,262,241,503,6493,6174,12666,181,156,332,11874,12631,24509,656,689
197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,11,0,0,0,8,6,11,0,0,0,7,0,10,3,0,3,10,0,11,0,0,4,10,19,27,0,0,0,10,19,25,0,0,0,10,18,27,0,0,0,10,18,27,0,3,3,6,5,15,0,0,3,6,8,25,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,53,48,104,7,0,8,60,51,115,0,0,0,4,3,11,4,0,5,8,3,13,0,0,0,6,14,20,0,0,3,6,14,24,0,0,0,3,5,11,0,0,0,3,5,13,3,0,5,0,4,3,3,0,3,6,4,9,0,0,0,10,19,28,0,3
199,0,0,0,278,221,494,30,25,59,308,246,552,11,15,24,273,251,529,50,31,78,334,297,625,14,8,22,306,308,613,67,55,122,387,371,760,11,10,15,565,529,1090,132,75,207,708,614,1314,28,22,43,1106,963,2068,364,183,545,1498,1168,2655,60,39,101,895,544,1436,419,147,563,1374,730,2102,69,50,113,726,518,1237,425,107,534,1220,675,1894,77,54,137,618,575,1192,264,89,349,959,718,1676,61,37,100,444,261,708,117,50,163,622,348,971,29,25,48,91,55,146,24,15,42,144,95,240,25,42,66,14,15,33,13,17,23,52,74,124,383,298,680,5313,4234,9542,1895,792,2690,7591,5324,12915,0,0,3,171,135,305,13,11,30,184,146,339,13,0,13,159,169,339,31,26,53,203,195,401,7,0,11,203,182,383,73,46,123,283,228,516,15,13,27,571,479,1048,167,129,289,753,621,1359,36,16,44,1093,803,1895,488,275
