SA4_CODE_2021,C21_450_549_1PF_CU15_DS,C21_450_549_1PF_CU15_NDS,C21_450_549_1PFnoCU15_DS,C21_450_549_1PF_NDCO,C21_450_549_Tot,C21_550_649_1PF_CU15_DS,C21_550_649_1PF_CU15_NDS,C21_550_649_1PFnoCU15_DS,C21_550_649_1PF_NDCO,C21_550_649_Tot,C21_650_749_1PF_CU15_DS,C21_650_749_1PF_CU15_NDS,C21_650_749_1PFnoCU15_DS,C21_650_749_1PF_NDCO,C21_650_749_Tot,C21_750_849_1PF_CU15_DS,C21_750_849_1PF_CU15_NDS,C21_750_849_1PFnoCU15_DS,C21_750_849_1PF_NDCO,C21_750_849_Tot,C21_850_949_1PF_CU15_DS,C21_850_949_1PF_CU15_NDS,C21_850_949_1PFnoCU15_DS,C21_850_949_1PF_NDCO,C21_850_949_Tot,C21_950over_1PF_CU15_DS,C21_950over_1PF_CU15_NDS,C21_950over_1PFnoCU15_DS,C21_950over_1PF_NDCO,C21_950over_Tot,C21_Rns_1PF_CU15_DS,C21_Rns_1PF_CU15_NDS,C21_Rns_1PFnoCU15_DS,C21_Rns_1PF_NDCO,C21_Rns_Tot,C21_Tot_1PF_CU15_DS,C21_Tot_1PF_CU15_NDS,C21_Tot_1PFnoCU15_DS,C21_Tot_1_pa_f_NDCO,C21_Tot_Tot
111,201,979,215,346,1739,70,300,65,103,539,24,66,18,20,139,8,34,10,11,70,0,9,9,7,20,4,11,5,3,32,24,129,25,81,262,759,4376,949,2210,8288
112,111,471,139,247,965,65,288,64,124,540,37,127,25,49,240,24,44,16,18,106,6,21,5,10,47,4,28,8,11,49,12,84,8,54,157,537,2795,618,1442,5388
113,16,56,9,25,104,5,15,3,6,26,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,5,0,0,5,9,61,4,34,109,297,2015,252,749,3311
114,60,266,44,135,507,24,70,21,30,143,10,19,5,8,50,0,6,7,4,21,0,4,0,0,9,0,6,0,0,13,8,22,3,32,74,279,1561,284,813,2932
115,57,244,108,139,542,79,270,121,175,650,51,138,86,103,374,27,60,35,35,151,12,36,21,22,90,14,21,10,22,66,3,20,13,19,60,275,1007,456,629,2370
116,222,831,216,486,1764,145,484,122,261,1007,36,138,51,90,312,10,23,4,6,47,0,0,3,5,12,6,10,3,3,21,36,145,28,130,345,1011,4517,1030,2794,9350
117,40,235,99,173,545,23,315,113,167,616,25,257,103,124,513,34,141,78,89,349,25,91,47,42,198,22,134,90,61,299,14,40,25,70,151,268,1921,803,1429,4420
118,21,252,85,145,495,36,300,115,172,626,38,216,57,96,406,26,164,60,56,303,24,88,38,42,193,93,287,131,95,602,7,52,26,45,133,292,1713,633,963,3592
119,254,1127,407,856,2652,219,676,270,527,1701,120,338,126,226,813,43,123,59,85,312,17,37,14,33,108,7,44,25,31,111,45,170,76,164,455,1092,4574,1738,3855,11258
120,52,423,201,302,971,55,354,173,179,759,56,223,106,126,510,37,121,65,83,312,19,77,37,42,171,30,88,60,51,227,16,45,24,44,127,344,1811,893,1266,4317
121,55,545,228,280,1112,79,508,248,237,1070,80,338,163,135,709,61,204,120,90,474,33,128,85,58,305,136,292,208,101,737,12,62,39,44,158,501,2445,1251,1219,5415
122,29,243,65,118,459,33,256,99,140,532,45,217,99,97,454,42,153,66,71,324,48,109,66,70,284,72,225,125,74,493,7,21,20,21,71,298,1351,582,718,2951
123,206,815,170,392,1577,71,248,56,125,505,17,51,15,23,105,0,7,0,8,19,0,7,0,3,11,5,9,4,8,11,22,129,37,90,274,743,3728,688,1928,7084
124,204,973,216,425,1814,95,289,65,133,575,19,85,19,33,158,4,21,3,18,48,0,7,0,3,21,0,10,3,5,18,18,121,18,63,216,717,4257,863,2067,7905
125,275,989,376,744,2382,144,465,185,357,1149,68,183,92,130,468,17,64,39,46,175,5,22,7,18,52,4,21,4,12,43,23,142,44,152,365,863,3696,1404,3048,9008
126,38,278,126,159,597,55,248,138,135,573,30,120,81,72,304,28,52,24,30,131,12,30,11,20,67,17,27,28,24,98,6,26,17,29,82,212,1103,581,759,2660
127,337,1151,410,985,2882,196,558,187,421,1356,58,162,53,121,396,17,53,11,38,114,0,12,4,14,28,3,14,6,14,34,40,160,51,169,413,1235,4581,1528,4104,11443
128,56,363,122,195,745,59,257,98,154,573,44,157,58,85,345,31,69,48,44,187,16,21,19,20,73,21,33,6,18,82,6,28,11,23,74,292,1354,494,856,3009
197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
