SA4_CODE_2021,C21_CFNC_BPT_2000_2499,C21_CFNC_BPT_2500_2999,C21_CFNC_BPT_3000_3999,C21_CFNC_BPT_4000more,C21_CFNC_BPT_Ns,C21_CFNC_BPT_Tot,C21_CFNC_1F1P_Neg_ni_inc,C21_CFNC_1F1P_1_149,C21_CFNC_1F1P_150_399,C21_CFNC_1F1P_400_649,C21_CFNC_1F1P_650_799,C21_CFNC_1F1P_800_1249,C21_CFNC_1F1P_1250_1999,C21_CFNC_1F1P_2000_2499,C21_CFNC_1F1P_2500_2999,C21_CFNC_1F1P_3000_3999,C21_CFNC_1F1P_4000more,C21_CFNC_1F1P_Ns,C21_CFNC_1F1P_Tot,C21_CFNC_1E1A_Neg_ni_inc,C21_CFNC_1E1A_1_149,C21_CFNC_1E1A_150_399,C21_CFNC_1E1A_400_649,C21_CFNC_1E1A_650_799,C21_CFNC_1E1A_800_1249,C21_CFNC_1E1A_1250_1999,C21_CFNC_1E1A_2000_2499,C21_CFNC_1E1A_2500_2999,C21_CFNC_1E1A_3000_3999,C21_CFNC_1E1A_4000more,C21_CFNC_1E1A_Ns,C21_CFNC_1E1A_Tot,C21_CFNC_1F1NW_Neg_ni_inc,C21_CFNC_1F1NW_1_149,C21_CFNC_1F1NW_150_399,C21_CFNC_1F1NW_400_649,C21_CFNC_1F1NW_650_799,C21_CFNC_1F1NW_800_1249,C21_CFNC_1F1NW_1250_1999,C21_CFNC_1F1NW_2000_2499,C21_CFNC_1F1NW_2500_2999,C21_CFNC_1F1NW_3000_3999,C21_CFNC_1F1NW_4000more,C21_CFNC_1F1NW_Ns,C21_CFNC_1F1NW_Tot,C21_CFNC_1P1NW_Neg_ni_inc,C21_CFNC_1P1NW_1_149,C21_CFNC_1P1NW_150_399,C21_CFNC_1P1NW_400_649,C21_CFNC_1P1NW_650_799,C21_CFNC_1P1NW_800_1249,C21_CFNC_1P1NW_1250_1999,C21_CFNC_1P1NW_2000_2499,C21_CFNC_1P1NW_2500_2999,C21_CFNC_1P1NW_3000_3999,C21_CFNC_1P1NW_4000more,C21_CFNC_1P1NW_Ns,C21_CFNC_1P1NW_Tot,C21_CFNC_1A1NW_Neg_ni_inc,C21_CFNC_1A1NW_1_149,C21_CFNC_1A1NW_150_399,C21_CFNC_1A1NW_400_649,C21_CFNC_1A1NW_650_799,C21_CFNC_1A1NW_800_1249,C21_CFNC_1A1NW_1250_1999,C21_CFNC_1A1NW_2000_2499,C21_CFNC_1A1NW_2500_2999,C21_CFNC_1A1NW_3000_3999,C21_CFNC_1A1NW_4000more,C21_CFNC_1A1NW_Ns,C21_CFNC_1A1NW_Tot,C21_CFNC_BA_Neg_ni_inc,C21_CFNC_BA_1_149,C21_CFNC_BA_150_399,C21_CFNC_BA_400_649,C21_CFNC_BA_650_799,C21_CFNC_BA_800_1249,C21_CFNC_BA_1250_1999,C21_CFNC_BA_2000_2499,C21_CFNC_BA_2500_2999,C21_CFNC_BA_3000_3999,C21_CFNC_BA_4000more,C21_CFNC_BA_Ns,C21_CFNC_BA_Tot,C21_CFNC_BNW_Neg_ni_inc,C21_CFNC_BNW_1_149,C21_CFNC_BNW_150_399,C21_CFNC_BNW_400_649,C21_CFNC_BNW_650_799,C21_CFNC_BNW_800_1249,C21_CFNC_BNW_1250_1999,C21_CFNC_BNW_2000_2499,C21_CFNC_BNW_2500_2999,C21_CFNC_BNW_3000_3999,C21_CFNC_BNW_4000more,C21_CFNC_BNW_Ns,C21_CFNC_BNW_Tot,C21_CFNC_LFns_Neg_ni_inc,C21_CFNC_LFns_1_149,C21_CFNC_LFns_150_399,C21_CFNC_LFns_400_649,C21_CFNC_LFns_650_799,C21_CFNC_LFns_800_1249,C21_CFNC_LFns_1250_1999,C21_CFNC_LFns_2000_2499,C21_CFNC_LFns_2500_2999,C21_CFNC_LFns_3000_3999,C21_CFNC_LFns_4000more,C21_CFNC_LFns_Ns,C21_CFNC_LFns_Tot,C21_CFNC_Tot_Neg_ni_inc,C21_CFNC_Tot_1_149,C21_CFNC_Tot_150_399,C21_CFNC_Tot_400_649,C21_CFNC_Tot_650_799,C21_CFNC_Tot_800_1249,C21_CFNC_Tot_1250_1999,C21_CFNC_Tot_2000_2499,C21_CFNC_Tot_2500_2999,C21_CFNC_Tot_3000_3999,C21_CFNC_Tot_4000more,C21_CFNC_Tot_Ns,C21_CFNC_Tot_Tot,C21_CF_BFT_Neg_ni_inc,C21_CF_BFT_1_149,C21_CF_BFT_150_399,C21_CF_BFT_400_649,C21_CF_BFT_650_799,C21_CF_BFT_800_1249,C21_CF_BFT_1250_1999,C21_CF_BFT_2000_2499,C21_CF_BFT_2500_2999,C21_CF_BFT_3000_3999,C21_CF_BFT_4000more,C21_CF_BFT_Ns,C21_CF_BFT_Tot,C21_CF_BPT_Neg_ni_inc,C21_CF_BPT_1_149,C21_CF_BPT_150_399,C21_CF_BPT_400_649,C21_CF_BPT_650_799,C21_CF_BPT_800_1249,C21_CF_BPT_1250_1999,C21_CF_BPT_2000_2499,C21_CF_BPT_2500_2999,C21_CF_BPT_3000_3999,C21_CF_BPT_4000more,C21_CF_BPT_Ns,C21_CF_BPT_Tot,C21_CF_1F1P_Neg_ni_inc,C21_CF_1F1P_1_149,C21_CF_1F1P_150_399,C21_CF_1F1P_400_649,C21_CF_1F1P_650_799,C21_CF_1F1P_800_1249,C21_CF_1F1P_1250_1999,C21_CF_1F1P_2000_2499,C21_CF_1F1P_2500_2999,C21_CF_1F1P_3000_3999,C21_CF_1F1P_4000more,C21_CF_1F1P_Ns,C21_CF_1F1P_Tot,C21_CF_1E1A_Neg_ni_inc,C21_CF_1E1A_1_149,C21_CF_1E1A_150_399,C21_CF_1E1A_400_649,C21_CF_1E1A_650_799,C21_CF_1E1A_800_1249,C21_CF_1E1A_1250_1999,C21_CF_1E1A_2000_2499,C21_CF_1E1A_2500_2999,C21_CF_1E1A_3000_3999,C21_CF_1E1A_4000more,C21_CF_1E1A_Ns,C21_CF_1E1A_Tot,C21_CF_1F1NW_Neg_ni_inc,C21_CF_1F1NW_1_149,C21_CF_1F1NW_150_399,C21_CF_1F1NW_400_649,C21_CF_1F1NW_650_799,C21_CF_1F1NW_800_1249,C21_CF_1F1NW_1250_1999,C21_CF_1F1NW_2000_2499,C21_CF_1F1NW_2500_2999,C21_CF_1F1NW_3000_3999,C21_CF_1F1NW_4000more,C21_CF_1F1NW_Ns,C21_CF_1F1NW_Tot,C21_CF_1P1NW_Neg_ni_inc,C21_CF_1P1NW_1_149,C21_CF_1P1NW_150_399,C21_CF_1P1NW_400_649,C21_CF_1P1NW_650_799,C21_CF_1P1NW_800_1249,C21_CF_1P1NW_1250_1999,C21_CF_1P1NW_2000_2499,C21_CF_1P1NW_2500_2999,C21_CF_1P1NW_3000_3999,C21_CF_1P1NW_4000more,C21_CF_1P1NW_Ns
101,221,92,117,115,23,1544,11,0,6,42,27,220,1111,769,590,502,463,29,3770,0,0,0,11,15,59,156,145,103,164,140,28,824,3,6,10,39,80,399,729,387,185,183,304,35,2357,17,19,44,188,284,628,604,221,122,95,94,29,2348,0,10,11,27,25,80,119,46,22,20,28,15,397,0,4,0,6,4,22,54,38,19,46,37,30,257,442,194,190,919,2817,2828,2404,614,281,250,197,300,11441,6,0,4,23,41,43,32,9,4,6,3,1203,1383,515,257,277,1319,3385,4716,6408,3449,2341,2792,2725,1755,29944,8,0,6,8,9,34,392,798,883,1834,2879,464,7307,0,0,0,14,18,115,342,182,155,145,167,71,1210,9,0,0,17,16,155,1250,1245,1167,1640,1414,318,7231,0,0,0,8,7,43,256,229,236,395,362,94,1628,5,0,4,22,32,265,821,528,235,320,514,134,2877,3,4,10,40,69,214,316,120,86,89,73,70
102,332,166,141,122,23,1675,3,0,0,5,10,122,971,1002,699,689,475,26,3997,0,0,0,13,13,89,483,406,329,261,165,35,1799,6,5,5,32,62,438,1056,612,244,264,376,42,3134,6,17,44,170,256,731,800,250,129,109,112,37,2655,3,0,19,42,87,197,233,88,33,31,21,23,778,3,0,0,9,10,50,124,74,50,42,26,17,391,654,273,296,1298,4266,4464,3318,690,285,268,254,414,16473,15,3,0,24,57,58,38,14,7,16,3,1194,1426,700,303,381,1615,4806,6399,8061,4538,2885,3208,2802,1847,37532,10,0,0,3,3,29,250,730,960,2122,2887,391,7379,0,0,0,9,12,96,583,455,391,410,282,102,2337,4,0,0,9,16,79,1294,1758,2003,2751,2272,402,10573,5,0,0,8,11,79,777,754,728,921,658,185,4117,0,3,0,17,41,372,1496,1024,586,748,892,208,5395,0,3,13,54,99,311,696,341,214,221,142,104
103,162,78,67,64,23,1094,18,3,8,27,32,175,1055,716,545,451,336,34,3394,0,0,0,6,7,58,132,108,98,86,65,19,583,9,7,12,43,70,432,738,336,127,143,189,40,2143,6,14,43,145,228,493,469,138,70,41,55,35,1732,3,0,0,18,17,72,88,33,15,16,8,21,307,8,3,0,5,10,21,44,36,18,21,19,23,205,324,158,137,773,2438,2060,1401,262,142,132,117,284,8209,6,0,8,25,43,24,30,7,3,6,7,1046,1209,415,219,220,1107,2937,3697,4959,2794,1970,2058,1693,1580,23651,13,4,4,12,15,63,388,758,848,1604,1790,404,5906,4,0,3,0,14,87,215,137,112,86,76,47,778,4,5,6,18,29,171,1233,1258,1269,1478,1107,380,6954,0,0,0,6,5,31,215,247,251,309,239,74,1393,5,0,0,12,40,264,858,526,233,290,289,122,2647,0,0,12,29,54,173,267,102,54,42,28,61
104,142,86,52,37,12,1007,7,0,3,7,18,145,777,477,313,274,165,20,2215,4,0,0,3,3,31,92,82,42,60,29,8,358,6,3,9,23,38,296,438,198,94,80,73,18,1267,3,11,41,136,179,490,432,92,44,35,35,26,1527,0,0,6,19,21,55,71,25,6,13,17,3,240,0,0,0,0,8,17,27,14,15,13,10,18,122,272,155,150,685,2354,2221,1564,303,130,118,107,223,8288,9,0,7,11,38,28,20,8,0,0,6,687,814,307,174,218,917,2722,3582,4197,1933,1147,1123,792,1037,18169,9,0,3,8,10,32,254,486,470,793,708,193,2962,4,0,0,4,17,100,316,180,121,88,69,55,952,9,0,3,9,14,112,945,824,737,737,406,191,3982,0,0,0,0,5,31,143,149,102,126,86,35,685,7,0,0,14,23,220,581,283,139,133,139,64,1593,3,0,15,31,66,198,271,88,53,36,29,62
105,84,36,25,29,13,498,15,0,8,25,13,119,526,382,252,198,121,24,1678,3,0,0,0,7,24,72,79,43,60,26,23,327,10,0,3,24,33,245,351,163,61,54,49,28,1023,5,7,11,78,101,234,176,45,26,18,17,9,739,5,4,0,13,12,29,36,12,3,8,3,15,146,4,0,0,0,9,8,31,16,16,9,8,12,110,163,60,64,390,1188,912,549,95,59,52,45,162,3742,3,4,0,6,16,9,12,3,0,9,4,647,726,258,94,95,573,1444,1763,2346,1505,978,1031,712,982,11773,25,4,0,10,8,52,252,430,470,789,774,305,3120,0,0,3,3,12,41,117,61,40,45,21,15,356,3,0,8,12,10,94,609,606,474,579,394,177,2980,0,0,0,0,9,11,113,123,119,151,104,34,666,4,4,0,14,15,171,472,252,81,120,94,64,1284,3,0,4,26,29,97,110,38,18,15,10,29
106,220,93,110,73,7,1353,10,4,3,15,23,144,1145,949,709,683,386,35,4107,5,0,0,5,9,63,230,204,172,160,131,27,1004,9,3,13,35,58,428,974,633,175,263,259,43,2888,15,19,58,199,256,673,613,180,97,79,75,41,2298,5,6,10,23,49,120,143,71,30,33,27,16,517,0,0,0,4,13,24,60,45,33,42,25,27,280,557,231,241,1149,3663,3625,2546,492,209,175,183,367,13426,4,4,3,15,50,30,45,4,5,3,0,1300,1467,627,280,333,1501,4194,5420,6842,4091,2575,3007,2161,1911,32939,7,0,0,3,12,43,350,885,1029,2117,2414,426,7276,6,0,0,10,17,109,373,255,213,223,119,73,1389,4,0,0,3,22,138,1592,1831,1953,2386,1709,439,10073,0,0,4,4,5,47,369,430,443,534,409,127,2374,5,0,3,18,40,360,1507,1032,448,570,549,218,4757,0,0,12,46,75,281,480,198,91,112,64,87
107,254,160,125,96,8,1306,0,6,3,10,12,84,845,830,728,722,447,19,3704,0,0,0,10,10,81,411,369,262,266,155,28,1592,6,0,3,32,48,358,902,593,262,249,295,35,2780,4,12,44,176,200,579,658,263,129,95,113,24,2301,0,3,14,49,50,162,202,78,37,32,23,17,674,0,5,0,4,8,39,106,46,38,27,29,21,316,606,218,242,1230,3581,3926,2853,663,288,255,198,313,14373,14,0,0,16,54,34,29,5,5,9,4,942,1108,645,246,313,1540,3986,5469,6781,3921,2874,3375,2653,1421,33226,3,0,0,4,4,19,209,590,855,2048,3298,323,7357,0,0,0,6,15,83,428,381,328,346,266,72,1935,3,0,3,4,14,77,1073,1564,1918,3001,2707,360,10730,3,0,0,5,6,63,526,638,710,973,771,165,3862,3,0,3,3,28,328,1174,961,574,757,919,190,4953,6,0,18,58,79,298,599,296,199,192,151,102
108,197,116,81,76,25,1571,9,4,8,29,43,206,1079,643,393,334,230,31,3003,0,3,0,3,18,62,171,123,84,71,43,23,612,8,0,8,48,86,426,661,273,109,132,112,39,1907,6,18,90,235,345,846,663,177,76,50,67,42,2607,4,3,8,43,45,117,113,49,22,22,14,22,452,4,0,0,3,9,17,60,38,24,18,21,31,226,535,259,305,1350,4836,4481,3060,530,263,199,167,439,16422,17,0,6,22,76,53,49,6,0,9,5,1154,1406,600,312,429,1804,5563,6656,7048,2891,1637,1552,1212,1839,31544,9,0,3,5,19,57,389,671,715,1129,1010,253,4252,0,0,0,10,25,137,445,246,153,144,80,66,1306,9,5,3,15,24,146,1348,1200,972,1042,657,262,5673,0,0,3,4,7,40,239,192,181,208,110,64,1059,3,0,4,7,28,278,846,413,187,189,167,102,2226,6,0,15,49,81,306,439,147,77,46,37,83
109,113,49,37,27,10,667,6,0,0,21,23,125,698,516,311,272,175,25,2171,4,0,0,3,10,29,97,74,44,52,26,15,366,8,4,4,28,36,270,423,177,62,54,64,17,1154,4,8,30,111,154,320,284,84,36,35,22,14,1109,0,4,5,20,20,47,52,28,8,6,10,6,198,5,0,0,7,4,6,34,22,14,17,3,15,117,218,98,92,468,1641,1495,945,175,99,85,74,202,5593,7,3,0,12,29,28,16,7,3,7,7,688,804,278,134,138,713,1953,2546,3222,1862,1141,1101,757,1045,14895,10,5,6,9,6,37,262,457,489,835,730,251,3091,0,0,0,0,0,49,170,96,69,55,43,21,517,6,0,4,21,19,104,907,833,688,852,508,237,4178,0,0,0,0,4,17,152,148,116,157,102,32,743,4,0,0,12,23,166,529,270,112,127,109,83,1443,0,0,12,28,31,96,175,53,29,29,23,24
110,123,57,47,51,11,971,20,5,5,39,51,213,1070,616,390,335,253,40,3041,0,4,3,7,9,45,141,96,59,75,44,15,514,15,11,14,60,59,407,560,234,99,93,96,49,1693,10,13,31,133,215,458,325,100,41,47,24,16,1415,0,4,3,18,39,64,59,33,12,10,8,21,268,9,3,0,3,11,25,38,28,16,20,13,16,185,255,123,118,682,2306,1740,1146,230,83,113,66,239,7104,13,0,5,16,45,32,36,14,3,6,6,894,1069,402,182,196,1044,2835,3372,4531,2552,1507,1604,1210,1370,20802,22,3,3,17,18,77,445,845,724,1288,1171,396,5004,0,0,4,8,12,69,210,116,80,86,41,43,667,8,4,3,15,30,158,1143,1021,842,968,643,242,5077,3,3,0,3,4,32,204,208,180,209,129,54,1033,7,5,3,14,33,288,807,403,161,163,178,86,2157,5,4,7,42,41,176,235,77,31,25,17,53
