SA4_CODE_2021,C11_CFC_SMS_MRM_NDC_UR_1,C11_CFC_SMS_MRM_NDC_UR_2,C11_CFC_SMS_MRM_NDC_UR_3,C11_CFC_SMS_MRM_NDC_UR_4mo,C11_CFC_SMS_MRM_NDC_UR_Total,C11_CFC_SMS_M_DfM_NDC_UR_1,C11_CFC_SMS_M_DfM_NDC_UR_2,C11_CFC_SMS_M_DfM_NDC_UR_3,C11_CFC_SMS_M_DfM_NDC_UR_4mo,C11_CFC_SMS_M_DfM_NDC_UR_Tot,C11_CFC_SMS_Tot_NDC_UR_1,C11_CFC_SMS_Tot_NDC_UR_2,C11_CFC_SMS_Tot_NDC_UR_3,C11_CFC_SMS_Tot_NDC_UR_4mo,C11_CFC_SMS_Tot_NDC_UR_Tot,C11_1PF_NDC_UR_1,C11_1PF_NDC_UR_2,C11_1PF_NDC_UR_3,C11_1PF_NDC_UR_4mo,C11_1PF_NDC_UR_Tot,C11_Tot_NDC_UR_1,C11_Tot_NDC_UR_2,C11_Tot_NDC_UR_3,C11_Tot_NDC_UR_4mo,C11_Tot_NDC_UR_Tot,C16_CFC_SMS_MRM_NDC_UR_1,C16_CFC_SMS_MRM_NDC_UR_2,C16_CFC_SMS_MRM_NDC_UR_3,C16_CFC_SMS_MRM_NDC_UR_4mo,C16_CFC_SMS_MRM_NDC_UR_Tot,C16_CFC_SMS_M_DfM_NDC_UR_1,C16_CFC_SMS_M_DfM_NDC_UR_2,C16_CFC_SMS_M_DfM_NDC_UR_3,C16_CFC_SMS_M_DfM_NDC_UR_4mo,C16_CFC_SMS_M_DfM_NDC_UR_Tot,C16_CFC_SMS_Tot_NDC_UR_1,C16_CFC_SMS_Tot_NDC_UR_2,C16_CFC_SMS_Tot_NDC_UR_3,C16_CFC_SMS_Tot_NDC_UR_4mo,C16_CFC_SMS_Tot_NDC_UR_Tot,C16_1PF_NDC_UR_1,C16_1PF_NDC_UR_2,C16_1PF_NDC_UR_3,C16_1PF_NDC_UR_4mo,C16_1PF_NDC_UR_Tot,C16_Tot_NDC_UR_1,C16_Tot_NDC_UR_2,C16_Tot_NDC_UR_3,C16_Tot_NDC_UR_4mo,C16_Tot_NDC_UR_Tot,C21_CFC_SMS_MRM_NDC_UR_1,C21_CFC_SMS_MRM_NDC_UR_2,C21_CFC_SMS_MRM_NDC_UR_3,C21_CFC_SMS_MRM_NDC_UR_4mo,C21_CFC_SMS_MRM_NDC_UR_Tot,C21_CFC_SMS_M_DfM_NDC_UR_1,C21_CFC_SMS_M_DfM_NDC_UR_2,C21_CFC_SMS_M_DfM_NDC_UR_3,C21_CFC_SMS_M_DfM_NDC_UR_4mo,C21_CFC_SMS_M_DfM_NDC_UR_Tot,C21_CFC_SMS_Tot_NDC_UR_1,C21_CFC_SMS_Tot_NDC_UR_2,C21_CFC_SMS_Tot_NDC_UR_3,C21_CFC_SMS_Tot_NDC_UR_4mo,C21_CFC_SMS_Tot_NDC_UR_Tot,C21_1PF_NDC_UR_1,C21_1PF_NDC_UR_2,C21_1PF_NDC_UR_3,C21_1PF_NDC_UR_4mo,C21_1PF_NDC_UR_Tot,C21_Tot_NDC_UR_1,C21_Tot_NDC_UR_2,C21_Tot_NDC_UR_3,C21_Tot_NDC_UR_4mo,C21_Tot_NDC_UR_Tot
111,8652,11824,4282,1069,25830,2091,1682,634,269,4681,10740,13506,4920,1346,30510,5653,3475,1131,417,10674,16396,16981,6048,1762,41186,8734,12295,4285,1118,26433,2414,1945,688,271,5320,11146,14244,4981,1391,31758,5398,3585,1189,415,10584,16542,17834,6161,1806,42340,9099,13097,4494,1079,27769,2932,2512,787,301,6537,12028,15606,5284,1385,34300,5823,3893,1206,417,11340,17850,19501,6489,1802,45634
112,4646,6275,2662,953,14542,1680,1578,580,235,4069,6327,7856,3246,1187,18616,4457,2684,897,365,8408,10786,10542,4137,1555,27018,4472,6141,2547,793,13953,1759,1714,565,212,4255,6230,7860,3114,1003,18203,4066,2569,820,322,7777,10295,10426,3930,1328,25975,4490,6553,2541,753,14333,2146,1944,620,223,4931,6633,8494,3158,977,19259,3991,2570,835,273,7671,10625,11068,3988,1250,26930
113,3402,4646,2586,1028,11660,876,776,346,182,2185,4284,5420,2933,1213,13844,2059,1337,611,285,4286,6343,6757,3545,1489,18139,3229,4495,2416,887,11023,951,835,345,146,2280,4179,5329,2762,1030,13305,1985,1345,595,280,4218,6168,6677,3364,1314,17519,3434,4545,2375,864,11213,1127,953,440,185,2708,4561,5496,2811,1049,13914,2084,1508,649,271,4512,6644,7008,3458,1317,18432
114,2838,3971,1708,588,9102,778,674,301,137,1892,3612,4644,2011,726,10994,2181,1463,506,216,4366,5796,6106,2512,945,15359,2885,3777,1703,537,8902,876,815,296,123,2111,3764,4593,1999,655,11017,1979,1342,507,201,4030,5745,5937,2509,856,15044,3121,4248,1698,520,9582,1150,980,335,149,2601,4265,5222,2032,661,12189,1964,1353,519,184,4018,6230,6573,2549,848,16210
115,8209,12083,4604,1236,26133,624,535,175,69,1402,8830,12614,4781,1309,27537,1889,1342,424,107,3762,10722,13954,5202,1418,31295,8785,13144,4640,1183,27752,763,710,219,80,1774,9549,13857,4859,1262,29528,1886,1440,389,96,3814,11437,15293,5247,1360,33341,10729,15833,4835,1202,32598,929,867,274,87,2159,11655,16696,5113,1290,34753,2238,1697,487,97,4527,13897,18396,5597,1393,39279
116,11493,13670,5045,2013,32217,1328,1132,480,290,3228,12819,14801,5529,2297,35447,4912,3342,1368,778,10396,17725,18140,6895,3079,45842,13286,16030,5297,1982,36595,1589,1311,583,320,3801,14875,17339,5885,2298,40394,4827,3199,1323,730,10071,19703,20538,7210,3031,50469,16768,20601,5719,1978,45064,1802,1448,602,323,4165,18566,22052,6316,2293,49233,5038,3380,1349,692,10456,23609,25428,7665,2992,59689
117,6060,5050,1225,250,12587,1265,813,144,33,2262,7330,5866,1370,282,14849,2991,1250,290,80,4618,10325,7117,1659,363,19462,7008,6036,1301,222,14569,1705,1012,192,29,2941,8715,7048,1492,253,17514,3026,1275,272,59,4638,11747,8331,1768,312,22149,7894,6806,1395,213,16306,2141,1252,195,41,3634,10037,8059,1588,256,19938,3402,1578,322,75,5376,13439,9639,1911,334,25319
118,6913,8404,2853,573,18737,1296,908,196,33,2434,8213,9313,3047,610,21173,2963,1411,317,70,4758,11170,10720,3365,680,25932,7279,9351,3074,594,20305,1698,1113,234,42,3079,8972,10462,3312,634,23383,2890,1531,342,63,4830,11869,11993,3657,695,28216,7045,9905,3074,535,20557,1974,1308,269,59,3609,9017,11212,3346,594,24164,2984,1819,428,68,5306,11999,13034,3772,665,29472
119,19228,21403,8263,3239,52133,1459,1119,352,169,3089,20685,22522,8616,3401,55222,7341,4319,1427,596,13688,28030,26840,10044,3996,68912,20556,22581,8525,3454,55115,1877,1544,509,228,4154,22437,24122,9035,3678,59272,7396,4297,1533,615,13847,29834,28421,10570,4291,73116,20525,22761,8757,3430,55482,2246,1537,468,194,4445,22772,24298,9226,3629,59928,7569,4499,1621,647,14340,30342,28793,10851,4269,74269
120,9686,10364,2943,663,23653,1212,847,158,41,2253,10895,11213,3104,698,25906,3541,1599,357,87,5584,14437,12810,3463,784,31488,10611,11575,3018,582,25788,1473,1117,214,40,2846,12085,12687,3235,622,28630,3578,1750,346,84,5761,15662,14444,3581,700,34392,10807,11977,2971,524,26282,1783,1172,228,49,3230,12594,13152,3195,575,29519,3682,1952,404,89,6135,16277,15099,3608,663,35650
121,13894,18497,6639,1334,40366,1183,821,207,53,2267,15084,19324,6849,1390,42635,3988,2320,551,112,6967,19067,21646,7396,1501,49604,16286,20738,6543,1214,44777,1621,1189,280,65,3155,17907,21925,6820,1283,47933,4358,2496,592,104,7546,22264,24416,7411,1387,55479,17202,22425,6135,1022,46784,1822,1305,317,76,3514,19018,23733,6447,1096,50293,5047,3257,667,85,9062,24070,26993,7114,1180,59353
122,7798,11779,4184,827,24587,1235,978,281,56,2545,9034,12761,4461,880,27135,2548,1596,422,82,4645,11582,14349,4879,968,31780,8039,12773,4408,785,26007,1530,1309,339,83,3260,9568,14082,4747,870,29269,2441,1677,430,76,4630,12012,15759,5174,946,33898,8226,13315,4309,694,26548,1838,1549,406,93,3887,10063,14863,4721,785,30432,2721,2059,442,63,5292,12783,16924,5162,855,35722
123,7341,9467,3852,1516,22182,1288,1138,487,219,3131,8627,10605,4339,1735,25305,4008,2580,1128,511,8229,12635,13185,5470,2250,33535,8303,10388,4099,1543,24339,1610,1351,554,290,3805,9917,11740,4659,1837,28145,3940,2738,1155,495,8324,13856,14474,5805,2329,36466,9592,12253,4691,1627,28165,1987,1563,663,314,4523,11580,13815,5352,1944,32691,4295,3068,1217,513,9093,15879,16884,6574,2453,41782
124,8438,10867,4373,1602,25277,1884,1603,608,248,4344,10324,12467,4980,1852,29619,4918,3100,1109,426,9551,15240,15565,6087,2276,39173,8536,10897,4299,1545,25272,2209,1858,698,280,5043,10743,12751,5000,1827,30317,4813,3077,1107,469,9470,15554,15833,6102,2297,39788,9258,11949,4497,1455,27157,2662,2109,786,303,5857,11924,14055,5280,1756,33021,5098,3382,1226,485,10193,17022,17439,6503,2246,43205
125,15778,16266,5781,2676,40495,1036,728,255,134,2154,16812,16990,6034,2809,42650,5275,3092,1124,513,9997,22089,20077,7153,3321,52649,18975,18731,6228,2892,46824,1303,1011,375,172,2861,20283,19738,6603,3061,49681,5335,2984,1057,493,9869,25617,22724,7654,3558,59557,19854,20241,6572,3029,49698,1457,950,336,146,2888,21312,21194,6910,3170,52589,5587,3292,1144,498,10514,26896,24483,8049,3667,63100
126,6466,7834,2494,463,17255,433,334,85,18,869,6898,8165,2577,480,18124,1872,949,207,34,3056,8770,9114,2785,515,21181,7563,8861,2538,458,19411,538,462,90,25,1117,8100,9324,2629,487,20532,1981,1022,230,48,3285,10083,10344,2860,533,23813,8469,10012,2517,431,21427,656,529,104,33,1321,9125,10543,2628,460,22754,2294,1252,267,45,3859,11419,11794,2892,502,26610
127,12582,15492,6644,2580,37297,1111,959,417,194,2683,13698,16450,7059,2770,39974,5757,4198,1495,673,12126,19451,20647,8554,3439,52099,13339,16559,7078,2869,39846,1461,1422,605,305,3795,14805,17986,7681,3176,43645,6067,4226,1615,746,12656,20870,22208,9301,3923,56300,15462,19113,8319,3352,46242,1809,1572,626,322,4332,17273,20684,8945,3673,50573,6424,4685,1826,802,13734,23692,25370,10775,4469,64311
128,6912,9950,3823,841,21517,938,753,213,75,1981,7848,10705,4035,916,23503,2546,1570,422,112,4652,10395,12279,4449,1026,28150,6965,10246,3858,771,21832,1096,948,305,66,2409,8057,11190,4160,833,24244,2458,1574,410,107,4541,10520,12762,4568,940,28785,7079,10733,3825,705,22351,1490,1165,355,78,3080,8572,11897,4182,783,25435,2468,1755,503,93,4818,11038,13655,4683,879,30249
197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
