SA4_CODE_2021,C16_25_34_Need_asst_ns_P,C16_25_34_Tot_M,C16_25_34_Tot_F,C16_25_34_Tot_P,C16_35_44_Need_asst_M,C16_35_44_Need_asst_F,C16_35_44_Need_asst_P,C16_35_44_No_need_asst_M,C16_35_44_No_need_asst_F,C16_35_44_No_need_asst_P,C16_35_44_Need_asst_ns_M,C16_35_44_Need_asst_ns_F,C16_35_44_Need_asst_ns_P,C16_35_44_Tot_M,C16_35_44_Tot_F,C16_35_44_Tot_P,C16_45_54_Need_asst_M,C16_45_54_Need_asst_F,C16_45_54_Need_asst_P,C16_45_54_No_need_asst_M,C16_45_54_No_need_asst_F,C16_45_54_No_need_asst_P,C16_45_54_Need_asst_ns_M,C16_45_54_Need_asst_ns_F,C16_45_54_Need_asst_ns_P,C16_45_54_Tot_M,C16_45_54_Tot_F,C16_45_54_Tot_P,C16_55_64_Need_asst_M,C16_55_64_Need_asst_F,C16_55_64_Need_asst_P,C16_55_64_No_need_asst_M,C16_55_64_No_need_asst_F,C16_55_64_No_need_asst_P,C16_55_64_Need_asst_ns_M,C16_55_64_Need_asst_ns_F,C16_55_64_Need_asst_ns_P,C16_55_64_Tot_M,C16_55_64_Tot_F,C16_55_64_Tot_P,C16_65_74_Need_asst_M,C16_65_74_Need_asst_F,C16_65_74_Need_asst_P,C16_65_74_No_need_asst_M,C16_65_74_No_need_asst_F,C16_65_74_No_need_asst_P,C16_65_74_Need_asst_ns_M,C16_65_74_Need_asst_ns_F,C16_65_74_Need_asst_ns_P,C16_65_74_Tot_M,C16_65_74_Tot_F,C16_65_74_Tot_P,C16_75_84_Need_asst_M,C16_75_84_Need_asst_F,C16_75_84_Need_asst_P,C16_75_84_No_need_asst_M,C16_75_84_No_need_asst_F,C16_75_84_No_need_asst_P,C16_75_84_Need_asst_ns_M,C16_75_84_Need_asst_ns_F,C16_75_84_Need_asst_ns_P,C16_75_84_Tot_M,C16_75_84_Tot_F,C16_75_84_Tot_P,C16_85over_Need_asst_M,C16_85over_Need_asst_F,C16_85over_Need_asst_P,C16_85over_No_need_assist_M,C16_85over_No_need_assist_F,C16_85over_No_need_asst_P,C16_85over_Need_assist_ns_M,C16_85over_Need_assist_ns_F,C16_85over_Need_assist_ns_P,C16_85over_Tot_M,C16_85over_Tot_F,C16_85over_Tot_P,C16_Tot_Need_assist_M,C16_Tot_Need_assist_F,C16_Tot_Need_asst_P,C16_Tot_No_need_assist_M,C16_Tot_No_need_assist_F,C16_Tot_No_need_asst_P,C16_Tot_Need_assist_ns_M,C16_Tot_Need_assist_ns_F,C16_Tot_Need_assist_ns_P,C16_Tot_Tot_M,C16_Tot_Tot_F,C16_Tot_Tot_P,C21_0_4_Need_assist_M,C21_0_4_Need_assist_F,C21_0_4_Need_assist_P,C21_0_4_No_need_assist_M,C21_0_4_No_need_assist_F,C21_0_4_No_need_assist_P,C21_0_4_Need_assist_ns_M,C21_0_4_Need_assist_ns_F,C21_0_4_Need_assist_ns_P,C21_0_4_Tot_M,C21_0_4_Tot_F,C21_0_4_Tot_P,C21_5_14_Need_assist_M,C21_5_14_Need_assist_F,C21_5_14_Need_assist_P,C21_5_14_No_need_assist_M,C21_5_14_No_need_assist_F,C21_5_14_No_need_assist_P,C21_5_14_Need_assist_ns_M,C21_5_14_Need_assist_ns_F,C21_5_14_Need_assist_ns_P,C21_5_14_Tot_M,C21_5_14_Tot_F,C21_5_14_Tot_P,C21_15_19_Need_assist_M,C21_15_19_Need_assist_F,C21_15_19_Need_assist_P,C21_15_19_No_need_assist_M,C21_15_19_No_need_assist_F,C21_15_19_No_need_assist_P,C21_15_19_Need_assist_ns_M,C21_15_19_Need_assist_ns_F,C21_15_19_Need_assist_ns_P,C21_15_19_Tot_M,C21_15_19_Tot_F,C21_15_19_Tot_P,C21_20_24_Need_assist_M,C21_20_24_Need_assist_F,C21_20_24_Need_assist_P,C21_20_24_No_need_assist_M,C21_20_24_No_need_assist_F,C21_20_24_No_need_assist_P,C21_20_24_Need_assist_ns_M,C21_20_24_Need_assist_ns_F,C21_20_24_Need_assist_ns_P,C21_20_24_Tot_M,C21_20_24_Tot_F,C21_20_24_Tot_P,C21_25_34_Need_assist_M,C21_25_34_Need_assist_F,C21_25_34_Need_assist_P,C21_25_34_No_need_assist_M,C21_25_34_No_need_assist_F,C21_25_34_No_need_assist_P,C21_25_34_Need_assist_ns_M,C21_25_34_Need_assist_ns_F,C21_25_34_Need_assist_ns_P,C21_25_34_Tot_M,C21_25_34_Tot_F,C21_25_34_Tot_P,C21_35_44_Need_assist_M,C21_35_44_Need_assist_F,C21_35_44_Need_assist_P,C21_35_44_No_need_assist_M,C21_35_44_No_need_assist_F,C21_35_44_No_need_assist_P,C21_35_44_Need_assist_ns_M,C21_35_44_Need_assist_ns_F,C21_35_44_Need_assist_ns_P,C21_35_44_Tot_M,C21_35_44_Tot_F,C21_35_44_Tot_P,C21_45_54_Need_assist_M,C21_45_54_Need_assist_F,C21_45_54_Need_assist_P,C21_45_54_No_need_assist_M,C21_45_54_No_need_assist_F,C21_45_54_No_need_assist_P,C21_45_54_Need_assist_ns_M,C21_45_54_Need_assist_ns_F,C21_45_54_Need_assist_ns_P,C21_45_54_Tot_M,C21_45_54_Tot_F,C21_45_54_Tot_P,C21_55_64_Need_assist_M,C21_55_64_Need_assist_F,C21_55_64_Need_assist_P,C21_55_64_No_need_assist_M,C21_55_64_No_need_assist_F,C21_55_64_No_need_assist_P,C21_55_64_Need_assist_ns_M,C21_55_64_Need_assist_ns_F,C21_55_64_Need_assist_ns_P,C21_55_64_Tot_M,C21_55_64_Tot_F,C21_55_64_Tot_P,C21_65_74_Need_assist_M,C21_65_74_Need_assist_F,C21_65_74_Need_assist_P,C21_65_74_No_need_assist_M,C21_65_74_No_need_assist_F,C21_65_74_No_need_assist_P,C21_65_74_Need_assist_ns_M,C21_65_74_Need_assist_ns_F,C21_65_74_Need_assist_ns_P,C21_65_74_Tot_M,C21_65_74_Tot_F,C21_65_74_Tot_P,C21_75_84_Need_assist_M,C21_75_84_Need_assist_F,C21_75_84_Need_assist_P,C21_75_84_No_need_assist_M
111,2334,23145,23201,46341,614,642,1257,19887,21149,41037,1082,958,2036,21583,22749,44330,1037,1106,2148,20539,21527,42064,1251,1103,2354,22827,23736,46562,1454,1596,3047,19271,20435,39702,1202,1193,2395,21927,23224,45150,1697,1767,3461,14614,16049,30665,1054,1091,2145,17365,18907,36272,1585,2366,3948,6959,8214,15171,717,941,1655,9261,11521,20776,1286,3011,4297,1807,2401,4207,422,1000,1420,3515,6412,9924,10630,12151,22784,156226,161376,317604,9173,9552,18725,176029,183079,359104,236,132,370,10230,9821,20052,401,425,823,10867,10378,21240,1626,757,2381,21282,20791,42075,1000,925,1923,23908,22473,46382,670,347,1017,10250,10137,20389,523,533,1057,11443,11017,22461,473,309,778,12179,12106,24291,739,603,1340,13391,13018,26409,660,558,1217,23855,24522,48375,1283,1118,2401,25798,26198,51995,640,641,1282,22051,23142,45197,1106,963,2071,23797,24746,48540,932,963,1897,21628,22777,44403,1029,864,1888,23589,24604,48194,1382,1523,2908,20515,22166,42679,973,875,1844,22870,24564,47431,1999,2119,4123,16962,18791,35755,881,913,1796,19842,21823,41675,2266,3177,5442,8659
112,1984,10674,11538,22202,398,391,786,11485,13051,24531,1182,1266,2448,13065,14708,27770,726,707,1435,13510,15136,28645,1442,1466,2910,15678,17309,32985,1154,1047,2202,15156,16490,31646,1711,1690,3397,18021,19227,37248,1303,1004,2306,12076,12468,24542,1276,1237,2515,14655,14709,29361,1185,1604,2785,5693,6543,12236,706,823,1528,7584,8970,16553,1076,2439,3516,1614,1896,3509,371,642,1016,3061,4977,8042,7454,8153,15609,98495,104605,203098,10312,10584,20890,116261,123342,239599,117,53,171,5669,5439,11109,491,484,976,6277,5976,12261,1003,475,1485,13372,13069,26440,1363,1278,2637,15738,14822,30559,384,228,617,6144,5933,12074,535,503,1044,7063,6664,13741,279,196,476,4912,4919,9833,495,467,966,5686,5582,11273,398,317,714,10682,12098,22778,1109,1155,2266,12189,13570,25763,399,413,811,12551,14124,26671,1237,1273,2512,14187,15810,29993,598,674,1267,13965,15469,29436,1271,1201,2473,15834,17344,33175,1043,1024,2066,15595,17327,32927,1294,1213,2511,17932,19564,37504,1453,1372,2822,14741,15539,30285,1100,1033,2129,17294,17944,35234,1416,1954,3372,6980
113,1842,9509,9475,18981,230,210,440,7813,8125,15935,1073,725,1804,9116,9060,18184,314,381,699,8635,8776,17405,1004,772,1783,9953,9929,19888,526,524,1055,8474,8474,16949,954,867,1823,9954,9865,19827,647,584,1230,6089,6339,12424,709,681,1387,7445,7604,15043,629,870,1503,3119,3498,6614,429,516,943,4177,4884,9060,520,1184,1705,728,1008,1739,174,336,504,1422,2528,3950,3903,4374,8271,66286,67377,133667,7540,6464,13999,77729,78215,155932,102,61,164,4706,4667,9378,344,330,672,5152,5058,10215,644,330,972,9677,9522,19195,824,795,1619,11145,10647,21787,189,145,329,4790,4596,9383,413,336,752,5392,5077,10463,187,123,311,4391,4458,8852,520,351,870,5098,4932,10028,278,217,497,9230,9502,18737,1062,668,1730,10570,10387,20957,214,229,444,8287,8739,17022,947,638,1585,9448,9606,19057,337,423,757,8356,8716,17072,908,611,1518,9601,9750,19343,524,553,1078,8864,9149,18009,732,612,1343,10120,10314,20423,783,777,1558,7101,7268,14368,595,514,1112,8479,8559,17036,746,1068,1814,3646
114,1223,6666,6607,13273,252,207,462,6345,6997,13344,765,558,1327,7362,7762,15141,425,466,896,7741,8619,16360,787,711,1494,8953,9796,18749,702,669,1374,9007,9998,19006,751,842,1593,10460,11509,21967,926,823,1751,9017,9680,18692,793,817,1612,10736,11320,22061,858,1198,2056,4500,4568,9066,437,511,940,5795,6277,12068,699,1363,2061,955,1150,2112,183,228,414,1837,2741,4583,4994,5360,10350,61089,64473,125562,6004,5445,11449,72087,75278,147359,81,59,142,3760,3585,7344,260,254,511,4101,3898,7999,636,284,920,7998,7992,15984,628,570,1196,9262,8846,18105,232,159,392,3823,3646,7470,286,269,555,4341,4074,8411,172,99,266,3111,2975,6087,327,213,537,3610,3287,6898,291,204,498,6835,7191,14020,763,477,1239,7889,7872,15749,266,251,517,7066,7618,14684,742,509,1250,8074,8378,16449,361,438,799,8143,8880,17023,697,503,1196,9201,9821,19016,687,680,1371,9783,10922,20704,628,575,1203,11098,12177,23275,1003,977,1981,10348,11412,21765,569,533,1103,11920,12922,24844,1118,1448,2559,5744
115,950,11225,11729,22958,178,221,401,14424,16132,30555,592,639,1230,15194,16992,32181,243,296,541,15478,16339,31816,767,719,1483,16488,17354,33843,309,430,736,12766,13234,25999,600,600,1203,13675,14264,27941,505,595,1100,8904,9134,18042,448,514,959,9857,10243,20099,676,1023,1698,3344,3444,6792,230,244,477,4250,4711,8965,616,1461,2078,763,927,1688,80,155,233,1459,2543,4003,3617,4672,8297,104335,106064,210399,4436,4609,9043,112388,115345,227741,116,62,174,7079,6780,13859,231,213,444,7426,7055,14477,663,325,986,19285,18093,37374,604,524,1126,20552,18942,39492,258,164,417,9014,8360,17369,275,211,486,9547,8735,18272,182,114,295,7858,7128,14986,229,181,408,8269,7423,15695,263,161,424,11957,12633,24595,417,444,859,12637,13238,25876,229,219,449,17960,19677,37644,551,576,1130,18740,20472,39217,280,318,597,17599,18568,36172,519,477,994,18398,19363,37757,363,522,886,14517,14945,29460,379,414,799,15259,15881,31141,700,895,1594,10660,11281,21938,367,377,743,11727,12553,24274,941,1394,2337,5041
116,3232,25500,27227,52721,490,556,1048,23919,23916,47833,1663,1358,3022,26072,25830,51901,807,1016,1824,18838,19188,38029,1356,1133,2493,21001,21337,42341,1112,1427,2541,14409,14964,29371,1007,1012,2018,16528,17403,33935,1393,1632,3025,8397,8842,17243,671,774,1439,10461,11248,21712,1080,1746,2820,2984,3223,6206,298,417,709,4362,5386,9736,629,1504,2134,499,638,1136,127,175,306,1255,2317,3575,8066,9315,17380,150386,151812,302198,10484,9573,20058,168936,170700,339638,311,151,461,14263,13604,27867,1009,963,1974,15583,14718,30296,1572,731,2295,27580,26984,54566,1991,1926,3918,31143,29641,60788,533,257,786,11387,10874,22263,797,669,1463,12717,11800,24508,358,232,594,12549,11684,24237,1094,761,1852,14001,12677,26679,521,436,957,26243,28588,54834,2479,1954,4428,29243,30978,60222,554,584,1142,31652,31493,63151,2156,1885,4040,34362,33962,68328,769,990,1762,21926,21642,43560,1426,1199,2626,24121,23831,47949,1242,1504,2742,16477,17046,33524,960,864,1831,18679,19414,38101,1703,2274,3973,10538,11435,21973,608,696,1307,12849,14405,27249,1551,2331,3880,3926
117,11004,47002,45084,92077,340,266,607,24322,21208,45535,3276,2409,5685,27938,23883,51822,584,481,1063,16431,13958,30388,2334,1549,3879,19349,15988,35328,699,758,1457,11235,10546,21777,1610,1322,2928,13544,12626,26159,807,926,1732,6851,6777,13624,983,824,1808,8641,8527,17163,930,1407,2337,2816,2851,5673,514,524,1035,4260,4782,9049,606,1196,1799,547,657,1201,164,261,427,1317,2114,3428,4718,5570,10282,137255,132800,270053,19090,16119,35209,161063,154489,315551,80,33,111,6602,6189,12783,359,340,700,7041,6562,13593,384,172,560,8930,8654,17588,584,500,1084,9898,9326,19229,154,84,236,4540,4807,9350,296,294,588,4990,5185,10170,133,119,248,13794,14779,28572,1196,1137,2331,15123,16035,31157,266,302,571,45034,43796,88838,3432,2984,6413,48732,47082,95819,325,354,679,29332,25492,54819,2078,1592,3669,31735,27438,59167,473,450,922,18699,16158,34863,1386,936,2325,20558,17544,38106,686,725,1413,13790,12185,25974,1145,762,1905,15621,13672,29296,861,1036,1896,8509,8495,17004,739,584,1322,10109,10115,20220,1097,1541,2642,3587
118,5897,25465,27689,53162,165,191,357,18086,19069,37151,2260,1864,4120,20511,21124,41641,255,293,544,14212,15073,29283,1682,1380,3063,16149,16746,32891,370,416,790,10478,11501,21982,1204,1114,2320,12052,13031,25085,498,612,1107,7932,9035,16963,1020,984,2000,9450,10631,20074,827,1301,2135,3775,4567,8348,581,662,1244,5183,6530,11718,861,1987,2850,1180,1520,2705,265,531,793,2306,4038,6344,3625,5255,8878,112678,120129,232807,13207,12139,25348,129510,137523,267031,71,38,110,6390,6130,12513,319,318,638,6780,6486,13267,346,180,529,12634,12393,25028,613,589,1202,13593,13162,26754,107,87,198,5937,5680,11614,344,281,631,6388,6048,12440,104,74,181,7038,7843,14886,563,454,1015,7705,8371,16077,141,172,316,21802,24919,46722,1765,1534,3297,23708,26625,50336,166,173,342,18020,19258,37273,1318,1044,2367,19504,20475,39986,256,270,520,15296,16445,31741,981,790,1771,16533,17505,34027,327,435,763,12047,12769,24810,769,551,1315,13143,13755,26890,551,705,1252,8855,10040,18895,563,551,1110,9969,11296,21255,914,1454,2368,4811
119,5968,47359,47371,94731,810,821,1628,35209,36096,71300,2380,2285,4664,38399,39202,77595,1276,1616,2891,31590,33053,64646,2108,2132,4242,34974,36801,71774,2070,2578,4650,25743,27175,52922,1742,1759,3496,29555,31512,61072,2649,3025,5669,16881,17392,34277,1336,1347,2688,20866,21764,42632,3148,4806,7958,8324,9002,17328,884,1073,1956,12356,14881,27237,2384,4729,7114,2239,2813,5046,484,768,1253,5107,8310,13413,15218,19259,34476,250104,252022,502119,17436,17383,34821,282758,288664,571417,297,134,431,17427,16311,33740,1357,1230,2592,19081,17675,36759,1562,643,2207,33107,31964,65067,2505,2244,4754,37174,34851,72027,566,279,845,15955,14945,30900,1016,904,1918,17537,16128,33668,431,264,691,20460,18810,39270,1518,1250,2768,22409,20324,42735,703,578,1278,44768,43618,88386,3588,3231,6819,49059,47427,96482,757,765,1520,38684,38846,77527,2774,2611,5382,42215,42222,84427,1091,1365,2450,32881,34940,67823,2006,2049,4056,35978,38354,74330,2082,2558,4641,29710,30868,60578,1833,1688,3517,33625,35114,68740,2987,3857,6846,19968,21038,41005,1353,1349,2696,24308,26244,50540,3586,5368,8951,9580
120,4405,28208,28668,56870,247,260,503,20078,21121,41202,1598,1632,3231,21923,23013,44928,394,442,833,16682,18566,35241,1246,1298,2549,18322,20306,38623,558,653,1208,12843,14398,27239,987,1045,2032,14388,16096,30477,797,1051,1848,8373,9357,17734,680,750,1435,9850,11158,21014,1360,2158,3520,3822,4314,8138,364,418,787,5546,6890,12444,1127,2418,3545,966,1208,2174,165,270,431,2258,3896,6153,5319,7528,12852,127229,133369,260598,9887,9965,19850,142435,150862,293303,86,37,127,7580,7223,14804,333,327,662,7999,7587,15584,486,238,723,14072,14200,28271,638,578,1216,15196,15016,30206,154,104,255,6446,6313,12756,274,237,509,6874,6654,13528,119,120,239,10771,10157,20931,735,551,1290,11625,10828,22463,240,253,495,26592,26907,53498,1634,1529,3162,28466,28689,57158,260,244,507,21688,22234,43922,1079,972,2053,23027,23450,46480,353,373,722,17463,19649,37111,748,757,1504,18564,20779,39339,531,658,1187,14812,16341,31149,650,609,1264,15993,17608,33603,940,1300,2238,10092,11657,21753,517,497,1016,11549,13454,25007,1416,2324,3738,4699
121,3749,26918,29902,56815,262,297,557,28022,30941,58961,1659,1681,3343,29943,32919,62853,334,384,718,25379,28278,53660,1370,1462,2829,27083,30124,57207,449,593,1047,19453,21578,41029,1164,1216,2381,21066,23387,44457,651,904,1562,14319,16248,30566,883,1040,1923,15853,18192,34049,1066,1733,2796,7032,8101,15130,493,669,1156,8591,10503,19086,1383,3269,4653,2023,2630,4654,289,539,834,3695,6438,10136,5397,7977,13378,179086,191657,370743,10295,10938,21235,194778,210572,405354,117,75,187,10690,10078,20773,385,343,722,11192,10496,21684,749,388,1133,26480,25433,51913,764,700,1467,27993,26521,54512,247,168,413,11949,11255,23207,343,319,668,12539,11742,24286,171,161,334,10844,10441,21278,359,328,687,11374,10930,22306,279,255,529,23647,26129,49779,987,1051,2036,24913,27435,52341,250,304,554,30040,33674,63719,1073,1116,2182,31363,35094,66457,374,376,745,27470,30651,58125,852,883,1735,28696,31910,60609,474,632,1107,22058,23908,45968,731,710,1443,23263,25250,48514,798,1184,1984,16278,18840,35114,611,694,1305,17687,20718,38403,1429,2213,3640,9120
122,1860,14200,15379,29574,181,198,381,17259,18408,35667,1081,1069,2151,18521,19675,38201,267,278,542,16959,17925,34886,1003,962,1967,18229,19165,37394,317,379,690,12730,13399,26135,799,798,1601,13846,14576,28422,538,595,1131,9487,10415,19907,646,761,1406,10671,11771,22441,814,1238,2058,4718,5397,10119,428,477,907,5960,7112,13082,904,2239,3146,1373,1896,3268,174,354,528,2451,4489,6941,3845,5433,9276,112864,116862,229726,6800,7076,13875,123509,129371,252876,69,44,116,6927,6656,13591,239,227,466,7235,6927,14169,497,221,719,16786,15978,32764,543,534,1081,17826,16733,34559,172,122,299,8011,7450,15465,271,237,503,8454,7809,16263,133,92,229,6789,6242,13025,254,228,489,7176,6562,13740,159,128,284,13280,14096,27372,594,623,1216,14033,14847,28875,165,186,344,16179,17717,33891,639,631,1263,16983,18534,35504,244,283,526,18490,19698,38189,641,651,1292,19375,20632,40004,351,375,728,15135,15553,30684,552,511,1062,16038,16439,32479,551,646,1192,10534,11638,22172,433,415,850,11518,12699,24219,1004,1467,2469,6206
123,2169,17706,19256,36961,422,478,905,16296,17147,33441,1026,1059,2088,17744,18684,36428,582,758,1340,14762,15702,30462,932,954,1890,16276,17414,33688,857,1143,1997,12724,13394,26118,834,919,1755,14415,15456,29869,1149,1178,2328,7869,8197,16068,655,676,1330,9673,10051,19726,746,1226,1976,2723,2878,5601,303,395,700,3772,4499,8280,451,1035,1487,484,668,1154,154,378,536,1089,2081,3175,6741,7275,14019,114380,118063,232441,7606,8004,15606,128727,133342,262065,266,140,410,10336,10027,20364,640,640,1282,11242,10807,22056,1628,777,2407,19766,19545,39304,1271,1306,2578,22665,21628,44287,538,294,834,8870,8618,17485,515,473,982,9923,9385,19300,321,208,532,8721,8361,17079,489,456,942,9531,9025,18548,506,416,923,18040,20017,38061,1059,1167,2223,19605,21600,41205,469,483,953,19604,20489,40090,1135,1120,2256,21208,22092,43295,619,810,1429,16588,16934,33526,917,819,1737,18124,18563,36693,911,1237,2148,13861,14890,28745,677,677,1351,15449,16804,32242,1362,1656,3017,9835,10550,20387,510,548,1060,11707,12754,24464,1178,1715,2899,3821
124,2968,20567,21526,42086,491,535,1025,18366,19256,37618,1407,1299,2714,20264,21090,41357,688,768,1451,17543,18848,36392,1260,1293,2550,19491,20909,40393,1019,1136,2157,15970,17410,33377,1132,1136,2266,18121,19682,37801,1174,1282,2455,10747,11381,22128,847,920,1769,12768,13583,26354,1024,1557,2581,3815,4457,8267,380,516,893,5219,6530,11738,724,1750,2467,696,1034,1727,134,237,366,1554,3021,4571,7785,8527,16317,133188,138438,271628,9492,9497,18987,150465,156462,306933,252,131,387,10568,9910,20477,601,557,1157,11421,10598,22020,1753,808,2563,19935,19792,39729,1247,1233,2479,22935,21833,44777,523,325,847,9424,9064,18490,589,494,1083,10536,9883,20422,387,249,637,9523,9135,18665,676,605,1277,10586,9989,20581,537,506,1045,20191,21565,41754,1531,1478,3010,22259,23549,45804,527,577,1109,20449,21457,41912,1447,1282,2730,22423,23316,45750,767,808,1571,18793,19782,38570,1139,1022,2163,20699,21612,42308,1009,1203,2218,16728,18173,34898,873,770,1647,18610,20146,38760,1388,1583,2970,12753,14001,26750,662,669,1329,14803,16253,31058,1314,1900,3217,5270
125,6953,45289,42704,88000,733,718,1454,31500,28710,60208,2822,2049,4865,35055,31477,66526,1149,1271,2422,23043,23378,46423,1873,1638,3516,26065,26287,52359,1583,1934,3510,18274,18796,37073,1448,1313,2761,21305,22043,43345,1928,2108,4036,11268,11704,22971,912,897,1805,14108,14709,28815,1884,2830,4709,5132,5441,10574,520,639,1154,7536,8910,16437,1312,2807,4119,1221,1591,2815,232,426,658,2765,4824,7588,10764,13047,23809,200497,193385,393884,16314,14389,30704,227575,220821,448392,260,146,404,15398,14568,29969,1313,1205,2520,16971,15919,32892,1120,513,1639,28031,27426,55455,2332,2173,4507,31483,30112,61601,371,235,610,11853,11080,22931,846,786,1637,13070,12101,25171,309,205,519,17390,15361,32751,1636,1144,2777,19335,16710,36044,566,490,1048,43201,40656,83861,4269,3172,7443,48036,44318,92360,692,678,1364,37856,34637,72494,3420,2559,5984,41968,37874,79837,1019,1224,2241,24871,24852,49722,2072,1586,3652,27962,27662,55620,1638,2040,3679,20761,21323,42082,1499,1338,2840,23898,24701,48592,2263,2735,4993,13468,14136,27607,974,938,1914,16705,17809,34513,2261,3369,5630,6059
126,1371,14147,14704,28850,150,172,319,11874,12538,24412,600,535,1135,12624,13245,25866,248,276,521,10590,11573,22165,493,457,949,11331,12306,23637,319,470,792,8900,9747,18651,412,434,847,9631,10651,20285,406,550,955,5991,6324,12317,318,351,669,6715,7225,13948,690,1228,1910,2885,3347,6229,220,277,499,3795,4852,8639,786,1671,2448,901,1267,2165,108,208,317,1795,3146,4930,3242,4719,7962,81708,84584,166291,3882,3978,7862,88832,93281,182120,54,26,84,5133,5071,10213,240,223,461,5427,5320,10759,369,160,532,11395,10949,22344,416,371,785,12180,11480,23661,105,79,179,5063,4772,9834,155,161,312,5323,5012,10329,90,70,157,6286,5987,12276,255,266,520,6631,6323,12954,177,148,323,14852,15725,30579,732,718,1456,15761,16591,32358,175,171,346,14818,15576,30391,637,602,1244,15630,16349,31980,216,281,497,11366,12219,23588,440,394,830,12022,12894,24919,363,482,849,10050,11024,21080,412,395,807,10825,11901,22731,539,790,1327,7377,8112,15492,302,318,619,8218,9220,17441,789,1346,2133,3353
127,3901,28174,29965,58133,835,917,1748,24040,25876,49916,1785,1823,3604,26660,28616,55277,1491,1823,3308,23727,23854,47579,1714,1676,3390,26932,27353,54278,2221,2940,5156,18597,19006,37604,1399,1446,2849,22217,23392,45607,2563,2869,5432,10210,10426,20642,910,937,1843,13683,14232,27921,2210,3363,5577,4101,4154,8260,495,567,1067,6806,8084,14899,1176,2328,3503,782,832,1613,158,279,431,2116,3439,5545,13069,15733,28804,174432,176614,351039,13125,12999,26122,200626,205346,405963,298,161,461,15087,14246,29336,1192,1121,2318,16577,15528,32111,1526,682,2210,30615,29627,60246,2336,2100,4431,34477,32409,66887,544,296,833,15048,14365,29416,993,875,1870,16585,15536,32117,414,240,655,15298,14851,30145,996,890,1886,16708,15981,32683,668,557,1226,30425,32147,62568,2083,2135,4221,33176,34839,68011,913,948,1860,28869,30697,59568,2003,2031,4035,31785,33676,65464,1451,1796,3253,25888,27188,53078,1617,1570,3192,28956,30554,59513,2686,3294,5984,22926,22875,45803,1542,1396,2937,27154,27565,54724,3345,4225,7572,13554,14078,27632,1018,1031,2050,17917,19334,37252,2834,3956,6789,5159
128,1341,12711,13476,26182,202,234,437,13669,14570,28239,714,684,1400,14585,15488,30075,251,300,555,13701,14577,28277,684,674,1356,14636,15551,30186,351,459,812,12222,12863,25085,662,638,1303,13235,13960,27200,535,638,1170,8558,9239,17795,467,503,966,9560,10380,19933,727,1156,1884,3961,4595,8554,275,333,602,4963,6084,11043,824,1988,2815,1162,1600,2768,132,235,368,2118,3823,5946,3980,5355,9333,97607,101178,198782,4829,4935,9764,106416,111468,217877,85,49,134,6504,6212,12717,215,222,435,6804,6483,13283,649,298,947,13990,13289,27284,487,412,902,15126,13999,29130,235,126,357,6805,6481,13285,197,164,359,7237,6771,14006,167,78,246,6245,6049,12300,212,157,369,6624,6284,12920,202,163,367,12171,12777,24953,515,515,1031,12888,13455,26347,190,222,416,13898,15116,29017,551,516,1066,14639,15854,30496,261,311,573,14618,15622,30241,529,473,1002,15408,16406,31812,395,482,881,12981,13776,26766,448,374,832,13824,14632,28471,607,794,1400,9965,10765,20735,359,391,744,10931,11950,22879,872,1370,2240,5139
197,6,10,22,29,0,0,0,19,16,35,0,0,0,19,16,31,3,0,5,23,25,46,0,4,5,26,29,53,0,5,9,19,41,63,3,3,10,22,49,74,6,5,10,36,54,89,3,4,9,45,63,110,0,0,3,11,16,34,4,6,7,15,22,43,3,0,4,0,3,3,0,0,0,3,3,11,22,18,34,141,199,334,16,27,47,179,244,419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,758,1617,1094,2703,37,28,64,740,421,1159,493,177,672,1270,626,1898,61,56,117,645,424,1068,443,175,614,1149,655,1801,74,52,133,599,537,1132,315,142,451,988,731,1721,59,35,90,499,355,858,163,88,248,721,478,1195,19,22,40,98,71,174,40,28,66,157,121,283,9,27,36,9,10,19,10,8,17,28,45,74,334,243,575,4789,3589,8386,2226,1099,3328,7349,4931,12288,6,3,11,157,113,276,87,90,181,250,206,460,24,9,35,200,218,413,167,182,344,391,409,798,8,9,20,156,180,337,91,91,174,255,280,532,12,13,17,267,274,542,136,135,267,415,422,829,25,26,52,723,667,1392,414,333,749,1162,1026,2187,34,27,65,586,434,1025,480,286,761,1100,747,1859,42,41,83,531,428,960,433,197,629,1006,666,1678,73,51,129,569,500,1069,308,149,460,950,700,1648,39,31,71,476,312,787,130,64,195,645,407,1055,20,12,35,115
