SA4_CODE_2021,C21_20_24_Div_M,C21_20_24_Div_F,C21_20_24_Div_P,C21_20_24_Wid_M,C21_20_24_Wid_F,C21_20_24_Wid_P,C21_20_24_Nvr_marrd_M,C21_20_24_Nvr_marrd_F,C21_20_24_Nvr_marrd_P,C21_20_24_Tot_M,C21_20_24_Tot_F,C21_20_24_Tot_P,C21_25_29_Married_M,C21_25_29_Married_F,C21_25_29_Married_P,C21_25_29_Sep_M,C21_25_29_Sep_F,C21_25_29_Sep_P,C21_25_29_Div_M,C21_25_29_Div_F,C21_25_29_Div_P,C21_25_29_Wid_M,C21_25_29_Wid_F,C21_25_29_Wid_P,C21_25_29_Nvr_marrd_M,C21_25_29_Nvr_marrd_F,C21_25_29_Nvr_marrd_P,C21_25_29_Tot_M,C21_25_29_Tot_F,C21_25_29_Tot_P,C21_30_34_Married_M,C21_30_34_Married_F,C21_30_34_Married_P,C21_30_34_Sep_M,C21_30_34_Sep_F,C21_30_34_Sep_P,C21_30_34_Div_M,C21_30_34_Div_F,C21_30_34_Div_P,C21_30_34_Wid_M,C21_30_34_Wid_F,C21_30_34_Wid_P,C21_30_34_Nvr_marrd_M,C21_30_34_Nvr_marrd_F,C21_30_34_Nvr_marrd_P,C21_30_34_Tot_M,C21_30_34_Tot_F,C21_30_34_Tot_P,C21_35_39_Married_M,C21_35_39_Married_F,C21_35_39_Married_P,C21_35_39_Sep_M,C21_35_39_Sep_F,C21_35_39_Sep_P,C21_35_39_Div_M,C21_35_39_Div_F,C21_35_39_Div_P,C21_35_39_Wid_M,C21_35_39_Wid_F,C21_35_39_Wid_P,C21_35_39_Nvr_marrd_M,C21_35_39_Nvr_marrd_F,C21_35_39_Nvr_marrd_P,C21_35_39_Tot_M,C21_35_39_Tot_F,C21_35_39_Tot_P,C21_40_44_Married_M,C21_40_44_Married_F,C21_40_44_Married_P,C21_40_44_Sep_M,C21_40_44_Sep_F,C21_40_44_Sep_P,C21_40_44_Div_M,C21_40_44_Div_F,C21_40_44_Div_P,C21_40_44_Wid_M,C21_40_44_Wid_F,C21_40_44_Wid_P,C21_40_44_Nvr_marrd_M,C21_40_44_Nvr_marrd_F,C21_40_44_Nvr_marrd_P,C21_40_44_Tot_M,C21_40_44_Tot_F,C21_40_44_Tot_P,C21_45_49_Married_M,C21_45_49_Married_F,C21_45_49_Married_P,C21_45_49_Sep_M,C21_45_49_Sep_F,C21_45_49_Sep_P,C21_45_49_Div_M,C21_45_49_Div_F,C21_45_49_Div_P,C21_45_49_Wid_M,C21_45_49_Wid_F,C21_45_49_Wid_P,C21_45_49_Nvr_marrd_M,C21_45_49_Nvr_marrd_F,C21_45_49_Nvr_marrd_P,C21_45_49_Tot_M,C21_45_49_Tot_F,C21_45_49_Tot_P,C21_50_54_Married_M,C21_50_54_Married_F,C21_50_54_Married_P,C21_50_54_Sep_M,C21_50_54_Sep_F,C21_50_54_Sep_P,C21_50_54_Div_M,C21_50_54_Div_F,C21_50_54_Div_P,C21_50_54_Wid_M,C21_50_54_Wid_F,C21_50_54_Wid_P,C21_50_54_Nvr_marrd_M,C21_50_54_Nvr_marrd_F,C21_50_54_Nvr_marrd_P,C21_50_54_Tot_M,C21_50_54_Tot_F,C21_50_54_Tot_P,C21_55_59_Married_M,C21_55_59_Married_F,C21_55_59_Married_P,C21_55_59_Sep_M,C21_55_59_Sep_F,C21_55_59_Sep_P,C21_55_59_Div_M,C21_55_59_Div_F,C21_55_59_Div_P,C21_55_59_Wid_M,C21_55_59_Wid_F,C21_55_59_Wid_P,C21_55_59_Nvr_marrd_M,C21_55_59_Nvr_marrd_F,C21_55_59_Nvr_marrd_P,C21_55_59_Tot_M,C21_55_59_Tot_F,C21_55_59_Tot_P,C21_60_64_Married_M,C21_60_64_Married_F,C21_60_64_Married_P,C21_60_64_Sep_M,C21_60_64_Sep_F,C21_60_64_Sep_P,C21_60_64_Div_M,C21_60_64_Div_F,C21_60_64_Div_P,C21_60_64_Wid_M,C21_60_64_Wid_F,C21_60_64_Wid_P,C21_60_64_Nvr_marrd_M,C21_60_64_Nvr_marrd_F,C21_60_64_Nvr_marrd_P,C21_60_64_Tot_M,C21_60_64_Tot_F,C21_60_64_Tot_P,C21_65_69_Married_M,C21_65_69_Married_F,C21_65_69_Married_P,C21_65_69_Sep_M,C21_65_69_Sep_F,C21_65_69_Sep_P,C21_65_69_Div_M,C21_65_69_Div_F,C21_65_69_Div_P,C21_65_69_Wid_M,C21_65_69_Wid_F,C21_65_69_Wid_P,C21_65_69_Nvr_marrd_M,C21_65_69_Nvr_marrd_F,C21_65_69_Nvr_marrd_P,C21_65_69_Tot_M,C21_65_69_Tot_F,C21_65_69_Tot_P,C21_70_74_Married_M,C21_70_74_Married_F,C21_70_74_Married_P,C21_70_74_Sep_M,C21_70_74_Sep_F,C21_70_74_Sep_P,C21_70_74_Div_M,C21_70_74_Div_F,C21_70_74_Div_P,C21_70_74_Wid_M,C21_70_74_Wid_F,C21_70_74_Wid_P,C21_70_74_Nvr_marrd_M,C21_70_74_Nvr_marrd_F,C21_70_74_Nvr_marrd_P,C21_70_74_Tot_M,C21_70_74_Tot_F,C21_70_74_Tot_P,C21_75_79_Married_M,C21_75_79_Married_F,C21_75_79_Married_P,C21_75_79_Sep_M,C21_75_79_Sep_F,C21_75_79_Sep_P,C21_75_79_Div_M,C21_75_79_Div_F
101,0,8,3,7,3,12,5539,4938,10472,5678,5199,10876,1106,1686,2793,44,104,148,38,67,108,3,6,12,5194,4512,9704,6388,6386,12766,2835,3468,6304,127,226,350,149,243,392,0,22,22,3752,3160,6910,6872,7116,13984,3794,4083,7879,201,307,506,306,423,725,14,33,45,2540,2268,4807,6852,7113,13964,3758,3988,7748,236,370,607,404,604,1008,16,50,70,1893,1829,3726,6305,6848,13156,4233,4400,8629,393,433,831,754,1047,1801,36,92,124,2057,1584,3639,7478,7551,15025,4534,4970,9503,399,469,873,1039,1328,2367,56,178,233,1909,1539,3453,7936,8485,16423,5050,5135,10188,391,449,839,1354,1626,2979,102,332,431,1700,1248,2941,8589,8784,17373,5376,5440,10815,451,396,844,1528,1632,3162,201,553,747,1394,1037,2429,8941,9052,17998,5196,5006,10199,416,316,731,1385,1470,2859,270,862,1141,906,596,1502,8175,8254,16434,5056,4275,9333,339,216,555,1255,1201,2459,395,1220,1617,527,340,865,7575,7258,14831,3325,2585,5915,158,104,264,646,638
102,4,7,10,0,8,9,9208,8756,17960,9383,9107,18486,1296,2034,3331,89,190,282,53,100,152,5,9,23,7793,6984,14774,9235,9314,18552,3691,4756,8443,221,400,622,198,357,558,7,25,28,5268,4647,9919,9385,10187,19570,5545,6221,11764,390,577,972,456,706,1159,19,35,50,3554,3289,6841,9965,10826,20786,5745,6110,11857,499,672,1172,734,1157,1885,24,78,101,2943,2610,5554,9954,10620,20567,6071,6247,12319,610,780,1391,1124,1704,2824,49,156,207,2737,2460,5196,10598,11343,21944,6044,6160,12199,695,821,1512,1539,2196,3738,74,253,328,2447,2015,4462,10791,11447,22238,6171,6338,12504,641,739,1385,1779,2532,4309,145,481,627,2070,1580,3649,10807,11674,22485,6341,6538,12878,544,705,1249,1824,2685,4506,218,805,1030,1559,1180,2737,10482,11913,22398,6187,6021,12201,466,539,1004,1676,2568,4245,333,1204,1539,953,802,1755,9614,11136,20754,6084,5663,11746,442,403,851,1536,2264,3797,584,1776,2357,630,553,1185,9275,10662,19938,4702,3832,8530,266,200,468,1013,1452
103,3,6,15,0,0,0,5620,5041,10656,5806,5354,11161,1190,1659,2848,80,142,225,47,69,111,7,13,17,4680,4242,8919,6000,6114,12117,2675,3115,5787,174,235,414,154,210,366,7,11,20,3262,2894,6157,6267,6473,12743,3239,3544,6786,222,332,553,297,400,695,7,31,33,2402,1997,4400,6164,6300,12463,3277,3408,6683,286,375,662,417,521,938,21,49,62,1780,1531,3311,5775,5880,11656,3545,3796,7341,353,370,721,651,898,1552,28,74,106,1663,1410,3073,6245,6553,12795,3721,3950,7668,343,413,766,877,1090,1966,73,160,228,1587,1188,2775,6607,6806,13410,3886,4113,7998,401,396,795,1090,1254,2341,91,307,399,1466,937,2401,6930,7003,13933,4227,4174,8403,366,384,741,1129,1264,2393,172,469,640,1100,712,1813,6984,7004,13986,4056,3807,7860,277,252,534,1022,1079,2096,281,715,996,742,379,1122,6380,6231,12605,3925,3472,7403,266,216,486,912,957,1878,402,1084,1489,495,300,796,6013,6028,12044,2826,2140,4962,143,117,262,585,579
104,3,5,7,6,3,3,3191,2893,6085,3291,3073,6369,621,864,1486,24,85,105,21,44,63,3,3,9,2864,2582,5453,3533,3580,7112,1379,1712,3090,114,169,288,100,134,231,4,16,20,2281,2015,4289,3879,4038,7919,1926,2131,4061,145,245,388,169,264,435,6,17,26,1698,1477,3171,3955,4130,8083,1940,2136,4079,180,254,435,245,427,672,13,40,51,1404,1255,2656,3776,4115,7891,2251,2334,4588,235,300,533,480,672,1150,27,93,119,1279,1193,2471,4272,4593,8867,2329,2533,4864,245,326,579,643,909,1550,36,141,176,1110,968,2078,4364,4873,9238,2616,2784,5400,266,338,602,795,1108,1901,59,250,305,1087,808,1891,4815,5289,10105,2946,3140,6087,283,346,630,1081,1230,2313,114,351,462,945,709,1653,5376,5775,11144,3257,3114,6366,305,249,555,1034,1175,2211,162,525,685,628,427,1060,5389,5495,10881,3137,2773,5916,228,161,389,870,944,1807,290,806,1089,330,229,562,4857,4904,9764,2300,1851,4156,114,64,182,478,530
105,0,3,3,6,5,6,2949,2788,5740,3038,2945,5979,724,1012,1732,38,68,109,24,32,57,10,7,10,3010,2855,5860,3800,3975,7776,1616,1800,3423,95,159,250,70,131,204,0,8,12,1994,1830,3827,3780,3935,7714,1727,1830,3556,137,172,314,144,178,326,9,10,24,1365,1310,2671,3375,3507,6887,1608,1673,3279,140,183,324,170,276,449,7,25,25,1043,972,2016,2962,3130,6094,1657,1655,3314,158,207,369,314,384,693,19,53,71,996,935,1930,3140,3235,6376,1794,1888,3682,183,230,408,482,568,1045,47,92,141,971,847,1809,3472,3616,7087,1925,2063,3991,226,212,438,571,635,1207,64,186,252,921,679,1597,3703,3776,7479,2241,2171,4411,215,248,461,579,697,1274,97,270,367,717,506,1224,3861,3885,7745,1951,1863,3817,215,152,367,602,580,1176,149,425,574,478,272,748,3397,3285,6686,1822,1599,3414,186,123,307,464,416,880,262,634,891,293,152,448,3026,2916,5942,1337,1094,2424,92,62,162,298,266
106,8,9,13,9,6,10,8101,7474,15576,8325,7855,16178,1603,2397,3999,112,178,293,57,105,163,3,12,23,7078,6214,13287,8854,8912,17758,3853,4563,8413,255,415,665,292,362,656,8,28,37,4832,4149,8982,9244,9514,18755,4814,5269,10078,390,587,979,463,688,1153,18,51,70,3225,2706,5932,8908,9304,18209,4733,4879,9611,502,564,1060,675,891,1560,24,73,92,2587,2097,4691,8522,8496,17016,4911,5229,10144,506,622,1129,989,1290,2284,39,135,170,2352,1901,4251,8798,9177,17977,5073,5320,10393,549,596,1146,1292,1676,2962,95,219,313,1969,1459,3429,8984,9273,18252,5321,5509,10827,482,539,1015,1466,1851,3316,116,385,506,1626,1078,2704,9012,9355,18370,5806,5870,11681,445,474,914,1473,1816,3285,234,642,879,1158,716,1877,9119,9517,18634,5629,5394,11023,398,316,719,1346,1627,2970,314,947,1261,674,461,1134,8363,8746,17103,5362,4650,10009,290,227,517,1139,1269,2403,477,1388,1867,456,298,756,7717,7834,15545,3845,2994,6841,161,117,276,675,704
107,0,8,15,6,0,13,10661,10167,20831,10836,10487,21328,1435,2209,3644,56,140,194,42,98,142,6,6,6,8744,7446,16194,10288,9903,20186,3962,5083,9044,181,318,496,192,334,526,10,25,31,5278,4438,9714,9618,10197,19809,5512,6137,11648,313,434,743,419,616,1034,11,32,44,3283,2871,6153,9528,10099,19627,5723,5887,11612,402,555,952,637,943,1581,26,82,99,2471,2226,4695,9261,9685,18940,5963,6191,12150,492,585,1079,1007,1426,2431,55,126,182,2298,1973,4274,9809,10301,20112,5562,5763,11324,461,582,1043,1216,1782,3000,74,175,256,1986,1546,3534,9307,9853,19159,5891,6030,11923,433,531,961,1457,1851,3311,124,388,514,1745,1293,3038,9650,10089,19743,6031,6029,12064,377,486,863,1432,1966,3396,191,647,841,1311,942,2252,9339,10071,19407,5537,5464,11004,317,306,617,1175,1761,2944,266,908,1167,751,536,1289,8046,8975,17017,5247,4594,9842,260,237,499,977,1302,2283,498,1420,1924,441,307,752,7424,7866,15292,3830,3119,6943,143,120,266,588,866
108,3,0,5,0,3,3,4702,4321,9025,4835,4529,9356,762,1117,1879,39,100,140,33,54,87,4,3,6,3915,3613,7528,4750,4878,9633,1702,2175,3879,128,231,358,106,235,342,0,14,14,2860,2685,5548,4804,5338,10145,2418,2799,5217,208,362,566,248,385,637,9,29,31,2214,1971,4190,5094,5548,10643,2682,2977,5667,300,395,699,383,591,975,11,49,65,1841,1749,3588,5222,5758,10986,3230,3424,6650,363,489,851,645,981,1627,24,116,142,1854,1650,3503,6114,6661,12772,3412,3843,7257,414,498,918,1005,1374,2375,66,179,250,1785,1446,3228,6680,7354,14031,4028,4608,8634,453,519,973,1326,1752,3079,110,359,459,1690,1239,2932,7602,8479,16082,5034,5569,10601,481,507,989,1711,2106,3815,216,690,901,1360,1050,2405,8799,9920,18715,5656,5653,11311,489,415,905,1815,1890,3700,323,960,1281,1010,639,1648,9288,9557,18843,6260,5489,11749,429,327,756,1560,1663,3224,566,1449,2019,533,409,946,9346,9345,18690,4572,3673,8249,235,125,363,987,1022
109,3,3,9,0,0,4,3081,2935,6022,3152,3073,6222,596,840,1437,28,77,105,18,43,61,5,4,7,2868,2399,5264,3517,3361,6878,1368,1751,3114,71,121,190,70,130,199,6,10,9,1713,1570,3285,3224,3582,6805,1845,2072,3915,129,162,294,128,231,361,9,16,24,1166,1115,2282,3280,3595,6870,1862,2006,3869,153,208,359,228,344,576,7,40,48,1001,856,1858,3248,3458,6703,2027,2109,4139,198,242,442,338,501,835,17,48,66,885,784,1671,3469,3684,7150,2121,2263,4381,240,254,498,525,642,1164,30,90,118,849,657,1504,3759,3901,7660,2277,2497,4770,252,231,478,584,805,1387,63,126,191,780,526,1300,3944,4178,8126,2767,2815,5588,209,227,437,662,835,1495,93,299,397,604,381,989,4334,4557,8897,2662,2610,5268,231,187,418,720,767,1489,155,433,588,396,226,627,4165,4223,8387,2677,2291,4973,166,142,312,580,563,1145,262,669,937,287,127,415,3980,3794,7777,1846,1486,3331,98,48,150,323,347
110,3,5,7,3,6,6,5011,4759,9767,5172,5044,10211,968,1410,2387,61,116,173,37,54,87,7,4,13,4336,4000,8334,5406,5583,10994,2225,2623,4844,133,235,370,103,199,301,0,15,20,2778,2645,5427,5240,5716,10960,2733,2924,5652,212,280,489,244,318,561,7,33,41,1919,1811,3733,5111,5371,10477,2686,2793,5477,232,286,517,308,415,729,17,61,76,1495,1560,3047,4735,5117,9852,2917,3179,6104,263,329,597,521,659,1177,21,83,103,1455,1267,2718,5176,5519,10705,3103,3265,6364,308,345,654,718,873,1591,40,125,157,1390,1173,2562,5551,5774,11325,3327,3532,6863,315,386,699,926,1058,1980,88,256,347,1258,936,2195,5913,6165,12083,3646,3756,7401,339,360,696,958,1197,2156,149,440,590,1029,634,1665,6124,6379,12506,3472,3348,6821,330,268,603,935,967,1901,235,594,830,637,411,1048,5608,5589,11192,3431,2932,6359,239,158,398,801,793,1592,334,1028,1368,426,242,661,5224,5150,10379,2504,2046,4559,134,91,223,431,475
