SA4_CODE_2021,C16_SH_3b_NPGH_4,C16_SH_3b_NPGH_5,C16_SH_3b_NPGH_6_mor,C16_SH_3b_Tot,C16_SH_4mb_NPGH_2,C16_SH_4mb_NPGH_3,C16_SH_4mb_NPGH_4,C16_SH_4mb_NPGH_5,C16_SH_4mb_NPGH_6_mor,C16_SH_4mb_Tot,C16_SH_NB_NS_NPGH_2,C16_SH_NB_NS_NPGH_3,C16_SH_NB_NS_NPGH_4,C16_SH_NB_NS_NPGH_5,C16_SH_NB_NS_NPGH_6_mor,C16_SH_NB_NS_Tot,C16_SH_Tot_NPGH_2,C16_SH_Tot_NPGH_3,C16_SH_Tot_NPGH_4,C16_SH_Tot_NPGH_5,C16_SH_Tot_NPGH_6_mor,C16_SH_Tot_Tot,C16_SDRTHT_0b_s_a_b_NPGH_2,C16_SDRTHT_0b_s_a_b_NPGH_3,C16_SDRTHT_0b_s_a_b_NPGH_4,C16_SDRTHT_0b_s_a_b_NPGH_5,C16_SDRTHT_0b_s_a_b_NPGH_6mor,C16_SDRTHT_0b_s_a_b_Tot,C16_SDRTHT_1b_NPGH_2,C16_SDRTHT_1b_NPGH_3,C16_SDRTHT_1b_NPGH_4,C16_SDRTHT_1b_NPGH_5,C16_SDRTHT_1b_NPGH_6_mor,C16_SDRTHT_1b_Tot,C16_SDRTHT_2b_NPGH_2,C16_SDRTHT_2b_NPGH_3,C16_SDRTHT_2b_NPGH_4,C16_SDRTHT_2b_NPGH_5,C16_SDRTHT_2b_NPGH_6_mor,C16_SDRTHT_2b_Tot,C16_SDRTHT_3b_NPGH_2,C16_SDRTHT_3b_NPGH_3,C16_SDRTHT_3b_NPGH_4,C16_SDRTHT_3b_NPGH_5,C16_SDRTHT_3b_NPGH_6_mor,C16_SDRTHT_3b_Tot,C16_SDRTHT_4mb_NPGH_2,C16_SDRTHT_4mb_NPGH_3,C16_SDRTHT_4mb_NPGH_4,C16_SDRTHT_4mb_NPGH_5,C16_SDRTHT_4mb_NPGH_6_mor,C16_SDRTHT_4mb_Tot,C16_SDRTHT_NB_NS_NPGH_2,C16_SDRTHT_NB_NS_NPGH_3,C16_SDRTHT_NB_NS_NPGH_4,C16_SDRTHT_NB_NS_NPGH_5,C16_SDRTHT_NB_NS_NPGH_6_mor,C16_SDRTHT_NB_NS_Tot,C16_SDRTHT_Tot_NPGH_2,C16_SDRTHT_Tot_NPGH_3,C16_SDRTHT_Tot_NPGH_4,C16_SDRTHT_Tot_NPGH_5,C16_SDRTHT_Tot_NPGH_6_mor,C16_SDRTHT_Tot_Tot,C16_F_a_0b_s_a_b_NPGH_2,C16_F_a_0b_s_a_b_NPGH_3,C16_F_a_0b_s_a_b_NPGH_4,C16_F_a_0b_s_a_b_NPGH_5,C16_F_a_0b_s_a_b_NPGH_6_mor,C16_F_a_0b_s_a_b_Tot,C16_F_a_1b_NPGH_2,C16_F_a_1b_NPGH_3,C16_F_a_1b_NPGH_4,C16_F_a_1b_NPGH_5,C16_F_a_1b_NPGH_6_mor,C16_F_a_1b_Tot,C16_F_a_2b_NPGH_2,C16_F_a_2b_NPGH_3,C16_F_a_2b_NPGH_4,C16_F_a_2b_NPGH_5,C16_F_a_2b_NPGH_6_mor,C16_F_a_2b_Tot,C16_F_a_3b_NPGH_2,C16_F_a_3b_NPGH_3,C16_F_a_3b_NPGH_4,C16_F_a_3b_NPGH_5,C16_F_a_3b_NPGH_6_mor,C16_F_a_3b_Tot,C16_F_a_4mb_NPGH_2,C16_F_a_4mb_NPGH_3,C16_F_a_4mb_NPGH_4,C16_F_a_4mb_NPGH_5,C16_F_a_4mb_NPGH_6_mor,C16_F_a_4mb_Tot,C16_F_a_NB_NS_NPGH_2,C16_F_a_NB_NS_NPGH_3,C16_F_a_NB_NS_NPGH_4,C16_F_a_NB_NS_NPGH_5,C16_F_a_NB_NS_NPGH_6_mor,C16_F_a_NB_NS_Tot,C16_F_a_Tot_NPGH_2,C16_F_a_Tot_NPGH_3,C16_F_a_Tot_NPGH_4,C16_F_a_Tot_NPGH_5,C16_F_a_Tot_NPGH_6_mor,C16_F_a_Tot_Tot,C16_OD_0b_s_a_b_NPGH_2,C16_OD_0b_s_a_b_NPGH_3,C16_OD_0b_s_a_b_NPGH_4,C16_OD_0b_s_a_b_NPGH_5,C16_OD_0b_s_a_b_NPGH_6_mor,C16_OD_0b_s_a_b_Tot,C16_OD_1b_NPGH_2,C16_OD_1b_NPGH_3,C16_OD_1b_NPGH_4,C16_OD_1b_NPGH_5,C16_OD_1b_NPGH_6_mor,C16_OD_1b_Tot,C16_OD_2b_NPGH_2,C16_OD_2b_NPGH_3,C16_OD_2b_NPGH_4,C16_OD_2b_NPGH_5,C16_OD_2b_NPGH_6_mor,C16_OD_2b_Tot,C16_OD_3b_NPGH_2,C16_OD_3b_NPGH_3,C16_OD_3b_NPGH_4,C16_OD_3b_NPGH_5,C16_OD_3b_NPGH_6_mor,C16_OD_3b_Tot,C16_OD_4mb_NPGH_2,C16_OD_4mb_NPGH_3,C16_OD_4mb_NPGH_4,C16_OD_4mb_NPGH_5,C16_OD_4mb_NPGH_6_mor,C16_OD_4mb_Tot,C16_OD_NB_NS_NPGH_2,C16_OD_NB_NS_NPGH_3,C16_OD_NB_NS_NPGH_4,C16_OD_NB_NS_NPGH_5,C16_OD_NB_NS_NPGH_6_mor,C16_OD_NB_NS_Tot,C16_OD_Tot_NPGH_2,C16_OD_Tot_NPGH_3,C16_OD_Tot_NPGH_4,C16_OD_Tot_NPGH_5,C16_OD_Tot_NPGH_6_mor,C16_OD_Tot_Tot,C16_DS_NS_NPGH_2,C16_DS_NS_NPGH_3,C16_DS_NS_NPGH_4,C16_DS_NS_NPGH_5,C16_DS_NS_NPGH_6_mor,C16_DS_NS_Tot,C16_Tot_NPGH_2,C16_Tot_NPGH_3,C16_Tot_NPGH_4,C16_Tot_NPGH_5,C16_Tot_NPGH_6_mor,C16_Tot_Tot,C21_SH_0b_s_a_b_NPGH_2,C21_SH_0b_s_a_b_NPGH_3,C21_SH_0b_s_a_b_NPGH_4,C21_SH_0b_s_a_b_NPGH_5,C21_SH_0b_s_a_b_NPGH_6_mor,C21_SH_0b_s_a_b_Tot,C21_SH_1b_NPGH_2,C21_SH_1b_NPGH_3,C21_SH_1b_NPGH_4,C21_SH_1b_NPGH_5,C21_SH_1b_NPGH_6_mor,C21_SH_1b_Tot,C21_SH_2b_NPGH_2,C21_SH_2b_NPGH_3,C21_SH_2b_NPGH_4,C21_SH_2b_NPGH_5,C21_SH_2b_NPGH_6_mor,C21_SH_2b_Tot,C21_SH_3b_NPGH_2,C21_SH_3b_NPGH_3,C21_SH_3b_NPGH_4,C21_SH_3b_NPGH_5,C21_SH_3b_NPGH_6_mor,C21_SH_3b_Tot,C21_SH_4mb_NPGH_2,C21_SH_4mb_NPGH_3,C21_SH_4mb_NPGH_4,C21_SH_4mb_NPGH_5,C21_SH_4mb_NPGH_6_mor,C21_SH_4mb_Tot,C21_SH_NB_NS_NPGH_2,C21_SH_NB_NS_NPGH_3,C21_SH_NB_NS_NPGH_4,C21_SH_NB_NS_NPGH_5,C21_SH_NB_NS_NPGH_6_mor,C21_SH_NB_NS_Tot,C21_SH_Tot_NPGH_2,C21_SH_Tot_NPGH_3,C21_SH_Tot_NPGH_4,C21_SH_Tot_NPGH_5
101,10,0,0,705,315,58,20,9,3,407,46,3,4,0,3,51,1284,155,31,15,5,1494,3,0,0,0,0,3,4,0,0,0,0,4,128,4,0,0,0,134,64,20,3,0,0,89,3,4,0,4,0,7,8,0,0,0,0,8,206,31,5,4,0,248,0,0,0,0,0,5,25,0,0,0,0,25,136,15,0,0,0,154,38,10,3,0,0,51,3,0,0,0,0,5,5,3,5,0,0,10,205,21,7,4,0,246,6,0,0,0,0,6,3,0,0,0,0,3,11,0,0,0,0,11,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,22,0,0,0,0,22,19,5,0,0,0,23,1741,214,50,19,15,2032,6,5,0,0,0,8,28,0,0,0,0,32,289,10,3,0,0,299,674,88,12,3,0,774,346,81,48,9,16,503,37,4,4,0,0,43,1380,184,64,18
102,22,3,0,1259,517,129,77,38,11,775,85,16,4,0,0,107,2241,329,108,42,17,2729,0,0,0,0,0,0,3,0,0,0,0,3,181,6,0,0,0,184,207,33,0,3,0,249,11,7,0,6,0,26,15,0,0,0,0,21,424,50,0,3,3,484,0,0,0,0,0,3,20,0,0,0,0,20,236,9,3,0,0,250,103,24,4,0,0,139,12,0,4,0,0,14,6,0,0,0,0,11,380,39,9,0,0,435,3,0,0,0,0,3,12,0,0,0,0,12,24,3,0,0,0,28,0,3,0,0,0,5,0,0,0,0,0,5,4,0,0,0,0,4,48,3,0,0,0,55,13,0,0,0,0,15,3097,426,118,51,14,3712,10,0,0,0,0,10,40,3,0,0,0,50,517,28,4,0,0,550,1065,141,26,4,0,1236,610,155,92,30,19,902,48,13,0,0,0,65,2293,343,122,38
103,5,0,0,832,296,80,67,21,4,467,39,3,4,0,0,50,1385,185,78,19,4,1679,0,0,0,0,0,0,17,0,0,0,0,17,97,6,0,0,0,97,68,25,4,0,0,91,3,9,4,0,0,19,7,0,0,0,0,7,190,38,7,7,0,234,0,0,0,0,0,0,13,0,0,0,0,13,61,0,0,0,0,62,16,4,0,0,0,16,3,0,0,0,5,5,5,0,0,0,0,5,90,5,0,0,4,103,0,0,0,0,0,0,4,0,0,0,0,4,10,0,0,0,0,10,5,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,16,0,0,0,0,20,14,3,0,3,0,23,1697,234,89,32,8,2057,3,0,0,0,0,3,19,0,0,0,0,23,261,8,0,0,0,269,786,121,7,3,0,921,343,102,55,24,7,527,49,4,3,5,0,58,1462,242,70,30
104,8,4,0,636,249,42,22,10,11,333,42,11,5,0,0,64,1120,121,38,14,11,1305,3,0,0,0,0,3,5,0,0,0,0,5,92,3,0,0,0,91,66,15,5,0,0,87,6,0,3,0,0,11,6,0,0,0,0,5,175,18,9,0,0,201,0,0,0,0,0,0,16,0,0,0,0,16,128,14,0,0,0,138,38,11,0,0,3,52,5,5,0,0,0,10,7,0,0,0,0,8,185,28,5,0,3,223,7,0,0,0,0,7,6,0,0,0,0,6,21,0,0,0,0,21,9,0,0,0,0,7,4,0,0,0,0,4,3,0,0,0,0,8,47,0,0,0,0,52,22,0,0,0,0,27,1550,169,51,20,14,1805,8,3,0,0,0,7,20,4,0,0,0,31,241,20,4,0,0,266,604,78,11,0,0,697,320,61,38,10,14,441,28,5,0,5,0,42,1227,168,55,16
105,0,0,0,485,165,35,16,3,0,224,35,5,3,0,0,48,812,107,15,5,0,942,0,0,0,0,0,0,6,0,0,0,0,6,35,0,0,0,0,37,12,0,0,0,0,15,3,0,0,0,0,6,0,0,0,0,0,0,61,3,0,0,0,68,0,0,0,0,0,0,6,0,0,0,0,6,37,12,0,0,0,41,8,3,0,0,0,9,0,4,0,0,0,5,4,0,0,0,0,4,59,11,4,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,11,5,0,0,0,0,11,4,0,0,0,0,4,5,0,0,0,0,5,22,4,0,0,0,25,12,0,0,0,0,12,971,129,18,5,0,1117,4,0,0,0,0,3,14,0,0,0,0,20,150,9,5,0,0,162,429,70,13,0,0,518,202,47,22,10,13,288,30,3,4,0,0,41,836,137,35,11
106,7,0,0,948,432,81,35,13,4,561,42,12,5,3,0,58,1615,203,46,17,4,1879,0,0,0,0,0,0,10,0,0,0,0,10,123,6,0,0,0,130,130,16,4,0,0,149,14,4,0,0,0,21,14,0,0,0,0,14,285,25,10,0,0,317,0,0,0,0,0,0,13,0,0,0,0,13,45,4,0,0,0,44,19,4,0,0,0,21,0,0,0,0,0,3,0,0,0,0,0,3,81,7,5,0,0,93,0,0,0,0,0,0,6,0,0,0,0,8,8,0,0,0,0,12,6,0,0,0,0,6,0,0,0,0,0,4,7,0,0,0,0,7,32,0,0,0,0,32,15,0,0,0,0,16,2024,242,60,17,4,2337,5,4,0,0,0,8,20,3,0,0,0,25,289,19,0,0,0,302,877,105,22,0,0,1004,542,118,41,29,11,734,37,3,0,6,0,51,1769,256,60,30
107,28,7,0,872,283,95,134,63,50,622,51,11,7,7,0,77,1199,309,175,79,52,1815,0,0,0,0,0,0,20,0,0,0,0,24,214,6,0,0,0,222,170,123,34,3,0,331,12,10,29,9,6,61,19,3,0,0,0,26,427,147,63,9,7,659,3,0,0,0,0,4,41,0,0,0,0,46,802,81,6,3,0,898,110,178,46,13,0,343,7,9,21,8,5,46,36,10,4,0,0,51,1004,282,80,18,7,1388,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,20,3,6,0,0,0,10,3,0,0,0,0,6,4,6,0,0,0,11,31,5,5,0,0,43,42,6,0,0,0,46,2703,752,324,106,65,3951,3,0,0,0,0,3,15,0,3,0,0,19,231,28,7,0,0,263,715,265,51,5,0,1041,334,146,220,87,55,848,28,10,4,0,0,52,1327,449,285,97
108,16,5,0,956,340,61,38,15,3,456,52,5,0,3,0,58,1590,175,55,20,3,1839,0,0,0,0,0,0,4,0,0,0,0,10,127,5,0,0,0,131,90,17,0,0,0,113,10,4,4,0,0,15,8,0,0,0,0,14,238,32,4,0,0,275,0,0,0,0,0,0,17,4,0,0,0,21,213,9,0,0,0,219,38,15,0,0,0,60,3,0,0,0,0,5,14,0,0,0,0,14,286,30,3,0,0,322,5,0,0,0,0,5,3,0,0,0,0,3,47,3,0,0,0,44,6,0,0,0,0,6,3,0,0,0,0,3,4,0,0,0,0,4,61,3,0,0,0,64,23,0,0,0,0,23,2199,236,63,15,3,2520,13,0,0,0,0,10,25,4,0,0,0,32,352,9,0,3,0,358,887,98,10,0,4,1000,410,92,50,24,5,587,50,6,0,0,0,51,1738,203,60,30
109,6,0,0,520,166,52,45,14,0,273,28,6,0,3,0,38,800,137,53,16,6,1013,0,0,0,0,0,0,14,0,0,0,0,14,122,6,0,0,0,125,38,18,0,0,0,56,0,4,3,0,0,8,3,3,0,0,0,8,184,30,5,0,0,218,0,0,0,0,0,0,6,0,0,0,0,6,42,3,0,0,0,45,8,0,0,0,0,9,0,0,0,0,0,0,11,4,0,0,0,10,66,3,0,0,0,73,0,0,0,0,0,0,10,0,0,0,0,10,9,3,0,0,0,13,8,0,0,0,0,8,5,0,0,0,0,7,3,0,0,0,0,3,25,3,0,0,0,35,5,0,0,0,0,9,1084,168,57,13,6,1335,0,0,0,0,0,5,11,0,3,0,0,15,154,8,0,0,0,167,476,75,22,0,0,577,199,60,31,17,8,310,17,6,0,0,0,22,857,146,54,20
110,18,8,4,892,288,65,40,25,10,434,47,10,7,3,0,69,1381,207,72,31,16,1707,0,0,0,0,0,0,10,0,0,0,0,10,111,8,6,0,0,124,29,11,4,0,0,46,5,0,0,0,0,8,9,0,0,0,0,16,168,17,10,0,0,201,0,0,0,0,0,0,9,0,0,0,0,9,66,4,0,0,0,70,9,3,0,0,0,18,0,0,3,0,0,6,0,0,0,0,0,3,88,10,7,0,0,104,0,0,0,0,0,0,3,0,0,0,0,3,7,0,0,0,0,4,10,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,19,4,0,0,0,27,13,4,0,0,0,11,1678,241,86,33,21,2057,10,0,0,0,0,11,21,0,3,0,0,22,255,4,0,0,0,258,763,130,33,5,0,920,345,104,69,24,13,548,35,7,0,4,3,45,1416,239,105,34
