SA4_CODE_2021,C11_15_19_Married_M,C11_15_19_Married_F,C11_15_19_Married_P,C11_15_19_Sep_M,C11_15_19_Sep_F,C11_15_19_Sep_P,C11_15_19_Div_M,C11_15_19_Div_F,C11_15_19_Div_P,C11_15_19_Wid_M,C11_15_19_Wid_F,C11_15_19_Wid_P,C11_15_19_Nvr_marrd_M,C11_15_19_Nvr_marrd_F,C11_15_19_Nvr_marrd_P,C11_15_19_Tot_M,C11_15_19_Tot_F,C11_15_19_Tot_P,C11_20_24_Married_M,C11_20_24_Married_F,C11_20_24_Married_P,C11_20_24_Sep_M,C11_20_24_Sep_F,C11_20_24_Sep_P,C11_20_24_Div_M,C11_20_24_Div_F,C11_20_24_Div_P,C11_20_24_Wid_M,C11_20_24_Wid_F,C11_20_24_Wid_P,C11_20_24_Nvr_marrd_M,C11_20_24_Nvr_marrd_F,C11_20_24_Nvr_marrd_P,C11_20_24_Tot_M,C11_20_24_Tot_F,C11_20_24_Tot_P,C11_25_29_Married_M,C11_25_29_Married_F,C11_25_29_Married_P,C11_25_29_Sep_M,C11_25_29_Sep_F,C11_25_29_Sep_P,C11_25_29_Div_M,C11_25_29_Div_F,C11_25_29_Div_P,C11_25_29_Wid_M,C11_25_29_Wid_F,C11_25_29_Wid_P,C11_25_29_Nvr_marrd_M,C11_25_29_Nvr_marrd_F,C11_25_29_Nvr_marrd_P,C11_25_29_Tot_M,C11_25_29_Tot_F,C11_25_29_Tot_P,C11_30_34_Married_M,C11_30_34_Married_F,C11_30_34_Married_P,C11_30_34_Sep_M,C11_30_34_Sep_F,C11_30_34_Sep_P,C11_30_34_Div_M,C11_30_34_Div_F,C11_30_34_Div_P,C11_30_34_Wid_M,C11_30_34_Wid_F,C11_30_34_Wid_P,C11_30_34_Nvr_marrd_M,C11_30_34_Nvr_marrd_F,C11_30_34_Nvr_marrd_P,C11_30_34_Tot_M,C11_30_34_Tot_F,C11_30_34_Tot_P,C11_35_39_Married_M,C11_35_39_Married_F,C11_35_39_Married_P,C11_35_39_Sep_M,C11_35_39_Sep_F,C11_35_39_Sep_P,C11_35_39_Div_M,C11_35_39_Div_F,C11_35_39_Div_P,C11_35_39_Wid_M,C11_35_39_Wid_F,C11_35_39_Wid_P,C11_35_39_Nvr_marrd_M,C11_35_39_Nvr_marrd_F,C11_35_39_Nvr_marrd_P,C11_35_39_Tot_M,C11_35_39_Tot_F,C11_35_39_Tot_P,C11_40_44_Married_M,C11_40_44_Married_F,C11_40_44_Married_P,C11_40_44_Sep_M,C11_40_44_Sep_F,C11_40_44_Sep_P,C11_40_44_Div_M,C11_40_44_Div_F,C11_40_44_Div_P,C11_40_44_Wid_M,C11_40_44_Wid_F,C11_40_44_Wid_P,C11_40_44_Nvr_marrd_M,C11_40_44_Nvr_marrd_F,C11_40_44_Nvr_marrd_P,C11_40_44_Tot_M,C11_40_44_Tot_F,C11_40_44_Tot_P,C11_45_49_Married_M,C11_45_49_Married_F,C11_45_49_Married_P,C11_45_49_Sep_M,C11_45_49_Sep_F,C11_45_49_Sep_P,C11_45_49_Div_M,C11_45_49_Div_F,C11_45_49_Div_P,C11_45_49_Wid_M,C11_45_49_Wid_F,C11_45_49_Wid_P,C11_45_49_Nvr_marrd_M,C11_45_49_Nvr_marrd_F,C11_45_49_Nvr_marrd_P,C11_45_49_Tot_M,C11_45_49_Tot_F,C11_45_49_Tot_P,C11_50_54_Married_M,C11_50_54_Married_F,C11_50_54_Married_P,C11_50_54_Sep_M,C11_50_54_Sep_F,C11_50_54_Sep_P,C11_50_54_Div_M,C11_50_54_Div_F,C11_50_54_Div_P,C11_50_54_Wid_M,C11_50_54_Wid_F,C11_50_54_Wid_P,C11_50_54_Nvr_marrd_M,C11_50_54_Nvr_marrd_F,C11_50_54_Nvr_marrd_P,C11_50_54_Tot_M,C11_50_54_Tot_F,C11_50_54_Tot_P,C11_55_59_Married_M,C11_55_59_Married_F,C11_55_59_Married_P,C11_55_59_Sep_M,C11_55_59_Sep_F,C11_55_59_Sep_P,C11_55_59_Div_M,C11_55_59_Div_F,C11_55_59_Div_P,C11_55_59_Wid_M,C11_55_59_Wid_F,C11_55_59_Wid_P,C11_55_59_Nvr_marrd_M,C11_55_59_Nvr_marrd_F,C11_55_59_Nvr_marrd_P,C11_55_59_Tot_M,C11_55_59_Tot_F,C11_55_59_Tot_P,C11_60_64_Married_M,C11_60_64_Married_F,C11_60_64_Married_P,C11_60_64_Sep_M,C11_60_64_Sep_F,C11_60_64_Sep_P,C11_60_64_Div_M,C11_60_64_Div_F,C11_60_64_Div_P,C11_60_64_Wid_M,C11_60_64_Wid_F,C11_60_64_Wid_P,C11_60_64_Nvr_marrd_M,C11_60_64_Nvr_marrd_F,C11_60_64_Nvr_marrd_P,C11_60_64_Tot_M,C11_60_64_Tot_F,C11_60_64_Tot_P,C11_65_69_Married_M,C11_65_69_Married_F,C11_65_69_Married_P,C11_65_69_Sep_M,C11_65_69_Sep_F,C11_65_69_Sep_P,C11_65_69_Div_M,C11_65_69_Div_F,C11_65_69_Div_P,C11_65_69_Wid_M,C11_65_69_Wid_F,C11_65_69_Wid_P,C11_65_69_Nvr_marrd_M,C11_65_69_Nvr_marrd_F,C11_65_69_Nvr_marrd_P,C11_65_69_Tot_M,C11_65_69_Tot_F,C11_65_69_Tot_P,C11_70_74_Married_M,C11_70_74_Married_F
111,18,22,38,0,0,0,16,6,21,10,4,9,11458,10820,22279,11492,10859,22354,384,756,1144,23,62,81,18,21,36,8,10,14,11624,11116,22739,12048,11963,24009,2399,3488,5890,105,201,306,76,186,264,12,15,23,8426,6956,15384,11017,10843,21860,4530,5409,9944,234,381,614,290,440,728,21,31,53,5032,3998,9029,10105,10261,20365,6123,6706,12830,392,548,937,614,955,1571,23,59,86,3697,3076,6773,10850,11342,22194,6432,6825,13252,539,693,1229,1075,1494,2575,25,115,138,3084,2361,5451,11160,11485,22645,6617,7127,13743,519,733,1251,1410,1999,3407,80,213,296,2693,1771,4466,11318,11842,23166,7161,7255,14411,569,690,1258,1753,2400,4151,125,348,474,1997,1275,3269,11605,11964,23570,6908,7004,13916,491,509,1001,1780,2221,4005,172,538,706,1303,818,2119,10655,11084,21744,7024,6658,13686,395,411,805,1541,1988,3531,254,909,1158,764,552,1317,9984,10510,20491,5847,5290,11131,251,259,510,1133,1434,2572,374,1241,1612,532,324,853,8140,8543,16681,4473,3932
112,11,26,36,6,6,10,7,4,8,0,5,8,7417,6906,14320,7441,6943,14379,198,391,590,18,40,53,3,21,21,8,5,12,5127,4669,9799,5356,5116,10474,1064,1614,2678,60,128,185,41,81,127,8,9,13,3647,3206,6854,4822,5042,9867,2034,2637,4663,124,225,344,112,254,367,16,16,29,2853,2647,5506,5137,5772,10910,3153,3670,6817,214,380,597,351,629,980,13,38,50,2636,2480,5116,6364,7196,13559,3615,4239,7858,364,509,872,609,1105,1715,27,92,116,2389,2050,4438,7005,7994,15001,4164,4468,8627,376,533,904,1012,1627,2633,45,165,205,2224,1793,4017,7810,8581,16388,4658,4996,9656,473,596,1070,1536,2012,3549,88,295,379,1875,1412,3291,8632,9310,17938,4834,4937,9765,427,453,877,1698,2003,3704,137,387,526,1356,861,2224,8450,8645,17091,4996,4615,9610,391,326,714,1512,1774,3287,186,594,781,790,460,1252,7871,7770,15652,4082,3833,7918,229,185,419,1012,1116,2132,254,849,1099,409,252,662,5996,6238,12230,3382,2994
113,12,15,29,3,5,11,9,0,9,0,0,0,5542,5205,10747,5568,5229,10798,229,401,631,15,28,40,9,8,16,3,6,8,4697,4323,9020,4955,4766,9719,1193,1655,2850,55,124,175,41,75,115,5,5,10,3011,2535,5540,4299,4394,8696,2069,2382,4457,104,133,244,122,168,295,3,15,19,1852,1451,3303,4159,4151,8315,2749,2933,5681,161,234,396,260,328,588,4,29,37,1418,1091,2510,4596,4619,9212,2996,3236,6234,246,302,540,340,448,790,28,59,88,1127,836,1962,4728,4883,9611,3281,3298,6577,277,296,571,554,653,1200,27,81,111,969,642,1611,5098,4973,10077,3451,3459,6908,280,277,559,682,776,1461,54,142,198,720,478,1196,5190,5132,10320,3230,3137,6367,212,215,428,675,675,1346,73,244,317,583,292,871,4765,4560,9329,3096,2900,5992,190,153,341,570,567,1141,115,394,505,360,176,537,4335,4190,8520,2434,2260,4693,144,94,241,381,364,754,157,541,699,256,120,370,3377,3382,6757,2035,1726
114,11,9,24,0,3,3,3,4,7,4,0,4,4415,4216,8631,4436,4232,8669,135,274,405,7,16,19,5,15,20,0,3,5,3047,2601,5652,3200,2906,6105,675,950,1620,31,69,102,22,56,81,6,14,18,1966,1602,3570,2697,2689,5390,1290,1615,2902,67,132,200,69,142,214,3,11,13,1331,1065,2396,2761,2967,5731,1963,2230,4196,148,239,389,231,358,588,10,19,33,1201,943,2142,3553,3795,7345,2320,2615,4931,202,271,470,370,627,995,18,65,79,1025,830,1851,3926,4408,8333,2689,2858,5547,242,326,566,554,829,1386,31,85,123,976,705,1683,4497,4808,9307,2965,3198,6164,248,287,541,739,907,1641,55,133,188,805,583,1383,4810,5108,9915,2928,3194,6124,214,255,471,758,881,1642,60,228,285,553,374,928,4519,4929,9446,3650,3698,7343,204,188,395,733,918,1651,146,442,583,370,274,644,5094,5522,10620,3385,3192,6577,193,133,331,575,685,1256,217,638,859,242,181,428,4613,4829,9443,2817,2416
115,11,18,24,0,4,8,5,0,3,0,0,0,8385,7737,16123,8402,7761,16165,150,299,446,7,6,16,5,5,12,0,0,0,6797,6325,13127,6956,6642,13601,1090,1812,2898,36,66,101,32,63,102,4,6,8,3780,2899,6684,4944,4847,9792,3079,4100,7177,100,122,222,104,194,304,6,9,13,1805,1321,3129,5092,5741,10840,5305,6290,11591,138,243,383,248,445,694,7,21,31,1255,927,2180,6953,7920,14867,6236,7032,13268,227,295,517,399,705,1102,19,51,71,888,682,1571,7772,8763,16536,6651,6776,13424,200,319,520,535,802,1343,37,93,133,654,547,1201,8074,8544,16614,6390,6344,12734,224,273,501,588,900,1492,47,142,185,510,378,887,7761,8040,15801,5728,5581,11304,160,187,345,521,799,1323,77,232,310,299,236,532,6787,7031,13812,5371,4882,10252,134,127,263,503,720,1221,95,408,509,223,184,408,6330,6329,12660,3997,3179,7176,86,103,189,324,508,831,143,589,729,140,99,234,4687,4471,9161,2541,1927
116,27,59,84,9,9,14,7,4,13,5,0,6,11154,10654,21811,11205,10726,21934,520,1319,1837,23,69,93,12,24,37,7,8,17,9974,8751,18729,10544,10166,20707,3591,5613,9201,128,279,406,103,179,280,5,9,18,7161,5697,12863,10986,11782,22771,7234,8310,15540,247,491,742,266,478,744,13,34,47,4019,3109,7130,11786,12429,24213,8025,8177,16207,390,661,1050,545,827,1369,22,64,83,2741,2327,5071,11718,12047,23771,7341,7333,14676,436,636,1072,719,1181,1904,41,120,158,2192,1766,3957,10730,11037,21767,7182,6902,14083,417,618,1041,925,1389,2320,55,201,251,1682,1239,2922,10270,10348,20614,6473,6148,12624,420,568,987,994,1411,2408,82,383,466,1171,854,2027,9140,9371,18511,5716,5341,11058,378,463,845,1003,1351,2359,131,564,692,657,484,1145,7887,8203,16092,5084,4426,9517,321,372,693,789,1155,1948,210,822,1033,367,259,630,6770,7044,13811,3568,2717,6288,224,227,444,540,703,1244,234,962,1189,224,174,394,4785,4776,9561,2352,1715
117,16,36,49,3,4,5,5,3,10,4,8,8,4916,5148,10066,4936,5203,10139,456,870,1322,24,50,70,21,27,48,14,20,36,12974,13639,26615,13492,14604,28100,3053,4138,7187,107,163,278,121,240,356,16,20,32,16536,14961,31494,19832,19521,39349,5630,6093,11724,211,321,541,399,581,984,10,25,40,11808,9293,21109,18064,16323,34388,5238,5163,10397,315,354,678,770,843,1606,29,46,73,7761,5486,13250,14115,11888,26003,4096,3891,7984,373,359,729,866,1120,1979,26,66,97,5933,3594,9521,11284,9030,20309,3420,3132,6549,337,397,733,1120,1237,2359,41,114,159,4376,2456,6837,9303,7336,16639,2966,2816,5783,385,354,739,1247,1419,2669,76,203,282,3148,1764,4915,7826,6557,14382,2677,2729,5409,354,345,703,1192,1429,2620,68,318,382,2094,1310,3403,6380,6131,12514,2588,2279,4865,319,287,607,1122,1253,2372,126,458,582,1549,762,2315,5702,5038,10739,1960,1650,3612,227,180,405,790,888,1680,153,621,778,938,437,1374,4079,3770,7850,1602,1299
118,15,12,28,3,0,7,5,7,11,5,3,4,6097,5802,11901,6126,5821,11952,181,351,531,15,23,30,11,17,23,6,13,20,9847,10053,19905,10060,10450,20506,1636,2438,4077,47,83,131,75,139,218,10,15,23,10537,10538,21075,12305,13208,25511,4198,5185,9379,130,177,304,226,386,610,8,16,24,7765,6922,14682,12320,12680,25000,5566,5924,11485,202,270,476,462,720,1183,18,33,48,4580,4152,8732,10830,11092,21921,5107,5247,10352,253,333,591,648,932,1589,24,69,94,3046,2700,5746,9075,9289,18361,4669,4672,9341,272,351,628,846,1078,1927,36,119,153,2157,1933,4088,7985,8153,16134,4075,4103,8180,285,362,647,937,1271,2215,37,173,212,1614,1368,2981,6954,7281,14234,3562,3560,7125,239,268,504,843,1281,2126,72,254,324,1288,1003,2294,6007,6374,12373,3691,3408,7090,227,270,489,894,1302,2201,115,484,595,985,813,1795,5912,6273,12180,2871,2606,5480,165,172,336,622,941,1565,152,657,810,676,484,1158,4488,4864,9355,2281,1919
119,43,175,218,7,15,19,7,21,28,13,4,16,16679,15269,31941,16741,15481,32220,1131,3193,4325,40,160,201,34,91,126,10,15,24,17097,14430,31524,18309,17891,36199,6594,10221,16813,212,497,712,210,471,675,13,24,37,13138,9607,22744,20168,20820,40985,11667,12803,24469,401,713,1114,555,973,1525,17,48,68,6844,5198,12040,19487,19740,39226,12612,13072,25685,528,900,1428,883,1509,2392,33,110,144,4386,3728,8114,18447,19320,37766,12068,12702,24769,664,1014,1680,1321,2200,3522,46,181,226,3452,2674,6129,17554,18764,36319,12308,12042,24348,692,981,1666,1673,2718,4387,94,304,400,2934,2174,5113,17701,18214,35913,11467,10966,22430,701,908,1610,1948,2861,4810,113,581,691,2290,1802,4091,16522,17109,33630,9856,9436,19293,631,695,1325,1704,2461,4164,211,871,1083,1626,1257,2885,14028,14724,28748,9192,8218,17409,563,545,1109,1595,1997,3591,283,1340,1619,1193,864,2058,12829,12959,25787,7294,6083,13378,409,361,767,1032,1385,2423,395,1710,2110,804,528,1335,9941,10070,20012,5963,5027
120,23,26,47,0,7,5,3,4,7,4,5,9,6443,6302,12750,6480,6336,12817,450,904,1351,11,47,56,15,22,37,11,9,20,9058,8478,17534,9552,9454,19006,3217,4485,7700,65,120,185,91,157,245,5,12,17,8949,7728,16679,12321,12501,24826,6074,6641,12719,155,213,373,241,437,679,9,26,32,5241,4870,10109,11724,12187,23910,6821,7209,14032,195,340,530,504,708,1213,21,31,54,3487,3496,6984,11026,11785,22814,6038,6411,12448,264,421,681,721,1106,1825,16,60,79,2597,2625,5229,9637,10630,20265,5713,5863,11581,286,437,723,890,1428,2320,51,132,177,2079,2124,4198,9017,9979,18998,5135,5052,10189,319,364,681,930,1403,2331,45,211,251,1686,1562,3252,8115,8593,16705,4411,4359,8769,279,317,599,970,1420,2391,85,385,469,1108,1233,2337,6857,7713,14566,4092,3826,7915,228,233,463,904,1288,2192,139,538,680,892,826,1718,6251,6717,12968,3013,2584,5596,166,172,337,641,787,1428,148,714,865,609,528,1139,4575,4786,9363,2424,2108
121,16,23,36,0,0,0,7,3,4,7,0,9,11020,10860,21878,11053,10879,21934,252,560,817,8,24,28,11,12,25,5,7,12,10457,10382,20839,10737,10992,21728,2581,3978,6557,75,112,187,67,140,209,12,13,24,9487,8869,18354,12216,13117,25325,6912,8473,15385,137,211,350,246,430,678,10,19,30,6050,5492,11545,13365,14624,27991,9661,10549,20214,230,356,580,547,831,1376,13,49,66,3660,3498,7159,14117,15286,29401,10127,11182,21308,350,498,849,742,1315,2062,26,99,124,2500,2456,4950,13747,15554,29295,10027,10530,20561,375,514,884,955,1681,2634,42,160,203,1856,1787,3637,13258,14666,27924,9209,9158,18365,402,504,901,1161,1879,3041,77,238,316,1497,1452,2947,12341,13223,25564,7734,7684,15419,267,384,650,1114,1862,2978,115,398,508,1079,1117,2204,10311,11448,21758,7470,7170,14642,287,314,604,1151,1853,3003,156,672,832,766,806,1573,9828,10821,20653,6073,5161,11228,193,205,400,796,1338,2133,195,969,1161,523,552,1075,7775,8222,15999,4292,3599
122,16,17,33,3,0,4,6,8,4,8,4,7,6802,6233,13036,6826,6258,13090,149,335,487,12,15,31,4,7,11,5,5,12,6067,5478,11547,6235,5837,12076,1184,1983,3164,35,76,111,38,80,124,4,4,8,5349,4691,10042,6617,6829,13446,3658,4627,8288,109,151,264,167,252,422,10,12,20,3959,3177,7139,7909,8223,16131,6104,6897,13001,181,250,429,400,552,951,4,22,32,2745,2268,5008,9437,9981,19416,6457,6962,13422,276,339,614,546,934,1481,9,41,50,1932,1673,3606,9222,9945,19168,6226,6183,12410,329,397,726,880,1248,2128,51,119,170,1448,1235,2684,8934,9182,18111,5368,5354,10726,307,330,634,881,1324,2210,62,162,228,1122,829,1954,7748,8000,15745,4673,4595,9275,227,268,498,909,1353,2259,78,258,334,730,578,1307,6621,7050,13674,4549,4196,8737,205,226,428,843,1203,2046,109,441,550,554,390,942,6256,6451,12704,3876,3612,7482,136,138,273,601,955,1553,186,650,828,319,227,545,5112,5577,10691,3108,2473
123,8,28,41,4,5,10,3,4,3,4,0,3,9375,8836,18212,9395,8877,18273,358,808,1161,21,60,80,9,12,25,10,9,17,7822,7334,15152,8223,8222,16445,2215,3383,5596,112,234,343,80,140,211,9,13,17,5321,4555,9877,7739,8315,16056,4111,4925,9035,195,335,528,221,370,593,13,24,33,3021,2496,5511,7560,8148,15702,5166,5593,10759,292,503,801,431,753,1185,13,50,62,2252,1970,4223,8161,8864,17029,5335,5612,10951,340,551,894,639,1007,1643,19,97,117,1490,1322,2812,7831,8585,16415,5485,5655,11138,399,552,954,846,1255,2107,50,166,213,1134,919,2048,7912,8549,16456,5680,5683,11367,369,505,878,906,1360,2271,83,241,331,777,634,1408,7820,8430,16249,5222,4874,10094,321,357,679,902,1304,2205,129,442,572,480,411,894,7048,7393,14442,4753,4087,8839,285,334,622,735,1096,1831,209,586,796,318,240,557,6300,6342,12644,3113,2413,5528,154,151,310,476,676,1149,195,661,857,183,139,317,4117,4037,8161,1979,1496
124,15,17,34,7,8,11,6,4,10,10,7,11,10459,10071,20531,10491,10110,20603,469,886,1356,38,71,110,14,21,37,8,3,9,9489,8734,18225,10024,9724,19744,2630,3828,6459,158,239,399,90,169,261,4,24,32,6528,5435,11965,9417,9694,19108,4712,5515,10223,257,434,689,282,456,738,7,18,27,3892,3250,7141,9154,9672,18819,5883,6273,12151,330,547,879,549,931,1481,24,45,69,2932,2460,5393,9715,10255,19972,6113,6518,12627,472,646,1113,903,1413,2310,43,103,144,2292,1832,4131,9813,10507,20325,6155,6395,12548,481,686,1167,1138,1711,2848,54,153,208,1799,1472,3269,9625,10415,20039,6583,6924,13505,520,578,1096,1284,1892,3177,106,289,399,1301,1048,2349,9789,10734,20520,6335,5936,12277,425,496,924,1314,1751,3066,144,505,655,903,689,1591,9125,9379,18506,5939,5245,11184,377,343,718,1132,1660,2795,238,718,951,576,474,1048,8255,8434,16693,3973,3287,7260,223,223,444,714,1055,1775,280,900,1181,378,236,613,5569,5707,11270,2664,2077
125,44,152,198,3,5,14,6,6,10,9,8,16,12725,11390,24118,12788,11564,24353,1205,3052,4255,31,116,145,24,79,102,7,15,20,14149,11190,25339,15415,14451,29869,6874,10127,17004,190,428,626,218,313,540,7,26,33,11407,7672,19078,18704,18570,37277,11370,11469,22841,381,494,877,444,669,1123,16,39,53,5685,3987,9677,17899,16669,34572,10335,9994,20328,457,659,1107,669,1069,1737,24,94,120,3669,2656,6330,15156,14466,29623,9253,8900,18157,452,725,1175,937,1574,2515,43,191,234,2675,2053,4726,13358,13447,26808,8880,8511,17393,555,687,1242,1262,1817,3081,67,257,323,2120,1537,3654,12890,12806,25700,8168,7596,15759,575,616,1193,1413,1971,3385,90,457,546,1640,1269,2912,11889,11907,23796,7006,6653,13658,461,529,989,1326,1725,3047,150,665,815,1129,834,1962,10074,10403,20477,6321,5579,11899,367,372,745,1185,1394,2578,219,968,1184,790,604,1396,8874,8921,17795,5040,4146,9182,280,208,486,734,865,1601,253,1179,1436,456,327,779,6761,6727,13485,3806,3062
126,9,10,20,3,0,3,0,0,5,4,0,4,5397,4830,10221,5409,4836,10247,167,374,541,8,11,16,0,7,5,4,4,11,6249,6289,12535,6430,6687,13112,1484,2226,3707,23,57,79,32,58,95,3,3,4,4307,3605,7912,5853,5947,11801,3246,3651,6896,68,87,154,88,168,259,3,11,13,2213,1783,3990,5627,5696,11322,3974,4317,8288,94,142,243,179,305,486,0,19,23,1395,1197,2594,5649,5981,11631,3934,4426,8360,117,209,325,299,525,824,15,36,53,1006,910,1919,5363,6111,11472,4342,4373,8716,155,235,392,405,651,1059,15,89,109,886,746,1634,5817,6093,11905,3938,4126,8064,149,216,368,457,680,1137,33,111,146,708,643,1357,5292,5776,11066,3476,3381,6854,167,189,359,424,739,1167,52,232,288,568,493,1062,4679,5039,9723,3206,2823,6031,106,109,217,442,704,1145,85,318,400,392,363,755,4229,4321,8550,2283,2034,4315,88,69,157,275,449,726,83,447,528,223,270,492,2951,3268,6217,1854,1642
127,36,125,158,9,8,22,0,9,12,14,5,21,14244,13124,27371,14304,13276,27579,671,1993,2664,25,136,160,20,85,109,10,3,13,12168,10512,22685,12892,12733,25630,3669,5909,9580,184,433,622,159,469,625,10,26,33,8571,6379,14954,12603,13216,25815,6350,7967,14314,354,679,1036,473,748,1224,12,55,65,4565,3243,7811,11755,12692,24447,7936,8970,16899,510,821,1326,700,1272,1976,26,121,143,3014,2279,5300,12184,13461,25643,8645,8963,17607,535,799,1332,1008,1605,2616,43,183,228,2302,1758,4066,12539,13309,25846,9282,8670,17948,642,816,1457,1288,1783,3061,57,333,386,1816,1402,3219,13082,12991,26080,8620,8352,16966,622,754,1376,1359,1909,3270,111,529,640,1433,1075,2515,12141,12623,24766,7583,7036,14621,427,574,1001,1106,1504,2607,145,822,969,777,662,1445,10046,10600,20646,6534,5557,12089,409,409,823,922,1151,2069,217,1123,1342,507,351,860,8587,8585,17181,4699,3569,8268,266,225,489,598,679,1275,237,1249,1489,290,190,476,6088,5912,12000,3515,2639
128,5,13,22,7,4,4,0,6,6,0,0,0,6834,6542,13383,6847,6566,13413,142,325,466,9,20,24,8,10,18,6,0,8,6620,6232,12849,6779,6587,13367,1348,2149,3500,43,84,127,40,76,110,4,7,12,4871,4149,9024,6307,6467,12774,3440,4201,7636,101,166,262,167,252,414,0,16,21,2742,2075,4822,6444,6711,13152,4939,5443,10384,185,303,485,340,528,863,12,25,35,1933,1526,3455,7404,7827,15232,5117,5528,10640,224,341,562,509,871,1380,21,38,61,1395,1110,2506,7269,7887,15152,5166,5396,10564,290,382,676,650,1003,1659,39,94,137,1102,879,1977,7248,7757,15007,5307,5394,10698,278,358,634,823,1195,2017,57,172,224,860,588,1446,7313,7704,15015,4995,4838,9826,243,278,518,726,1019,1745,75,257,335,564,391,958,6605,6777,13382,4713,4269,8975,148,195,349,656,962,1615,156,445,601,355,245,593,6025,6111,12137,3662,3190,6848,135,121,253,419,764,1183,161,642,805,180,124,304,4561,4838,9395,2540,2151
197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,6,6,5,9,14,0,0,0,0,0,4,0,0,0,0,0,0,7,12,17,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,4,10,9,6,6
199,0,0,0,0,0,0,0,0,0,0,0,0,388,370,757,388,372,760,11,22,38,9,9,13,3,4,3,0,0,0,682,575,1256,701,608,1314,70,82,151,24,29,52,15,7,23,0,4,4,674,520,1192,783,641,1420,127,132,260,42,49,91,21,16,38,0,0,0,526,318,852,715,520,1235,112,107,220,76,49,121,51,37,86,6,11,11,423,197,616,661,385,1053,140,72,214,77,49,125,97,65,165,4,10,15,389,145,537,708,340,1047,101,85,188,105,51,158,121,78,197,14,9,20,281,94,373,622,319,938,112,103,213,84,40,120,177,108,289,8,12,11,222,96,319,602,355,954,147,168,313,63,31,92,126,98,228,17,19,30,136,43,180,489,357,847,181,193,375,59,24,89,135,71,206,19,34,55,71,36,103,466,355,829,189,138,324,35,11,44,105,37,144,20,15,35,42,11,57,392,211,604,100,71
