SA4_CODE_2021,C21_650_799_CF_1C,C21_650_799_CF_2C,C21_650_799_CF_3C,C21_650_799_CF_4mC,C21_650_799_Tot,C21_800_999_CF_1C,C21_800_999_CF_2C,C21_800_999_CF_3C,C21_800_999_CF_4mC,C21_800_999_Tot,C21_1000_1499_CF_1C,C21_1000_1499_CF_2C,C21_1000_1499_CF_3C,C21_1000_1499_CF_4mC,C21_1000_1499_Tot,C21_1500_1999_CF_1C,C21_1500_1999_CF_2C,C21_1500_1999_CF_3C,C21_1500_1999_CF_4mC,C21_1500_1999_Tot,C21_2000_2499_CF_1C,C21_2000_2499_CF_2C,C21_2000_2499_CF_3C,C21_2000_2499_CF_4mC,C21_2000_2499_Tot,C21_2500_2999_CF_1C,C21_2500_2999_CF_2C,C21_2500_2999_CF_3C,C21_2500_2999_CF_4mC,C21_2500_2999_Tot,C21_3000_3999_CF_1C,C21_3000_3999_CF_2C,C21_3000_3999_CF_3C,C21_3000_3999_CF_4mC,C21_3000_3999_Tot,C21_4000more_CF_1C,C21_4000more_CF_2C,C21_4000more_CF_3C,C21_4000more_Cou_fa_4mo_ch,C21_4000more_Tot,C21_Par_inc_st_CF_1C,C21_Par_inc_st_CF_2C,C21_Par_inc_st_CF_3C,C21_Par_inc_st_CF_4mC,C21_Par_inc_st_Tot,C21_All_inc_ns_CF_1Ch,C21_All_inc_ns_CF_2C,C21_All_inc_ns_CF_3C,C21_All_inc_ns_CF_4mC,C21_All_inc_ns_Tot,C21_Tot_CF_1C,C21_Tot_CF_2C,C21_Tot_CF_3C,C21_Tot_CF_4mC,C21_Tot_Tot
115,121,107,44,16,284,162,156,43,13,381,823,783,299,101,2007,1055,1134,399,128,2714,1649,1803,613,171,4231,1522,1952,564,168,4205,2861,4092,1209,284,8444,5021,8854,2919,760,17544,695,1057,451,173,2369,104,130,51,16,302,14267,20232,6665,1844,43013
116,333,288,147,69,836,465,412,200,103,1186,2142,1966,768,412,5282,2518,2695,894,388,6496,3476,3897,1143,493,9013,2799,3510,957,369,7633,4285,5678,1532,475,11973,3876,5988,1652,569,12084,1017,1230,554,307,3106,196,192,65,40,502,21571,26215,8111,3360,59253
117,164,76,20,8,269,203,127,23,6,359,929,462,122,32,1542,967,580,122,25,1701,1195,835,143,32,2209,1010,720,145,21,1897,2012,1612,303,51,3979,4253,4223,902,121,9498,479,399,107,36,1022,87,43,21,0,148,11565,9219,1934,357,23078
118,89,31,18,9,148,107,68,14,4,192,507,293,88,15,903,598,470,122,20,1211,927,744,171,35,1881,873,765,191,41,1874,1699,1695,373,74,3837,5002,7489,2566,408,15477,614,784,328,113,1837,88,97,40,8,233,10664,12551,3929,734,27879
119,815,638,348,197,1997,1069,896,441,268,2671,3998,3216,1474,789,9484,3828,3140,1321,678,8973,4252,3737,1350,589,9925,3137,3383,1041,413,7975,4363,5209,1732,565,11863,4420,7459,2836,839,15547,1459,1540,773,412,4185,264,302,122,132,821,28857,30476,11948,5248,76527
120,177,112,34,6,324,298,159,36,6,506,1214,688,192,50,2146,1277,915,246,60,2503,1727,1259,294,65,3337,1494,1121,253,53,2916,2540,2454,544,85,5627,5264,7665,2097,367,15393,693,721,229,78,1725,98,95,25,14,233,15127,15395,4017,811,35343
121,195,134,28,3,364,261,191,38,8,509,1183,840,182,40,2245,1459,1094,266,41,2868,2121,1723,379,77,4298,1799,1605,363,69,3833,3627,3925,849,129,8534,9853,15367,4886,832,30941,1170,1446,518,168,3299,127,162,37,10,337,22226,26820,7608,1394,58046
122,86,50,22,10,166,117,76,29,4,225,635,399,114,30,1176,901,698,210,36,1845,1239,1145,346,56,2788,1190,1330,394,69,2980,2217,2775,844,132,5971,4681,9672,3347,572,18278,705,937,435,147,2219,83,91,29,3,207,11999,17279,5810,1072,36150
123,220,200,110,44,565,340,299,141,73,853,1551,1417,598,310,3878,1870,1863,786,390,4910,2458,2550,989,357,6356,1958,2328,865,326,5475,2636,3392,1274,390,7691,2089,3330,1506,517,7439,755,937,474,277,2441,123,126,62,33,346,14308,16691,6930,2802,40734
124,174,120,57,27,375,291,201,102,51,650,1469,1114,455,192,3227,1875,1776,720,297,4664,2427,2539,915,379,6255,2030,2361,873,297,5568,3012,3831,1389,440,8672,2520,3870,1619,526,8542,783,929,477,258,2443,116,127,47,24,311,14961,17044,6726,2524,41242
125,608,549,287,203,1644,936,704,378,228,2243,3156,2749,1160,760,7824,3255,2758,1074,585,7669,3921,3381,1031,496,8834,2739,2698,740,334,6502,4119,4497,1205,487,10301,3987,5675,1710,616,11985,1164,1289,515,350,3327,239,245,125,86,700,25083,25356,8653,4475,63568
126,144,99,30,0,270,239,158,48,8,454,909,633,133,24,1709,966,813,195,30,2009,1363,1219,273,47,2903,1097,1074,239,51,2463,2036,2193,463,89,4777,3358,5383,1581,308,10637,506,593,211,60,1366,75,70,34,8,187,10996,12424,3259,645,27323
127,680,699,464,254,2103,885,950,540,285,2656,3220,2962,1571,879,8636,3013,3181,1497,759,8452,3305,3634,1549,638,9112,2481,3168,1188,518,7356,3228,4710,1761,604,10313,2424,4599,2010,754,9790,1035,1378,710,418,3533,273,273,133,84,754,21535,26553,12102,5618,65806
128,80,54,11,4,144,128,78,27,6,240,605,433,129,37,1202,865,734,273,77,1946,1292,1368,444,112,3212,1303,1514,507,100,3424,2351,3257,1143,190,6942,3348,6188,2423,498,12458,577,802,338,130,1847,69,84,34,7,196,10726,14605,5371,1170,31884
197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
