SA4_CODE_2021,C11_AP_15_19_NCB_0,C11_AP_15_19_NCB_1,C11_AP_15_19_NCB_2,C11_AP_15_19_NCB_3,C11_AP_15_19_NCB_4,C11_AP_15_19_NCB_5,C11_AP_15_19_NCB_6mor,C11_AP_15_19_NCB_NS,C11_AP_15_19_Tot,C11_AP_20_24_NCB_0,C11_AP_20_24_NCB_1,C11_AP_20_24_NCB_2,C11_AP_20_24_NCB_3,C11_AP_20_24_NCB_4,C11_AP_20_24_NCB_5,C11_AP_20_24_NCB_6mor,C11_AP_20_24_NCB_NS,C11_AP_20_24_Tot,C11_AP_25_29_NCB_0,C11_AP_25_29_NCB_1,C11_AP_25_29_NCB_2,C11_AP_25_29_NCB_3,C11_AP_25_29_NCB_4,C11_AP_25_29_NCB_5,C11_AP_25_29_NCB_6mor,C11_AP_25_29_NCB_NS,C11_AP_25_29_Tot,C11_AP_30_34_NCB_0,C11_AP_30_34_NCB_1,C11_AP_30_34_NCB_2,C11_AP_30_34_NCB_3,C11_AP_30_34_NCB_4,C11_AP_30_34_NCB_5,C11_AP_30_34_NCB_6mor,C11_AP_30_34_NCB_NS,C11_AP_30_34_Tot,C11_AP_35_39_NCB_0,C11_AP_35_39_NCB_1,C11_AP_35_39_NCB_2,C11_AP_35_39_NCB_3,C11_AP_35_39_NCB_4,C11_AP_35_39_NCB_5,C11_AP_35_39_NCB_6mor,C11_AP_35_39_NCB_NS,C11_AP_35_39_Tot,C11_AP_40_44_NCB_0,C11_AP_40_44_NCB_1,C11_AP_40_44_NCB_2,C11_AP_40_44_NCB_3,C11_AP_40_44_NCB_4,C11_AP_40_44_NCB_5,C11_AP_40_44_NCB_6mor,C11_AP_40_44_NCB_NS,C11_AP_40_44_Tot,C11_AP_45_49_NCB_0,C11_AP_45_49_NCB_1,C11_AP_45_49_NCB_2,C11_AP_45_49_NCB_3,C11_AP_45_49_NCB_4,C11_AP_45_49_NCB_5,C11_AP_45_49_NCB_6mor,C11_AP_45_49_NCB_NS,C11_AP_45_49_Tot,C11_AP_50_54_NCB_0,C11_AP_50_54_NCB_1,C11_AP_50_54_NCB_2,C11_AP_50_54_NCB_3,C11_AP_50_54_NCB_4,C11_AP_50_54_NCB_5,C11_AP_50_54_NCB_6mor,C11_AP_50_54_NCB_NS,C11_AP_50_54_Tot,C11_AP_55_59_NCB_0,C11_AP_55_59_NCB_1,C11_AP_55_59_NCB_2,C11_AP_55_59_NCB_3,C11_AP_55_59_NCB_4,C11_AP_55_59_NCB_5,C11_AP_55_59_NCB_6mor,C11_AP_55_59_NCB_NS,C11_AP_55_59_Tot,C11_AP_60_64_NCB_0,C11_AP_60_64_NCB_1,C11_AP_60_64_NCB_2,C11_AP_60_64_NCB_3,C11_AP_60_64_NCB_4,C11_AP_60_64_NCB_5,C11_AP_60_64_NCB_6mor,C11_AP_60_64_NCB_NS,C11_AP_60_64_Tot,C11_AP_65_69_NCB_0,C11_AP_65_69_NCB_1,C11_AP_65_69_NCB_2,C11_AP_65_69_NCB_3,C11_AP_65_69_NCB_4,C11_AP_65_69_NCB_5,C11_AP_65_69_NCB_6mor,C11_AP_65_69_NCB_NS,C11_AP_65_69_Tot,C11_AP_70_74_NCB_0,C11_AP_70_74_NCB_1,C11_AP_70_74_NCB_2,C11_AP_70_74_NCB_3,C11_AP_70_74_NCB_4,C11_AP_70_74_NCB_5,C11_AP_70_74_NCB_6mor,C11_AP_70_74_NCB_NS,C11_AP_70_74_Tot,C11_AP_75_79_NCB_0,C11_AP_75_79_NCB_1,C11_AP_75_79_NCB_2,C11_AP_75_79_NCB_3,C11_AP_75_79_NCB_4,C11_AP_75_79_NCB_5,C11_AP_75_79_NCB_6mor,C11_AP_75_79_NCB_NS,C11_AP_75_79_Tot,C11_AP_80_84_NCB_0,C11_AP_80_84_NCB_1,C11_AP_80_84_NCB_2,C11_AP_80_84_NCB_3,C11_AP_80_84_NCB_4,C11_AP_80_84_NCB_5,C11_AP_80_84_NCB_6mor,C11_AP_80_84_NCB_NS,C11_AP_80_84_Tot,C11_AP_85over_N_c_b_0,C11_AP_85over_N_c_b_1,C11_AP_85over_N_c_b_2,C11_AP_85over_N_c_b_3,C11_AP_85over_N_c_b_4,C11_AP_85over_N_c_b_5,C11_AP_85over_N_c_b_6mor,C11_AP_85over_N_c_b_NS,C11_AP_85over_Tot,C11_AP_Tot_NCB_0,C11_AP_Tot_NCB_1,C11_AP_Tot_NCB_2,C11_AP_Tot_NCB_3,C11_AP_Tot_NCB_4,C11_AP_Tot_NCB_5,C11_AP_Tot_N_c_b_6mor,C11_AP_Tot_NCB_NS,C11_AP_Tot_Tot,C16_AP_15_19_NCB_0,C16_AP_15_19_NCB_1,C16_AP_15_19_NCB_2,C16_AP_15_19_NCB_3,C16_AP_15_19_NCB_4,C16_AP_15_19_NCB_5,C16_AP_15_19_NCB_6mor,C16_AP_15_19_NCB_NS,C16_AP_15_19_Tot,C16_AP_20_24_NCB_0,C16_AP_20_24_NCB_1,C16_AP_20_24_NCB_2,C16_AP_20_24_NCB_3,C16_AP_20_24_NCB_4,C16_AP_20_24_NCB_5,C16_AP_20_24_NCB_6mor,C16_AP_20_24_NCB_NS,C16_AP_20_24_Tot,C16_AP_25_29_NCB_0,C16_AP_25_29_NCB_1,C16_AP_25_29_NCB_2,C16_AP_25_29_NCB_3,C16_AP_25_29_NCB_4,C16_AP_25_29_NCB_5,C16_AP_25_29_NCB_6mor,C16_AP_25_29_NCB_NS,C16_AP_25_29_Tot,C16_AP_30_34_NCB_0,C16_AP_30_34_NCB_1,C16_AP_30_34_NCB_2,C16_AP_30_34_NCB_3,C16_AP_30_34_NCB_4,C16_AP_30_34_NCB_5,C16_AP_30_34_NCB_6mor,C16_AP_30_34_NCB_NS,C16_AP_30_34_Tot,C16_AP_35_39_NCB_0,C16_AP_35_39_NCB_1,C16_AP_35_39_NCB_2,C16_AP_35_39_NCB_3,C16_AP_35_39_NCB_4,C16_AP_35_39_NCB_5,C16_AP_35_39_NCB_6mor,C16_AP_35_39_NCB_NS,C16_AP_35_39_Tot,C16_AP_40_44_NCB_0,C16_AP_40_44_NCB_1,C16_AP_40_44_NCB_2,C16_AP_40_44_NCB_3,C16_AP_40_44_NCB_4,C16_AP_40_44_NCB_5,C16_AP_40_44_NCB_6mor,C16_AP_40_44_NCB_NS,C16_AP_40_44_Tot,C16_AP_45_49_NCB_0,C16_AP_45_49_NCB_1
111,9905,178,25,4,0,0,0,747,10859,9926,957,377,77,10,3,4,611,11963,6686,1884,1243,409,110,28,11,465,10843,3332,2140,2807,1112,355,95,62,363,10261,1968,1831,4257,2051,578,147,103,396,11342,1554,1529,4662,2297,749,205,127,366,11485,1537,1498,4621,2613,823,211,114,428,11842,1431,1344,4691,2755,928,240,107,470,11964,1133,1114,4419,2834,917,208,83,379,11084,1008,920,4103,2726,965,244,122,422,10510,766,697,3143,2212,918,273,135,401,8543,581,460,2129,1826,959,352,277,371,6954,471,459,1502,1518,903,386,322,409,5973,431,500,1430,1273,741,352,312,476,5517,451,648,1481,1169,627,304,243,763,5689,41173,16156,40877,24876,9578,3058,2028,7083,144832,9428,103,12,4,5,0,6,813,10368,10221,822,327,65,11,8,6,817,12282,7463,1798,1197,356,102,23,9,671,11632,3936,2585,3034,1039,328,75,41,523,11570,1996,1763,4044,1944,571,154,97,413,10990,1594,1620,4662,2393,690,205,130,471,11761,1525,1543
112,6193,105,13,3,0,0,0,627,6943,3849,606,283,72,10,4,0,295,5116,2428,1013,890,336,101,33,10,236,5042,1642,1173,1543,757,266,79,41,275,5772,1235,1173,2483,1324,486,124,73,301,7196,1165,1086,2835,1692,622,174,106,315,7994,1304,1195,2879,1856,704,199,129,320,8581,1295,1107,3128,2183,840,245,110,406,9310,1126,926,2935,2129,823,235,106,364,8645,904,781,2699,1902,809,221,99,364,7770,606,540,2040,1631,744,213,160,302,6238,490,348,1371,1302,800,322,242,266,5137,404,309,1003,1092,732,332,341,332,4553,345,322,888,888,609,275,272,339,3927,377,424,986,757,523,233,284,527,4107,23364,11095,25973,17925,8070,2675,1968,5272,96336,5659,92,12,0,0,0,4,966,6737,3856,504,211,46,7,0,7,562,5189,2718,934,797,273,66,28,10,498,5317,1770,1204,1630,784,236,57,32,497,6213,1228,1130,2217,1127,370,127,59,540,6802,1153,1108,2758,1457,543,157,98,636,7908,1235,1114
113,4602,132,14,6,0,0,0,478,5229,3556,578,245,66,17,3,4,295,4766,2023,881,815,330,109,27,6,202,4394,928,708,1235,716,266,89,46,160,4151,538,501,1560,1165,451,130,99,178,4619,490,462,1571,1323,578,161,122,179,4883,483,468,1632,1313,600,201,98,182,4973,466,411,1595,1407,697,211,111,223,5132,376,302,1434,1329,629,196,97,189,4560,317,261,1326,1199,585,195,113,189,4190,246,218,923,901,555,213,153,179,3382,198,129,663,741,563,238,215,148,2905,162,118,416,556,447,249,257,180,2385,138,113,362,409,357,231,207,171,1987,184,166,415,401,310,167,234,211,2095,14703,5453,14219,11859,6169,2308,1764,3182,59647,4121,86,12,4,0,0,0,638,4858,3586,491,253,61,11,0,5,418,4823,2398,871,738,294,68,22,10,372,4776,1140,845,1299,705,225,89,45,347,4700,567,519,1399,916,438,121,71,311,4341,476,445,1503,1194,481,165,109,351,4721,501,429
114,3756,79,6,4,0,0,3,381,4232,2069,405,174,58,7,4,0,190,2906,1215,532,519,190,57,16,16,153,2689,644,529,952,467,165,42,15,150,2967,492,504,1363,813,309,87,47,175,3795,484,514,1632,1016,392,126,59,195,4408,568,550,1681,1097,477,118,83,230,4808,667,554,1726,1213,504,139,76,231,5108,632,519,1702,1201,487,117,57,214,4929,708,518,1973,1338,542,127,63,247,5522,534,395,1590,1264,565,164,89,228,4829,368,282,1096,1006,563,205,129,217,3869,235,216,760,767,461,198,166,236,3045,219,182,557,559,318,143,136,264,2387,214,238,548,429,255,110,109,428,2333,12810,6028,16285,11435,5093,1599,1043,3530,57826,3619,62,8,4,0,0,0,491,4178,2191,371,150,41,6,0,0,293,3047,1524,658,518,209,62,9,11,240,3231,858,652,943,465,169,48,14,224,3375,534,491,1224,672,256,84,43,227,3521,504,484,1501,917,386,117,59,279,4247,580,526
115,7201,25,5,0,5,0,0,525,7761,6077,189,50,10,3,4,0,317,6642,3409,680,413,114,20,5,4,202,4847,1747,1334,1718,602,129,29,8,175,5741,1071,1188,3340,1585,406,71,33,222,7920,885,1114,3881,1917,531,106,51,284,8763,841,1075,3778,1899,523,130,67,234,8544,774,892,3428,1870,625,132,76,234,8040,617,770,2892,1730,572,137,74,237,7031,530,667,2645,1591,509,110,62,204,6329,358,363,1738,1216,453,116,56,170,4471,235,220,949,789,378,135,77,148,2925,172,146,611,508,262,111,82,106,1995,136,162,445,408,242,93,99,156,1742,169,246,590,368,198,85,104,386,2140,24228,9068,26489,14619,4854,1248,796,3600,84899,7239,21,6,0,0,0,0,726,7994,6110,175,51,8,0,0,0,441,6791,3801,691,399,101,16,3,0,354,5368,2019,1593,1836,523,111,25,12,248,6363,1037,1385,3430,1363,348,55,33,261,7909,850,1146,4113,1935,537,119,57,321,9089,851,1190
116,9446,223,25,5,3,0,6,1016,10726,7851,1042,460,135,29,4,7,643,10166,6028,2590,1641,646,211,80,37,549,11782,3018,2983,3632,1482,508,184,120,505,12429,1672,1912,4506,2194,770,288,217,480,12047,1253,1558,4062,2214,922,343,267,419,11037,1203,1274,3818,2135,892,282,258,481,10348,987,1155,3266,2080,908,315,227,429,9371,795,851,2842,1970,849,332,194,370,8203,559,621,2437,1744,874,281,201,336,7044,349,367,1426,1213,641,278,215,299,4776,218,265,870,833,501,257,289,218,3451,180,201,591,562,410,245,322,218,2731,124,191,413,366,263,198,267,185,2021,170,220,401,292,212,134,278,228,1932,33850,15458,30388,17855,7994,3233,2904,6382,118068,9735,147,26,4,0,0,5,1371,11286,8615,991,393,101,21,4,0,982,11114,6816,2542,1479,521,177,52,30,892,12515,3769,3850,4106,1402,474,152,106,854,14711,1835,2524,5178,2132,745,271,242,724,13647,1351,1684,4634,2368,939,325,278,610,12185,1171,1519
117,4428,40,14,0,0,0,5,714,5203,12361,258,68,9,4,0,11,1886,14604,15888,964,299,79,13,3,5,2259,19521,11107,2080,1037,226,61,11,21,1784,16323,5968,2094,2013,519,107,35,19,1136,11888,3696,1539,2090,643,152,52,30,828,9030,2705,1278,1741,621,190,46,43,709,7336,2223,1125,1549,672,228,72,62,632,6557,1613,1070,1621,785,260,82,67,635,6131,1087,786,1526,696,286,90,64,502,5038,685,545,1169,592,246,80,66,385,3770,447,381,897,507,240,107,93,356,3028,304,314,637,401,237,109,125,265,2399,298,227,451,282,155,89,117,245,1867,258,248,395,215,126,81,93,407,1828,63073,12943,15518,6257,2302,844,832,12747,114518,5823,29,3,0,0,0,3,1016,6880,16618,217,43,15,4,0,11,2885,19790,19765,983,310,69,17,11,8,3400,24554,14089,2562,1124,200,29,9,11,2511,20529,6870,2478,2109,506,86,26,17,1479,13566,4234,1750,2362,666,153,36,23,1097,10322,3219,1495
118,5147,18,4,3,0,0,0,653,5821,9147,136,48,3,4,0,3,1106,10450,10785,695,222,55,5,6,0,1442,13208,8053,1990,1154,252,46,7,9,1176,12680,4257,2059,2702,899,162,24,16,974,11092,2520,1498,2947,1231,257,40,28,767,9289,2007,1285,2684,1165,254,57,30,665,8153,1637,1204,2421,1084,275,42,26,598,7281,1355,973,2177,980,268,61,44,511,6374,1207,902,2172,1086,314,82,22,494,6273,784,605,1676,936,298,86,45,433,4864,641,451,1169,809,334,81,72,363,3921,455,338,869,670,310,113,98,306,3163,494,348,853,572,265,92,131,362,3099,573,556,1055,551,296,106,103,551,3780,49055,13056,22142,10288,3075,788,623,10405,109443,5855,18,4,0,0,0,0,761,6634,9663,107,26,4,3,0,0,1293,11102,11548,506,170,33,11,5,3,1717,13986,8786,2104,1065,207,40,7,8,1491,13707,4275,2236,2801,763,137,20,20,1066,11309,2545,1618,3179,1324,266,36,26,819,9810,2028,1456
119,13757,91,18,4,0,0,5,1600,15481,14710,1218,472,93,14,5,5,1365,17891,12793,3523,2118,701,197,43,18,1429,20820,7097,4448,4296,1763,624,169,81,1263,19740,4088,3487,6188,2836,1088,346,181,1100,19320,3204,3000,6507,3156,1162,416,287,1030,18764,2897,3016,6333,2996,1194,439,311,1019,18214,2749,2971,5515,2885,1198,473,355,974,17109,2150,2255,4787,2767,1142,430,344,857,14724,1651,1609,4613,2629,1057,375,306,726,12959,1110,1078,3550,2178,884,343,321,604,10070,827,798,3036,1902,889,319,420,603,8794,691,757,2279,1618,852,421,492,575,7693,658,701,1868,1273,734,354,518,644,6750,790,963,1972,1306,706,316,457,953,7462,69166,29918,53554,28105,11745,4449,4100,14744,215785,14356,87,15,3,5,0,6,2256,16728,16493,1130,387,79,7,0,3,2160,20262,15537,3509,1984,688,165,32,18,2185,24120,8739,5388,4797,1831,608,167,76,1659,23259,4403,3674,6170,2838,1071,331,168,1253,19907,3302,3083,6567,3209,1273,459,257,1143,19294,2886,3085
120,5715,17,0,3,7,0,0,588,6336,8373,252,56,6,0,0,4,758,9454,9876,1181,346,78,19,4,3,994,12501,6798,2669,1554,306,63,12,9,777,12187,4067,2555,3256,977,183,36,11,700,11785,2941,1936,3593,1201,303,62,29,562,10630,2610,1825,3302,1254,316,74,26,569,9979,2123,1586,2820,1129,342,93,57,443,8593,1765,1362,2461,1168,369,110,62,418,7713,1271,925,2278,1242,405,117,54,427,6717,831,537,1619,971,356,107,78,292,4786,490,421,1332,854,397,168,110,314,4082,457,343,1021,730,343,147,149,306,3498,411,342,765,512,308,164,161,375,3026,480,396,783,476,280,141,186,748,3502,48207,16363,25191,10897,3690,1235,949,8268,114796,6027,9,0,4,0,0,0,732,6777,9828,192,46,5,4,0,5,1309,11386,11440,1204,338,66,7,4,0,1539,14601,7663,3130,1627,321,53,18,11,1230,14060,3980,2644,3242,851,161,31,23,853,11780,2881,2104,3872,1274,279,45,22,757,11231,2462,1954
121,10069,17,5,0,0,0,0,779,10879,10060,180,32,6,0,0,4,697,10992,10881,961,335,54,6,3,4,874,13117,8045,3122,2093,432,72,10,8,845,14624,4649,2962,4848,1739,310,36,7,739,15286,3264,2492,5774,2673,567,105,38,644,15554,2691,2247,5722,2668,603,112,25,593,14666,2432,1975,4966,2497,651,110,59,534,13223,2060,1578,4252,2232,646,132,46,510,11448,1713,1363,4131,2285,634,138,77,480,10821,1218,838,3085,1851,647,143,67,375,8222,869,529,1954,1621,635,204,101,342,6251,668,393,1361,1230,638,198,170,354,5020,620,410,1222,1013,622,212,173,390,4672,882,761,1541,1165,587,234,179,806,6148,60123,19826,41311,21475,6609,1647,958,8970,160913,10401,9,6,4,0,0,0,1044,11465,10106,139,32,6,0,0,0,969,11258,11111,933,331,51,3,0,0,1148,13593,8677,3772,2264,386,50,4,6,1139,16309,4818,3708,5332,1462,238,30,10,908,16520,3339,2937,6318,2442,471,62,15,815,16399,2828,2648
122,5756,17,5,0,0,0,3,471,6258,5275,147,44,15,0,6,0,350,5837,5354,715,303,60,4,4,5,387,6829,4070,1823,1503,336,68,13,3,408,8223,2409,1861,3589,1419,249,29,15,419,9981,1713,1425,4088,1851,417,68,28,371,9945,1545,1310,3791,1716,422,54,26,316,9182,1297,1105,3148,1606,431,96,34,289,8000,1035,880,2778,1480,450,89,37,300,7050,832,728,2635,1434,440,92,31,261,6451,570,559,2234,1342,478,104,44,255,5577,358,352,1471,1083,465,157,62,243,4188,317,254,964,922,437,163,107,240,3402,323,289,897,783,408,161,113,309,3282,427,470,1117,717,342,137,129,737,4078,31274,11939,28563,14763,4605,1163,627,5345,98284,6281,9,0,0,0,0,0,639,6935,5398,114,38,5,3,0,0,511,6070,5378,648,269,54,9,0,0,557,6912,4252,1850,1444,317,44,5,6,550,8462,2235,1846,3339,1098,178,24,12,510,9238,1648,1431,4454,1921,396,46,20,527,10439,1519,1404
123,7909,146,19,0,0,4,0,796,8877,6371,855,368,88,10,9,3,509,8222,4295,1726,1268,450,123,33,14,403,8315,1902,1613,2518,1161,409,112,69,360,8148,1197,1257,3261,1760,664,219,151,363,8864,951,1064,3162,1902,712,274,155,366,8585,881,969,3188,1941,785,235,167,375,8549,825,805,3082,2037,861,262,186,367,8430,629,668,2667,1954,791,252,142,300,7393,465,536,2311,1618,713,239,123,331,6342,306,318,1317,1015,527,199,141,211,4037,195,205,785,703,377,186,183,185,2812,142,159,445,452,340,158,172,176,2048,100,147,359,347,221,141,171,188,1674,100,181,365,323,185,104,127,311,1696,26264,10641,25122,15762,6726,2419,1814,5245,93993,7705,96,10,0,0,0,8,988,8806,6980,803,332,62,7,3,8,725,8911,4784,1829,1318,427,121,30,10,636,9157,2541,2373,2877,1196,361,119,51,581,10103,1293,1420,3277,1757,625,228,141,537,9279,1069,1192,3476,1920,807,293,200,442,9404,878,1110
124,9037,195,14,3,0,0,0,851,10110,7592,1025,442,83,15,4,5,564,9724,5007,2028,1490,503,137,39,17,469,9694,2440,2023,2885,1314,425,104,51,437,9672,1552,1615,3671,1972,682,205,117,454,10255,1363,1388,3814,2209,865,272,161,442,10507,1337,1211,3732,2373,889,258,145,468,10415,1226,1111,3789,2664,1033,279,157,476,10734,1035,943,3377,2298,923,257,145,413,9379,820,800,3113,2076,868,254,142,363,8434,521,494,1927,1387,696,229,168,283,5707,373,337,1077,1024,552,276,210,268,4116,256,263,706,647,476,242,241,242,3068,215,225,576,485,335,143,201,272,2462,242,293,657,487,282,168,181,439,2748,33012,13945,31266,19528,8175,2732,1933,6438,117018,8649,118,14,3,0,0,6,1015,9806,7772,961,359,70,13,7,0,833,10018,5697,2039,1450,485,112,27,19,799,10614,3090,2306,2975,1255,395,110,62,726,10904,1742,1626,3553,1845,673,185,129,620,10376,1454,1440,3850,2142,848,230,170,583,10710,1339,1376
125,10246,99,22,3,8,0,0,1193,11564,11518,1118,423,87,13,4,7,1278,14451,11131,3428,1749,628,190,40,28,1375,18570,5714,4173,3625,1331,506,201,77,1042,16669,3148,2660,4635,1927,763,292,210,838,14466,2359,2199,4480,2120,869,357,257,798,13447,2012,2043,4439,2077,882,378,281,710,12806,1791,1990,3910,2032,915,321,266,677,11907,1420,1606,3335,1915,911,327,285,597,10403,1089,968,3019,1963,829,318,292,451,8921,677,640,2223,1513,697,279,239,454,6727,481,432,1603,1258,677,321,353,393,5529,405,360,1085,973,626,299,377,383,4505,381,371,898,764,466,264,461,452,4061,392,516,1010,706,458,246,343,715,4391,52746,22596,36454,19308,8807,3655,3494,11363,158416,10099,76,11,0,4,0,3,1667,11860,11703,889,359,80,11,9,9,1772,14828,12226,3590,1842,573,153,45,18,2110,20557,7471,6126,4532,1472,539,163,72,1769,22150,3433,3615,5331,2137,854,345,178,1231,17133,2489,2380,4907,2109,875,380,291,912,14341,2131,2214
126,4513,8,0,0,0,0,0,315,4836,6077,125,19,0,0,0,0,452,6687,4764,653,178,29,3,0,0,304,5947,2753,1395,999,255,47,4,0,248,5696,1570,1239,2140,660,140,23,11,207,5981,1155,1131,2406,1005,184,25,14,183,6111,1020,1039,2545,981,237,49,21,199,6093,983,957,2209,1054,270,69,33,199,5776,818,812,1846,945,307,76,42,196,5039,628,567,1702,864,270,87,41,162,4321,454,315,1228,725,286,81,43,136,3268,346,213,899,752,356,108,68,139,2888,252,192,672,620,320,121,102,147,2436,277,204,624,505,310,141,117,187,2359,366,340,676,516,239,141,127,401,2812,25971,9199,18149,8921,2984,916,629,3475,70241,4526,7,5,0,0,0,0,477,5019,6424,89,25,0,0,0,0,635,7169,5893,657,223,34,7,0,0,561,7363,3494,1929,1218,219,32,3,0,438,7336,1762,1589,2332,691,120,24,4,312,6840,1173,1141,2675,872,213,36,21,261,6404,1040,1176
127,11661,128,21,9,4,0,0,1457,13276,10222,1065,407,97,22,9,0,917,12733,7234,2401,1858,616,141,40,16,901,13216,3405,2519,3605,1561,567,177,75,779,12692,1982,1991,4821,2573,880,270,168,777,13461,1664,1676,4830,2794,1043,355,219,728,13309,1461,1558,4735,2753,1162,378,279,678,12991,1447,1442,4378,2794,1147,436,288,686,12623,1141,1055,3437,2408,1148,448,325,635,10600,833,747,2823,1951,955,408,316,546,8585,503,468,1671,1373,729,356,393,429,5912,319,367,1239,1104,676,387,524,436,5054,230,315,854,787,493,307,617,374,3977,189,235,561,523,367,253,520,324,2974,151,234,485,377,244,190,399,360,2435,42450,16193,35730,21709,9570,4015,4145,10028,143852,11941,89,21,4,0,0,3,1950,14010,11755,918,390,92,11,3,7,1482,14668,8421,2432,1808,611,181,28,15,1298,14794,4321,3131,4099,1727,574,148,88,1083,15165,2269,2066,4781,2514,1042,337,197,978,14196,1665,1830,5174,3020,1171,417,264,874,14419,1670,1719
128,6059,28,4,4,0,0,0,465,6566,5954,247,63,5,0,0,0,319,6587,4746,882,422,97,17,0,3,295,6467,2496,1604,1690,513,101,9,8,285,6711,1458,1307,3090,1388,309,41,19,213,7827,1101,1044,3330,1632,443,93,27,214,7887,996,968,3199,1746,482,97,43,236,7757,901,859,3176,1891,491,94,44,236,7704,670,670,2826,1732,521,100,47,211,6777,534,547,2588,1603,481,98,57,206,6111,375,417,1894,1337,438,104,46,231,4838,245,285,1210,990,457,125,72,164,3539,229,231,947,766,437,156,112,190,3065,226,252,871,739,390,160,113,257,3012,262,315,881,602,317,123,124,409,3034,26252,9646,26198,15051,4878,1219,706,3926,87878,5830,11,4,0,0,0,0,529,6375,5576,157,31,4,4,0,0,403,6177,4734,837,348,86,10,3,0,442,6471,2711,1762,1618,479,91,11,6,332,7008,1303,1250,2932,1190,261,29,14,318,7300,1085,1085,3467,1743,378,69,31,334,8193,1008,1055
197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,8,0,0,0,0,0,12,0,0,6,4,0,0,0,0,10,0,0,3,3,0,4,0,0,14,0,0,3,0,0,0,0,0,4,0,0,3,0,0,0,0,4,11,0,0,0,0,0,0,0,0,0,3,3,19,10,4,4,0,3,54,5,0,0,0,0,0,0,0,11,3,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,8,4,0,4,0,0,0,0,5,8,0,0,6,0,0,0,0,0,3,0,0,3,0,0,0,0,0,10,0,0
199,283,22,3,0,0,0,0,62,372,433,68,22,10,0,4,0,83,608,397,65,41,26,6,0,0,95,641,259,70,56,29,19,9,0,81,520,133,42,60,38,20,12,9,76,385,113,38,54,26,18,3,11,75,340,86,35,69,41,20,5,6,54,319,68,39,89,57,20,10,9,68,355,53,39,100,90,33,3,0,42,357,41,34,118,64,34,11,0,44,355,28,17,71,43,20,12,12,26,211,18,7,28,23,17,8,6,35,137,0,3,7,6,3,0,3,8,50,0,4,9,10,5,3,0,15,47,3,3,19,10,10,0,0,25,72,1910,476,756,476,229,84,60,790,4779,167,10,5,0,0,0,0,51,231,421,27,17,0,0,0,0,149,614,401,28,31,13,0,0,5,159,634,199,46,39,21,9,3,0,128,453,114,35,41,31,10,3,0,97,335,96,32,25,30,10,5,6,82,296,86,27
