SA4_CODE_2021,C21_1500_1999_R100_149,C21_1500_1999_R150_199,C21_1500_1999_R200_224,C21_1500_1999_R225_274,C21_1500_1999_R275_349,C21_1500_1999_R350_449,C21_1500_1999_R450_549,C21_1500_1999_R550_649,C21_1500_1999_R650more,C21_1500_1999_R_NS,C21_1500_1999_R_Tot,C21_2000_2499_R1_74,C21_2000_2499_R75_99,C21_2000_2499_R100_149,C21_2000_2499_R150_199,C21_2000_2499_R200_224,C21_2000_2499_R225_274,C21_2000_2499_R275_349,C21_2000_2499_R350_449,C21_2000_2499_R450_549,C21_2000_2499_R550_649,C21_2000_2499_R650more,C21_2000_2499_R_NS,C21_2000_2499_R_Tot,C21_2500_2999_R1_74,C21_2500_2999_R75_99,C21_2500_2999_R100_149,C21_2500_2999_R150_199,C21_2500_2999_R200_224,C21_2500_2999_R225_274,C21_2500_2999_R275_349,C21_2500_2999_R350_449,C21_2500_2999_R450_549,C21_2500_2999_R550_649,C21_2500_2999_R650more,C21_2500_2999_R_NS,C21_2500_2999_R_Tot,C21_3000_3999_R1_74,C21_3000_3999_R75_99,C21_3000_3999_R100_149,C21_3000_3999_R150_199,C21_3000_3999_R200_224,C21_3000_3999_R225_274,C21_3000_3999_R275_349,C21_3000_3999_R350_449,C21_3000_3999_R450_549,C21_3000_3999_R550_649,C21_3000_3999_R650more,C21_3000_3999_R_NS,C21_3000_3999_R_Tot,C21_4000more_R1_74,C21_4000more_R75_99,C21_4000more_R100_149,C21_4000more_R150_199,C21_4000more_R200_224,C21_4000more_R225_274,C21_4000more_R275_349,C21_4000more_R350_449,C21_4000more_R450_549,C21_4000more_R550_649,C21_4000more_R650more,C21_4000more_R_NS,C21_4000more_R_Tot,C21_PI_S_R1_74,C21_PI_S_R75_99,C21_PI_S_R100_149,C21_PI_S_R150_199,C21_PI_S_R200_224,C21_PI_S_R225_274,C21_PI_S_R275_349,C21_PI_S_R350_449,C21_PI_S_R450_549,C21_PI_S_R550_649,C21_PI_S_R650more,C21_PI_S_R_NS,C21_PI_S_R_Tot,C21_AI_NS_R1_74,C21_AI_NS_R75_99,C21_AI_NS_R100_149,C21_AI_NS_R150_199,C21_AI_NS_R200_224,C21_AI_NS_R225_274,C21_AI_NS_R275_349,C21_AI_NS_R350_449,C21_AI_NS_R450_549,C21_AI_NS_R550_649,C21_AI_NS_R650more,C21_AI_NS_R_NS,C21_AI_NS_R_Tot,C21_Tot_R1_74,C21_Tot_R75_99,C21_Tot_R100_149,C21_Tot_R150_199,C21_Tot_R200_224,C21_Tot_R225_274,C21_Tot_R275_349,C21_Tot_R350_449,C21_Tot_R450_549,C21_Tot_R550_649,C21_Tot_R650more,C21_Tot_R_NS,C21_Tot_R_Tot
114,16,24,42,99,292,651,409,120,51,69,1782,7,3,8,16,24,89,178,511,397,139,74,60,1511,0,0,8,8,11,69,81,243,234,105,58,17,843,0,0,7,3,5,57,65,163,250,116,93,25,791,0,4,10,7,12,27,39,92,130,100,199,33,650,7,0,6,13,15,45,83,189,101,57,41,51,608,4,0,19,49,12,28,37,35,14,3,3,81,290,69,66,372,925,659,1320,2508,4147,2313,827,665,662,14533
115,11,17,15,49,45,277,477,453,339,45,1729,10,0,9,14,5,29,51,246,537,653,534,31,2118,0,0,4,3,3,18,29,102,308,441,446,28,1379,3,0,0,9,7,21,35,102,424,733,919,46,2300,0,0,4,0,10,19,27,70,278,693,1808,50,2955,0,0,0,3,0,20,19,48,123,173,270,64,733,0,0,6,0,4,4,3,7,18,21,13,45,129,38,30,151,155,176,379,491,1618,3032,3870,4908,538,15385
116,44,68,49,138,646,2356,1368,565,174,100,5534,3,9,13,43,52,103,468,2143,1626,878,253,86,5672,6,0,16,19,18,47,167,1083,1070,666,225,67,3390,8,5,6,27,24,47,141,969,1147,1043,412,56,3885,0,4,35,20,8,27,83,458,657,826,575,62,2761,3,7,64,58,41,55,155,550,440,263,131,181,1946,17,14,121,49,19,19,45,76,34,13,13,237,645,270,425,2322,1757,999,1597,4462,13412,8531,5105,2086,1444,42408
117,47,64,67,191,546,2168,2722,1780,1904,184,9697,16,6,36,34,42,133,364,1591,3428,2995,3033,187,11861,3,0,11,14,31,53,129,366,1114,1684,2170,91,5664,9,3,17,24,30,84,159,489,1608,2732,5182,151,10490,10,0,29,43,26,71,138,355,1152,2341,10544,224,14919,7,15,54,57,40,59,84,198,370,564,1810,263,3527,19,23,162,41,18,23,29,64,86,85,120,298,974,397,791,3947,1899,1108,2057,4447,10681,15200,15169,28149,2479,86323
118,19,38,23,55,167,792,1381,1091,1170,102,4842,6,3,19,20,20,53,140,586,1517,1586,1989,97,6029,5,0,7,13,11,22,64,153,539,873,1346,60,3090,8,0,8,21,20,38,79,205,751,1532,3259,79,6009,0,8,16,16,16,45,76,209,517,1260,8939,164,11269,5,0,21,27,23,28,61,88,246,349,1259,152,2261,3,7,92,25,7,15,13,31,33,38,99,212,580,172,264,1761,815,498,724,1619,4248,7330,8245,19889,1420,46994
119,70,117,88,213,826,2974,2685,1286,800,217,9303,13,6,47,53,58,154,618,2424,2891,1597,984,192,9041,5,0,20,30,33,85,263,1145,1637,1072,780,119,5195,13,0,24,43,41,87,206,996,1849,1491,1411,125,6286,0,12,26,27,26,64,119,420,993,1032,1695,123,4555,6,9,53,64,45,96,233,602,754,486,452,336,3136,16,8,179,64,31,30,66,131,101,59,49,358,1087,370,657,4040,2670,1621,2671,6649,18193,17410,9790,7760,2873,74695
120,37,57,55,111,373,1629,1770,921,766,117,5856,4,0,26,44,42,87,246,1408,2335,1337,1264,108,6909,0,0,24,15,19,60,80,564,1165,860,895,69,3747,0,0,30,28,17,68,85,613,1577,1536,2063,102,6116,9,6,25,32,24,42,80,289,991,1323,4589,104,7517,4,6,40,29,29,43,67,227,374,328,633,166,1944,4,5,54,19,5,16,22,49,63,26,36,158,461,136,185,1629,1006,721,1204,2599,8877,11640,8044,11623,1470,49134
121,16,35,28,56,244,1539,1906,1076,1113,138,6160,8,0,16,12,24,77,148,1313,2532,1744,1788,137,7806,0,0,5,10,17,31,51,375,1015,914,1142,54,3612,6,0,8,7,26,51,66,493,1618,1894,2812,125,7109,16,4,11,14,23,48,85,372,1342,2096,8973,190,13174,0,5,11,10,7,35,37,145,301,320,855,139,1867,4,7,10,16,10,15,12,36,50,34,69,172,426,128,103,556,866,470,801,1650,7793,11979,9804,18765,1544,54457
122,9,8,16,34,65,310,752,755,864,62,2887,4,0,4,4,21,31,47,225,809,997,1333,74,3558,5,0,4,7,5,12,33,73,362,541,968,43,2064,6,0,4,6,15,15,39,82,372,752,2046,69,3399,3,0,7,8,13,19,40,79,192,493,4683,93,5619,7,0,0,8,9,15,13,43,117,153,609,78,1057,7,4,22,24,11,8,4,8,29,26,41,84,269,85,88,363,556,333,400,639,1827,4067,4658,11786,807,25599
123,35,55,47,97,390,1605,967,254,62,99,3626,0,0,17,28,34,67,246,1302,1100,355,73,77,3296,0,0,14,20,11,27,98,642,720,308,70,36,1951,0,0,10,14,8,41,78,517,732,391,125,36,1948,5,0,18,16,3,20,36,195,361,338,165,32,1197,0,10,21,46,24,48,72,348,311,140,51,118,1180,10,9,71,37,12,11,30,66,31,13,5,154,454,158,246,1658,1313,734,1223,3008,9074,5894,2214,696,1075,27305
124,19,47,48,182,576,2270,1228,323,91,93,4896,7,5,21,39,31,101,348,1874,1394,425,129,89,4456,7,4,6,14,13,46,132,898,835,329,113,49,2443,5,0,8,13,15,42,95,696,847,463,190,38,2415,3,0,9,12,14,38,54,278,373,366,256,35,1444,3,0,22,43,21,32,101,457,308,167,80,107,1345,6,9,46,58,13,32,38,62,25,8,8,177,482,151,231,1144,1406,783,1876,4565,12550,7036,2501,1042,1163,34458
125,75,102,89,227,955,3309,2801,960,541,188,9271,4,3,36,60,67,153,689,3147,3386,1190,601,186,9524,6,4,17,43,33,94,288,1516,1912,855,439,99,5303,3,0,22,32,41,118,258,1633,2716,1301,748,121,6996,7,12,40,43,31,64,129,951,1902,1270,1165,141,5748,11,9,51,64,41,104,213,635,822,447,276,340,3026,22,10,121,66,22,37,62,126,97,33,25,326,946,373,741,3725,2465,1481,2529,6280,19874,19528,8182,4742,2712,72638
126,18,29,29,51,279,1136,1014,530,360,67,3513,0,0,14,26,26,65,196,1047,1300,851,556,86,4164,0,0,9,10,12,24,86,435,619,516,389,26,2131,0,0,8,19,22,29,76,499,943,845,827,56,3331,0,0,11,20,10,24,63,264,670,878,1611,57,3604,5,5,0,12,11,29,53,122,178,176,230,89,909,4,0,13,14,3,4,11,24,27,12,17,95,234,72,68,445,810,434,737,2051,6484,6736,4819,4697,874,28230
127,48,73,69,283,666,1708,1916,844,265,153,6037,6,3,26,60,42,201,457,1299,1669,893,290,123,5063,4,0,18,11,24,116,171,615,1073,668,237,60,3009,3,0,12,21,13,127,150,571,1037,820,335,72,3166,0,4,17,20,14,52,93,232,574,559,428,60,2058,8,5,32,51,45,103,195,432,479,287,119,204,1960,3,22,85,41,10,42,69,116,85,39,14,273,794,287,465,2525,2101,1312,2957,6122,12281,11930,5792,2213,1994,49978
128,17,14,8,39,86,614,772,407,342,47,2349,0,0,3,6,14,28,62,496,851,611,576,43,2693,0,0,0,8,7,19,27,189,408,423,417,26,1531,6,0,0,6,3,37,35,183,513,554,964,15,2320,3,0,6,5,3,21,17,79,233,362,1277,30,2024,6,0,16,16,7,28,15,90,149,151,262,53,790,0,0,27,12,7,7,7,12,15,17,19,64,198,86,106,791,402,238,436,848,3408,4294,3131,4364,548,18641
197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
