SA4_CODE_2021,C11_M_NatPhy_sci_15_19,C11_M_NatPhy_sci_20_24,C11_M_NatPhy_sci_25_34,C11_M_NatPhy_sci_35_44,C11_M_NatPhy_sci_45_54,C11_M_NatPhy_sci_55_64,C11_M_NatPhy_sci_65_74,C11_M_NatPhy_sci_75_84,C11_M_NatPhy_sci_85over,C11_M_NatPhy_sci_Tot,C11_M_InfTec_15_19,C11_M_InfTec_20_24,C11_M_InfTec_25_34,C11_M_InfTec_35_44,C11_M_InfTec_45_54,C11_M_InfTec_55_64,C11_M_InfTec_65_74,C11_M_InfTec_75_84,C11_M_InfTec_85over,C11_M_InfTec_Tot,C11_M_EngRT_15_19,C11_M_EngRT_20_24,C11_M_EngRT_25_34,C11_M_EngRT_35_44,C11_M_EngRT_45_54,C11_M_EngRT_55_64,C11_M_EngRT_65_74,C11_M_EngRT_75_84,C11_M_EngRT_85over,C11_M_EngRT_Tot,C11_M_ArchBuild_15_19,C11_M_ArchBuild_20_24,C11_M_ArchBuild_25_34,C11_M_ArchBuild_35_44,C11_M_ArchBuild_45_54,C11_M_ArchBuild_55_64,C11_M_ArchBuild_65_74,C11_M_ArchBuild_75_84,C11_M_ArchBuild_85over,C11_M_ArchBuild_Tot,C11_M_AgEnv_RS_15_19,C11_M_AgEnv_RS_20_24,C11_M_AgEnv_RS_25_34,C11_M_AgEnv_RS_35_44,C11_M_AgEnv_RS_45_54,C11_M_AgEnv_RS_55_64,C11_M_AgEnv_RS_65_74,C11_M_AgEnv_RS_75_84,C11_M_AgEnv_RS_85over,C11_M_AgEnv_RS_Tot,C11_M_Health_15_19,C11_M_Health_20_24,C11_M_Health_25_34,C11_M_Health_35_44,C11_M_Health_45_54,C11_M_Health_55_64,C11_M_Health_65_74,C11_M_Health_75_84,C11_M_Health_85over,C11_M_Health_Tot,C11_M_Educ_15_19,C11_M_Educ_20_24,C11_M_Educ_25_34,C11_M_Educ_35_44,C11_M_Educ_45_54,C11_M_Educ_55_64,C11_M_Educ_65_74,C11_M_Educ_75_84,C11_M_Educ_85over,C11_M_Educ_Tot,C11_M_MngtCom_15_19,C11_M_MngtCom_20_24,C11_M_MngtCom_25_34,C11_M_MngtCom_35_44,C11_M_MngtCom_45_54,C11_M_MngtCom_55_64,C11_M_MngtCom_65_74,C11_M_MngtCom_75_84,C11_M_MngtCom_85over,C11_M_MngtCom_Tot,C11_M_Soc_cult_15_19,C11_M_Soc_cult_20_24,C11_M_Soc_cult_25_34,C11_M_Soc_cult_35_44,C11_M_Soc_cult_45_54,C11_M_Soc_cult_55_64,C11_M_Soc_cult_65_74,C11_M_Soc_cult_75_84,C11_M_Soc_cult_85over,C11_M_Soc_cult_Tot,C11_M_Creative_art_15_19,C11_M_Creative_art_20_24,C11_M_Creative_art_25_34,C11_M_Creative_art_35_44,C11_M_Creative_art_45_54,C11_M_Creative_art_55_64,C11_M_Creative_art_65_74,C11_M_Creative_art_75_84,C11_M_Creative_art_85over,C11_M_Creative_art_Tot,C11_M_FoodHos_PS_15_19,C11_M_FoodHos_PS_20_24,C11_M_FoodHos_PS_25_34,C11_M_FoodHos_PS_35_44,C11_M_FoodHos_PS_45_54,C11_M_FoodHos_PS_55_64,C11_M_FoodHos_PS_65_74,C11_M_FoodHos_PS_75_84,C11_M_FoodHos_PS_85over,C11_M_FoodHos_PS_Tot,C11_M_MixFld_pr_15_19,C11_M_MixFld_pr_20_24,C11_M_MixFld_pr_25_34,C11_M_MixFld_pr_35_44,C11_M_MixFld_pr_45_54,C11_M_MixFld_pr_55_64,C11_M_MixFld_pr_65_74,C11_M_MixFld_pr_75_84,C11_M_MixFld_pr_85over,C11_M_MixFld_pr_Tot,C11_M_FldStu_ID_15_19,C11_M_FldStu_ID_20_24,C11_M_FldStu_ID_25_34,C11_M_FldStu_ID_35_44,C11_M_FldStu_ID_45_54,C11_M_FldStu_ID_55_64,C11_M_FldStu_ID_65_74,C11_M_FldStu_ID_75_84,C11_M_FldStu_ID_85over,C11_M_FldStu_ID_Tot,C11_M_FldStu_NS_15_19,C11_M_FldStu_NS_20_24,C11_M_FldStu_NS_25_34,C11_M_FldStu_NS_35_44,C11_M_FldStu_NS_45_54,C11_M_FldStu_NS_55_64,C11_M_FldStu_NS_65_74,C11_M_FldStu_NS_75_84,C11_M_FldStu_NS_85over,C11_M_FldStu_NS_Tot,C11_M_Tot_15_19,C11_M_Tot_20_24,C11_M_Tot_25_34,C11_M_Tot_35_44,C11_M_Tot_45_54,C11_M_Tot_55_64,C11_M_Tot_65_74,C11_M_Tot_75_84,C11_M_Tot_85over,C11_M_Tot_Tot,C16_M_NatPhy_sci_15_19,C16_M_NatPhy_sci_20_24,C16_M_NatPhy_sci_25_34,C16_M_NatPhy_sci_35_44,C16_M_NatPhy_sci_45_54,C16_M_NatPhy_sci_55_64,C16_M_NatPhy_sci_65_74,C16_M_NatPhy_sci_75_84,C16_M_NatPhy_sci_85over,C16_M_NatPhy_sci_Tot,C16_M_InfTec_15_19,C16_M_InfTec_20_24,C16_M_InfTec_25_34,C16_M_InfTec_35_44,C16_M_InfTec_45_54,C16_M_InfTec_55_64,C16_M_InfTec_65_74,C16_M_InfTec_75_84,C16_M_InfTec_85over,C16_M_InfTec_Tot,C16_M_EngRT_15_19,C16_M_EngRT_20_24,C16_M_EngRT_25_34,C16_M_EngRT_35_44,C16_M_EngRT_45_54,C16_M_EngRT_55_64,C16_M_EngRT_65_74,C16_M_EngRT_75_84,C16_M_EngRT_85over,C16_M_EngRT_Tot,C16_M_ArchBuild_15_19,C16_M_ArchBuild_20_24,C16_M_ArchBuild_25_34,C16_M_ArchBuild_35_44,C16_M_ArchBuild_45_54,C16_M_ArchBuild_55_64,C16_M_ArchBuild_65_74,C16_M_ArchBuild_75_84,C16_M_ArchBuild_85over,C16_M_ArchBuild_Tot,C16_M_AgEnv_RS_15_19,C16_M_AgEnv_RS_20_24,C16_M_AgEnv_RS_25_34,C16_M_AgEnv_RS_35_44,C16_M_AgEnv_RS_45_54,C16_M_AgEnv_RS_55_64,C16_M_AgEnv_RS_65_74,C16_M_AgEnv_RS_75_84,C16_M_AgEnv_RS_85over,C16_M_AgEnv_RS_Tot
101,0,24,123,261,255,315,221,78,17,1286,45,110,363,331,294,175,45,8,0,1363,103,619,1548,2384,2879,2712,1887,814,218,13166,61,363,863,1155,1412,1190,720,339,76,6177,38,117,365,628,671,548,308,148,27,2854,9,39,162,260,372,365,183,102,27,1517,3,21,162,279,420,629,297,88,17,1910,38,184,613,1010,1010,962,521,185,55,4576,27,114,470,798,749,772,420,134,44,3531,10,50,160,160,172,184,101,31,5,879,36,159,407,480,383,256,150,68,18,1950,9,0,7,6,6,10,3,9,0,40,4,17,94,138,138,140,80,40,10,660,759,529,1055,1308,1397,1311,1161,904,338,8762,1125,2358,6388,9190,10148,9567,6100,2944,847,48672,0,34,131,208,296,310,330,90,39,1434,36,102,376,389,336,253,95,11,5,1602,63,590,1967,2168,2817,2878,2404,1170,283,14333,70,458,1113,1112,1333,1417,921,435,107,6965,24,142,398,601,690,655,481,183,48,3215
102,0,71,144,226,206,207,148,79,23,1104,50,213,555,500,353,152,25,6,3,1855,107,871,2419,3587,4518,3986,3050,1729,520,20792,88,587,1709,2056,1992,1552,1034,592,166,9776,39,154,401,479,388,221,145,69,22,1920,21,119,429,560,692,484,234,145,35,2720,8,52,345,431,565,834,381,192,52,2843,101,392,1297,1660,1672,1486,944,412,130,8092,47,272,655,812,749,684,403,183,54,3861,43,170,296,308,225,218,133,54,19,1463,63,220,600,654,492,392,266,122,30,2838,3,4,5,7,16,11,4,9,0,67,10,31,100,139,148,122,76,46,31,704,1158,657,1151,1541,1721,1567,1683,1737,854,12067,1750,3815,10104,12962,13724,11922,8521,5368,1933,70101,3,73,207,243,243,243,215,109,37,1364,45,159,575,650,467,222,88,16,4,2226,103,734,2720,3184,4226,4369,3811,2109,762,22018,107,625,1997,2159,2153,1757,1295,726,223,11033,30,167,483,504,446,350,194,104,32,2309
103,4,27,92,142,148,144,78,27,4,661,26,105,216,140,106,63,29,0,0,685,133,925,2191,2627,2797,2296,1371,620,134,13083,60,380,812,791,857,728,411,214,46,4307,37,153,467,618,751,614,426,149,32,3240,22,64,208,291,322,292,145,69,17,1432,8,42,196,289,329,463,208,71,11,1616,36,192,575,722,732,683,332,107,37,3427,20,80,277,410,385,358,187,86,16,1820,12,70,93,96,87,106,67,14,5,550,40,169,341,351,273,176,139,57,10,1542,7,4,4,4,10,5,0,3,0,35,8,18,45,93,110,71,43,30,7,435,854,730,1203,1291,1231,1215,1125,884,279,8804,1266,2959,6722,7869,8132,7211,4561,2339,597,41649,0,24,101,136,146,145,128,35,11,729,24,68,214,179,127,102,46,7,0,760,121,888,2606,2483,2756,2528,1903,813,220,14313,73,352,917,879,841,830,566,270,59,4782,40,148,423,568,665,668,523,260,55,3357
104,0,10,43,78,93,140,92,28,5,491,27,82,124,104,84,56,22,7,0,513,89,292,765,1225,1710,1908,1341,685,161,8175,50,163,465,691,991,868,490,238,66,4020,17,89,224,299,318,233,102,56,16,1348,7,28,157,268,285,238,113,65,13,1176,0,18,101,176,306,527,286,95,15,1532,35,112,360,471,569,597,307,124,37,2617,7,58,212,330,345,416,169,79,20,1624,18,39,99,99,107,116,54,18,4,553,23,113,302,275,249,202,119,29,11,1324,8,8,4,0,0,9,0,0,5,30,7,13,28,65,73,81,35,22,5,320,451,284,499,633,727,728,656,680,299,4954,730,1314,3374,4714,5859,6115,3785,2132,650,28674,0,22,49,90,107,148,131,41,15,614,17,76,148,123,84,96,45,0,4,594,58,388,1029,1104,1598,1892,1734,795,253,8852,35,182,530,638,789,989,671,328,80,4237,12,78,243,301,325,276,157,76,20,1486
105,0,6,36,63,59,64,21,7,0,261,7,39,86,53,44,16,5,0,0,254,86,417,1001,1156,1341,1123,653,287,68,6131,40,190,368,355,451,398,242,89,15,2152,39,138,339,435,438,282,172,79,16,1933,9,29,126,149,165,128,50,30,7,683,0,27,160,168,169,186,60,21,8,797,21,92,310,380,380,302,130,37,7,1651,6,59,207,271,208,182,64,23,3,1033,10,16,35,28,39,41,14,7,0,197,12,70,163,170,125,107,74,35,3,767,3,3,3,0,8,4,0,0,0,25,5,14,25,40,39,45,23,12,0,201,512,408,746,775,854,782,734,606,185,5602,751,1505,3611,4047,4316,3657,2248,1242,315,21684,0,4,47,57,67,51,29,11,0,269,3,39,123,67,53,42,10,0,0,331,66,471,1240,1116,1210,1220,827,352,110,6617,32,167,449,386,398,453,292,146,33,2353,34,99,300,345,427,351,243,111,26,1933
106,0,42,121,166,180,191,104,38,4,846,26,114,261,142,126,80,31,4,0,784,182,1653,4092,4670,4888,3933,2337,923,225,22910,50,349,886,1052,1099,935,659,251,55,5334,16,127,408,429,376,282,148,54,15,1853,3,45,194,302,398,321,174,71,21,1533,4,37,142,261,325,532,243,100,15,1656,58,226,723,956,974,798,500,182,36,4452,20,96,327,424,345,380,215,85,16,1912,14,71,114,110,96,86,62,24,4,580,34,188,603,492,322,241,192,67,8,2156,7,6,6,4,4,9,0,8,0,40,14,21,105,154,117,85,55,24,7,583,902,665,1266,1442,1488,1315,1191,982,342,9588,1328,3636,9244,10622,10737,9200,5915,2805,743,54233,0,38,152,167,172,205,168,59,14,968,14,88,275,225,128,107,54,9,0,912,122,1460,4484,4608,5038,4352,3166,1361,326,24909,71,354,1087,1095,1152,1076,865,393,108,6199,26,127,366,470,387,328,189,93,21,2022
107,5,126,338,305,311,335,191,70,12,1690,49,295,772,406,281,122,27,7,0,1960,118,1221,3412,4474,5356,4392,2645,1357,394,23381,98,604,1525,1678,1431,986,705,409,102,7538,19,106,352,343,276,145,85,24,13,1372,16,125,483,534,509,396,199,88,29,2379,0,79,377,455,631,804,320,138,19,2824,68,557,1382,1561,1393,1106,485,185,62,6803,40,342,793,875,688,585,271,114,21,3720,42,197,359,260,209,125,56,25,9,1285,54,193,527,443,327,230,173,72,15,2042,14,39,12,3,6,14,10,5,3,106,9,43,112,144,146,109,50,31,18,654,888,712,1156,1195,1387,1258,1200,1254,412,9473,1425,4635,11599,12694,12958,10611,6407,3779,1098,65216,3,183,432,366,305,347,293,106,14,2048,24,255,807,633,354,181,73,5,3,2340,103,1322,3895,4118,4911,4843,3477,1775,532,24984,139,720,1709,1742,1658,1216,828,501,147,8663,16,124,329,370,288,233,108,46,16,1527
108,0,0,34,92,92,169,142,58,19,597,24,101,163,125,119,114,27,8,0,684,97,464,1134,1827,2624,2913,2672,1420,385,13529,61,255,681,1034,1382,1332,947,469,102,6263,31,96,253,430,404,345,182,95,23,1851,8,53,198,383,470,403,202,108,30,1851,9,26,146,294,445,775,393,178,39,2304,42,144,452,658,725,798,651,282,91,3842,15,72,235,432,458,471,268,135,20,2110,6,28,84,109,123,150,72,38,7,613,43,165,364,399,352,306,220,79,21,1957,10,4,4,3,9,8,8,6,0,52,6,7,50,66,79,104,79,41,19,448,686,458,745,901,1165,1257,1336,1362,569,8485,1038,1868,4535,6755,8438,9150,7192,4284,1331,44592,0,17,46,78,100,160,201,66,23,700,36,73,165,164,152,135,101,16,0,843,78,516,1314,1727,2421,3146,3340,1764,549,14845,68,255,791,966,1304,1498,1162,631,148,6819,19,100,302,382,434,421,283,110,27,2077
109,0,14,48,56,60,70,33,12,5,296,10,61,116,89,49,39,13,7,0,383,74,441,1035,1153,1439,1266,834,363,90,6697,47,257,430,456,541,427,287,165,30,2641,33,116,371,445,456,343,175,64,7,2013,3,31,154,156,185,153,81,24,11,791,0,21,108,153,200,229,132,44,4,891,26,136,444,516,489,435,205,83,15,2345,16,67,160,237,152,182,74,24,17,918,5,27,68,45,44,44,17,6,0,259,20,73,212,208,156,113,75,41,9,902,0,3,4,0,4,0,0,0,0,14,0,4,41,44,46,46,30,14,10,235,455,257,430,529,623,689,689,630,248,4549,698,1503,3608,4089,4424,4048,2639,1477,436,22930,0,13,58,82,59,80,48,17,0,361,3,43,117,117,66,49,21,5,0,418,69,446,1228,1134,1306,1412,1092,468,125,7275,41,255,593,472,476,562,367,212,60,3034,19,104,367,409,449,413,275,112,38,2179
110,0,25,86,129,142,182,111,32,17,738,20,69,159,105,89,55,9,4,0,516,108,652,1541,1667,2012,1770,1111,426,100,9383,63,292,594,626,785,670,408,191,34,3660,39,178,575,704,642,583,350,140,37,3250,8,30,152,227,298,232,118,54,20,1142,0,44,206,248,301,423,196,57,18,1502,42,202,538,657,633,560,318,91,19,3066,22,104,325,457,380,446,185,68,18,2005,22,47,94,94,98,90,38,22,6,508,36,130,283,278,238,177,112,36,6,1303,8,4,8,5,8,4,4,0,0,43,7,20,52,87,105,60,50,12,15,401,719,488,858,978,1060,1038,1025,804,278,7243,1102,2282,5461,6273,6792,6293,4039,1950,562,34749,0,32,128,145,143,183,145,57,15,853,19,62,169,132,85,51,23,5,4,551,114,713,1858,1675,1868,1949,1382,601,140,10299,58,278,702,636,707,726,528,254,51,3949,47,177,567,681,717,562,486,222,33,3491
