SA4_CODE_2021,C11_0_4_Indig_M,C11_0_4_Indig_F,C11_0_4_Indig_P,C11_0_4_NonInd_M,C11_0_4_NonInd_F,C11_0_4_NonInd_P,C11_0_4_Indig_st_ns_M,C11_0_4_Indig_st_ns_F,C11_0_4_Indig_st_ns_P,C11_0_4_Tot_M,C11_0_4_Tot_F,C11_0_4_Tot_P,C11_5_9_Indig_M,C11_5_9_Indig_F,C11_5_9_Indig_P,C11_5_9_NonInd_M,C11_5_9_NonInd_F,C11_5_9_NonInd_P,C11_5_9_Indig_st_ns_M,C11_5_9_Indig_st_ns_F,C11_5_9_Indig_st_ns_P,C11_5_9_Tot_M,C11_5_9_Tot_F,C11_5_9_Tot_P,C11_10_14_Indigen_M,C11_10_14_Indigen_F,C11_10_14_Indigen_P,C11_10_14_NonInd_M,C11_10_14_NonInd_F,C11_10_14_NonInd_P,C11_10_14_Ind_st_ns_M,C11_10_14_Ind_st_ns_F,C11_10_14_Ind_st_ns_P,C11_10_14_Tot_M,C11_10_14_Tot_F,C11_10_14_Tot_P,C11_15_19_Indigen_M,C11_15_19_Indigen_F,C11_15_19_Indigen_P,C11_15_19_NonInd_M,C11_15_19_NonInd_F,C11_15_19_NonInd_P,C11_15_19_Ind_st_ns_M,C11_15_19_Ind_st_ns_F,C11_15_19_Ind_st_ns_P,C11_15_19_Tot_M,C11_15_19_Tot_F,C11_15_19_Tot_P,C11_20_24_Indigen_M,C11_20_24_Indigen_F,C11_20_24_Indigen_P,C11_20_24_NonInd_M,C11_20_24_NonInd_F,C11_20_24_NonInd_P,C11_20_24_Ind_st_ns_M,C11_20_24_Ind_st_ns_F,C11_20_24_Ind_st_ns_P,C11_20_24_Tot_M,C11_20_24_Tot_F,C11_20_24_Tot_P,C11_25_29_Indigen_M,C11_25_29_Indigen_F,C11_25_29_Indigen_P,C11_25_29_NonInd_M,C11_25_29_NonInd_F,C11_25_29_NonInd_P,C11_25_29_Ind_st_ns_M,C11_25_29_Ind_st_ns_F,C11_25_29_Ind_st_ns_P,C11_25_29_Tot_M,C11_25_29_Tot_F,C11_25_29_Tot_P,C11_30_34_Indigen_M,C11_30_34_Indigen_F,C11_30_34_Indigen_P,C11_30_34_NonInd_M,C11_30_34_NonInd_F,C11_30_34_NonInd_P,C11_30_34_Ind_st_ns_M,C11_30_34_Ind_st_ns_F,C11_30_34_Ind_st_ns_P,C11_30_34_Tot_M,C11_30_34_Tot_F,C11_30_34_Tot_P,C11_35_39_Indigen_M,C11_35_39_Indigen_F,C11_35_39_Indigen_P,C11_35_39_NonInd_M,C11_35_39_NonInd_F,C11_35_39_NonInd_P,C11_35_39_Ind_st_ns_M,C11_35_39_Ind_st_ns_F,C11_35_39_Ind_st_ns_P,C11_35_39_Tot_M,C11_35_39_Tot_F,C11_35_39_Tot_P,C11_40_44_Indigen_M,C11_40_44_Indigen_F,C11_40_44_Indigen_P,C11_40_44_NonInd_M,C11_40_44_NonInd_F,C11_40_44_NonInd_P,C11_40_44_Ind_st_ns_M,C11_40_44_Ind_st_ns_F,C11_40_44_Ind_st_ns_P,C11_40_44_Tot_M,C11_40_44_Tot_F,C11_40_44_Tot_P,C11_45_49_Indigen_M,C11_45_49_Indigen_F,C11_45_49_Indigen_P,C11_45_49_NonInd_M,C11_45_49_NonInd_F,C11_45_49_NonInd_P,C11_45_49_Ind_st_ns_M,C11_45_49_Ind_st_ns_F,C11_45_49_Ind_st_ns_P,C11_45_49_Tot_M,C11_45_49_Tot_F,C11_45_49_Tot_P,C11_50_54_Indigen_M,C11_50_54_Indigen_F,C11_50_54_Indigen_P,C11_50_54_NonInd_M,C11_50_54_NonInd_F,C11_50_54_NonInd_P,C11_50_54_Ind_st_ns_M,C11_50_54_Ind_st_ns_F,C11_50_54_Ind_st_ns_P,C11_50_54_Tot_M,C11_50_54_Tot_F,C11_50_54_Tot_P,C11_55_59_Indigen_M,C11_55_59_Indigen_F,C11_55_59_Indigen_P,C11_55_59_NonInd_M,C11_55_59_NonInd_F,C11_55_59_NonInd_P,C11_55_59_Ind_st_ns_M,C11_55_59_Ind_st_ns_F,C11_55_59_Ind_st_ns_P,C11_55_59_Tot_M,C11_55_59_Tot_F,C11_55_59_Tot_P,C11_60_64_Indigen_M,C11_60_64_Indigen_F,C11_60_64_Indigen_P,C11_60_64_NonInd_M,C11_60_64_NonInd_F,C11_60_64_NonInd_P,C11_60_64_Ind_st_ns_M,C11_60_64_Ind_st_ns_F,C11_60_64_Ind_st_ns_P,C11_60_64_Tot_M,C11_60_64_Tot_F,C11_60_64_Tot_P,C11_65_over_Indigen_M,C11_65_over_Indigen_F,C11_65_over_Indigen_P,C11_65ove_NonInd_M,C11_65ove_NonInd_F,C11_65ove_NonInd_P,C11_65ove_Indig_st_ns_M,C11_65ove_Indig_st_ns_F,C11_65ove_Indig_st_ns_P,C11_65_over_Tot_M,C11_65_over_Tot_F,C11_65_over_Tot_P,C11_Tot_Indig_M,C11_Tot_Indig_F,C11_Tot_Indig_P,C11_Tot_NonInd_M,C11_Tot_NonInd_F,C11_Tot_NonInd_P,C11_Tot_Indig_st_ns_M,C11_Tot_Indig_st_ns_F,C11_Tot_Indig_st_ns_P,C11_Tot_Tot_M,C11_Tot_Tot_F,C11_Tot_Tot_P,C16_0_4_Indig_M,C16_0_4_Indig_F,C16_0_4_Indig_P,C16_0_4_NonInd_M,C16_0_4_NonInd_F,C16_0_4_NonInd_P,C16_0_4_Indig_st_ns_M,C16_0_4_Indig_st_ns_F,C16_0_4_Indig_st_ns_P,C16_0_4_Tot_M,C16_0_4_Tot_F,C16_0_4_Tot_P,C16_5_9_Indig_M,C16_5_9_Indig_F,C16_5_9_Indig_P,C16_5_9_NonInd_M,C16_5_9_NonInd_F,C16_5_9_NonInd_P,C16_5_9_Indig_st_ns_M,C16_5_9_Indig_st_ns_F
111,585,582,1168,9638,9101,18741,365,368,735,10592,10053,20645,586,562,1150,9376,8841,18218,380,344,722,10340,9747,20089,578,579,1153,9690,9077,18764,451,406,856,10723,10057,20773,558,563,1121,10451,9950,20403,484,344,828,11492,10859,22354,443,430,874,11062,11154,22213,541,381,921,12048,11963,24009,325,351,680,10230,10117,20344,457,375,834,11017,10843,21860,260,255,517,9430,9698,19125,415,302,720,10105,10261,20365,278,309,589,10155,10689,20849,417,340,757,10850,11342,22194,266,323,582,10464,10824,21291,439,335,775,11160,11485,22645,248,278,528,10635,11196,21839,434,367,800,11318,11842,23166,220,227,446,10897,11320,22216,485,420,906,11605,11964,23570,156,193,347,10100,10576,20678,400,315,721,10655,11084,21744,119,120,241,9476,10028,19503,391,359,747,9984,10510,20491,172,237,413,24761,30958,55716,1092,1477,2568,26027,32676,58702,4803,5006,9812,156365,163542,319905,6759,6130,12885,167924,174677,342601,846,747,1596,9925,9130,19059,349,365,717,11122,10248,21369,800,764,1566,9966,9366,19330,367,358
112,576,497,1079,6014,5609,11621,305,292,595,6892,6401,13295,518,512,1030,6219,6025,12241,297,296,598,7037,6833,13866,556,535,1091,6830,6556,13384,354,359,712,7737,7455,15191,502,506,1004,6588,6137,12725,351,304,651,7441,6943,14379,289,294,585,4756,4612,9365,314,207,520,5356,5116,10474,223,248,468,4352,4618,8970,245,173,422,4822,5042,9867,224,248,468,4641,5304,9947,270,223,490,5137,5772,10910,211,303,514,5864,6627,12491,288,262,556,6364,7196,13559,244,288,530,6429,7415,13843,335,293,627,7005,7994,15001,193,246,435,7250,8042,15294,367,296,661,7810,8581,16388,200,216,421,7999,8732,16727,427,362,791,8632,9310,17938,166,161,332,7906,8139,16050,375,341,715,8450,8645,17091,99,123,227,7451,7351,14801,319,304,626,7871,7770,15652,166,186,355,18936,22677,41611,939,1100,2040,20038,23968,44005,4175,4362,8534,101234,107850,209083,5187,4812,9998,110590,117023,227615,522,476,1001,5403,5151,10552,441,423,866,6361,6052,12417,622,530,1157,6300,5924,12222,531,524
113,449,483,935,4619,4485,9098,231,244,473,5298,5211,10512,392,436,828,4781,4456,9240,251,249,499,5429,5142,10564,463,417,880,4920,4607,9526,232,228,459,5613,5249,10862,388,380,767,4946,4622,9567,232,230,464,5568,5229,10798,299,263,554,4420,4293,8711,232,212,447,4955,4766,9719,245,236,487,3858,3988,7844,201,168,366,4299,4394,8696,205,193,401,3769,3811,7582,181,150,331,4159,4151,8315,196,218,416,4190,4250,8437,209,155,363,4596,4619,9212,207,196,405,4325,4520,8841,196,170,365,4728,4883,9611,182,195,375,4704,4619,9320,217,159,384,5098,4973,10077,146,150,295,4785,4783,9566,260,203,460,5190,5132,10320,122,107,236,4423,4291,8714,215,164,379,4765,4560,9329,91,88,181,4048,3943,7985,197,154,355,4335,4190,8520,109,165,279,10152,11912,22065,578,674,1248,10838,12748,23590,3502,3529,7029,67939,68566,136505,3426,3159,6586,74868,75250,150120,539,489,1028,4292,4001,8290,333,312,650,5165,4800,9967,509,536,1044,4490,4397,8888,362,374
114,297,378,678,3418,3243,6665,201,213,411,3919,3835,7754,312,312,625,3668,3422,7090,224,197,424,4199,3936,8138,324,315,636,3990,3998,7984,216,225,442,4529,4530,9057,303,268,570,3911,3792,7702,225,177,400,4436,4232,8669,204,168,375,2786,2594,5380,206,139,350,3200,2906,6105,146,143,293,2404,2440,4846,145,107,250,2697,2689,5390,126,142,266,2498,2704,5199,141,125,261,2761,2967,5731,128,156,287,3242,3485,6731,176,152,331,3553,3795,7345,130,157,283,3619,4094,7716,179,161,339,3926,4408,8333,113,145,261,4138,4473,8608,247,180,427,4497,4808,9307,130,136,268,4448,4772,9219,233,196,427,4810,5108,9915,99,84,185,4213,4658,8871,203,190,394,4519,4929,9446,76,72,148,4784,5242,10028,233,207,445,5094,5522,10620,111,131,242,13857,15413,29269,764,926,1688,14730,16467,31193,2508,2604,5117,60973,64335,125305,3394,3190,6585,66880,70128,137003,388,403,792,3250,3021,6265,223,196,416,3864,3618,7483,356,418,774,3732,3566,7293,272,254
115,66,54,119,6583,6139,12721,203,198,400,6851,6389,13240,83,50,135,7484,7088,14564,219,213,432,7781,7348,15130,72,54,125,8067,7445,15510,257,259,519,8400,7761,16157,67,67,129,8088,7473,15562,250,228,472,8402,7761,16165,50,54,104,6680,6388,13068,224,199,429,6956,6642,13601,35,30,68,4711,4670,9378,192,147,341,4944,4847,9792,27,27,56,4886,5564,10446,179,151,331,5092,5741,10840,33,28,60,6701,7685,14389,213,207,425,6953,7920,14867,39,54,94,7482,8445,15927,250,266,513,7772,8763,16536,27,39,71,7800,8258,16054,246,246,493,8074,8544,16614,35,31,64,7461,7805,15263,269,205,473,7761,8040,15801,24,26,49,6545,6784,13328,221,222,439,6787,7031,13812,14,25,38,6095,6099,12196,219,207,427,6330,6329,12660,27,30,58,11407,12717,24126,476,532,1019,11913,13282,25195,607,564,1174,99993,102555,202539,3420,3277,6698,104017,106395,210413,101,81,182,6597,6218,12810,177,175,353,6877,6468,13345,103,101,202,8323,7808,16131,251,189
116,573,539,1113,12000,11341,23342,638,537,1173,13209,12414,25628,602,505,1108,11019,10214,21236,562,503,1058,12181,11219,23402,549,464,1012,10824,10107,20930,540,510,1052,11915,11080,22996,536,467,1001,10129,9786,19913,546,472,1017,11205,10726,21934,330,342,671,9753,9405,19157,459,423,887,10544,10166,20707,267,284,554,10244,11112,21355,471,389,864,10986,11782,22771,224,247,475,11136,11783,22918,424,401,823,11786,12429,24213,212,246,455,11082,11439,22517,429,366,793,11718,12047,23771,192,257,457,10091,10423,20512,442,353,796,10730,11037,21767,178,197,375,9705,9771,19477,386,377,760,10270,10348,20614,132,156,288,8632,8872,17504,380,342,722,9140,9371,18511,103,140,245,7446,7766,15213,331,302,634,7887,8203,16092,89,109,195,6402,6695,13097,275,241,517,6770,7044,13811,122,137,260,11669,14010,25682,603,765,1371,12394,14913,27308,4116,4098,8207,140126,142715,282839,6496,5975,12471,150740,152786,303525,643,550,1191,12537,12213,24752,636,580,1221,13816,13350,27166,606,544,1145,12722,11821,24540,596,589
117,151,146,303,5649,5271,10922,599,514,1112,6404,5930,12336,145,121,268,3625,3479,7099,388,357,740,4151,3954,8104,139,139,275,2998,2843,5836,323,302,628,3459,3280,6742,130,203,336,4191,4492,8683,613,509,1125,4936,5203,10139,175,193,367,11349,12778,24131,1965,1633,3596,13492,14604,28100,152,163,313,17190,17348,34538,2485,2009,4497,19832,19521,39349,127,130,257,15860,14575,30435,2080,1611,3694,18064,16323,34388,157,119,277,12516,10726,23235,1447,1045,2491,14115,11888,26003,151,167,320,9959,8106,18067,1167,754,1930,11284,9030,20309,113,130,242,8287,6536,14831,896,670,1567,9303,7336,16639,121,94,220,6826,5883,12709,877,578,1454,7826,6557,14382,76,97,172,5606,5474,11085,698,560,1260,6380,6131,12514,60,71,130,5024,4518,9542,623,448,1065,5702,5038,10739,93,106,196,10535,11605,22142,1284,1179,2460,11905,12890,24798,1782,1892,3677,119626,113633,233258,15442,12166,27605,136854,127690,264542,146,145,284,5946,5777,11721,555,524,1082,6648,6448,13098,151,158,306,4399,4157,8552,367,345
118,99,82,185,7073,6743,13815,650,601,1253,7821,7430,15251,104,100,198,5514,5305,10819,508,432,943,6124,5836,11957,91,106,196,4900,4767,9669,466,366,832,5461,5237,10702,123,88,216,5495,5298,10791,506,439,948,6126,5821,11952,113,102,220,8887,9422,18314,1056,922,1977,10060,10450,20506,103,92,194,10734,11833,22571,1462,1284,2752,12305,13208,25511,93,76,175,10940,11518,22459,1287,1087,2369,12320,12680,25000,89,84,176,9716,10082,19802,1024,924,1945,10830,11092,21921,86,68,156,8204,8496,16700,789,722,1510,9075,9289,18361,61,62,120,7247,7465,14709,673,625,1301,7985,8153,16134,55,43,93,6288,6696,12980,614,542,1157,6954,7281,14234,41,42,86,5462,5853,11316,502,471,973,6007,6374,12373,31,47,79,5404,5760,11167,471,458,932,5912,6273,12180,44,79,126,13210,17127,30334,1368,1620,2994,14624,18830,33455,1135,1076,2212,109076,116374,225453,11392,10492,21886,121605,127943,249544,117,100,219,6905,6658,13561,523,499,1022,7543,7260,14803,119,97,218,6571,6350,12920,444,422
119,170,175,349,17705,16688,34397,1210,1123,2328,19090,17986,37073,176,166,336,16050,14753,30803,1113,946,2058,17336,15863,33198,164,157,319,15317,14624,29940,995,866,1866,16478,15650,32130,190,154,347,15615,14531,30148,938,792,1729,16741,15481,32220,126,134,262,17016,16856,33870,1171,903,2067,18309,17891,36199,96,124,227,18718,19595,38314,1349,1099,2452,20168,20820,40985,76,87,164,18285,18617,36898,1126,1036,2164,19487,19740,39226,97,114,207,17350,18249,35594,1004,956,1956,18447,19320,37766,75,127,209,16563,17790,34359,909,842,1754,17554,18764,36319,89,115,206,16690,17271,33966,921,825,1746,17701,18214,35913,90,98,188,15552,16211,31764,882,802,1680,16522,17109,33630,67,71,138,13161,13969,27132,798,681,1478,14028,14724,28748,47,62,111,12112,12290,24401,669,610,1281,12829,12959,25787,79,96,170,31715,38574,70295,1841,2094,3939,33639,40769,74399,1546,1685,3230,241852,250026,491876,14926,13575,28499,258323,265290,523610,177,191,369,18558,17440,35998,959,871,1831,19690,18504,38197,193,184,375,17428,16602,34032,883,862
120,80,77,157,8166,7869,16033,598,463,1064,8844,8409,17249,65,58,126,6379,6066,12450,432,348,775,6879,6480,13358,60,51,108,5781,5571,11361,348,302,650,6189,5926,12113,81,62,145,6021,5959,11975,382,315,697,6480,6336,12817,71,78,150,8719,8818,17535,765,554,1315,9552,9454,19006,64,87,150,11229,11617,22843,1030,803,1829,12321,12501,24826,49,54,108,10879,11445,22323,794,688,1486,11724,12187,23910,44,53,98,10262,11078,21336,718,657,1374,11026,11785,22814,54,59,113,8991,10058,19053,591,517,1108,9637,10630,20265,44,65,106,8457,9423,17877,520,497,1012,9017,9979,18998,34,62,99,7579,8125,15707,495,410,902,8115,8593,16705,40,40,81,6466,7303,13771,347,364,715,6857,7713,14566,20,34,54,5874,6341,12207,357,346,697,6251,6717,12968,36,47,83,14048,17658,31706,986,1182,2173,15072,18896,33963,751,834,1587,118855,127329,246186,8345,7447,15794,127947,135613,263561,81,83,165,8251,7941,16199,522,501,1021,8856,8524,17385,79,95,180,7415,7265,14680,420,354
121,46,33,82,11375,10899,22272,524,457,985,11946,11393,23332,33,33,64,11395,10697,22097,476,400,873,11904,11125,23033,27,46,77,11072,10643,21713,427,423,848,11526,11110,22640,42,46,86,10540,10417,20956,474,409,884,11053,10879,21934,31,31,64,10076,10419,20495,631,535,1162,10737,10992,21728,37,39,80,11341,12310,23649,836,764,1599,12216,13117,25325,40,36,76,12493,13817,26316,832,770,1596,13365,14624,27991,25,36,60,13328,14569,27899,761,680,1443,14117,15286,29401,24,33,62,13068,14898,27971,648,616,1263,13747,15554,29295,29,28,54,12651,14079,26723,583,556,1145,13258,14666,27924,20,17,37,11741,12693,24439,585,510,1091,12341,13223,25564,28,20,48,9785,10967,20754,490,464,953,10311,11448,21758,8,15,27,9352,10365,19716,469,437,909,9828,10821,20653,29,27,55,22558,28674,51229,1204,1612,2817,23788,30312,54099,410,457,866,170772,185454,356231,8940,8627,17567,180118,194545,374664,42,41,83,11898,11191,23085,492,451,940,12431,11679,24101,46,51,100,13168,12288,25459,439,404
122,50,28,78,8318,7926,16241,350,346,696,8717,8300,17017,61,46,103,7785,7415,15202,311,241,554,8154,7704,15860,56,48,104,7093,6647,13737,305,231,533,7450,6918,14370,37,36,74,6544,6007,12553,252,212,463,6826,6258,13090,32,39,79,5875,5553,11429,326,244,572,6235,5837,12076,22,27,48,6196,6487,12682,396,316,712,6617,6829,13446,21,30,52,7460,7841,15300,422,358,782,7909,8223,16131,34,39,73,8972,9568,18540,429,373,804,9437,9981,19416,37,43,77,8805,9558,18365,383,347,729,9222,9945,19168,41,26,69,8491,8861,17352,397,294,692,8934,9182,18111,33,19,54,7383,7713,15100,330,263,598,7748,8000,15745,27,16,44,6281,6755,13037,313,282,595,6621,7050,13674,16,13,32,5962,6210,12172,274,231,507,6256,6451,12704,35,45,83,15557,19548,35104,720,930,1650,16304,20526,36833,500,467,966,110721,116075,226801,5202,4671,9875,116425,121213,237639,65,54,123,7664,7235,14896,345,309,654,8071,7600,15672,75,65,135,8844,8323,17164,313,353
123,478,465,947,8237,7870,16101,456,443,905,9169,8783,17954,456,439,894,8120,7702,15818,413,456,869,8981,8595,17580,455,414,871,8247,7916,16167,423,436,856,9127,8769,17897,375,407,782,8598,8078,16673,424,388,812,9395,8877,18273,246,282,537,7589,7568,15156,382,373,753,8223,8222,16445,180,235,413,7204,7766,14971,355,314,670,7739,8315,16056,167,211,377,7094,7640,14735,301,293,593,7560,8148,15702,163,225,382,7669,8334,16002,326,313,639,8161,8864,17029,151,201,354,7367,8065,15439,313,315,626,7831,8585,16415,130,171,301,7422,8056,15479,358,321,674,7912,8549,16456,120,155,274,7376,7979,15356,331,293,620,7820,8430,16249,104,133,233,6664,7009,13675,280,253,534,7048,7393,14442,71,87,153,5987,6004,11988,245,258,496,6300,6342,12644,81,101,179,9788,11585,21367,496,578,1074,10360,12268,22622,3168,3528,6694,107354,111584,218940,5103,5026,10130,115625,120138,235766,558,536,1097,8973,8417,17392,473,447,914,10001,9397,19401,602,546,1148,9166,8741,17908,470,465
124,465,461,929,9650,9265,18914,489,486,977,10602,10211,20813,489,417,905,9251,8854,18104,436,424,862,10178,9699,19873,528,485,1010,9372,8960,18335,499,395,890,10399,9836,20235,455,459,918,9616,9226,18840,424,426,844,10491,10110,20603,393,354,750,9174,8965,18135,454,402,856,10024,9724,19744,258,286,544,8713,9039,17749,444,369,814,9417,9694,19108,194,244,439,8586,9082,17666,373,339,710,9154,9672,18819,222,274,494,9078,9628,18711,422,351,769,9715,10255,19972,209,264,469,9221,9876,19094,392,372,762,9813,10507,20325,176,232,409,8989,9778,18768,457,412,864,9625,10415,20039,157,182,341,9179,10176,19357,442,376,826,9789,10734,20520,122,127,248,8619,8923,17537,390,330,721,9125,9379,18506,94,101,198,7782,8028,15805,387,306,689,8255,8434,16693,97,138,230,13808,17004,30810,798,962,1756,14699,18097,32804,3859,4023,7883,131027,136796,267822,6394,5953,12350,141281,146774,288049,722,642,1361,9611,9061,18672,468,471,943,10800,10171,20970,688,651,1341,9686,9394,19078,451,451
125,144,155,303,14293,13633,27928,947,897,1843,15385,14682,30070,108,122,233,11930,11052,22981,735,725,1463,12778,11905,24679,135,124,265,11298,10650,21944,746,636,1378,12177,11408,23581,163,138,298,11840,10822,22661,777,609,1385,12788,11564,24353,175,142,319,14137,13442,27583,1099,866,1965,15415,14451,29869,133,120,252,17115,17428,34546,1454,1022,2477,18704,18570,37277,105,108,212,16697,15721,32416,1102,843,1940,17899,16669,34572,126,100,222,14208,13674,27883,827,694,1521,15156,14466,29623,104,102,202,12547,12704,25248,709,639,1351,13358,13447,26808,77,88,170,12138,12156,24291,674,563,1237,12890,12806,25700,81,67,145,11141,11285,22424,667,561,1226,11889,11907,23796,66,65,129,9470,9863,19332,533,476,1012,10074,10403,20477,39,44,84,8404,8526,16922,429,353,786,8874,8921,17795,75,82,161,19698,23685,43385,1145,1437,2580,20916,25207,46123,1538,1463,3002,184914,184631,369549,11849,10320,22167,198302,196412,394710,140,157,300,16302,15809,32114,869,908,1781,17316,16871,34188,133,154,292,14488,13691,28178,713,719
126,24,28,51,4700,4463,9158,179,170,355,4904,4657,9562,26,19,44,4446,4246,8699,165,138,302,4635,4405,9040,36,18,54,4757,4171,8922,156,136,287,4944,4324,9263,33,35,63,5186,4663,9850,189,140,332,5409,4836,10247,24,27,48,6061,6353,12414,344,304,647,6430,6687,13112,14,16,32,5530,5685,11215,303,244,552,5853,5947,11801,8,15,28,5387,5490,10871,229,192,419,5627,5696,11322,21,21,41,5429,5793,11219,201,173,371,5649,5981,11631,14,19,35,5169,5929,11100,176,155,335,5363,6111,11472,9,11,22,5603,5893,11496,193,184,385,5817,6093,11905,6,19,25,5113,5594,10704,175,167,344,5292,5776,11066,14,9,24,4480,4860,9341,187,167,357,4679,5039,9723,6,7,14,4074,4192,8259,152,119,275,4229,4321,8550,15,12,31,9926,13112,23034,445,638,1079,10385,13760,24145,259,262,517,75858,80423,156292,3094,2940,6034,79212,83633,162845,23,18,37,5259,5021,10274,179,177,355,5462,5215,10670,34,31,60,5337,4982,10320,153,154
127,260,205,463,12098,11551,23645,833,760,1599,13193,12513,25709,278,216,496,12297,11794,24096,821,780,1600,13402,12793,26188,236,220,460,12826,12033,24864,749,719,1466,13817,12978,26793,251,240,489,13362,12396,25751,692,642,1336,14304,13276,27579,154,136,290,12092,12007,24100,658,585,1241,12892,12733,25630,113,138,245,11797,12421,24209,699,661,1356,12603,13216,25815,92,125,220,11009,11952,22961,651,614,1266,11755,12692,24447,96,143,241,11492,12720,24213,598,594,1192,12184,13461,25643,90,113,202,11852,12601,24453,600,588,1192,12539,13309,25846,102,123,227,12330,12295,24627,646,573,1226,13082,12991,26080,76,118,196,11403,11923,23326,663,583,1242,12141,12623,24766,70,64,133,9446,10040,19488,530,495,1021,10046,10600,20646,61,53,119,8063,8095,16158,462,436,905,8587,8585,17181,75,106,177,16501,19023,35527,1096,1229,2321,17672,20355,38027,1946,2019,3969,166564,170851,337416,9703,9260,18966,178212,182132,360343,301,255,555,13497,12806,26302,791,760,1554,14594,13820,28409,300,259,558,13654,13066,26721,734,732
128,94,85,179,6845,6427,13272,249,189,439,7180,6703,13885,95,75,176,6541,6248,12788,224,195,419,6860,6521,13379,87,69,155,6403,6059,12464,173,185,364,6667,6316,12985,97,75,174,6545,6305,12843,212,185,394,6847,6566,13413,100,74,167,6427,6305,12731,253,209,460,6779,6587,13367,56,63,118,5911,6158,12068,340,243,582,6307,6467,12774,48,52,102,6108,6403,12514,287,252,535,6444,6711,13152,54,43,102,7062,7586,14645,278,202,484,7404,7827,15232,65,48,121,6934,7635,14569,268,199,470,7269,7887,15152,40,53,99,6935,7480,14416,273,223,494,7248,7757,15007,47,55,103,7008,7433,14440,259,214,474,7313,7704,15015,32,38,69,6316,6545,12860,262,188,452,6605,6777,13382,21,17,48,5797,5916,11717,204,173,381,6025,6111,12137,65,61,123,13295,16713,30009,543,713,1254,13901,17487,31387,903,825,1733,98121,103213,201335,3826,3381,7200,102849,107415,210272,143,127,267,6705,6215,12919,195,206,402,7036,6548,13590,126,119,245,6987,6620,13607,234,225
197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,4,3,0,0,0,8,0,8,0,0,0,8,0,8,0,0,0,9,0,9,6,0,6,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,6,6,6,0,0,0,7,12,17,0,0,0,7,12,17,0,0,0,19,32,51,3,4,6,23,32,55,3,0,3,48,55,102,6,4,9,58,57,115,0,0,0,3,6,8,4,0,5,11,5,13,0,0,0,3,3,9,0,0
199,43,49,94,242,182,424,24,19,44,308,248,552,24,21,42,127,121,247,10,14,31,165,152,317,21,22,37,125,117,235,27,13,41,166,145,312,57,48,99,300,302,600,31,25,58,388,372,760,50,44,95,573,519,1093,78,54,130,701,608,1314,46,44,87,640,541,1184,102,54,154,783,641,1420,41,49,92,583,427,1009,88,44,132,715,520,1235,54,23,85,546,322,865,66,37,105,661,385,1053,63,28,86,561,289,852,85,31,113,708,340,1047,48,24,73,510,267,779,60,26,90,622,319,938,41,14,53,485,302,791,75,37,109,602,355,954,15,13,29,409,323,728,66,22,87,489,357,847,11,15,24,405,315,722,54,29,85,466,355,829,17,6,22,703,445,1151,98,68,162,819,512,1335,519,392,913,6225,4454,10675,847,484,1329,7588,5327,12915,25,18,42,142,118,265,14,13,25,187,149,339,16,16,35,97,88,187,10,17
