SA4_CODE_2021,C11_0_4_Indig_M,C11_0_4_Indig_F,C11_0_4_Indig_P,C11_0_4_NonInd_M,C11_0_4_NonInd_F,C11_0_4_NonInd_P,C11_0_4_Indig_st_ns_M,C11_0_4_Indig_st_ns_F,C11_0_4_Indig_st_ns_P,C11_0_4_Tot_M,C11_0_4_Tot_F,C11_0_4_Tot_P,C11_5_9_Indig_M,C11_5_9_Indig_F,C11_5_9_Indig_P,C11_5_9_NonInd_M,C11_5_9_NonInd_F,C11_5_9_NonInd_P,C11_5_9_Indig_st_ns_M,C11_5_9_Indig_st_ns_F,C11_5_9_Indig_st_ns_P,C11_5_9_Tot_M,C11_5_9_Tot_F,C11_5_9_Tot_P,C11_10_14_Indigen_M,C11_10_14_Indigen_F,C11_10_14_Indigen_P,C11_10_14_NonInd_M,C11_10_14_NonInd_F,C11_10_14_NonInd_P,C11_10_14_Ind_st_ns_M,C11_10_14_Ind_st_ns_F,C11_10_14_Ind_st_ns_P,C11_10_14_Tot_M,C11_10_14_Tot_F,C11_10_14_Tot_P,C11_15_19_Indigen_M,C11_15_19_Indigen_F,C11_15_19_Indigen_P,C11_15_19_NonInd_M,C11_15_19_NonInd_F,C11_15_19_NonInd_P,C11_15_19_Ind_st_ns_M,C11_15_19_Ind_st_ns_F,C11_15_19_Ind_st_ns_P,C11_15_19_Tot_M,C11_15_19_Tot_F,C11_15_19_Tot_P,C11_20_24_Indigen_M,C11_20_24_Indigen_F,C11_20_24_Indigen_P,C11_20_24_NonInd_M,C11_20_24_NonInd_F,C11_20_24_NonInd_P,C11_20_24_Ind_st_ns_M,C11_20_24_Ind_st_ns_F,C11_20_24_Ind_st_ns_P,C11_20_24_Tot_M,C11_20_24_Tot_F,C11_20_24_Tot_P,C11_25_29_Indigen_M,C11_25_29_Indigen_F,C11_25_29_Indigen_P,C11_25_29_NonInd_M,C11_25_29_NonInd_F,C11_25_29_NonInd_P,C11_25_29_Ind_st_ns_M,C11_25_29_Ind_st_ns_F,C11_25_29_Ind_st_ns_P,C11_25_29_Tot_M,C11_25_29_Tot_F,C11_25_29_Tot_P,C11_30_34_Indigen_M,C11_30_34_Indigen_F,C11_30_34_Indigen_P,C11_30_34_NonInd_M,C11_30_34_NonInd_F,C11_30_34_NonInd_P,C11_30_34_Ind_st_ns_M,C11_30_34_Ind_st_ns_F,C11_30_34_Ind_st_ns_P,C11_30_34_Tot_M,C11_30_34_Tot_F,C11_30_34_Tot_P,C11_35_39_Indigen_M,C11_35_39_Indigen_F,C11_35_39_Indigen_P,C11_35_39_NonInd_M,C11_35_39_NonInd_F,C11_35_39_NonInd_P,C11_35_39_Ind_st_ns_M,C11_35_39_Ind_st_ns_F,C11_35_39_Ind_st_ns_P,C11_35_39_Tot_M,C11_35_39_Tot_F,C11_35_39_Tot_P,C11_40_44_Indigen_M,C11_40_44_Indigen_F,C11_40_44_Indigen_P,C11_40_44_NonInd_M,C11_40_44_NonInd_F,C11_40_44_NonInd_P,C11_40_44_Ind_st_ns_M,C11_40_44_Ind_st_ns_F,C11_40_44_Ind_st_ns_P,C11_40_44_Tot_M,C11_40_44_Tot_F,C11_40_44_Tot_P,C11_45_49_Indigen_M,C11_45_49_Indigen_F,C11_45_49_Indigen_P,C11_45_49_NonInd_M,C11_45_49_NonInd_F,C11_45_49_NonInd_P,C11_45_49_Ind_st_ns_M,C11_45_49_Ind_st_ns_F,C11_45_49_Ind_st_ns_P,C11_45_49_Tot_M,C11_45_49_Tot_F,C11_45_49_Tot_P,C11_50_54_Indigen_M,C11_50_54_Indigen_F,C11_50_54_Indigen_P,C11_50_54_NonInd_M,C11_50_54_NonInd_F,C11_50_54_NonInd_P,C11_50_54_Ind_st_ns_M,C11_50_54_Ind_st_ns_F,C11_50_54_Ind_st_ns_P,C11_50_54_Tot_M,C11_50_54_Tot_F,C11_50_54_Tot_P,C11_55_59_Indigen_M,C11_55_59_Indigen_F,C11_55_59_Indigen_P,C11_55_59_NonInd_M,C11_55_59_NonInd_F,C11_55_59_NonInd_P,C11_55_59_Ind_st_ns_M,C11_55_59_Ind_st_ns_F,C11_55_59_Ind_st_ns_P,C11_55_59_Tot_M,C11_55_59_Tot_F,C11_55_59_Tot_P,C11_60_64_Indigen_M,C11_60_64_Indigen_F,C11_60_64_Indigen_P,C11_60_64_NonInd_M,C11_60_64_NonInd_F,C11_60_64_NonInd_P,C11_60_64_Ind_st_ns_M,C11_60_64_Ind_st_ns_F,C11_60_64_Ind_st_ns_P,C11_60_64_Tot_M,C11_60_64_Tot_F,C11_60_64_Tot_P,C11_65_over_Indigen_M,C11_65_over_Indigen_F,C11_65_over_Indigen_P,C11_65ove_NonInd_M,C11_65ove_NonInd_F,C11_65ove_NonInd_P,C11_65ove_Indig_st_ns_M,C11_65ove_Indig_st_ns_F,C11_65ove_Indig_st_ns_P,C11_65_over_Tot_M,C11_65_over_Tot_F,C11_65_over_Tot_P,C11_Tot_Indig_M,C11_Tot_Indig_F,C11_Tot_Indig_P,C11_Tot_NonInd_M,C11_Tot_NonInd_F,C11_Tot_NonInd_P,C11_Tot_Indig_st_ns_M,C11_Tot_Indig_st_ns_F,C11_Tot_Indig_st_ns_P,C11_Tot_Tot_M,C11_Tot_Tot_F,C11_Tot_Tot_P,C16_0_4_Indig_M,C16_0_4_Indig_F,C16_0_4_Indig_P,C16_0_4_NonInd_M,C16_0_4_NonInd_F,C16_0_4_NonInd_P,C16_0_4_Indig_st_ns_M,C16_0_4_Indig_st_ns_F,C16_0_4_Indig_st_ns_P,C16_0_4_Tot_M,C16_0_4_Tot_F,C16_0_4_Tot_P,C16_5_9_Indig_M,C16_5_9_Indig_F,C16_5_9_Indig_P,C16_5_9_NonInd_M,C16_5_9_NonInd_F,C16_5_9_NonInd_P,C16_5_9_Indig_st_ns_M,C16_5_9_Indig_st_ns_F
101,372,360,733,5894,5464,11358,328,335,666,6597,6163,12757,426,373,800,5817,5512,11328,339,334,673,6585,6218,12798,403,403,808,6463,6241,12706,376,370,746,7250,7010,14256,356,319,672,6258,5724,11986,337,278,621,6949,6326,13272,199,197,397,4475,4242,8720,304,198,506,4979,4644,9626,189,201,391,4426,4504,8927,284,216,493,4897,4917,9810,154,174,328,4468,5016,9492,252,261,513,4873,5456,10326,194,202,393,5817,6043,11860,317,273,590,6323,6517,12843,200,191,385,6491,7074,13565,422,308,727,7109,7572,14677,174,194,364,7079,7128,14209,416,288,705,7668,7612,15277,132,170,307,7371,7437,14800,423,304,733,7929,7912,15837,100,135,240,6966,7117,14079,377,291,669,7443,7543,14987,95,86,179,7231,6898,14129,350,310,662,7675,7295,14971,132,134,268,16299,17884,34183,915,1018,1930,17345,19035,36380,3124,3128,6257,95046,96297,191338,5445,4777,10220,103618,104203,207821,474,399,869,5354,4900,10251,398,348,741,6221,5645,11863,486,458,947,6107,5678,11784,435,414
102,527,526,1057,9173,8675,17842,469,408,876,10171,9606,19772,552,523,1071,9246,8671,17919,475,461,935,10273,9651,19927,618,562,1191,9447,9445,18885,479,440,923,10545,10451,20994,587,514,1103,9810,9216,19026,515,428,944,10912,10161,21072,418,375,791,7930,7745,15674,393,322,711,8734,8444,17178,240,308,547,7124,7567,14686,402,290,693,7767,8166,15931,230,241,477,7284,7979,15272,350,318,664,7861,8547,16411,206,251,459,8705,9530,18232,456,370,823,9359,10151,19515,227,279,508,9172,10263,19434,469,425,894,9871,10971,20839,213,286,497,9603,10370,19969,484,390,875,10302,11049,21349,205,210,414,9599,10524,20131,489,468,959,10300,11209,21504,129,143,275,8848,9521,18374,428,352,784,9408,10023,19432,109,137,239,8525,9385,17910,409,400,811,9042,9923,18967,169,217,383,24680,31200,55881,1312,1714,3024,26161,33129,59286,4433,4585,9024,139140,150101,289240,7126,6796,13922,150699,161483,312181,787,720,1502,8641,8148,16781,464,430,892,9886,9299,19180,719,723,1440,9604,8898,18504,480,490
103,706,674,1378,5994,5618,11610,389,332,718,7091,6623,13706,640,600,1240,5914,5536,11443,334,316,651,6883,6450,13335,717,682,1398,6204,5809,12013,380,319,698,7297,6814,14109,646,584,1228,5923,5709,11630,340,287,620,6903,6579,13480,449,411,860,5187,4834,10016,326,237,568,5957,5478,11440,326,309,642,4617,4700,9314,237,189,430,5188,5204,10385,260,269,524,4586,4782,9371,265,191,457,5115,5238,10348,268,318,590,5237,5474,10714,319,280,597,5829,6075,11903,285,329,619,5653,5924,11579,322,244,571,6269,6501,12766,263,281,542,6070,6126,12192,296,249,548,6633,6652,13288,225,202,424,6320,6230,12550,283,225,501,6820,6650,13478,165,168,336,5960,5794,11750,316,224,542,6447,6191,12634,154,132,281,5924,5772,11695,299,246,547,6373,6151,12527,223,231,454,14473,16617,31091,835,959,1791,15527,17812,33343,5320,5194,10513,88061,88921,176977,4943,4302,9245,98324,98412,196738,898,758,1661,5434,5227,10659,492,473,971,6829,6464,13292,818,780,1600,5955,5675,11631,514,517
104,396,364,756,3342,3234,6577,173,150,319,3907,3752,7658,361,368,733,3594,3341,6934,174,178,356,4131,3891,8021,394,405,792,4058,3846,7898,205,209,413,4651,4451,9100,334,354,693,3978,3728,7708,163,171,331,4484,4246,8729,238,220,454,2644,2654,5299,145,130,277,3020,3000,6026,180,196,373,2410,2554,4973,126,97,218,2711,2848,5557,130,161,294,2497,2795,5288,101,116,218,2732,3076,5801,162,176,338,3189,3495,6686,147,124,273,3499,3799,7301,182,212,389,3459,4075,7544,160,136,295,3801,4426,8226,133,179,315,4035,4472,8508,186,157,340,4352,4805,9161,150,158,302,4470,4991,9459,194,156,348,4805,5303,10110,108,118,225,4681,4694,9378,182,154,336,4972,4965,9933,60,79,141,4596,4487,9082,173,173,345,4834,4728,9565,106,130,239,11261,12804,24074,514,576,1093,11884,13519,25401,2930,3110,6044,58217,61178,119396,2640,2521,5166,63791,66812,130605,399,407,809,3045,2822,5872,212,239,455,3664,3470,7132,478,444,925,3568,3513,7077,282,240
105,1114,1170,2280,2901,2702,5602,248,211,461,4258,4089,8348,1091,1010,2102,2780,2670,5447,234,200,438,4103,3882,7988,1071,1014,2085,2766,2652,5415,253,176,433,4087,3847,7933,948,934,1882,2722,2453,5175,205,197,403,3881,3578,7462,701,730,1431,2234,2316,4554,166,151,315,3103,3193,6300,555,557,1108,2386,2565,4956,167,142,305,3108,3262,6367,447,493,939,2236,2505,4750,138,121,259,2825,3127,5946,477,601,1073,2646,2690,5336,175,143,317,3292,3433,6724,491,611,1106,2844,2926,5767,224,192,416,3561,3724,7289,463,488,950,3200,3184,6384,202,191,394,3861,3867,7729,390,460,856,3493,3448,6946,245,190,440,4129,4101,8237,349,332,685,3225,3086,6313,206,180,392,3782,3601,7385,263,277,536,3204,2935,6138,202,147,357,3670,3361,7029,356,450,806,7915,8932,16851,569,631,1202,8842,10015,18858,8703,9138,17841,44555,45066,89619,3250,2878,6133,56507,57085,113593,1150,1064,2218,2393,2390,4784,322,315,630,3865,3767,7635,1133,1105,2242,2624,2457,5077,319,349
106,623,614,1229,7843,7383,15228,335,392,722,8800,8380,17185,612,629,1248,7600,7117,14721,360,350,716,8580,8105,16685,600,599,1194,7744,7444,15192,397,363,766,8743,8408,17156,573,515,1090,7480,7289,14767,428,353,781,8482,8162,16635,384,391,770,6599,6216,12819,377,261,635,7358,6861,14225,308,291,601,6413,6474,12882,295,251,550,7013,7016,14024,281,235,518,6594,6645,13240,300,227,529,7176,7104,14282,257,293,549,7197,7600,14796,350,280,628,7805,8169,15971,255,303,559,7509,7848,15361,361,319,674,8123,8472,16593,215,257,479,7706,7801,15501,383,299,683,8311,8356,16664,188,228,417,7686,7809,15496,378,319,702,8249,8358,16609,131,161,290,7142,7293,14437,373,317,693,7645,7776,15420,103,109,214,6991,7110,14108,365,301,664,7471,7517,14988,164,187,355,15991,18344,34336,981,1135,2111,17144,19659,36801,4694,4807,9503,110509,112381,222889,5692,5162,10856,120901,122350,243248,954,895,1855,7378,7081,14451,481,475,956,8821,8449,17269,1020,906,1925,7993,7641,15640,606,531
107,410,406,813,8159,7746,15897,321,336,660,8887,8487,17370,400,347,751,8147,7774,15920,323,326,658,8871,8455,17326,419,386,803,8571,8043,16620,331,298,629,9324,8727,18054,397,387,782,9048,8496,17545,371,322,694,9816,9203,19019,299,272,569,9138,8659,17798,439,385,822,9873,9313,19186,231,225,462,7903,7795,15692,434,290,724,8565,8311,16876,161,168,327,7507,7729,15238,342,244,586,8010,8138,16147,170,193,358,8476,8953,17431,316,266,588,8962,9416,18377,169,200,365,8470,8945,17413,349,254,600,8985,9393,18378,147,188,336,9070,9332,18400,364,294,662,9576,9814,19396,120,151,274,8825,9209,18038,372,306,675,9322,9671,18994,96,113,211,7706,8231,15935,323,279,606,8123,8623,16751,71,67,136,7320,7412,14727,333,266,593,7716,7748,15463,94,154,253,19100,23193,42288,945,1166,2112,20141,24513,44652,3179,3269,6442,127434,131504,258940,5570,5027,10596,136182,139799,275983,474,458,935,8080,7635,15716,431,388,822,8989,8490,17473,486,516,999,8658,8139,16790,381,332
108,748,651,1401,4725,4513,9240,229,246,476,5704,5419,11119,728,666,1393,5085,4838,9923,240,271,511,6051,5775,11824,681,677,1354,5642,5393,11029,322,266,590,6639,6327,12967,630,589,1228,5407,5106,10517,261,247,511,6304,5943,12249,371,398,768,3384,3317,6700,230,142,369,3986,3847,7834,294,302,596,3077,3349,6427,166,135,300,3541,3791,7326,257,241,493,3375,3831,7204,171,123,295,3805,4190,7991,271,317,588,4394,4952,9346,193,198,390,4864,5466,10331,260,336,592,5080,5704,10783,250,210,457,5589,6249,11840,274,323,601,5837,6474,12311,258,227,483,6373,7026,13400,249,288,538,6554,7261,13817,349,258,612,7154,7809,14964,209,239,446,6688,6989,13671,345,267,611,7237,7488,14730,150,165,317,7314,7574,14886,337,272,611,7801,8015,15815,231,242,476,21570,24137,45711,1120,1420,2534,22925,25795,48718,5359,5440,10798,88134,93439,181568,4477,4269,8741,97966,103140,201110,780,809,1585,4160,3871,8032,331,310,641,5271,4991,10264,867,813,1685,4995,4777,9776,364,384
109,209,229,436,3082,3006,6092,163,156,316,3451,3391,6845,203,193,393,3182,3057,6242,168,143,318,3561,3392,6954,215,179,394,3384,3293,6670,191,168,356,3786,3630,7420,196,184,384,3552,3321,6873,200,137,339,3958,3639,7594,114,123,233,2648,2772,5421,165,133,298,2934,3026,5950,98,113,213,2527,2666,5192,136,98,238,2761,2878,5638,57,93,147,2567,2692,5258,139,91,232,2762,2874,5636,77,87,161,2936,3078,6011,132,112,250,3144,3281,6421,64,110,181,3172,3381,6554,153,125,281,3395,3616,7010,88,116,202,3315,3561,6878,155,130,289,3557,3807,7372,84,80,170,3691,3844,7532,191,131,324,3973,4055,8023,57,61,120,3539,3578,7114,189,131,318,3790,3770,7556,49,51,98,3612,3441,7052,169,129,299,3833,3624,7452,75,75,143,9035,10133,19171,548,585,1133,9651,10793,20445,1599,1684,3280,50249,51807,102053,2708,2271,4985,54549,55766,110320,263,213,481,3079,2862,5947,243,236,478,3588,3320,6910,230,250,486,3229,3127,6362,265,240
110,1087,1027,2117,4753,4625,9376,303,288,590,6145,5943,12086,955,952,1901,4904,4594,9493,289,299,588,6142,5845,11985,960,970,1929,5150,4631,9781,334,321,659,6446,5920,12362,870,858,1725,5020,4881,9904,309,282,592,6203,6021,12227,585,605,1187,4238,4282,8522,268,240,511,5098,5125,10222,443,508,957,3839,3946,7782,238,197,432,4518,4650,9166,364,468,832,3795,4102,7897,245,201,448,4406,4774,9174,426,481,913,4235,4656,8895,241,236,477,4905,5379,10281,419,500,918,4753,4961,9710,290,265,547,5453,5729,11179,385,445,833,5159,5322,10478,249,227,476,5792,6001,11788,379,404,783,5463,5752,11215,324,250,573,6166,6404,12568,269,280,545,5368,5172,10539,297,220,519,5932,5673,11604,227,217,442,5201,5160,10362,269,209,477,5699,5584,11279,330,380,713,12966,15042,28013,715,830,1542,14012,16258,30265,7704,8092,15795,74845,77130,151978,4363,4064,8424,86906,89286,176197,1234,1126,2358,4190,4078,8272,459,465,921,5884,5673,11555,1157,1082,2241,4636,4494,9130,452,458
