SA4_CODE_2021,C16_SH_3b_NPFH_4,C16_SH_3b_NPFH_5,C16_SH_3b_NPFH_6_mor,C16_SH_3b_Tot,C16_SH_4mb_NPFH_2,C16_SH_4mb_NPFH_3,C16_SH_4mb_NPFH_4,C16_SH_4mb_NPFH_5,C16_SH_4mb_NPFH_6_mor,C16_SH_4mb_Tot,C16_SH_NB_NS_NPFH_2,C16_SH_NB_NS_NPFH_3,C16_SH_NB_NS_NPFH_4,C16_SH_NB_NS_NPFH_5,C16_SH_NB_NS_NPFH_6_mor,C16_SH_NB_NS_Tot,C16_SH_Tot_NPFH_2,C16_SH_Tot_NPFH_3,C16_SH_Tot_NPFH_4,C16_SH_Tot_NPFH_5,C16_SH_Tot_NPFH_6_mor,C16_SH_Tot_Tot,C16_SDRTHT_0b_s_a_b_NPFH_2,C16_SDRTHT_0b_s_a_b_NPFH_3,C16_SDRTHT_0b_s_a_b_NPFH_4,C16_SDRTHT_0b_s_a_b_NPFH_5,C16_SDRTHT_0b_s_a_b_NPFH_6mor,C16_SDRTHT_0b_s_a_b_Tot,C16_SDRTHT_1b_NPFH_2,C16_SDRTHT_1b_NPFH_3,C16_SDRTHT_1b_NPFH_4,C16_SDRTHT_1b_NPFH_5,C16_SDRTHT_1b_NPFH_6_mor,C16_SDRTHT_1b_Tot,C16_SDRTHT_2b_NPFH_2,C16_SDRTHT_2b_NPFH_3,C16_SDRTHT_2b_NPFH_4,C16_SDRTHT_2b_NPFH_5,C16_SDRTHT_2b_NPFH_6_mor,C16_SDRTHT_2b_Tot,C16_SDRTHT_3b_NPFH_2,C16_SDRTHT_3b_NPFH_3,C16_SDRTHT_3b_NPFH_4,C16_SDRTHT_3b_NPFH_5,C16_SDRTHT_3b_NPFH_6_mor,C16_SDRTHT_3b_Tot,C16_SDRTHT_4mb_NPFH_2,C16_SDRTHT_4mb_NPFH_3,C16_SDRTHT_4mb_NPFH_4,C16_SDRTHT_4mb_NPFH_5,C16_SDRTHT_4mb_NPFH_6_mor,C16_SDRTHT_4mb_Tot,C16_SDRTHT_NB_NS_NPFH_2,C16_SDRTHT_NB_NS_NPFH_3,C16_SDRTHT_NB_NS_NPFH_4,C16_SDRTHT_NB_NS_NPFH_5,C16_SDRTHT_NB_NS_NPFH_6_mor,C16_SDRTHT_NB_NS_Tot,C16_SDRTHT_Tot_NPFH_2,C16_SDRTHT_Tot_NPFH_3,C16_SDRTHT_Tot_NPFH_4,C16_SDRTHT_Tot_NPFH_5,C16_SDRTHT_Tot_NPFH_6_mor,C16_SDRTHT_Tot_Tot,C16_F_a_0b_s_a_b_NPFH_2,C16_F_a_0b_s_a_b_NPFH_3,C16_F_a_0b_s_a_b_NPFH_4,C16_F_a_0b_s_a_b_NPFH_5,C16_F_a_0b_s_a_b_NPFH_6_mor,C16_F_a_0b_s_a_b_Tot,C16_F_a_1b_NPFH_2,C16_F_a_1b_NPFH_3,C16_F_a_1b_NPFH_4,C16_F_a_1b_NPFH_5,C16_F_a_1b_NPFH_6_mor,C16_F_a_1b_Tot,C16_F_a_2b_NPFH_2,C16_F_a_2b_NPFH_3,C16_F_a_2b_NPFH_4,C16_F_a_2b_NPFH_5,C16_F_a_2b_NPFH_6_mor,C16_F_a_2b_Tot,C16_F_a_3b_NPFH_2,C16_F_a_3b_NPFH_3,C16_F_a_3b_NPFH_4,C16_F_a_3b_NPFH_5,C16_F_a_3b_NPFH_6_mor,C16_F_a_3b_Tot,C16_F_a_4mb_NPFH_2,C16_F_a_4mb_NPFH_3,C16_F_a_4mb_NPFH_4,C16_F_a_4mb_NPFH_5,C16_F_a_4mb_NPFH_6_mor,C16_F_a_4mb_Tot,C16_F_a_NB_NS_NPFH_2,C16_F_a_NB_NS_NPFH_3,C16_F_a_NB_NS_NPFH_4,C16_F_a_NB_NS_NPFH_5,C16_F_a_NB_NS_NPFH_6_mor,C16_F_a_NB_NS_Tot,C16_F_a_Tot_NPFH_2,C16_F_a_Tot_NPFH_3,C16_F_a_Tot_NPFH_4,C16_F_a_Tot_NPFH_5,C16_F_a_Tot_NPFH_6_mor,C16_F_a_Tot_Tot,C16_OD_0b_s_a_b_NPFH_2,C16_OD_0b_s_a_b_NPFH_3,C16_OD_0b_s_a_b_NPFH_4,C16_OD_0b_s_a_b_NPFH_5,C16_OD_0b_s_a_b_NPFH_6_mor,C16_OD_0b_s_a_b_Tot,C16_OD_1b_NPFH_2,C16_OD_1b_NPFH_3,C16_OD_1b_NPFH_4,C16_OD_1b_NPFH_5,C16_OD_1b_NPFH_6_mor,C16_OD_1b_Tot,C16_OD_2b_NPFH_2,C16_OD_2b_NPFH_3,C16_OD_2b_NPFH_4,C16_OD_2b_NPFH_5,C16_OD_2b_NPFH_6_mor,C16_OD_2b_Tot,C16_OD_3b_NPFH_2,C16_OD_3b_NPFH_3,C16_OD_3b_NPFH_4,C16_OD_3b_NPFH_5,C16_OD_3b_NPFH_6_mor,C16_OD_3b_Tot,C16_OD_4mb_NPFH_2,C16_OD_4mb_NPFH_3,C16_OD_4mb_NPFH_4,C16_OD_4mb_NPFH_5,C16_OD_4mb_NPFH_6_mor,C16_OD_4mb_Tot,C16_OD_NB_NS_NPFH_2,C16_OD_NB_NS_NPFH_3,C16_OD_NB_NS_NPFH_4,C16_OD_NB_NS_NPFH_5,C16_OD_NB_NS_NPFH_6_mor,C16_OD_NB_NS_Tot,C16_OD_Tot_NPFH_2,C16_OD_Tot_NPFH_3,C16_OD_Tot_NPFH_4,C16_OD_Tot_NPFH_5,C16_OD_Tot_NPFH_6_mor,C16_OD_Tot_Tot,C16_DS_NS_NPFH_2,C16_DS_NS_NPFH_3,C16_DS_NS_NPFH_4,C16_DS_NS_NPFH_5,C16_DS_NS_NPFH_6_mor,C16_DS_NS_Tot,C16_Tot_NPFH_2,C16_Tot_NPFH_3,C16_Tot_NPFH_4,C16_Tot_NPFH_5,C16_Tot_NPFH_6_mor,C16_Tot_Tot,C21_SH_0b_s_a_b_NPFH_2,C21_SH_0b_s_a_b_NPFH_3,C21_SH_0b_s_a_b_NPFH_4,C21_SH_0b_s_a_b_NPFH_5,C21_SH_0b_s_a_b_NPFH_6_mor,C21_SH_0b_s_a_b_Tot,C21_SH_1b_NPFH_2,C21_SH_1b_NPFH_3,C21_SH_1b_NPFH_4,C21_SH_1b_NPFH_5,C21_SH_1b_NPFH_6_mor,C21_SH_1b_Tot,C21_SH_2b_NPFH_2,C21_SH_2b_NPFH_3,C21_SH_2b_NPFH_4,C21_SH_2b_NPFH_5,C21_SH_2b_NPFH_6_mor,C21_SH_2b_Tot,C21_SH_3b_NPFH_2,C21_SH_3b_NPFH_3,C21_SH_3b_NPFH_4,C21_SH_3b_NPFH_5,C21_SH_3b_NPFH_6_mor,C21_SH_3b_Tot,C21_SH_4mb_NPFH_2,C21_SH_4mb_NPFH_3,C21_SH_4mb_NPFH_4,C21_SH_4mb_NPFH_5,C21_SH_4mb_NPFH_6_mor,C21_SH_4mb_Tot,C21_SH_NB_NS_NPFH_2,C21_SH_NB_NS_NPFH_3,C21_SH_NB_NS_NPFH_4,C21_SH_NB_NS_NPFH_5,C21_SH_NB_NS_NPFH_6_mor,C21_SH_NB_NS_Tot,C21_SH_Tot_NPFH_2,C21_SH_Tot_NPFH_3,C21_SH_Tot_NPFH_4,C21_SH_Tot_NPFH_5
111,8172,2134,567,39243,9811,6637,9487,5059,2306,33293,483,178,127,61,52,903,35077,17891,18548,7397,2971,81872,0,0,0,0,0,0,199,10,5,0,0,213,2639,482,151,43,5,3323,1942,893,532,165,57,3587,157,123,144,89,43,553,77,22,11,0,11,120,5011,1534,848,301,111,7801,13,0,0,0,0,16,427,41,6,0,0,469,1556,322,100,16,4,1995,609,221,126,32,17,1001,36,34,31,6,7,113,47,9,5,4,0,70,2690,628,272,55,23,3674,12,5,0,0,0,12,54,0,0,0,0,54,80,30,4,0,0,118,36,11,19,3,0,76,13,9,9,5,3,38,5,4,0,0,3,14,201,54,34,9,11,309,112,33,23,4,11,187,43090,20136,19717,7765,3131,93842,29,8,10,4,0,55,305,42,18,9,8,380,5629,1360,574,105,29,7696,19764,9558,7844,1932,586,39682,12478,8106,11439,5816,2572,40406,274,129,96,35,34,565,38472,19195,19984,7894
112,4137,1319,417,22867,7429,4014,5159,3049,1632,21283,385,133,80,50,37,684,23402,10033,9790,4539,2135,49905,6,0,0,0,0,7,90,8,4,4,0,103,1559,330,133,18,4,2047,2175,906,582,154,40,3852,128,92,90,49,24,381,84,25,11,3,3,125,4043,1357,818,230,72,6522,10,0,0,0,0,12,119,11,6,0,0,135,1325,275,104,9,3,1721,543,249,113,33,12,952,30,15,25,10,12,104,43,10,3,0,0,58,2068,556,256,62,34,2973,45,7,3,0,0,55,230,13,8,0,0,256,329,48,17,3,0,396,106,34,21,13,3,180,25,14,22,27,14,102,37,3,4,0,0,44,773,124,73,41,20,1035,211,72,39,28,15,364,30498,12148,10971,4904,2266,60790,86,22,21,5,5,130,638,91,23,15,21,790,3387,760,397,103,27,4669,12087,5089,4024,1162,442,22808,9030,4705,5973,3436,1971,25111,252,128,88,42,36,560,25487,10788,10527,4766
113,2760,1034,317,16283,5955,3093,3932,2577,1369,16923,340,84,76,36,28,563,16953,6915,6932,3703,1750,36248,0,0,0,0,0,0,23,6,0,0,0,20,259,59,28,10,0,356,142,48,40,5,7,240,11,8,10,0,3,24,9,0,0,0,0,16,440,117,78,12,9,662,6,3,0,0,0,8,56,9,5,0,0,65,576,213,98,32,11,918,132,71,46,10,8,262,13,9,7,3,0,33,28,6,8,0,0,42,807,307,159,45,16,1329,8,0,0,0,0,11,30,0,0,0,0,33,24,6,6,0,0,39,32,19,18,5,4,83,33,15,19,18,11,93,6,0,0,0,0,13,143,35,38,24,10,260,94,33,35,27,11,198,18425,7412,7245,3817,1799,38701,20,5,0,0,0,32,128,22,14,0,8,166,1706,356,147,45,16,2265,8749,3452,2620,988,407,16211,7098,3600,4384,2795,1567,19441,232,85,56,42,22,432,17929,7517,7215,3869
114,2322,700,241,15288,7516,3183,3694,2173,1161,17728,299,83,64,27,31,506,19073,6744,6280,2954,1452,36503,0,0,0,0,0,0,22,10,0,0,0,32,528,64,25,4,0,615,415,118,51,18,4,605,46,11,12,10,9,89,25,0,4,0,0,34,1031,201,98,36,19,1380,0,0,0,0,0,0,29,4,3,0,0,32,168,28,11,0,0,210,101,30,15,0,0,146,13,4,4,6,0,34,0,0,0,5,0,7,309,72,33,17,3,440,4,5,0,0,0,10,57,5,0,0,0,62,191,18,4,3,0,223,63,14,7,0,4,95,11,7,8,4,4,39,12,0,3,0,0,19,352,42,30,9,7,447,126,31,40,24,9,223,20891,7096,6473,3042,1490,38987,27,4,3,4,0,47,235,28,18,3,6,290,2017,387,215,44,9,2673,9463,3050,2306,644,205,15673,9654,3902,4449,2465,1299,21771,178,71,55,24,14,339,21572,7441,7051,3185
115,2520,780,228,10276,9740,7957,12602,6565,3390,40262,186,98,101,61,61,506,14975,10821,15390,7462,3710,52351,3,0,0,0,0,3,27,5,0,0,0,32,445,105,59,7,5,623,1087,859,864,182,35,3024,314,352,517,248,119,1550,31,10,8,0,4,50,1913,1338,1448,436,161,5287,3,0,4,0,0,4,116,24,4,0,0,143,650,267,122,19,9,1065,298,179,133,30,15,650,10,5,7,6,11,43,23,4,0,3,0,31,1096,479,271,57,28,1938,0,0,0,0,0,6,17,3,0,0,0,21,17,10,5,0,0,29,8,8,11,0,0,27,8,10,8,9,4,37,3,0,0,0,0,5,58,26,22,13,3,131,73,43,36,20,12,183,18112,12710,17167,7984,3910,59888,14,11,7,3,0,31,126,20,19,5,5,184,843,275,128,42,23,1314,4357,2522,2383,654,199,10110,12602,10197,15274,7337,3969,49384,113,89,104,40,40,382,18062,13117,17909,8083
116,7174,2934,1663,29655,6060,6745,10070,5635,4712,33214,366,275,213,154,185,1200,18076,15302,17845,8860,6653,66736,8,6,7,8,4,27,111,19,8,0,0,144,579,344,237,54,23,1243,1823,1950,1921,738,355,6791,888,1038,1724,772,524,4951,78,37,34,19,20,194,3485,3393,3932,1594,942,13343,5,8,5,0,0,14,114,21,8,0,0,148,1068,798,506,128,58,2558,129,180,184,77,34,600,18,18,27,11,14,88,30,23,13,6,0,78,1366,1038,738,229,110,3480,4,0,0,0,0,4,13,0,0,0,0,15,63,24,12,0,3,93,28,19,23,14,5,90,14,7,11,3,6,42,0,0,0,0,0,0,114,55,44,19,12,247,73,69,41,24,14,221,23115,19857,22605,10725,7731,84031,24,10,12,9,0,53,175,44,21,11,13,260,1792,754,385,101,44,3073,11097,7933,7414,2678,1350,30464,9422,10871,15392,7253,5528,48465,305,234,200,93,102,934,22811,19841,23418,10145
117,1414,410,146,4915,671,663,1081,654,489,3559,57,33,28,18,17,158,3327,2258,2749,1120,669,10127,20,0,0,3,0,30,627,47,19,3,0,695,3489,1231,639,63,18,5440,2639,1950,1883,404,110,6989,596,551,840,431,221,2639,109,57,28,15,13,232,7490,3839,3409,921,365,16023,648,57,13,3,5,716,10138,861,191,38,12,11238,11774,5223,2653,633,281,20562,2092,1348,1135,373,226,5175,112,76,95,55,43,379,346,117,75,44,37,611,25111,7683,4156,1133,601,38682,9,4,0,0,0,4,78,12,0,0,0,96,96,46,28,6,0,174,32,26,39,10,14,117,9,12,11,7,8,47,4,3,0,0,0,14,226,101,76,29,28,451,156,77,47,14,8,304,36306,13957,10439,3219,1668,65587,14,5,0,0,0,13,96,11,5,3,3,119,849,315,158,30,7,1359,1980,1283,1356,295,117,5034,952,892,1359,766,488,4458,41,16,21,6,9,92,3926,2518,2899,1108
118,1702,433,86,5894,2462,1973,3487,2312,983,11216,95,39,48,22,17,215,5457,3594,5379,2796,1096,18323,9,3,4,0,0,16,122,15,9,4,0,149,1614,649,425,67,10,2753,2318,1796,2122,484,88,6802,746,799,1441,679,221,3894,66,33,19,10,4,133,4875,3296,4021,1234,315,13751,228,18,0,9,0,259,3958,349,66,5,0,4386,10304,4635,2018,311,54,17322,2411,1510,1371,299,100,5695,159,113,166,117,41,600,270,99,36,9,11,417,17333,6732,3662,745,210,28679,3,0,0,0,0,3,71,15,7,0,0,88,123,55,25,4,0,206,37,35,35,18,6,130,5,11,12,10,11,50,5,0,0,0,0,11,247,110,74,38,17,492,94,45,52,23,19,230,28017,13783,13183,4838,1658,61475,5,3,0,0,0,16,59,7,0,0,3,69,481,166,98,14,3,761,2433,1310,1509,331,63,5652,3102,2348,4053,2394,902,12802,43,22,29,16,10,122,6124,3856,5697,2758
119,9341,3901,2498,36813,6767,6329,9666,6571,5769,35104,514,243,264,187,231,1444,23932,16896,20454,11116,8763,81156,17,9,5,4,6,41,221,22,19,3,0,270,1940,982,647,179,67,3813,3057,2517,2549,1095,560,9776,955,1097,1667,1060,869,5650,126,81,55,42,46,347,6312,4710,4942,2385,1547,19898,59,38,23,8,9,139,1919,468,121,30,13,2553,11146,8475,5802,1802,617,27834,1427,1538,1564,788,535,5855,55,70,119,97,97,440,338,189,147,52,29,758,14943,10787,7769,2784,1296,37579,4,0,0,0,0,4,42,15,3,0,6,62,127,104,56,16,9,314,42,46,57,31,31,196,22,6,26,14,17,92,8,4,8,3,0,26,235,175,147,66,66,686,161,87,75,51,36,407,45581,32658,33380,16400,11704,139732,41,7,10,3,7,62,203,60,33,20,27,335,3504,1505,876,340,179,6410,12708,8247,8325,3383,1987,34644,8982,7893,10985,7365,6414,41640,309,186,193,124,168,970,25747,17895,20417,11229
120,3629,996,289,12599,2527,2367,4181,2369,1420,12872,156,72,58,31,40,355,8904,6266,8307,3487,1793,28758,6,0,0,0,0,6,245,27,6,4,0,281,2564,1170,695,86,15,4534,2455,1899,2109,481,113,7058,641,624,1065,509,239,3077,62,35,30,5,6,139,5974,3750,3902,1094,376,15097,84,22,11,3,0,119,2744,431,92,18,4,3293,8898,5385,3022,640,177,18125,1855,1403,1291,465,186,5197,112,69,115,73,54,426,194,86,65,35,11,388,13890,7392,4591,1236,437,27551,0,0,0,0,0,0,87,8,0,0,0,98,165,83,25,9,3,289,53,59,46,24,4,178,10,12,12,9,16,65,5,10,0,0,0,17,323,165,89,42,26,647,150,83,67,30,13,345,29242,17663,16963,5886,2641,72398,17,0,4,6,3,25,107,7,7,5,3,130,1739,650,356,42,17,2810,5392,3305,3580,826,218,13322,3651,3085,4850,2739,1409,15726,65,40,54,20,24,200,10975,7088,8849,3641
121,5296,1171,267,18374,9536,7633,13416,7179,2703,40459,220,117,114,56,38,541,18699,12632,19190,8484,3032,62043,8,0,0,0,0,8,122,12,8,0,6,139,1088,454,219,22,7,1790,2153,1294,1227,300,52,5024,362,322,481,198,61,1417,34,19,12,10,0,72,3759,2103,1945,527,113,8448,209,19,11,0,0,237,4684,649,113,17,5,5465,11751,6206,2931,474,122,21486,3611,2172,1887,421,134,8220,143,91,137,64,20,460,189,110,50,15,8,371,20591,9240,5125,1000,282,36243,4,0,0,0,0,4,23,0,0,0,0,27,40,17,15,5,0,79,14,8,7,3,0,34,0,3,6,3,3,16,4,0,0,0,0,4,80,31,27,9,6,159,109,37,27,21,9,209,43240,24042,26315,10051,3448,107094,9,0,0,0,0,12,104,21,14,7,9,147,1389,465,278,50,16,2204,7182,4012,4509,919,226,16848,11521,8824,14381,7045,2608,44370,96,52,85,30,18,282,20296,13373,19274,8049
122,4442,1122,209,14484,5920,4705,8943,4984,2088,26636,183,85,100,37,44,447,12906,8497,13842,6236,2374,43858,0,0,0,0,0,0,141,12,6,0,0,157,761,240,131,21,3,1150,1200,663,805,159,34,2863,186,169,291,152,53,844,34,12,4,3,0,53,2325,1091,1235,336,90,5073,45,6,5,0,0,59,2008,200,42,4,0,2249,6108,2894,1363,213,34,10616,1385,725,660,151,35,2951,66,53,88,50,29,285,136,39,25,11,4,217,9758,3911,2185,432,97,16383,0,5,0,0,0,0,25,0,0,0,0,26,67,30,16,0,0,117,27,10,11,4,0,53,8,3,8,8,5,23,3,0,0,0,0,10,132,51,38,4,8,237,95,46,43,14,7,210,25216,13605,17347,7018,2577,65762,24,6,7,0,0,40,261,39,13,14,10,340,1198,489,330,64,27,2114,5449,3101,4043,849,184,13626,7389,5390,9976,5334,2138,30229,86,51,50,29,22,237,14419,9076,14425,6289
123,5397,1828,904,23531,7933,6699,9407,5454,3787,33270,317,161,153,101,102,835,18536,13196,15162,7470,4841,59194,11,3,3,0,0,14,78,12,4,0,0,91,1179,421,209,59,17,1887,1316,950,707,277,164,3418,141,145,195,140,126,747,62,35,16,14,8,135,2784,1567,1138,496,315,6299,4,0,0,0,0,5,60,11,0,0,0,68,525,197,90,17,6,835,192,71,36,15,12,323,6,5,3,3,0,14,14,6,0,0,0,24,801,286,132,35,16,1271,3,0,0,0,0,3,15,0,0,0,0,17,16,9,4,0,0,27,10,8,13,4,0,36,3,8,5,6,3,33,0,0,0,0,0,0,52,26,22,12,11,120,145,16,19,6,4,202,22312,15097,16475,8015,5189,67079,16,10,3,5,0,36,168,27,15,10,0,235,1090,340,167,53,15,1670,9743,5991,5132,1727,790,23377,10460,8724,11568,6653,4466,41874,219,155,135,69,65,643,21704,15251,17018,8509
124,6628,2076,795,30803,9517,7142,9507,5650,3566,35392,378,202,146,87,80,888,25743,15603,16619,7909,4486,70356,5,4,0,0,0,11,74,9,10,0,0,86,750,189,55,14,4,1014,1925,1224,778,289,123,4339,120,105,134,88,65,516,83,23,10,4,0,118,2958,1556,987,397,193,6086,6,0,0,0,0,3,77,16,3,0,0,99,948,347,172,32,6,1506,119,71,64,16,13,293,6,3,7,0,0,20,28,8,3,3,0,41,1189,449,243,55,24,1959,0,0,0,0,0,0,15,0,0,0,0,17,28,13,0,0,0,41,20,15,3,7,0,43,14,5,3,3,3,26,0,0,0,0,0,0,78,33,8,4,7,133,113,49,37,21,19,246,30076,17682,17894,8392,4724,78775,24,7,7,0,3,42,204,39,15,5,9,277,2345,616,229,49,26,3256,14162,7482,6180,1791,638,30259,11923,8641,10918,6236,3824,41539,237,131,101,62,43,579,28889,16916,17466,8141
125,6790,3087,2136,27293,5183,4951,7228,4745,4689,26802,347,176,161,145,211,1037,16842,12720,15093,8347,7266,60270,12,9,4,0,5,26,229,40,12,3,5,287,1501,881,601,147,48,3174,2284,2485,2600,1039,530,8938,555,745,1019,623,545,3486,102,61,44,34,35,270,4688,4212,4275,1847,1165,16181,98,29,15,7,6,155,1610,494,118,20,4,2243,8415,6928,4479,1248,433,21502,1180,1285,1334,655,462,4913,48,48,72,44,66,275,249,151,102,43,36,580,11594,8923,6114,2016,1006,29663,0,0,0,0,0,5,12,4,0,0,0,22,56,61,52,25,7,185,27,34,40,30,22,145,13,17,18,11,23,86,3,0,5,0,3,16,112,115,116,71,50,456,117,97,60,39,34,351,33351,26069,25660,12328,9525,106933,34,10,7,17,5,69,199,53,33,17,17,317,2258,1024,670,243,138,4335,8672,5903,6001,2625,1756,24967,6579,6008,8375,5228,5238,31436,232,160,162,121,150,819,17970,13153,15254,8252
126,2802,712,235,10089,3664,3162,5228,2955,1598,16610,127,73,57,27,40,318,8537,6032,8342,3750,1902,28565,4,0,0,0,0,9,95,16,0,0,0,112,981,480,246,52,4,1766,1168,951,915,221,74,3332,179,239,318,162,84,980,27,18,16,8,9,68,2451,1701,1496,438,173,6262,20,6,0,0,0,29,1504,261,44,6,3,1816,3794,2421,1310,216,50,7791,463,409,397,128,39,1437,19,16,19,16,10,83,56,35,19,7,0,110,5857,3146,1787,373,106,11267,0,0,0,0,0,4,3,0,0,0,0,10,20,4,8,0,0,28,0,11,10,4,0,26,3,6,3,0,0,10,0,0,0,0,0,0,31,20,19,6,4,74,64,39,33,16,6,156,16931,10944,11681,4579,2186,46324,4,0,0,0,0,6,65,11,10,10,9,97,807,264,175,40,17,1307,3796,2225,2425,559,186,9201,4807,3793,5747,2892,1539,18784,63,42,48,18,18,181,9547,6340,8402,3515
127,7043,3453,2179,28379,7917,8372,12155,8159,7431,44033,455,305,259,204,246,1467,18626,16121,19888,12004,10000,76644,5,5,9,4,3,28,102,13,4,4,0,117,917,459,329,91,31,1832,1667,1730,1716,849,474,6447,206,262,413,292,298,1472,71,60,49,21,16,217,2969,2535,2523,1266,832,10115,22,5,5,0,0,38,326,102,33,6,0,467,2854,2062,1429,409,147,6902,360,407,476,252,132,1621,13,16,23,22,25,94,110,58,30,25,5,229,3686,2655,1997,707,311,9353,0,0,0,0,0,0,12,0,0,0,0,24,28,17,8,0,0,59,32,43,46,34,15,154,14,22,17,26,30,105,5,4,4,3,0,12,94,85,71,62,42,352,115,80,62,30,29,318,25496,21473,24543,14061,11219,96786,27,10,0,8,6,55,244,48,23,10,13,340,1649,875,539,195,94,3356,9421,6994,6842,3273,2054,28586,11554,11286,15753,9985,8966,57546,318,224,248,143,170,1105,23219,19431,23418,13617
128,4237,1121,225,15192,6080,4648,7863,4612,1833,25038,174,78,68,31,19,371,13369,8512,12403,5809,2100,42199,3,0,0,0,0,3,71,6,5,0,0,83,820,282,98,19,6,1225,2053,1251,1037,234,55,4633,259,216,267,150,52,943,49,4,13,3,0,74,3248,1762,1427,413,112,6961,16,3,3,0,0,21,546,42,6,5,0,594,4126,1578,579,79,14,6369,886,481,298,100,20,1791,26,18,18,14,7,88,81,18,7,6,0,106,5675,2138,919,199,38,8966,10,0,0,0,0,7,20,0,0,0,0,22,41,23,11,4,0,80,9,6,12,9,0,39,3,5,5,4,0,17,3,0,0,0,0,8,95,40,28,10,3,176,56,28,27,7,4,114,22437,12485,14788,6441,2258,58411,7,4,3,0,0,19,76,9,5,0,3,94,778,247,143,37,15,1217,6158,3053,3833,874,162,14077,7733,5229,8638,4759,1873,28225,96,42,42,34,9,222,14846,8583,12661,5705
197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
