SA4_CODE_2021,C21_AP_75_79_NCB_4,C21_AP_75_79_NCB_5,C21_AP_75_79_NCB_6mor,C21_AP_75_79_NCB_NS,C21_AP_75_79_Tot,C21_AP_80_84_NCB_0,C21_AP_80_84_NCB_1,C21_AP_80_84_NCB_2,C21_AP_80_84_NCB_3,C21_AP_80_84_NCB_4,C21_AP_80_84_NCB_5,C21_AP_80_84_NCB_6mor,C21_AP_80_84_NCB_NS,C21_AP_80_84_Tot,C21_AP_85over_N_c_b_0,C21_AP_85over_N_c_b_1,C21_AP_85over_N_c_b_2,C21_AP_85over_N_c_b_3,C21_AP_85over_N_c_b_4,C21_AP_85over_N_c_b_5,C21_AP_85over_N_c_b_6mor,C21_AP_85over_N_c_b_NS,C21_AP_85over_Tot,C21_AP_Tot_NCB_0,C21_AP_Tot_NCB_1,C21_AP_Tot_NCB_2,C21_AP_Tot_NCB_3,C21_AP_Tot_NCB_4,C21_AP_Tot_NCB_5,C21_AP_Tot_N_ch_b_6mor,C21_AP_Tot_NCB_NS,C21_AP_Tot_Tot
121,596,150,68,359,7660,628,419,1726,1409,601,184,78,396,5437,709,541,1674,1516,868,310,232,832,6679,65922,27807,51359,22231,6029,1339,692,7482,182860
122,479,102,46,301,5297,260,294,1301,924,385,141,52,289,3644,314,360,1201,1077,524,223,146,648,4499,35858,13348,34313,16354,4453,1022,458,5152,110961
123,452,181,153,376,3704,118,146,616,556,343,144,140,327,2399,120,154,473,424,293,168,176,552,2372,32714,14803,32369,19015,7673,2716,1941,7464,118690
124,570,211,151,436,5015,250,248,790,783,416,213,191,402,3293,234,256,721,574,406,234,247,704,3370,39374,16840,36650,21504,8531,2806,1936,8786,136424
125,620,265,243,457,5735,277,328,1229,968,506,260,298,452,4322,303,355,1032,858,572,301,448,809,4676,66939,30501,45466,21343,9407,3765,3251,15235,195903
126,272,86,38,179,2910,219,187,755,606,315,97,76,217,2466,278,235,717,645,382,155,151,605,3173,32205,13964,23180,9196,2778,733,447,4347,86849
127,753,338,485,512,5589,204,271,928,851,523,303,584,486,4154,172,260,776,694,482,321,813,806,4325,57682,21584,47396,28442,12748,5168,4936,13613,191563
128,399,111,48,284,4458,175,223,993,840,401,106,64,251,3061,249,275,1063,922,464,175,129,710,3988,28874,11298,30215,16008,4648,1082,504,4248,96867
197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,11,3,0,17,66,5,0,5,7,4,0,0,12,39,3,0,3,7,5,0,6,13,32,1342,373,647,366,165,69,56,1357,4381
